"id"	"备注"	"老荚日数"	"单荚重"	"品种名称"	"株型"	"保存编号"	"译名"	"青荚日数"	"荚形"	"荚壁纤维"	"种子来源"	"荚厚"	"翼瓣次色"	"种子形状"	"种子皮色"	"嫩荚色"	"株高"	"种子大小"	"保存单位"	"亩产"	"翼瓣色"	"种质库编号"	"统一编号"	"栽培季节"	"熟性"	"种皮次色"	"抗逆性"	"抗病虫性"	"荚宽"	"品质"	"嫩荚次色"	"荚长"
"194"	"*"	"85"	"7.1"	"博山三变色"	"蔓生"	"81-61"	"BO SHAN SAN BIAN SE"	"78"	"扁条"	"少"	"山东博山县"	"0.8"	"--"	"肾形"	"褐"	"浅绿"	"246.0"	"中"	"山东农科院蔬菜所"	"1000"	"兰"	"Ⅱ7E0875"	"V07E0735"	"4下-9下"	"--"	"--"	"--"	"病毒病轻"	"0.9"	"--"	"--"	"27.0"
"195"	"*"	"66"	"11.5"	"曹县五月白"	"蔓生"	"81-33"	"CAO XIAN WU YUE BAI"	"61"	"棍形"	"中"	"山东曹县"	"0.8"	"--"	"肾形"	"红"	"浅绿"	"202.0"	"大"	"山东农科院蔬菜所"	"1000"	"浅紫"	"Ⅱ7E0620"	"V07E0736"	"4中-8下"	"--"	"--"	"--"	"病毒病重"	"0.8"	"--"	"--"	"25.0"
"196"	"*"	"75"	"7.9"	"乳山菜豆"	"蔓生"	"80-50"	"RU SHAN CAI DOU"	"70"	"棍形"	"少"	"山东乳山县"	"0.9"	"--"	"肾形"	"红"	"绿"	"234.0"	"中"	"山东农科院蔬菜所"	"1250"	"紫"	"Ⅱ7E0347"	"V07E0788"	"5上-9下"	"--"	"--"	"--"	"病毒病中"	"0.9"	"--"	"紫"	"27.0"
"197"	"*"	"66"	"15.3"	"乳山紫花菜豆"	"蔓生"	"80-45"	"RU SHAN ZI HUA CAI DOU"	"60"	"细长条"	"少"	"山东乳山县"	"0.9"	"--"	"肾形"	"黑"	"浅绿"	"238.0"	"小"	"山东农科院蔬菜所"	"1750"	"浅紫"	"Ⅱ7E0344"	"V07E0789"	"4下-8上"	"--"	"--"	"--"	"病毒病轻"	"1.0"	"--"	"--"	"57.0"
"198"	"*"	"82"	"7.1"	"乳山小孩胳膊"	"蔓生"	"80-46"	"RU SHAN XIAO HAI GE BO"	"77"	"棍形"	"中"	"山东乳山县"	"0.9"	"--"	"肾形"	"红"	"绿"	"216.0"	"中"	"山东农科院蔬菜所"	"1250"	"白"	"Ⅱ7E0345"	"V07E0790"	"5下-9下"	"--"	"--"	"--"	"病毒病重"	"0.9"	"--"	"紫"	"28.0"
"199"	"*"	"79"	"15.3"	"乳山菜豆春"	"蔓生"	"80-49"	"RU SHAN CAI DOU CHUN"	"73"	"棍形"	"中"	"山东乳山县"	"0.9"	"--"	"肾形"	"红"	"绿"	"248.0"	"中"	"山东农科院蔬菜所"	"1250"	"浅紫"	"Ⅱ7E0508"	"V07E0791"	"4下-9下"	"--"	"--"	"--"	"病毒病轻"	"0.9"	"--"	"--"	"31.0"
"200"	"*"	"83"	"7.8"	"乳山秋豆角"	"蔓生"	"80-43"	"RU SHAN QIU DOU JIAO"	"78"	"棍形"	"中"	"山东乳山县"	"0.8"	"--"	"肾形"	"红"	"绿"	"228.0"	"中"	"山东农科院蔬菜所"	"1000"	"浅紫"	"Ⅱ7E0691"	"V07E0792"	"5下-9下"	"--"	"--"	"--"	"病毒病轻"	"0.8"	"--"	"紫"	"21.0"
"201"	"*"	"--"	"--"	"铜川罗裙带"	"蔓生"	"13a-3"	"TONG CHUAN LUO QUN DAI"	"70"	"棍形"	"少"	"陕西铜川市"	"--"	"--"	"肾形"	"红"	"绿"	"--"	"中"	"陕西农科院蔬菜所"	"3500"	"浅兰"	"Ⅱ7E0077"	"V07E0872"	"4下-7上"	"--"	"--"	"--"	"--"	"1.0"	"好"	"--"	"60.0"
"202"	"*"	"--"	"--"	"岐山绿地豇豆"	"蔓生"	"13a-7"	"QI SHAN LU DI JIANG DOU"	"70"	"--"	"--"	"陕西岐山县"	"--"	"--"	"肾形"	"红"	"浅绿"	"330.0"	"中"	"陕西农科院蔬菜所"	"3000"	"--"	"Ⅱ7E0078"	"V07E0873"	"4下-7上9下"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"58.0"
"203"	"*引进品种"	"75"	"25.0"	"上海紫豆角"	"蔓生"	"G42-127"	"SHANG HAI ZI DOU JIAO"	"55"	"细长条"	"中"	"上海"	"0.7"	"--"	"肾形"	"棕"	"深紫"	"--"	"中"	"广东农科院经作所"	"1800"	"浅紫"	"Ⅱ7E0125"	"V07E0874"	"3-6播"	"--"	"--"	"中"	"中"	"0.7"	"差"	"--"	"50.0"
"204"	"*引自江苏"	"--"	"24.0"	"南京红"	"蔓生"	"S33-13"	"NAN JING HONG"	"--"	"细长条"	"--"	"上海宝山县"	"0.9"	"--"	"肾形"	"紫"	"浅绿"	"--"	"中"	"上海农科院园艺所"	"1750"	"浅紫"	"Ⅱ7E0032"	"V07E0875"	"3下-4下-7上8中春秋"	"--"	"--"	"--"	"--"	"0.9"	"好"	"--"	"56.0"
"205"	"*"	"--"	"22.0"	"大白豇"	"蔓生"	"S33-8"	"DA BAI JIANG"	"--"	"细长条"	"--"	"上海宝山县"	"1.0"	"--"	"肾形"	"紫"	"绿"	"--"	"中"	"上海农科院园艺所"	"2000"	"浅紫"	"Ⅱ7E0027"	"V07E0876"	"4上-7中8下春秋"	"--"	"--"	"--"	"--"	"0.9"	"好"	"--"	"42.2"
"206"	"--"	"--"	"21.0"	"新燕二号"	"蔓生"	"S33-10"	"XIN YAN ER HAO"	"--"	"扁条"	"--"	"上海宝山县"	"1.0"	"--"	"肾形"	"黑"	"浅绿"	"--"	"--"	"上海农科院园艺所"	"750"	"浅紫"	"Ⅱ7E0029"	"V07E0877"	"4上-6下"	"晚"	"--"	"上"	"上"	"1.0"	"好"	"--"	"70.0"
"207"	"--"	"--"	"24.0"	"新燕一号"	"蔓生"	"S33-9"	"XIN YAN YI HAO"	"--"	"扁条"	"--"	"上海宝山县"	"1.0"	"--"	"肾形"	"黑"	"绿"	"--"	"--"	"上海农科院园艺所"	"750"	"浅紫"	"Ⅱ7E0028"	"V07E0878"	"4上-6下"	"晚"	"--"	"上"	"上"	"1.0"	"好"	"--"	"35.0"
"208"	"*"	"--"	"22.5"	"红豇豆"	"蔓生"	"S33-12"	"HONG JIANG DOU"	"--"	"细长条"	"多"	"上海宝山县"	"0.6"	"--"	"肾形"	"紫"	"紫"	"--"	"--"	"上海农科院园艺所"	"2000"	"浅紫"	"Ⅱ7E0031"	"V07E0879"	"4上下-7上8上春秋"	"--"	"--"	"--"	"--"	"0.6"	"--"	"--"	"54.8"
"209"	"*引自浙江"	"--"	"23.0"	"杭州白豇"	"蔓生"	"S33-24"	"HANG ZHOU BAI JIANG"	"--"	"细长条"	"--"	"上海宝山县"	"0.8"	"--"	"肾形"	"紫"	"绿"	"--"	"大"	"上海农科院园艺所"	"1500"	"浅紫"	"Ⅱ7E0039"	"V07E0880"	"4上中-7上8上春秋"	"--"	"--"	"--"	"--"	"0.9"	"好"	"--"	"57.6"
"210"	"--"	"--"	"18.2"	"杂交豇"	"蔓生"	"S33-39"	"ZA JIAO JIANG"	"--"	"细长条"	"中"	"上海嘉定县"	"0.9"	"--"	"肾形"	"红"	"绿"	"--"	"--"	"上海农科院园艺所"	"750"	"浅紫"	"Ⅱ7E0050"	"V07E0890"	"4上-6中"	"中"	"--"	"中"	"上"	"1.0"	"好"	"--"	"38.2"
"211"	"--"	"--"	"25.0"	"之豇28-2豇豆"	"蔓生"	"S33-50"	"ZHI JIANG 28-2 JIANG DOU"	"--"	"细长条"	"--"	"上海嘉定县"	"0.9"	"--"	"肾形"	"红"	"浅绿"	"--"	"--"	"上海农科院园艺所"	"1250"	"浅紫"	"Ⅱ7E0957"	"V07E0891"	"3下-4下"	"早"	"--"	"强"	"强"	"0.8"	"好"	"--"	"60.0"
"212"	"--"	"--"	"21.0"	"惰搭棚"	"蔓生"	"S33-43"	"DUO DA PENG"	"--"	"细长条"	"--"	"上海金山县"	"1.0"	"--"	"肾形"	"红"	"绿"	"--"	"--"	"上海农科院园艺所"	"500"	"浅紫"	"Ⅱ7E0053"	"V07E0892"	"4上-6中"	"晚"	"--"	"弱"	"弱"	"1.0"	"好"	"紫"	"43.8"
"213"	"--"	"--"	"4.5"	"饭豇"	"矮生"	"S33-44"	"FAN JIANG"	"--"	"扁条"	"--"	"上海金山县"	"0.7"	"--"	"圆"	"黑"	"深绿"	"150.0"	"--"	"上海农科院园艺所"	"400"	"浅紫"	"Ⅱ7E0054"	"V07E0893"	"4中-6中"	"晚"	"--"	"强"	"强"	"0.8"	"差"	"--"	"14.1"
"214"	"--"	"--"	"15.0"	"肝肠豆"	"半蔓生"	"S33-45"	"GAN CHANG DOU"	"--"	"扁条"	"--"	"上海金山县"	"0.9"	"--"	"肾形"	"红"	"绿"	"--"	"--"	"上海农科院园艺所"	"500"	"浅紫"	"Ⅱ7E0415"	"V07E0894"	"4上-6中"	"晚"	"--"	"弱"	"弱"	"1.0"	"好"	"--"	"29.4"
"215"	"--"	"--"	"23.0"	"一号长白豇"	"蔓生"	"S33-4"	"YI HAO CHANG BAI JIANG"	"--"	"细长条"	"中"	"上海上海县"	"0.9"	"--"	"肾形"	"红"	"绿"	"--"	"--"	"上海农科院园艺所"	"1000"	"浅紫"	"Ⅱ7E0024"	"V07E0908"	"4上-6上"	"中"	"--"	"中"	"中"	"0.9"	"好"	"--"	"45.0"
"216"	"--"	"--"	"13.8"	"白冬豇豆"	"蔓生"	"J2-146"	"BAI DONG JIANG DOU"	"85"	"棍形"	"--"	"四川高县"	"0.8"	"--"	"--"	"黑"	"--"	"250.0"	"--"	"成都市第一农科所"	"2000"	"浅紫"	"Ⅱ7E0249"	"V07E0947"	"4-8"	"晚"	"--"	"强"	"中"	"0.8"	"好"	"--"	"35.1"
"217"	"--"	"85"	"--"	"白荚豇豆"	"蔓生"	"J2-169"	"BAI JIA JIANG DOU"	"75"	"细长条"	"--"	"四川汉源"	"0.8"	"--"	"--"	"黑"	"浅绿"	"300.0"	"--"	"成都市第一农科所"	"1000"	"紫"	"Ⅱ7E1089"	"V07E0948"	"3-7"	"中"	"--"	"中"	"中"	"0.9"	"极好"	"--"	"45.0"
"218"	"--"	"85"	"--"	"白荚豇豆"	"蔓生"	"J2-168"	"BAI JIA JIANG DOU"	"75"	"细长条"	"--"	"四川汉源"	"0.8"	"--"	"--"	"棕"	"浅绿"	"300.0"	"--"	"成都市第一农科所"	"1000"	"紫"	"Ⅱ7E1088"	"V07E0949"	"3-7"	"中"	"--"	"中"	"中"	"0.9"	"极好"	"--"	"44.4"
"219"	"--"	"95"	"--"	"短白豇豆"	"蔓生"	"J2-167"	"DUAN BAI JIANG DOU"	"80"	"细长条"	"--"	"四川汉源"	"0.7"	"--"	"--"	"黑"	"浅绿"	"300.0"	"中"	"成都市第一农科所"	"3000"	"浅紫"	"Ⅱ7E1087"	"V07E0950"	"4月-6月"	"中"	"--"	"中"	"中"	"0.7"	"好"	"--"	"51.0"
"220"	"--"	"90"	"--"	"短白豇豆"	"蔓生"	"J2-104"	"DUAN BAI JIANG DOU"	"70"	"细长条"	"--"	"四川汉源县"	"0.5"	"--"	"肾形"	"红"	"浅绿"	"170.0"	"小"	"成都市第一农科所"	"1300"	"浅黄"	"Ⅱ7E0822"	"V07E0951"	"4-6"	"早"	"--"	"--"	"--"	"0.6"	"--"	"--"	"30.0"
"221"	"--"	"--"	"--"	"白豇豆"	"蔓生"	"J2-065"	"BAI JIANG DOU"	"80"	"细长条"	"少"	"四川华云工农区"	"0.8"	"--"	"肾形"	"黑"	"浅绿"	"170.0"	"中"	"成都市第一农科所"	"1400"	"浅兰"	"Ⅱ7E0225"	"V07E0959"	"3-5"	"中"	"--"	"耐热旱"	"--"	"1.0"	"好"	"--"	"40.0"
"222"	"--"	"--"	"--"	"白豇豆"	"蔓生"	"J2-155"	"BAI JIANG DOU"	"75"	"细长条"	"--"	"四川华云工农区"	"0.7"	"--"	"肾形"	"黑"	"浅绿"	"300.0"	"中"	"成都市第一农科所"	"750"	"浅紫"	"Ⅱ7E0552"	"V07E0960"	"4-6下"	"--"	"--"	"较强"	"强"	"0.7"	"--"	"--"	"45.0"
"223"	"--"	"110"	"--"	"红豇豆"	"蔓生"	"J2-066"	"HONG JIANG DOU"	"90"	"细长条"	"中"	"四川华云工农业区"	"0.7"	"--"	"肾形"	"白"	"深紫"	"270.0"	"中"	"成都市第一农科所"	"1350"	"浅兰"	"Ⅱ7E0837"	"V07E0961"	"3-6"	"中"	"--"	"耐热旱"	"--"	"1.0"	"好"	"--"	"40.0"
"224"	"--"	"180"	"10.3"	"线豇豆"	"蔓生"	"J2-123"	"XIAN JIANG DOU"	"120"	"细长条"	"少"	"四川会理县"	"0.7"	"--"	"肾形"	"褐"	"浅绿"	"240.0"	"中"	"成都市第一农科所"	"1800"	"浅紫"	"Ⅱ7E0827"	"V07E0962"	"3-7"	"晚"	"--"	"弱"	"弱"	"1.4"	"好"	"--"	"63.5"
"225"	"--"	"150"	"15.0"	"红壳长豇豆"	"蔓生"	"J2-124"	"HONG KE CHANG JIANG DOU"	"90"	"棍形"	"少"	"四川会理县"	"1.2"	"--"	"卵圆"	"黑"	"绿"	"180.0"	"中"	"成都市第一农科所"	"1000"	"紫"	"Ⅱ7E0823"	"V07E0963"	"5-9下"	"中"	"--"	"弱"	"弱"	"0.8"	"好"	"红"	"49.5"
"226"	"--"	"120"	"9.0"	"大豇豆"	"蔓生"	"J2-114"	"DA JIANG DOU"	"90"	"细长条"	"--"	"四川雷波县"	"0.7"	"--"	"肾形"	"棕"	"绿"	"340.0"	"小"	"成都市第一农科所"	"1400"	"紫"	"Ⅱ7E0855"	"V07E0972"	"4-7"	"中"	"--"	"--"	"--"	"1.0"	"--"	"--"	"30.0"
"227"	"--"	"130"	"--"	"青豇豆"	"蔓生"	"J2-120"	"QING JIANG DOU"	"100"	"细长条"	"--"	"四川雷波县"	"1.1"	"--"	"肾形"	"褐"	"绿"	"170.0"	"中"	"成都市第一农科所"	"1250"	"紫"	"Ⅱ7E1097"	"V07E0973"	"4-8"	"中"	"--"	"--"	"--"	"2.5"	"好"	"--"	"31.0"
"228"	"--"	"--"	"--"	"短白豇豆"	"蔓生"	"J2-095"	"DUAN BAI JIANG DOU"	"100"	"细长条"	"--"	"四川芦山县"	"1.0"	"--"	"肾形"	"红"	"浅绿"	"298.0"	"中"	"成都市第一农科所"	"800"	"白"	"Ⅱ7E1086"	"V07E0974"	"3-7"	"中"	"--"	"--"	"--"	"1.0"	"--"	"--"	"35.0"
"229"	"--"	"100"	"--"	"白豇豆"	"蔓生"	"J2-130"	"BAI JIANG DOU"	"90"	"细长条"	"--"	"四川冕宁县"	"0.7"	"--"	"--"	"棕"	"绿"	"400.0"	"中"	"成都市第一农科所"	"1250"	"浅兰"	"Ⅱ7E0825"	"V07E0975"	"3-7"	"中"	"--"	"--"	"--"	"0.9"	"--"	"--"	"45.0"
"230"	"--"	"--"	"--"	"短肉豇豆"	"蔓生"	"J2-128"	"DUAN ROU JIANG DOU"	"100"	"细长条"	"--"	"四川冕宁县"	"0.5"	"--"	"肾形"	"棕"	"绿"	"200.0"	"小"	"成都市第一农科所"	"1000"	"浅兰"	"Ⅱ7E0858"	"V07E0976"	"4-7"	"中"	"--"	"--"	"--"	"0.6"	"好"	"--"	"26.0"
"231"	"--"	"80"	"--"	"罗裙带"	"蔓生"	"J2-174"	"LUO QUN DAI"	"70"	"细长条"	"--"	"四川南川"	"0.6"	"--"	"--"	"黑"	"绿"	"300.0"	"中"	"成都市第一农科所"	"1000"	"兰"	"Ⅱ7E1092"	"V07E0984"	"3-7"	"中"	"--"	"中"	"中"	"0.7"	"极好"	"--"	"45.3"
"232"	"--"	"85"	"--"	"罗裙带"	"蔓生"	"J2-161"	"LUO QUN DAI"	"80"	"细长条"	"--"	"四川南川县"	"0.8"	"--"	"--"	"棕"	"浅绿"	"300.0"	"大"	"成都市第一农科所"	"1250"	"兰"	"Ⅱ7E0865"	"V07E0985"	"4-7"	"中"	"--"	"中"	"中"	"0.8"	"好"	"--"	"48.0"
"233"	"--"	"100"	"--"	"冬豇"	"蔓生"	"J2-162"	"DONG JIANG"	"85"	"--"	"--"	"四川南江县"	"0.8"	"--"	"--"	"棕"	"深紫"	"260.0"	"中"	"成都市第一农科所"	"1500"	"紫"	"Ⅱ7E0866"	"V07E0986"	"4月-6月"	"迟"	"--"	"中"	"中"	"0.8"	"好"	"--"	"17.0"
"234"	"--"	"95"	"16.1"	"大豇豆"	"蔓生"	"J2-164"	"DA JIANG DOU"	"80"	"细长条"	"--"	"四川南江县"	"1.0"	"--"	"--"	"棕"	"浅绿"	"300.0"	"大"	"成都市第一农科所"	"3000"	"兰"	"Ⅱ7E0868"	"V07E0987"	"4月-6月"	"中"	"--"	"中"	"中"	"1.0"	"好"	"--"	"47.0"
"235"	"--"	"90"	"--"	"肉头豇"	"蔓生"	"J2-158"	"ROU TOU JIANG"	"88"	"--"	"--"	"四川南江县"	"0.8"	"--"	"--"	"棕"	"紫"	"270.0"	"中"	"成都市第一农科所"	"1500"	"浅紫"	"Ⅱ7E0862"	"V07E0988"	"4月-6月"	"中"	"--"	"中"	"中"	"0.8"	"差"	"--"	"25.0"
"236"	"--"	"--"	"--"	"白露豇"	"蔓生"	"J2-085"	"BAI LU JIANG"	"140"	"细长条"	"少"	"四川南江县"	"0.7"	"--"	"卵圆"	"褐"	"白"	"200.0"	"小"	"成都市第一农科所"	"1250"	"白"	"Ⅱ7E0231"	"V07E0989"	"4-8"	"晚"	"--"	"--"	"--"	"1.0"	"差"	"--"	"27.0"
"237"	"--"	"95"	"--"	"花豇豆"	"蔓生"	"J2-138"	"HUA JIANG DOU"	"85"	"细长条"	"--"	"四川南江县"	"0.8"	"--"	"--"	"棕"	"红"	"300.0"	"中"	"成都市第一农科所"	"1250"	"浅紫"	"Ⅱ7E0235"	"V07E0990"	"3-7"	"中"	"--"	"--"	"--"	"0.7"	"--"	"绿"	"41.0"
"238"	"--"	"--"	"--"	"彭山豇豆"	"蔓生"	"J2-045"	"PENG SHAN JIANG DOU"	"106"	"棍形"	"--"	"四川彭山县"	"0.9"	"--"	"肾形"	"褐"	"浅绿"	"293.0"	"中"	"重庆市农科所"	"1400"	"浅紫"	"Ⅱ7E0246"	"V07E0991"	"3-7"	"中"	"--"	"强"	"中"	"0.9"	"--"	"--"	"42.0"
"239"	"--"	"130"	"20.0"	"白胖子短豇豆"	"蔓生"	"J2-083"	"BAI PANG ZI DUAN JIANG DOU"	"90"	"细长条"	"--"	"四川渠县"	"1.0"	"--"	"肾形"	"褐"	"白"	"120.0"	"中"	"成都市第一农科所"	"1250"	"紫"	"Ⅱ7E0247"	"V07E0992"	"4上-7上"	"中"	"--"	"耐热"	"强"	"1.2"	"--"	"--"	"25.0"
"240"	"--"	"100"	"--"	"长豇豆"	"蔓生"	"J2-108"	"CHANG JIANG DOU"	"70"	"细长条"	"多"	"四川天全县"	"0.7"	"--"	"肾形"	"黑"	"绿"	"340.0"	"小"	"成都市第一农科所"	"1500"	"浅兰"	"Ⅱ7E0523"	"V07E0999"	"4-7"	"中"	"--"	"耐热"	"--"	"0.8"	"好"	"--"	"52.0"
"241"	"--"	"90"	"--"	"白豇豆"	"蔓生"	"J2-110"	"BAI JIANG DOU"	"60"	"细长条"	"多"	"四川天全县"	"0.8"	"--"	"肾形"	"红"	"浅绿"	"278.0"	"中"	"成都市第一农科所"	"1300"	"白"	"Ⅱ7E0536"	"V07E1000"	"3-5"	"早"	"--"	"耐热"	"--"	"1.0"	"好"	"--"	"54.0"
"242"	"--"	"120"	"--"	"白露豇豆"	"蔓生"	"J2-135"	"BAI LU JIANG DOU"	"90"	"细长条"	"少"	"四川天全县"	"0.8"	"--"	"--"	"棕"	"浅绿"	"290.0"	"中"	"成都市第一农科所"	"1250"	"浅兰"	"Ⅱ7E0232"	"V07E1001"	"3-8"	"中"	"--"	"弱"	"--"	"0.9"	"好"	"--"	"32.0"
"243"	"--"	"100"	"--"	"红荚白露豇豆"	"蔓生"	"J2-157"	"HONG JIA BAI LU JIANG DOU"	"85"	"细长条"	"--"	"四川天全县"	"0.8"	"--"	"--"	"棕"	"深紫"	"300.0"	"中"	"成都市第一农科所"	"2500"	"紫"	"Ⅱ7E0861"	"V07E1002"	"4月-6月"	"迟"	"--"	"中"	"中"	"0.9"	"好"	"--"	"66.0"
"244"	"--"	"240"	"--"	"白冬豇豆"	"半蔓生"	"J2-089"	"BAI DONG JIANG DOU"	"80"	"细长条"	"少"	"四川通江县"	"0.7"	"--"	"卵圆"	"棕"	"白"	"110.0"	"中"	"成都市第一农科所"	"1000"	"紫"	"Ⅱ7E0826"	"V07E1003"	"5-7"	"中"	"--"	"强"	"--"	"1.2"	"好"	"--"	"19.0"
"245"	"--"	"120"	"22.5"	"豇豆"	"蔓生"	"J2-061"	"JIANG DOU"	"80"	"棍形"	"--"	"四川巫山县"	"0.8"	"--"	"肾形"	"黑"	"绿"	"390.0"	"中"	"成都市第一农科所"	"1500"	"白"	"Ⅱ7E0544"	"V07E1012"	"3-6下"	"中"	"--"	"强"	"强"	"0.9"	"--"	"--"	"54.5"
"246"	"--"	"150"	"20.0"	"白豇豆"	"蔓生"	"J2-113"	"BAI JIANG DOU"	"90"	"细长条"	"少"	"四川西昌市"	"0.9"	"--"	"卵圆"	"棕"	"浅绿"	"300.0"	"小"	"成都市第一农科所"	"1000"	"浅紫"	"Ⅱ7E0745"	"V07E1013"	"4-7"	"中"	"--"	"--"	"--"	"0.9"	"好"	"--"	"34.0"
"247"	"--"	"150"	"32.0"	"长白豇豆"	"蔓生"	"J2-112"	"CHANG BAI JIANG DOU"	"100"	"细长条"	"--"	"四川西昌市"	"1.2"	"--"	"卵圆"	"红"	"浅绿"	"300.0"	"小"	"成都市第一农科所"	"1250"	"浅紫"	"Ⅱ7E0537"	"V07E1014"	"3-6"	"中"	"--"	"--"	"--"	"0.8"	"好"	"--"	"57.0"
"248"	"--"	"180"	"21.0"	"红艳豇豆"	"蔓生"	"J2-111"	"HONG YAN JIANG DOU"	"122"	"棍形"	"多"	"四川西昌市"	"0.8"	"--"	"肾形"	"褐"	"绿"	"356.0"	"中"	"成都市第一农科所"	"1180"	"浅紫"	"Ⅱ7E0854"	"V07E1015"	"3-7下"	"晚"	"--"	"耐热涝"	"中"	"1.3"	"好"	"--"	"29.0"
"249"	"--"	"85"	"--"	"白豇豆"	"蔓生"	"J2-170"	"BAI JIANG DOU"	"70"	"扁条"	"--"	"四川雅安"	"0.7"	"--"	"--"	"棕"	"浅绿"	"300.0"	"--"	"成都市第一农科所"	"1000"	"兰"	"Ⅱ7E1090"	"V07E1016"	"3-7"	"中"	"--"	"强"	"强"	"0.8"	"极好"	"--"	"36.9"
"250"	"*"	"85"	"--"	"之豇28-2"	"蔓生"	"17014"	"ZHI JIANG 28-2"	"50"	"细长条"	"--"	"浙江杭州市"	"1.0"	"--"	"肾形"	"褐"	"绿"	"300.0"	"--"	"浙江农科院园艺所"	"4500"	"浅紫"	"Ⅱ7E0639"	"V07E1064"	"4中-8中"	"--"	"--"	"强"	"强"	"1.1"	"好"	"--"	"65.0"
"251"	"*"	"--"	"--"	"八月豆"	"蔓生"	"17052"	"BA YUE DOU"	"--"	"细长条"	"--"	"浙江江山市"	"--"	"--"	"肾形"	"褐"	"浅绿"	"200.0"	"--"	"浙江农科院园艺所"	"3500"	"浅兰"	"Ⅱ7E0794"	"V07E1065"	"4上-10中"	"--"	"--"	"弱"	"中"	"--"	"好"	"--"	"50.0"
"252"	"*"	"75"	"33.0"	"花豇豆"	"蔓生"	"17046"	"HUA JIANG DOU"	"60"	"细长条"	"--"	"浙江兰溪市"	"0.6"	"--"	"肾形"	"紫"	"绿"	"250.0"	"--"	"浙江农科院园艺所"	"2000"	"紫"	"Ⅱ7E0795"	"V07E1066"	"4上-6上"	"--"	"--"	"弱"	"--"	"0.8"	"好"	"红"	"50.0"
"253"	"--"	"120"	"45.0"	"白皮豇豆"	"蔓生"	"17053"	"BAI PI JIANG DOU"	"90"	"棍形"	"--"	"浙江临海市"	"0.8"	"--"	"肾形"	"棕"	"白"	"300.0"	"--"	"浙江农科院园艺所"	"3000"	"紫"	"Ⅱ7E0638"	"V07E1067"	"4下-6,6下-9上"	"晚"	"--"	"中"	"中"	"0.9"	"好"	"--"	"40.0"
"254"	"*"	"100"	"--"	"小叶瓣豇豆"	"蔓生"	"17040"	"XIAO YE BAN JIANG DOU"	"70"	"细长条"	"--"	"浙江宁波市"	"0.8"	"--"	"肾形"	"褐"	"绿"	"300.0"	"中"	"浙江农科院园艺所"	"3000"	"紫"	"Ⅱ7E0066"	"V07E1068"	"4上-6下7下"	"--"	"--"	"中"	"强"	"1.0"	"好"	"--"	"49.0"
"255"	"带紫边"	"110"	"6.0"	"地豆角"	"半蔓生"	"7-E-16-18"	"DI DOU JIAO"	"100"	"扁条"	"--"	"中蔬征自河南"	"0.7"	"--"	"肾形"	"紫"	"绿"	"--"	"小"	"中国农科院蔬菜所"	"--"	"深紫"	"Ⅱ7E0911"	"V07E1079"	"4月24日"	"--"	"--"	"--"	"--"	"1.0"	"--"	"--"	"21.6"
"256"	"--"	"100"	"--"	"叶里获"	"蔓生"	"7-E-16-015"	"YE LI HUO"	"90"	"棍形"	"--"	"中蔬征自河南"	"--"	"--"	"肾形"	"紫"	"浅绿"	"--"	"小"	"中国农科院蔬菜所"	"--"	"浅紫"	"Ⅱ7E0901"	"V07E1080"	"4月24日"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"257"	"--"	"100"	"8.5"	"青皮短豇豆"	"蔓生"	"7-E-16-15"	"QING PI DUAN JIANG DOU"	"90"	"扁条"	"--"	"中蔬征自河南"	"0.8"	"--"	"肾形"	"紫"	"绿"	"--"	"小"	"中国农科院蔬菜所"	"--"	"紫"	"Ⅱ7E0902"	"V07E1081"	"4月24日"	"--"	"--"	"--"	"--"	"0.9"	"--"	"--"	"28.0"
"258"	"--"	"100"	"--"	"青皮长豇豆"	"蔓生"	"7-E-16-4"	"QING PI CHANG JIANG DOU"	"90"	"棍形"	"--"	"中蔬征自河南"	"--"	"--"	"肾形"	"紫"	"绿"	"--"	"小"	"中国农科院蔬菜所"	"--"	"紫"	"Ⅱ7E0904"	"V07E1082"	"4月24日"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"259"	"--"	"100"	"12.0"	"小毛豆"	"蔓生"	"7-E-16-6"	"XIAO MAO DOU"	"90"	"扁条"	"--"	"中蔬征自河南"	"0.8"	"--"	"肾形"	"紫"	"浅绿"	"--"	"小"	"中国农科院蔬菜所"	"--"	"浅紫"	"Ⅱ7E0913"	"V07E1083"	"4月24日"	"--"	"--"	"--"	"--"	"1.0"	"--"	"--"	"34.6"
