"id"	"成熟期"	"科名"	"抽穗或孕蕾"	"库编号"	"送种单位"	"枯黄"	"千粒重"	"发芽率"	"返青期"	"学名"	"原编号"	"省"	"生育天数"	"备注"	"材料来源"	"品种名称"	"开花期"	"播种期"	"收种期"	"统一编号"	"属名"	"材料原产地"	"株高"	"中名"
"1356"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00369"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Lolium perenne L.(多年生黑麦草)"	"83-103"	"国外"	"97"	"栽培牧草"	"荷兰"	"Amigo"	"--"	"--"	"1987"	"黑Ⅱ-16"	"Lolium(黑麦草属)"	"--"	"83.00"	"多年生黑麦草"
"1357"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00370"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Lolium perenne L.(多年生黑麦草)"	"83-104"	"国外"	"97"	"栽培牧草"	"荷兰"	"Bastion"	"--"	"--"	"1987"	"黑Ⅱ-17"	"Lolium(黑麦草属)"	"--"	"37.00"	"多年生黑麦草"
"1358"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00371"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Lolium perenne L.(多年生黑麦草)"	"83-109"	"国外"	"97"	"栽培牧草"	"荷兰"	"Banny"	"--"	"--"	"1987"	"黑Ⅱ-18"	"Lolium(黑麦草属)"	"--"	"66.00"	"多年生黑麦草"
"1359"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00372"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Lolium perenne L.(多年生黑麦草)"	"84-835"	"国外"	"97"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1987"	"黑Ⅱ-19"	"Lolium(黑麦草属)"	"--"	"77.00"	"多年生黑麦草"
"1360"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00373"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Lolium perenne L.(多年生黑麦草)"	"86-3"	"国外"	"97"	"栽培牧草"	"荷兰"	"Arno"	"--"	"--"	"1987"	"黑Ⅱ-20"	"Lolium(黑麦草属)"	"--"	"56.00"	"多年生黑麦草"
"1361"	"6.06"	"Gramineae(禾本科)"	"--"	"I7B00583"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"87-33"	"国外"	"78"	"栽培牧草"	"澳大利亚"	"Kangarcovalle"	"--"	"--"	"1988"	"黑Ⅱ-30"	"Lolium(黑麦草属)"	"--"	"80.00"	"多年生黑麦草"
"1362"	"6.20"	"Gramineae(禾本科)"	"--"	"I7B00584"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"87-112"	"国外"	"92"	"栽培牧草"	"美国"	"Belle"	"--"	"--"	"1988"	"黑Ⅱ-31"	"Lolium(黑麦草属)"	"--"	"70.00"	"多年生黑麦草"
"1363"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B00585"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.22"	"Lolium perenne L.(多年生黑麦草)"	"87-35"	"国外"	"92"	"栽培牧草"	"澳大利亚"	"Tasdaie"	"--"	"--"	"1988"	"黑Ⅱ-32"	"Lolium(黑麦草属)"	"--"	"73.00"	"多年生黑麦草"
"1364"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B00586"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"87-110"	"国外"	"94"	"栽培牧草"	"美国"	"Rennant"	"--"	"--"	"1988"	"黑Ⅱ-33"	"Lolium(黑麦草属)"	"--"	"78.00"	"多年生黑麦草"
"1365"	"6.20"	"Gramineae(禾本科)"	"--"	"I7B00587"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.26"	"Lolium perenne L.(多年生黑麦草)"	"86-392"	"国外"	"90"	"栽培牧草"	"新西兰"	"FLLETT"	"--"	"--"	"1988"	"黑Ⅱ-34"	"Lolium(黑麦草属)"	"新西兰"	"69.00"	"多年生黑麦草"
"1366"	"8.22"	"Gramineae(禾本科)"	"--"	"I7B00588"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.22"	"Lolium perenne L.(多年生黑麦草)"	"86-397"	"国外"	"92"	"栽培牧草"	"日本"	"SPR-01"	"--"	"--"	"1988"	"黑Ⅱ-35"	"Lolium(黑麦草属)"	"--"	"75.00"	"多年生黑麦草"
"1367"	"6.09"	"Gramineae(禾本科)"	"--"	"I7B00590"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.15"	"Lolium perenne L.(多年生黑麦草)"	"87-36"	"国外"	"96"	"栽培牧草"	"澳大利亚"	"Matilda"	"--"	"--"	"1988"	"黑Ⅱ-37"	"Lolium(黑麦草属)"	"--"	"67.00"	"多年生黑麦草"
"1368"	"7.01"	"Gramineae(禾本科)"	"--"	"I7B00591"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Lolium perenne L.(多年生黑麦草)"	"86-381"	"国外"	"91"	"栽培牧草"	"美国"	"Allstar"	"--"	"--"	"1988"	"黑Ⅱ-38"	"Lolium(黑麦草属)"	"日本"	"68.00"	"多年生黑麦草"
"1369"	"6.12"	"Gramineae(禾本科)"	"--"	"I7B00592"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"87-34"	"国外"	"84"	"栽培牧草"	"澳大利亚"	"Ellett"	"--"	"--"	"1988"	"黑Ⅱ-39"	"Lolium(黑麦草属)"	"--"	"78.00"	"多年生黑麦草"
"1370"	"7.01"	"Gramineae(禾本科)"	"--"	"I7B00593"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"86-365"	"国外"	"103"	"栽培牧草"	"英国"	"PARCOUR"	"--"	"--"	"1988"	"黑Ⅱ-40"	"Lolium(黑麦草属)"	"英国"	"68.00"	"多年生黑麦草"
"1371"	"7.01"	"Gramineae(禾本科)"	"--"	"I7B00595"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"86-398"	"国外"	"103"	"栽培牧草"	"日本"	"--"	"--"	"--"	"1988"	"黑Ⅱ-42"	"Lolium(黑麦草属)"	"日本"	"55.00"	"多年生黑麦草"
"1372"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B00594"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"79-196"	"国外"	"94"	"栽培牧草"	"--"	"324"	"--"	"--"	"1988"	"黑Ⅱ-41"	"Lolium(黑麦草属)"	"英国"	"67.00"	"多年生黑麦草"
"1373"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B01522"	"湖北畜牧所"	"--"	"1.79"	"--"	"10.08"	"Lolium perenne L.(多年生黑麦草)"	"79-2"	"国外"	"237"	"栽培牧草"	"丹麦"	"--"	"5.29"	"--"	"1989"	"黑1-137"	"Lolium(黑麦草属)"	"丹麦"	"76.00"	"多年生黑麦草"
"1374"	"7.10"	"Gramineae(禾本科)"	"--"	"I7B01523"	"湖北畜牧所"	"--"	"2.80"	"--"	"10.08"	"Lolium perenne L.(多年生黑麦草)"	"79-07"	"国外"	"135"	"栽培牧草"	"丹麦"	"--"	"6.04"	"--"	"1989"	"黑1-142"	"Lolium(黑麦草属)"	"丹麦"	"64.00"	"多年生黑麦草"
"1375"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B01524"	"湖北畜牧所"	"--"	"1.79"	"--"	"10.08"	"Lolium perenne L.(多年生黑麦草)"	"79-9"	"国外"	"237"	"栽培牧草"	"丹麦"	"--"	"5.29"	"--"	"1989"	"黑1-144"	"Lolium(黑麦草属)"	"丹麦"	"76.00"	"多年生黑麦草"
"1376"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B01521"	"湖北畜牧所"	"--"	"1.63"	"--"	"10.08"	"Lolium perenne L.(多年生黑麦草)"	"79-5"	"国外"	"123"	"栽培牧草"	"丹麦"	"--"	"6.06"	"--"	"1989"	"黑1-140"	"Lolium(黑麦草属)"	"--"	"98.00"	"多年生黑麦草"
"1377"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B01526"	"湖北畜牧所"	"--"	"1.38"	"--"	"10.08"	"Lolium perenne L.(多年生黑麦草)"	"80-88"	"国外"	"123"	"栽培牧草"	"美国"	"--"	"6.03"	"--"	"1989"	"黑1-122"	"Lolium(黑麦草属)"	"--"	"76.00"	"多年生黑麦草"
"1378"	"7.10"	"Gramineae(禾本科)"	"--"	"I7B01527"	"湖北畜牧所"	"--"	"3.20"	"--"	"10.08"	"Lolium perenne L.(多年生黑麦草)"	"80-54"	"国外"	"258"	"栽培牧草"	"美国"	"--"	"5.29"	"--"	"1989"	"黑1-118"	"Lolium(黑麦草属)"	"美国"	"71.00"	"多年生黑麦草"
"1379"	"7.10"	"Gramineae(禾本科)"	"--"	"I7B01528"	"湖北畜牧所"	"--"	"1.74"	"--"	"10.08"	"Lolium perenne L.(多年生黑麦草)"	"79-4"	"国外"	"249"	"栽培牧草"	"丹麦"	"--"	"6.06"	"--"	"1989"	"黑1-139"	"Lolium(黑麦草属)"	"丹麦"	"95.00"	"多年生黑麦草"
"1380"	"5.07"	"Gramineae(禾本科)"	"--"	"I7B01529"	"湖北畜牧所"	"--"	"1.75"	"--"	"10.08"	"Lolium perenne L.(多年生黑麦草)"	"79-117"	"国外"	"42"	"栽培牧草"	"荷兰"	"--"	"6.03"	"--"	"1989"	"黑1-150"	"Lolium(黑麦草属)"	"--"	"83.00"	"多年生黑麦草"
"1381"	"6.24"	"Gramineae(禾本科)"	"--"	"I7B00597"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.29"	"Lolium westernoidlcum L."	"86-348"	"国外"	"87"	"栽培牧草"	"瑞典"	"Weibull W4"	"--"	"--"	"1988"	"黑Ⅱ-44"	"Lolium(黑麦草属)"	"瑞典"	"104.00"	"--"
"1382"	"6.11"	"Gramineae(禾本科)"	"--"	"I7B00589"	"湖北畜牧所"	"--"	"1.80"	"81.0"	"10.29"	"Lolium multifiorum Lam.(多花黑麦草)"	"80-57"	"国外"	"222"	"栽培牧草"	"美国"	"Tetila"	"5.18"	"10.29"	"1987"	"黑Ⅱ-86"	"Lolium(黑麦草属)"	"--"	"83.00"	"多花黑麦草"
"1383"	"6.18"	"Gramineae(禾本科)"	"--"	"I7B00229"	"湖北畜牧所"	"--"	"3.40"	"82.0"	"10.29"	"Lolium multifiorum Lam.(多花黑麦草)"	"79-112"	"国外"	"229"	"栽培牧草"	"荷兰"	"Avance"	"5.21"	"10.29"	"1987"	"黑Ⅰ-109"	"Lolium(黑麦草属)"	"--"	"89.00"	"渲铁口)"
"1384"	"6.18"	"Gramineae(禾本科)"	"--"	"I7B00230"	"湖北畜牧所"	"--"	"2.10"	"87.0"	"10.29"	"Lolium multifiorum Lam.(多花黑麦草)"	"湖北畜86黑01"	"国外"	"229"	"栽培牧草"	"荷兰"	"Barmultra"	"5.21"	"10.29"	"1987"	"黑Ⅱ-1"	"Lolium(黑麦草属)"	"--"	"84.00"	"多花黑麦草"
"1385"	"6.29"	"Gramineae(禾本科)"	"--"	"I7B00231"	"湖北畜牧所"	"--"	"2.30"	"80.0"	"10.29"	"Lolium perenne L.(多年生黑麦草)"	"湖北畜86黑03"	"国外"	"240"	"栽培牧草"	"荷兰"	"Cltaclei"	"5.21"	"10.29"	"1987"	"黑Ⅱ-2"	"Lolium(黑麦草属)"	"--"	"75.00"	"多年生黑麦草"
"1386"	"12.25"	"Gramineae(禾本科)"	"--"	"I7B00819"	"广西畜牧所"	"--"	"0.07"	"20.0"	"4.25"	"Melinis minutflora Beauv.(糖密草)"	"74-110"	"国外"	"230"	"野生牧草"	"澳大利亚"	"--"	"11.26"	"4.25"	"1987"	"糖1"	"Melinis(糖蜜草属)"	"--"	"127.00"	"糖密草"
"1387"	"9.28"	"Gramineae(禾本科)"	"--"	"I7B00820"	"广西畜牧所"	"--"	"1.20"	"50.0"	"4.25"	"Panicum maximum Jacq.(大黍)"	"广西畜"	"国外"	"144"	"野生牧草"	"普通大黍"	"--"	"3.30"	"4.25"	"1987"	"稷6"	"Panicum(黍属)"	"--"	"227.00"	"大黍"
"1388"	"7.08"	"Gramineae(禾本科)"	"--"	"I7B00821"	"广西畜牧所"	"--"	"0.90"	"50.0"	"4.25"	"Panicum maximum var.trichoglume(绿黍)"	"74-92"	"国外"	"95"	"野生牧草"	"--"	"--"	"6.24"	"4.25"	"1987"	"稷8"	"Panicum(黍属)"	"--"	"166.00"	"绿黍"
"1389"	"9.15"	"Gramineae(禾本科)"	"--"	"I7B00232"	"广西畜牧所"	"--"	"0.60"	"65.0"	"4.25"	"Panicum dilatalum Poir.(棕籽雀稗)"	"广西畜3"	"国外"	"134"	"野生牧草"	"越南"	"--"	"9.09"	"4.25"	"1987"	"雀稗3"	"Panicum(黍属)"	"--"	"164.00"	"宜肌膊 )"
"1390"	"8.18"	"Gramineae(禾本科)"	"--"	"I7B00822"	"广西畜牧所"	"--"	"1.00"	"20.0"	"4.25"	"Panicum dilatalum Poir.(棕籽雀稗)"	"74-100"	"国外"	"106"	"野生牧草"	"--"	"--"	"7.13"	"4.25"	"1988"	"雀稗4"	"Panicum(黍属)"	"--"	"110.00"	"宜肌膊 )"
"1391"	"10.30"	"Gramineae(禾本科)"	"--"	"I7B00823"	"广西畜牧所"	"--"	"1.80"	"60.0"	"4.25"	"Panicum dilatalum Poir.(棕籽雀稗)"	"74-101"	"国外"	"168"	"野生牧草"	"澳大利亚"	"--"	"10.01"	"4.25"	"1988"	"雀稗5"	"Panicum(黍属)"	"--"	"87.00"	"棕籽雀稗"
"1392"	"10.10"	"Gramineae(禾本科)"	"--"	"I7B00824"	"广西畜牧所"	"--"	"0.50"	"20.0"	"--"	"Panicum wettsteinii Hockel(宽叶雀稗)"	"74-102"	"国外"	"153"	"野生牧草"	"--"	"--"	"9.09"	"4.25"	"1988"	"雀稗6"	"Panicum(黍属)"	"--"	"10.60"	"宽叶雀稗"
"1393"	"8.20"	"Gramineae(禾本科)"	"--"	"I7B00233"	"广西畜牧所"	"--"	"4.00"	"80.0"	"--"	"Pennisetum glaucum R. BR.(珍珠粟)"	"86-68"	"国外"	"109"	"野生牧草"	"巴西"	"御谷"	"7.25"	"4.25"	"1987"	"狼Ⅱ-1"	"Pennisetum(狼尾草属)"	"--"	"188.00"	"珍珠粟"
"1394"	"6.25"	"Gramineae(禾本科)"	"--"	"I7B00374"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.02"	"Phalaris(园草芦)"	"1318"	"国外"	"85"	"栽培牧草"	"东德"	"--"	"--"	"--"	"--"	"YIⅡ-2"	"Phalaris( 草属)"	"--"	"125.00"	"园草芦"
"1395"	"7.13"	"Gramineae(禾本科)"	"--"	"I7B00379"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Phalaris(小籽YI草)"	"78-102"	"国外"	"111"	"栽培牧草"	"--"	"--"	"--"	"--"	"1987"	"YIⅡ-11"	"Phalaris( 草属)"	"--"	"98.00"	"小籽YI草"
"1396"	"7.02"	"Gramineae(禾本科)"	"--"	"I7B00378"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Phalaris(奇异YI草)"	"78-24"	"国外"	"100"	"栽培牧草"	"--"	"--"	"--"	"--"	"1987"	"YIⅡ-10"	"Phalaris( 草属)"	"--"	"66.00"	"奇异YI草"
"1397"	"6.16"	"Gramineae(禾本科)"	"--"	"I7B00840"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.02"	"Phalaris aquatica L.(喜湿YI草)"	"84-862"	"国外"	"76"	"栽培牧草"	"澳大利亚"	"Sirosa"	"--"	"--"	"--"	"YIⅡ-5"	"Phalaris( 草属)"	"--"	"116.00"	"喜湿YI草"
"1398"	"6.16"	"Gramineae(禾本科)"	"--"	"I7B00841"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.02"	"Phalaris aquatica L.(喜湿YI草)"	"84-900"	"国外"	"76"	"栽培牧草"	"澳大利亚"	"Seed-aastet"	"--"	"--"	"--"	"YIⅡ-6"	"Phalaris( 草属)"	"--"	"114.00"	"喜湿YI草"
"1399"	"6.21"	"Gramineae(禾本科)"	"--"	"I7B00569"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.15"	"Dactylis glomerata L.(鸭茅)"	"87-371"	"国外"	"98"	"栽培牧草"	"美国"	"Sparta"	"--"	"--"	"1988"	"鸭Ⅱ-18"	"Dactylis(鸭茅属)"	"英国"	"113.00"	"鸭茅"
"1400"	"6.21"	"Gramineae(禾本科)"	"--"	"I7B00570"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.15"	"Dactylis glomerata L.(鸭茅)"	"85-6"	"国外"	"98"	"栽培牧草"	"加拿大"	"--"	"--"	"--"	"1988"	"鸭Ⅱ-19"	"Dactylis(鸭茅属)"	"加拿大"	"100.00"	"鸭茅"
"1401"	"6.09"	"Gramineae(禾本科)"	"--"	"I7B00566"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.16"	"Dactylis glomerata L.(鸭茅)"	"86-47"	"国外"	"97"	"栽培牧草"	"美国"	"Lllocog"	"--"	"--"	"1988"	"鸭Ⅱ-15"	"Dactylis(鸭茅属)"	"美国"	"115.00"	"鸭茅"
"1402"	"7.15"	"Gramineae(禾本科)"	"--"	"I7B01405"	"湖北畜牧所"	"--"	"0.71"	"--"	"--"	"Dactylis glomerata L.(鸭茅)"	"83-107"	"国外"	"262"	"栽培牧草"	"荷兰"	"莫具特"	"6.28"	"9.18"	"1989"	"鸭Ⅱ-20"	"Dactylis(鸭茅属)"	"荷兰"	"99.30"	"鸭茅"
"1403"	"6.09"	"Gramineae(禾本科)"	"--"	"I7B01406"	"湖北畜牧所"	"--"	"--"	"--"	"--"	"Dactylis glomerata L.(鸭茅)"	"80-40"	"国外"	"231"	"栽培牧草"	"美国"	"周纳"	"6.28"	"9.18"	"1989"	"鸭Ⅱ-21"	"Dactylis(鸭茅属)"	"美国"	"98.80"	"鸭茅"
"1404"	"8.01"	"Gramineae(禾本科)"	"--"	"I7B01556"	"湖北畜牧所"	"--"	"0.56"	"--"	"--"	"Dactylis sanguinalis (L.)Scop.(马唐)"	"89-01"	"广西"	"84"	"野生牧草"	"广西畜牧所"	"--"	"7.03"	"4.10"	"1989"	"马Ⅱ-2"	"Dactylis(鸭茅属)"	"广西畜牧所"	"68.70"	"马唐"
"1405"	"9.10"	"Gramineae(禾本科)"	"--"	"I7B00491"	"中国农科院草原所"	"--"	"0.90"	"68.0"	"--"	"Dactylis ciliatis (Retz.)Koel(毛马唐)"	"草IB465"	"山西"	"150"	"野生牧草"	"山西农科院草原所"	"野生种"	"--"	"4.12"	"1988"	"马Ⅱ-1"	"Dactylis(鸭茅属)"	"山西省五台"	"69.00"	"毛马唐"
"1406"	"10.28"	"Gramineae(禾本科)"	"--"	"I7B00496"	"湖北畜牧所"	"--"	"--"	"--"	"--"	"Echinochloa crusgalli var frumentacea W.F.Wight(湖南稷子)"	"81-145"	"国外"	"165"	"栽培牧草"	"澳大利亚"	"--"	"--"	"5.06"	"1988"	"稗1-6"	"Echinochloa(稗属)"	"澳大利亚"	"192.00"	"湖南稷子"
"1407"	"7.06"	"Gramineae(禾本科)"	"--"	"I7B01408"	"湖北畜牧所"	"--"	"3.93"	"--"	"--"	"Echinochloa spp."	"89-01"	"湖北"	"80"	"野生牧草"	"广西畜牧所"	"--"	"6.11"	"4.08"	"1989"	"稗Ⅱ-6"	"Echinochloa(稗属)"	"武昌"	"105.00"	"小米草"
"1408"	"7.10"	"Gramineae(禾本科)"	"6.03"	"I7B00498"	"新疆八一农学院"	"--"	"2.40"	"86.0"	"4.11"	"Elymus breviaristatus (Keng)Keng f.(短芒披碱草)"	"铁131"	"青海"	"91"	"野生牧草"	"青海铁木加"	"--"	"6.10"	"--"	"1988"	"披1-24"	"Elymus(披碱草属)"	"--"	"104.00"	"短芒披碱草"
"1409"	"8.20"	"Gramineae(禾本科)"	"6.30"	"I7B01557"	"中国农科院草原所"	"10月中旬"	"--"	"--"	"4.06"	"Elymus canadensis L.(加拿大披碱草)"	"463"	"国外"	"134"	"野生牧草"	"农科院草原所"	"--"	"7.10"	"--"	"1989"	"披Ⅱ-69"	"Elymus(披碱草属)"	"加拿大"	"83.50"	"加拿大披碱草"
"1410"	"8.24"	"Gramineae(禾本科)"	"7.09"	"I7B01412"	"中国农科院草原所"	"10月中旬"	"--"	"--"	"4.08"	"Elymus cylindricus Franch.(园柱披碱草)"	"469"	"河北"	"138"	"野生牧草"	"农科院草原所"	"--"	"7.17"	"--"	"1989"	"披Ⅱ-30"	"Elymus(披碱草属)"	"河北张家口"	"99.10"	"园柱披碱草"
"1411"	"7.14"	"Gramineae(禾本科)"	"6.06"	"I7B00501"	"中国农科院草原所"	"9月中旬"	"3.70"	"82.0"	"3.28"	"Elymus cylindricus Franch.(园柱披碱草)"	"草IB0235"	"四川"	"108"	"野生牧草"	"四川红原县草原站"	"--"	"6.10"	"--"	"1988"	"披Ⅰ-34"	"Elymus(披碱草属)"	"--"	"78.00"	"园柱披碱草"
"1412"	"7.12"	"Gramineae(禾本科)"	"7.10"	"I7B01420"	"中国农科院草原所"	"10月中旬"	"--"	"--"	"4.08"	"Elymus dahuricus Turcz.(披碱草)"	"475"	"青海"	"94"	"野生牧草"	"青海"	"--"	"7.25"	"--"	"1989"	"披Ⅱ-38"	"Elymus(披碱草属)"	"青海"	"73.00"	"披碱草"
"1413"	"6.20"	"Gramineae(禾本科)"	"--"	"I7B00351"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.16"	"Elymus junceus"	"86-244"	"国外"	"97"	"栽培牧草"	"美国"	"SynF"	"--"	"--"	"1987"	"披Ⅱ-9"	"Elymus(披碱草属)"	"美国"	"130.00"	"俄罗斯野麦草综合种F"
"1414"	"7.10"	"Gramineae(禾本科)"	"--"	"I7B00352"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.16"	"Elymus junceus"	"86-245"	"国外"	"117"	"栽培牧草"	"美国"	"RS-1"	"--"	"--"	"1987"	"披Ⅱ-10"	"Elymus(披碱草属)"	"美国"	"126.00"	"俄罗斯野麦草杂交种"
"1415"	"6.17"	"Gramineae(禾本科)"	"--"	"I7B00838"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.16"	"Elymus junceus"	"81-107"	"国外"	"94"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1987"	"披Ⅱ-7"	"Elymus(披碱草属)"	"--"	"66.00"	"俄罗斯野麦草"
"1416"	"6.25"	"Gramineae(禾本科)"	"--"	"I7B00350"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.16"	"Elymus junceus"	"86-243"	"国外"	"102"	"栽培牧草"	"美国"	"SynA"	"--"	"--"	"1987"	"披Ⅱ-8"	"Elymus(披碱草属)"	"美国"	"122.00"	"俄罗斯野麦草综合种A"
"1417"	"7.05"	"Gramineae(禾本科)"	"--"	"I7B00353"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.16"	"Elymus junceus"	"86-246"	"国外"	"117"	"栽培牧草"	"美国"	"RS-2"	"--"	"--"	"1987"	"披Ⅱ-11"	"Elymus(披碱草属)"	"美国"	"80.00"	"俄罗斯野麦草杂交种"
"1418"	"7.14"	"Gramineae(禾本科)"	"5.30"	"I7B00504"	"中国农科院草原所"	"9月中旬"	"2.80"	"80.0"	"3.28"	"Elymus junceus"	"草IB0270"	"国外"	"108"	"野生牧草"	"中农畜牧所"	"--"	"7.02"	"--"	"1988"	"披Ⅱ-16"	"Elymus(披碱草属)"	"美国"	"59.00"	"俄罗斯野麦草"
"1419"	"6.26"	"Gramineae(禾本科)"	"5.16"	"I7B00505"	"内蒙古农牧学院"	"11月上旬"	"2.90"	"94.0"	"3.23"	"Elymus junceus"	"P1"	"国外"	"95"	"栽培牧草"	"美国"	"Bozoisky"	"5.28"	"--"	"1988"	"披Ⅱ-17"	"Elymus(披碱草属)"	"--"	"--"	"俄罗斯野麦草"
"1420"	"6.26"	"Gramineae(禾本科)"	"5.17"	"I7B00506"	"内蒙古农牧学院"	"11月上旬"	"2.90"	"98.0"	"3.23"	"Elymus junceus"	"P2"	"国外"	"95"	"栽培牧草"	"美国"	"Sweft"	"5.28"	"--"	"1988"	"披Ⅱ-18"	"Elymus(披碱草属)"	"--"	"--"	"俄罗斯野麦草"
"1421"	"6.26"	"Gramineae(禾本科)"	"5.17"	"I7B00507"	"内蒙古农牧学院"	"11月上旬"	"2.70"	"96.0"	"6.23"	"Elymus junceus"	"P3"	"国外"	"95"	"栽培牧草"	"美国"	"Juncea"	"--"	"--"	"1988"	"披Ⅱ-19"	"Elymus(披碱草属)"	"--"	"--"	"俄罗斯野麦草"
"1422"	"6.21"	"Gramineae(禾本科)"	"--"	"I7B00616"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.06"	"Elymus junceus"	"86-388"	"国外"	"73"	"栽培牧草"	"加拿大"	"--"	"--"	"--"	"1988"	"披Ⅱ-27"	"Elymus(披碱草属)"	"加拿大"	"105.00"	"俄罗斯野麦草"
"1423"	"6.07"	"Gramineae(禾本科)"	"--"	"I7B00617"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.08"	"Elymus junceus"	"86-278"	"国外"	"91"	"栽培牧草"	"美国"	"Bozoisky"	"--"	"--"	"1988"	"披Ⅱ-28"	"Elymus(披碱草属)"	"--"	"--"	"俄罗斯野麦草"
"1424"	"7.09"	"Gramineae(禾本科)"	"5.24"	"I7B00508"	"内蒙古农牧学院"	"10月下旬"	"2.50"	"93.0"	"4.02"	"Elymus lanoeolatus"	"234"	"国外"	"98"	"栽培牧草"	"美国"	"--"	"6.01"	"--"	"1988"	"披Ⅱ-20"	"Elymus(披碱草属)"	"--"	"83.00"	"--"
"1425"	"6.29"	"Gramineae(禾本科)"	"--"	"I7B00354"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.30"	"Elymus virginicus L.(野麦草)"	"80-177"	"国外"	"92"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1987"	"披1-69"	"Elymus(披碱草属)"	"捷克"	"71.00"	"弗吉尼亚野麦"
"1426"	"8.29"	"Gramineae(禾本科)"	"6.18"	"I7B00177"	"内蒙古农牧学院"	"11月中旬"	"5.40"	"67.0"	"4.02"	"Elytrigia intermedia (Host)Nevski(中间偃麦草)"	"84-262"	"国外"	"149"	"栽培牧草"	"美国"	"--"	"7.01"	"--"	"1987"	"偃Ⅱ-1"	"Elytrigia(偃麦草属)"	"--"	"118.00"	"中间偃麦草"
"1427"	"8.29"	"Gramineae(禾本科)"	"6.16"	"I7B00178"	"内蒙古农牧学院"	"11月中旬"	"6.70"	"87.0"	"4.04"	"Elytrigia intermedia (Host)Nevski(中间偃麦草)"	"84-263"	"国外"	"147"	"栽培牧草"	"美国"	"--"	"7.01"	"--"	"1987"	"偃Ⅱ-2"	"Elytrigia(偃麦草属)"	"--"	"114.00"	"中间偃麦草"
"1428"	"8.26"	"Gramineae(禾本科)"	"6.11"	"I7B00179"	"内蒙古农牧学院"	"11月中旬"	"8.10"	"96.0"	"4.02"	"Elytrigia intermedia (Host)Nevski(中间偃麦草)"	"84-267"	"国外"	"146"	"栽培牧草"	"美国"	"--"	"6.26"	"--"	"1987"	"偃Ⅱ-3"	"Elytrigia(偃麦草属)"	"--"	"120.00"	"中间偃麦草"
