"id"	"成熟期"	"科名"	"抽穗或孕蕾"	"库编号"	"送种单位"	"枯黄"	"千粒重"	"发芽率"	"返青期"	"学名"	"原编号"	"省"	"生育天数"	"备注"	"材料来源"	"品种名称"	"开花期"	"播种期"	"收种期"	"统一编号"	"属名"	"材料原产地"	"株高"	"中名"
"1283"	"6.17"	"Gramineae(禾本科)"	"--"	"I7B00345"	"中国农科院畜牧所"	"--"	"0.80"	"87.3"	"3.19"	"Festuca ovine var.duriuscula Koch(硬羊茅)"	"86-5"	"国外"	"90"	"--"	"荷兰"	"Tourna-ment"	"--"	"--"	"1989"	"羊Ⅱ-47"	"Festuca(羊茅属)"	"荷兰"	"80.00"	"硬羊茅"
"1284"	"9.00"	"Gramineae(禾本科)"	"--"	"I7B01475"	"农科院兰州畜牧所"	"--"	"0.80"	"30.7"	"--"	"Festuca ovine var.duriuscula Koch(硬羊茅)"	"兰012"	"国外"	"92"	"栽培牧草"	"美国"	"Scaldis"	"--"	"5.00"	"1989"	"羊Ⅱ-72"	"Festuca(羊茅属)"	"美国"	"44.00"	"硬羊茅"
"1285"	"9.00"	"Gramineae(禾本科)"	"--"	"I7B01476"	"农科院兰州畜牧所"	"--"	"1.20"	"90.0"	"--"	"Festuca ovine var.duriuscula Koch(硬羊茅)"	"兰020"	"国外"	"98"	"栽培牧草"	"美国"	"--"	"--"	"5.00"	"1989"	"羊Ⅱ-73"	"Festuca(羊茅属)"	"美国"	"55.00"	"硬羊茅"
"1286"	"9.00"	"Gramineae(禾本科)"	"--"	"I7B01477"	"农科院兰州畜牧所"	"--"	"0.47"	"90.0"	"--"	"Festuca ovine var.duriuscula Koch(硬羊茅)"	"兰018"	"国外"	"105"	"栽培牧草"	"美国"	"--"	"--"	"5.00"	"1989"	"羊Ⅱ-74"	"Festuca(羊茅属)"	"美国"	"53.00"	"硬羊茅"
"1287"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B01479"	"新疆八一农学院"	"--"	"1.70"	"45.0"	"4.01"	"Festuca ovine var.duriuscula Koch(硬羊茅)"	"87-60"	"国外"	"82"	"野生牧草"	"新疆"	"--"	"5.08"	"--"	"1989"	"羊Ⅱ-76"	"Festuca(羊茅属)"	"--"	"55.00"	"硬羊茅"
"1288"	"6.09"	"Gramineae(禾本科)"	"--"	"I7B00818"	"湖北畜牧所"	"--"	"--"	"--"	"--"	"Festuca pratensis Huds.(草地羊茅)"	"86-344"	"国外"	"228"	"栽培牧草"	"荷兰"	"Rossa"	"--"	"9.18"	"1987"	"羊Ⅱ-7"	"Festuca(羊茅属)"	"--"	"104.00"	"草地羊茅"
"1289"	"6.25"	"Gramineae(禾本科)"	"--"	"I7B00573"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.13"	"Festuca pratensis Huds.(草地羊茅)"	"86-344"	"国外"	"99"	"栽培牧草"	"瑞典"	"朱梅"	"--"	"--"	"1988"	"羊Ⅱ-56"	"Festuca(羊茅属)"	"瑞典"	"85.00"	"草地羊茅"
"1290"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00837"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.25"	"Festuca rubra L.(紫羊茅)"	"86-8"	"国外"	"91"	"栽培牧草"	"荷兰"	"Menuet"	"--"	"--"	"1987"	"羊Ⅱ-50"	"Festuca(羊茅属)"	"荷兰"	"75.00"	"紫羊茅"
"1291"	"6.20"	"Gramineae(禾本科)"	"--"	"I7B00348"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.25"	"Festuca rubra L.(紫羊茅)"	"86-10"	"国外"	"83"	"栽培牧草"	"荷兰"	"Barnica"	"--"	"--"	"1987"	"羊Ⅱ-51"	"Festuca(羊茅属)"	"荷兰"	"57.00"	"紫羊茅"
"1292"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00349"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.18"	"Festuca rubra L.(紫羊茅)"	"86-12"	"国外"	"102"	"栽培牧草"	"荷兰"	"Novorubra"	"--"	"--"	"1987"	"羊Ⅱ-52"	"Festuca(羊茅属)"	"荷兰"	"71.00"	"紫羊茅"
"1293"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00347"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.25"	"Festuca rubra L.(紫羊茅)"	"86-7"	"国外"	"91"	"栽培牧草"	"荷兰"	"Frida"	"--"	"--"	"1987"	"羊Ⅱ-49"	"Festuca(羊茅属)"	"荷兰"	"76.00"	"紫羊茅"
"1294"	"6.17"	"Gramineae(禾本科)"	"--"	"I7B00346"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.25"	"Festuca rubra L.(紫羊茅)"	"86-89"	"国外"	"80"	"栽培牧草"	"荷兰"	"Luster"	"--"	"--"	"1987"	"羊Ⅱ-48"	"Festuca(羊茅属)"	"--"	"78.00"	"紫羊茅"
"1295"	"9.00"	"Gramineae(禾本科)"	"--"	"I7B01478"	"农科院兰州畜牧所"	"--"	"1.40"	"90.3"	"--"	"Festuca rubra L.(紫羊茅)"	"1598"	"国外"	"136"	"栽培牧草"	"美国"	"--"	"--"	"5.00"	"1989"	"羊Ⅱ-75"	"Festuca(羊茅属)"	"美国"	"100.00"	"狐茅"
"1296"	"7.20"	"Gramineae(禾本科)"	"--"	"I7B00226"	"内蒙古农牧学院"	"--"	"1.70"	"70.0"	"4.04"	"Hordeum jubatum(狐尾大麦草)"	"318"	"国外"	"107"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1987"	"大Ⅱ-1"	"Hordeum(大麦属)"	"--"	"55.00"	"狐尾大麦草"
"1297"	"7.10"	"Gramineae(禾本科)"	"--"	"I7B01483"	"新疆八一农学院"	"--"	"--"	"78.0"	"--"	"Hordeum vulgare L.(大麦)"	"00299"	"国外"	"76"	"栽培牧草"	"农科院草原所"	"--"	"--"	"4.25"	"1989"	"大Ⅱ-10"	"Hordeum(大麦属)"	"美国"	"83.60"	"大麦"
"1298"	"7.10"	"Gramineae(禾本科)"	"--"	"I7B01485"	"新疆八一农学院"	"--"	"--"	"100.0"	"--"	"Hordeum vulgare L.(大麦)"	"00310"	"国外"	"76"	"栽培牧草"	"农科院"	"--"	"--"	"4.25"	"1989"	"大Ⅱ-12"	"Hordeum(大麦属)"	"加拿大"	"75.90"	"大麦"
"1299"	"7.20"	"Gramineae(禾本科)"	"--"	"I7B01487"	"新疆八一农学院"	"--"	"--"	"95.3"	"--"	"Hordeum vulgare L.(大麦)"	"00314"	"国外"	"81"	"栽培牧草"	"八一农学院"	"--"	"--"	"4.30"	"1989"	"大Ⅱ-14"	"Hordeum(大麦属)"	"日本"	"90.00"	"大麦"
"1300"	"7.10"	"Gramineae(禾本科)"	"--"	"I7B01484"	"新疆八一农学院"	"--"	"--"	"98.6"	"--"	"Hordeum vulgare L.(大麦)"	"00301"	"国外"	"76"	"栽培牧草"	"农科院"	"--"	"--"	"4.25"	"1989"	"大Ⅱ-11"	"Hordeum(大麦属)"	"加拿大"	"91.30"	"大麦"
"1301"	"7.10"	"Gramineae(禾本科)"	"--"	"I7B01486"	"新疆八一农学院"	"--"	"--"	"90.0"	"--"	"Hordeum vulgare L.(大麦)"	"00308"	"国外"	"76"	"栽培牧草"	"农科院"	"--"	"--"	"4.25"	"1989"	"大Ⅱ-13"	"Hordeum(大麦属)"	"美国"	"67.10"	"大麦"
"1302"	"6.09"	"Gramineae(禾本科)"	"--"	"I7B00596"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.15"	"Lolium hybridum L."	"86-370"	"国外"	"96"	"栽培牧草"	"英国"	"SABRINA"	"--"	"--"	"1988"	"黑Ⅱ-43"	"Lolium(黑麦草属)"	"英国"	"89.00"	"杂种黑麦草"
"1303"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B01491"	"湖北畜牧所"	"--"	"1.76"	"--"	"10.08"	"Lolium hybridum L."	"76-16"	"国外"	"123"	"栽培牧草"	"新西兰"	"马纳瓦"	"5.28"	"--"	"1989"	"黑35"	"Lolium(黑麦草属)"	"新西兰"	"98.00"	"杂种黑麦草"
"1304"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B01492"	"湖北畜牧所"	"--"	"2.24"	"--"	"10.08"	"Lolium hybridum L."	"80-59"	"国外"	"237"	"栽培牧草"	"美国"	"--"	"5.29"	"--"	"1989"	"黑1-157"	"Lolium(黑麦草属)"	"美国"	"101.00"	"杂种黑麦草"
"1305"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B01493"	"湖北畜牧所"	"--"	"1.82"	"--"	"10.08"	"Lolium hybridum L."	"80-58"	"国外"	"237"	"栽培牧草"	"美国"	"--"	"5.29"	"--"	"1989"	"黑1-156"	"Lolium(黑麦草属)"	"美国"	"104.00"	"杂种黑麦草"
"1306"	"7.01"	"Gramineae(禾本科)"	"--"	"I7B00598"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.22"	"Lolium multifiorum Lam.(多花黑麦草)"	"87-39"	"国外"	"101"	"栽培牧草"	"澳大利亚"	"Ryelorn"	"--"	"--"	"1988"	"黑Ⅱ-45"	"Lolium(黑麦草属)"	"--"	"105.00"	"山地黑麦草"
"1307"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00357"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.19"	"Lolium multifiorum Lam.(多花黑麦草)"	"84-811"	"国外"	"70"	"栽培牧草"	"澳大利亚"	"Tetila"	"--"	"--"	"1987"	"黑Ⅱ-3"	"Lolium(黑麦草属)"	"--"	"113.00"	"多花黑麦草"
"1308"	"6.20"	"Gramineae(禾本科)"	"--"	"I7B00361"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Lolium multifiorum Lam.(多花黑麦草)"	"84-715"	"国外"	"94"	"栽培牧草"	"日本"	"Be"	"--"	"--"	"1987"	"黑Ⅱ-7"	"Lolium(黑麦草属)"	"--"	"117.00"	"多花黑麦草"
"1309"	"6.25"	"Gramineae(禾本科)"	"--"	"I7B00355"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Lolium multifiorum Lam.(多花黑麦草)"	"81-10"	"国外"	"94"	"栽培牧草"	"日本"	"040003作物名1135.01"	"--"	"--"	"1987"	"黑1-81"	"Lolium(黑麦草属)"	"--"	"117.00"	"多花黑麦草"
"1310"	"6.25"	"Gramineae(禾本科)"	"--"	"I7B00356"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Lolium multifiorum Lam.(多花黑麦草)"	"81-13"	"国外"	"94"	"栽培牧草"	"日本"	"巨大B"	"--"	"--"	"1987"	"黑1-80"	"Lolium(黑麦草属)"	"--"	"121.00"	"多花黑麦草"
"1311"	"6.24"	"Gramineae(禾本科)"	"--"	"I7B00360"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.24"	"Lolium multifiorum Lam.(多花黑麦草)"	"83-105"	"国外"	"94"	"栽培牧草"	"荷兰"	"multimo"	"--"	"--"	"1987"	"黑Ⅱ-6"	"Lolium(黑麦草属)"	"--"	"108.00"	"多花黑麦草"
"1312"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B00575"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium multifiorum Lam.(多花黑麦草)"	"86-347"	"国外"	"94"	"栽培牧草"	"瑞典"	"Imprial"	"--"	"--"	"1988"	"黑Ⅱ-22"	"Lolium(黑麦草属)"	"瑞黄"	"93.00"	"多花黑麦草"
"1313"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B00576"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.26"	"Lolium multifiorum Lam.(多花黑麦草)"	"87-38"	"国外"	"83"	"栽培牧草"	"澳大利亚"	"Concord"	"--"	"--"	"1988"	"黑Ⅱ-23"	"Lolium(黑麦草属)"	"--"	"112.00"	"多花黑麦草"
"1314"	"6.15"	"Gramineae(禾本科)"	"--"	"I7B00577"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium multifiorum Lam.(多花黑麦草)"	"86-366"	"国外"	"87"	"栽培牧草"	"英国"	"WHISDER"	"--"	"--"	"1988"	"黑Ⅱ-24"	"Lolium(黑麦草属)"	"英国"	"98.00"	"多花黑麦草"
"1315"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B00578"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium multifiorum Lam.(多花黑麦草)"	"87-10"	"国外"	"94"	"栽培牧草"	"丹麦"	"Roberta(4n)"	"--"	"--"	"1988"	"黑Ⅱ-25"	"Lolium(黑麦草属)"	"丹麦"	"86.00"	"多花黑麦草"
"1316"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B00579"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium multifiorum Lam.(多花黑麦草)"	"86-367"	"国外"	"94"	"栽培牧草"	"英国"	"TITANIA"	"--"	"--"	"1988"	"黑Ⅱ-26"	"Lolium(黑麦草属)"	"英国"	"108.00"	"多花黑麦草"
"1317"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B00580"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium multifiorum Lam.(多花黑麦草)"	"87-111"	"国外"	"94"	"栽培牧草"	"丹麦"	"Kitti(2n)"	"--"	"--"	"1988"	"黑Ⅱ-27"	"Lolium(黑麦草属)"	"丹麦"	"93.00"	"多花黑麦草"
"1318"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B00581"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium multifiorum Lam.(多花黑麦草)"	"79-201"	"国外"	"94"	"栽培牧草"	"英国"	"--"	"--"	"--"	"1988"	"黑Ⅱ-28"	"Lolium(黑麦草属)"	"英国"	"92.00"	"多花黑麦草"
"1319"	"6.22"	"Gramineae(禾本科)"	"--"	"I7B00582"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.26"	"Lolium multifiorum Lam.(多花黑麦草)"	"86-393"	"国外"	"88"	"栽培牧草"	"新西兰"	"--"	"--"	"--"	"1988"	"黑Ⅱ-29"	"Lolium(黑麦草属)"	"新西兰"	"116.00"	"多花黑麦草"
"1320"	"6.19"	"Gramineae(禾本科)"	"--"	"I7B01494"	"湖北畜牧所"	"--"	"1.78"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"79-10"	"国外"	"228"	"栽培牧草"	"丹麦"	"--"	"5.29"	"--"	"1989"	"黑1-46"	"Lolium(黑麦草属)"	"丹麦"	"107.00"	"多花黑麦草"
"1321"	"6.19"	"Gramineae(禾本科)"	"--"	"I7B01495"	"湖北畜牧所"	"--"	"1.92"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"81-71"	"国外"	"228"	"栽培牧草"	"丹麦"	"--"	"5.29"	"--"	"1989"	"黑1-50"	"Lolium(黑麦草属)"	"丹麦"	"95.00"	"多花黑麦草"
"1322"	"6.19"	"Gramineae(禾本科)"	"--"	"I7B01495"	"湖北畜牧所"	"--"	"1.92"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"81-71"	"国外"	"228"	"栽培牧草"	"丹麦"	"--"	"5.29"	"--"	"1989"	"黑1-50"	"Lolium(黑麦草属)"	"丹麦"	"95.00"	"多花黑麦草"
"1323"	"6.19"	"Gramineae(禾本科)"	"--"	"I7B01495"	"湖北畜牧所"	"--"	"1.92"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"81-71"	"国外"	"228"	"栽培牧草"	"丹麦"	"--"	"5.29"	"--"	"1989"	"黑1-50"	"Lolium(黑麦草属)"	"丹麦"	"95.00"	"多花黑麦草"
"1324"	"6.29"	"Gramineae(禾本科)"	"--"	"I7B01502"	"湖北畜牧所"	"--"	"3.12"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"75-19"	"国外"	"245"	"栽培牧草"	"新西兰"	"--"	"5.16"	"--"	"1989"	"黑1-37"	"Lolium(黑麦草属)"	"--"	"106.00"	"多花黑麦草"
"1325"	"6.19"	"Gramineae(禾本科)"	"--"	"I7B01503"	"湖北畜牧所"	"--"	"2.91"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"79-110"	"国外"	"228"	"栽培牧草"	"荷兰"	"--"	"5.28"	"--"	"1989"	"黑1-52"	"Lolium(黑麦草属)"	"荷兰"	"101.00"	"多花黑麦草"
"1326"	"6.19"	"Gramineae(禾本科)"	"--"	"I7B01497"	"湖北畜牧所"	"--"	"1.86"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"75-18"	"国外"	"228"	"栽培牧草"	"新西兰"	"--"	"5.16"	"--"	"1989"	"黑1-36"	"Lolium(黑麦草属)"	"--"	"104.00"	"多花黑麦草"
"1327"	"6.19"	"Gramineae(禾本科)"	"--"	"I7B00228"	"湖北畜牧所"	"--"	"3.10"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"80-57"	"国外"	"228"	"栽培牧草"	"美国"	"--"	"5.27"	"--"	"1987"	"黑Ⅰ-86"	"Lolium(黑麦草属)"	"美国"	"105.00"	"多花黑麦草"
"1328"	"6.24"	"Gramineae(禾本科)"	"--"	"I7B01501"	"湖北畜牧所"	"--"	"3.38"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"79-202"	"国外"	"233"	"栽培牧草"	"英国"	"--"	"5.29"	"--"	"1989"	"黑1-93"	"Lolium(黑麦草属)"	"英国"	"100.00"	"多花黑麦草"
"1329"	"6.14"	"Gramineae(禾本科)"	"--"	"I7B01496"	"湖北畜牧所"	"--"	"3.79"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"80-55"	"国外"	"232"	"栽培牧草"	"美国"	"--"	"5.29"	"--"	"1989"	"黑1-84"	"Lolium(黑麦草属)"	"美国"	"110.00"	"多花黑麦草"
"1330"	"6.19"	"Gramineae(禾本科)"	"--"	"I7B01498"	"湖北畜牧所"	"--"	"1.70"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"79-201"	"国外"	"228"	"栽培牧草"	"英国"	"--"	"6.02"	"--"	"1989"	"黑1-92"	"Lolium(黑麦草属)"	"日本"	"105.00"	"多花黑麦草"
"1331"	"6.13"	"Gramineae(禾本科)"	"--"	"I7B01500"	"湖北畜牧所"	"--"	"1.82"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"79-11"	"国外"	"228"	"栽培牧草"	"丹麦"	"--"	"5.28"	"--"	"1989"	"黑1-47"	"Lolium(黑麦草属)"	"丹麦"	"96.00"	"多花黑麦草"
"1332"	"7.28"	"Gramineae(禾本科)"	"--"	"I7B01505"	"农科院兰州畜牧所"	"--"	"2.20"	"76.9"	"3.10"	"Lolium multifiorum Lam.(多花黑麦草)"	"729"	"国外"	"94"	"栽培牧草"	"华北农科院"	"--"	"--"	"--"	"1989"	"黑Ⅱ-47"	"Lolium(黑麦草属)"	"荷兰"	"76.30"	"多花黑麦草"
"1333"	"8.00"	"Gramineae(禾本科)"	"--"	"I7B01506"	"农科院兰州畜牧所"	"--"	"2.10"	"92.3"	"5.00"	"Lolium multifiorum Lam.(多花黑麦草)"	"332"	"国外"	"98"	"栽培牧草"	"--"	"--"	"--"	"--"	"1989"	"黑Ⅱ-48"	"Lolium(黑麦草属)"	"日本"	"39.00"	"多花黑麦草"
"1334"	"7.30"	"Gramineae(禾本科)"	"--"	"I7B01507"	"农科院兰州畜牧所"	"--"	"2.00"	"75.0"	"3.16"	"Lolium multifiorum Lam.(多花黑麦草)"	"562"	"国外"	"93"	"栽培牧草"	"中山植物所"	"--"	"--"	"--"	"1989"	"黑Ⅱ-49"	"Lolium(黑麦草属)"	"--"	"81.60"	"多花黑麦草"
"1335"	"7.30"	"Gramineae(禾本科)"	"--"	"I7B01508"	"农科院兰州畜牧所"	"--"	"2.80"	"92.0"	"3.13"	"Lolium multifiorum Lam.(多花黑麦草)"	"564"	"国外"	"99"	"栽培牧草"	"中山植物所"	"--"	"--"	"--"	"1989"	"黑Ⅱ-50"	"Lolium(黑麦草属)"	"--"	"69.20"	"多花黑麦草"
"1336"	"7.30"	"Gramineae(禾本科)"	"--"	"I7B01509"	"农科院兰州畜牧所"	"--"	"2.20"	"87.0"	"3.16"	"Lolium multifiorum Lam.(多花黑麦草)"	"467"	"国外"	"114"	"栽培牧草"	"--"	"--"	"--"	"--"	"1989"	"黑Ⅱ-51"	"Lolium(黑麦草属)"	"新西兰"	"79.40"	"多花黑麦草"
"1337"	"6.19"	"Gramineae(禾本科)"	"--"	"I7B01519"	"湖北畜牧所"	"--"	"1.57"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"79-68"	"国外"	"228"	"栽培牧草"	"吉林畜牧所"	"--"	"5.29"	"--"	"1989"	"黑Ⅱ-61"	"Lolium(黑麦草属)"	"南斯拉夫"	"98.00"	"多花黑麦草"
"1338"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B01520"	"湖北畜牧所"	"--"	"1.94"	"--"	"10.08"	"Lolium multifiorum Lam.(多花黑麦草)"	"79-113"	"国外"	"114"	"栽培牧草"	"荷兰"	"--"	"--"	"--"	"1989"	"黑1-110"	"Lolium(黑麦草属)"	"--"	"103.00"	"--"
"1339"	"7.28"	"Gramineae(禾本科)"	"--"	"I7B00227"	"湖北畜牧所"	"--"	"1.90"	"79.2"	"3.10"	"Lolium multifiorum Lam.(多花黑麦草)"	"400"	"上海"	"110"	"栽培牧草"	"华东所"	"--"	"--"	"--"	"1987"	"黑Ⅰ-53"	"Lolium(黑麦草属)"	"--"	"68.40"	"多花黑麦草"
"1340"	"7.28"	"Gramineae(禾本科)"	"--"	"I7B01514"	"农科院兰州畜牧所"	"--"	"2.10"	"77.0"	"3.10"	"Lolium multifiorum Lam.(多花黑麦草)"	"396"	"中国"	"114"	"栽培牧草"	"华东所"	"--"	"--"	"--"	"1989"	"黑Ⅱ-56"	"Lolium(黑麦草属)"	"--"	"87.60"	"多花黑麦草"
"1341"	"7.00"	"Gramineae(禾本科)"	"--"	"I7B01516"	"农科院兰州畜牧所"	"--"	"2.20"	"86.7"	"3.16"	"Lolium multifiorum Lam.(多花黑麦草)"	"0001"	"国外"	"113"	"栽培牧草"	"云南"	"--"	"--"	"--"	"1989"	"黑Ⅱ-58"	"Lolium(黑麦草属)"	"--"	"75.00"	"多花黑麦草"
"1342"	"7.30"	"Gramineae(禾本科)"	"--"	"I7B01517"	"农科院兰州畜牧所"	"--"	"2.40"	"95.7"	"3.20"	"Lolium multifiorum Lam.(多花黑麦草)"	"056"	"国外"	"133"	"栽培牧草"	"美国"	"--"	"--"	"--"	"1989"	"黑Ⅱ-59"	"Lolium(黑麦草属)"	"美国"	"50.90"	"多花黑麦草"
"1343"	"7.28"	"Gramineae(禾本科)"	"--"	"I7B01515"	"农科院兰州畜牧所"	"--"	"1.90"	"90.7"	"5.10"	"Lolium multifiorum Lam.(多花黑麦草)"	"0017"	"云南"	"112"	"栽培牧草"	"云南"	"--"	"--"	"--"	"1989"	"黑Ⅱ-57"	"Lolium(黑麦草属)"	"--"	"76.10"	"多花黑麦草"
"1344"	"7.28"	"Gramineae(禾本科)"	"--"	"I7B01512"	"--"	"--"	"2.20"	"83.7"	"3.10"	"Lolium multifiorum Lam.(多花黑麦草)"	"47"	"浙江"	"94"	"栽培牧草"	"浙江农大"	"--"	"--"	"--"	"1989"	"黑Ⅱ-54"	"Lolium(黑麦草属)"	"--"	"75.20"	"多花黑麦草"
"1345"	"7.10"	"Gramineae(禾本科)"	"--"	"I7B01525"	"湖北畜牧所"	"--"	"1.76"	"--"	"10.08"	"Lolium perenne L.(多年生黑麦草)"	"80-52"	"国外"	"126"	"栽培牧草"	"美国"	"--"	"6.03"	"--"	"1989"	"黑1-116"	"Lolium(黑麦草属)"	"美国"	"72.00"	"多年生黑麦草"
"1346"	"7.24"	"Gramineae(禾本科)"	"--"	"I7B00359"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.19"	"Lolium perenne L.(多年生黑麦草)"	"86-4"	"国外"	"96"	"栽培牧草"	"荷兰"	"Oration"	"--"	"--"	"1987"	"黑Ⅱ-5"	"Lolium(黑麦草属)"	"荷兰"	"68.00"	"多年生黑麦草"
"1347"	"7.24"	"Gramineae(禾本科)"	"--"	"I7B00358"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.19"	"Lolium perenne L.(多年生黑麦草)"	"86-2"	"国外"	"96"	"栽培牧草"	"荷兰"	"Score"	"--"	"--"	"1987"	"黑Ⅱ-4"	"Lolium(黑麦草属)"	"荷兰"	"62.00"	"多年生黑麦草"
"1348"	"6.24"	"Gramineae(禾本科)"	"--"	"I7B00362"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"83-5"	"国外"	"98"	"栽培牧草"	"日本"	"弗连多"	"--"	"--"	"1987"	"黑Ⅱ-9"	"Lolium(黑麦草属)"	"--"	"90.00"	"多年生黑麦草"
"1349"	"6.30"	"Gramineae(禾本科)"	"--"	"I7B00363"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"83-20"	"国外"	"104"	"栽培牧草"	"爱尔兰"	"Tingal"	"--"	"--"	"1987"	"黑Ⅱ-10"	"Lolium(黑麦草属)"	"--"	"138.00"	"多年生黑麦草"
"1350"	"6.23"	"Gramineae(禾本科)"	"--"	"I7B00364"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.22"	"Lolium perenne L.(多年生黑麦草)"	"83-21"	"国外"	"99"	"栽培牧草"	"爱尔兰"	"green"	"--"	"--"	"1987"	"黑Ⅱ-11"	"Lolium(黑麦草属)"	"--"	"90.00"	"多年生黑麦草"
"1351"	"7.28"	"Gramineae(禾本科)"	"--"	"I7B01647"	"农科院兰州畜牧所"	"--"	"2.20"	"82.7"	"3.10"	"Lolium perenne L.(多年生黑麦草)"	"0019"	"国外"	"93"	"栽培牧草"	"云南"	"--"	"--"	"--"	"1989"	"黑Ⅱ-62"	"Lolium(黑麦草属)"	"--"	"78.00"	"多年生黑麦草"
"1352"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00365"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.22"	"Lolium perenne L.(多年生黑麦草)"	"83-98"	"国外"	"99"	"栽培牧草"	"荷兰"	"Cltadal"	"--"	"--"	"1987"	"黑Ⅱ-12"	"Lolium(黑麦草属)"	"--"	"84.00"	"多年生黑麦草"
"1353"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00366"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.22"	"Lolium perenne L.(多年生黑麦草)"	"83-100"	"国外"	"99"	"栽培牧草"	"荷兰"	"pablo"	"--"	"--"	"1987"	"黑Ⅱ-13"	"Lolium(黑麦草属)"	"--"	"32.00"	"多年生黑麦草"
"1354"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00367"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.22"	"Lolium perenne L.(多年生黑麦草)"	"83-101"	"国外"	"99"	"栽培牧草"	"荷兰"	"pelo"	"--"	"--"	"1987"	"黑Ⅱ-14"	"Lolium(黑麦草属)"	"--"	"78.00"	"多年生黑麦草"
"1355"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B00368"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.22"	"Lolium perenne L.(多年生黑麦草)"	"83-102"	"国外"	"99"	"栽培牧草"	"荷兰"	"Elka"	"--"	"--"	"1987"	"黑Ⅱ-15"	"Lolium(黑麦草属)"	"--"	"64.00"	"多年生黑麦草"
