"id"	"科名"	"品种名称"	"株精麻重"	"炭疽病"	"根结线虫病"	"中茎色"	"纤维亩产"	"株鲜茎重"	"保存单位"	"省"	"开花期"	"播种期"	"收种期"	"统一编号"	"出苗期"	"学名"	"花萼色"	"种千粒重"	"原麻亩产"	"花冠色"	"拉力"	"茎粗"	"现蕾期"	"属名"	"株原麻重"	"库编号"	"株干皮重"	"苗茎色"	"原产地"	"叶色"	"支数"	"花喉色"	"鲜皮厚"	"全生育天数"	"后茎色"	"干皮精麻率"	"株鲜皮重"	"备注"	"纤维收获期"	"叶柄色"	"译名"	"生长天数"	"种子来源"	"精麻亩产"	"花冠大小"	"株高"	"鲜茎干皮率"	"叶型"
"209"	"Malvaceae(棉葵科)"	"PA277"	"15.0"	"弱"	"弱"	"淡红"	"102"	"370.0"	"麻类所"	"国外"	"93.8.10"	"92.5.2"	"93.9.22"	"00000473"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"31.0"	"200.0"	"黄"	"33.0"	"1.29"	"93.7.20"	"Hibiscus(木槿属)"	"--"	"I3F00395"	"30.0"	"淡红"	"PAK"	"绿"	"183.0"	"红"	"0.97"	"139"	"微红"	"--"	"160.0"	"--"	"93.8.10"	"微红"	"PA277"	"96"	"--"	"--"	"中"	"232"	"--"	"裂"
"210"	"Malvaceae(棉葵科)"	"PA278"	"17.0"	"弱"	"弱"	"淡红"	"105"	"480.0"	"麻类所"	"国外"	"93.8.26"	"92.5.2"	"93.9.30"	"00000474"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"31.0"	"210.0"	"黄"	"--"	"1.26"	"93.7.20"	"Hibiscus(木槿属)"	"--"	"--"	"35.0"	"淡红"	"PAK"	"绿"	"--"	"紫"	"0.99"	"147"	"淡红"	"--"	"180.0"	"--"	"93.9.4"	"微红"	"PA278"	"121"	"--"	"--"	"中"	"239"	"--"	"裂"
"211"	"Malvaceae(棉葵科)"	"PA280"	"12.0"	"弱"	"弱"	"淡红"	"100"	"410.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000475"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"182.0"	"黄"	"34.0"	"1.29"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"23.0"	"红"	"PAK"	"深绿"	"185.0"	"紫"	"0.89"	"98"	"淡红"	"--"	"90.0"	"--"	"93.9.4"	"淡红"	"PA280"	"121"	"--"	"--"	"小"	"253"	"--"	"裂"
"212"	"Malvaceae(棉葵科)"	"PA282"	"9.0"	"弱"	"弱"	"淡红"	"65"	"350.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000476"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"31.0"	"140.0"	"黄"	"31.0"	"1.18"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"18.0"	"淡红"	"PAK"	"绿"	"192.0"	"红"	"0.96"	"98"	"淡红"	"--"	"80.0"	"--"	"93.9.4"	"微红"	"PA282"	"121"	"--"	"--"	"小"	"239"	"--"	"裂"
"213"	"Malvaceae(棉葵科)"	"PA283"	"14.0"	"弱"	"弱"	"淡红"	"101"	"350.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000477"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"31.0"	"200.0"	"黄"	"35.0"	"1.22"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"28.0"	"淡红"	"PAK"	"绿"	"194.0"	"红"	"1.05"	"98"	"淡红"	"--"	"125.0"	"--"	"93.9.4"	"微红"	"PA283"	"121"	"--"	"--"	"小"	"231"	"--"	"裂"
"214"	"Malvaceae(棉葵科)"	"PA284"	"16.0"	"弱"	"弱"	"淡红"	"108"	"460.0"	"麻类所"	"国外"	"93.8.26"	"92.5.2"	"93.9.30"	"00000478"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"31.0"	"220.0"	"黄"	"36.0"	"1.32"	"93.7.18"	"Hibiscus(木槿属)"	"--"	"--"	"30.0"	"淡红"	"PAK"	"绿"	"190.0"	"红"	"1.07"	"147"	"微红"	"--"	"160.0"	"--"	"93.9.4"	"微红"	"PA284"	"121"	"--"	"--"	"小"	"270"	"--"	"裂"
"215"	"Malvaceae(棉葵科)"	"PA285"	"11.0"	"弱"	"弱"	"淡红"	"72"	"300.0"	"麻类所"	"国外"	"93.8.20"	"92.5.2"	"93.9.30"	"00000479"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"150.0"	"黄"	"35.0"	"1.11"	"93.7.5"	"Hibiscus(木槿属)"	"--"	"--"	"22.0"	"淡红"	"PAK"	"绿"	"190.0"	"红"	"0.86"	"147"	"微红"	"--"	"100.0"	"--"	"93.9.4"	"微红"	"PA285"	"121"	"--"	"--"	"小"	"232"	"--"	"裂"
"216"	"Malvaceae(棉葵科)"	"PA286"	"12.0"	"弱"	"弱"	"淡红"	"78"	"320.0"	"麻类所"	"国外"	"93.8.20"	"92.5.2"	"93.9.30"	"00000480"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"160.0"	"黄"	"32.0"	"1.26"	"93.7.5"	"Hibiscus(木槿属)"	"--"	"--"	"23.0"	"淡红"	"PAK"	"绿"	"189.0"	"红"	"1.00"	"147"	"淡红"	"--"	"110.0"	"--"	"93.9.4"	"微红"	"PA286"	"121"	"--"	"--"	"小"	"234"	"--"	"裂"
"217"	"Malvaceae(棉葵科)"	"PA287"	"12.0"	"弱"	"中"	"淡红"	"78"	"400.0"	"麻类所"	"国外"	"93.7.20"	"92.5.2"	"93.8.20"	"00000481"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"165.0"	"黄"	"35.0"	"1.21"	"93.7.1"	"Hibiscus(木槿属)"	"--"	"--"	"25.0"	"淡红"	"PAK"	"绿"	"198.0"	"红"	"0.84"	"106"	"淡红"	"--"	"120.0"	"--"	"93.8.2"	"微红"	"PA287"	"88"	"--"	"--"	"小"	"242"	"--"	"裂"
"218"	"Malvaceae(棉葵科)"	"PA288"	"13.0"	"弱"	"弱"	"淡红"	"88"	"470.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000482"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"180.0"	"黄"	"35.0"	"1.21"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"26.0"	"淡红"	"PAK"	"绿"	"196.0"	"红"	"0.89"	"98"	"淡红"	"--"	"120.0"	"--"	"93.8.2"	"微红"	"PA288"	"88"	"--"	"--"	"小"	"250"	"--"	"裂"
"219"	"Malvaceae(棉葵科)"	"PA289"	"12.0"	"弱"	"弱"	"淡红"	"76"	"350.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000483"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"160.0"	"黄"	"36.0"	"1.24"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"25.0"	"淡红"	"PAK"	"绿"	"200.0"	"红"	"0.81"	"98"	"淡红"	"--"	"100.0"	"--"	"93.8.2"	"淡红"	"PA289"	"88"	"--"	"--"	"小"	"232"	"--"	"裂"
"220"	"Malvaceae(棉葵科)"	"PA290"	"10.0"	"弱"	"弱"	"淡红"	"72"	"300.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000484"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"150.0"	"黄"	"32.0"	"1.23"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"20.0"	"淡红"	"PAK"	"绿"	"185.0"	"红"	"0.78"	"98"	"淡红"	"--"	"100.0"	"--"	"93.8.2"	"微红"	"PA290"	"88"	"--"	"--"	"小"	"224"	"--"	"裂"
"221"	"Malvaceae(棉葵科)"	"PA293"	"12.0"	"弱"	"中"	"淡红"	"86"	"420.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000485"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"160.0"	"黄"	"34.0"	"1.30"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"I3F00396"	"23.0"	"红"	"PAK"	"深绿"	"188.0"	"紫"	"1.03"	"98"	"淡红"	"--"	"115.0"	"--"	"93.8.2"	"淡红"	"PA293"	"88"	"--"	"--"	"小"	"249"	"--"	"裂"
"222"	"Malvaceae(棉葵科)"	"PA294"	"10.0"	"弱"	"弱"	"淡红"	"75"	"420.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000486"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"150.0"	"黄"	"33.0"	"1.29"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"I3F00397"	"21.0"	"淡红"	"PAK"	"绿"	"172.0"	"紫"	"1.04"	"98"	"淡红"	"--"	"105.0"	"--"	"93.8.2"	"淡红"	"PA294"	"88"	"--"	"--"	"小"	"229"	"--"	"裂"
"223"	"Malvaceae(棉葵科)"	"PA295"	"13.0"	"弱"	"弱"	"淡红"	"100"	"450.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000487"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"185.0"	"黄"	"36.0"	"1.30"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"25.0"	"淡红"	"PAK"	"绿"	"185.0"	"紫"	"0.91"	"98"	"淡红"	"--"	"115.0"	"--"	"93.8.2"	"淡红"	"PA295"	"88"	"--"	"--"	"小"	"300"	"--"	"裂"
"224"	"Malvaceae(棉葵科)"	"PA296"	"10.0"	"弱"	"弱"	"淡红"	"73"	"400.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000488"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"32.0"	"150.0"	"黄"	"32.0"	"1.20"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"20.0"	"淡红"	"PAK"	"黄绿"	"187.0"	"紫"	"1.03"	"98"	"淡红"	"--"	"100.0"	"--"	"93.8.2"	"微红"	"PA296"	"88"	"--"	"--"	"小"	"246"	"--"	"裂"
"225"	"Malvaceae(棉葵科)"	"PA297"	"15.0"	"弱"	"弱"	"淡红"	"90"	"440.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000489"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"32.0"	"185.0"	"黄"	"35.0"	"1.31"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"I3F00398"	"30.0"	"淡红"	"PAK"	"黄绿"	"201.0"	"紫"	"1.01"	"98"	"淡红"	"--"	"120.0"	"--"	"93.8.2"	"微红"	"PA297"	"88"	"--"	"--"	"小"	"287"	"--"	"裂"
"226"	"Malvaceae(棉葵科)"	"PA298"	"12.0"	"弱"	"弱"	"淡红"	"102"	"550.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000490"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"33.0"	"210.0"	"黄"	"38.0"	"1.40"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"I3F00399"	"23.0"	"淡红"	"PAK"	"黄绿"	"204.0"	"红"	"0.85"	"98"	"淡红"	"--"	"100.0"	"--"	"93.8.2"	"微红"	"PA298"	"88"	"--"	"--"	"小"	"309"	"--"	"裂"
"227"	"Malvaceae(棉葵科)"	"PA299"	"16.0"	"弱"	"弱"	"淡红"	"155"	"480.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000491"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"295.0"	"黄"	"32.0"	"1.58"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"I3F00400"	"33.0"	"淡红"	"PAK"	"绿"	"198.0"	"红"	"1.02"	"98"	"淡红"	"--"	"175.0"	"--"	"93.8.2"	"微红"	"PA299"	"88"	"--"	"--"	"小"	"365"	"--"	"裂"
"228"	"Malvaceae(棉葵科)"	"PA300"	"18.0"	"弱"	"弱"	"淡红"	"112"	"490.0"	"麻类所"	"国外"	"93.7.20"	"92.5.2"	"93.8.20"	"00000492"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"240.0"	"黄"	"37.0"	"1.38"	"93.7.5"	"Hibiscus(木槿属)"	"--"	"I3F00401"	"34.0"	"淡红"	"PAK"	"绿"	"195.0"	"紫"	"0.95"	"106"	"淡红"	"--"	"152.0"	"--"	"93.8.2"	"淡红"	"PA300"	"88"	"--"	"--"	"小"	"263"	"--"	"裂"
"229"	"Malvaceae(棉葵科)"	"PA301"	"16.0"	"弱"	"弱"	"淡红"	"113"	"550.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000493"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"21.0"	"230.0"	"黄"	"37.0"	"1.36"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"30.0"	"淡红"	"PAK"	"绿"	"198.0"	"红"	"1.03"	"98"	"淡红"	"--"	"150.0"	"--"	"93.8.2"	"微红"	"PA301"	"88"	"--"	"--"	"小"	"266"	"--"	"裂"
"230"	"Malvaceae(棉葵科)"	"PA302"	"13.0"	"弱"	"弱"	"淡红"	"90"	"380.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000494"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"31.0"	"180.0"	"黄"	"36.0"	"1.18"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"I3F00402"	"25.0"	"淡红"	"PAK"	"绿"	"180.0"	"红"	"0.92"	"98"	"淡红"	"--"	"115.0"	"--"	"93.8.2"	"微红"	"PA302"	"88"	"--"	"--"	"小"	"248"	"--"	"裂"
"231"	"Malvaceae(棉葵科)"	"PA303"	"10.0"	"弱"	"弱"	"微红"	"78"	"330.0"	"麻类所"	"国外"	"93.7.15"	"92.5.2"	"93.8.12"	"00000495"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"27.0"	"160.0"	"黄"	"34.0"	"1.16"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"I3F00403"	"20.0"	"淡红"	"PAK"	"绿"	"187.0"	"紫"	"0.96"	"98"	"微红"	"--"	"86.0"	"--"	"93.8.2"	"微红"	"PA303"	"88"	"--"	"--"	"小"	"240"	"--"	"裂"
"232"	"Malvaceae(棉葵科)"	"PA304"	"13.0"	"弱"	"中"	"淡红"	"88"	"350.0"	"麻类所"	"国外"	"93.7.20"	"92.5.2"	"93.8.20"	"00000496"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"180.0"	"黄"	"34.0"	"1.14"	"93.6.5"	"Hibiscus(木槿属)"	"--"	"--"	"25.0"	"淡红"	"PAK"	"绿"	"178.0"	"红"	"0.81"	"98"	"淡红"	"--"	"105.0"	"--"	"93.8.2"	"微红"	"PA304"	"88"	"--"	"--"	"小"	"234"	"--"	"裂"
"233"	"Malvaceae(棉葵科)"	"PA305"	"12.0"	"弱"	"中"	"微红"	"100"	"340.0"	"麻类所"	"国外"	"93.7.20"	"92.5.2"	"93.8.20"	"00000497"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"195.0"	"黄"	"36.0"	"1.14"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"22.0"	"淡红"	"PAK"	"绿"	"186.0"	"红"	"0.76"	"98"	"微红"	"--"	"100.0"	"--"	"93.8.2"	"微红"	"PA305"	"88"	"--"	"--"	"小"	"264"	"--"	"裂"
"234"	"Malvaceae(棉葵科)"	"PA306"	"13.0"	"弱"	"弱"	"微红"	"105"	"360.0"	"麻类所"	"国外"	"93.7.20"	"92.5.2"	"93.8.20"	"00000498"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"29.0"	"200.0"	"黄"	"35.0"	"1.06"	"93.6.28"	"Hibiscus(木槿属)"	"--"	"--"	"28.0"	"淡红"	"PAK"	"绿"	"187.0"	"红"	"0.80"	"98"	"--"	"--"	"120.0"	"--"	"93.8.2"	"--"	"PA306"	"88"	"--"	"--"	"小"	"282"	"--"	"裂"
"235"	"Malvaceae(棉葵科)"	"PA307"	"18.0"	"弱"	"弱"	"紫"	"108"	"500.0"	"麻类所"	"国外"	"93.8.10"	"92.5.2"	"93.9.15"	"00000499"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"220.0"	"黄"	"39.0"	"1.33"	"93.7.15"	"Hibiscus(木槿属)"	"--"	"I3F00404"	"35.0"	"紫"	"PAK"	"深绿"	"204.0"	"红"	"0.86"	"132"	"红"	"--"	"190.0"	"--"	"93.8.10"	"红"	"PA307"	"96"	"--"	"--"	"小"	"257"	"--"	"全"
"236"	"Malvaceae(棉葵科)"	"PA308"	"18.0"	"弱"	"弱"	"红"	"114"	"490.0"	"麻类所"	"国外"	"93.9.10"	"92.5.2"	"93.9.15"	"00000500"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"230.0"	"黄"	"31.0"	"1.39"	"93.7.15"	"Hibiscus(木槿属)"	"--"	"I3F00405"	"35.0"	"紫"	"PAK"	"深绿"	"193.0"	"紫"	"0.99"	"132"	"红"	"--"	"180.0"	"--"	"93.8.10"	"红"	"PA308"	"96"	"--"	"--"	"小"	"263"	"--"	"全"
"237"	"Malvaceae(棉葵科)"	"PA309"	"21.0"	"弱"	"弱"	"红"	"113"	"530.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000501"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"230.0"	"黄"	"39.0"	"1.47"	"93.7.25"	"Hibiscus(木槿属)"	"--"	"I3F00406"	"40.0"	"紫"	"PAK"	"深绿"	"197.0"	"紫"	"0.98"	"149"	"红"	"--"	"190.0"	"--"	"93.7.4"	"红"	"PA309"	"121"	"--"	"--"	"中"	"258"	"--"	"裂"
"238"	"Malvaceae(棉葵科)"	"PA310"	"18.0"	"弱"	"弱"	"红"	"108"	"500.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000502"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"220.0"	"黄"	"31.0"	"1.43"	"93.7.25"	"Hibiscus(木槿属)"	"--"	"I3F00407"	"35.0"	"紫"	"PAK"	"深绿"	"209.0"	"紫"	"0.98"	"149"	"红"	"--"	"190.0"	"--"	"93.9.4"	"红"	"PA310"	"121"	"--"	"--"	"中"	"257"	"--"	"裂"
"239"	"Malvaceae(棉葵科)"	"PA311"	"28.0"	"弱"	"弱"	"红"	"130"	"540.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000503"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"255.0"	"黄"	"33.0"	"1.47"	"93.7.25"	"Hibiscus(木槿属)"	"--"	"I3F00408"	"55.0"	"紫"	"PAK"	"深绿"	"197.0"	"紫"	"1.18"	"149"	"红"	"--"	"220.0"	"--"	"93.9.4"	"红"	"PA311"	"121"	"--"	"--"	"中"	"263"	"--"	"裂"
"240"	"Malvaceae(棉葵科)"	"PA312"	"25.0"	"弱"	"弱"	"红"	"128"	"550.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000504"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"250.0"	"黄"	"40.0"	"1.57"	"93.7.25"	"Hibiscus(木槿属)"	"--"	"I3F00409"	"48.0"	"紫"	"PAK"	"深绿"	"207.0"	"红"	"1.09"	"149"	"红"	"--"	"220.0"	"--"	"93.9.4"	"红"	"PA312"	"121"	"--"	"--"	"中"	"268"	"--"	"全"
"241"	"Malvaceae(棉葵科)"	"PA313"	"19.0"	"中"	"弱"	"红"	"108"	"530.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000505"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"35.0"	"220.0"	"黄"	"--"	"1.50"	"93.7.25"	"Hibiscus(木槿属)"	"--"	"I3F00410"	"37.0"	"紫"	"PAK"	"深绿"	"--"	"红"	"1.07"	"149"	"红"	"--"	"190.0"	"--"	"93.9.4"	"红"	"PA313"	"121"	"--"	"--"	"中"	"259"	"--"	"裂"
"242"	"Malvaceae(棉葵科)"	"PA314"	"23.0"	"中"	"弱"	"红"	"120"	"580.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000506"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"240.0"	"黄"	"40.0"	"1.48"	"93.7.25"	"Hibiscus(木槿属)"	"--"	"I3F00411"	"44.0"	"紫"	"PAK"	"深绿"	"210.0"	"红"	"1.22"	"149"	"红"	"--"	"220.0"	"--"	"93.9.4"	"红"	"PA314"	"121"	"--"	"--"	"中"	"267"	"--"	"裂"
"243"	"Malvaceae(棉葵科)"	"PA315"	"20.0"	"中"	"弱"	"红"	"114"	"510.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000507"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"31.0"	"230.0"	"黄"	"41.0"	"1.38"	"93.7.25"	"Hibiscus(木槿属)"	"--"	"I3F00412"	"38.0"	"紫"	"PAK"	"深绿"	"208.0"	"红"	"1.05"	"149"	"红"	"--"	"200.0"	"--"	"93.9.4"	"红"	"PA315"	"121"	"--"	"--"	"中"	"253"	"--"	"裂"
"244"	"Malvaceae(棉葵科)"	"PA316"	"18.0"	"弱"	"弱"	"红"	"116"	"470.0"	"麻类所"	"国外"	"93.8.11"	"92.5.2"	"93.9.15"	"00000508"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"230.0"	"黄"	"40.0"	"1.33"	"93.7.17"	"Hibiscus(木槿属)"	"--"	"I3F00413"	"35.0"	"紫"	"PAK"	"深绿"	"201.0"	"红"	"0.92"	"132"	"红"	"--"	"190.0"	"--"	"93.8.10"	"红"	"PA316"	"96"	"--"	"--"	"小"	"262"	"--"	"全"
"245"	"Malvaceae(棉葵科)"	"PA317"	"19.0"	"弱"	"弱"	"红"	"108"	"500.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000509"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"220.0"	"黄"	"--"	"1.33"	"93.7.25"	"Hibiscus(木槿属)"	"--"	"I3F00414"	"37.0"	"紫"	"PAK"	"深绿"	"--"	"红"	"1.04"	"149"	"红"	"--"	"200.0"	"--"	"93.8.10"	"红"	"PA317"	"96"	"--"	"--"	"小"	"256"	"--"	"裂"
"246"	"Malvaceae(棉葵科)"	"FRA345"	"14.0"	"弱"	"中"	"淡红"	"88"	"410.0"	"麻类所"	"国外"	"93.7.20"	"92.5.2"	"93.8.20"	"00000510"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"180.0"	"黄"	"41.0"	"1.30"	"93.7.5"	"Hibiscus(木槿属)"	"--"	"--"	"26.0"	"红"	"FRA"	"绿"	"238.0"	"红"	"1.00"	"106"	"淡红"	"--"	"120.0"	"--"	"93.8.2"	"淡红"	"FRA345"	"88"	"--"	"--"	"小"	"250"	"--"	"全"
"247"	"Malvaceae(棉葵科)"	"FRA346"	"15.0"	"中"	"弱"	"淡红"	"140"	"480.0"	"麻类所"	"国外"	"93.8.24"	"92.5.2"	"93.10.2"	"00000511"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"24.0"	"280.0"	"黄"	"41.0"	"1.70"	"93.8.5"	"Hibiscus(木槿属)"	"--"	"--"	"30.0"	"淡红"	"FRA"	"绿"	"248.0"	"红"	"1.20"	"149"	"淡红"	"--"	"160.0"	"--"	"93.9.4"	"淡红"	"FRA346"	"121"	"--"	"--"	"中"	"320"	"--"	"裂"
"248"	"Malvaceae(棉葵科)"	"85-38"	"14.0"	"中"	"弱"	"淡红"	"128"	"475.0"	"麻类所"	"国外"	"93.8.24"	"92.5.2"	"93.10.2"	"00000512"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"29.0"	"260.0"	"黄"	"42.0"	"1.70"	"93.8.5"	"Hibiscus(木槿属)"	"--"	"--"	"30.0"	"淡红"	"FRA"	"绿"	"230.0"	"红"	"1.10"	"149"	"淡红"	"--"	"160.0"	"--"	"93.9.4"	"淡红"	"85-38"	"121"	"--"	"--"	"中"	"317"	"--"	"裂"
"249"	"Malvaceae(棉葵科)"	"85-12"	"21.0"	"弱"	"弱"	"淡红"	"158"	"490.0"	"麻类所"	"国外"	"93.10.20"	"92.5.2"	"93.12.20"	"00000513"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"320.0"	"黄"	"38.0"	"1.90"	"93.9.22"	"Hibiscus(木槿属)"	"--"	"--"	"40.0"	"淡红"	"POL"	"绿"	"242.0"	"紫"	"1.20"	"228"	"淡红"	"--"	"190.0"	"--"	"93.10.5"	"微红"	"85-12"	"152"	"--"	"--"	"中"	"358"	"--"	"裂"
"250"	"Malvaceae(棉葵科)"	"85-16"	"22.0"	"弱"	"弱"	"淡红"	"161"	"520.0"	"麻类所"	"国外"	"93.9.26"	"92.5.2"	"93.11.20"	"00000514"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"320.0"	"黄"	"41.0"	"1.80"	"93.9.14"	"Hibiscus(木槿属)"	"--"	"--"	"42.0"	"淡红"	"POL"	"绿"	"245.0"	"紫"	"1.30"	"198"	"淡红"	"--"	"195.0"	"--"	"93.10.5"	"微红"	"85-16"	"152"	"--"	"--"	"中"	"362"	"--"	"裂"
"251"	"Malvaceae(棉葵科)"	"82-15"	"22.0"	"弱"	"弱"	"淡红"	"204"	"530.0"	"麻类所"	"国外"	"93.10.18"	"92.5.2"	"93.12.20"	"00000515"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"340.0"	"黄"	"43.0"	"1.80"	"93.9.20"	"Hibiscus(木槿属)"	"--"	"--"	"43.0"	"淡红"	"POL"	"绿"	"258.0"	"紫"	"1.30"	"228"	"淡红"	"--"	"200.0"	"--"	"93.10.5"	"微红"	"82-15"	"152"	"--"	"--"	"中"	"387"	"--"	"裂"
"252"	"Malvaceae(棉葵科)"	"PL157"	"22.0"	"中"	"弱"	"淡红"	"203"	"470.0"	"麻类所"	"国外"	"93.10.16"	"92.5.2"	"93.12.15"	"00000516"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"340.0"	"黄"	"40.0"	"1.05"	"93.9.20"	"Hibiscus(木槿属)"	"--"	"--"	"40.0"	"红"	"POL"	"深绿"	"242.0"	"红"	"1.07"	"223"	"淡红"	"--"	"170.0"	"--"	"93.10.5"	"淡红"	"PL157"	"152"	"--"	"--"	"小"	"307"	"--"	"裂"
