"id"	"熟性"	"叶柄色"	"科名"	"品质"	"品种名称"	"叶球重"	"叶面"	"株幅"	"开展度"	"省"	"单产"	"叶球横径"	"收获期"	"译名"	"口感性"	"可溶性糖"	"播种期"	"霜霉发病率"	"统一编号"	"种质库编号"	"学名"	"繁种单位"	"叶球抱合型"	"叶球心"	"TUMV发病率"	"耐旱性"	"属名"	"水分"	"叶色"	"粗纤维"	"抗虫性"	"叶球形状"	"耐涝性"	"生长期"	"贮藏性"	"备注"	"抗病性"	"叶球顶"	"单位编号"	"纤维含量"	"耐寒性"	"品种来源"	"叶球纵径"	"栽培时期"	"种子千粒重"	"株高"	"耐热性"
"1"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"龙亢二高桩"	"2500"	"平滑"	"--"	"65.0"	"安徽"	"5000"	"--"	"--"	"LONG KANG ER GAO ZHUANG"	"略甜"	"2.44"	"--"	"37"	"V02A0001"	"Ⅱ2A0535"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"安徽农科院园艺所"	"叠抱"	"包心"	"86"	"--"	"Brassica(芸薹属)"	"90.70"	"淡绿"	"1.11"	"--"	"卵形"	"--"	"120"	"强"	"--"	"--"	"--"	"Bp2(87)"	"--"	"--"	"安徽怀远县"	"--"	"8上-12中"	"--"	"35.0"	"--"
"2"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"小狮子头大白菜"	"1250"	"中皱"	"--"	"65.0"	"安徽"	"3000"	"--"	"--"	"XIAO SHI ZI TOU DA BAI CAI"	"略甜"	"1.13"	"--"	"93"	"V02A0002"	"Ⅱ2A0846"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"安徽农科院园艺所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.80"	"深绿"	"0.69"	"--"	"高桩"	"--"	"75"	"强"	"--"	"--"	"--"	"BP3(88)"	"--"	"--"	"安徽怀远县"	"--"	"8上-11上"	"--"	"45.0"	"--"
"3"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"大高桩(大白菜)"	"4500"	"微皱"	"--"	"70.0"	"安徽"	"5500"	"--"	"--"	"DA GAO ZHUANG (DA BAI CAI )"	"略甜"	"1.10"	"--"	"87"	"V02A0003"	"Ⅱ2A0845"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"安徽农科院园艺所"	"叠抱"	"包心"	"82"	"--"	"Brassica(芸薹属)"	"94.60"	"绿"	"1.01"	"--"	"短筒"	"--"	"120"	"强"	"--"	"--"	"--"	"BP4(88)"	"--"	"--"	"安徽怀远县"	"--"	"8上-12中"	"--"	"34.0"	"--"
"4"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"大狮子头"	"3250"	"中皱"	"--"	"75.0"	"安徽"	"5000"	"--"	"--"	"DA SHI ZI TOU"	"略甜"	"0.73"	"--"	"37"	"V02A0004"	"Ⅱ2A0534"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"安徽农科院园艺所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"91.80"	"深绿"	"1.28"	"--"	"高桩"	"--"	"90"	"强"	"--"	"--"	"--"	"Bp1(80)"	"--"	"--"	"安徽淮北市"	"--"	"8上-11中"	"--"	"50.0"	"--"
"5"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"四季青抱头白"	"650"	"多皱"	"--"	"60.8"	"北京"	"3250"	"--"	"--"	"SI JI QING BAO TOU BAI"	"略甜"	"1.13"	"--"	"81"	"V02A0005"	"Ⅱ2A0675"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.20"	"绿"	"0.89"	"--"	"短筒"	"--"	"70"	"弱"	"--"	"--"	"--"	"B38"	"--"	"--"	"北京"	"--"	"(7中-8上)-(9下-11上)"	"--"	"40.0"	"--"
"6"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"远大抱头青"	"1550"	"中皱"	"--"	"60.3"	"北京"	"8000"	"--"	"--"	"YUAN DA BAO TOU QING"	"略甜"	"2.60"	"--"	"96"	"V02A0006"	"Ⅱ2A0679"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"93.70"	"深绿"	"0.89"	"--"	"高桩"	"--"	"88"	"强"	"--"	"--"	"--"	"B10"	"--"	"--"	"北京"	"--"	"8上-11上"	"--"	"50.0"	"--"
"7"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"东升核桃纹"	"1450"	"中皱"	"--"	"69.0"	"北京"	"8000"	"--"	"--"	"DONG SHENG HE TAO WEN"	"略甜"	"2.36"	"--"	"96"	"V02A0007"	"Ⅱ2A0677"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"93.90"	"深绿"	"0.91"	"--"	"高桩"	"--"	"88"	"强"	"--"	"--"	"--"	"B15"	"--"	"--"	"北京"	"--"	"8上-11上"	"--"	"64.0"	"--"
"8"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"玉渊潭核桃纹"	"2600"	"中皱"	"--"	"57.3"	"北京"	"8000"	"--"	"--"	"YU YUAN TAN HE TAO WEN"	"略甜"	"2.48"	"--"	"92"	"V02A0008"	"Ⅱ2A0678"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"叠抱"	"包心"	"93"	"--"	"Brassica(芸薹属)"	"94.30"	"深绿"	"0.84"	"--"	"高桩"	"--"	"88"	"强"	"--"	"--"	"--"	"B14"	"--"	"--"	"北京"	"--"	"8上-11上"	"--"	"36.3"	"--"
"9"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"翻心白"	"650"	"多皱"	"--"	"61.8"	"北京"	"3250"	"--"	"--"	"FAN XIN BAI"	"中"	"1.47"	"--"	"100"	"V02A0009"	"Ⅱ2A0676"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"竖心"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"94.20"	"绿"	"1.03"	"--"	"短筒"	"--"	"70"	"弱"	"--"	"--"	"--"	"B44"	"--"	"--"	"北京"	"--"	"7上中-9中下"	"--"	"32.4"	"--"
"10"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"翻心黄"	"1000"	"中皱"	"--"	"42.5"	"北京"	"3250"	"--"	"--"	"FAN XIN HUANG"	"--"	"1.86"	"--"	"93"	"V02A0010"	"Ⅱ2A0297"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"竖心"	"翻心"	"100"	"--"	"Brassica(芸薹属)"	"94.50"	"淡绿"	"0.82"	"--"	"长筒"	"--"	"60"	"弱"	"稍耐热春秋季"	"--"	"--"	"B42"	"--"	"--"	"北京房山"	"--"	"7中下-(9下-11上)"	"--"	"40.0"	"--"
"11"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"铁皮青"	"1250"	"平滑"	"--"	"70.0"	"北京"	"6500"	"--"	"--"	"TIE PI QING"	"--"	"2.07"	"--"	"93"	"V02A0011"	"Ⅱ2A0295"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"94.00"	"深绿"	"0.85"	"--"	"高桩"	"--"	"90"	"强"	"秋种"	"--"	"--"	"B1"	"--"	"--"	"北京四季青乡"	"--"	"8上-11上"	"--"	"55.0"	"--"
"12"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"玉泉抱头青"	"1400"	"微皱"	"--"	"81.3"	"北京"	"7750"	"--"	"--"	"YU QUAN BAO TOU QING"	"--"	"1.98"	"--"	"95"	"V02A0012"	"Ⅱ2A0294"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"94.90"	"绿"	"0.75"	"--"	"高桩"	"--"	"90"	"中"	"秋种"	"--"	"--"	"B9"	"--"	"--"	"北京四季青乡"	"--"	"8上-11上"	"--"	"61.0"	"--"
"13"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"核桃纹大青口"	"1650"	"中皱"	"--"	"55.0"	"北京"	"6000"	"--"	"--"	"HE TAO WEN DA QING KOU"	"--"	"1.94"	"--"	"93"	"V02A0013"	"Ⅱ2A0298"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"竖心"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"94.20"	"深绿"	"0.89"	"--"	"长筒"	"--"	"88"	"强"	"秋播"	"--"	"--"	"B17"	"--"	"--"	"北京通县"	"--"	"8上-11上"	"--"	"56.0"	"--"
"14"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"核桃纹小青口"	"1750"	"中皱"	"--"	"50.0"	"北京"	"6000"	"--"	"--"	"HE TAO WEN XIAO QING KOU"	"--"	"2.19"	"--"	"79"	"V02A0014"	"Ⅱ2A0299"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"竖心"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"93.70"	"深绿"	"0.87"	"--"	"长筒"	"--"	"90"	"强"	"秋播"	"--"	"--"	"B25"	"--"	"--"	"北京通县"	"--"	"8上-11上"	"--"	"44.0"	"--"
"15"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"拧心青"	"1650"	"微皱"	"--"	"80.0"	"北京"	"7500"	"--"	"--"	"NING XIN QING"	"--"	"2.12"	"--"	"75"	"V02A0015"	"Ⅱ2A0296"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"北京蔬菜研究中心"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"94.20"	"深绿"	"0.89"	"--"	"炮弹"	"--"	"90"	"强"	"秋种"	"--"	"圆圆"	"B31"	"--"	"--"	"北京小红门乡"	"--"	"8上-11上"	"--"	"65.0"	"--"
"16"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"黄秧白"	"1700"	"皱"	"--"	"60.7"	"四川"	"2400"	"--"	"--"	"HUANG YANG BAI"	"淡"	"0.66"	"--"	"90"	"V02A0016"	"Ⅱ2A0350"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"褶抱"	"翻心"	"56"	"--"	"Brassica(芸薹属)"	"96.10"	"绿"	"0.78"	"--"	"橄榄"	"--"	"100"	"--"	"叶帮白色"	"--"	"--"	"C1-086"	"--"	"--"	"四川"	"--"	"8中下-11下"	"--"	"42.6"	"--"
"17"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"本地大白菜"	"2200"	"皱"	"--"	"59.0"	"四川"	"3000"	"--"	"--"	"BEN DI DA BAI CAI"	"淡"	"1.12"	"--"	"100"	"V02A0017"	"Ⅱ2A0389"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"98"	"--"	"Brassica(芸薹属)"	"96.70"	"深绿"	"0.90"	"--"	"橄榄"	"--"	"100"	"--"	"--"	"--"	"--"	"C1-117"	"--"	"--"	"四川"	"--"	"8中下-12上"	"--"	"46.0"	"--"
"18"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"青庄大白菜"	"700"	"微皱"	"--"	"45.7"	"四川"	"2200"	"--"	"--"	"QING ZHUANG DA BAI CAI"	"--"	"0.66"	"--"	"90"	"V02A0018"	"Ⅱ2A0094"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"包心"	"93"	"--"	"Brassica(芸薹属)"	"95.70"	"深绿"	"0.70"	"--"	"高桩"	"--"	"--"	"--"	"--"	"--"	"--"	"C1-044"	"--"	"--"	"四川巴中县"	"--"	"8中下-12上"	"--"	"42.6"	"--"
"19"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"黄秧白"	"400"	"微皱"	"--"	"40.9"	"四川"	"1200"	"--"	"--"	"HUANG YANG BAI"	"--"	"0.44"	"--"	"83"	"V02A0019"	"Ⅱ2A0095"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"89"	"--"	"Brassica(芸薹属)"	"95.00"	"深绿"	"0.94"	"--"	"橄榄"	"--"	"--"	"--"	"--"	"--"	"--"	"C1-045"	"--"	"--"	"四川巴中县"	"--"	"8中下-11中下"	"--"	"35.0"	"--"
"20"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"包头白菜"	"700"	"微皱"	"--"	"50.0"	"四川"	"2500"	"--"	"--"	"BAO TOU BAI CAI"	"--"	"0.68"	"--"	"93"	"V02A0020"	"Ⅱ2A0367"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"包心"	"93"	"--"	"Brassica(芸薹属)"	"96.50"	"绿"	"0.56"	"--"	"矮桩"	"--"	"--"	"--"	"--"	"--"	"圆圆"	"C1-027"	"--"	"--"	"四川壁山县"	"--"	"8中下-11下"	"--"	"32.7"	"--"
"21"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"竹筒白"	"1400"	"微皱"	"--"	"53.4"	"四川"	"2700"	"--"	"--"	"ZHU TONG BAI"	"略甜"	"1.12"	"--"	"100"	"V02A0021"	"Ⅱ2A0365"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"拧抱"	"拧心"	"82"	"--"	"Brassica(芸薹属)"	"94.30"	"绿"	"0.74"	"--"	"长筒"	"--"	"100"	"--"	"--"	"--"	"--"	"C1-098"	"--"	"--"	"四川壁山县"	"--"	"8中下-12上"	"--"	"49.0"	"--"
"22"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"青皱叶黄秧白"	"530"	"皱"	"--"	"47.5"	"四川"	"2000"	"--"	"--"	"QING ZHOU YE HUANG YANG BAI"	"--"	"1.04"	"--"	"83"	"V02A0022"	"Ⅱ2A0992"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"98"	"--"	"Brassica(芸薹属)"	"95.00"	"绿"	"0.59"	"--"	"橄榄"	"--"	"--"	"--"	"--"	"--"	"--"	"C1-026"	"--"	"--"	"四川壁山县"	"--"	"8中下-11下"	"--"	"32.1"	"--"
"23"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"洛阳大白菜"	"2000"	"皱"	"--"	"59.5"	"四川"	"2700"	"--"	"--"	"LUO YANG DA BAI CAI"	"淡"	"0.22"	"--"	"47"	"V02A0023"	"Ⅱ2A0339"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"包心"	"60"	"--"	"Brassica(芸薹属)"	"95.80"	"绿"	"0.61"	"--"	"倒圆锥"	"--"	"110"	"--"	"--"	"--"	"--"	"C1-076"	"--"	"--"	"四川苍溪县"	"--"	"8中下-12中"	"--"	"41.6"	"--"
"24"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"笔尖白菜"	"1500"	"微皱"	"--"	"61.0"	"四川"	"2500"	"--"	"--"	"BI JIAN BAI CAI"	"淡"	"0.63"	"--"	"100"	"V02A0024"	"Ⅱ2A0101"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"96"	"--"	"Brassica(芸薹属)"	"95.70"	"绿"	"0.79"	"--"	"卵形"	"--"	"100"	"--"	"--"	"--"	"--"	"C1-118"	"--"	"--"	"四川苍溪县"	"--"	"8中下-11下"	"--"	"50.0"	"--"
"25"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"大青口白菜"	"2500"	"微皱"	"--"	"62.5"	"四川"	"3500"	"--"	"--"	"DA QING KOU BAI CAI"	"略甜"	"1.44"	"--"	"90"	"V02A0025"	"Ⅱ2A0344"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"包心"	"96"	"--"	"Brassica(芸薹属)"	"95.60"	"深绿"	"0.70"	"--"	"倒卵"	"--"	"120"	"--"	"质地细,品质"	"--"	"--"	"C1-080"	"--"	"--"	"四川成都市"	"--"	"8中下-12下"	"--"	"47.5"	"--"
"26"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"小白口"	"1000"	"微皱"	"--"	"55.0"	"四川"	"2500"	"--"	"--"	"XIAO BAI KOU"	"--"	"0.80"	"--"	"87"	"V02A0026"	"Ⅱ2A0123"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.60"	"绿"	"0.85"	"--"	"倒卵"	"--"	"73"	"--"	"不抗涝引自北"	"--"	"--"	"C1-073"	"--"	"--"	"四川成都市"	"--"	"8中下-11上"	"--"	"42.5"	"--"
"27"	"--"	"浅绿、白"	"Cruciferae(十字花科)"	"--"	"二平桩"	"1000"	"皱"	"--"	"63.0"	"四川"	"2500"	"--"	"--"	"ER PING ZHUANG"	"淡"	"0.76"	"--"	"83"	"V02A0027"	"Ⅱ2A0390"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.70"	"绿"	"0.66"	"--"	"橄榄"	"--"	"90"	"--"	"--"	"--"	"--"	"C1-001"	"--"	"--"	"四川成都市"	"--"	"8中下-11下"	"--"	"51.0"	"--"
"28"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"竹筒白"	"1000"	"微皱"	"--"	"54.5"	"四川"	"2250"	"--"	"--"	"ZHU TONG BAI"	"略甜"	"0.54"	"--"	"87"	"V02A0028"	"Ⅱ2A0076"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"拧抱"	"拧心"	"78"	"--"	"Brassica(芸薹属)"	"95.40"	"绿"	"0.85"	"--"	"长筒"	"--"	"90"	"--"	"--"	"--"	"圆圆"	"C1-002"	"--"	"--"	"四川成都市"	"--"	"8中下-11下"	"--"	"42.5"	"--"
"29"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"黄秧白"	"1000"	"微皱"	"--"	"56.0"	"四川"	"2500"	"--"	"--"	"HUANG YANG BAI"	"--"	"0.66"	"--"	"97"	"V02A0029"	"Ⅱ2A0383"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"93"	"--"	"Brassica(芸薹属)"	"96.00"	"深绿"	"0.53"	"--"	"橄榄"	"--"	"--"	"--"	"包心整齐"	"--"	"--"	"C1-035"	"--"	"--"	"四川达县"	"--"	"8中下-11下"	"--"	"37.1"	"--"
"30"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"黄秧白"	"1500"	"微皱"	"--"	"30.0"	"四川"	"2000"	"--"	"--"	"HUANG YANG BAI"	"淡"	"0.48"	"--"	"90"	"V02A0030"	"Ⅱ2A0363"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"67"	"--"	"Brassica(芸薹属)"	"96.70"	"淡绿"	"0.70"	"--"	"扁圆"	"--"	"100"	"中"	"--"	"--"	"--"	"C1-039"	"--"	"--"	"四川大竹县"	"--"	"8中下-11下"	"--"	"30.0"	"--"
"31"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"黄秧白"	"1200"	"皱"	"--"	"55.3"	"四川"	"1800"	"--"	"--"	"HUANG YANG BAI"	"淡"	"0.24"	"--"	"80"	"V02A0031"	"Ⅱ2A0332"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"98"	"--"	"Brassica(芸薹属)"	"95.20"	"绿"	"0.72"	"--"	"橄榄"	"--"	"100"	"--"	"--"	"--"	"--"	"C1-067"	"--"	"--"	"四川垫江县"	"--"	"8中下-11下"	"--"	"41.0"	"--"
"32"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"普威大白菜"	"2000"	"皱"	"--"	"57.0"	"四川"	"3000"	"--"	"--"	"PU WEI DA BAI CAI"	"淡"	"0.60"	"--"	"83"	"V02A0032"	"Ⅱ2A0078"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"舒心"	"60"	"--"	"Brassica(芸薹属)"	"95.90"	"绿"	"0.71"	"--"	"长筒"	"--"	"150"	"--"	"--"	"--"	"--"	"C1-010"	"--"	"--"	"四川渡口市"	"--"	"8中下-12下"	"--"	"40.0"	"--"
"33"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"本地白菜"	"1400"	"微皱"	"--"	"50.4"	"四川"	"2200"	"--"	"--"	"BEN DI BAI CAI"	"略甜"	"0.88"	"--"	"80"	"V02A0033"	"Ⅱ2A0358"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"67"	"--"	"Brassica(芸薹属)"	"95.60"	"深绿"	"0.56"	"--"	"短筒"	"--"	"100"	"--"	"--"	"--"	"--"	"C1-093"	"--"	"--"	"四川丰都县"	"--"	"8中下-11下"	"--"	"31.8"	"--"
"34"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"高桩黄秧白"	"1500"	"微皱"	"--"	"58.5"	"四川"	"2300"	"--"	"--"	"GAO ZHUANG HUANG YANG BAI"	"淡"	"0.66"	"--"	"80"	"V02A0034"	"Ⅱ2A0385"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"98"	"--"	"Brassica(芸薹属)"	"96.20"	"绿"	"0.52"	"--"	"卵形"	"--"	"100"	"--"	"--"	"--"	"--"	"C1-113"	"--"	"--"	"四川丰都县"	"--"	"8中下-11上"	"--"	"49.0"	"--"
"35"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"长白菜"	"1400"	"微皱"	"--"	"67.5"	"四川"	"2300"	"--"	"--"	"CHANG BAI CAI"	"淡"	"1.96"	"--"	"97"	"V02A0035"	"Ⅱ2A0370"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"69"	"--"	"Brassica(芸薹属)"	"95.40"	"绿"	"0.64"	"--"	"长筒"	"--"	"100"	"--"	"--"	"--"	"--"	"C1-102"	"--"	"--"	"四川丰都县"	"--"	"8中下-11下"	"--"	"57.0"	"--"
"36"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"矮桩黄秧白"	"1900"	"皱"	"--"	"50.5"	"四川"	"2500"	"--"	"--"	"AI ZHUANG HUANG YANG BAI"	"淡"	"1.32"	"--"	"47"	"V02A0036"	"Ⅱ2A0353"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.90"	"绿"	"0.54"	"--"	"橄榄"	"--"	"90"	"--"	"--"	"--"	"--"	"C1-088"	"--"	"--"	"四川丰都县"	"--"	"8中下-11上"	"--"	"36.0"	"--"
"37"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"乌筋白菜"	"--"	"--"	"--"	"--"	"四川"	"--"	"--"	"--"	"WU JIN BAI CAI"	"--"	"0.78"	"--"	"87"	"V02A0037"	"Ⅱ2A0333"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"--"	"100"	"--"	"Brassica(芸薹属)"	"92.80"	"--"	"0.91"	"--"	"--"	"--"	"--"	"--"	"不包心"	"--"	"--"	"C1-068"	"--"	"--"	"四川涪陵县"	"--"	"--"	"--"	"--"	"--"
"38"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"笔尖黄秧白"	"600"	"微皱"	"--"	"48.6"	"四川"	"2000"	"--"	"--"	"BI JIAN HUANG YANG BAI"	"--"	"0.64"	"--"	"93"	"V02A0038"	"Ⅱ2A0092"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"91"	"--"	"Brassica(芸薹属)"	"95.70"	"绿"	"0.56"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"C1-034"	"--"	"--"	"四川广安县"	"--"	"8中下-11下"	"--"	"44.6"	"--"
"39"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"高桩大白菜"	"800"	"微皱"	"--"	"36.0"	"四川"	"3000"	"--"	"--"	"GAO ZHUANG DA BAI CAI"	"--"	"0.73"	"--"	"57"	"V02A0039"	"Ⅱ2A0097"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"93"	"--"	"Brassica(芸薹属)"	"95.70"	"绿"	"0.75"	"--"	"扁圆"	"--"	"80"	"--"	"--"	"--"	"--"	"C1-051"	"--"	"--"	"四川汉源县"	"--"	"8中下-11上中"	"--"	"35.0"	"--"
"40"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"菊花心白菜"	"3000"	"微皱"	"--"	"38.0"	"四川"	"3000"	"--"	"--"	"JU HUA XIN BAI CAI"	"淡"	"0.54"	"--"	"100"	"V02A0040"	"Ⅱ2A0096"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"舒心"	"89"	"--"	"Brassica(芸薹属)"	"95.70"	"绿"	"0.83"	"--"	"长筒"	"--"	"90"	"--"	"耐寒强"	"--"	"--"	"C1-050"	"--"	"--"	"四川汉源县"	"--"	"8中下-11下"	"--"	"59.0"	"--"
"41"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"竹筒白"	"2000"	"微皱"	"--"	"57.4"	"四川"	"3000"	"--"	"--"	"ZHU TONG BAI"	"略甜"	"1.44"	"--"	"100"	"V02A0041"	"Ⅱ2A0342"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"拧抱"	"拧心"	"87"	"--"	"Brassica(芸薹属)"	"95.20"	"绿"	"0.61"	"--"	"长筒"	"--"	"100"	"--"	"--"	"--"	"--"	"C1-078"	"--"	"--"	"四川华云工农区"	"--"	"8中下-11下"	"--"	"54.2"	"--"
"42"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"高山白菜"	"800"	"皱"	"--"	"64.3"	"四川"	"1600"	"--"	"--"	"GAO SHAN BAI CAI"	"淡"	"0.85"	"--"	"50"	"V02A0042"	"Ⅱ2A0990"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"叠抱"	"包心"	"76"	"--"	"Brassica(芸薹属)"	"92.90"	"绿"	"0.97"	"--"	"倒卵"	"--"	"--"	"--"	"包心极差"	"--"	"--"	"C1-122"	"--"	"--"	"四川会东县"	"--"	"8中下-11中下"	"--"	"53.0"	"--"
"43"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"冬川白菜"	"1800"	"微皱"	"--"	"64.5"	"四川"	"2500"	"--"	"--"	"DONG CHUAN BAI CAI"	"淡"	"0.36"	"--"	"60"	"V02A0043"	"Ⅱ2A0988"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"成都市第一农科所"	"合抱"	"包心"	"93"	"--"	"Brassica(芸薹属)"	"96.20"	"绿"	"0.86"	"--"	"橄榄"	"--"	"--"	"--"	"--"	"--"	"--"	"C1-121"	"--"	"--"	"四川会理县"	"--"	"8中下-11下"	"--"	"58.0"	"--"
