"id"	"耐旱性"	"科名"	"保存编号"	"库编号"	"锈脚"	"原产地"	"鲜皮厚度"	"叶色"	"雌蕾色"	"根型"	"花叶病"	"麻骨色"	"原麻产量"	"叶形"	"备注"	"分株力"	"雌蕾现蕾期"	"蔸型"	"译名"	"单纤维强力"	"生长整齐度"	"品种名称"	"生长均匀度"	"抗风性"	"工艺成熟天"	"叶面皱纹"	"省"	"学名"	"统一编号"	"雌花开花期"	"保存单位"	"单纤支数"	"属名"	"鲜皮出麻率"	"种子来源"	"株高"	"有效株率"	"茎粗"	"单位编号"	"米色"	"抽穗日数"	"北纬"	"粒色"	"高程"	"单株秆重"	"粗蛋白"	"东经"	"主茎节数"	"刺毛长度"	"单株粒重"	"蚕豆"	"脂肪酸160"
"1"	"强"	"Urticaceae(荨麻科)"	"56"	"56"	"短"	"粤乐昌县"	"0.63"	"绿"	"黄白"	"深"	"MR"	"黄白"	"90.0"	"尖椭"	"--"	"中"	"9月下旬"	"丛生"	"huangpizhu"	"57.3"	"整齐"	"黄皮苎"	"均匀"	"中"	"197"	"多"	"广东"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00001"	"10月上旬"	"中国农科院麻类所"	"1635"	"Boehmeria(苎麻属)"	"10.2"	"粤乐昌县"	"168.0"	"79.4"	"1.01"														
"2"	"强"	"Urticaceae(荨麻科)"	"57"	"57"	"短"	"粤乐昌县"	"0.69"	"绿"	"黄白"	"深"	"MS"	"黄白"	"70.0"	"尖椭"	"--"	"弱"	"9月下旬"	"丛生"	"qingpizhu"	"47.3"	"整齐"	"青皮苎"	"均匀"	"强"	"200"	"多"	"广东"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00002"	"10月中旬"	"中国农科院麻类所"	"1843"	"Boehmeria(苎麻属)"	"9.3"	"粤乐昌县"	"148.0"	"78.1"	"0.98"														
"3"	"中"	"Urticaceae(荨麻科)"	"58"	"58"	"长"	"粤乐昌县"	"0.74"	"绿"	"黄白"	"深"	"R"	"黄白"	"90.0"	"尖椭"	"--"	"中"	"9月中旬"	"丛生"	"qizhu"	"50.4"	"不整齐"	"歧苎"	"不均匀"	"中"	"204"	"少"	"广东"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00003"	"9月下旬"	"中国农科院麻类所"	"1509"	"Boehmeria(苎麻属)"	"12.6"	"粤乐昌县"	"159.0"	"70.9"	"1.03"														
"4"	"弱"	"Urticaceae(荨麻科)"	"59"	"59"	"短"	"粤保亭县"	"0.57"	"深绿"	"淡红"	"深"	"I"	"绿白"	"90.0"	"卵圆"	"--"	"中"	"9月中旬"	"丛生"	"qingmazhu"	"32.1"	"整齐"	"青麻苎"	"较均匀"	"弱"	"198"	"少"	"广东"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00004"	"9月下旬"	"中国农科院麻类所"	"2108"	"Boehmeria(苎麻属)"	"10.5"	"粤保亭县"	"131.0"	"71.0"	"0.83"														
"5"	"强"	"Urticaceae(荨麻科)"	"60"	"60"	"短"	"粤保亭县"	"0.79"	"绿"	"红"	"深"	"R"	"黄白"	"100.0"	"卵圆"	"--"	"弱"	"8月下旬"	"丛生"	"huangmazhu"	"42.7"	"不整齐"	"黄麻苎"	"不均匀"	"弱"	"176"	"少"	"广东"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00005"	"9月中旬"	"中国农科院麻类所"	"2020"	"Boehmeria(苎麻属)"	"9.2"	"粤保亭县"	"150.0"	"78.8"	"0.99"														
"6"	"强"	"Urticaceae(荨麻科)"	"66"	"61"	"短"	"桂平乐县"	"1.09"	"深绿"	"深红"	"深"	"R"	"绿白"	"165.2"	"卵圆"	"--"	"弱"	"9月中旬"	"丛生"	"heipidou"	"27.9"	"较整齐"	"黑皮蔸"	"较均匀"	"中"	"172"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00006"	"9月下旬"	"桂林地区农科所"	"1970"	"Boehmeria(苎麻属)"	"13.5"	"桂平乐县"	"161.0"	"73.6"	"1.05"														
"7"	"中"	"Urticaceae(荨麻科)"	"2"	"155"	"短"	"桂平乐县"	"0.92"	"绿"	"淡红"	"浅"	"R"	"绿白"	"81.2"	"近圆"	"--"	"中"	"9月中旬"	"串生"	"mandichuan"	"29.1"	"较整齐"	"满地串"	"较均匀"	"中"	"182"	"少"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00007"	"9月下旬"	"桂林地区农科所"	"1823"	"Boehmeria(苎麻属)"	"11.7"	"桂平乐县"	"125.0"	"66.5"	"0.86"														
"8"	"中"	"Urticaceae(荨麻科)"	"59"	"153"	"短"	"桂平乐县"	"0.92"	"黄绿"	"淡红"	"浅"	"R"	"绿白"	"85.4"	"近圆"	"--"	"中"	"9月中旬"	"串生"	"huangjinma"	"36.0"	"整齐"	"黄金麻"	"均匀"	"弱"	"174"	"少"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00008"	"9月下旬"	"桂林地区农科所"	"1666"	"Boehmeria(苎麻属)"	"12.1"	"桂平乐县"	"125.0"	"65.5"	"0.90"														
"9"	"强"	"Urticaceae(荨麻科)"	"63"	"64"	"短"	"桂平乐县"	"0.82"	"深绿"	"红"	"深"	"MR"	"绿白"	"119.9"	"卵圆"	"--"	"弱"	"9月上旬"	"丛生"	"hongyadou"	"38.0"	"较整齐"	"红芽蔸"	"较均匀"	"弱"	"188"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00009"	"9月下旬"	"桂林地区农科所"	"1562"	"Boehmeria(苎麻属)"	"12.1"	"桂平乐县"	"153.0"	"68.9"	"1.06"														
"10"	"强"	"Urticaceae(荨麻科)"	"56"	"589"	"短"	"桂平乐县"	"0.84"	"绿"	"深红"	"深"	"M"	"绿白"	"128.9"	"卵圆"	"--"	"弱"	"9月上旬"	"丛生"	"huangpima"	"40.1"	"较整齐"	"黄皮麻"	"较均匀"	"中"	"174"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00010"	"9月下旬"	"桂林地区农科所"	"1731"	"Boehmeria(苎麻属)"	"11.3"	"桂平乐县"	"169.0"	"69.1"	"1.08"														
"11"	"强"	"Urticaceae(荨麻科)"	"62"	"62"	"短"	"桂平乐县"	"0.77"	"浅绿"	"淡红"	"深"	"R"	"黄白"	"130.0"	"卵圆"	"--"	"弱"	"9月中旬"	"丛生"	"huangyadou"	"54.4"	"整齐"	"黄芽蔸"	"均匀"	"中"	"202"	"少"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00011"	"10月上旬"	"麻类所"	"1415"	"Boehmeria(苎麻属)"	"11.4"	"桂平乐县"	"164.0"	"86.2"	"1.00"														
"12"	"强"	"Urticaceae(荨麻科)"	"58"	"599"	"短"	"桂荔浦县"	"0.95"	"深绿"	"深红"	"中"	"R"	"绿白"	"104.5"	"卵圆"	"--"	"中"	"9月中旬"	"散生"	"chuanma"	"38.7"	"较整齐"	"串麻"	"较均匀"	"弱"	"177"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00012"	"9月下旬"	"桂林地区农科所"	"1909"	"Boehmeria(苎麻属)"	"11.5"	"桂荔浦县"	"143.5"	"66.3"	"1.00"														
"13"	"强"	"Urticaceae(荨麻科)"	"61"	"573"	"长"	"桂荔浦县"	"0.75"	"深绿"	"深红"	"中"	"I"	"绿白"	"53.7"	"宽卵"	"--"	"中"	"9月中旬"	"散生"	"heipima"	"23.9"	"较整齐"	"黑皮麻"	"均匀"	"强"	"183"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00013"	"10月上旬"	"桂林地区农科所"	"1254"	"Boehmeria(苎麻属)"	"8.0"	"桂荔浦县"	"137.0"	"58.1"	"1.14"														
"14"	"强"	"Urticaceae(荨麻科)"	"67"	"66"	"短"	"桂荔浦县"	"0.78"	"深绿"	"黄白"	"深"	"MR"	"白绿"	"82.8"	"宽卵"	"--"	"中"	"9月上旬"	"丛生"	"yingguqing"	"46.4"	"较整齐"	"硬骨青"	"不均匀"	"强"	"187"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00014"	"9月下旬"	"桂林地区农科所"	"1609"	"Boehmeria(苎麻属)"	"9.9"	"桂荔浦县"	"139.0"	"53.8"	"1.04"														
"15"	"强"	"Urticaceae(荨麻科)"	"20"	"568"	"短"	"桂阳朔县"	"0.90"	"深绿"	"红"	"深"	"R"	"绿白"	"127.3"	"卵圆"	"--"	"弱"	"9月中旬"	"丛生"	"baishaqingma"	"27.3"	"较整齐"	"白沙青麻"	"较均匀"	"中"	"177"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00015"	"9月下旬"	"桂林地区农科所"	"1912"	"Boehmeria(苎麻属)"	"12.2"	"桂阳朔县"	"155.0"	"73.7"	"0.87"														
"16"	"中"	"Urticaceae(荨麻科)"	"140"	"560"	"短"	"桂阳朔县"	"0.95"	"深绿"	"红"	"中"	"MS"	"绿白"	"66.9"	"卵圆"	"--"	"中"	"9月中旬"	"散生"	"yangshuojigubai"	"34.9"	"较整齐"	"阳朔鸡骨白"	"较均匀"	"中"	"175"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00016"	"9月下旬"	"桂林地区农科所"	"1724"	"Boehmeria(苎麻属)"	"12.2"	"桂阳朔县"	"108.0"	"47.4"	"0.83"														
"17"	"强"	"Urticaceae(荨麻科)"	"14"	"572"	"短"	"桂阳朔县"	"0.65"	"绿"	"红"	"深"	"MR"	"绿白"	"55.3"	"宽卵"	"--"	"弱"	"9月中旬"	"丛生"	"jimayema"	"63.4"	"较整齐"	"骥马野麻"	"较均匀"	"中"	"174"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00017"	"9月下旬"	"桂林地区农科所"	"1579"	"Boehmeria(苎麻属)"	"8.5"	"桂阳朔县"	"141.0"	"62.9"	"1.00"														
"18"	"中"	"Urticaceae(荨麻科)"	"4"	"149"	"短"	"桂临桂县"	"0.92"	"绿"	"淡红"	"浅"	"MR"	"黄白"	"127.3"	"近圆"	"--"	"强"	"9月上旬"	"串生"	"lubaima"	"33.1"	"较整齐"	"绿白麻"	"较均匀"	"中"	"185"	"少"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00018"	"9月下旬"	"桂林地区农科所"	"1812"	"Boehmeria(苎麻属)"	"11.7"	"桂临桂县"	"141.7"	"70.8"	"0.83"														
"19"	"中"	"Urticaceae(荨麻科)"	"10"	"585"	"短"	"桂"	"0.56"	"绿"	"黄白"	"中"	"MR"	"白绿"	"103.4"	"尖椭"	"--"	"强"	"9月中旬"	"散生"	"lubanma"	"31.0"	"整齐"	"绿斑麻"	"均匀"	"弱"	"178"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00019"	"9月下旬"	"桂林地区农科所"	"1712"	"Boehmeria(苎麻属)"	"11.9"	"桂临桂县"	"130.5"	"63.9"	"0.79"														
"20"	"强"	"Urticaceae(荨麻科)"	"18"	"591"	"短"	"桂"	"1.05"	"深绿"	"红"	"中"	"MR"	"绿白"	"135.6"	"卵圆"	"--"	"强"	"9月中旬"	"散生"	"linguitongpiqing"	"33.1"	"较整齐"	"临桂铜皮青"	"较均匀"	"中"	"175"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00020"	"9月下旬"	"桂林地区农科所"	"1578"	"Boehmeria(苎麻属)"	"12.9"	"桂临桂县"	"149.0"	"59.6"	"0.87"														
"21"	"中"	"Urticaceae(荨麻科)"	"136"	"567"	"短"	"桂德保县"	"0.56"	"绿"	"深红"	"中"	"MR"	"微红"	"42.2"	"卵圆"	"--"	"弱"	"9月中旬"	"散生"	"hongpihonghua"	"34.6"	"较整齐"	"红皮红花"	"较均匀"	"中"	"176"	"少"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00038"	"10月上旬"	"桂林地区农科所"	"2556"	"Boehmeria(苎麻属)"	"7.5"	"桂德保县"	"108.4"	"43.6"	"0.81"														
"22"	"弱"	"Urticaceae(荨麻科)"	"134"	"151"	"长"	"桂德保县"	"0.64"	"绿"	"黄白"	"中"	"MS"	"绿白"	"62.8"	"卵圆"	"--"	"弱"	"9月下旬"	"散生"	"debaobaipizhu"	"44.9"	"较整齐"	"德保白皮苎"	"均匀"	"中"	"179"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00039"	"10月上旬"	"桂林地区农科所"	"1561"	"Boehmeria(苎麻属)"	"12.1"	"桂德保县"	"104.9"	"46.3"	"0.83"														
"23"	"中"	"Urticaceae(荨麻科)"	"135"	"559"	"短"	"桂靖西县"	"0.61"	"绿"	"黄白"	"中"	"MS"	"绿白"	"62.2"	"卵圆"	"--"	"弱"	"9月下旬"	"散生"	"jingxihuangpima"	"54.6"	"较整齐"	"靖西黄皮麻"	"均匀"	"中"	"179"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00040"	"10月上旬"	"桂林地区农科所"	"1579"	"Boehmeria(苎麻属)"	"11.4"	"桂靖西县"	"103.0"	"52.2"	"0.85"														
"24"	"弱"	"Urticaceae(荨麻科)"	"133"	"571"	"长"	"桂靖西县"	"0.69"	"绿"	"黄白"	"中"	"I"	"绿白"	"69.7"	"卵圆"	"--"	"中"	"9月下旬"	"散生"	"jingxiqingma"	"36.0"	"较整齐"	"靖西青麻"	"均匀"	"弱"	"179"	"多"	"广西"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00041"	"10月上旬"	"桂林地区农科所"	"1720"	"Boehmeria(苎麻属)"	"9.8"	"桂靖西县"	"113.2"	"43.1"	"0.79"														
"25"	"强"	"Urticaceae(荨麻科)"	"201"	"290"	"长"	"滇昆明市"	"0.77"	"绿"	"黄绿"	"浅"	"MR"	"绿白"	"45.0"	"卵圆"	"--"	"强"	"8月中旬"	"串生"	"kunmingzhuma"	"27.7"	"较整齐"	"昆明苎麻"	"较均匀"	"中"	"174"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00042"	"9月上旬"	"贵州省麻科所"	"2557"	"Boehmeria(苎麻属)"	"9.0"	"滇昆明市"	"128.0"	"51.9"	"0.76"														
"26"	"中"	"Urticaceae(荨麻科)"	"202"	"291"	"短"	"滇昆明市"	"0.75"	"绿"	"淡红"	"中"	"R"	"绿白"	"110.0"	"卵圆"	"--"	"强"	"8月中旬"	"散生"	"longtouzhuma"	"31.2"	"整齐"	"龙头苎麻"	"均匀"	"弱"	"186"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00043"	"9月上旬"	"贵州省麻科所"	"1788"	"Boehmeria(苎麻属)"	"9.1"	"滇昆明市"	"145.0"	"67.3"	"0.89"														
"27"	"中"	"Urticaceae(荨麻科)"	"203"	"269"	"短"	"滇昆明市"	"0.40"	"绿"	"淡红"	"浅"	"MR"	"黄白"	"60.0"	"卵圆"	"--"	"中"	"8月中旬"	"串生"	"shuiqingzhuma"	"28.3"	"整齐"	"水菁苎麻"	"不均匀"	"中"	"194"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00044"	"9月中旬"	"贵州省麻科所"	"1745"	"Boehmeria(苎麻属)"	"11.0"	"滇昆明市"	"145.0"	"72.0"	"0.82"														
"28"	"弱"	"Urticaceae(荨麻科)"	"204"	"--"	"长"	"滇昭通县"	"0.47"	"绿"	"黄绿"	"浅"	"MS"	"绿白"	"55.0"	"心形"	"--"	"中"	"8月下旬"	"串生"	"tuanshanzhuma"	"34.2"	"整齐"	"团山苎麻"	"较均匀"	"强"	"169"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00045"	"9月中旬"	"贵州省麻科所"	"2039"	"Boehmeria(苎麻属)"	"6.0"	"滇昭通县"	"106.0"	"74.1"	"0.82"														
"29"	"弱"	"Urticaceae(荨麻科)"	"205"	"--"	"长"	"滇昭通县"	"0.43"	"绿"	"红"	"中"	"MS"	"绿白"	"40.0"	"卵圆"	"--"	"弱"	"8月中旬"	"散生"	"dayuanzhuma"	"35.8"	"不整齐"	"大院苎麻"	"较均匀"	"强"	"170"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00046"	"8月下旬"	"贵州省麻科所"	"1899"	"Boehmeria(苎麻属)"	"8.3"	"滇昭通县"	"121.0"	"62.4"	"0.83"														
"30"	"弱"	"Urticaceae(荨麻科)"	"206"	"323"	"长"	"滇永善县"	"0.52"	"深绿"	"淡红"	"浅"	"MS"	"绿白"	"30.0"	"近圆"	"--"	"强"	"8月中旬"	"串生"	"yongshanzhuma"	"39.9"	"不整齐"	"永善苎麻"	"较均匀"	"强"	"165"	"多"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00047"	"9月上旬"	"贵州省麻科所"	"1794"	"Boehmeria(苎麻属)"	"8.6"	"滇永善县"	"130.0"	"53.7"	"0.70"														
"31"	"中"	"Urticaceae(荨麻科)"	"213"	"325"	"短"	"滇镇雄县"	"0.43"	"绿"	"淡红"	"浅"	"MS"	"绿白"	"70.0"	"卵圆"	"--"	"强"	"8月下旬"	"串生"	"xiongzhuma1hao"	"37.9"	"较整齐"	"镇雄苎麻1号"	"较均匀"	"强"	"171"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00054"	"9月中旬"	"贵州省麻科所"	"1653"	"Boehmeria(苎麻属)"	"7.6"	"滇镇雄县"	"113.0"	"60.9"	"0.78"														
"32"	"弱"	"Urticaceae(荨麻科)"	"214"	"322"	"长"	"滇镇雄县"	"0.77"	"绿"	"红"	"浅"	"MS"	"绿白"	"40.0"	"卵圆"	"--"	"弱"	"8月中旬"	"串生"	"xiongzhuma2hao"	"30.0"	"不整齐"	"镇雄苎麻2号"	"较均匀"	"强"	"165"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00055"	"8月下旬"	"贵州省麻科所"	"2213"	"Boehmeria(苎麻属)"	"8.6"	"滇镇雄县"	"119.0"	"44.9"	"0.79"														
"33"	"弱"	"Urticaceae(荨麻科)"	"215"	"1059"	"长"	"滇镇雄县"	"0.58"	"绿"	"红"	"浅"	"MR"	"绿白"	"40.0"	"卵圆"	"--"	"弱"	"8月中旬"	"串生"	"xiongzhuma3hao"	"29.9"	"不整齐"	"镇雄苎麻3号"	"较均匀"	"强"	"166"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00056"	"8月下旬"	"贵州省麻科所"	"2410"	"Boehmeria(苎麻属)"	"9.0"	"滇镇雄县"	"104.0"	"45.5"	"0.76"														
"34"	"弱"	"Urticaceae(荨麻科)"	"216"	"--"	"长"	"滇镇雄县"	"0.55"	"绿"	"红"	"中"	"MR"	"绿白"	"30.0"	"尖椭"	"--"	"弱"	"8月中旬"	"散生"	"xiongzhuma4hao"	"37.9"	"较整齐"	"镇雄苎麻4号"	"不均匀"	"强"	"174"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00057"	"8月下旬"	"贵州省麻科所"	"1136"	"Boehmeria(苎麻属)"	"3.0"	"滇镇雄县"	"103.0"	"35.7"	"0.79"														
"35"	"强"	"Urticaceae(荨麻科)"	"217"	"--"	"长"	"滇镇雄县"	"0.45"	"深绿"	"淡红"	"中"	"R"	"绿白"	"60.0"	"近圆"	"--"	"中"	"8月中旬"	"散生"	"xiongzhuma5hao"	"29.5"	"较整齐"	"镇雄苎麻5号"	"较均匀"	"强"	"174"	"多"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00058"	"8月下旬"	"贵州省麻科所"	"2421"	"Boehmeria(苎麻属)"	"8.3"	"滇镇雄县"	"99.0"	"62.2"	"0.80"														
"36"	"强"	"Urticaceae(荨麻科)"	"218"	"--"	"长"	"滇巧家县"	"0.38"	"浅绿"	"红"	"浅"	"MR"	"绿白"	"55.0"	"卵圆"	"--"	"弱"	"8月下旬"	"串生"	"qiaojiazhuma1hao"	"35.1"	"整齐"	"巧家苎麻1号"	"较均匀"	"弱"	"172"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00059"	"9月中旬"	"贵州省麻科所"	"2171"	"Boehmeria(苎麻属)"	"6.4"	"滇巧家县"	"110.0"	"49.1"	"0.81"														
"37"	"弱"	"Urticaceae(荨麻科)"	"219"	"--"	"短"	"滇巧家县"	"0.45"	"绿"	"淡红"	"浅"	"MS"	"绿白"	"28.0"	"近圆"	"--"	"弱"	"8月中旬"	"串生"	"qiaojiazhuma2hao"	"32.6"	"不整齐"	"巧家苎麻2号"	"较均匀"	"强"	"174"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00060"	"8月下旬"	"贵州省麻科所"	"2401"	"Boehmeria(苎麻属)"	"7.8"	"滇巧家县"	"109.0"	"58.5"	"0.77"														
"38"	"弱"	"Urticaceae(荨麻科)"	"224"	"--"	"长"	"滇普洱县"	"0.30"	"绿"	"黄白"	"浅"	"MR"	"绿白"	"91.0"	"卵圆"	"--"	"中"	"8月下旬"	"串生"	"nanpingzhuma1hao"	"24.8"	"不整齐"	"南坪苎麻1号"	"不均匀"	"强"	"172"	"多"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00065"	"9月中旬"	"贵州省麻科所"	"2080"	"Boehmeria(苎麻属)"	"8.6"	"滇普洱县"	"102.0"	"58.1"	"0.76"														
"39"	"弱"	"Urticaceae(荨麻科)"	"225"	"--"	"长"	"滇普洱县"	"0.70"	"绿"	"淡红"	"浅"	"MR"	"白绿"	"42.0"	"卵圆"	"--"	"中"	"8月下旬"	"串生"	"nanpingzhuma2hao"	"22.3"	"较整齐"	"南坪苎麻2号"	"不均匀"	"强"	"165"	"多"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00066"	"9月中旬"	"贵州省麻科所"	"2328"	"Boehmeria(苎麻属)"	"9.3"	"滇普洱县"	"108.0"	"49.6"	"0.73"														
"40"	"强"	"Urticaceae(荨麻科)"	"226"	"446"	"长"	"滇普洱县"	"0.52"	"绿"	"深红"	"浅"	"R"	"绿白"	"72.0"	"椭圆"	"--"	"强"	"8月中旬"	"串生"	"nanpingzhuma3hao"	"26.1"	"整齐"	"南坪苎麻3号"	"较均匀"	"强"	"173"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00067"	"9月下旬"	"贵州省麻科所"	"2328"	"Boehmeria(苎麻属)"	"8.6"	"滇普洱县"	"116.0"	"63.4"	"0.83"														
"41"	"弱"	"Urticaceae(荨麻科)"	"228"	"362"	"长"	"滇景谷县"	"0.45"	"绿"	"淡红"	"浅"	"MS"	"绿白"	"34.0"	"卵圆"	"--"	"强"	"8月中旬"	"串生"	"fengshanzhuma1hao"	"24.1"	"较整齐"	"凤山苎麻1号"	"不均匀"	"强"	"165"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00069"	"8月下旬"	"贵州省麻科所"	"2725"	"Boehmeria(苎麻属)"	"7.3"	"滇景谷县"	"111.0"	"60.5"	"0.82"														
"42"	"强"	"Urticaceae(荨麻科)"	"229"	"305"	"长"	"滇景谷县"	"0.67"	"深绿"	"红"	"浅"	"MS"	"绿白"	"62.0"	"椭圆"	"--"	"强"	"8月下旬"	"串生"	"fengshanzhuma2hao"	"28.0"	"较整齐"	"凤山苎麻2号"	"较均匀"	"弱"	"165"	"多"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00070"	"9月中旬"	"贵州省麻科所"	"2121"	"Boehmeria(苎麻属)"	"8.8"	"滇景谷县"	"130.0"	"58.3"	"0.86"														
"43"	"强"	"Urticaceae(荨麻科)"	"231"	"--"	"长"	"滇腾冲县"	"0.55"	"绿"	"红"	"中"	"MS"	"绿白"	"80.0"	"卵圆"	"--"	"强"	"8月中旬"	"散生"	"tengchongzhuma1hao"	"40.5"	"较整齐"	"腾冲苎麻1号"	"较均匀"	"强"	"173"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00072"	"9月上旬"	"贵州省麻科所"	"1532"	"Boehmeria(苎麻属)"	"8.7"	"滇腾冲县"	"135.0"	"68.8"	"0.99"														
"44"	"强"	"Urticaceae(荨麻科)"	"232"	"1060"	"短"	"滇腾冲县"	"0.80"	"绿"	"红"	"中"	"MR"	"绿白"	"121.0"	"椭圆"	"--"	"中"	"8月下旬"	"散生"	"tengchongzhuma2hao"	"38.7"	"较整齐"	"腾冲苎麻2号"	"较均匀"	"强"	"173"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00073"	"9月中旬"	"贵州省麻科所"	"1517"	"Boehmeria(苎麻属)"	"11.8"	"滇腾冲县"	"131.0"	"68.4"	"1.01"														
"45"	"强"	"Urticaceae(荨麻科)"	"233"	"1061"	"短"	"滇腾冲县"	"0.72"	"绿"	"红"	"中"	"R"	"绿白"	"55.0"	"尖椭"	"--"	"中"	"8月下旬"	"散生"	"tengchongzhuma3hao"	"43.4"	"较整齐"	"腾冲苎麻3号"	"均匀"	"弱"	"175"	"少"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00074"	"9月中旬"	"贵州省麻科所"	"1427"	"Boehmeria(苎麻属)"	"11.7"	"滇腾冲县"	"77.0"	"46.7"	"0.55"														
"46"	"弱"	"Urticaceae(荨麻科)"	"236"	"--"	"长"	"滇西畴县"	"0.57"	"浅绿"	"红"	"浅"	"S"	"绿白"	"40.0"	"卵圆"	"--"	"弱"	"8月下旬"	"串生"	"xisazhuma1hao"	"34.3"	"不整齐"	"西洒苎麻1号"	"较均匀"	"强"	"171"	"多"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00077"	"9月上旬"	"贵州省麻科所"	"1221"	"Boehmeria(苎麻属)"	"7.0"	"滇西畴县"	"84.0"	"32.8"	"0.64"														
"47"	"中"	"Urticaceae(荨麻科)"	"237"	"318"	"长"	"滇西畴县"	"0.67"	"绿"	"淡红"	"浅"	"MS"	"绿白"	"60.0"	"卵圆"	"--"	"中"	"8月中旬"	"串生"	"xisazhuma2hao"	"30.5"	"较整齐"	"西洒苎麻2号"	"较均匀"	"强"	"165"	"多"	"云南"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00078"	"9月上旬"	"贵州省麻科所"	"1609"	"Boehmeria(苎麻属)"	"7.4"	"滇西畴县"	"125.0"	"61.5"	"0.83"														
"48"	"中"	"Urticaceae(荨麻科)"	"157"	"157"	"短"	"闽大田县"	"0.61"	"深绿"	"深红"	"中"	"MR"	"黄白"	"50.0"	"卵圆"	"--"	"强"	"9月上旬"	"散生"	"datianzhuma"	"45.7"	"整齐"	"大田苎麻"	"均匀"	"中"	"174"	"少"	"福建"	"Boehmeria nivea (L.) Gaud(苎麻)"	"ZZM00104"	"9月中旬"	"中国农科院麻类所"	"1793"	"Boehmeria(苎麻属)"	"12.5"	"闽大田县"	"95.0"	"54.4"	"0.67"														
