"id"	"成熟期"	"主花序长度"	"科名"	"花序色"	"保存编号"	"品种名称"	"原产地"	"叶色"	"千粒重"	"类别"	"省"	"粒色"	"来源地"	"花序性"	"样品类型"	"系谱"	"播种期"	"学名"	"统一编号"	"保存单位"	"其它"	"属名"	"茎色"	"株高"
"1"	"8.08"	"74.3"	"Amaranthaceae(苋科)"	"绿"	"01"	"R104"	"墨西哥"	"绿"	"0.77"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.29"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000001"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"200.7"
"2"	"8.06"	"86.3"	"Amaranthaceae(苋科)"	"红"	"02"	"K112"	"墨西哥"	"绿"	"0.69"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.29"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000002"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"237.8"
"3"	"10.22"	"--"	"Amaranthaceae(苋科)"	"绿"	"03"	"NO1"	"墨西哥"	"绿"	"1.05"	"--"	"国外"	"白"	"--"	"松散"	"国外"	"A.hypochondriacus L.(千穗谷)"	"4.29"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000003"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"172.3"
"4"	"10.22"	"--"	"Amaranthaceae(苋科)"	"绿"	"04"	"NO2"	"墨西哥"	"绿"	"0.99"	"--"	"国外"	"白黄"	"--"	"松散"	"国外"	"A.hypochondriacus L.(千穗谷)"	"4.29"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000004"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"180.0"
"5"	"8.14"	"69.9"	"Amaranthaceae(苋科)"	"红"	"05"	"NO3"	"巴基斯坦"	"绿"	"0.60"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"4.29"	"Amaranthus paniculatus L.(繁穗苋)×绿穗苋"	"XY000005"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"170.2"
"6"	"9.12"	"80.3"	"Amaranthaceae(苋科)"	"粉"	"06"	"K574"	"美国"	"绿"	"0.67"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"HG 674/尾 Cusco"	"4.29"	"--"	"XY000006"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"187.6"
"7"	"7.25"	"65.3"	"Amaranthaceae(苋科)"	"粉红"	"07"	"K283"	"美国"	"绿"	"0.73"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"红/红"	"4.29"	"--"	"XY000007"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"143.0"
"8"	"9.08"	"100.0"	"Amaranthaceae(苋科)"	"绿"	"08"	"K266"	"美国"	"绿"	"0.65"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000008"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"263.3"
"9"	"9.19"	"126.0"	"Amaranthaceae(苋科)"	"绿"	"09"	"K436-18"	"美国"	"绿"	"0.51"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000009"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"272.4"
"10"	"9.19"	"116.0"	"Amaranthaceae(苋科)"	"红"	"10"	"K468"	"美国"	"绿"	"0.61"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"红/千 chapingo"	"4.29"	"--"	"XY000010"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"218.1"
"11"	"8.31"	"79.8"	"Amaranthaceae(苋科)"	"红"	"11"	"K112嵌"	"美国"	"绿"	"0.79"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"K112/R104"	"4.29"	"--"	"XY000011"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"246.2"
"12"	"8.29"	"84.9"	"Amaranthaceae(苋科)"	"绿"	"12"	"K409"	"美国"	"绿"	"0.70"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"红1011/尾cajamrca"	"4.29"	"--"	"XY000012"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"227.1"
"13"	"8.30"	"96.8"	"Amaranthaceae(苋科)"	"红"	"13"	"K358"	"美国"	"绿"	"0.73"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000013"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"241.3"
"14"	"8.06"	"50.0"	"Amaranthaceae(苋科)"	"绿"	"14"	"K432"	"美国"	"绿"	"0.66"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"千/HG386"	"4.29"	"--"	"XY000014"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"98.7"
"15"	"9.13"	"97.6"	"Amaranthaceae(苋科)"	"绿"	"15"	"K472"	"美国"	"绿"	"0.70"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"红1011/尾cajamaca"	"4.29"	"--"	"XY000015"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"275.7"
"16"	"8.28"	"105.4"	"Amaranthaceae(苋科)"	"红"	"16"	"K436"	"美国"	"绿"	"0.71"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"K283选系"	"4.29"	"--"	"XY000016"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"245.8"
"17"	"8.07"	"78.8"	"Amaranthaceae(苋科)"	"绿"	"17"	"K476"	"美国"	"绿"	"0.66"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"红649//红1012/1035"	"4.29"	"--"	"XY000017"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"192.6"
"18"	"8.13"	"85.3"	"Amaranthaceae(苋科)"	"橙"	"18"	"K459"	"美国"	"绿"	"0.67"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"红/绿"	"4.29"	"--"	"XY000018"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"204.1"
"19"	"8.08"	"80.1"	"Amaranthaceae(苋科)"	"绿"	"19"	"K350"	"美国"	"绿"	"0.79"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"红//红/红"	"4.29"	"--"	"XY000019"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"219.0"
"20"	"9.25"	"144.0"	"Amaranthaceae(苋科)"	"红"	"20"	"K534"	"美国"	"绿"	"0.44"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"红1035/千chapingo"	"4.29"	"--"	"XY000020"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"347.0"
"21"	"10.22"	"140.8"	"Amaranthaceae(苋科)"	"红"	"21"	"K530"	"美国"	"绿"	"0.46"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"HG1044/千382"	"4.29"	"--"	"XY000021"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"364.3"
"22"	"10.05"	"88.0"	"Amaranthaceae(苋科)"	"绿"	"22"	"K228"	"美国"	"绿"	"0.62"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000022"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"222.0"
"23"	"9.03"	"85.4"	"Amaranthaceae(苋科)"	"红"	"23"	"R104嵌"	"美国"	"绿"	"0.68"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"R104/K112"	"4.29"	"--"	"XY000023"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"200.9"
"24"	"8.13"	"83.7"	"Amaranthaceae(苋科)"	"绿"	"24"	"R159"	"美国"	"绿"	"0.73"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"4.29"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000024"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"210.5"
"25"	"8.18"	"71.3"	"Amaranthaceae(苋科)"	"粉红"	"25"	"R158"	"美国"	"绿"	"0.79"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"红/红"	"4.29"	"--"	"XY000025"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"211.4"
"26"	"9.01"	"86.1"	"Amaranthaceae(苋科)"	"绿"	"26"	"R104变"	"美国"	"绿"	"0.74"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000026"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"195.9"
"27"	"8.30"	"77.5"	"Amaranthaceae(苋科)"	"绿"	"27"	"R1011"	"美国"	"绿"	"0.74"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000027"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"212.6"
"28"	"9.13"	"--"	"Amaranthaceae(苋科)"	"绿"	"28"	"R103"	"美国"	"绿"	"0.86"	"--"	"国外"	"白"	"--"	"松散"	"国外"	"A.hypochondriacus L.(千穗谷)"	"4.29"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000028"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"185.0"
"29"	"8.02"	"79.2"	"Amaranthaceae(苋科)"	"红"	"29"	"D70-1"	"美国"	"绿"	"0.72"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"千1023/千541//千sonora/红"	"4.29"	"--"	"XY000029"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"160.9"
"30"	"0.00"	"41.9"	"Amaranthaceae(苋科)"	"黄"	"30"	"D88-1"	"美国"	"绿"	"0.76"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"HG674/尾112///红//红1027/HG"	"4.29"	"--"	"XY000030"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"137.6"
"31"	"8.24"	"83.3"	"Amaranthaceae(苋科)"	"绿"	"31"	"D24-1-A"	"美国"	"绿"	"0.75"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"千1024/红27//千kulu"	"4.29"	"--"	"XY000031"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"165.5"
"32"	"9.23"	"139.0"	"Amaranthaceae(苋科)"	"粉绿"	"32"	"NO3变"	"美国"	"绿"	"0.65"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000032"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"412.7"
"33"	"10.22"	"139.0"	"Amaranthaceae(苋科)"	"黄"	"33"	"86-1036"	"美国"	"绿"	"--"	"--"	"国外"	"白"	"--"	"下垂"	"国外"	"A.caudatus L.(尾穗苋)"	"4.29"	"Amaranthus caudalus L.(尾穗苋)"	"XY000033"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"412.7"
"34"	"9.25"	"94.4"	"Amaranthaceae(苋科)"	"绿"	"34"	"坦桑尼亚"	"坦桑尼亚"	"绿"	"0.45"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000034"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"276.2"
"35"	"9.20"	"140.3"	"Amaranthaceae(苋科)"	"紫"	"35"	"芬兰苋"	"芬兰"	"绿"	"0.48"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000035"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"322.7"
"36"	"7.24"	"82.0"	"Amaranthaceae(苋科)"	"绿"	"36"	"捷克苋"	"捷克"	"绿"	"0.64"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000036"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"154.3"
"37"	"9.03"	"74.0"	"Amaranthaceae(苋科)"	"紫粉"	"37"	"苏尤"	"苏联"	"绿"	"0.57"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000037"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"153.0"
"38"	"9.03"	"52.5"	"Amaranthaceae(苋科)"	"黄绿"	"38"	"苏哈"	"苏联"	"绿"	"0.49"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000038"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"197.0"
"39"	"10.22"	"--"	"Amaranthaceae(苋科)"	"粉"	"39"	"日本马尾苋"	"日本"	"绿"	"--"	"--"	"国外"	"粉白"	"--"	"下垂"	"国外"	"--"	"4.29"	"--"	"XY000039"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"--"
"40"	"9.24"	"83.5"	"Amaranthaceae(苋科)"	"红"	"40"	"K343"	"美国"	"绿"	"0.66"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"--"	"4.29"	"--"	"XY000040"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"217.5"
"41"	"9.12"	"75.0"	"Amaranthaceae(苋科)"	"紫红"	"41"	"K375"	"美国"	"绿"	"0.78"	"--"	"国外"	"白"	"--"	"--"	"国外"	"--"	"4.29"	"--"	"XY000041"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"261.7"
"42"	"9.03"	"64.8"	"Amaranthaceae(苋科)"	"绿"	"42"	"K209"	"美国"	"绿"	"0.78"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"--"	"4.23"	"--"	"XY000042"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"203.5"
"43"	"9.25"	"86.0"	"Amaranthaceae(苋科)"	"绿"	"43"	"K415"	"美国"	"绿"	"0.75"	"--"	"国外"	"黄"	"--"	"直立"	"国外"	"--"	"4.23"	"--"	"XY000043"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"212.0"
"44"	"9.03"	"68.0"	"Amaranthaceae(苋科)"	"粉红"	"44"	"K463"	"墨西哥"	"绿"	"0.67"	"--"	"国外"	"黄"	"--"	"直立"	"国外"	"M1024×F27"	"4.23"	"--"	"XY000044"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"红"	"162.5"
"45"	"8.06"	"65.3"	"Amaranthaceae(苋科)"	"粉"	"45"	"K283"	"墨西哥"	"绿"	"0.73"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"M1012×F1035"	"4.23"	"--"	"XY000045"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"143.0"
"46"	"9.22"	"61.3"	"Amaranthaceae(苋科)"	"绿黄"	"46"	"NO1早"	"拉美"	"绿"	"0.79"	"--"	"国外"	"白"	"--"	"松散"	"国外"	"A.hypochondriacus L.(千穗谷)"	"4.23"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000046"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"244.0"
"47"	"8.30"	"91.6"	"Amaranthaceae(苋科)"	"金黄"	"47"	"M7"	"墨西哥"	"绿"	"0.75"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.23"	"Amaranthus paniculatus L.(繁穗苋)"	"XY000047"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"284.6"
"48"	"9.24"	"55.0"	"Amaranthaceae(苋科)"	"绿"	"48"	"M5"	"墨西哥"	"绿"	"0.69"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.23"	"Amaranthus paniculatus L.(繁穗苋)"	"XY000048"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"233.0"
"49"	"9.22"	"104.6"	"Amaranthaceae(苋科)"	"绿"	"56"	"M3"	"墨西哥"	"绿"	"0.75"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000049"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"138.0"
"50"	"10.05"	"53.8"	"Amaranthaceae(苋科)"	"绿"	"57"	"M4"	"墨西哥"	"绿"	"0.66"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000050"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"135.0"
"51"	"10.05"	"116.0"	"Amaranthaceae(苋科)"	"绿"	"58"	"M4变"	"墨西哥"	"绿"	"0.69"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000051"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"156.0"
"52"	"9.01"	"57.4"	"Amaranthaceae(苋科)"	"粉红"	"59"	"K463"	"美国"	"绿"	"0.70"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000052"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"117.0"
"53"	"9.22"	"99.4"	"Amaranthaceae(苋科)"	"褐红"	"60"	"K424"	"美国"	"绿"	"0.63"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000053"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"128.0"
"54"	"9.18"	"105.5"	"Amaranthaceae(苋科)"	"粉红"	"61"	"A55-1"	"--"	"绿"	"0.57"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000054"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"138.0"
"55"	"10.05"	"73.8"	"Amaranthaceae(苋科)"	"深粉"	"62"	"NO2变"	"美国"	"绿"	"0.79"	"--"	"国外"	"黄"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000055"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"156.0"
"56"	"10.05"	"--"	"Amaranthaceae(苋科)"	"绿"	"63"	"J2"	"日本"	"绿"	"0.54"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000056"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"156.0"
"57"	"10.05"	"--"	"Amaranthaceae(苋科)"	"紫"	"64"	"J4"	"日本"	"绿"	"0.55"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000057"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"161.0"
"58"	"10.05"	"--"	"Amaranthaceae(苋科)"	"紫"	"65"	"J16"	"日本"	"绿"	"0.62"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"5.07"	"--"	"XY000058"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"161.0"
"59"	"10.05"	"--"	"Amaranthaceae(苋科)"	"紫"	"66"	"J18"	"日本"	"绿"	"0.51"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"5.07"	"--"	"XY000059"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"161.0"
"60"	"10.05"	"--"	"Amaranthaceae(苋科)"	"绿粉"	"67"	"J15"	"日本"	"绿"	"0.48"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"5.07"	"--"	"XY000060"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"161.0"
"61"	"9.18"	"63.8"	"Amaranthaceae(苋科)"	"紫"	"68"	"J13"	"日本"	"绿"	"0.51"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"5.07"	"--"	"XY000061"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"134.0"
"62"	"9.02"	"65.0"	"Amaranthaceae(苋科)"	"绿"	"69"	"J19"	"日本"	"绿"	"0.70"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"5.07"	"--"	"XY000062"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"118.0"
"63"	"9.22"	"82.0"	"Amaranthaceae(苋科)"	"绿粉"	"70"	"J589193"	"日本"	"绿"	"0.67"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000063"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"138.0"
"64"	"10.05"	"96.5"	"Amaranthaceae(苋科)"	"绿"	"71"	"J173041"	"日本"	"绿"	"0.43"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000064"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"161.0"
"65"	"10.05"	"--"	"Amaranthaceae(苋科)"	"粉红"	"72"	"J1255"	"日本"	"绿"	"0.56"	"--"	"国外"	"白"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000065"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"161.0"
"66"	"9.16"	"70.3"	"Amaranthaceae(苋科)"	"黄绿"	"73"	"J21311"	"日本"	"绿"	"0.68"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000066"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"132.0"
"67"	"10.05"	"--"	"Amaranthaceae(苋科)"	"粉红"	"74"	"J8353"	"日本"	"绿"	"0.69"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"5.07"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000067"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"161.0"
"68"	"10.05"	"--"	"Amaranthaceae(苋科)"	"绿"	"75"	"J7276"	"日本"	"绿"	"0.68"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.hybridus L.(绿穗苋)"	"5.07"	"Amaranthus paniculatus L.(繁穗苋)"	"XY000068"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"161.0"
"69"	"10.05"	"--"	"Amaranthaceae(苋科)"	"绿"	"76"	"J183043"	"日本"	"绿"	"0.64"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000069"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"161.0"
"70"	"9.12"	"75.2"	"Amaranthaceae(苋科)"	"黄绿"	"77"	"J11410"	"日本"	"绿"	"0.42"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.hypochondriacus L.(千穗谷)"	"5.07"	"Amaranthus hypochondriacus L.(千穗谷)"	"XY000070"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"231.8"
"71"	"10.05"	"--"	"Amaranthaceae(苋科)"	"粉红"	"78"	"Acau"	"--"	"绿"	"0.69"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.caudatus L.(尾穗苋)"	"5.07"	"Amaranthus caudalus L.(尾穗苋)"	"XY000071"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"167.0"
"72"	"10.05"	"--"	"Amaranthaceae(苋科)"	"紫"	"79"	"J5255"	"日本"	"绿"	"0.59"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"5.07"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000072"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"300.0"
"73"	"9.22"	"88.7"	"Amaranthaceae(苋科)"	"紫红"	"80"	"J307462"	"日本"	"绿"	"0.74"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"--"	"5.07"	"--"	"XY000073"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"255.0"
"74"	"10.05"	"--"	"Amaranthaceae(苋科)"	"绿"	"81"	"J437188"	"日本"	"绿"	"0.83"	"--"	"国外"	"白黄"	"--"	"直立"	"国外"	"--"	"5.07"	"--"	"XY000074"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"168.5"
"75"	"10.05"	"--"	"Amaranthaceae(苋科)"	"绿"	"82"	"SP276黑"	"--"	"绿"	"0.73"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"--"	"5.07"	"--"	"XY000075"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"289.0"
"76"	"8.19"	"30.0"	"Amaranthaceae(苋科)"	"绿"	"87"	"Au002"	"美国"	"绿"	"0.51"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.australis"	"4.28"	"Amaranthus australis L."	"XY000076"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"218.0"
"77"	"8.19"	"46.0"	"Amaranthaceae(苋科)"	"绿"	"88"	"Cn001"	"美国"	"绿"	"0.35"	"--"	"国外"	"黑"	"--"	"直立"	"国外"	"A.cannabinus"	"4.28"	"Amaranthus cannabinus L."	"XY000077"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"203.0"
"78"	"8.29"	"37.0"	"Amaranthaceae(苋科)"	"黄"	"89"	"Cr001"	"尼日利亚"	"绿"	"0.39"	"--"	"国外"	"褐"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000078"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"239.0"
"79"	"8.16"	"45.0"	"Amaranthaceae(苋科)"	"黄"	"90"	"Cr002"	"坦桑尼亚"	"绿"	"0.47"	"--"	"国外"	"褐黑"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000079"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"224.0"
"80"	"8.27"	"44.0"	"Amaranthaceae(苋科)"	"黄"	"91"	"Cr004"	"贝宁"	"绿"	"0.44"	"--"	"国外"	"褐黑"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000080"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"193.0"
"81"	"8.11"	"47.0"	"Amaranthaceae(苋科)"	"黄"	"92"	"Cr010"	"--"	"绿"	"0.60"	"--"	"国外"	"黄"	"--"	"直立"	"国外"	"A.cruentus L.(红苋)"	"4.28"	"Amaranthus paniculatus L.(繁穗苋)×红苋"	"XY000081"	"中国农科院作物所"	"--"	"Amaranthus(苋属)"	"绿"	"184.0"
