"id"	"含油量"	"蛋氨酸"	"科名"	"品种名称"	"谷氨酸"	"种子来源"	"棕榈酸"	"精氨酸"	"丙氨酸"	"单株生产率"	"酪氨酸"	"抗根结线虫"	"单位编号"	"类型"	"硬脂酸"	"组氨酸"	"属名"	"保存单位"	"山芋酸"	"亚油酸"	"苏氨酸"	"统一编号"	"抗叶黑斑"	"学名"	"选育方法"	"苯丙氨酸"	"胱氨酸"	"蛋白质含量"	"天冬氨酸"	"油酸"	"亮氨酸"	"库编号"	"株型"	"生育期"	"花生酸"	"省"	"百果重"	"抗青枯"	"甘氨酸"	"缬氨酸"	"色氨酸"	"抗叶褐斑"	"脯氨酸"	"百仁重"	"分枝型"	"抗旱"	"赖氨酸"	"出仁率"	"抗涝"	"丝氨酸"	"开花习性"	"译名"	"花生烯酸"	"病毒病"	"抗锈病"	"异亮氨酸"	"主茎高"
"3089"	"50.29"	"--"	"Leguminosae(豆科)"	"77/6-17(1)"	"--"	"平度县"	"10.84"	"--"	"--"	"25.2"	"--"	"HS"	"B037"	"珍珠豆型"	"3.93"	"--"	"Arachis(落花生属)"	"山东省花生所"	"3.07"	"39.40"	"--"	"Zh.h1653"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"31.14"	"--"	"38.26"	"--"	"I4A01161"	"直立"	"131"	"2.15"	"山东"	"187.0"	"--"	"--"	"--"	"--"	"HS"	"--"	"68.0"	"疏枝"	"--"	"--"	"75.80"	"--"	"--"	"连续"	"77/6-17(1)"	"0.85"	"--"	"S"	"--"	"30.80"
"3090"	"51.58"	"--"	"Leguminosae(豆科)"	"77/30"	"--"	"山东花生所"	"10.95"	"--"	"--"	"25.5"	"--"	"HS"	"B038"	"珍珠豆型"	"3.18"	"--"	"Arachis(落花生属)"	"山东省花生所"	"2.68"	"39.97"	"--"	"Zh.h1654"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.77"	"--"	"38.80"	"--"	"I4A01162"	"直立"	"143"	"1.91"	"山东"	"161.0"	"--"	"--"	"--"	"--"	"HS"	"--"	"63.0"	"疏枝"	"--"	"--"	"74.00"	"--"	"--"	"连续"	"77/30"	"1.04"	"--"	"S"	"--"	"29.50"
"3091"	"51.41"	"--"	"Leguminosae(豆科)"	"黄花一号"	"--"	"青岛市"	"11.10"	"--"	"--"	"21.1"	"--"	"HS"	"B039"	"珍珠豆型"	"5.04"	"--"	"Arachis(落花生属)"	"山东省花生所"	"3.06"	"37.24"	"--"	"Zh.h1655"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"29.09"	"--"	"38.98"	"--"	"I4A01163"	"直立"	"131"	"2.43"	"山东"	"225.0"	"--"	"--"	"--"	"--"	"HS"	"--"	"90.6"	"疏枝"	"--"	"--"	"76.00"	"--"	"--"	"连续"	"HUANG HUA YI HAO"	"0.82"	"--"	"HS"	"--"	"29.20"
"3092"	"52.38"	"--"	"Leguminosae(豆科)"	"82-72"	"--"	"山西省经作所"	"10.59"	"--"	"--"	"33.7"	"--"	"HS"	"B037"	"珍珠豆型"	"2.51"	"--"	"Arachis(落花生属)"	"山西省经作所"	"2.34"	"45.04"	"--"	"Zh.h1680"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"25.31"	"--"	"36.91"	"--"	"I4A02770"	"直立"	"143"	"2.31"	"山西"	"180.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"83.2"	"疏枝"	"--"	"--"	"73.10"	"--"	"--"	"连续"	"82-72"	"0.97"	"--"	"S"	"--"	"28.10"
"3093"	"51.86"	"--"	"Leguminosae(豆科)"	"大粒伏"	"--"	"--"	"10.54"	"--"	"--"	"--"	"--"	"HS"	"B001"	"珍珠豆型"	"2.57"	"--"	"Arachis(落花生属)"	"河南省农科院"	"2.64"	"34.93"	"--"	"Zh.h1682"	"HS"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"29.45"	"--"	"45.77"	"--"	"I4A02187"	"直立"	"120"	"1.86"	"河南"	"169.0"	"MS"	"--"	"--"	"--"	"MR"	"--"	"76.5"	"疏枝"	"--"	"--"	"76.80"	"--"	"--"	"连续"	"DA LI FU"	"1.68"	"MS"	"S"	"--"	"--"
"3094"	"51.26"	"--"	"Leguminosae(豆科)"	"小罗汉(2)"	"--"	"南充农科所"	"11.64"	"--"	"--"	"16.9"	"--"	"HS"	"B1012"	"珍珠豆型"	"3.38"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"1.00"	"36.41"	"--"	"Zh.h1688"	"HR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"30.21"	"--"	"43.95"	"--"	"I4A02377"	"直立"	"120"	"2.60"	"四川"	"129.3"	"HS"	"--"	"--"	"--"	"HR"	"--"	"48.7"	"疏枝"	"--"	"--"	"76.00"	"--"	"--"	"连续"	"XIAO LUO HAN (2)"	"1.01"	"--"	"MR"	"--"	"60.30"
"3095"	"50.00"	"--"	"Leguminosae(豆科)"	"青川小花生(2)"	"--"	"南充农科所"	"11.78"	"--"	"--"	"13.7"	"--"	"HS"	"B1014"	"珍珠豆型"	"4.44"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"1.06"	"35.87"	"--"	"Zh.h1690"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"28.22"	"--"	"43.15"	"--"	"I4A02379"	"直立"	"120"	"2.88"	"四川"	"94.8"	"HS"	"--"	"--"	"--"	"MR"	"--"	"39.1"	"疏枝"	"--"	"--"	"79.50"	"--"	"--"	"连续"	"QING CHUAN XIAO HUA SHENG (2)"	"0.83"	"--"	"S"	"--"	"54.50"
"3096"	"53.02"	"--"	"Leguminosae(豆科)"	"南柒二郎子(7)"	"--"	"南充农科所"	"11.20"	"--"	"--"	"14.8"	"--"	"MS"	"B1018"	"珍珠豆型"	"2.25"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"0.98"	"41.14"	"--"	"Zh.h1694"	"S"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"26.50"	"--"	"41.52"	"--"	"I4A02383"	"直立"	"125"	"2.40"	"四川"	"109.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"45.1"	"疏枝"	"--"	"--"	"77.90"	"--"	"--"	"连续"	"NAN QI ER LANG ZI (7)"	"0.52"	"--"	"S"	"--"	"35.80"
"3097"	"50.82"	"--"	"Leguminosae(豆科)"	"奉节小花生(2)"	"--"	"南充农科所"	"10.76"	"--"	"--"	"22.3"	"--"	"HS"	"B1019"	"珍珠豆型"	"3.77"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"1.07"	"28.80"	"--"	"Zh.h1695"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"24.62"	"--"	"52.23"	"--"	"I4A02384"	"直立"	"135"	"2.04"	"四川"	"154.5"	"HS"	"--"	"--"	"--"	"MR"	"--"	"66.5"	"疏枝"	"--"	"--"	"79.20"	"--"	"--"	"连续"	"FENG JIE XIAO HUA SHENG (2)"	"1.32"	"--"	"S"	"--"	"30.40"
"3098"	"53.16"	"--"	"Leguminosae(豆科)"	"安岳花生(6)-2-1"	"--"	"南充农科所"	"10.14"	"--"	"--"	"14.2"	"--"	"HS"	"B1020"	"珍珠豆型"	"2.81"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"1.21"	"28.55"	"--"	"Zh.h1696"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"25.59"	"--"	"53.83"	"--"	"I4A02385"	"直立"	"130"	"2.06"	"四川"	"143.1"	"HS"	"--"	"--"	"--"	"MR"	"--"	"57.3"	"疏枝"	"--"	"--"	"77.40"	"--"	"--"	"连续"	"AN YUE HUA SHENG (6)-2-1"	"1.39"	"--"	"S"	"--"	"35.30"
"3099"	"50.37"	"--"	"Leguminosae(豆科)"	"安岳花生(7)-1-1"	"--"	"南充农科所"	"11.58"	"--"	"--"	"30.7"	"--"	"HS"	"B1021"	"珍珠豆型"	"3.03"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"1.09"	"39.39"	"--"	"Zh.h1697"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"27.59"	"--"	"41.78"	"--"	"I4A02386"	"直立"	"135"	"2.55"	"四川"	"160.9"	"HS"	"--"	"--"	"--"	"MR"	"--"	"60.5"	"疏枝"	"--"	"--"	"78.50"	"--"	"--"	"连续"	"AN YUE HUA SHENG (7)-1-1"	"0.61"	"--"	"MR"	"--"	"24.70"
"3100"	"51.04"	"--"	"Leguminosae(豆科)"	"安岳花生(7)-2-1"	"--"	"南充农科所"	"10.24"	"--"	"--"	"17.5"	"--"	"HS"	"B1022"	"珍珠豆型"	"3.01"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"1.16"	"28.04"	"--"	"Zh.h1698"	"S"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"26.79"	"--"	"54.17"	"--"	"I4A02387"	"直立"	"135"	"2.10"	"四川"	"155.9"	"HS"	"--"	"--"	"--"	"MR"	"--"	"63.8"	"疏枝"	"--"	"--"	"77.10"	"--"	"--"	"连续"	"AN YUE HUA SHENG (7)-2-1"	"1.28"	"--"	"MR"	"--"	"36.90"
"3101"	"51.96"	"--"	"Leguminosae(豆科)"	"安岳花生(8)-2"	"--"	"南充农科所"	"10.30"	"--"	"--"	"15.7"	"--"	"HS"	"B1024"	"珍珠豆型"	"2.68"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"1.41"	"29.71"	"--"	"Zh.h1700"	"S"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"28.27"	"--"	"51.77"	"--"	"I4A02389"	"直立"	"135"	"2.59"	"四川"	"155.2"	"HS"	"--"	"--"	"--"	"MR"	"--"	"62.7"	"疏枝"	"--"	"--"	"76.40"	"--"	"--"	"连续"	"AN YUE HUA SHENG (8)-2"	"1.54"	"--"	"S"	"--"	"44.40"
"3102"	"48.32"	"--"	"Leguminosae(豆科)"	"安岳花生(8)-3"	"--"	"南充农科所"	"13.03"	"--"	"--"	"20.0"	"--"	"HS"	"B1025"	"珍珠豆型"	"4.41"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"0.96"	"37.73"	"--"	"Zh.h1701"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"27.47"	"--"	"40.35"	"--"	"I4A02390"	"直立"	"135"	"2.55"	"四川"	"150.9"	"HS"	"--"	"--"	"--"	"MR"	"--"	"62.9"	"疏枝"	"--"	"--"	"76.90"	"--"	"--"	"连续"	"AN YUE HUA SHENG (8)-3"	"0.98"	"--"	"S"	"--"	"48.50"
"3103"	"51.58"	"--"	"Leguminosae(豆科)"	"安岳花生(8)-7"	"--"	"南充农科所"	"10.13"	"--"	"--"	"20.0"	"--"	"HS"	"B1026"	"珍珠豆型"	"2.31"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"1.08"	"28.98"	"--"	"Zh.h1702"	"MR"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"26.28"	"--"	"54.20"	"--"	"I4A02391"	"直立"	"135"	"1.97"	"四川"	"145.8"	"HS"	"--"	"--"	"--"	"MR"	"--"	"60.9"	"疏枝"	"--"	"--"	"78.20"	"--"	"--"	"连续"	"AN YUE HUA SHENG (8)-7"	"1.32"	"--"	"S"	"--"	"55.40"
"3104"	"51.80"	"--"	"Leguminosae(豆科)"	"伏德2号"	"--"	"南充农科所"	"11.63"	"--"	"--"	"32.7"	"--"	"HS"	"B1027"	"珍珠豆型"	"3.33"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"1.28"	"35.98"	"--"	"Zh.h1703"	"MR"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.30"	"--"	"44.35"	"--"	"I4A04114"	"直立"	"140"	"2.33"	"四川"	"165.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"74.1"	"疏枝"	"--"	"--"	"76.10"	"--"	"--"	"连续"	"FU DE 2 HAO"	"1.10"	"--"	"S"	"--"	"--"
"3105"	"50.52"	"--"	"Leguminosae(豆科)"	"伏德6号"	"--"	"南充农科所"	"9.48"	"--"	"--"	"24.6"	"--"	"HS"	"B1028"	"珍珠豆型"	"3.10"	"--"	"Arachis(落花生属)"	"四川南充农科所"	"0.88"	"26.34"	"--"	"Zh.h1704"	"MR"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.02"	"--"	"56.41"	"--"	"I4A02392"	"直立"	"130"	"2.35"	"四川"	"218.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"89.5"	"疏枝"	"--"	"--"	"79.40"	"--"	"--"	"连续"	"FU DE 6 HAO"	"1.44"	"--"	"MR"	"--"	"39.30"
"3106"	"56.49"	"--"	"Leguminosae(豆科)"	"徐州68-1"	"--"	"江苏徐州地区农科所"	"10.55"	"--"	"--"	"--"	"--"	"HS"	"E001"	"其它"	"3.26"	"--"	"Arachis(落花生属)"	"江苏省徐州地区农科所"	"2.35"	"41.03"	"--"	"Zh.h1406"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"20.87"	"--"	"38.55"	"--"	"I4A02643"	"直立"	"135"	"2.80"	"江苏"	"185.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"80.0"	"疏枝"	"强"	"--"	"72.00"	"中"	"--"	"连续"	"XU ZHOU 68-1"	"1.45"	"HS"	"HS"	"--"	"--"
"3107"	"53.55"	"--"	"Leguminosae(豆科)"	"徐州68-2"	"--"	"江苏徐州地区农科所"	"11.45"	"--"	"--"	"--"	"--"	"HS"	"E002"	"其它"	"4.19"	"--"	"Arachis(落花生属)"	"江苏省徐州地区农科所"	"2.77"	"37.19"	"--"	"Zh.h1407"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"24.28"	"--"	"41.95"	"--"	"I4A00848"	"直立"	"135"	"1.75"	"江苏"	"180.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"90.0"	"疏枝"	"强"	"--"	"73.00"	"中"	"--"	"连续"	"XU ZHOU 68-2"	"0.71"	"HS"	"HS"	"--"	"--"
"3108"	"46.46"	"--"	"Leguminosae(豆科)"	"徐州68-3"	"--"	"江苏徐州地区农科所"	"11.64"	"--"	"--"	"--"	"--"	"HS"	"E003"	"其它"	"3.51"	"--"	"Arachis(落花生属)"	"江苏省徐州地区农科所"	"1.28"	"40.64"	"--"	"Zh.h1408"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"27.19"	"--"	"39.63"	"--"	"I4A00849"	"直立"	"135"	"1.96"	"江苏"	"190.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"95.0"	"疏枝"	"中"	"--"	"72.00"	"中"	"--"	"连续"	"XU ZHOU 68-3"	"1.34"	"HS"	"HS"	"--"	"--"
"3109"	"54.77"	"--"	"Leguminosae(豆科)"	"徐州68-4"	"--"	"江苏徐州地区农科所"	"10.77"	"--"	"--"	"--"	"--"	"HS"	"E004"	"其它"	"3.20"	"--"	"Arachis(落花生属)"	"江苏省徐州地区农科所"	"2.22"	"39.92"	"--"	"Zh.h1409"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"25.44"	"--"	"39.30"	"--"	"I4A02644"	"直立"	"135"	"2.47"	"江苏"	"186.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"90.0"	"疏枝"	"中"	"--"	"73.50"	"强"	"--"	"连续"	"XU ZHOU 68-4"	"2.13"	"HS"	"HS"	"--"	"--"
"3110"	"55.58"	"--"	"Leguminosae(豆科)"	"徐系1号"	"--"	"江苏徐州地区农科所"	"10.86"	"--"	"--"	"--"	"--"	"HS"	"E005"	"其它"	"3.69"	"--"	"Arachis(落花生属)"	"江苏省徐州地区农科所"	"2.75"	"40.58"	"--"	"Zh.h1410"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"22.05"	"--"	"38.07"	"--"	"I4A02645"	"直立"	"135"	"2.15"	"江苏"	"165.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"70.0"	"疏枝"	"强"	"--"	"74.00"	"强"	"--"	"连续"	"XU XI 1 HAO"	"1.90"	"HS"	"HS"	"--"	"--"
"3111"	"46.40"	"--"	"Leguminosae(豆科)"	"徐系4号"	"--"	"江苏徐州地区农科所"	"11.89"	"--"	"--"	"--"	"--"	"HS"	"E006"	"其它"	"3.57"	"--"	"Arachis(落花生属)"	"江苏省徐州地区农科所"	"1.04"	"40.85"	"--"	"Zh.h1411"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"25.88"	"--"	"39.77"	"--"	"I4A00850"	"直立"	"135"	"2.03"	"江苏"	"160.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"68.0"	"疏枝"	"强"	"--"	"74.00"	"强"	"--"	"连续"	"XU XI 4 HAO"	"0.85"	"HS"	"S"	"--"	"--"
"3112"	"52.45"	"--"	"Leguminosae(豆科)"	"徐系5号"	"--"	"江苏徐州地区农科所"	"10.86"	"--"	"--"	"--"	"--"	"HS"	"E007"	"其它"	"3.20"	"--"	"Arachis(落花生属)"	"江苏省徐州地区农科所"	"2.80"	"40.67"	"--"	"Zh.h1412"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"25.38"	"--"	"39.60"	"--"	"I4A00851"	"直立"	"135"	"1.86"	"江苏"	"185.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"80.0"	"疏枝"	"强"	"--"	"78.00"	"强"	"--"	"连续"	"XU XI 5 HAO"	"1.01"	"HS"	"HS"	"--"	"--"
"3113"	"54.02"	"--"	"Leguminosae(豆科)"	"徐系6号"	"--"	"江苏徐州地区农科所"	"11.30"	"--"	"--"	"--"	"--"	"HS"	"E008"	"其它"	"3.01"	"--"	"Arachis(落花生属)"	"江苏省徐州地区农科所"	"2.87"	"41.04"	"--"	"Zh.h1413"	"S"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"24.04"	"--"	"38.12"	"--"	"I4A02646"	"直立"	"135"	"2.37"	"江苏"	"190.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"85.0"	"疏枝"	"强"	"--"	"76.00"	"中"	"--"	"连续"	"XU XI 6 HAO"	"1.31"	"HS"	"HS"	"--"	"--"
"3114"	"47.95"	"--"	"Leguminosae(豆科)"	"徐系8号"	"--"	"江苏徐州地区农科所"	"11.23"	"--"	"--"	"--"	"--"	"HS"	"E009"	"其它"	"3.29"	"--"	"Arachis(落花生属)"	"江苏省徐州地区农科所"	"1.31"	"40.64"	"--"	"Zh.h1414"	"HS"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"28.78"	"--"	"39.71"	"--"	"I4A00852"	"直立"	"135"	"2.64"	"江苏"	"185.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"85.0"	"疏枝"	"中"	"--"	"75.00"	"强"	"--"	"连续"	"XU XI 8 HAO"	"1.18"	"HS"	"S"	"--"	"--"
"3115"	"46.97"	"--"	"Leguminosae(豆科)"	"东海1号"	"--"	"江苏东海县农科所"	"12.76"	"--"	"--"	"--"	"--"	"HS"	"E010"	"其它"	"3.29"	"--"	"Arachis(落花生属)"	"江苏省徐州地区农科所"	"1.27"	"40.61"	"--"	"Zh.h1415"	"HS"	"Arachis hypogaea L.(花生)"	"系选"	"--"	"--"	"27.93"	"--"	"39.12"	"--"	"I4A00853"	"直立"	"135"	"1.78"	"江苏"	"190.0"	"HS"	"--"	"--"	"--"	"HS"	"--"	"95.0"	"疏枝"	"强"	"--"	"78.00"	"中"	"--"	"连续"	"DONG HAI 1 HAO"	"1.17"	"HS"	"S"	"--"	"--"
"3116"	"51.45"	"--"	"Leguminosae(豆科)"	"鄂花3号"	"--"	"中国农科院油料所"	"12.20"	"--"	"--"	"--"	"--"	"HS"	"E001"	"其它"	"3.41"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"2.89"	"38.73"	"--"	"Zh.h1416"	"MR"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"30.50"	"--"	"40.31"	"--"	"I4A00601"	"直立"	"138"	"1.61"	"湖北"	"179.5"	"HS"	"--"	"--"	"--"	"MR"	"--"	"83.7"	"疏枝"	"--"	"--"	"75.20"	"--"	"--"	"连续"	"E HUA 3 HAO"	"0.87"	"HS"	"S"	"--"	"--"
"3117"	"--"	"--"	"Leguminosae(豆科)"	"71/5"	"--"	"陕西大荔县"	"--"	"--"	"--"	"--"	"--"	"--"	"E001"	"其它"	"--"	"--"	"Arachis(落花生属)"	"陕西省大荔县农科所"	"--"	"--"	"--"	"Zh.h1417"	"--"	"Arachis hypogaea L.(花生)"	"杂交"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"125"	"--"	"陕西"	"238.0"	"--"	"--"	"--"	"--"	"--"	"--"	"114.3"	"疏枝"	"强"	"--"	"72.30"	"中"	"--"	"连续"	"71/5"	"--"	"--"	"--"	"--"	"--"
"3118"	"51.30"	"0.24"	"Leguminosae(豆科)"	"Runner"	"5.52"	"美国"	"10.00"	"3.17"	"1.06"	"--"	"0.92"	"HS"	"W001"	"普通型"	"2.10"	"0.53"	"Arachis(落花生属)"	"山东省花生研究所"	"3.74"	"32.75"	"0.65"	"W.h01418"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"1.67"	"0.45"	"27.98"	"3.07"	"46.00"	"3.19"	"I4A00337"	"匍匐"	"140"	"1.56"	"国外"	"131.2"	"--"	"1.71"	"1.06"	"--"	"HS"	"0.99"	"68.0"	"密枝"	"--"	"1.04"	"71.60"	"--"	"1.27"	"交替"	"兰哪"	"1.68"	"--"	"HS"	"0.90"	"--"
"3119"	"50.11"	"0.16"	"Leguminosae(豆科)"	"Jumbo red Runner"	"5.32"	"美国"	"10.04"	"3.03"	"1.03"	"--"	"0.87"	"HS"	"W002"	"普通型"	"1.93"	"0.55"	"Arachis(落花生属)"	"山东省花生研究所"	"3.45"	"32.56"	"0.64"	"W.h01419"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"1.51"	"0.36"	"28.21"	"2.93"	"46.91"	"3.06"	"I4A00338"	"匍匐"	"152"	"1.47"	"国外"	"136.0"	"--"	"1.68"	"1.01"	"--"	"S"	"0.85"	"65.8"	"密枝"	"强"	"1.00"	"75.20"	"--"	"1.23"	"交替"	"剑堡红"	"1.64"	"--"	"HS"	"0.85"	"--"
"3120"	"52.08"	"--"	"Leguminosae(豆科)"	"Spamcross"	"--"	"美国"	"11.64"	"--"	"--"	"--"	"--"	"HS"	"W003"	"珍珠豆型"	"3.97"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"3.95"	"35.35"	"--"	"W.h01420"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.18"	"--"	"40.24"	"--"	"I4A00339"	"直立"	"135"	"2.18"	"国外"	"137.0"	"--"	"--"	"--"	"--"	"HS"	"--"	"44.8"	"疏枝"	"强"	"--"	"74.80"	"--"	"--"	"连续"	"西班杂种"	"1.05"	"--"	"HS"	"--"	"--"
"3121"	"48.55"	"--"	"Leguminosae(豆科)"	"North calolinag--2"	"--"	"美国"	"9.81"	"--"	"--"	"--"	"--"	"HS"	"W004"	"普通型"	"3.38"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"3.60"	"33.31"	"--"	"W.h01421"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.94"	"--"	"44.66"	"--"	"I4A00340"	"直立"	"147"	"2.01"	"国外"	"205.0"	"--"	"--"	"--"	"--"	"S"	"--"	"77.0"	"密枝"	"强"	"--"	"70.00"	"--"	"--"	"交替"	"北卡-2"	"1.26"	"--"	"HS"	"--"	"--"
"3122"	"49.45"	"0.22"	"Leguminosae(豆科)"	"North calolinag--5"	"6.11"	"美国"	"9.13"	"3.65"	"1.19"	"--"	"0.96"	"HS"	"W005"	"普通型"	"2.36"	"0.67"	"Arachis(落花生属)"	"山东省花生研究所"	"3.47"	"28.79"	"0.74"	"W.h01422"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"1.73"	"0.42"	"29.94"	"3.42"	"51.29"	"3.49"	"I4A00341"	"直立"	"149"	"1.61"	"国外"	"179.0"	"--"	"1.67"	"1.34"	"--"	"HS"	"1.11"	"65.0"	"密枝"	"强"	"1.12"	"66.00"	"--"	"1.35"	"交替"	"北卡-5"	"1.50"	"--"	"HS"	"1.01"	"--"
"3123"	"49.28"	"0.35"	"Leguminosae(豆科)"	"Viginia 56R"	"5.86"	"美国"	"9.53"	"3.30"	"1.10"	"--"	"0.99"	"HS"	"W006"	"普通型"	"2.30"	"0.61"	"Arachis(落花生属)"	"山东省花生研究所"	"3.06"	"30.48"	"0.69"	"W.h01423"	"S"	"Arachis hypogaea L.(花生)"	"--"	"1.96"	"0.52"	"29.24"	"3.21"	"48.96"	"1.87"	"I4A00342"	"匍匐"	"149"	"2.06"	"国外"	"187.0"	"--"	"1.57"	"1.28"	"--"	"HS"	"1.01"	"79.0"	"密枝"	"强"	"1.08"	"66.40"	"--"	"1.32"	"交替"	"V56R"	"1.76"	"--"	"HS"	"0.98"	"--"
"3124"	"48.02"	"0.11"	"Leguminosae(豆科)"	"Viginia 61R"	"6.25"	"美国"	"9.22"	"4.04"	"1.22"	"--"	"1.08"	"HS"	"W007"	"普通型"	"2.34"	"0.69"	"Arachis(落花生属)"	"山东省花生研究所"	"3.33"	"29.70"	"0.81"	"W.h01424"	"S"	"Arachis hypogaea L.(花生)"	"--"	"1.73"	"0.49"	"30.56"	"3.54"	"50.17"	"1.93"	"I4A00343"	"匍匐"	"149"	"1.61"	"国外"	"189.0"	"--"	"1.72"	"1.22"	"--"	"HS"	"1.26"	"73.0"	"密枝"	"强"	"1.13"	"66.20"	"--"	"1.44"	"交替"	"V61R"	"1.62"	"--"	"HS"	"0.93"	"--"
"3125"	"48.07"	"0.37"	"Leguminosae(豆科)"	"Viginia 72R"	"5.91"	"美国"	"9.72"	"3.60"	"1.02"	"--"	"1.27"	"HS"	"W008"	"普通型"	"2.02"	"0.76"	"Arachis(落花生属)"	"山东省花生研究所"	"3.51"	"32.19"	"0.86"	"W.h01425"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"1.50"	"0.49"	"30.51"	"3.50"	"47.18"	"1.91"	"I4A00344"	"匍匐"	"149"	"1.61"	"国外"	"191.0"	"--"	"1.64"	"1.27"	"--"	"HS"	"1.35"	"69.0"	"密枝"	"强"	"1.12"	"66.40"	"--"	"1.48"	"交替"	"V72R"	"1.77"	"--"	"HS"	"0.94"	"--"
"3126"	"49.82"	"0.28"	"Leguminosae(豆科)"	"Florioiant"	"5.51"	"美国"	"10.10"	"3.29"	"1.07"	"--"	"0.81"	"HS"	"W009"	"普通型"	"2.46"	"0.55"	"Arachis(落花生属)"	"山东省花生研究所"	"3.31"	"31.95"	"0.66"	"W.h01426"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"1.78"	"0.46"	"29.16"	"3.09"	"47.17"	"3.13"	"I4A00345"	"直立"	"148"	"1.67"	"国外"	"178.0"	"--"	"1.59"	"1.09"	"--"	"S"	"1.03"	"73.0"	"密枝"	"强"	"1.01"	"66.00"	"--"	"1.26"	"交替"	"佛州巨人"	"1.42"	"--"	"HS"	"0.83"	"--"
