"id"	"胚轴色"	"科名"	"库编号"	"原产地"	"柱头色"	"花盘直径"	"子实含油率"	"粗蛋白含量"	"类型"	"花盘倾斜度"	"粒色"	"舌状花色"	"皮壳率"	"译名"	"备注"	"省"	"品种名称"	"幼茎色"	"生育日期"	"单株子实重"	"百粒重"	"学名"	"统一编号"	"保存单位"	"分枝株率"	"属名"	"粒形"	"花盘形状"	"株高"	"叶片数"	"编号"
"463"	"紫"	"Compositae(菊科)"	"I4F01722"	"--"	"黄"	"21.70"	"33.10"	"--"	"油用"	"4"	"黑灰条"	"黄"	"29.90"	"印度葵花籽"	"高感"	"国外"	"--"	"--"	"94"	"56.40"	"7.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0284"	"黑龙江省农科院经作所"	"--"	"Helianthus(向日葵属)"	"卵形"	"平"	"175"	"26"	"HK1081"
"464"	"淡紫"	"Compositae(菊科)"	"I4F01228"	"上沃而特"	"黄"	"17.30"	"32.90"	"--"	"油用"	"5"	"黑"	"黄"	"25.80"	"--"	"--"	"国外"	"--"	"--"	"99"	"27.70"	"4.90"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0285"	"黑龙江省农科院经作所"	"40.0"	"Helianthus(向日葵属)"	"卵圆"	"平"	"164"	"22"	"HK1082"
"465"	"--"	"Compositae(菊科)"	"I4F01506"	"吉林省向日葵所"	"黄"	"16.60"	"21.17"	"--"	"食用"	"4"	"黑白条"	"橙黄"	"37.40"	"JI KUI 85"	"--"	"吉林"	"吉葵85"	"紫"	"110"	"22.60"	"6.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1280"	"吉林省向日葵所"	"--"	"Helianthus(向日葵属)"	"长锥"	"平"	"184"	"27"	"0687"
"466"	"绿"	"Compositae(菊科)"	"I4F01260"	"安顺黑花"	"--"	"17.00"	"59.00"	"--"	"食用"	"4"	"白花"	"黄"	"53.80"	"AN SHUN HUA KUI"	"--"	"贵州"	"安顺花葵"	"--"	"145"	"130.00"	"10.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0950"	"黔西南州农业科学研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"310"	"54"	"1-30"
"467"	"绿"	"Compositae(菊科)"	"I4F01261"	"遵义（整理种）"	"--"	"21.00"	"40.10"	"--"	"食用"	"3"	"黑白花"	"黄"	"50.00"	"ZUN YI BAI KUI"	"--"	"贵州"	"遵义白葵"	"--"	"130"	"130.00"	"13.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0951"	"黔西南州农业科学研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"230"	"35"	"1-31"
"468"	"淡绿"	"Compositae(菊科)"	"I4F00001"	"河北省农家品种"	"淡褐"	"24.00"	"27.86"	"--"	"食用"	"4"	"黑白花条"	"黄"	"43.80"	"SAN DAO MEI"	"--"	"河北"	"三道眉"	"--"	"82"	"139.30"	"10.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0952"	"沧州农科所"	"20.0"	"Helianthus(向日葵属)"	"长锥"	"凸"	"235"	"38"	"01"
"469"	"淡绿"	"Compositae(菊科)"	"I4F01263"	"河北省怀来县"	"深褐"	"23.50"	"27.73"	"--"	"食用"	"4"	"黑白条"	"黄"	"40.00"	"ER DAO MEI"	"--"	"河北"	"二道眉"	"--"	"83"	"124.00"	"11.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0953"	"沧州农科所"	"25.0"	"Helianthus(向日葵属)"	"长锥"	"凸"	"237"	"40"	"02"
"470"	"淡绿"	"Compositae(菊科)"	"I4F00003"	"河北省霸县农家种"	"淡褐"	"22.50"	"27.51"	"--"	"食用"	"3"	"白黑条"	"黄"	"44.00"	"WU DAO MEI"	"--"	"河北"	"五道眉"	"--"	"84"	"124.50"	"11.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0954"	"沧州农科所"	"28.0"	"Helianthus(向日葵属)"	"长锥"	"凸"	"232"	"41"	"03"
"471"	"淡红"	"Compositae(菊科)"	"I4F00004"	"河北省乐亭县种子站"	"褐"	"21.50"	"24.88"	"--"	"食用"	"3"	"黑褐条边"	"橙黄"	"45.00"	"LIU YUE MANG"	"--"	"河北"	"六月忙"	"--"	"79"	"77.80"	"11.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0955"	"沧州农科所"	"17.0"	"Helianthus(向日葵属)"	"长锥"	"凸"	"194"	"39"	"04"
"472"	"深紫"	"Compositae(菊科)"	"I4F00963"	"甘肃临夏州"	"黄"	"21.60"	"27.30"	"--"	"食用"	"4"	"紫黑"	"黄"	"43.00"	"LIN XIA ZI KUI"	"--"	"甘肃"	"临夏紫葵"	"--"	"125"	"70.00"	"12.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0990"	"甘肃省农科院"	"50.0"	"Helianthus(向日葵属)"	"长圆锥"	"凸"	"288"	"32"	"GK-11"
"473"	"深紫"	"Compositae(菊科)"	"--"	"甘肃民乐县"	"黄"	"19.90"	"28.50"	"--"	"食用"	"3"	"紫黑"	"黄"	"37.00"	"MIN LE HEI KUI"	"--"	"甘肃"	"民乐黑葵"	"--"	"130"	"79.00"	"8.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0991"	"甘肃省农科院"	"58.0"	"Helianthus(向日葵属)"	"长圆锥"	"凸"	"252"	"29"	"GK-12"
"474"	"深紫"	"Compositae(菊科)"	"I4F01229"	"甘肃民乐县"	"黄"	"23.30"	"22.10"	"--"	"食用"	"3"	"紫黑"	"黄"	"48.00"	"MIN LE SHEN ZI KUI"	"--"	"甘肃"	"民乐深紫葵"	"--"	"130"	"40.00"	"8.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0992"	"甘肃省农科院"	"59.0"	"Helianthus(向日葵属)"	"长圆锥"	"凸"	"303"	"30"	"GK-13"
"475"	"绿"	"Compositae(菊科)"	"I4F01230"	"甘肃古浪县"	"淡黄"	"25.20"	"38.00"	"--"	"食用"	"3"	"灰"	"橙黄"	"36.00"	"GU LANG HUI KUI"	"--"	"甘肃"	"古浪灰葵"	"--"	"127"	"107.00"	"11.50"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0993"	"甘肃省农科院"	"53.0"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"264"	"31"	"GK-14"
"476"	"淡紫"	"Compositae(菊科)"	"I4F00965"	"黑龙江省林甸县"	"黄"	"16.50"	"27.00"	"13.9"	"食用"	"4"	"黑灰边"	"橙黄"	"42.70"	"DA YOU MAO KA"	"感病"	"黑龙江"	"大油毛喀"	"--"	"102"	"32.40"	"8.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0994"	"黑龙江省农科院经作所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"188"	"34"	"HK001"
"477"	"淡紫"	"Compositae(菊科)"	"I4F01210"	"黑龙江省林甸县"	"黄"	"15.50"	"21.40"	"12.4"	"食用"	"4"	"灰白"	"淡黄"	"49.80"	"LIN DIAN KUI HUA 2"	"中感"	"黑龙江"	"林甸葵花2"	"--"	"100"	"48.30"	"9.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0995"	"黑龙江省农科院经作所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"191"	"33"	"HK002"
"478"	"深紫"	"Compositae(菊科)"	"I4F00966"	"黑龙江省林甸县"	"黄"	"17.40"	"29.40"	"14.0"	"食用"	"4"	"黑白条"	"黄"	"37.10"	"LIN DIAN KUI HUA 4"	"中感"	"黑龙江"	"林甸葵花4"	"--"	"105"	"26.50"	"7.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0996"	"黑龙江省农科院经作所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"176"	"31"	"HK003"
"479"	"深紫"	"Compositae(菊科)"	"I4F00967"	"黑龙江省林甸县"	"黄"	"17.90"	"24.40"	"14.4"	"食用"	"3"	"白"	"橙黄"	"38.90"	"LIN DIAN KUI HUA 1"	"高感"	"黑龙江"	"林甸葵花1"	"--"	"104"	"37.60"	"7.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0997"	"黑龙江省农科院经作所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凸"	"159"	"27"	"HK004"
"480"	"淡紫"	"Compositae(菊科)"	"I4F01211"	"黑龙江省林甸县"	"黄"	"19.50"	"33.60"	"15.2"	"食用"	"5"	"黑灰边"	"黄"	"29.20"	"LIN DIAN KUI HUA 3"	"中感"	"黑龙江"	"林甸葵花3"	"--"	"110"	"28.50"	"7.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0998"	"黑龙江省农科院经作所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凹"	"194"	"33"	"HK005"
"481"	"淡紫"	"Compositae(菊科)"	"I4F00968"	"黑龙江省龙江县"	"黄"	"16.90"	"23.20"	"13.5"	"食用"	"3"	"黑"	"黄"	"44.80"	"LONG JIANG KUI HUA 1"	"中感"	"黑龙江"	"龙江葵花1"	"--"	"105"	"16.30"	"7.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0999"	"黑龙江省农科院经作所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凸"	"183"	"34"	"HK006"
"482"	"淡紫"	"Compositae(菊科)"	"I4F01221"	"黑龙江省"	"黄"	"17.30"	"22.80"	"10.5"	"食用"	"5"	"黑灰边"	"黄"	"51.00"	"XIAO HUA LI KUI HUA 1 HAO"	"抗病"	"黑龙江"	"小花粒葵花1号"	"--"	"104"	"35.30"	"9.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1046"	"黑龙江省农科院经作所"	"--"	"Helianthus(向日葵属)"	"长锥"	"平"	"236"	"37"	"HK053"
"483"	"淡紫"	"Compositae(菊科)"	"I4F01005"	"黑龙江省"	"黄"	"17.60"	"24.50"	"11.2"	"食用"	"3"	"黑白边"	"黄"	"46.80"	"XIAO HUA LI KUI HUA 2 HAO"	"感病"	"黑龙江"	"小花粒葵花2号"	"--"	"104"	"25.60"	"10.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1047"	"黑龙江省农科院经作所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"225"	"37"	"HK054"
"484"	"淡紫"	"Compositae(菊科)"	"I4F01006"	"黑龙江省"	"黄"	"17.60"	"25.60"	"11.0"	"食用"	"4"	"黑白边"	"黄"	"46.50"	"XIAO HUA LI KUI HUA 3 HAO"	"高抗"	"黑龙江"	"小花粒葵花3号"	"--"	"106"	"58.40"	"8.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1048"	"黑龙江省农科院经作所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"240"	"37"	"HK055"
"485"	"绿"	"Compositae(菊科)"	"I4F00672"	"新疆乌鲁木齐"	"黄"	"14.10"	"33.00"	"--"	"食用"	"4"	"黑白条"	"黄"	"49.40"	"WU SHI KUI HUA -Ⅱ"	"--"	"新疆"	"乌市葵花-Ⅱ"	"--"	"124"	"60.40"	"12.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1063"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"长锥"	"平"	"229"	"26"	"80002"
"486"	"紫"	"Compositae(菊科)"	"I4F00673"	"新疆乌鲁木齐"	"黄"	"17.00"	"30.80"	"--"	"食用"	"4"	"黑白条"	"黄"	"31.90"	"YING JU KUI HUA"	"--"	"新疆"	"鹰咀葵花"	"--"	"125"	"104.00"	"11.40"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1064"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"长锥"	"平"	"206"	"25"	"80003"
"487"	"淡紫"	"Compositae(菊科)"	"I4F00674"	"新疆乌鲁木齐"	"黄"	"16.20"	"34.15"	"--"	"食用"	"4"	"灰白"	"黄"	"35.80"	"HUI SE KUI HUA"	"--"	"新疆"	"灰色葵花"	"--"	"124"	"79.00"	"6.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1065"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"212"	"23"	"80004"
"488"	"绿"	"Compositae(菊科)"	"I4F00675"	"新疆昌吉县"	"紫"	"16.00"	"36.53"	"--"	"食用"	"4"	"黑白边"	"黄"	"46.60"	"HUA LI KUI HUA"	"--"	"新疆"	"花粒葵花"	"--"	"123"	"45.00"	"9.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1066"	"新疆农科院经作所"	"100.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"204"	"25"	"80005"
"489"	"紫"	"Compositae(菊科)"	"I4F00676"	"新疆昌吉县"	"紫"	"15.90"	"33.49"	"--"	"食用"	"4"	"黑白边"	"黄"	"35.20"	"HEI ZI KUI HUA"	"--"	"新疆"	"黑籽葵花"	"--"	"123"	"82.00"	"8.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1067"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"210"	"26"	"80006"
"490"	"紫"	"Compositae(菊科)"	"I4F00503"	"新疆昌吉县"	"紫"	"16.40"	"33.35"	"--"	"食用"	"4"	"灰黑条纹"	"黄"	"47.60"	"DA LI KUI HUA"	"--"	"新疆"	"大粒葵花"	"--"	"120"	"62.00"	"8.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1068"	"新疆农科院经作所"	"100.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"198"	"25"	"80007"
"491"	"紫"	"Compositae(菊科)"	"I4F00677"	"新疆昌吉县"	"紫"	"14.20"	"32.29"	"--"	"油用"	"4"	"黑"	"黄"	"39.00"	"ZI HEI KUI HUA"	"--"	"新疆"	"紫黑葵花"	"--"	"117"	"47.20"	"5.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1069"	"新疆农科院经作所"	"100.0"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"206"	"25"	"80008"
"492"	"淡紫"	"Compositae(菊科)"	"I4F00678"	"新疆昌吉县"	"黄"	"12.40"	"32.11"	"--"	"食用"	"4"	"灰白条"	"黄"	"40.00"	"DA LI HEI HUI KUI HUA"	"--"	"新疆"	"大粒黑灰葵花"	"--"	"111"	"32.00"	"9.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1070"	"新疆农科院经作所"	"100.0"	"Helianthus(向日葵属)"	"长锥"	"凸"	"191"	"24"	"80009"
"493"	"淡紫"	"Compositae(菊科)"	"I4F00679"	"新疆昌吉县"	"黄"	"15.81"	"35.30"	"--"	"油用"	"3"	"黑白边"	"黄"	"33.30"	"CHANG JI YOU YONG KUI HUA"	"--"	"新疆"	"昌吉油用葵花"	"--"	"113"	"64.00"	"6.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1071"	"新疆农科院经作所"	"100.0"	"Helianthus(向日葵属)"	"长锥"	"凸"	"153"	"19"	"80010"
"494"	"紫"	"Compositae(菊科)"	"I4F00680"	"新疆玛纳斯县"	"黄"	"14.80"	"32.00"	"--"	"中间"	"4"	"黑灰白边"	"黄"	"35.70"	"MA NA SI LIANG YONG KUI HUA"	"--"	"新疆"	"玛纳斯两用葵花"	"--"	"118"	"45.80"	"7.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1072"	"新疆农科院经作所"	"5.0"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"162"	"24"	"80011"
"495"	"紫"	"Compositae(菊科)"	"I4F00624"	"宁夏永宁县"	"黄"	"24.40"	"29.20"	"--"	"食用"	"4"	"黑白条"	"黄"	"45.30"	"XI HE -2"	"--"	"宁夏"	"西河-2"	"--"	"137"	"154.90"	"10.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1131"	"宁夏农科院作物所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"凸"	"290"	"43"	"1"
"496"	"深紫"	"Compositae(菊科)"	"I4F00918"	"陕西省兰田县"	"紫"	"24.40"	"--"	"--"	"油用"	"3"	"灰白条"	"黄"	"36.19"	"LAN TIAN XIANG RI KUI 2"	"--"	"陕西"	"兰田向日葵2"	"--"	"119"	"101.70"	"10.10"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1163"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"193"	"29"	"032"
"497"	"淡紫"	"Compositae(菊科)"	"I4F00919"	"陕西省兰田县"	"黄"	"21.00"	"--"	"--"	"中间"	"4"	"灰白条"	"橙"	"39.36"	"LAN TIAN XIANG RI KUI 3"	"--"	"陕西"	"兰田向日葵3"	"--"	"119"	"94.10"	"9.40"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1164"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凹"	"184"	"28"	"033"
"498"	"深紫"	"Compositae(菊科)"	"I4F00920"	"陕西省麟游县"	"紫"	"22.20"	"--"	"--"	"中间"	"3"	"黑"	"橙"	"46.36"	"LIN YOU XIANG RI KUI 1"	"--"	"陕西"	"麟游向日葵1"	"--"	"119"	"113.80"	"11.10"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1165"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"199"	"25"	"034"
"499"	"紫"	"Compositae(菊科)"	"I4F00921"	"陕西省麟游县"	"紫"	"21.60"	"--"	"--"	"中间"	"4"	"黑白条"	"淡黄"	"40.23"	"LIN YOU XIANG RI KUI 2"	"--"	"陕西"	"麟游向日葵2"	"--"	"111"	"97.50"	"10.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1166"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"凹"	"161"	"28"	"035"
"500"	"淡紫"	"Compositae(菊科)"	"I4F00922"	"陕西省米脂县"	"紫"	"21.00"	"--"	"--"	"中间"	"3"	"白黑条"	"黄"	"44.27"	"MI ZHI XIANG RI KUI 1"	"--"	"陕西"	"米脂向日葵1"	"--"	"120"	"82.90"	"9.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1167"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"241"	"38"	"036"
"501"	"淡紫"	"Compositae(菊科)"	"I4F00923"	"陕西省米脂县"	"黄"	"20.60"	"--"	"--"	"油用"	"4"	"黑白条"	"黄"	"30.81"	"MI ZHI XIANG RI KUI 2"	"--"	"陕西"	"米脂向日葵2"	"--"	"120"	"88.00"	"7.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1168"	"陕西省农科院"	"6.0"	"Helianthus(向日葵属)"	"圆锥"	"凹"	"172"	"25"	"037"
"502"	"绿"	"Compositae(菊科)"	"I4F00924"	"陕西省米脂县"	"黄"	"23.00"	"--"	"--"	"中间"	"3"	"黑白条"	"黄"	"43.78"	"MI ZHI XIANG RI KUI 3"	"--"	"陕西"	"米脂向日葵3"	"--"	"119"	"90.00"	"9.10"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1169"	"陕西省农科院"	"13.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"165"	"32"	"038"
"503"	"紫"	"Compositae(菊科)"	"I4F00925"	"陕西省紫阳县"	"黄"	"22.20"	"--"	"--"	"中间"	"3"	"黑白条"	"黄"	"43.16"	"ZI YANG XIANG RI KUI 1"	"--"	"陕西"	"紫阳向日葵1"	"--"	"117"	"93.30"	"9.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1170"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"175"	"31"	"039"
"504"	"紫"	"Compositae(菊科)"	"I4F00926"	"陕西省紫阳县"	"紫"	"20.60"	"--"	"--"	"中间"	"3"	"黑白条"	"黄"	"49.26"	"ZI YANG XIANG RI KUI 2"	"--"	"陕西"	"紫阳向日葵2"	"--"	"113"	"105.30"	"10.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1171"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"凸"	"109"	"25"	"040"
"505"	"淡紫"	"Compositae(菊科)"	"I4F00927"	"陕西省榆林县"	"紫"	"22.20"	"--"	"--"	"中间"	"3"	"白黑条"	"黄"	"46.10"	"YU LIN HEI ZI 2"	"--"	"陕西"	"榆林黑籽2"	"--"	"118"	"99.00"	"10.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1172"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"124"	"29"	"041"
"506"	"紫"	"Compositae(菊科)"	"I4F00928"	"陕西省石泉县"	"紫"	"22.40"	"--"	"--"	"中间"	"4"	"白黑条"	"黄"	"40.12"	"SHI QUAN XIANG RI KUI 3"	"--"	"陕西"	"石泉向日葵3"	"--"	"119"	"84.20"	"7.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1173"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"174"	"32"	"042"
"507"	"紫"	"Compositae(菊科)"	"I4F00929"	"陕西省石泉县"	"紫"	"20.40"	"--"	"--"	"油用"	"4"	"灰"	"橙"	"34.97"	"SHI QUAN XIANG RI KUI 4"	"--"	"陕西"	"石泉向日葵4"	"--"	"120"	"79.00"	"9.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1174"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"短卵"	"凸"	"201"	"31"	"043"
"508"	"紫"	"Compositae(菊科)"	"I4F00930"	"陕西省石泉县"	"紫"	"22.00"	"--"	"--"	"油用"	"3"	"灰"	"黄"	"29.73"	"SHI QUAN XIANG RI KUI 5"	"--"	"陕西"	"石泉向日葵5"	"--"	"120"	"94.20"	"7.50"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1175"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"短卵"	"凹"	"172"	"34"	"044"
"509"	"紫"	"Compositae(菊科)"	"I4F00931"	"陕西省石泉县"	"紫"	"22.80"	"--"	"--"	"中间"	"4"	"黑白条"	"黄"	"44.66"	"SHI QUAN XIANG RI KUI 6"	"--"	"陕西"	"石泉向日葵6"	"--"	"118"	"100.00"	"12.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1176"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"短卵"	"平"	"189"	"34"	"045"
"510"	"紫"	"Compositae(菊科)"	"I4F00932"	"陕西省白河县"	"黄"	"28.40"	"--"	"--"	"油用"	"3"	"黑白条"	"黄"	"40.19"	"BAI HE XIANG RI KUI 3"	"--"	"陕西"	"白河向日葵3"	"--"	"115"	"102.90"	"10.10"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1177"	"陕西省农科院"	"1.0"	"Helianthus(向日葵属)"	"圆锥"	"凹"	"167"	"30"	"046"
"511"	"紫"	"Compositae(菊科)"	"I4F00933"	"陕西省白河县"	"紫"	"21.20"	"--"	"--"	"中间"	"4"	"黑白条"	"淡黄"	"43.45"	"BAI HE XIANG RI KUI 4"	"--"	"陕西"	"白河向日葵4"	"--"	"111"	"94.10"	"9.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1178"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"142"	"32"	"047"
"512"	"淡紫"	"Compositae(菊科)"	"I4F00934"	"陕西省白河县"	"黄"	"26.20"	"--"	"--"	"油用"	"4"	"黑白条"	"淡黄"	"38.55"	"BAI HE XIANG RI KUI 5"	"--"	"陕西"	"白河向日葵5"	"--"	"115"	"95.30"	"8.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1179"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"149"	"31"	"048"
"513"	"紫"	"Compositae(菊科)"	"I4F00935"	"陕西省榆林县"	"黄"	"21.60"	"--"	"--"	"中间"	"4"	"黑白条"	"淡黄"	"43.58"	"YU LIN HEI ZI 3"	"--"	"陕西"	"榆林黑籽3"	"--"	"119"	"108.80"	"11.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1180"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"229"	"30"	"049"
"514"	"紫"	"Compositae(菊科)"	"I4F00936"	"陕西省白河县"	"黄"	"24.40"	"--"	"--"	"油用"	"4"	"黑白条"	"淡黄"	"35.00"	"BAI HE XIANG RI KUI 6"	"--"	"陕西"	"白河向日葵6"	"--"	"120"	"97.60"	"8.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1181"	"陕西省农科院"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"凹"	"139"	"29"	"050"
"515"	"淡紫"	"Compositae(菊科)"	"I4F00146"	"苏联"	"淡黄"	"22.30"	"34.00"	"23.1"	"油用"	"3"	"黑灰条"	"黄"	"34.20"	"苏3（夫尼姆克1646）"	"高抗褐斑病"	"国外"	"--"	"--"	"111"	"64.70"	"7.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0001"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"182"	"20"	"001"
"516"	"紫"	"Compositae(菊科)"	"I4F00147"	"苏联"	"淡黄"	"22.70"	"32.80"	"19.1"	"油用"	"3"	"黑灰条"	"黄"	"28.90"	"苏4（日丹诺夫281）苏"	"--"	"国外"	"--"	"--"	"95"	"101.20"	"7.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0002"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"171"	"25"	"002"
"517"	"绿"	"Compositae(菊科)"	"I4F00148"	"苏联"	"淡黄"	"21.10"	"26.60"	"26.2"	"油用"	"3"	"黑灰条"	"黄"	"40.10"	"苏10（日丹诺夫8281）"	"--"	"国外"	"--"	"--"	"104"	"88.80"	"7.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0003"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"182"	"24"	"003"
"518"	"紫"	"Compositae(菊科)"	"I4F00149"	"苏联"	"淡黄"	"23.90"	"23.80"	"26.0"	"油用"	"3"	"紫黑"	"黄"	"42.70"	"苏22（巨人）"	"--"	"国外"	"--"	"--"	"98"	"87.20"	"7.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0004"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"169"	"25"	"004"
"519"	"紫"	"Compositae(菊科)"	"I4F00150"	"苏联"	"淡黄"	"23.60"	"31.60"	"21.2"	"油用"	"3"	"黑棕边"	"黄"	"37.40"	"苏27"	"--"	"国外"	"--"	"--"	"94"	"70.60"	"8.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0005"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"193"	"25"	"005"
"520"	"紫"	"Compositae(菊科)"	"I4F00151"	"苏联"	"淡黄"	"21.90"	"28.40"	"19.6"	"油用"	"3"	"黑白条"	"黄"	"30.70"	"苏28"	"--"	"国外"	"--"	"--"	"93"	"63.70"	"7.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0006"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"175"	"25"	"006"
"521"	"紫"	"Compositae(菊科)"	"I4F00152"	"苏联"	"淡黄"	"22.40"	"31.10"	"23.9"	"油用"	"3"	"黑白条"	"黄"	"36.90"	"苏29"	"高抗褐斑病"	"国外"	"--"	"--"	"99"	"46.80"	"8.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0007"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"179"	"27"	"007"
