"id"	"胚轴色"	"科名"	"库编号"	"原产地"	"柱头色"	"花盘直径"	"子实含油率"	"粗蛋白含量"	"类型"	"花盘倾斜度"	"粒色"	"舌状花色"	"皮壳率"	"译名"	"备注"	"省"	"品种名称"	"幼茎色"	"生育日期"	"单株子实重"	"百粒重"	"学名"	"统一编号"	"保存单位"	"分枝株率"	"属名"	"粒形"	"花盘形状"	"株高"	"叶片数"	"编号"
"202"	"--"	"Compositae(菊科)"	"--"	"杭后五皇"	"--"	"21.20"	"23.33"	"--"	"食用"	"4"	"白黑纹"	"黄"	"43.20"	"BA KUI -40"	"--"	"内蒙古"	"巴葵-40"	"紫"	"107"	"170.90"	"16.40"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1748"	"巴盟农研所"	"9.0"	"Helianthus(向日葵属)"	"长宽锥"	"平"	"242"	"40"	"31"
"203"	"--"	"Compositae(菊科)"	"I4F01792"	"自育"	"紫红"	"16.30"	"45.90"	"--"	"油用"	"4"	"黑暗条"	"黄"	"25.30"	"77-1"	"--"	"新疆"	"77-1"	"深紫"	"94"	"16.30"	"5.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1956"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"120"	"26"	"88020"
"204"	"--"	"Compositae(菊科)"	"I4F01793"	"自育"	"黄"	"15.00"	"43.70"	"--"	"油用"	"4"	"黑暗条"	"黄"	"26.30"	"77-2"	"--"	"新疆"	"77-2"	"紫"	"96"	"37.20"	"5.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1957"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"133"	"32"	"88021"
"205"	"--"	"Compositae(菊科)"	"I4F01794"	"自育"	"黄"	"17.10"	"47.10"	"--"	"油用"	"3"	"黑暗条"	"黄"	"23.20"	"79-1"	"--"	"新疆"	"79-1"	"淡紫"	"95"	"63.10"	"7.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1958"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"129"	"30"	"88022"
"206"	"--"	"Compositae(菊科)"	"I4F01795"	"自育"	"黄"	"16.00"	"48.70"	"--"	"油用"	"3"	"黑暗条"	"黄"	"21.70"	"79-2"	"--"	"新疆"	"79-2"	"深紫"	"90"	"32.60"	"7.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1959"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"118"	"28"	"88023"
"207"	"--"	"Compositae(菊科)"	"I4F01796"	"自育"	"黄"	"15.30"	"46.80"	"--"	"油用"	"3"	"黑暗条"	"黄"	"24.20"	"80-1"	"--"	"新疆"	"80-1"	"紫"	"89"	"50.20"	"8.50"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1960"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"119"	"28"	"88024"
"208"	"--"	"Compositae(菊科)"	"I4F01797"	"自育"	"黄"	"15.00"	"44.00"	"--"	"油用"	"3"	"黑暗条"	"黄"	"22.50"	"80-2"	"--"	"新疆"	"80-2"	"深紫"	"92"	"40.40"	"5.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1961"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"121"	"27"	"88025"
"209"	"--"	"Compositae(菊科)"	"I4F01798"	"自育"	"黄"	"14.80"	"45.60"	"--"	"油用"	"3"	"黑暗条"	"黄"	"24.70"	"87-2"	"--"	"新疆"	"87-2"	"紫"	"92"	"48.60"	"6.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1962"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"微凸"	"129"	"29"	"88026"
"210"	"--"	"Compositae(菊科)"	"I4F01799"	"自育"	"黄"	"16.60"	"46.70"	"--"	"油用"	"4"	"黑暗条"	"黄"	"22.60"	"88-1"	"--"	"新疆"	"88-1"	"紫"	"93"	"48.60"	"6.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1963"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"微凸"	"148"	"22"	"88027"
"211"	"--"	"Compositae(菊科)"	"I4F01396"	"土耳其"	"淡黄"	"20.00"	"47.09"	"--"	"油用"	"3"	"黑"	"黄"	"20.10"	"XIN KUI YI HAO"	"--"	"国外"	"新葵一号"	"--"	"170"	"70.70"	"6.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1964"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"微凸"	"--"	"--"	"88028"
"212"	"--"	"Compositae(菊科)"	"I4F01397"	"自育"	"淡黄"	"20.00"	"45.13"	"--"	"油用"	"2"	"黑暗条纹"	"淡黄"	"21.20"	"159"	"--"	"新疆"	"159"	"--"	"177"	"67.30"	"5.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK1965"	"新疆农科院经作所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"凸"	"--"	"--"	"88029"
"213"	"--"	"Compositae(菊科)"	"I4F01738"	"从吉林省引入"	"紫"	"23.00"	"30.60"	"--"	"食用"	"5"	"花"	"黄"	"36.20"	"YA LI 4 HAO"	"--"	"辽宁"	"亚利4号"	"紫"	"120"	"78.30"	"10.50"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK2238"	"阜新县农科所"	"--"	"Helianthus(向日葵属)"	"小"	"平"	"223"	"51"	"9213"
"214"	"--"	"Compositae(菊科)"	"I4F01274"	"南斯拉夫"	"黄"	"20.50"	"32.27"	"--"	"油用"	"3"	"黑灰条"	"淡黄"	"35.00"	"矮杆向日葵1"	"--"	"国外"	"--"	"紫"	"96"	"60.00"	"5.8"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0286"	"吉林省向日葵所"	"--"	"Helianthus(向日葵属)"	"短锥"	"凸"	"198"	"26"	"0596"
"215"	"--"	"Compositae(菊科)"	"I4F01275"	"南斯拉夫"	"淡黄"	"20.00"	"42.10"	"--"	"油用"	"3"	"黑灰条"	"淡黄"	"33.00"	"矮杆向日葵2"	"--"	"国外"	"--"	"紫"	"96"	"53.00"	"5.9"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0287"	"吉林省向日葵所"	"--"	"Helianthus(向日葵属)"	"短锥"	"凸"	"198"	"26"	"1597"
"216"	"--"	"Compositae(菊科)"	"--"	"南斯拉夫"	"黄"	"20.00"	"34.38"	"--"	"油用"	"4"	"黑灰条"	"黄"	"35.00"	"绿色368"	"--"	"国外"	"3enehkd368"	"紫"	"94"	"52.00"	"6.0"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0288"	"吉林省向日葵所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"198"	"25"	"0598"
"217"	"--"	"Compositae(菊科)"	"--"	"南斯拉夫"	"深黄"	"23.30"	"34.35"	"--"	"油用"	"4"	"黑灰条"	"深黄"	"34.00"	"东方"	"--"	"国外"	"BoOCTOK"	"紫"	"94"	"65.00"	"5.6"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0289"	"吉林省向日葵所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"微凸"	"200"	"26"	"0599"
"218"	"--"	"Compositae(菊科)"	"--"	"南斯拉夫"	"黄"	"20.00"	"29.02"	"--"	"油用"	"4"	"黑褐条"	"黄"	"33.00"	"PO67"	"--"	"国外"	"PO67"	"紫"	"94"	"43.00"	"6.2"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0290"	"吉林省向日葵所"	"26.0"	"Helianthus(向日葵属)"	"短锥"	"微凸"	"190"	"28"	"0600"
"219"	"--"	"Compositae(菊科)"	"--"	"南斯拉夫"	"淡黄"	"20.00"	"33.63"	"--"	"油用"	"4"	"黑灰条"	"黄"	"32.00"	"ST156"	"--"	"国外"	"ST156"	"紫"	"94"	"45.00"	"5.8"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0291"	"吉林省向日葵所"	"--"	"Helianthus(向日葵属)"	"长卵"	"平"	"162"	"22"	"0601"
"220"	"--"	"Compositae(菊科)"	"I4F01747"	"美国"	"淡黄"	"20.00"	"29.87"	"--"	"油用"	"3"	"黑灰条纹"	"淡黄"	"30.67"	"ST314"	"--"	"国外"	"ST314"	"紫"	"108"	"71.80"	"7.3"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0293"	"辽宁农科院品种资源所"	"50.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"131"	"25"	"001"
"221"	"--"	"Compositae(菊科)"	"I4F01748"	"加拿大"	"黄"	"17.00"	"43.22"	"--"	"中间"	"3"	"黑白纹"	"黄"	"41.03"	"CM90"	"--"	"国外"	"CM90"	"绿"	"95"	"33.00"	"7.8"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0294"	"辽宁农科院品种资源所"	"100.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"86"	"21"	"002"
"222"	"--"	"Compositae(菊科)"	"--"	"西德"	"黄"	"21.00"	"--"	"--"	"油用"	"4"	"褐白纹"	"黄"	"20.00"	"SLOV"	"--"	"国外"	"SLOV"	"紫"	"94"	"64.30"	"8.4"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0295"	"辽宁农科院品种资源所"	"30.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"131"	"26"	"003"
"223"	"--"	"Compositae(菊科)"	"I4F01749"	"美国"	"黄"	"17.00"	"39.89"	"--"	"油用"	"4"	"黑白纹"	"黄"	"28.38"	"HAR1"	"--"	"国外"	"HAR1"	"紫"	"106"	"11.60"	"7.1"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0296"	"辽宁农科院品种资源所"	"10.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"118"	"24"	"004"
"224"	"--"	"Compositae(菊科)"	"I4F02092"	"西德"	"黄"	"20.00"	"52.83"	"--"	"油用"	"3"	"黑灰纹"	"黄"	"35.40"	"ALPHASOL"	"--"	"国外"	"ALPHASOL"	"紫"	"104"	"61.20"	"5.8"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0297"	"辽宁农科院品种资源所"	"50.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"122"	"24"	"005"
"225"	"--"	"Compositae(菊科)"	"I4F02093"	"美国"	"黄"	"20.00"	"57.85"	"--"	"中间"	"5"	"黑灰纹"	"黄"	"23.15"	"DM3"	"--"	"国外"	"DM3"	"紫"	"108"	"47.50"	"7.5"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0298"	"辽宁农科院品种资源所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平凸"	"133"	"22"	"006"
"226"	"--"	"Compositae(菊科)"	"I4F02094"	"美国"	"黄"	"21.00"	"48.83"	"--"	"中间"	"5"	"棕白纹"	"黄"	"48.00"	"HAR2"	"--"	"国外"	"HAR2"	"紫"	"108"	"39.90"	"5.0"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0299"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平凸"	"131"	"26"	"007"
"227"	"--"	"Compositae(菊科)"	"I4F01750"	"西德"	"黄"	"20.00"	"34.82"	"--"	"油用"	"3"	"黑灰纹"	"黄"	"28.90"	"PARDISOL"	"--"	"国外"	"PARDISOL"	"紫"	"107"	"47.60"	"5.5"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0300"	"辽宁农科院品种资源所"	"20.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"78"	"25"	"009"
"228"	"--"	"Compositae(菊科)"	"I4F01751"	"西德"	"黄"	"21.00"	"29.58"	"--"	"油用"	"5"	"黑灰纹"	"黄"	"32.53"	"CLAIRSOL"	"--"	"国外"	"CLAIRSOL"	"紫"	"107"	"53.60"	"0.5"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0301"	"辽宁农科院品种资源所"	"50.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"109"	"26"	"010"
"229"	"--"	"Compositae(菊科)"	"I4F01752"	"西德"	"黄"	"21.00"	"33.47"	"--"	"中间"	"4"	"黑褐纹"	"黄"	"30.53"	"INRA4701"	"--"	"国外"	"INRA4701"	"紫"	"103"	"61.30"	"7.8"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0302"	"辽宁农科院品种资源所"	"20.0"	"Helianthus(向日葵属)"	"圆锥"	"平凸"	"145"	"28"	"011"
"230"	"--"	"Compositae(菊科)"	"--"	"澳大利亚"	"紫"	"18.00"	"49.72"	"--"	"油用"	"3"	"黑褐纹"	"黄"	"35.90"	"80443"	"--"	"国外"	"80443"	"紫"	"105"	"34.80"	"3.9"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0303"	"辽宁农科院品种资源所"	"50.0"	"Helianthus(向日葵属)"	"短圆锥"	"凹"	"116"	"19"	"012"
"231"	"--"	"Compositae(菊科)"	"I4F01753"	"西德"	"紫"	"21.00"	"36.21"	"--"	"油用"	"5"	"黑灰纹"	"黄"	"34.74"	"32539"	"--"	"国外"	"32539"	"紫"	"97"	"63.90"	"8.5"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0304"	"辽宁农科院品种资源所"	"5.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"116"	"21"	"013"
"232"	"--"	"Compositae(菊科)"	"I4F02119"	"TUB/栽/ARG/7622"	"黄"	"25.00"	"40.37"	"--"	"油用"	"4"	"黑"	"黄"	"41.82"	"151"	"--"	"国外"	"151"	"紫"	"105"	"63.70"	"11.0"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0305"	"辽宁农科院品种资源所"	"30.0"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"132"	"26"	"014"
"233"	"--"	"Compositae(菊科)"	"I4F02095"	"加拿大"	"黄"	"19.00"	"42.44"	"--"	"油用"	"3"	"黑灰纹"	"黄"	"30.95"	"CM606"	"--"	"国外"	"CM606"	"紫"	"101"	"11.20"	"4.2"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0306"	"辽宁农科院品种资源所"	"10.0"	"Helianthus(向日葵属)"	"短圆锥"	"凹"	"78"	"23"	"016"
"234"	"--"	"Compositae(菊科)"	"I4F01754"	"西德"	"黄"	"25.00"	"41.40"	"--"	"油用"	"3"	"黑灰纹"	"黄"	"32.26"	"MIKAFLOD"	"--"	"国外"	"MIKAFLOD"	"紫"	"107"	"74.80"	"3.2"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0308"	"辽宁农科院品种资源所"	"30.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"110"	"22"	"018"
"235"	"--"	"Compositae(菊科)"	"I4F02097"	"西德"	"黄"	"22.00"	"44.22"	"--"	"油用"	"3"	"黑灰纹"	"黄"	"34.72"	"DO164"	"--"	"国外"	"DO164"	"淡紫"	"105"	"68.30"	"7.2"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0309"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"111"	"19"	"019"
"236"	"--"	"Compositae(菊科)"	"I4F01755"	"西德"	"黄"	"17.00"	"47.07"	"--"	"油用"	"5"	"褐灰纹"	"黄"	"26.39"	"PRIMASOL"	"--"	"国外"	"PRIMASOL"	"淡紫"	"105"	"73.50"	"7.2"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0310"	"辽宁农科院品种资源所"	"25.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"115"	"20"	"020"
"237"	"--"	"Compositae(菊科)"	"I4F01756"	"西德"	"黄"	"21.00"	"35.20"	"--"	"油用"	"3"	"黑灰纹"	"黄"	"35.29"	"IBH166"	"--"	"国外"	"IBH166"	"紫"	"105"	"80.60"	"7.5"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0311"	"辽宁农科院品种资源所"	"20.0"	"Helianthus(向日葵属)"	"圆锥"	"平凹"	"126"	"23"	"021"
"238"	"--"	"Compositae(菊科)"	"I4F02098"	"西德"	"黄"	"23.00"	"48.53"	"--"	"油用"	"4"	"黑灰纹"	"黄"	"23.53"	"SUNKING"	"--"	"国外"	"SUNKING"	"紫"	"105"	"80.00"	"8.2"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0312"	"辽宁农科院品种资源所"	"10.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"107"	"21"	"022"
"239"	"--"	"Compositae(菊科)"	"I4F01757"	"西德"	"黄"	"21.00"	"43.41"	"--"	"油用"	"5"	"黑灰纹"	"黄"	"16.67"	"SEMIRA"	"--"	"国外"	"SEMIRA"	"淡紫"	"107"	"75.00"	"6.8"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0313"	"辽宁农科院品种资源所"	"20.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"147"	"21"	"023"
"240"	"--"	"Compositae(菊科)"	"I4F02099"	"罗马尼亚"	"黄"	"20.00"	"43.80"	"--"	"油用"	"5"	"黑灰纹"	"黄"	"19.78"	"REKOVOL"	"--"	"国外"	"REKOVOL"	"淡紫"	"108"	"100.00"	"8.8"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0314"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"186"	"26"	"024"
"241"	"--"	"Compositae(菊科)"	"I4F01758"	"西德"	"黄"	"17.00"	"44.40"	"--"	"油用"	"3"	"黑灰纹"	"黄"	"20.70"	"ERIKA"	"--"	"国外"	"ERIKA"	"淡紫"	"104"	"88.50"	"7.9"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0315"	"辽宁农科院品种资源所"	"10.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"106"	"22"	"025"
"242"	"--"	"Compositae(菊科)"	"--"	"加拿大"	"黄"	"20.50"	"41.85"	"--"	"油用"	"4"	"黑灰纹"	"黄"	"20.59"	"CM601"	"--"	"国外"	"CM601"	"绿紫"	"104"	"84.60"	"7.3"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0316"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平凹"	"103"	"23"	"026"
"243"	"--"	"Compositae(菊科)"	"I4F02100"	"美国"	"黄"	"13.00"	"47.74"	"--"	"油用"	"3"	"褐灰纹"	"黄"	"42.00"	"HA339"	"--"	"国外"	"HA339"	"绿"	"111"	"46.70"	"6.1"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0317"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"104"	"30"	"027"
"244"	"--"	"Compositae(菊科)"	"I4F02101"	"加拿大"	"黄"	"17.00"	"44.74"	"--"	"油用"	"3"	"灰黑纹"	"黄"	"33.33"	"CM605"	"--"	"国外"	"CM605"	"深紫"	"95"	"23.20"	"4.2"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0318"	"辽宁农科院品种资源所"	"40.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"--"	"24"	"028"
"245"	"--"	"Compositae(菊科)"	"I4F02102"	"美国"	"黄"	"18.00"	"49.86"	"--"	"油用"	"5"	"黑灰纹"	"黄"	"21.11"	"LOCH"	"--"	"国外"	"LOCH"	"紫"	"108"	"122.40"	"6.5"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0319"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平凹"	"147"	"26"	"029"
"246"	"--"	"Compositae(菊科)"	"I4F01759"	"美国"	"淡黄"	"16.00"	"39.12"	"--"	"油用"	"3"	"褐灰纹"	"淡黄"	"25.00"	"HA335"	"--"	"国外"	"HA335"	"淡紫"	"107"	"70.70"	"7.1"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0320"	"辽宁农科院品种资源所"	"30.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"103"	"21"	"030"
"247"	"--"	"Compositae(菊科)"	"--"	"法国"	"黄"	"15.00"	"47.94"	"--"	"油用"	"3"	"黑灰纹"	"黄"	"28.30"	"CORONA"	"--"	"国外"	"CORONA"	"淡紫"	"97"	"50.00"	"10.6"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0321"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"92"	"19"	"031"
"248"	"--"	"Compositae(菊科)"	"I4F01760"	"法国"	"黄"	"17.00"	"42.64"	"--"	"油用"	"1"	"黑灰纹"	"黄"	"24.62"	"SEMANTA"	"--"	"国外"	"SEMANTA"	"淡紫"	"106"	"67.90"	"7.6"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0322"	"辽宁农科院品种资源所"	"30.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"95"	"22"	"032"
"249"	"--"	"Compositae(菊科)"	"I4F02103"	"加拿大"	"黄"	"19.00"	"47.69"	"--"	"油用"	"5"	"黑灰纹"	"黄"	"26.19"	"ARMARIRAKY"	"--"	"国外"	"ARMARIRAKY"	"淡紫"	"108"	"74.00"	"10.7"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0323"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凹"	"134"	"26"	"033"
"250"	"--"	"Compositae(菊科)"	"I4F01761"	"加拿大"	"黄"	"14.00"	"37.72"	"--"	"油用"	"5"	"黑"	"黄"	"29.67"	"CM590"	"--"	"国外"	"CM590"	"绿"	"105"	"78.70"	"8.8"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0324"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"155"	"25"	"034"
"251"	"--"	"Compositae(菊科)"	"I4F02257"	"加拿大"	"黄"	"18.00"	"47.39"	"--"	"油用"	"3"	"灰白纹"	"黄"	"29.51"	"CM5RR"	"--"	"国外"	"CM5RR"	"深紫"	"101"	"45.80"	"6.3"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0325"	"辽宁农科院品种资源所"	"70.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"97"	"17"	"035"
"252"	"--"	"Compositae(菊科)"	"I4F02104"	"加拿大"	"黄"	"12.00"	"47.78"	"--"	"油用"	"1"	"灰褐"	"黄"	"36.67"	"CM592"	"--"	"国外"	"CM592"	"绿紫"	"99"	"24.00"	"8.4"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0326"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"58"	"16"	"036"
"253"	"--"	"Compositae(菊科)"	"I4F01762"	"奥地利"	"黄"	"20.60"	"35.55"	"--"	"油用"	"3"	"黑灰纹"	"黄"	"33.78"	"AO DI LI 882"	"--"	"国外"	"奥地利882"	"紫"	"106"	"97.40"	"7.4"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0327"	"辽宁农科院品种资源所"	"20.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"106"	"25"	"038"
"254"	"--"	"Compositae(菊科)"	"I4F02105"	"西德"	"黄"	"6.00"	"52.83"	"--"	"油用"	"3"	"黄褐"	"黄"	"46.43"	"781287"	"--"	"国外"	"781287"	"绿"	"106"	"21.00"	"4.0"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0328"	"辽宁农科院品种资源所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"80"	"17"	"039"
"255"	"--"	"Compositae(菊科)"	"I4F01763"	"西德"	"黄"	"23.00"	"35.29"	"--"	"油用"	"4"	"黑"	"黄"	"27.39"	"INRA605"	"--"	"国外"	"INRA605"	"紫"	"107"	"83.90"	"6.8"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0329"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平凸"	"114"	"21"	"040"
"256"	"--"	"Compositae(菊科)"	"I4F01764"	"加拿大"	"黄"	"20.00"	"35.97"	"--"	"油用"	"4"	"黑灰纹"	"黄"	"30.00"	"CM602"	"--"	"国外"	"CM602"	"紫"	"107"	"70.00"	"7.2"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0330"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"126"	"25"	"041"
"257"	"--"	"Compositae(菊科)"	"--"	"美国"	"黄"	"12.00"	"38.90"	"--"	"中间"	"3"	"黑白条"	"黄"	"40.54"	"RHA273"	"--"	"国外"	"RHA273"	"紫"	"108"	"60.20"	"13.4"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0331"	"辽宁农科院品种资源所"	"100.0"	"Helianthus(向日葵属)"	"长卵圆"	"平"	"91"	"18"	"044"
"258"	"--"	"Compositae(菊科)"	"I4F01765"	"奥地利"	"黄"	"21.00"	"26.23"	"--"	"油用"	"5"	"黑白条"	"黄"	"32.00"	"881"	"--"	"国外"	"881"	"绿紫"	"108"	"106.50"	"7.0"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0332"	"辽宁农科院品种资源所"	"20.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"146"	"23"	"045"
"259"	"--"	"Compositae(菊科)"	"I4F01766"	"比利时"	"黄"	"23.40"	"41.90"	"--"	"食用"	"3"	"黑白条"	"黄"	"46.00"	"BEBIUM"	"--"	"国外"	"BEBIUM"	"淡紫"	"108"	"74.20"	"13.2"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0333"	"辽宁农科院品种资源所"	"20.0"	"Helianthus(向日葵属)"	"卵圆"	"平"	"134"	"23"	"046"
"260"	"--"	"Compositae(菊科)"	"I4F02106"	"匈牙利"	"黄"	"24.60"	"49.72"	"--"	"油用"	"3"	"黑棕条"	"黄"	"38.00"	"XIONG YA LI 881"	"--"	"国外"	"匈牙利881"	"深紫"	"107"	"98.70"	"8.8"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0334"	"辽宁农科院品种资源所"	"5.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"140"	"25"	"047"
"261"	"--"	"Compositae(菊科)"	"I4F01767"	"PER/7602"	"黄"	"20.10"	"32.16"	"--"	"油用"	"5"	"黑"	"黄"	"34.00"	"319"	"--"	"国外"	"319"	"紫"	"100"	"37.00"	"9.9"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0335"	"辽宁农科院品种资源所"	"5.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"100"	"21"	"048"
"262"	"--"	"Compositae(菊科)"	"I4F02258"	"ARG/PER"	"黄"	"19.30"	"43.38"	"--"	"食用"	"4"	"黑灰"	"黄"	"36.00"	"41-1-10"	"--"	"国外"	"41-1-10"	"紫"	"107"	"56.90"	"9.5"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0336"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"152"	"25"	"049"
"263"	"--"	"Compositae(菊科)"	"I4F02107"	"ARG/PER?"	"黄"	"20.90"	"22.75"	"--"	"油用"	"5"	"黑"	"深黄"	"44.00"	"321"	"--"	"国外"	"321"	"深紫"	"102"	"44.30"	"8.4"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0337"	"辽宁农科院品种资源所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凸"	"88"	"20"	"050"
"264"	"--"	"Compositae(菊科)"	"I4F01768"	"TUB/栽/ARG/762"	"黄"	"22.90"	"45.71"	"--"	"油用"	"5"	"黑白纹"	"黄"	"44.00"	"62-1-6"	"--"	"国外"	"62-1-6"	"深紫"	"110"	"95.40"	"12.2"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0338"	"辽宁农科院品种资源所"	"15.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"144"	"23"	"051"
