"id"	"科名"	"保存编号"	"品种名称"	"鲜粗淀粉"	"所属群别"	"脉基色"	"叶脉色"	"耐盐性"	"耐贮性"	"分枝多少"	"类型"	"保存单位"	"省"	"来源"	"幼苗生长势"	"鲜粗蛋白"	"原名"	"属名"	"统一编号"	"叶片大小"	"干粗蛋白"	"学名"	"茎色"	"最长蔓长短"	"茎粗"	"干可溶性糖"	"株型"	"薯皮色"	"薯形"	"原产地"	"产量"	"叶色"	"最长蔓长"	"柄基色"	"顶叶形"	"顶叶色"	"备注"	"薯瘟抗性1"	"叶形"	"根腐病指"	"茎线虫病"	"薯肉色"	"耐旱性"	"茎粗大小"	"干粗淀粉"	"鲜可溶性糖"	"根腐病抗性"	"萌芽性"	"茎端茸毛"	"叶片长"	"烘干率"	"叶片宽"	"基部分枝"	"薯瘟抗性2"	"原系号"	"黑斑病"	"异亮氨酸"	"所属"	"糖化力"	"叶锈反应型"	"直链淀粉"	"丙氨酸"	"穗密度"	"耐涝性"	"单位编号"	"蛋白质"	"北纬"	"白背飞虱"	"单株产量"	"条纹病抗性"	"籼粳"	"百粒重"	"分蘖力"	"赤霉病病穗"	"苗瘟"	"分枝数"	"条纹病病率"	"芒"	"苗期耐旱"	"脯氨酸"	"抗旱级别"	"田间抗寒性"	"精米率"	"天冬氨酸"	"水敏称度"	"秆锈反应型"	"长宽比"	"缬氨酸"	"高程"	"种子来源"	"耐涝级别"	"沉淀值"	"早中晚"	"生长习性"	"赤霉病抗性"	"保存单位_2"	"荚色"	"棱型"	"东经"	"花色"	"黄花发病率"	"冬春性"	"颖尖弯直'"	"库编号"	"全粉浸出物"	"颖尖弯直"	"酪氨酸"	"壳色"	"芒长"	"荚长"	"粗蛋白"	"根腐穗病级"	"糙米率"
"58"	"Convolvulaceae(旋花科)"	"粤A043"	"红皮捱 篱"	"--"	"美国红"	"紫"	"紫"	"--"	"--"	"特多"	"地方"	"广东省农科院旱粮所"	"广东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000216"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"中"	"--"	"半直立"	"紫红"	"上膨"	"广东吴川"	"高"	"绿"	"189"	"紫"	"心"	"绿"	"不抗薯瘟"	"--"	"心"	"--"	"--"	"白"	"--"	"0.53"	"--"	"--"	"--"	"优"	"多"	"9.1"	"24.7"	"8.8"	"24"	"--"	"--"	"--"																																																									
"59"	"Convolvulaceae(旋花科)"	"粤A044"	"接长冬"	"--"	"--"	"紫"	"紫"	"--"	"--"	"特多"	"地方"	"广东省农科院旱粮所"	"广东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000217"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"淡褐"	"纺锤"	"广东汕头地区"	"中"	"淡绿"	"146"	"绿"	"浅复缺"	"绿"	"不抗薯瘟"	"--"	"浅复缺"	"--"	"--"	"淡黄"	"--"	"0.48"	"--"	"--"	"--"	"中"	"中"	"9.9"	"24.7"	"11.8"	"17"	"--"	"--"	"--"																																																									
"60"	"Convolvulaceae(旋花科)"	"粤A045"	"香种"	"--"	"B"	"紫"	"紫"	"--"	"--"	"特多"	"地方"	"广东省农科院旱粮所"	"广东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000218"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"中"	"--"	"匍匐"	"白"	"上膨"	"广东汕头地区"	"中下"	"绿"	"191"	"紫"	"深复缺"	"绿"	"不抗薯瘟"	"--"	"深复缺"	"--"	"--"	"白"	"--"	"0.51"	"--"	"--"	"--"	"差"	"中"	"11.0"	"23.8"	"11.4"	"14"	"--"	"--"	"--"																																																									
"61"	"Convolvulaceae(旋花科)"	"粤A649"	"担烂箩"	"--"	"--"	"紫"	"绿带紫"	"--"	"--"	"中"	"地方"	"广东省农科院旱粮所"	"广东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000410"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"褐"	"中"	"中"	"--"	"半直立"	"白"	"纺锤"	"广东台山"	"中上"	"浓绿"	"113"	"紫"	"浅复缺"	"绿"	"不抗薯瘟"	"--"	"浅复缺"	"--"	"--"	"白"	"--"	"0.58"	"--"	"--"	"--"	"中"	"无"	"11.9"	"27.8"	"13.6"	"8"	"--"	"--"	"--"																																																									
"62"	"Convolvulaceae(旋花科)"	"粤A650"	"生毛薯"	"--"	"--"	"绿"	"绿"	"--"	"--"	"中"	"地方"	"广东省农科院旱粮所"	"广东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000411"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"紫"	"纺锤"	"广东台山"	"高"	"绿"	"157"	"绿"	"心"	"紫"	"不抗薯瘟"	"--"	"浅单缺"	"--"	"--"	"杏黄"	"--"	"0.44"	"--"	"--"	"--"	"中"	"多"	"8.2"	"18.1"	"9.8"	"9"	"--"	"--"	"--"																																																									
"63"	"Convolvulaceae(旋花科)"	"粤A651"	"白皮不论春"	"--"	"--"	"紫"	"紫"	"--"	"--"	"多"	"地方"	"广东省农科院旱粮所"	"广东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000412"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"白"	"下膨"	"广东台山"	"中上"	"绿"	"123"	"绿带紫"	"浅复缺"	"绿"	"不抗薯瘟"	"--"	"深复缺"	"--"	"--"	"白"	"--"	"0.55"	"--"	"--"	"--"	"中"	"少"	"9.3"	"23.3"	"9.9"	"16"	"--"	"--"	"--"																																																									
"64"	"Convolvulaceae(旋花科)"	"粤A652"	"台城薯"	"--"	"--"	"绿"	"绿"	"--"	"--"	"多"	"地方"	"广东省农科院旱粮所"	"广东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000413"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"红"	"球形"	"广东台山"	"中"	"绿"	"150"	"绿"	"苋齿"	"绿带褐"	"不抗薯瘟"	"--"	"苋齿"	"--"	"--"	"黄"	"--"	"0.58"	"--"	"--"	"--"	"中"	"多"	"10.6"	"26.3"	"10.2"	"13"	"--"	"--"	"--"																																																									
"65"	"Convolvulaceae(旋花科)"	"粤A653"	"大叶母"	"--"	"--"	"紫"	"紫"	"--"	"--"	"多"	"地方"	"广东省农科院旱粮所"	"广东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000414"	"小"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"紫"	"纺锤"	"广东台山"	"中"	"绿"	"101"	"绿带褐"	"浅复缺"	"绿带褐"	"不抗薯瘟"	"--"	"浅复缺"	"--"	"--"	"橙晕"	"--"	"0.59"	"--"	"--"	"--"	"优"	"少"	"7.8"	"21.2"	"8.3"	"10"	"--"	"--"	"--"																																																									
"66"	"Convolvulaceae(旋花科)"	"粤A654"	"猪母厌"	"--"	"--"	"紫"	"紫"	"--"	"--"	"多"	"地方"	"广东省农科院旱粮所"	"海南"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000415"	"小"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"短"	"中"	"--"	"半直立"	"紫"	"球形"	"广东文昌"	"中上"	"浓绿"	"85"	"紫"	"三角"	"绿带紫"	"不抗薯瘟"	"--"	"浅单缺"	"--"	"--"	"淡橙"	"--"	"0.48"	"--"	"--"	"--"	"差"	"中"	"9.0"	"19.5"	"8.6"	"15"	"--"	"--"	"--"																																																									
"67"	"Convolvulaceae(旋花科)"	"粤A655"	"三角柠"	"--"	"--"	"紫"	"紫"	"--"	"--"	"特多"	"地方"	"广东省农科院旱粮所"	"海南"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000416"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"--"	"匍匐"	"紫"	"下膨"	"广东琼山"	"中"	"浓绿"	"117"	"紫"	"鸡爪"	"绿带褐"	"抗薯瘟"	"--"	"鸡爪"	"--"	"--"	"白"	"--"	"0.42"	"--"	"--"	"--"	"中"	"无"	"8.3"	"27.9"	"10.1"	"21"	"--"	"--"	"--"																																																									
"68"	"Convolvulaceae(旋花科)"	"粤A656"	"常年碰"	"--"	"--"	"紫"	"绿"	"--"	"--"	"特多"	"地方"	"广东省农科院旱粮所"	"海南"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000417"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"黄"	"纺锤"	"广东琼山"	"中下"	"淡绿"	"159"	"绿"	"浅复缺"	"绿"	"不抗薯瘟"	"--"	"浅复缺"	"--"	"--"	"黄"	"--"	"0.42"	"--"	"--"	"--"	"中"	"多"	"8.4"	"31.2"	"10.8"	"22"	"--"	"--"	"--"																																																									
"69"	"Convolvulaceae(旋花科)"	"粤A657"	"蓬尾薯"	"--"	"--"	"紫"	"绿带紫"	"--"	"--"	"多"	"地方"	"广东省农科院旱粮所"	"广东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000418"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"紫红"	"下膨"	"广东定安"	"中"	"绿"	"145"	"绿"	"鸡爪"	"绿"	"不抗薯瘟"	"--"	"鸡爪"	"--"	"--"	"黄晕"	"--"	"0.48"	"--"	"--"	"--"	"中"	"中"	"11.9"	"26.7"	"12.5"	"16"	"--"	"--"	"--"																																																									
"70"	"Convolvulaceae(旋花科)"	"粤A658"	"五爪红"	"--"	"--"	"紫"	"绿带紫"	"--"	"--"	"多"	"地方"	"广东省农科院旱粮所"	"广东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000419"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"紫红"	"下膨"	"广东定安"	"中"	"绿"	"140"	"绿"	"鸡爪"	"绿"	"不抗薯瘟"	"--"	"鸡爪"	"--"	"--"	"黄带紫"	"--"	"0.44"	"--"	"--"	"--"	"中"	"中"	"10.1"	"27.0"	"9.5"	"14"	"--"	"--"	"--"																																																									
"71"	"Convolvulaceae(旋花科)"	"桂A026"	"南瓜薯"	"--"	"--"	"紫"	"紫"	"--"	"--"	"多"	"地方"	"广西壮族自治区农科院玉米所"	"广西"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000551"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"淡紫红"	"纺锤"	"广西灌阳"	"中"	"淡绿"	"200"	"紫"	"浅复缺"	"淡紫"	"耐贮藏"	"--"	"浅复缺"	"--"	"--"	"白"	"--"	"0.70"	"--"	"--"	"--"	"优"	"少"	"11.0"	"20.0"	"12.0"	"12"	"--"	"--"	"--"																																																									
"72"	"Convolvulaceae(旋花科)"	"桂A027"	"青骨企龙"	"--"	"--"	"绿"	"绿"	"--"	"--"	"多"	"地方"	"广西壮族自治区农科院玉米所"	"广西"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000552"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"--"	"半直立"	"白"	"长纺、上膨纺"	"广西靖西"	"高"	"青绿"	"110"	"绿"	"浅复缺"	"绿"	"耐旱、耐寒"	"--"	"浅复缺"	"--"	"--"	"淡黄"	"--"	"0.60"	"--"	"--"	"--"	"优"	"少"	"11.0"	"19.0"	"10.5"	"12"	"--"	"--"	"--"																																																									
"73"	"Convolvulaceae(旋花科)"	"桂A029"	"木瓜薯"	"--"	"--"	"紫"	"紫"	"--"	"--"	"中"	"地方"	"广西壮族自治区农科院玉米所"	"广西"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000554"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"白"	"长纺"	"广西横县"	"中"	"绿"	"274"	"紫"	"浅单复缺"	"淡紫"	"较耐旱"	"--"	"深浅复缺"	"--"	"--"	"白"	"--"	"0.66"	"--"	"--"	"--"	"优"	"中"	"14.0"	"21.0"	"12.5"	"9"	"--"	"--"	"--"																																																									
"74"	"Convolvulaceae(旋花科)"	"桂A030"	"满村香"	"--"	"B"	"紫"	"浓紫"	"--"	"--"	"多"	"地方"	"广西壮族自治区农科院玉米所"	"广西"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000555"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"短"	"中"	"--"	"匍匐"	"褐红"	"长纺"	"广西桂南"	"低"	"浓绿"	"120"	"紫"	"浅复缺"	"紫"	"较抗薯瘟病和蔓割病、耐旱"	"--"	"浅复单缺"	"--"	"--"	"紫花"	"--"	"0.60"	"--"	"--"	"--"	"差"	"少"	"9.0"	"38.0"	"10.5"	"11"	"--"	"--"	"--"																																																									
"75"	"Convolvulaceae(旋花科)"	"桂A031"	"花心薯"	"--"	"--"	"紫"	"浓紫"	"--"	"--"	"中"	"地方"	"广西壮族自治区农科院玉米所"	"广西"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000556"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"中"	"--"	"匍匐"	"褐红"	"纺锤"	"广西桂南"	"低"	"浓绿"	"170"	"紫"	"浅复缺"	"紫"	"较耐旱"	"--"	"浅复单缺"	"--"	"--"	"紫花"	"--"	"0.60"	"--"	"--"	"--"	"中"	"少"	"9.5"	"36.0"	"9.5"	"8"	"--"	"--"	"--"																																																									
"76"	"Convolvulaceae(旋花科)"	"粤A363"	"广西菜叶"	"--"	"--"	"绿"	"绿"	"--"	"--"	"少"	"地方"	"广东省农科院旱粮所"	"广西"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000557"	"小"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"--"	"半直立"	"褐黄"	"纺锤"	"广西"	"中下"	"绿"	"33"	"绿"	"苋齿"	"紫"	"不抗薯瘟"	"--"	"苋齿"	"--"	"--"	"白"	"--"	"0.52"	"--"	"--"	"--"	"--"	"无"	"9.0"	"26.3"	"8.4"	"5"	"--"	"--"	"--"																																																									
"77"	"Convolvulaceae(旋花科)"	"川A001"	"鸡爪莲"	"--"	"B"	"紫"	"紫"	"--"	"--"	"中"	"地方"	"四川省农科院作物所"	"四川"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000558"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"粗"	"--"	"匍匐"	"黄"	"圆筒"	"四川简阳"	"中"	"浓绿"	"101"	"紫"	"鸡爪"	"绿带紫"	"较抗黑斑病"	"--"	"鸡爪"	"--"	"--"	"黄"	"--"	"0.69"	"--"	"--"	"--"	"中"	"中"	"11.6"	"30.5"	"11.3"	"8"	"--"	"--"	"--"																																																									
"78"	"Convolvulaceae(旋花科)"	"川A002"	"红藤"	"--"	"--"	"紫"	"紫"	"--"	"--"	"中"	"地方"	"四川省农科院作物所"	"四川"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000559"	"小"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"中"	"--"	"匍匐"	"淡红"	"纺锤"	"四川南充"	"中"	"绿"	"230"	"紫"	"心形"	"绿或缘紫"	"感黑斑病"	"--"	"心形"	"--"	"--"	"黄红"	"--"	"0.48"	"--"	"--"	"--"	"优"	"中"	"8.0"	"29.8"	"8.2"	"7"	"--"	"--"	"--"																																																									
"79"	"Convolvulaceae(旋花科)"	"川A003"	"长藤"	"--"	"--"	"紫"	"紫"	"--"	"--"	"中"	"地方"	"四川省农科院作物所"	"四川"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000560"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"褐"	"中"	"中"	"--"	"匍匐"	"黄白"	"下膨纺"	"四川酉阳"	"低"	"绿"	"156"	"紫"	"深单缺"	"缘紫"	"感黑斑病"	"--"	"深单缺"	"--"	"--"	"淡黄"	"--"	"0.58"	"--"	"--"	"--"	"中下"	"少"	"9.9"	"28.1"	"10.3"	"9"	"--"	"--"	"--"																																																									
"80"	"Convolvulaceae(旋花科)"	"川A005"	"江南苕"	"--"	"--"	"紫"	"紫"	"--"	"--"	"少"	"地方"	"四川省农科院作物所"	"四川"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000562"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带淡紫"	"短"	"粗"	"--"	"匍匐"	"淡红"	"纺锤"	"四川营山"	"中"	"浓绿"	"89"	"紫"	"心带齿"	"绿"	"感黑斑病"	"--"	"心带齿"	"--"	"--"	"桔红"	"--"	"0.80"	"--"	"--"	"--"	"中"	"中"	"11.7"	"29.7"	"10.5"	"4"	"--"	"--"	"--"																																																									
