"id"	"成都穗位高"	"年份吐丝数"	"北京区产量"	"杨穗位高"	"杨陵镇穗粗"	"年份区产量"	"北京抽雄数"	"平均穗行数"	"品种名称"	"年份抽雄数"	"公穗位高"	"平均穗位高"	"成都抽雄数"	"北京穗位高"	"成都吐丝数"	"成都穗行数"	"平均穗粗"	"平均抽雄数"	"北京穗行数"	"公抽雄数"	"北京成熟数"	"公成熟数"	"公吐丝数"	"年份穗位高"	"成都成熟数"	"杨吐丝数"	"北京穗粗"	"杨穗行数"	"公区产量"	"成都区产量"	"公穗行数"	"杨区产量"	"杨成熟数"	"平均区产量"	"北京吐丝数"	"年份成熟数"	"杨抽雄数"	"年份穗行数"	"平均吐丝数"	"年份穗粗"	"平均成熟数"	"公主岭穗粗"	"成都穗粗"
"373"	"52.0"	"1997.0"	"1100.0"	"84.0"	"4.2"	"1997.0"	"62.0"	"15.0"	"川4003×矮中自05"	"1997.0"	"70.0"	"70"	"60"	"73"	"65.0"	"14"	"4.5"	"59.0"	"16.0"	"58.0"	"112.0"	"123.0"	"75.0"	"1997.0"	"113"	"61.0"	"4.5"	"14.0"	"2652.0"	"1260"	"16.0"	"2230.0"	"105.0"	"1811.0"	"68"	"1997.0"	"55.0"	"1997.0"	"67"	"1997.0"	"113.0"	"4.8"	"--"
"374"	"84.0"	"1998.0"	"1185.0"	"83.0"	"4.9"	"1998.0"	"65.0"	"15.0"	"川4003×矮中自05"	"1998.0"	"122.0"	"96"	"56"	"93"	"61.0"	"16"	"4.7"	"61.0"	"16.0"	"63.0"	"98.0"	"130.0"	"69.0"	"1998.0"	"115"	"63.0"	"4.7"	"16.0"	"3384.0"	"1500"	"16.0"	"3320.0"	"94.0"	"2347.0"	"--"	"1998.0"	"59.0"	"1998.0"	"64"	"1998.0"	"109.0"	"4.6"	"4.7"
"375"	"68.0"	"平均"	"1143.0"	"84"	"4.5"	"平均"	"64.0"	"15.0"	"川4003×矮中自05"	"平均"	"96"	"83"	"58"	"83"	"63.0"	"14"	"4.6"	"60.0"	"15.0"	"60"	"105.0"	"127"	"72"	"平均"	"114"	"62"	"4.6"	"15"	"3018"	"1380"	"15"	"2775"	"100"	"2079.0"	"68"	"平均"	"57"	"平均"	"66"	"平均"	"111.0"	"4.7"	"4.7"
"376"	"56.0"	"1997.0"	"653.0"	"84.0"	"4.2"	"1997.0"	"57.0"	"15.0"	"川4003×MO17"	"1997.0"	"80.0"	"72"	"60"	"67"	"65.0"	"14"	"4.1"	"59.0"	"16.0"	"63.0"	"109.0"	"121.0"	"71.0"	"1997.0"	"110"	"61.0"	"3.8"	"14.0"	"2455.0"	"990"	"16.0"	"2850.0"	"98.0"	"1487.0"	"62"	"1997.0"	"55.0"	"1997.0"	"65"	"1997.0"	"110.0"	"4.3"	"--"
"377"	"75.0"	"1998.0"	"538.0"	"76.0"	"4.4"	"1998"	"64.0"	"14.0"	"川4003×MO17"	"1998"	"110"	"85"	"57"	"80"	"60.0"	"14"	"4.0"	"60.0"	"14.0"	"62.0"	"100.0"	"124.0"	"70"	"1998.0"	"114"	"62.0"	"3.9"	"14"	"2291.0"	"1030"	"16.0"	"2460"	"90"	"1580.0"	"--"	"1998"	"58"	"1998"	"64"	"1998.0"	"107.0"	"4"	"3.8"
"378"	"66.0"	"平均"	"600.0"	"80"	"4.3"	"平均"	"61.0"	"15.0"	"川4003×MO17"	"平均"	"95"	"79"	"59"	"74"	"63.0"	"14"	"4.1"	"60.0"	"14.0"	"63"	"105.0"	"123"	"70"	"平均"	"112"	"62"	"3.9"	"14"	"2373"	"1010"	"15"	"2155"	"94"	"1534.0"	"62"	"平均"	"57"	"平均"	"65"	"平均"	"109.0"	"4.2"	"3.8"
"379"	"82.0"	"1997.0"	"1065.0"	"100.0"	"4.9"	"1997.0"	"--"	"16.0"	"宁55×中128"	"1997.0"	"100.0"	"92"	"60"	"87"	"66.0"	"14"	"4.8"	"62.0"	"16.0"	"68.0"	"108.0"	"127.0"	"72.0"	"1997.0"	"114"	"59.0"	"4.5"	"16.0"	"2962.0"	"900"	"18.0"	"3090.0"	"94.0"	"2004.0"	"64"	"1997.0"	"56.0"	"1997.0"	"65"	"1997.0"	"111.0"	"5.1"	"--"
"380"	"80.0"	"1998.0"	"975.0"	"100.0"	"4.1"	"1998"	"65.0"	"16.0"	"宁55×中128"	"1998"	"138"	"105"	"61"	"103"	"61.0"	"16"	"4.5"	"62.0"	"16.0"	"61.0"	"98.0"	"125.0"	"68"	"1998.0"	"114"	"62.0"	"4.6"	"16"	"3491.0"	"960"	"18.0"	"3870"	"93"	"2324.0"	"--"	"1998"	"61"	"1998"	"64"	"1998.0"	"108.0"	"5"	"4.1"
"381"	"81.0"	"平均"	"1020.0"	"100"	"4.5"	"平均"	"65.0"	"16.0"	"宁55×中128"	"平均"	"119"	"99"	"61"	"95"	"63.0"	"15"	"4.7"	"62.0"	"16.0"	"65"	"103.0"	"126"	"70"	"平均"	"114"	"61"	"4.6"	"15"	"3227"	"930"	"17"	"3480"	"94"	"2164.0"	"64"	"平均"	"58"	"平均"	"65"	"平均"	"110.0"	"5"	"4.1"
"382"	"67.0"	"1997.0"	"1122.0"	"88.0"	"4.6"	"1997.0"	"--"	"15.0"	"宁55×矮中自05"	"1997.0"	"80.0"	"79"	"62"	"80"	"68.0"	"16"	"4.6"	"60.0"	"16.0"	"64.0"	"110.0"	"125.0"	"70.0"	"1997.0"	"114"	"59.0"	"4.4"	"16.0"	"3189.0"	"1380"	"16.0"	"2290.0"	"104.0"	"1995.0"	"67"	"1997.0"	"55.0"	"1997.0"	"66"	"1997.0"	"113.0"	"4.9"	"--"
"383"	"81.0"	"1998.0"	"1042.0"	"78.0"	"4.9"	"1998.0"	"65.0"	"15.0"	"宁55×矮中自05"	"1998.0"	"132.0"	"95"	"58"	"88"	"60.0"	"16"	"4.7"	"62.0"	"14.0"	"63.0"	"98.0"	"129.0"	"69.0"	"1998.0"	"114"	"65.0"	"4.5"	"16.0"	"2949.0"	"1350"	"16.0"	"3100.0"	"94.0"	"2110.0"	"--"	"1998.0"	"61.0"	"1998.0"	"65"	"1998.0"	"109.0"	"4.8"	"4.5"
"384"	"74.0"	"平均"	"1082.0"	"83"	"4.8"	"平均"	"65.0"	"15.0"	"宁55×矮中自05"	"平均"	"106"	"87"	"60"	"84"	"64.0"	"15"	"4.7"	"61.0"	"15.0"	"64"	"104.0"	"127"	"70"	"平均"	"114"	"62"	"4.5"	"15"	"3069"	"1365"	"15"	"2695"	"99"	"2053.0"	"67"	"平均"	"57"	"平均"	"66"	"平均"	"111.0"	"4.8"	"4.5"
"385"	"68.0"	"1997.0"	"593.0"	"96.0"	"4.5"	"1997.0"	"60.0"	"15.0"	"宁55×MO17"	"1997.0"	"105.0"	"89"	"60"	"88"	"66.0"	"16"	"4.3"	"59.0"	"14.0"	"61.0"	"110.0"	"119.0"	"71.0"	"1997.0"	"113"	"58.0"	"3.9"	"14.0"	"3180.0"	"1130"	"16.0"	"2420.0"	"102.0"	"1831.0"	"65"	"1997.0"	"54.0"	"1997.0"	"65"	"1997.0"	"111.0"	"4.6"	"--"
"386"	"73.0"	"1998.0"	"743.0"	"82.0"	"4.5"	"1998.0"	"64.0"	"15.0"	"宁55×MO17"	"1998.0"	"125.0"	"92"	"55"	"87"	"57.0"	"14"	"4.2"	"60.0"	"16.0"	"61.0"	"104.0"	"126.0"	"67.0"	"1998.0"	"110"	"64.0"	"4"	"16.0"	"2681.0"	"930"	"16.0"	"2740.0"	"90.0"	"1774.0"	"--"	"1998.0"	"59.0"	"1998.0"	"63"	"1998.0"	"108.0"	"4.6"	"3.8"
"387"	"71.0"	"平均"	"668.0"	"89"	"4.5"	"平均"	"62.0"	"15.0"	"宁55×MO17"	"平均"	"115"	"91"	"67"	"88"	"62.0"	"14"	"4.3"	"60.0"	"15.0"	"61"	"107.0"	"123"	"69"	"平均"	"112"	"61"	"4"	"15"	"2931"	"1030"	"16"	"2580"	"96"	"1803.0"	"65"	"平均"	"57"	"平均"	"64"	"平均"	"110.0"	"4.6"	"3.8"
"388"	"58.0"	"1997.0"	"1238.0"	"88.0"	"4.8"	"1997.0"	"--"	"16.0"	"郑34×中128"	"1997.0"	"95.0"	"80"	"59"	"77"	"65.0"	"16"	"4.9"	"62.0"	"16.0"	"70.0"	"108.0"	"133.0"	"77.0"	"1997.0"	"115"	"60.0"	"4.8"	"16.0"	"3411.0"	"1270"	"16.0"	"2790.0"	"94.0"	"2177.0"	"65"	"1997.0"	"58.0"	"1997.0"	"67"	"1997.0"	"113.0"	"5.2"	"--"
"389"	"87.0"	"1998.0"	"1452.0"	"81.0"	"4.8"	"1998.0"	"66.0"	"15.0"	"郑34×中128"	"1998.0"	"107.0"	"88"	"58"	"75"	"61.0"	"16"	"4.7"	"62.0"	"16.0"	"63.0"	"98.0"	"132.0"	"69.0"	"1998.0"	"115"	"61.0"	"4.7"	"14.0"	"3740.0"	"890"	"16.0"	"3790.0"	"91.0"	"2468.0"	"--"	"1998.0"	"59.0"	"1998.0"	"64"	"1998.0"	"109.0"	"4.8"	"4.3"
"390"	"73.0"	"平均"	"1345.0"	"85"	"4.8"	"平均"	"66.0"	"16.0"	"郑34×中128"	"平均"	"101"	"84"	"59"	"76"	"63.0"	"16"	"4.8"	"62.0"	"16.0"	"67"	"103.0"	"133"	"73"	"平均"	"115"	"61"	"4.8"	"15"	"3576"	"2160"	"15"	"3290"	"93"	"2323.0"	"65"	"平均"	"59"	"平均"	"65"	"平均"	"111.0"	"5"	"4.3"
"391"	"46.0"	"1997.0"	"1160.0"	"73.0"	"4.7"	"1997.0"	"--"	"14.0"	"郑34×矮中自05"	"1997.0"	"80.0"	"70"	"61"	"80"	"67.0"	"14"	"4.9"	"62.0"	"16.0"	"67.0"	"111.0"	"131.0"	"75.0"	"1997.0"	"114"	"61.0"	"4.8"	"14.0"	"3132.0"	"1350"	"14.0"	"2080.0"	"104.0"	"1931.0"	"69"	"1997.0"	"59.0"	"1997.0"	"66"	"1997.0"	"115.0"	"5.1"	"--"
"392"	"76.0"	"1998.0"	"1348.0"	"79.0"	"5.1"	"1998.0"	"65.0"	"14.0"	"郑34×矮中自05"	"1998.0"	"115.0"	"88"	"61"	"82"	"62.0"	"14"	"4.8"	"63.0"	"14.0"	"65.0"	"98.0"	"124.0"	"70.0"	"1998.0"	"120"	"65.0"	"4.9"	"14.0"	"2905.0"	"1110"	"14.0"	"3140.0"	"95.0"	"2126.0"	"--"	"1998.0"	"62.0"	"1998.0"	"66"	"1998.0"	"109.0"	"4.8"	"4.5"
"393"	"61.0"	"平均"	"1254.0"	"76"	"4.9"	"平均"	"65.0"	"14.0"	"郑34×矮中自05"	"平均"	"98"	"79"	"61"	"81"	"64.0"	"14"	"4.9"	"63.0"	"15.0"	"66"	"105.0"	"128"	"73"	"平均"	"117"	"63"	"4.8"	"14"	"3019"	"1230"	"13"	"2610"	"100"	"2029.0"	"69"	"平均"	"60"	"平均"	"66"	"平均"	"112.0"	"5"	"4.5"
"394"	"54.0"	"1997.0"	"1108.0"	"81.0"	"4.3"	"1997.0"	"60.0"	"14.0"	"郑34×MO17"	"1997.0"	"110.0"	"83"	"60"	"85"	"66.0"	"14"	"4.6"	"60.0"	"14.0"	"67.0"	"110.0"	"128.0"	"76.0"	"1997.0"	"113"	"60.0"	"4.3"	"14.0"	"3219.0"	"1200"	"14.0"	"2420.0"	"99.0"	"1987.0"	"67"	"1997.0"	"54.0"	"1997.0"	"67"	"1997.0"	"113.0"	"5.1"	"--"
"395"	"87.0"	"1998.0"	"898.0"	"71.0"	"4.9"	"1998.0"	"63.0"	"15.0"	"郑34×MO17"	"1998.0"	"114.0"	"88"	"57"	"80"	"58.0"	"16"	"4.4"	"60.0"	"16.0"	"62.0"	"104.0"	"127.0"	"69.0"	"1998.0"	"111"	"63.0"	"4.4"	"14.0"	"2851.0"	"970"	"16.0"	"3420.0"	"92.0"	"2035.0"	"--"	"1998.0"	"58.0"	"1998.0"	"63"	"1998.0"	"109.0"	"4.4"	"4.1"
"396"	"71.0"	"平均"	"1003.0"	"76"	"4.6"	"平均"	"62.0"	"15.0"	"郑34×MO17"	"平均"	"112"	"86"	"59"	"83"	"62.0"	"14"	"4.5"	"60.0"	"15.0"	"65"	"107.0"	"128"	"73"	"平均"	"112"	"62"	"4.3"	"14"	"3035"	"1085"	"14"	"2920"	"96"	"2011.0"	"67"	"平均"	"56"	"平均"	"65"	"平均"	"111.0"	"4.8"	"4.1"
"397"	"63.0"	"1997.0"	"1107.0"	"158.0"	"4.7"	"1997.0"	"67.0"	"14.0"	"系32×中128"	"1997.0"	"110.0"	"107"	"60"	"97"	"66.0"	"14"	"4.5"	"61.0"	"16.0"	"61.0"	"108.0"	"120.0"	"67.0"	"1997.0"	"114"	"60.0"	"4.3"	"14.0"	"3265.0"	"1250"	"16.0"	"3130.0"	"96.0"	"2769.0"	"65"	"1997.0"	"57.0"	"1997.0"	"65"	"1997.0"	"110.0"	"4.5"	"--"
"398"	"79.0"	"1998.0"	"1248.0"	"83.0"	"5.0"	"1998.0"	"66.0"	"14.0"	"系32×中128"	"1998.0"	"120.0"	"91"	"60"	"82"	"60.0"	"14"	"4.5"	"625.0"	"16.0"	"63.0"	"98.0"	"129.0"	"70.0"	"1998.0"	"114"	"61.0"	"4.4"	"14.0"	"3210.0"	"1000"	"16.0"	"3690.0"	"91.0"	"2287.0"	"--"	"1998.0"	"60.0"	"1998.0"	"64"	"1998.0"	"108.0"	"4.6"	"4.1"
"399"	"71.0"	"平均"	"1178.0"	"121"	"4.9"	"平均"	"67.0"	"14.0"	"系32×中128"	"平均"	"115"	"99"	"60"	"90"	"63.0"	"13"	"4.5"	"62.0"	"15.0"	"62"	"103.0"	"125"	"68"	"平均"	"114"	"61"	"4.3"	"14"	"3238"	"1125"	"15"	"3410"	"94"	"2528.0"	"65"	"平均"	"58"	"平均"	"65"	"平均"	"109.0"	"4.6"	"4.1"
"400"	"57.0"	"1997.0"	"1240.0"	"97.0"	"4.3"	"1997.0"	"--"	"14.0"	"系32×矮中自05"	"1997.0"	"85.0"	"80"	"60"	"80"	"66.0"	"14"	"4.5"	"62.0"	"14.0"	"67.0"	"110.0"	"130.0"	"73.0"	"1997.0"	"114"	"60.0"	"4.4"	"14.0"	"3064.0"	"1310"	"16.0"	"2540.0"	"99.0"	"2024.0"	"70"	"1997.0"	"58.0"	"1997.0"	"67"	"1997.0"	"113.0"	"4.7"	"--"
"401"	"77.0"	"1998.0"	"1270.0"	"85.0"	"4.5"	"1998.0"	"65.0"	"14.0"	"系32×矮中自05"	"1998.0"	"130.0"	"92"	"61"	"75"	"65.0"	"14"	"4.4"	"62.0"	"14.0"	"64.0"	"98.0"	"133.0"	"71.0"	"1998.0"	"120"	"65.0"	"4.4"	"14.0"	"3199.0"	"1080"	"16.0"	"3190.0"	"92.0"	"2185.0"	"--"	"1998.0"	"58.0"	"1998.0"	"67"	"1998.0"	"111.0"	"4.5"	"3.9"
"402"	"67.0"	"平均"	"1255.0"	"91"	"4.4"	"平均"	"65.0"	"14.0"	"系32×矮中自05"	"平均"	"108"	"86"	"61"	"78"	"66.0"	"14"	"4.5"	"62.0"	"14.0"	"65"	"104.0"	"132"	"72"	"平均"	"117"	"63"	"4.4"	"13"	"3570"	"1195"	"15"	"2865"	"96"	"2105.0"	"70"	"平均"	"58"	"平均"	"67"	"平均"	"112.0"	"4.6"	"3.9"
"403"	"77.0"	"1997.0"	"1080.0"	"102.0"	"4.5"	"1997.0"	"60.0"	"13.0"	"系32×MO17"	"1997.0"	"75.0"	"85"	"60"	"85"	"66.0"	"12"	"4.4"	"61.0"	"14.0"	"66.0"	"111.0"	"129.0"	"73.0"	"1997.0"	"113"	"60.0"	"4.1"	"12.0"	"3559.0"	"1340"	"14.0"	"2520.0"	"98.0"	"2125.0"	"68"	"1997.0"	"56.0"	"1997.0"	"67"	"1997.0"	"113.0"	"4.7"	"--"
"404"	"70.0"	"1998.0"	"898.0"	"97.0"	"4.6"	"1998.0"	"63.0"	"13.0"	"系32×MO17"	"1998.0"	"128.0"	"96"	"55"	"88"	"60.0"	"14"	"4.2"	"60.0"	"14.0"	"62.0"	"104.0"	"126.0"	"69.0"	"1998.0"	"116"	"65.0"	"4"	"12.0"	"3580.0"	"1020"	"14.0"	"2960.0"	"92.0"	"2115.0"	"--"	"1998.0"	"61.0"	"1998.0"	"65"	"1998.0"	"110.0"	"4.5"	"3.8"
"405"	"74.0"	"平均"	"989.0"	"100"	"4.6"	"平均"	"62.0"	"13.0"	"系32×MO17"	"平均"	"102"	"91"	"58"	"87"	"63.0"	"13"	"4.3"	"61.0"	"13.0"	"64"	"107.0"	"128"	"71"	"平均"	"115"	"63"	"4"	"12"	"3570"	"1180"	"14"	"2740"	"95"	"2120.0"	"68"	"平均"	"59"	"平均"	"66"	"平均"	"112.0"	"4.6"	"3.8"
"406"	"80.0"	"1997.0"	"713.0"	"116.0"	"4.9"	"1997.0"	"67.0"	"14.0"	"齐35×中128"	"1997.0"	"120.0"	"102"	"68"	"92"	"73.0"	"14"	"4.4"	"65.0"	"14.0"	"65.0"	"108.0"	"127.0"	"72.0"	"1997.0"	"114"	"67.0"	"3.8"	"14.0"	"3265.0"	"1630"	"16.0"	"2500.0"	"96.0"	"2027.0"	"72"	"1997.0"	"58.0"	"1997.0"	"70"	"1997.0"	"112.0"	"4.5"	"--"
"407"	"72.0"	"1998.0"	"1062.0"	"97.0"	"5.1"	"1998.0"	"68.0"	"14.0"	"齐35×中128"	"1998.0"	"140.0"	"103"	"63"	"102"	"68.0"	"14"	"4.4"	"65.0"	"14.0"	"66.0"	"98.0"	"130.0"	"72.0"	"1998.0"	"123"	"65.0"	"4.3"	"14.0"	"2137.0"	"830"	"14.0"	"3940.0"	"91.0"	"1992.0"	"--"	"1998.0"	"63.0"	"1998.0"	"68"	"1998.0"	"111.0"	"4.4"	"3.7"
"408"	"76.0"	"平均"	"888.0"	"107"	"5"	"平均"	"68.0"	"14.0"	"齐35×中128"	"平均"	"130"	"103"	"65"	"97"	"70.0"	"13"	"4.4"	"65.0"	"14.0"	"66"	"103.0"	"129"	"72"	"平均"	"119"	"63"	"4"	"14"	"2701"	"1230"	"15"	"3220"	"94"	"2010.0"	"72"	"平均"	"61"	"平均"	"69"	"平均"	"112.0"	"4.5"	"3.7"
"409"	"83.0"	"1997.0"	"1225.0"	"102.0"	"4.3"	"1997.0"	"68.0"	"14.0"	"齐35×矮中自05"	"1997.0"	"115.0"	"78"	"67"	"87"	"72.0"	"14"	"4.4"	"66.0"	"14.0"	"70.0"	"112.0"	"133.0"	"75.0"	"1997.0"	"118"	"62.0"	"4.3"	"14.0"	"3075.0"	"1330"	"16.0"	"2440.0"	"105.0"	"2018.0"	"71"	"1997.0"	"58.0"	"1997.0"	"70"	"1997.0"	"117.0"	"4.7"	"--"
"410"	"101.0"	"1998.0"	"1528.0"	"97.0"	"4.2"	"1998.0"	"67.0"	"14.0"	"齐35×矮中自05"	"1998.0"	"139.0"	"110"	"63"	"102"	"67.0"	"16"	"4.4"	"65.0"	"14.0"	"69.0"	"103.0"	"133.0"	"74.0"	"1998.0"	"120"	"67.0"	"4.7"	"14.0"	"3546.0"	"1290"	"14.0"	"3110.0"	"93.0"	"2369.0"	"--"	"1998.0"	"62.0"	"1998.0"	"69"	"1998.0"	"112.0"	"4.6"	"4.2"
"411"	"92.0"	"平均"	"1377.0"	"100"	"4.3"	"平均"	"68.0"	"14.0"	"齐35×矮中自05"	"平均"	"127"	"94"	"65"	"95"	"70.0"	"15"	"4.4"	"66.0"	"14.0"	"70"	"106.0"	"133"	"75"	"平均"	"119"	"65"	"4.5"	"14"	"3311"	"1310"	"14"	"2775"	"99"	"2194.0"	"71"	"平均"	"60"	"平均"	"70"	"平均"	"115.0"	"4.6"	"4.2"
"412"	"75.0"	"1997.0"	"965.0"	"111.0"	"3.9"	"1997.0"	"63.0"	"13.0"	"齐35×MO17"	"1997.0"	"95.0"	"90"	"66"	"77"	"71.0"	"12"	"4"	"64.0"	"14.0"	"70.0"	"110.0"	"126.0"	"78.0"	"1997.0"	"116"	"61.0"	"4.1"	"14.0"	"2090.0"	"960"	"14.0"	"2690.0"	"102.0"	"1976.0"	"70"	"1997.0"	"56.0"	"1997.0"	"70"	"1997.0"	"114.0"	"3.9"	"--"
"413"	"85.0"	"1998.0"	"560.0"	"97.0"	"4.5"	"1998.0"	"66.0"	"13.0"	"齐35×MO17"	"1998.0"	"137.0"	"105"	"57"	"100"	"61.0"	"14"	"4"	"63.0"	"14.0"	"65.0"	"98.0"	"119.0"	"72.0"	"1998.0"	"114"	"68.0"	"4.1"	"14.0"	"2325.0"	"740"	"14.0"	"2850.0"	"93.0"	"1619.0"	"--"	"1998.0"	"63.0"	"1998.0"	"67"	"1998.0"	"106.0"	"3.7"	"3.6"
"414"	"80.0"	"平均"	"763.0"	"104"	"4.2"	"平均"	"65.0"	"13.0"	"齐35×MO17"	"平均"	"116"	"98"	"62"	"89"	"66.0"	"13"	"4"	"64.0"	"13.0"	"68"	"104.0"	"123"	"75"	"平均"	"115"	"65"	"4.1"	"14"	"2208"	"850"	"13"	"2770"	"98"	"1648.0"	"70"	"平均"	"60"	"平均"	"69"	"平均"	"110.0"	"3.8"	"3.6"
"415"	"48.0"	"1997.0"	"766.0"	"94.0"	"4.0"	"1997"	"68.0"	"16.0"	"原齐123×中128"	"1997"	"100"	"80"	"58"	"78"	"64.0"	"14"	"4"	"62.0"	"16.0"	"64.0"	"108.0"	"125.0"	"71"	"1997.0"	"113"	"61.0"	"4.1"	"16"	"2475.0"	"1050"	"18.0"	"1870"	"92"	"1540.0"	"72"	"1997"	"57"	"1997"	"67"	"1997.0"	"110.0"	"4"	"--"
"416"	"76.0"	"1998.0"	"610.0"	"74.0"	"4.8"	"1998.0"	"68.0"	"15.0"	"原齐123×中128"	"1998.0"	"129.0"	"92"	"59"	"90"	"59.0"	"14"	"4.5"	"63.0"	"16.0"	"63.0"	"98.0"	"127.0"	"70.0"	"1998.0"	"114"	"63.0"	"4"	"14.0"	"2107.0"	"--"	"16.0"	"2960.0"	"91.0"	"1892.0"	"--"	"1998.0"	"62.0"	"1998.0"	"64"	"1998.0"	"108.0"	"4.5"	"4.5"
"417"	"62.0"	"平均"	"688.0"	"84"	"4.4"	"平均"	"68.0"	"16.0"	"原齐123×中128"	"平均"	"115"	"86"	"59"	"84"	"62.0"	"14"	"4.3"	"63.0"	"16.0"	"64"	"104.0"	"126"	"71"	"平均"	"114"	"62"	"4.1"	"15"	"2291"	"1050"	"16"	"2415"	"92"	"1716.0"	"72"	"平均"	"60"	"平均"	"66"	"平均"	"109.0"	"4.3"	"4.5"
"418"	"49.0"	"1997.0"	"988.0"	"75.0"	"4.1"	"1997.0"	"--"	"16.0"	"原齐123×矮中自05"	"1997.0"	"85.0"	"70"	"62"	"72"	"67.0"	"14"	"4.4"	"62.0"	"18.0"	"69.0"	"111.0"	"132.0"	"78.0"	"1997.0"	"113"	"61.0"	"4.2"	"16.0"	"2551.0"	"1190"	"16.0"	"1890.0"	"99.0"	"1655.0"	"72"	"1997.0"	"56.0"	"1997.0"	"70"	"1997.0"	"114.0"	"4.8"	"--"
"419"	"74.0"	"1998.0"	"1058.0"	"80.0"	"4.1"	"1998.0"	"66.0"	"15.0"	"原齐123×矮中自05"	"1998.0"	"118.0"	"87"	"62"	"77"	"67.0"	"14"	"4.2"	"63.0"	"16.0"	"62.0"	"102.0"	"124.0"	"71.0"	"1998.0"	"117"	"67.0"	"4.3"	"16.0"	"2098.0"	"990"	"16.0"	"2170.0"	"93.0"	"1579.0"	"--"	"1998.0"	"62.0"	"1998.0"	"68"	"1998.0"	"109.0"	"4.3"	"4.1"
"420"	"62.0"	"平均"	"1023.0"	"78"	"4.1"	"平均"	"66.0"	"16.0"	"原齐123×矮中自05"	"平均"	"102"	"79"	"62"	"75"	"67.0"	"14"	"4.3"	"63.0"	"16.0"	"65"	"107.0"	"128"	"75"	"平均"	"115"	"64"	"4.3"	"16"	"2325"	"1090"	"15"	"2030"	"96"	"1617.0"	"72"	"平均"	"59"	"平均"	"69"	"平均"	"112.0"	"4.5"	"4.1"
"421"	"51.0"	"1997.0"	"698.0"	"80.0"	"4.4"	"1997.0"	"59.0"	"15.0"	"原齐123×MO17"	"1997.0"	"105.0"	"75"	"58"	"63"	"64.0"	"14"	"4"	"59.0"	"16.0"	"64.0"	"111.0"	"127.0"	"74.0"	"1997.0"	"111"	"58.0"	"3.7"	"14.0"	"2146.0"	"900"	"16.0"	"1620.0"	"103.0"	"1341.0"	"66"	"1997.0"	"55.0"	"1997.0"	"66"	"1997.0"	"113.0"	"4.1"	"--"
"422"	"96.0"	"1998.0"	"793.0"	"75.0"	"4.5"	"1998.0"	"63.0"	"15.0"	"原齐123×MO17"	"1998.0"	"96.0"	"85"	"53"	"73"	"57.0"	"14"	"4"	"58.0"	"16.0"	"59.0"	"104.0"	"118.0"	"68.0"	"1998.0"	"112"	"59.0"	"3.9"	"14.0"	"2018.0"	"860"	"16.0"	"2750.0"	"90.0"	"1605.0"	"--"	"1998.0"	"56.0"	"1998.0"	"61"	"1998.0"	"106.0"	"3.8"	"3.7"
"423"	"74.0"	"平均"	"746.0"	"78"	"4.5"	"平均"	"61.0"	"15.0"	"原齐123×MO17"	"平均"	"101"	"80"	"62"	"68"	"61.0"	"14"	"4"	"59.0"	"15.0"	"61"	"108.0"	"123"	"71"	"平均"	"112"	"58"	"3.8"	"14"	"2082"	"880"	"16"	"2185"	"97"	"1473.0"	"66"	"平均"	"56"	"平均"	"64"	"平均"	"110.0"	"4"	"3.7"
"424"	"77.0"	"1997.0"	"1075.0"	"97.0"	"4.5"	"1997.0"	"66.0"	"14.0"	"鲁832×中128"	"1997.0"	"110.0"	"92"	"59"	"83"	"65.0"	"14"	"4.4"	"62.0"	"14.0"	"64.0"	"109.0"	"126.0"	"72.0"	"1997.0"	"114"	"61.0"	"4.2"	"14.0"	"3115.0"	"1300"	"16.0"	"2690.0"	"99.0"	"2045.0"	"70"	"1997.0"	"57.0"	"1997.0"	"67"	"1997.0"	"112.0"	"4.6"	"--"
"425"	"102.0"	"1998.0"	"1068.0"	"85.0"	"4.7"	"1998.0"	"64.0"	"14.0"	"鲁832×中128"	"1998.0"	"149.0"	"86"	"63"	"98"	"69.0"	"14"	"4.3"	"64.0"	"14.0"	"65.0"	"99.0"	"131.0"	"71.0"	"1998.0"	"122"	"64.0"	"4.1"	"14.0"	"3290.0"	"960"	"16.0"	"3160.0"	"93.0"	"2120.0"	"--"	"1998.0"	"62.0"	"1998.0"	"68"	"1998.0"	"112.0"	"4.7"	"3.9"
"426"	"90.0"	"平均"	"1072.0"	"91"	"4.6"	"平均"	"65.0"	"14.0"	"鲁832×中128"	"平均"	"130"	"89"	"61"	"91"	"67.0"	"14"	"4.4"	"63.0"	"14.0"	"65"	"104.0"	"129"	"72"	"平均"	"118"	"63"	"4.1"	"14"	"2753"	"1130"	"15"	"2925"	"96"	"2083.0"	"70"	"平均"	"60"	"平均"	"67"	"平均"	"112.0"	"3.7"	"3.9"
"427"	"64.0"	"1997.0"	"1263.0"	"104.0"	"4.4"	"1997.0"	"68.0"	"14.0"	"鲁832×矮中自05"	"1997.0"	"100.0"	"90"	"66"	"92"	"71.0"	"14"	"4.5"	"65.0"	"16.0"	"68.0"	"111.0"	"134.0"	"76.0"	"1997.0"	"115"	"62.0"	"4.4"	"14.0"	"2795.0"	"1250"	"14.0"	"1970.0"	"105.0"	"1820.0"	"72"	"1997.0"	"57.0"	"1997.0"	"70"	"1997.0"	"116.0"	"4.6"	"--"
