"id"	"成都穗位高"	"年份吐丝数"	"北京区产量"	"杨穗位高"	"杨陵镇穗粗"	"年份区产量"	"北京抽雄数"	"平均穗行数"	"品种名称"	"年份抽雄数"	"公穗位高"	"平均穗位高"	"成都抽雄数"	"北京穗位高"	"成都吐丝数"	"成都穗行数"	"平均穗粗"	"平均抽雄数"	"北京穗行数"	"公抽雄数"	"北京成熟数"	"公成熟数"	"公吐丝数"	"年份穗位高"	"成都成熟数"	"杨吐丝数"	"北京穗粗"	"杨穗行数"	"公区产量"	"成都区产量"	"公穗行数"	"杨区产量"	"杨成熟数"	"平均区产量"	"北京吐丝数"	"年份成熟数"	"杨抽雄数"	"年份穗行数"	"平均吐丝数"	"年份穗粗"	"平均成熟数"	"公主岭穗粗"	"成都穗粗"
"56"	"95.0"	"1998.0"	"918.0"	"98.0"	"5.3"	"1998.0"	"65.0"	"15.0"	"吉资8×中128"	"1998.0"	"109.0"	"99"	"60"	"95"	"60.0"	"14"	"4.7"	"62.0"	"16.0"	"61.0"	"99.0"	"121.0"	"67.0"	"1998.0"	"114"	"60.0"	"4.8"	"14.0"	"2919.0"	"830"	"15.0"	"3240.0"	"90.0"	"1977.0"	"--"	"1998.0"	"60.0"	"1998.0"	"62"	"1998.0"	"106.0"	"4.6"	"4.1"
"57"	"79.0"	"平均"	"1044.0"	"96"	"4.9"	"平均"	"65.0"	"15.0"	"吉资8×中128"	"平均"	"105"	"93"	"60"	"92"	"63.0"	"14"	"4.8"	"62.0"	"16.0"	"65"	"105.0"	"124"	"71"	"平均"	"114"	"59"	"4.8"	"14"	"2658"	"1060"	"16"	"2805"	"92"	"1892.0"	"64"	"平均"	"57"	"平均"	"64"	"平均"	"109.0"	"4.8"	"4.1"
"58"	"67.0"	"1997.0"	"1342.0"	"92.0"	"4.7"	"1997"	"61.0"	"14.0"	"吉资8×矮中自05"	"1997"	"95"	"86"	"62"	"88"	"68.0"	"14"	"4.8"	"61.0"	"16.0"	"66.0"	"111.0"	"125.0"	"73"	"1997.0"	"112"	"59.0"	"4.7"	"14"	"3043.0"	"1210"	"16.0"	"2560"	"101"	"2039.0"	"65"	"1997"	"55"	"1997"	"66"	"1997.0"	"112.0"	"5"	"--"
"59"	"80.0"	"1998.0"	"1699.0"	"78.0"	"5.0"	"1998.0"	"64.0"	"14.0"	"吉资8×矮中自05"	"1998.0"	"124.0"	"93"	"57"	"93"	"62.0"	"14"	"4.8"	"61.0"	"14.0"	"63.0"	"103.0"	"126.0"	"68.0"	"1998.0"	"112"	"62.0"	"5"	"14.0"	"3234.0"	"1210"	"14.0"	"3450.0"	"122.0"	"2398.0"	"--"	"1998.0"	"59.0"	"1998.0"	"64"	"1998.0"	"116.0"	"4.8"	"4.3"
"60"	"74.0"	"平均"	"1521.0"	"85"	"4.9"	"平均"	"63.0"	"14.0"	"吉资8×矮中自05"	"平均"	"110"	"90"	"60"	"91"	"65.0"	"14"	"4.8"	"61.0"	"14.0"	"65"	"107.0"	"126"	"70"	"平均"	"112"	"61"	"4.9"	"14"	"3139"	"1210"	"15"	"3005"	"112"	"2219.0"	"65"	"平均"	"57"	"平均"	"65"	"平均"	"114.0"	"4.9"	"4.3"
"61"	"71.0"	"1997.0"	"1132.0"	"97.0"	"4.3"	"1997.0"	"57.0"	"13.0"	"吉资8×MO17"	"1997.0"	"95.0"	"87"	"62"	"83"	"67.0"	"12"	"4.4"	"61.0"	"14.0"	"62.0"	"109.0"	"123.0"	"70.0"	"1997.0"	"114"	"58.0"	"4.3"	"14.0"	"3229.0"	"1270"	"14.0"	"2550.0"	"93.0"	"2045.0"	"62"	"1997.0"	"54.0"	"1997.0"	"64"	"1997.0"	"110.0"	"4.7"	"--"
"62"	"64.0"	"1998.0"	"1288.0"	"91.0"	"4.8"	"1998.0"	"62.0"	"13.0"	"吉资8×MO17"	"1998.0"	"115.0"	"92"	"56"	"97"	"66.0"	"14"	"4.4"	"60.0"	"14.0"	"61.0"	"98.0"	"121.0"	"67.0"	"1998.0"	"113"	"60.0"	"4.3"	"12.0"	"3294.0"	"1110"	"14.0"	"3480.0"	"90.0"	"2293.0"	"--"	"1998.0"	"60.0"	"1998.0"	"64"	"1998.0"	"106.0"	"4.4"	"3.9"
"63"	"68.0"	"平均"	"1210.0"	"94"	"4.6"	"平均"	"60.0"	"13.0"	"吉资8×MO17"	"平均"	"195"	"90"	"59"	"90"	"67.0"	"12"	"4.4"	"61.0"	"14.0"	"62"	"104.0"	"122"	"69"	"平均"	"114"	"59"	"4.3"	"13"	"3262"	"1190"	"13"	"3015"	"92"	"2170.0"	"62"	"平均"	"57"	"平均"	"64"	"平均"	"108.0"	"4.6"	"3.9"
"64"	"67.0"	"1997.0"	"1107.0"	"90.0"	"4.4"	"1997.0"	"--"	"16.0"	"吉资12×中128"	"1997.0"	"85.0"	"82"	"63"	"85"	"68.0"	"14"	"4.5"	"62.0"	"16.0"	"68.0"	"112.0"	"125.0"	"73.0"	"1997.0"	"113"	"59.0"	"4.5"	"16.0"	"3158.0"	"1240"	"16.0"	"2330.0"	"93.0"	"1959.0"	"63"	"1997.0"	"56.0"	"1997.0"	"66"	"1997.0"	"111.0"	"4.7"	"--"
"65"	"87.0"	"1998.0"	"1275.0"	"84.0"	"5.0"	"1998.0"	"66.0"	"16.0"	"吉资12×中128"	"1998.0"	"118.0"	"93"	"61"	"83"	"61.0"	"16"	"4.6"	"62.0"	"16.0"	"60.0"	"99.0"	"119.0"	"65.0"	"1998.0"	"115"	"64.0"	"4.6"	"14.0"	"2602.0"	"820"	"16.0"	"2700.0"	"91.0"	"1849.0"	"--"	"1998.0"	"59.0"	"1998.0"	"63"	"1998.0"	"106.0"	"4.4"	"4.1"
"66"	"74.0"	"平均"	"1191.0"	"87"	"4.7"	"平均"	"66.0"	"16.0"	"吉资12×中128"	"平均"	"102"	"88"	"62"	"84"	"65.0"	"15"	"4.6"	"62.0"	"16.0"	"64"	"106.0"	"122"	"69"	"平均"	"114"	"62"	"4.6"	"15"	"2880"	"1030"	"16"	"2515"	"92"	"1904.0"	"63"	"平均"	"58"	"平均"	"65"	"平均"	"108.0"	"4.6"	"4.1"
"67"	"71.0"	"1997.0"	"1170.0"	"92.0"	"4.5"	"1997.0"	"--"	"16.0"	"吉资12×矮中自05"	"1997.0"	"111.0"	"91"	"65"	"92"	"67.0"	"16"	"4.6"	"63.0"	"16.0"	"66.0"	"111.0"	"125.0"	"73.0"	"1997.0"	"114"	"60.0"	"4.6"	"16.0"	"2868.0"	"1200"	"16.0"	"2040.0"	"104.0"	"1820.0"	"64"	"1997.0"	"57.0"	"1997.0"	"66"	"1997.0"	"114.0"	"4.8"	"--"
"68"	"76.0"	"1998.0"	"1253.0"	"85.0"	"5.0"	"1998.0"	"65.0"	"16.0"	"吉资12×矮中自05"	"1998.0"	"119.0"	"92"	"57"	"87"	"60.0"	"18"	"4.7"	"62.0"	"16.0"	"63.0"	"103.0"	"126.0"	"68.0"	"1998.0"	"114"	"65.0"	"4.5"	"16.0"	"3334.0"	"1240"	"16.0"	"3150.0"	"98.0"	"2244.0"	"--"	"1998.0"	"62.0"	"1998.0"	"64"	"1998.0"	"110.0"	"4.7"	"4.6"
"69"	"68.0"	"平均"	"1212.0"	"89"	"4.8"	"平均"	"65.0"	"16.0"	"吉资12×矮中自05"	"平均"	"115"	"92"	"61"	"90"	"64.0"	"16"	"4.7"	"63.0"	"16.0"	"65"	"107.0"	"126"	"71"	"平均"	"114"	"63"	"4.6"	"16"	"3101"	"1220"	"16"	"2595"	"101"	"2032.0"	"64"	"平均"	"60"	"平均"	"65"	"平均"	"112.0"	"4.8"	"4.6"
"70"	"70.0"	"1997.0"	"1015.0"	"97.0"	"4.3"	"1997.0"	"60.0"	"15.0"	"吉资12×MO17"	"1997.0"	"100.0"	"87"	"60"	"82"	"65.0"	"14"	"4.3"	"60.0"	"16.0"	"64.0"	"110.0"	"122.0"	"69.0"	"1997.0"	"111"	"59.0"	"4"	"16.0"	"2964.0"	"1230"	"16.0"	"2650.0"	"95.0"	"1965.0"	"65"	"1997.0"	"54.0"	"1997.0"	"65"	"1997.0"	"110.0"	"4.6"	"--"
"71"	"78.0"	"1998.0"	"768.0"	"94.0"	"4.6"	"1998.0"	"62.0"	"15.0"	"吉资12×MO17"	"1998.0"	"117.0"	"91"	"57"	"75"	"59.0"	"16"	"4.2"	"60.0"	"14.0"	"62.0"	"98.0"	"118.0"	"67.0"	"1998.0"	"111"	"62.0"	"4.3"	"14.0"	"2720.0"	"1030"	"15.0"	"3340.0"	"90.0"	"1965.0"	"--"	"1998.0"	"62.0"	"1998.0"	"63"	"1998.0"	"104.0"	"4.1"	"3.9"
"72"	"77.0"	"平均"	"892.0"	"96"	"4.4"	"平均"	"61.0"	"15.0"	"吉资12×MO17"	"平均"	"109"	"89"	"59"	"79"	"62.0"	"15"	"4.3"	"60.0"	"15.0"	"63"	"104.0"	"120"	"68"	"平均"	"111"	"61"	"4.2"	"15"	"2842"	"1130"	"15"	"2995"	"93"	"1965.0"	"65"	"平均"	"56"	"平均"	"64"	"平均"	"107.0"	"4.4"	"3.9"
"73"	"60.0"	"1997.0"	"1222.0"	"99.0"	"4.8"	"1997.0"	"--"	"16.0"	"吉资13×中128"	"1997.0"	"92.0"	"80"	"59"	"80"	"64.0"	"14"	"4.7"	"61.0"	"16.0"	"67.0"	"110.0"	"126.0"	"72.0"	"1997.0"	"109"	"60.0"	"4.4"	"18.0"	"3256.0"	"1030"	"18.0"	"2580.0"	"93.0"	"2022.0"	"65"	"1997.0"	"57.0"	"1997.0"	"65"	"1997.0"	"110.0"	"4.8"	"--"
"74"	"82"	"1998.0"	"1028"	"76.0"	"4.8"	"1998.0"	"65"	"16"	"吉资13×中128"	"1998.0"	"125.0"	"92"	"61"	"83"	"64"	"16"	"4.4"	"62"	"16"	"62.0"	"98"	"126.0"	"68.0"	"1998.0"	"115"	"62.0"	"4.4"	"16.0"	"2392.0"	"940"	"18.0"	"3280.0"	"91.0"	"1910"	"--"	"1998.0"	"59.0"	"1998.0"	"65"	"1998.0"	"108"	"4.5"	"4"
"75"	"72"	"平均"	"1125"	"88"	"4.8"	"平均"	"65"	"16"	"吉资13×中128"	"平均"	"109"	"86"	"60"	"82"	"64"	"15"	"4.6"	"62"	"16"	"65"	"104"	"126"	"70"	"平均"	"112"	"61"	"4.4"	"17"	"2824"	"985"	"17"	"2930"	"92"	"1966"	"65"	"平均"	"58"	"平均"	"65"	"平均"	"109"	"4.7"	"4"
"76"	"64.0"	"1997.0"	"1258.0"	"88.0"	"4.5"	"1997.0"	"60.0"	"17.0"	"吉资13×矮中自05"	"1997.0"	"95.0"	"83"	"58"	"83"	"63.0"	"16"	"4.6"	"60.0"	"16.0"	"65.0"	"110.0"	"124.0"	"72.0"	"1997.0"	"115"	"61.0"	"4.6"	"18.0"	"3137.0"	"1380"	"18.0"	"2230.0"	"104.0"	"2001.0"	"64"	"1997.0"	"57.0"	"1997.0"	"65"	"1997.0"	"113.0"	"4.8"	"--"
"77"	"76.0"	"1998.0"	"1382.0"	"76.0"	"5.1"	"1998.0"	"64.0"	"16.0"	"吉资13×矮中自05"	"1998.0"	"119.0"	"90"	"59"	"87"	"60.0"	"18"	"4.7"	"62.0"	"16.0"	"63.0"	"103.0"	"126.0"	"67.0"	"1998.0"	"114"	"62.0"	"4.5"	"16.0"	"2826.0"	"1180"	"18.0"	"3360.0"	"93.0"	"2187.0"	"--"	"1998.0"	"60.0"	"1998.0"	"63"	"1998.0"	"109.0"	"4.6"	"4.6"
"78"	"74.0"	"平均"	"1320.0"	"82"	"4.8"	"平均"	"62.0"	"17.0"	"吉资13×矮中自05"	"平均"	"107"	"87"	"59"	"85"	"62.0"	"17"	"4.7"	"61.0"	"16.0"	"64"	"107.0"	"125"	"70"	"平均"	"115"	"62"	"4.6"	"17"	"2982"	"1280"	"17"	"2795"	"98"	"2094.0"	"64"	"平均"	"58"	"平均"	"64"	"平均"	"111.0"	"4.7"	"4.6"
"79"	"68.0"	"1997.0"	"933.0"	"91.0"	"4.3"	"1997.0"	"61.0"	"15.0"	"吉资13×MO17"	"1997.0"	"90.0"	"83"	"60"	"82"	"65.0"	"14"	"4.3"	"60.0"	"16.0"	"64.0"	"109.0"	"119.0"	"69.0"	"1997.0"	"113"	"59.0"	"4.1"	"16.0"	"2725.0"	"1160"	"16.0"	"2460.0"	"94.0"	"1820.0"	"66"	"1997.0"	"54.0"	"1997.0"	"65"	"1997.0"	"109.0"	"4.5"	"--"
"80"	"83.0"	"1998.0"	"910.0"	"89.0"	"4.6"	"1998.0"	"62.0"	"14.0"	"吉资13×MO17"	"1998.0"	"114.0"	"92"	"57"	"83"	"57.0"	"14"	"4.1"	"60.0"	"14.0"	"60.0"	"98.0"	"118.0"	"64.0"	"1998.0"	"112"	"61.0"	"3.9"	"14.0"	"2484.0"	"940"	"16.0"	"3170.0"	"91.0"	"1876.0"	"--"	"1998.0"	"61.0"	"1998.0"	"61"	"1998.0"	"105.0"	"4.0"	"3.7"
"81"	"71.0"	"平均"	"922.0"	"90"	"4.5"	"平均"	"62.0"	"15.0"	"吉资13×MO17"	"平均"	"102"	"88"	"59"	"83"	"61.0"	"14"	"4.2"	"60.0"	"15.0"	"62"	"104.0"	"119"	"67"	"平均"	"113"	"60"	"4"	"15"	"2605"	"1050"	"16"	"2815"	"93"	"1848.0"	"66"	"平均"	"58"	"平均"	"63"	"平均"	"107.0"	"4.3"	"3.7"
"82"	"70.0"	"1997.0"	"1152.0"	"104.0"	"4.4"	"1997.0"	"--"	"15.0"	"吉资14×中128"	"1997.0"	"110.0"	"94"	"67"	"90"	"66.0"	"14"	"4.5"	"63.0"	"16.0"	"71.0"	"111.0"	"129.0"	"76.0"	"1997.0"	"112"	"61.0"	"4.5"	"16.0"	"2879.0"	"1140"	"14.0"	"2260.0"	"93.0"	"1858.0"	"62"	"1997.0"	"58.0"	"1997.0"	"66"	"1997.0"	"111.0"	"4.6"	"--"
"83"	"72.0"	"1998.0"	"992.0"	"106.0"	"4.9"	"1998.0"	"67.0"	"16.0"	"吉资14×中128"	"1998.0"	"122.0"	"95"	"61"	"80"	"61.0"	"16"	"4.5"	"63.0"	"16.0"	"63.0"	"99.0"	"128.0"	"67.0"	"1998.0"	"115"	"63.0"	"4.3"	"16.0"	"3356.0"	"860"	"18.0"	"3160.0"	"91.0"	"2092.0"	"--"	"1998.0"	"62.0"	"1998.0"	"64"	"1998.0"	"108.0"	"4.5"	"4.1"
"84"	"70.0"	"平均"	"1072.0"	"105"	"4.7"	"平均"	"67.0"	"16.0"	"吉资14×中128"	"平均"	"116"	"95"	"64"	"85"	"63.0"	"15"	"4.5"	"63.0"	"16.0"	"67"	"105.0"	"129"	"71"	"平均"	"114"	"62"	"4.4"	"16"	"3118"	"1000"	"16"	"2710"	"92"	"1975.0"	"62"	"平均"	"60"	"平均"	"65"	"平均"	"110.0"	"4.6"	"4.1"
"85"	"62.0"	"1997.0"	"1190.0"	"100.0"	"4.4"	"1997.0"	"--"	"16.0"	"吉资14×矮中自05"	"1997.0"	"105.0"	"88"	"60"	"83"	"66.0"	"16"	"4.6"	"60.0"	"18.0"	"64.0"	"110.0"	"130.0"	"75.0"	"1997.0"	"113"	"60.0"	"4.6"	"16.0"	"2635.0"	"1130"	"16.0"	"2460.0"	"103.0"	"1854.0"	"59"	"1997.0"	"57.0"	"1997.0"	"65"	"1997.0"	"114.0"	"4.8"	"--"
"86"	"73.0"	"1998.0"	"1172.0"	"90.0"	"4.9"	"1998.0"	"66.0"	"15.0"	"吉资14×矮中自05"	"1998.0"	"125.0"	"95"	"57"	"90"	"64.0"	"16"	"4.7"	"62.0"	"16.0"	"64.0"	"104.0"	"126.0"	"69.0"	"1998.0"	"114"	"65.0"	"4.9"	"16.0"	"3164.0"	"1010"	"16.0"	"3050.0"	"93.0"	"2099.0"	"--"	"1998.0"	"61.0"	"1998.0"	"66"	"1998.0"	"109.0"	"4.7"	"4.1"
"87"	"66.0"	"平均"	"1181.0"	"95"	"4.7"	"平均"	"66.0"	"16.0"	"吉资14×矮中自05"	"平均"	"115"	"92"	"59"	"87"	"65.0"	"16"	"4.7"	"61.0"	"16.0"	"64"	"107.0"	"128"	"72"	"平均"	"114"	"63"	"4.8"	"16"	"2900"	"1070"	"15"	"2755"	"98"	"1977.0"	"59"	"平均"	"59"	"平均"	"66"	"平均"	"111.0"	"4.8"	"4.1"
"88"	"66.0"	"1997.0"	"945.0"	"93.0"	"4.2"	"1997.0"	"--"	"15.0"	"吉资14×MO17"	"1997.0"	"105.0"	"88"	"65"	"87"	"70.0"	"14"	"4.2"	"62.0"	"16.0"	"65.0"	"110.0"	"124.0"	"71.0"	"1997.0"	"111"	"59.0"	"4.2"	"16.0"	"3070.0"	"1010"	"16.0"	"2470.0"	"95.0"	"1874.0"	"61"	"1997.0"	"55.0"	"1997.0"	"65"	"1997.0"	"110.0"	"4.2"	"--"
"89"	"78.0"	"1998.0"	"795.0"	"111.0"	"4.6"	"1998.0"	"62.0"	"15.0"	"吉资14×MO17"	"1998.0"	"100.0"	"95"	"61"	"92"	"61.0"	"14"	"4.2"	"63.0"	"16.0"	"63.0"	"100.0"	"118.0"	"69.0"	"1998.0"	"114"	"64.0"	"4.1"	"16.0"	"2553.0"	"860"	"16.0"	"3460.0"	"91.0"	"1917.0"	"--"	"1998.0"	"64.0"	"1998.0"	"65"	"1998.0"	"106.0"	"4.1"	"3.7"
"90"	"72.0"	"平均"	"871.0"	"102"	"4.4"	"平均"	"62.0"	"15.0"	"吉资14×MO17"	"平均"	"103"	"92"	"63"	"90"	"66.0"	"14"	"4.2"	"63.0"	"16.0"	"64"	"105.0"	"121"	"70"	"平均"	"113"	"62"	"4.2"	"15"	"2812"	"935"	"15"	"2965"	"93"	"1900.0"	"61"	"平均"	"60"	"平均"	"65"	"平均"	"108.0"	"4.1"	"3.7"
"91"	"71.0"	"1997.0"	"1137.0"	"94.0"	"5.6"	"1997.0"	"--"	"16.0"	"吉资15×中128"	"1997.0"	"85.0"	"82"	"60"	"79"	"66.0"	"16"	"5"	"62.0"	"16.0"	"70.0"	"111.0"	"125.0"	"73.0"	"1997.0"	"114"	"60.0"	"4.7"	"18.0"	"3222.0"	"1220"	"16.0"	"2380.0"	"96.0"	"1990.0"	"67"	"1997.0"	"57.0"	"1997.0"	"67"	"1997.0"	"112.0"	"4.7"	"--"
"92"	"82.0"	"1998.0"	"1073.0"	"93.0"	"5.0"	"1998.0"	"66.0"	"16.0"	"吉资15×中128"	"1998.0"	"127.0"	"98"	"60"	"90"	"60.0"	"16"	"4.7"	"62.0"	"16.0"	"64.0"	"98.0"	"127.0"	"70.0"	"1998.0"	"114"	"61.0"	"4.6"	"16.0"	"3087.0"	"830"	"18.0"	"3260.0"	"91.0"	"2063.0"	"--"	"1998.0"	"59.0"	"1998.0"	"64"	"1998.0"	"108.0"	"4.8"	"4.2"
"93"	"77.0"	"平均"	"1105.0"	"94"	"5.3"	"平均"	"66.0"	"16.0"	"吉资15×中128"	"平均"	"106"	"90"	"60"	"85"	"63.0"	"16"	"4.9"	"62.0"	"16.0"	"67"	"105.0"	"126"	"72"	"平均"	"114"	"61"	"4.7"	"17"	"2655"	"1025"	"17"	"2820"	"94"	"1982.0"	"67"	"平均"	"58"	"平均"	"66"	"平均"	"110.0"	"4.8"	"4.2"
"94"	"60.0"	"1997.0"	"1102.0"	"97.0"	"4.4"	"1997.0"	"65.0"	"16.0"	"吉资15×矮中自05"	"1997.0"	"100.0"	"85"	"60"	"83"	"66.0"	"16"	"4.6"	"62.0"	"16.0"	"64.0"	"110.0"	"128.0"	"73.0"	"1997.0"	"113"	"61.0"	"4.5"	"16.0"	"2696.0"	"1120"	"18.0"	"2420.0"	"112.0"	"1835.0"	"69"	"1997.0"	"57.0"	"1997.0"	"69"	"1997.0"	"116.0"	"4.8"	"--"
"95"	"76.0"	"1998.0"	"1157.0"	"94.0"	"5.0"	"1998"	"65.0"	"16.0"	"吉资15×矮中自05"	"1998"	"121"	"95"	"55"	"87"	"59.0"	"18"	"4.7"	"62.0"	"16.0"	"65.0"	"104.0"	"126.0"	"69"	"1998.0"	"114"	"65.0"	"4.7"	"16"	"2284.0"	"1030"	"16.0"	"3460"	"95"	"1983.0"	"--"	"1998"	"62"	"1998"	"64"	"1998.0"	"110.0"	"5"	"4.2"
"96"	"68.0"	"平均"	"1130.0"	"96"	"4.7"	"平均"	"65.0"	"16.0"	"吉资15×矮中自05"	"平均"	"111"	"90"	"58"	"85"	"63.0"	"17"	"4.7"	"62.0"	"16.0"	"65"	"107.0"	"127"	"71"	"平均"	"114"	"63"	"4.6"	"16"	"2490"	"1075"	"16"	"2940"	"104"	"1909.0"	"69"	"平均"	"60"	"平均"	"67"	"平均"	"113.0"	"4.9"	"4.2"
"97"	"60.0"	"1997.0"	"1035.0"	"98.0"	"4.7"	"1997.0"	"--"	"16.0"	"吉资15×MO17"	"1997.0"	"100.0"	"85"	"59"	"82"	"65.0"	"16"	"4.5"	"60.0"	"16.0"	"65.0"	"110.0"	"121.0"	"71.0"	"1997.0"	"112"	"60.0"	"4.2"	"16.0"	"2625.0"	"930"	"16.0"	"2860.0"	"95.0"	"1863.0"	"68"	"1997.0"	"56.0"	"1997.0"	"66"	"1997.0"	"110.0"	"4.5"	"--"
"98"	"95.0"	"1998.0"	"920.0"	"96.0"	"3.7"	"1998.0"	"62.0"	"16.0"	"吉资15×MO17"	"1998.0"	"122.0"	"99"	"60"	"83"	"64.0"	"16"	"4"	"62.0"	"16.0"	"62.0"	"98.0"	"124.0"	"67.0"	"1998.0"	"119"	"64.0"	"4.1"	"16.0"	"2453.0"	"800"	"18.0"	"3100.0"	"92.0"	"1816.0"	"--"	"1998.0"	"64.0"	"1998.0"	"65"	"1998.0"	"108.0"	"4.1"	"4.2"
"100"	"60.0"	"1997.0"	"1228.0"	"108.0"	"4.9"	"1997"	"--"	"15.0"	"吉853×中128"	"1997"	"100"	"90"	"60"	"92"	"66.0"	"14"	"5"	"62.0"	"16.0"	"71.0"	"112.0"	"129.0"	"78"	"1997.0"	"112"	"59.0"	"5"	"16"	"3069.0"	"1330"	"16.0"	"2630"	"93"	"2064.0"	"66"	"1997"	"55"	"1997"	"67"	"1997.0"	"112.0"	"5"	"--"
"101"	"91.0"	"1998.0"	"1340.0"	"109.0"	"5.4"	"1998.0"	"66.0"	"16.0"	"吉853×中128"	"1998.0"	"146.0"	"125"	"60"	"152"	"60.0"	"16"	"5"	"62.0"	"16.0"	"63.0"	"98.0"	"128.0"	"70.0"	"1998.0"	"115"	"59.0"	"4.9"	"16.0"	"3490.0"	"1010"	"18.0"	"4160.0"	"91.0"	"2500.0"	"--"	"1998.0"	"59.0"	"1998.0"	"63"	"1998.0"	"108.0"	"5.2"	"4.6"
"102"	"76.0"	"平均"	"1284.0"	"109"	"5.2"	"平均"	"66.0"	"16.0"	"吉853×中128"	"平均"	"123"	"108"	"60"	"122"	"63.0"	"15"	"5"	"621.0"	"16.0"	"67"	"105.0"	"129"	"74"	"平均"	"114"	"59"	"5"	"16"	"3280"	"1170"	"16"	"3395"	"92"	"2282.0"	"66"	"平均"	"57"	"平均"	"65"	"平均"	"110.0"	"5.1"	"4.6"
"103"	"59.0"	"1997.0"	"1202.0"	"96.0"	"4.6"	"1997"	"65.0"	"15.0"	"吉853*矮中自05"	"1997"	"105"	"88"	"60"	"93"	"66.0"	"14"	"4.8"	"62.0"	"16.0"	"67.0"	"110.0"	"132.0"	"74"	"1997.0"	"113"	"59.0"	"4.7"	"16"	"3088.0"	"1360"	"16.0"	"2560"	"98"	"2007.0"	"69"	"1997"	"55"	"1997"	"67"	"1997.0"	"113.0"	"5"	"--"
"104"	"84.0"	"1998.0"	"1380.0"	"102.0"	"5.3"	"1998.0"	"65.0"	"15.0"	"吉853*矮中自05"	"1998.0"	"137.0"	"105"	"57"	"95"	"60.0"	"16"	"4.9"	"62.0"	"16.0"	"64.0"	"104.0"	"126.0"	"70.0"	"1998.0"	"114"	"63.0"	"4.9"	"14.0"	"3896.0"	"1380"	"18.0"	"3830.0"	"95.0"	"2622.0"	"--"	"1998.0"	"60.0"	"1998.0"	"64"	"1998.0"	"110.0"	"4.4"	"4.9"
"105"	"72.0"	"平均"	"1291.0"	"99"	"5"	"平均"	"65.0"	"15.0"	"吉853*矮中自05"	"平均"	"121"	"97"	"58"	"94"	"63.0"	"15"	"4.9"	"62.0"	"15.0"	"66"	"107.0"	"129"	"72"	"平均"	"114"	"61"	"4.8"	"15"	"3492"	"1370"	"16"	"3195"	"97"	"2315.0"	"69"	"平均"	"57"	"平均"	"66"	"平均"	"112.0"	"4.7"	"4.9"
"106"	"64.0"	"1997.0"	"1167.0"	"101.0"	"5.1"	"1997.0"	"--"	"15.0"	"吉853×MO17"	"1997.0"	"80.0"	"82"	"61"	"83"	"67.0"	"12"	"4.8"	"60.0"	"16.0"	"65.0"	"110.0"	"129.0"	"71.0"	"1997.0"	"111"	"59.0"	"4.1"	"16.0"	"3270.0"	"1290"	"16.0"	"3170.0"	"96.0"	"2224.0"	"67"	"1997.0"	"54.0"	"1997.0"	"66"	"1997.0"	"112.0"	"5.1"	"--"
"107"	"96.0"	"1998.0"	"1083.0"	"102.0"	"5.2"	"1998.0"	"64.0"	"15.0"	"吉853×MO17"	"1998.0"	"130.0"	"107"	"58"	"98"	"60.0"	"16"	"4.7"	"63.0"	"14.0"	"65.0"	"104.0"	"124.0"	"70.0"	"1998.0"	"114"	"66.0"	"4.4"	"16.0"	"3479.0"	"750"	"16.0"	"4610.0"	"92.0"	"2481.0"	"--"	"1998.0"	"66.0"	"1998.0"	"65"	"1998.0"	"109.0"	"4.7"	"4.3"
"108"	"80.0"	"平均"	"1125.0"	"102"	"5.2"	"平均"	"64.0"	"15.0"	"吉853×MO17"	"平均"	"105"	"95"	"60"	"91"	"64.0"	"14"	"4.8"	"62.0"	"15.0"	"65"	"107.0"	"127"	"71"	"平均"	"113"	"63"	"4.3"	"16"	"3375"	"1020"	"15"	"3890"	"94"	"2353.0"	"67"	"平均"	"60"	"平均"	"65"	"平均"	"111.0"	"4.9"	"4.3"
"109"	"75.0"	"1997.0"	"1112.0"	"115.0"	"4.5"	"1997"	"--"	"14.0"	"川152×中128"	"1997"	"115"	"99"	"65"	"92"	"70.0"	"14"	"4.6"	"63.0"	"14.0"	"71.0"	"112.0"	"128.0"	"74"	"1997.0"	"115"	"57.0"	"4.3"	"14"	"3018.0"	"1220"	"14.0"	"2840"	"97"	"2048.0"	"62"	"1997"	"54"	"1997"	"66"	"1997.0"	"113.0"	"5"	"--"
"110"	"98.0"	"1998.0"	"940.0"	"104.0"	"5.0"	"1998.0"	"67.0"	"14.0"	"川152×中128"	"1998.0"	"154.0"	"115"	"61"	"102"	"61.0"	"14"	"4.5"	"63.0"	"14.0"	"63.0"	"99.0"	"127.0"	"70.0"	"1998.0"	"115"	"61.0"	"4.2"	"14.0"	"3177.0"	"1130"	"14.0"	"3300.0"	"92.0"	"2137.0"	"--"	"1998.0"	"60.0"	"1998.0"	"64"	"1998.0"	"108.0"	"4.6"	"4.2"
"111"	"87.0"	"平均"	"1026.0"	"110"	"4.8"	"平均"	"67.0"	"14.0"	"川152×中128"	"平均"	"135"	"107"	"63"	"97"	"65.0"	"13"	"4.6"	"63.0"	"14.0"	"67"	"106.0"	"128"	"72"	"平均"	"115"	"69"	"4.3"	"14"	"3098"	"1175"	"14"	"3070"	"95"	"2093.0"	"62"	"平均"	"57"	"平均"	"65"	"平均"	"111.0"	"4.8"	"4.2"
