"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"天冬氨酸"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"酪氨酸"	"异亮氨酸"	"省"	"色氨酸"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"粗脂肪"	"成熟期"	"粗蛋白"	"结荚习性"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"备注"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"译名"	"荚色"	"种子来源"	"株高"
"41"	"--"	"Leguminosae(豆科)"	"4005"	"爬豆"	"--"	"6.21"	"--"	"--"	"--"	"11.5"	"--"	"--"	"--"	"安徽"	"--"	"--"	"4.7"	"81"	"地方"	"--"	"3.8"	"--"	"D0000469"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.10"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00249"	"蔓生"	"安徽农科院作物所"	"砀山县"	"--"	"10.0"	"--"	"--"	"54.9"	"黄"	"株高为150以下"	"--"	"--"	"7.1"	"--"	"PA DOU"	"褐"	"--"	"--"
"42"	"--"	"Leguminosae(豆科)"	"4009"	"黄爬豆"	"--"	"6.21"	"--"	"--"	"--"	"10.0"	"--"	"--"	"--"	"安徽"	"--"	"--"	"2.1"	"83"	"地方"	"--"	"5.2"	"--"	"D0000470"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00520"	"蔓生"	"安徽农科院作物所"	"灵壁县"	"--"	"5.1"	"--"	"--"	"50.2"	"黄"	"株高为150以下"	"--"	"--"	"6.6"	"--"	"HUANG PA DOU"	"褐"	"--"	"--"
"43"	"--"	"Leguminosae(豆科)"	"4025"	"黄米豆"	"--"	"5.20"	"--"	"--"	"--"	"41.2"	"--"	"--"	"--"	"安徽"	"--"	"--"	"7.1"	"135"	"地方"	"--"	"4.9"	"--"	"D0000471"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.02"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00521"	"蔓生"	"安徽农科院作物所"	"宁国县"	"--"	"8.1"	"--"	"--"	"119.3"	"黄"	"株高为150以下"	"--"	"--"	"8.7"	"--"	"HUANG MI DOU"	"褐"	"--"	"--"
"44"	"--"	"Leguminosae(豆科)"	"4007"	"饭豆"	"--"	"6.21"	"--"	"--"	"--"	"7.0"	"--"	"--"	"--"	"安徽"	"--"	"--"	"3.9"	"97"	"地方"	"--"	"3.6"	"--"	"D0000472"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.26"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00522"	"蔓生"	"安徽农科院作物所"	"岳西县"	"--"	"5.3"	"--"	"--"	"39.6"	"黄"	"株高为150以下"	"--"	"--"	"7.5"	"--"	"FAN DOU"	"褐"	"--"	"--"
"45"	"--"	"Leguminosae(豆科)"	"4021"	"爬豆"	"--"	"6.21"	"--"	"--"	"--"	"10.0"	"--"	"--"	"--"	"安徽"	"--"	"--"	"3.6"	"97"	"地方"	"--"	"4.3"	"--"	"D0000473"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.26"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00250"	"蔓生"	"安徽农科院作物所"	"金寨县"	"--"	"7.5"	"--"	"--"	"49.2"	"黄"	"株高为150以下"	"--"	"--"	"8.2"	"--"	"PA DOU"	"褐"	"--"	"--"
"46"	"--"	"Leguminosae(豆科)"	"4026"	"饭豆"	"--"	"5.20"	"--"	"--"	"--"	"14.3"	"--"	"--"	"--"	"安徽"	"--"	"--"	"4.4"	"135"	"地方"	"--"	"4.7"	"--"	"D0000474"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.02"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00251"	"蔓生"	"安徽农科院作物所"	"阜阳县"	"--"	"7.9"	"--"	"--"	"48.4"	"黄"	"株高为150以下"	"--"	"--"	"8.4"	"--"	"FAN DOU"	"褐"	"--"	"--"
"47"	"--"	"Leguminosae(豆科)"	"4015"	"黄饭豆"	"--"	"6.21"	"--"	"--"	"--"	"5.0"	"--"	"--"	"--"	"安徽"	"--"	"--"	"7.7"	"97"	"地方"	"--"	"3.5"	"--"	"D0000475"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.26"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00523"	"蔓生"	"安徽农科院作物所"	"阜阳县"	"--"	"7.2"	"--"	"--"	"29.4"	"黄"	"株高为150以下"	"--"	"--"	"7.7"	"--"	"HUANG FAN DOU"	"褐"	"--"	"--"
"48"	"--"	"Leguminosae(豆科)"	"4017"	"饭豆"	"--"	"6.21"	"--"	"--"	"--"	"6.5"	"--"	"--"	"--"	"安徽"	"--"	"--"	"2.6"	"103"	"地方"	"--"	"3.4"	"--"	"D0000476"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.02"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00252"	"蔓生"	"安徽农科院作物所"	"阜阳县"	"--"	"6.9"	"--"	"--"	"33.5"	"黄"	"株高为150以下"	"--"	"--"	"7.4"	"--"	"FAN DOU"	"褐"	"--"	"--"
"49"	"--"	"Leguminosae(豆科)"	"4023"	"黄饭豆"	"--"	"5.20"	"--"	"--"	"--"	"15.8"	"--"	"--"	"--"	"安徽"	"--"	"--"	"5.0"	"135"	"地方"	"--"	"4.9"	"--"	"D0000477"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.02"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00253"	"蔓生"	"安徽农科院作物所"	"阜阳县"	"--"	"8.1"	"--"	"--"	"42.4"	"黄"	"株高为150以下"	"--"	"--"	"8.6"	"--"	"HUANG FAN DOU"	"褐"	"--"	"--"
"50"	"--"	"Leguminosae(豆科)"	"335-2"	"白小豆"	"--"	"6.16"	"--"	"--"	"--"	"13.8"	"--"	"--"	"--"	"山东"	"--"	"--"	"3.4"	"112"	"地方"	"--"	"5.3"	"--"	"D0000478"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.06"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00254"	"蔓生"	"山东菏泽地区农科所"	"东平县"	"--"	"7.7"	"--"	"--"	"37.6"	"白"	"株高为150以下"	"--"	"--"	"8.6"	"--"	"BAI XIAO DOU"	"褐"	"--"	"--"
"51"	"--"	"Leguminosae(豆科)"	"303"	"猪屎小豆"	"--"	"6.16"	"--"	"--"	"--"	"12.5"	"--"	"--"	"--"	"山东"	"--"	"--"	"4.0"	"122"	"地方"	"--"	"5.0"	"--"	"D0000479"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.16"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00255"	"蔓生"	"山东菏泽地区农科所"	"昌乐县"	"--"	"8.7"	"--"	"--"	"32.0"	"黄"	"株高为150以下"	"--"	"--"	"8.8"	"--"	"ZHU SHI XIAO DOU"	"黑"	"--"	"--"
"52"	"--"	"Leguminosae(豆科)"	"353"	"蟹子眼"	"--"	"6.16"	"--"	"--"	"--"	"6.6"	"--"	"--"	"--"	"山东"	"--"	"--"	"3.8"	"112"	"地方"	"--"	"4.2"	"--"	"D0000480"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.06"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00256"	"蔓生"	"山东菏泽地区农科所"	"益都县"	"--"	"7.1"	"--"	"--"	"22.0"	"黄"	"株高为150以下"	"--"	"--"	"7.8"	"--"	"XIE ZI YAN"	"褐"	"--"	"--"
"53"	"--"	"Leguminosae(豆科)"	"257-2"	"爬蔓豆"	"--"	"6.16"	"--"	"--"	"--"	"22.8"	"--"	"--"	"--"	"山东"	"--"	"--"	"4.6"	"112"	"地方"	"--"	"5.1"	"--"	"D0000481"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.06"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00257"	"蔓生"	"山东菏泽地区农科所"	"聊城县"	"--"	"7.9"	"--"	"--"	"62.8"	"黄"	"株高为150以下"	"--"	"--"	"9.3"	"--"	"PA MAN DOU"	"褐"	"--"	"--"
"54"	"--"	"Leguminosae(豆科)"	"266"	"爬豆"	"--"	"6.16"	"--"	"--"	"--"	"22.1"	"--"	"--"	"--"	"山东"	"--"	"--"	"4.8"	"118"	"地方"	"--"	"5.7"	"--"	"D0000482"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00258"	"蔓生"	"山东菏泽地区农科所"	"临沂县"	"--"	"7.6"	"--"	"--"	"56.8"	"黄"	"株高为150以下"	"--"	"--"	"8.4"	"--"	"PA DOU"	"褐"	"--"	"--"
"55"	"--"	"Leguminosae(豆科)"	"00018"	"绿蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"78.5"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.1"	"125"	"地方"	"--"	"4.3"	"--"	"D0000483"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.09"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00593"	"蔓生"	"湖北农科院农业现代化所"	"秭归县"	"--"	"8.6"	"--"	"--"	"221.0"	"红"	"--"	"--"	"--"	"9.4"	"--"	"LU MAN DOU"	"褐"	"--"	"162.0"
"56"	"--"	"Leguminosae(豆科)"	"00015"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"75.7"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.6"	"127"	"地方"	"--"	"7.6"	"--"	"D0000484"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.11"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00594"	"蔓生"	"湖北农科院农业现代化所"	"秭归县"	"--"	"7.3"	"--"	"--"	"164.0"	"红"	"--"	"--"	"--"	"10.9"	"--"	"MAN DOU"	"褐"	"--"	"217.0"
"57"	"--"	"Leguminosae(豆科)"	"00014"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"68.5"	"--"	"--"	"--"	"湖北"	"--"	"--"	"7.5"	"122"	"地方"	"--"	"6.9"	"--"	"D0000485"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.06"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00140"	"蔓生"	"湖北农科院农业现代化所"	"秭归县"	"--"	"8.0"	"--"	"--"	"147.0"	"红"	"--"	"--"	"--"	"11.4"	"--"	"MAN DOU"	"褐"	"--"	"280.0"
"58"	"--"	"Leguminosae(豆科)"	"00027"	"绿芸豆"	"--"	"6.06"	"--"	"--"	"--"	"87.8"	"--"	"--"	"--"	"湖北"	"--"	"--"	"8.0"	"125"	"地方"	"--"	"5.1"	"--"	"D0000486"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.09"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00141"	"蔓生"	"湖北农科院农业现代化所"	"巴东县"	"--"	"7.4"	"--"	"--"	"232.0"	"红"	"--"	"--"	"--"	"9.6"	"--"	"LU YUN DOU"	"褐"	"--"	"253.0"
"59"	"--"	"Leguminosae(豆科)"	"00028"	"红豆"	"--"	"6.06"	"--"	"--"	"--"	"116.8"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.2"	"131"	"地方"	"--"	"7.7"	"--"	"D0000487"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.15"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00595"	"蔓生"	"湖北农科院农业现代化所"	"鹤峰县"	"--"	"6.7"	"--"	"--"	"230.0"	"红"	"--"	"--"	"--"	"10.0"	"--"	"HONG DOU"	"褐"	"--"	"210.0"
"60"	"--"	"Leguminosae(豆科)"	"00060"	"巴豆虎子"	"--"	"6.06"	"--"	"--"	"--"	"89.0"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.0"	"119"	"地方"	"--"	"4.6"	"--"	"D0000488"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.03"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00142"	"直立"	"湖北农科院农业现代化所"	"红安县"	"--"	"12.2"	"--"	"--"	"158.0"	"黄"	"--"	"--"	"--"	"8.5"	"--"	"BA DOU HU ZI"	"褐"	"--"	"92.0"
"61"	"--"	"Leguminosae(豆科)"	"00116"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"87.6"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.0"	"130"	"地方"	"--"	"5.4"	"--"	"D0000513"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.14"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00155"	"蔓生"	"湖北农科院农业现代化所"	"鹤峰县"	"--"	"8.2"	"--"	"--"	"198.0"	"黄"	"--"	"--"	"--"	"9.2"	"--"	"MAN DOU"	"褐"	"--"	"293.0"
"62"	"--"	"Leguminosae(豆科)"	"00131"	"长藤饭豆"	"--"	"6.06"	"--"	"--"	"--"	"68.6"	"--"	"--"	"--"	"湖北"	"--"	"--"	"5.3"	"123"	"地方"	"--"	"3.8"	"--"	"D0000514"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.07"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00156"	"蔓生"	"湖北农科院农业现代化所"	"(海眼泉)"	"--"	"6.1"	"--"	"--"	"236.0"	"黄"	"--"	"--"	"--"	"8.6"	"--"	"CHANG TENG FAN DOU"	"褐"	"--"	"182.0"
"63"	"--"	"Leguminosae(豆科)"	"00133"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"80.0"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.6"	"132"	"地方"	"--"	"7.6"	"--"	"D0000515"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.16"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00157"	"蔓生"	"湖北农科院农业现代化所"	"(盐水)"	"--"	"6.3"	"--"	"--"	"166.0"	"黄"	"原名: 红蔓豆"	"--"	"--"	"9.9"	"--"	"MAN DOU"	"褐"	"--"	"282.0"
"64"	"--"	"Leguminosae(豆科)"	"00058"	"巴尔豆"	"--"	"6.06"	"--"	"--"	"--"	"82.2"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.4"	"131"	"地方"	"--"	"5.8"	"--"	"D0000516"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.15"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00608"	"蔓生"	"湖北农科院农业现代化所"	"(不明)"	"--"	"7.1"	"--"	"--"	"179.0"	"黄"	"--"	"--"	"--"	"8.9"	"--"	"BA ER DOU"	"褐"	"--"	"278.0"
"65"	"--"	"Leguminosae(豆科)"	"00136"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"110.6"	"--"	"--"	"--"	"湖北"	"--"	"--"	"5.6"	"133"	"地方"	"--"	"5.7"	"--"	"D0000517"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.17"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00609"	"蔓生"	"湖北农科院农业现代化所"	"(不明)"	"--"	"8.9"	"--"	"--"	"217.0"	"黄"	"--"	"--"	"--"	"9.6"	"--"	"MAN DOU"	"褐"	"--"	"239.0"
"66"	"--"	"Leguminosae(豆科)"	"00137"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"105.0"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.1"	"128"	"地方"	"--"	"4.9"	"--"	"D0000518"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00158"	"蔓生"	"湖北农科院农业现代化所"	"(不明)"	"--"	"8.6"	"--"	"--"	"251.0"	"黄"	"--"	"--"	"--"	"9.6"	"--"	"MAN DOU"	"褐"	"--"	"268.0"
"67"	"--"	"Leguminosae(豆科)"	"00140"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"56.0"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.8"	"131"	"地方"	"--"	"5.0"	"--"	"D0000519"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.15"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00159"	"蔓生"	"湖北农科院农业现代化所"	"远安县"	"--"	"6.9"	"--"	"--"	"164.0"	"麻"	"--"	"--"	"--"	"9.3"	"--"	"MAN DOU"	"褐"	"--"	"187.0"
"68"	"--"	"Leguminosae(豆科)"	"00138"	"滚山戟"	"--"	"6.06"	"--"	"--"	"--"	"69.3"	"--"	"--"	"--"	"湖北"	"--"	"--"	"4.9"	"135"	"地方"	"--"	"4.8"	"--"	"D0000520"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.19"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00160"	"蔓生"	"湖北农科院农业现代化所"	"竹山县"	"--"	"7.4"	"--"	"--"	"196.0"	"麻"	"--"	"--"	"--"	"9.6"	"--"	"GUN SHAN JI"	"褐"	"--"	"175.0"
"69"	"--"	"Leguminosae(豆科)"	"XF85016"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"125.7"	"--"	"--"	"--"	"湖南"	"--"	"--"	"5.4"	"111"	"地方"	"--"	"9.3"	"--"	"D0000521"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.08"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00612"	"蔓生"	"湖南农科院作物所"	"衡阳县"	"--"	"9.3"	"--"	"--"	"143.2"	"红"	"株高为150以上"	"--"	"--"	"10.9"	"--"	"FAN DOU"	"褐"	"--"	"--"
"70"	"--"	"Leguminosae(豆科)"	"XF85017"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"94.5"	"--"	"--"	"--"	"湖南"	"--"	"--"	"4.8"	"114"	"地方"	"--"	"9.8"	"--"	"D0000522"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.11"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00613"	"蔓生"	"湖南农科院作物所"	"衡阳县"	"--"	"9.4"	"--"	"--"	"101.7"	"红"	"株高为150以上"	"--"	"--"	"9.7"	"--"	"FAN DOU"	"褐"	"--"	"--"
"71"	"--"	"Leguminosae(豆科)"	"XF85002"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"71.3"	"--"	"--"	"--"	"湖南"	"--"	"--"	"3.4"	"119"	"地方"	"--"	"5.4"	"--"	"D0000523"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.16"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00614"	"蔓生"	"湖南农科院作物所"	"华容县"	"--"	"8.1"	"--"	"--"	"161.5"	"红"	"株高为150以上"	"--"	"--"	"8.5"	"--"	"FAN DOU"	"褐"	"--"	"--"
"72"	"--"	"Leguminosae(豆科)"	"XF85030"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"77.3"	"--"	"--"	"--"	"湖南"	"--"	"--"	"4.2"	"108"	"地方"	"--"	"5.4"	"--"	"D0000524"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.15"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00615"	"蔓生"	"湖南农科院作物所"	"华容县"	"--"	"8.7"	"--"	"--"	"162.1"	"红"	"株高为150以上"	"--"	"--"	"8.5"	"--"	"FAN DOU"	"褐"	"--"	"--"
"73"	"--"	"Leguminosae(豆科)"	"XF85005"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"76.2"	"--"	"--"	"--"	"湖南"	"--"	"--"	"5.1"	"121"	"地方"	"--"	"6.5"	"--"	"D0000525"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.18"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00616"	"蔓生"	"湖南农科院作物所"	"洪江县"	"--"	"8.4"	"--"	"--"	"137.5"	"红"	"株高为150以上"	"--"	"--"	"8.1"	"--"	"FAN DOU"	"褐"	"--"	"--"
"74"	"--"	"Leguminosae(豆科)"	"XF85015"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"116.3"	"--"	"--"	"--"	"湖南"	"--"	"--"	"4.1"	"115"	"地方"	"--"	"9.1"	"--"	"D0000526"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00617"	"蔓生"	"湖南农科院作物所"	"大庸县"	"--"	"9.2"	"--"	"--"	"136.3"	"红"	"株高为150以上"	"--"	"--"	"10.5"	"--"	"FAN DOU"	"褐"	"--"	"--"
"75"	"--"	"Leguminosae(豆科)"	"XF85020"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"132.4"	"--"	"--"	"--"	"湖南"	"--"	"--"	"4.8"	"120"	"地方"	"--"	"10.8"	"--"	"D0000527"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.17"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00618"	"半蔓生"	"湖南农科院作物所"	"花垣县"	"--"	"7.9"	"--"	"--"	"154.7"	"红"	"--"	"--"	"--"	"11.5"	"--"	"FAN DOU"	"褐"	"--"	"100.0"
"76"	"--"	"Leguminosae(豆科)"	"XF85021"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"88.1"	"--"	"--"	"--"	"湖南"	"--"	"--"	"3.9"	"111"	"地方"	"--"	"9.5"	"--"	"D0000528"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.08"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00619"	"蔓生"	"湖南农科院作物所"	"花垣县"	"--"	"9.1"	"--"	"--"	"101.3"	"红"	"株高为150以上"	"--"	"--"	"12.3"	"--"	"FAN DOU"	"褐"	"--"	"--"
"77"	"--"	"Leguminosae(豆科)"	"XF85003"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"82.4"	"--"	"--"	"--"	"湖南"	"--"	"--"	"3.6"	"125"	"地方"	"--"	"7.4"	"--"	"D0000529"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.22"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00620"	"半蔓生"	"湖南农科院作物所"	"永顺县"	"--"	"9.6"	"--"	"--"	"115.3"	"红"	"--"	"--"	"--"	"7.0"	"--"	"FAN DOU"	"褐"	"--"	"105.0"
"78"	"--"	"Leguminosae(豆科)"	"XF85010"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"105.7"	"--"	"--"	"--"	"湖南"	"--"	"--"	"3.8"	"118"	"地方"	"--"	"8.6"	"--"	"D0000530"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.15"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00621"	"半蔓生"	"湖南农科院作物所"	"永顺县"	"--"	"8.1"	"--"	"--"	"151.2"	"红"	"--"	"--"	"--"	"10.0"	"--"	"FAN DOU"	"褐"	"--"	"62.0"
"79"	"--"	"Leguminosae(豆科)"	"XF85025"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"97.3"	"--"	"--"	"--"	"湖南"	"--"	"--"	"5.2"	"113"	"地方"	"--"	"10.1"	"--"	"D0000531"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.10"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00622"	"半蔓生"	"湖南农科院作物所"	"永顺县"	"--"	"8.4"	"--"	"--"	"114.2"	"红"	"--"	"--"	"--"	"11.2"	"--"	"FAN DOU"	"褐"	"--"	"125.0"
"80"	"--"	"Leguminosae(豆科)"	"XF85027"	"饭豆"	"--"	"6.19"	"--"	"--"	"--"	"113.4"	"--"	"--"	"--"	"湖南"	"--"	"--"	"3.3"	"112"	"地方"	"--"	"7.5"	"--"	"D0000532"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长扁柱"	"--"	"--"	"黄"	"--"	"10.09"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00623"	"蔓生"	"湖南农科院作物所"	"永顺县"	"--"	"10.2"	"--"	"--"	"148.6"	"红"	"株高为150以上"	"--"	"--"	"10.2"	"--"	"FAN DOU"	"褐"	"--"	"--"
