"id"	"统一编号"	"品种名称"	"高程"	"东经"	"北纬"	"原产地"	"保存单位"	"单位编号"	"籼粳"	"早中晚"	"水陆"	"粘糯"	"米色"	"米香"	"芒长"	"粒形状"	"粒长度"	"长宽比"	"颖尖色"	"颖壳色"	"颖毛有无"	"护颖长短"	"颖尖弯直"	"株高"	"出穗期"	"糙米率"	"精米率"	"垩白率"	"蛋白质"	"赖氨酸"	"总淀粉"	"直链淀粉"	"支链淀粉"	"糊化温度"	"胶稠度"	"苗瘟"	"白叶枯"	"纹枯病"	"褐稻虱"	"白背飞虱"	"芽期耐寒"	"苗期耐旱"	"耐盐"	"路径"	"稻区"
"62"	"02-00151"	"蔚县大黑芒"	"910"	"11434"	"3950"	"蔚县"	"河北廊坊地区所"	"170"	"粳"	"极早"	"水"	"粘"	"白"	"无"	"中"	"阔卵"	"短"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"110"	"7.16"	"79.1"	"70.8"		"11.92"	"0.449"	"73.3"	"18.9"	"62.5"	"4.1"	"30"	"4"	"9"		"9"	"9"	"3"	"9"	"9"	"河北"	"6-3"
"63"	"02-00154"	"涿鹿老租"	"530"	"11513"	"4022"	"涿鹿县"	"河北廊坊地区所"	"173"	"粳"	"极早"	"水"	"粘"	"白"	"无"	"长"	"阔卵"	"短"	"中"	"无"	"秆黄"	"有"	"短"	"直"	"106"	"7.28"	"81.6"	"73.1"		"10.41"	"0.399"	"75.82"	"20.9"	"63.3"	"5.2"	"53"	"5"	"9"		"9"	"3"	"3"	"9"	"9"	"河北"	"6-3"
"64"	"02-00159"	"宣化大白芒(当地老稻)"	"620"	"11503"	"4037"	"宣化县"	"河北廊坊地区所"	"178"	"粳"	"极早"	"水"	"粘"	"白"	"无"	"长"	"阔卵"	"短"	"宽"	"无"	"秆黄"	"有"	"短"	"直"	"114"	"7.26"	"80.1"	"71.7"		"12.54"	"0.441"	"74.55"	"15.7"	"67.1"	"5.3"	"55"	"5"	"9"		"9"	"9"	"5"	"9"	"9"	"河北"	"6-3"
"65"	"02-00164"	"张家口大白皮"	"770"	"11453"	"4050"	"张家口市"	"河北廊坊地区所"	"183"	"粳"	"极早"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"短"	"中"	"无"	"秆黄"	"有"	"短"	"直"	"116"	"7.26"	"79.7"	"71.3"		"13.21"	"0.469"	"73.3"	"15.9"	"65.5"	"5.3"	"50"	"3"	"9"		"9"	"9"	"1"	"9"	"9"	"河北"	"6-3"
"66"	"02-00168"	"怀安小稻子（本地稻）"	"790"	"11425"	"4040"	"怀安县"	"河北廊坊地区所"	"187"	"粳"	"极早"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"中"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"108"	"7.21"	"78"	"69.8"		"12.09"	"0.463"	"73"	"17.5"	"63.6"	"4.9"	"46"	"5"	"7"		"5"	"7"	"3"	"5"	"9"	"河北"	"6-3"
"67"	"02-00187"	"涿县江米"		"11558"	"3929"	"涿县"	"河北廊坊地区所"	"347"	"粳"	"Null"	"水"	"糯"	"白"	"无"	"Null"	"Null"	"Null"	"宽"	"Null"	"Null"	"有"	"短"	"直"													"4"	"5"		"9"	"9"	"7"	"9"	"9"	"河北"	"4-1"
"68"	"02-00195"	"定县大青芒"		"11500"	"3831"	"定县"	"河北廊坊地区所"	"219"	"粳"	"中"	"陆"	"粘"	"白"	"无"	"长"	"阔卵"	"中"	"中"	"红褐"	"秆黄"	"有"	"短"	"直"	"160"	"8.17"	"80.5"	"72.5"		"10.29"	"0.394"	"75.15"	"21.4"	"62.1"	"6"	"42"	"2"	"5"		"7"	"9"	"3"	"9"	"9"	"河北"	"4-1"
"69"	"02-00196"	"容城旱稻小红芒"	"12"	"11552"	"3902"	"容城县"	"河北廊坊地区所"	"221"	"粳"	"中"	"陆"	"粘"	"白"	"无"	"长"	"阔卵"	"中"	"中"	"红褐"	"赤褐"	"有"	"短"	"直"	"149"	"8.16"	"79.9"	"72.2"		"8.37"	"0.323"	"78.12"	"21.7"	"65.1"	"5.3"	"53"	"3"	"3"		"9"	"9"	"7"	"5"	"9"	"河北"	"4-1"
"70"	"02-00197"	"容城旱稻红芒子"	"12"	"11552"	"3902"	"容城县"	"河北廊坊地区所"	"222"	"粳"	"中"	"陆"	"粘"	"白"	"无"	"长"	"阔卵"	"短"	"中"	"红褐"	"赤褐"	"有"	"短"	"直"	"150"	"8.17"	"80.4"	"72.6"		"8.91"	"0.342"	"77.54"	"25.9"	"60.3"	"4.9"	"75"	"3"	"3"		"9"	"9"	"5"	"9"	"9"	"河北"	"4-1"
"71"	"02-00209"	"安新叶里藏花"	"8"	"11556"	"3855"	"安新县"	"河北廊坊地区所"	"237"	"粳"	"中"	"水"	"糯"	"白"	"无"	"长"	"阔卵"	"短"	"宽"	"无"	"秆黄"	"有"	"短"	"直"	"146"	"8.19"	"82"	"74.2"		"7.14"	"0.273"	"79.52"	"1.2"	"87.2"	"6.3"	"100"	"3"	"7"		"5"	"9"	"1"	"9"	"9"	"河北"	"4-1"
"72"	"02-00210"	"高阳淀稻大红芒"	"10"	"11546"	"3841"	"高阳县"	"河北廊坊地区所"	"241"	"粳"	"中晚"	"水"	"粘"	"白"	"无"	"长"	"阔卵"	"中"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"176"	"8.21"																		"9"	"河北"	"4-1"
"73"	"02-00213"	"涞水马尾稻"	"43"	"11542"	"3923"	"涞水县"	"河北廊坊地区所"	"244"	"粳"	"极早"	"水"	"粘"	"白"	"无"	"长"	"阔卵"	"中"	"中"	"红褐"	"秆黄"	"有"	"短"	"直"	"109"	"7.22"	"80.1"	"71.7"		"13.19"	"0.5"	"71.38"	"15.2"	"64.1"	"4.6"	"49"	"4"	"7"		"3"	"9"	"3"	"9"	"9"	"河北"	"4-1"
"74"	"02-00217"	"涞源大稻子"	"840"	"11441"	"3921"	"涞源县"	"河北廊坊地区所"	"249"	"粳"	"早"	"水"	"粘"	"白"	"无"	"长"	"阔卵"	"中"	"中"	"紫褐"	"紫褐"	"有"	"短"	"直"	"140"	"8.4"	"79.5"	"71.1"		"12.48"	"0.431"	"74.13"	"15.6"	"66.8"	"5.5"	"42"	"4"	"5"		"9"	"9"	"1"	"9"	"9"	"河北"	"6-3"
"75"	"02-00221"	"阜平水稻(红线稻米)"	"282"	"11411"	"3850"	"阜平县"	"河北廊坊地区所"	"253"	"粳"	"中"	"水"	"粘"	"红"	"无"	"中"	"阔卵"	"短"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"137"	"8.17"	"78.6"	"70.7"		"11.2"	"0.384"	"75.88"	"19.5"	"64.8"	"6"	"42"	"7"	"9"		"7"	"9"		"5"	"9"	"河北"	"4-1"
"76"	"02-00224"	"曲阳大稻"	"92"	"11442"	"3837"	"曲阳县"	"河北廊坊地区所"	"256"	"粳"	"中"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"139"	"8.12"	"78.7"	"70.5"		"13.32"	"0.462"	"73.36"	"16.5"	"65"	"5.3"	"43"	"7"	"7"		"9"	"9"		"5"	"9"	"河北"	"4-1"
"77"	"02-00229"	"唐县大老官"	"70"	"11459"	"3845"	"唐县"	"河北廊坊地区所"	"264"	"粳"	"早"	"水"	"粘"	"白"	"无"	"短"	"阔卵"	"短"	"宽"	"紫褐"	"秆黄"	"有"	"短"	"直"	"138"	"8.8"	"81.1"	"73.4"		"9.35"	"0.317"	"78.77"	"16.7"	"70.8"		"85"	"5"	"3"		"9"	"9"	"3"	"9"	"9"	"河北"	"4-1"
"78"	"02-00231"	"唐县大老官"	"70"	"11459"	"3845"	"唐县"	"河北廊坊地区所"	"351"	"粳"	"Null"	"水"	"Null"	"白"	"无"	"无"	"阔卵"	"长"	"宽"	"无"	"秆黄"	"有"	"短"	"直"			"79.8"	"71.4"		"11.89"	"0.41"	"74.96"	"14.3"	"69"	"6"	"79"	"5"	"5"		"7"	"9"	"3"	"9"	"9"	"河北"	"4-1"
"79"	"02-00237"	"完县大白芒"	"48"	"11508"	"3850"	"完县"	"河北廊坊地区所"	"270"	"粳"	"中晚"	"水"	"粘"	"白"	"无"	"长"	"阔卵"	"短"	"中"	"无"	"秆黄"	"有"	"短"	"直"	"134"	"8.22"	"79.7"	"71.7"		"9.67"	"0.327"	"78.14"	"22.2"	"64.6"	"6"	"69"	"2"	"5"		"9"	"9"	"3"	"9"	"9"	"河北"	"4-1"
"80"	"02-00249"	"新乐红紫芽"	"75"	"11441"	"3821"	"新乐县"	"河北廊坊地区所"	"283"	"粳"	"中"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"中"	"中"	"红褐"	"赤褐"	"有"	"短"	"直"	"140"	"8.16"	"79.4"	"71.9"		"8.64"	"0.336"	"77.77"	"22.4"	"64"	"6"	"51"	"3"	"3"		"9"	"9"	"3"	"9"	"9"	"河北"	"4-1"
"81"	"02-00250"	"新乐无名"	"75"	"11441"	"3821"	"新乐县"	"河北廊坊地区所"	"284"	"粳"	"早"	"陆"	"粘"	"白"	"无"	"中"	"阔卵"	"短"	"宽"	"紫褐"	"紫褐"	"有"	"短"	"直"	"119"	"8.1"											"4"	"5"		"9"	"9"	"5"	"9"	"9"	"河北"	"4-1"
"82"	"02-00251"	"新乐无名"	"75"	"11441"	"3821"	"新乐县"	"河北廊坊地区所"	"285"	"粳"	"早"	"陆"	"粘"	"白"	"无"	"长"	"阔卵"	"短"	"宽"	"红褐"	"赤褐"	"有"	"短"	"直"	"123"	"8.7"	"80.5"	"72.6"		"8.23"	"0.32"	"78.44"	"25.2"	"62"	"5"	"88"	"3"	"5"		"7"	"9"	"5"	"5"	"9"	"河北"	"4-1"
"83"	"02-00263"	"邢台市江米"	"76"	"11423"	"3703"	"邢台市"	"河北廊坊地区所"	"300"	"粳"	"中"	"水"	"糯"	"白"	"无"	"中"	"阔卵"	"短"	"宽"	"红褐"	"赤褐"	"有"	"短"	"直"	"139"	"8.14"	"80.5"	"72.7"		"9.8"	"0.372"	"76"	"7.9"	"76.5"	"6.5"	"85"	"5"	"5"		"7"	"9"	"3"	"9"	"9"	"河北"	"4-1"
"84"	"02-00272"	"邢台本地稻 (大芒稻)"	"67"	"11430"	"3704"	"邢台县"	"河北廊坊地区所"	"310"	"粳"	"中"	"水"	"粘"	"白"	"无"	"中"	"阔卵"	"中"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"143"	"8.19"	"80"	"72.3"		"9.95"	"0.334"	"76.95"	"16.1"	"69.4"	"7"	"75"	"2"	"5"		"7"	"7"	"1"	"9"	"9"	"河北"	"4-1"
"85"	"02-00278"	"永年露水白"	"64"	"11429"	"3646"	"永年县"	"河北廊坊地区所"	"314"	"粳"	"中晚"	"陆"	"粘"	"白"	"无"	"中"	"阔卵"	"短"	"中"	"无"	"秆黄"	"有"	"短"	"直"	"136"	"8.24"	"80.2"	"71.8"		"7.97"	"0.313"	"78.73"	"24.5"	"63"	"6"	"67"	"2"	"3"		"7"	"9"	"1"	"9"	"9"	"河北"	"4-1"
"86"	"02-00279"	"永年露水白"	"64"	"11429"	"3646"	"永年县"	"河北廊坊地区所"	"315"	"粳"	"中"	"陆"	"粘"	"白"	"无"	"中"	"阔卵"	"短"	"宽"	"紫褐"	"秆黄"	"有"	"短"	"直"	"152"	"8.2"	"80.4"	"72.6"		"8.36"	"0.325"	"78.18"	"18.5"	"68.4"	"6"	"82"	"3"	"5"		"7"	"9"	"5"	"1"	"9"	"河北"	"4-1"
"87"	"02-00304"	"新乐无名稻"	"75"	"11441"	"3821"	"新乐县"	"Null"	"Null"	"粳"	"中"	"陆"	"粘"	"白"	"无"	"无"	"阔卵"	"短"	"宽"	"秆黄"	"黄"	"有"	"短"	"直"	"124"	"8.12"	"83.4"	"75.1"		"7.01"	"0.27"	"79.03"	"19.9"	"67.9"	"6.2"	"83"	"5"	"5"		"9"	"9"	"3"	"5"	"9"	"河北"	"4-1"
"88"	"02-00316"	"香河白芒旱稻"	"12"	"11659"	"3946"	"香河县"	"Null"	"Null"	"粳"	"中"	"陆"	"粘"	"红"	"无"	"中"	"阔卵"	"短"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"149"	"8.08"	"79.2"	"71.7"		"11.86"	"0.408"	"74.66"	"20.7"	"62.3"	"6"	"60"	"5"	"5"		"7"	"5"	"7"	"9"	"9"	"河北"	"4-1"
"89"	"02-00317"	"抚宁黑芒粳子"	"20"	"11914"	"3953"	"抚宁县"	"Null"	"Null"	"粳"	"早"	"陆"	"粘"	"白"	"无"	"长"	"椭圆"	"长"	"中"	"紫褐"	"紫褐斑秆黄"	"有"	"短"	"直"	"118"	"7.25"											"2"	"7"		"7"	"7"	"3"	"9"	"9"	"河北"	"4-1"
"90"	"02-00318"	"抚宁小白芒"	"20"	"11914"	"3953"	"抚宁县"	"Null"	"Null"	"粳"	"中"	"陆"	"粘"	"白、红"	"无"	"特长"	"阔卵"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"121"	"8.03"																		"9"	"河北"	"4-1"
"91"	"02-00321"	"滦平大黄皮"	"500"	"11719"	"4055"	"滦平县"	"Null"	"Null"	"粳"	"早"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"秆黄"	"黄"	"有"	"短"	"直"	"105"	"7.2"	"79.9"	"71.5"		"8.59"	"0.332"	"77.85"	"25.5"	"61"	"6"	"57"	"2"	"7"		"9"	"9"	"7"	"9"	"9"	"河北"	"6-3"
"92"	"03-00002"	"毛稻子"		"11140"	"4050"	"内蒙古"	"江苏农科院"	"72261"	"粳"	"早"	"Null"	"粘"	"白"	"Null"	"无"	"椭圆"	"中"	"Null"	"紫褐"	"褐斑"	"Null"	"Null"	"Null"		"7.22"																			"内蒙古"	"6-3"
"93"	"03-00003"	"白粘"		"11140"	"4050"	"内蒙古"	"新疆农科院"	"Null"	"粳"	"早"	"水"	"粘"	"白"	"无"	"长"	"椭圆"	"长"	"中"	"Null"	"黄"	"有"	"短"	"直"	"80"	"6.26"																			"内蒙古"	"6-3"
"94"	"03-00004"	"陆稻"		"11140"	"4050"	"内蒙古"	"新疆农科院"	"Null"	"粳"	"早"	"陆"	"粘"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"褐"	"褐斑"	"有"	"短"	"直"	"102"	"7.24"																			"内蒙古"	"6-3"
"95"	"03-00007"	"大毛稻"		"11140"	"4050"	"内蒙古"	"天津农科院"	"76"	"粳"	"早"	"水"	"粘"	"白"	"无"	"长"	"椭圆"	"短"	"中"	"无"	"黄"	"有"	"短"	"直"	"102"	"7.27"																			"内蒙古"	"6-3"
"96"	"04-00005"	"7802"	"1000"	"11233"	"3747"	"太原市"	"Null"	"80-70"	"粳"	"中"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"短"	"宽"	"红褐"	"秆黄"	"有"	"短"	"直"	"89"	"7.27"											"5"	"5"		"9"	"9"	"7"		"9"	"山西"	"6-3"
"97"	"04-00007"	"7015"	"1000"	"11233"	"3747"	"太原市"	"Null"	"81-24"	"粳"	"中"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"秆黄"	"秆黄"	"有"	"短"	"直"	"96"	"8.12"											"4"	"5"		"9"	"5"	"7"		"9"	"山西"	"6-3"
"98"	"04-00019"	"大芒稻"	"938"	"11325"	"3931"	"灵丘县"	"Null"	"82-17"	"粳"	"早"	"水"	"粘"	"白"	"无"	"长"	"椭圆"	"中"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"105"	"7.08"											"4"	"9"		"7"	"9"	"7"		"7"	"山西"	"6-3"
"99"	"04-00020"	"大芒稻"	"938"	"11325"	"3931"	"灵丘县"	"Null"	"82-12"	"粳"	"早"	"水"	"粘"	"白"	"无"	"中"	"椭圆"	"中"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"101"	"6.23"											"3"	"7"		"7"	"9"	"7"		"9"	"山西"	"6-3"
"100"	"04-00021"	"大芒金壳稻"	"938"	"11325"	"3931"	"灵丘县"	"Null"	"82-19"	"粳"	"早"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"红褐"	"秆黄"	"有"	"短"	"直"	"117"	"7.05"											"4"	"5"		"7"				"9"	"山西"	"6-3"
"101"	"04-00022"	"长毛稻"	"938"	"11325"	"3931"	"灵丘县"	"Null"	"82-18"	"粳"	"早"	"水"	"粘"	"白"	"无"	"中"	"椭圆"	"长"	"中"	"紫褐"	"黄"	"有"	"短"	"直"	"115"	"7.05"	"78.5"	"70.2"		"14.47"	"0.505"	"69.3"	"17"	"60"	"5"	"35"	"5"	"5"		"7"	"5"			"9"	"山西"	"6-3"
"102"	"04-00025"	"硬米稻"	"938"	"11325"	"3931"	"灵丘县"	"Null"	"82-16"	"粳"	"早"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"114"	"7.08"											"5"	"5"		"7"	"9"	"9"		"9"	"山西"	"6-3"
"103"	"04-00030"	"光头稻1"	"938"	"11325"	"3931"	"灵丘县"	"Null"	"82-14-1"	"粳"	"中"	"水"	"粘"	"白"	"无"	"中"	"椭圆"	"中"	"中"	"红褐"	"秆黄"	"有"	"短"	"直"	"97"	"7.31"											"4"	"7"		"9"	"9"	"7"		"9"	"山西"	"6-3"
"104"	"04-00046"	"白腰线"	"855"	"11256"	"3903"	"代县"	"Null"	"82-36-1"	"粳"	"早"	"水"	"粘"	"红"	"无"	"无"	"椭圆"	"长"	"中"	"红褐"	"秆黄"	"有"	"短"	"直"	"89"	"7.08"											"5"	"7"		"9"	"9"	"7"		"9"	"山西"	"6-3"
"105"	"04-00050"	"毛稻2"	"855"	"11256"	"3903"	"代县"	"Null"	"82-32-2"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"长"	"中"	"红褐"	"赤褐"	"有"	"短"	"直"	"108"	"8.19"											"4"	"7"		"9"	"9"	"7"		"5"	"山西"	"6-3"
"106"	"04-00061"	"旱稻2"	"756"	"11155"	"3702"	"介休县"	"Null"	"82-39-2"	"粳"	"中"	"水"	"粘"	"红"	"无"	"长"	"椭圆"	"中"	"中"	"黄"	"秆黄"	"有"	"短"	"直"	"147"	"8.03"																			"山西"	"6-3"
"107"	"04-00069"	"高粱稻"	"800"	"11244"	"3741"	"榆次市"	"Null"	"80-101"	"粳"	"中"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"短"	"宽"	"红褐"	"褐斑秆黄"	"有"	"短"	"直"	"81"	"8.02"											"6"	"9"		"9"	"9"	"9"		"7"	"山西"	"6-3"
"108"	"04-00073"	"四川水稻2"		"11122"	"3539"	"候马市"	"Null"	"82-7-2"	"粳"	"中"	"水"	"粘"	"红"	"无"	"中"	"椭圆"	"长"	"中"	"红褐"	"秆黄"	"有"	"短"	"直"	"93"	"8.15"											"3"	"7"		"9"		"7"		"9"	"山西"	"4-2"
"109"	"04-00075"	"硬水稻"	"960"	"11106"	"3624"	"蒲县"	"Null"	"82-3"	"粳"	"早"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"秆黄"	"秆黄"	"有"	"短"	"直"	"110"	"7.1"											"4"	"7"		"9"				"9"	"山西"	"6-3"
"110"	"04-00078"	"硬米糯1"	"960"	"11106"	"3624"	"蒲县"	"Null"	"82-16-1"	"粳"	"中"	"水"	"粘"	"白"	"无"	"无"	"椭圆"	"短"	"宽"	"秆黄"	"秆黄"	"有"	"短"	"直"	"95"	"7.31"																		"9"	"山西"	"6-3"
"111"	"04-00079"	"无芒水稻1"	"856"	"11215"	"3610"	"安泽县"	"Null"	"82-27-1"	"粳"	"中"	"水"	"粘"	"白"	"无"	"短"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"132"	"7.27"	"78.6"	"70.6"		"13.84"	"0.484"	"70.54"	"18.9"	"59.5"	"6.1"	"42"	"9"	"9"		"9"	"9"				"山西"	"6-3"
"112"	"04-00089"	"水稻1"	"447"	"11140"	"3615"	"洪洞县"	"Null"	"82-9-1"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"长"	"宽"	"秆黄"	"秆黄"	"有"	"短"	"直"	"83"	"8.21"											"5"	"9"		"5"		"3"		"9"	"山西"	"4-2"
"113"	"04-00100"	"当地水稻2"	"1000"	"11203"	"3713"	"山西"	"Null"	"82-30-2"	"粳"	"早"	"水"	"粘"	"白"	"无"	"中"	"椭圆"	"中"	"中"	"红褐"	"秆黄"	"有"	"短"	"直"	"129"	"7.19"	"79.3"	"70.9"		"13.95"	"0.487"	"69.44"	"11.8"	"65.4"	"6.5"	"76"	"9"	"7"		"5"	"5"				"山西"	"6-3"
"114"	"04-00101"	"当地水稻3-1"	"1000"	"11203"	"3713"	"山西"	"Null"	"82-30-3-1"	"粳"	"早"	"水"	"粘"	"白"	"无"	"短"	"椭圆"	"中"	"中"	"红褐"	"秆黄"	"有"	"短"	"直"	"143"	"7.15"	"79"	"71.5"		"13.98"	"0.489"	"70.3"	"18.4"	"59.7"	"6.2"	"38"	"8"	"7"		"9"	"5"				"山西"	"6-3"
"115"	"04-00103"	"大芒稻"	"1000"	"11203"	"3713"	"山西"	"Null"	"82-12-4"	"粳"	"早"	"水"	"粘"	"白"	"无"	"长"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"126"	"7.16"	"79.4"	"71.1"		"14.12"	"0.494"	"69.79"	"17.5"	"60"	"5"	"55"	"8"	"5"		"9"	"9"				"山西"	"6-3"
"116"	"04-00109"	"光头稻"	"1000"	"11203"	"3713"	"山西"	"Null"	"82-14-1"	"粳"	"早"	"水"	"粘"	"白"	"无"	"无"	"细长"	"中"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"98"	"7.02"	"77.9"	"69.7"		"14.49"	"0.504"	"69.37"	"17.4"	"59.7"	"7"	"30"	"9"	"5"		"9"	"7"				"山西"	"6-3"
"117"	"04-00110"	"长毛稻1"	"1000"	"11203"	"3713"	"山西"	"Null"	"82-34-1"	"粳"	"中"	"水"	"粘"	"白"	"无"	"短"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"123"	"7.25"																			"山西"	"6-3"
"118"	"04-00111"	"长毛稻1-1"	"1000"	"11203"	"3713"	"山西"	"Null"	"82-34-1-1"	"粳"	"早"	"水"	"粘"	"白"	"无"	"中"	"椭圆"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"113"	"7.2"	"76.2"	"68.2"		"13.92"	"0.484"	"70.17"	"18"	"60"	"6.3"	"49"	"9"	"7"		"7"	"3"				"山西"	"6-3"
"119"	"04-00119"	"直播稻2"	"1000"	"11203"	"3713"	"山西"	"Null"	"81-45-2"	"粳"	"早"	"水"	"粘"	"白"	"无"	"长"	"椭圆"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"117"	"7.14"	"78.3"	"70.1"		"14.9"	"0.518"	"68.91"	"15.9"	"60.7"	"6.1"	"51"	"8"	"9"		"9"	"5"				"山西"	"6-3"
"120"	"04-00120"	"直播稻1"	"1000"	"11203"	"3713"	"山西"	"Null"	"82-20-1"	"粳"	"中"	"水"	"粘"	"红"	"无"	"长"	"细长"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"140"	"7.23"	"76.9"	"69"		"13.81"	"0.482"	"71.13"	"18.4"	"60.6"	"6"	"50"	"8"	"9"		"7"	"5"				"山西"	"6-3"
"121"	"04-00122"	"旱稻3-1"	"1000"	"11203"	"3713"	"山西"	"Null"	"82-39-3-1"	"粳"	"晚"	"水"	"粘"	"红"	"无"	"长"	"椭圆"	"中"	"中"	"秆黄"	"褐"	"有"	"短"	"直"	"140"	"8.02"	"79.2"	"71.7"		"12.53"	"0.435"	"72.55"	"17.1"	"63.5"	"6"	"34"	"9"	"7"		"9"	"7"				"山西"	"6-3"
"122"	"04-00135"	"本地水稻"	"1000"	"11203"	"3713"	"山西"	"Null"	"82-40"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"短"	"细长"	"长"	"中"	"红褐"	"褐斑秆黄"	"有"	"短"	"直"	"150"	"8.09"	"78.9"	"70.7"		"12.15"	"0.416"	"73.74"	"21.1"	"60.8"	"6.6"	"58"	"8"	"9"		"5"	"5"				"山西"	"6-3"
"123"	"04-00147"	"高粱稻"	"1000"	"11203"	"3713"	"山西"	"Null"	"80-101-1"	"粳"	"中"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"长"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"132"	"7.22"	"82.2"	"73.6"		"11.99"	"0.415"	"73.38"	"15.8"	"65.7"	"6.9"	"76"	"9"	"7"		"7"	"9"				"山西"	"6-3"
"124"	"05-00002"	"青森５号"	"240"	"12521"	"4115"	"桓仁县"	"辽宁农科院"	"Null"	"粳"	"早"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"无"	"黄"	"有"	"短"	"直"	"111"	"7.26"																			"辽宁"	"5-2"
"125"	"05-00004"	"陆羽（黄尖）"	"60"	"12350"	"4218"	"铁岭县"	"辽宁农科院"	"Null"	"粳"	"早"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"中"	"宽"	"无"	"黄"	"有"	"短"	"直"		"7.29"																			"辽宁"	"5-2"
"126"	"05-00005"	"花脸"	"208"	"12417"	"4118"	"本溪县"	"辽宁农科院"	"Null"	"粳"	"早"	"水"	"粘"	"白"	"无"	"短"	"短圆"	"短"	"宽"	"紫褐"	"紫褐"	"有"	"短"	"直"	"139"	"7.29"																			"辽宁"	"5-2"
"127"	"05-00006"	"红毛白大肚"		"12236"	"4012"	"Null"	"辽宁农科院"	"Null"	"粳"	"早"	"水"	"粘"	"白"	"无"	"长"	"阔卵"	"短"	"宽"	"无"	"黄"	"有"	"短"	"直"	"137"	"7.29"																			"辽宁"	"5-2"
"128"	"05-00009"	"公交13号"	"87"	"12402"	"4233"	"开原县"	"辽宁农科院"	"Null"	"粳"	"早"	"水"	"粘"	"白"	"无"	"中"	"短圆"	"短"	"宽"	"紫褐"	"黄"	"有"	"短"	"直"	"116"	"7.27"																			"辽宁"	"5-2"
"129"	"05-00010"	"新宾１号"	"320"	"12502"	"4144"	"新宾县"	"辽宁农科院"	"Null"	"粳"	"早"	"水"	"粘"	"白"	"无"	"无"	"阔卵"	"短"	"宽"	"无"	"褐斑"	"有"	"短"	"直"	"115"	"7.3"																			"辽宁"	"5-2"
"130"	"05-00012"	"京租"		"12236"	"4012"	"Null"	"辽宁农科院"	"Null"	"粳"	"早"	"水"	"粘"	"白"	"无"	"中"	"阔卵"	"中"	"宽"	"无"	"黄"	"有"	"短"	"直"	"133"	"7.26"																			"辽宁"	"5-2"
"131"	"05-00016"	"万年"		"12420"	"4003"	"丹东市"	"辽宁农科院"	"Null"	"粳"	"中"	"水"	"粘"	"白"	"无"	"无"	"短圆"	"短"	"宽"	"无"	"褐斑"	"有"	"短"	"直"	"120"	"8.1"																			"辽宁"	"5-2"
"132"	"05-00017"	"黑糯"	"82"	"12317"	"4017"	"岫岩县"	"辽宁农科院"	"Null"	"粳"	"中"	"水"	"粘"	"白"	"无"	"长"	"短圆"	"短"	"宽"	"紫褐"	"紫褐"	"有"	"短"	"直"	"123"	"8.1"																			"辽宁"	"5-2"
