"id"	"科名"	"可溶固形物"	"品种名称"	"省"	"原产地"	"可食率"	"外观评价"	"内质评价"	"维生素C"	"种子数"	"风味"	"特异及用途"	"柠檬酸"	"单果重评价"	"果实成熟期"	"肉质"	"成熟期评价"	"学名"	"统一编号"	"译名"	"单果重G"	"属名"	"色泽"	"粗细"	"总糖"	"果汁"
"483"	"Rutaceae(芸香科)"	"8.00"	"台湾尼卡酸橙"	"国外"	"墨西哥"	"59.23"	"差"	"下"	"27.02"	"28.7"	"极酸微苦"	"加工,砧木"	"5.27"	"大"	"11月下"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"LK036"	"TAI WAN NI KA SUAN CHENG"	"254.4"	"Citrus(柑橘属)"	"橙红"	"较粗"	"2.60"	"42.08"
"484"	"Rutaceae(芸香科)"	"10.00"	"光皮酸橙"	"国外"	"澳大利亚"	"70.52"	"差"	"下"	"38.65"	"18.5"	"酸微甜"	"砧木,加工"	"2.39"	"大"	"11月下"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"LK028"	"GUANG PI SUAN CHENG"	"301.5"	"Citrus(柑橘属)"	"黄"	"细"	"6.76"	"45.50"
"485"	"Rutaceae(芸香科)"	"8.00"	"Marssa酸橙"	"--"	"--"	"35.22"	"--"	"--"	"42.94"	"24.3"	"--"	"--"	"3.98"	"中小"	"--"	"--"	"--"	"Citrus aurantium L.(酸橙)"	"LK"	"MarssaSUAN CHENG"	"101.5"	"Citrus(柑橘属)"	"--"	"--"	"3.51"	"10.59"
"486"	"Rutaceae(芸香科)"	"9.00"	"(29)枳橙(80-231)"	"国外"	"墨西哥"	"53.30"	"--"	"下"	"66.16"	"10.2"	"很酸"	"砧木,抗病"	"5.44"	"很小"	"11月中下"	"软"	"中"	"Poncirus trifoliata Rafin.(枳)"	"LT118"	"(29) ZHI CHENG (80-231)"	"50.0"	"Poncirus(枳属)"	"橙"	"中"	"3.44"	"29.30"
"487"	"Rutaceae(芸香科)"	"12.70"	"特洛亚枳橙"	"国外"	"美国"	"54.99"	"中"	"下"	"72.00"	"8.8"	"很酸"	"砧木,抗病"	"4.98"	"很小"	"11月中"	"软"	"中"	"Poncirus trifoliata Rafin.(枳)"	"LT094"	"TE LUO YA ZHI CHENG"	"43.5"	"Poncirus(枳属)"	"深橙"	"细"	"5.42"	"25.56"
"488"	"Rutaceae(芸香科)"	"9.50"	"简阳枳柚"	"四川"	"四川简阳"	"69.05"	"差"	"下"	"64.04"	"18.2"	"酸苦麻涩"	"砧木,抗线虫"	"1.71"	"大"	"11月中"	"较粗"	"中"	"Poncirus trifoliata Rafin.(枳)"	"LT060"	"JIAN YANG ZHI YOU"	"264.3"	"Poncirus(枳属)"	"浅橙"	"较粗"	"4.21"	"33.92"
"489"	"Rutaceae(芸香科)"	"10.40"	"枳桔"	"河南"	"河南南阳"	"50.00"	"差"	"下"	"52.47"	"10.9"	"酸"	"耐寒"	"3.36"	"小"	"11月中下"	"软"	"中"	"Poncirus trifoliata Rafin.(枳)"	"LT102"	"ZHI JIE"	"56.5"	"Poncirus(枳属)"	"橙"	"较粗"	"5.90"	"27.90"
"490"	"Rutaceae(芸香科)"	"9.00"	"武夷橙"	"福建"	"福建宁安县"	"79.90"	"中"	"中"	"58.18"	"16.6"	"酸甜"	"--"	"1.49"	"中小"	"11月下"	"脆嫩"	"中"	"Citrus sinensis Osbeck(甜橙)"	"LS289"	"WU YI CHENG"	"100.0"	"Citrus(柑橘属)"	"橙黄"	"中"	"6.91"	"58.20"
"491"	"Rutaceae(芸香科)"	"9.30"	"南充单胚甜橙"	"四川"	"四川南充"	"70.93"	"中"	"中"	"47.73"	"2.3"	"偏酸"	"少胚,育种"	"1.32"	"中小"	"12月上"	"细软"	"中"	"Citrus sinensis Osbeck(甜橙)"	"LS302"	"NAN CHONG DAN PEI TIAN CHENG"	"121.0"	"Citrus(柑橘属)"	"橙"	"中"	"7.01"	"42.96"
"492"	"Rutaceae(芸香科)"	"9.70"	"三耐劳(湖南)"	"国外"	"阿尔巴尼亚"	"69.23"	"较好"	"中"	"53.27"	"3.5"	"酸甜"	"--"	"1.58"	"中小"	"1-2月"	"细嫩"	"中晚"	"Citrus sinensis Osbeck(甜橙)"	"LS121"	"SAN NAI LAO (HU NAN )"	"116.5"	"Citrus(柑橘属)"	"红橙"	"较细"	"6.06"	"45.81"
"493"	"Rutaceae(芸香科)"	"12.00"	"华脐(巴中)"	"四川"	"四川巴中"	"65.80"	"好"	"上"	"50.61"	"--"	"酸甜"	"优质"	"1.29"	"中"	"12月上"	"脆嫩"	"中"	"Citrus sinensis Osbeck(甜橙)"	"LS122"	"HUA QI (BA ZHONG )"	"180.5"	"Citrus(柑橘属)"	"橙"	"细"	"9.05"	"38.90"
"494"	"Rutaceae(芸香科)"	"10.40"	"82-97甜橙"	"国外"	"意大利"	"69.20"	"中"	"中上"	"46.52"	"6.4"	"酸甜"	"破产"	"1.12"	"中"	"11月下"	"细嫩"	"中"	"Citrus sinensis Osbeck(甜橙)"	"LS123"	"82-97 TIAN CHENG"	"155.5"	"Citrus(柑橘属)"	"深橙"	"中"	"8.22"	"41.32"
"495"	"Rutaceae(芸香科)"	"10.80"	"华桠"	"福建"	"福建"	"69.85"	"较好"	"中上"	"45.90"	"0.2"	"酸甜"	"--"	"1.10"	"中"	"11月下"	"脆"	"中"	"Citrus sinensis Osbeck(甜橙)"	"LS124"	"HUA YA"	"182.0"	"Citrus(柑橘属)"	"深橙"	"细"	"8.42"	"40.78"
"496"	"Rutaceae(芸香科)"	"10.00"	"晚脐橙"	"国外"	"意大利"	"70.05"	"较好"	"上"	"51.56"	"1.8"	"酸甜"	"晚熟,优质"	"1.29"	"中"	"12月下"	"脆嫩"	"中晚"	"Citrus sinensis Osbeck(甜橙)"	"LS125"	"WAN QI CHENG"	"185.0"	"Citrus(柑橘属)"	"深橙"	"较细"	"7.93"	"45.60"
"497"	"Rutaceae(芸香科)"	"10.50"	"索尔斯蒂安娜"	"国外"	"美国"	"68.66"	"中"	"上"	"43.83"	"1.1"	"酸甜"	"较早熟"	"1.06"	"中小"	"11月中下"	"脆嫩"	"中"	"Citrus sinensis Osbeck(甜橙)"	"LS131"	"SUO ER SI DI AN NA"	"138.8"	"Citrus(柑橘属)"	"深橙"	"较细"	"7.75"	"46.93"
"498"	"Rutaceae(芸香科)"	"11.50"	"地中海甜橙"	"国外"	"墨西哥"	"69.40"	"中"	"中"	"51.71"	"4.3"	"偏酸"	"--"	"1.63"	"中"	"12月上"	"细嫩"	"中"	"Citrus sinensis Osbeck(甜橙)"	"LS133"	"DI ZHONG HAI TIAN CHENG"	"150.0"	"Citrus(柑橘属)"	"橙"	"中"	"8.45"	"47.50"
"499"	"Rutaceae(芸香科)"	"11.00"	"普通甜橙4×"	"国外"	"意大利"	"55.71"	"中"	"中"	"58.61"	"6.2"	"酸甜"	"--"	"0.87"	"中"	"11月下"	"较细"	"中"	"Citrus sinensis Osbeck(甜橙)"	"LS149"	"PU TONG TIAN CHENG 4×"	"163.0"	"Citrus(柑橘属)"	"橙"	"中"	"8.61"	"37.00"
"500"	"Rutaceae(芸香科)"	"10.00"	"纳塔尔"	"国外"	"巴西"	"67.28"	"中"	"中"	"48.53"	"--"	"偏酸"	"晚熟"	"1.54"	"中小"	"4-5月"	"细软"	"晚"	"Citrus sinensis Osbeck(甜橙)"	"LS107"	"NA TA ER"	"138.5"	"Citrus(柑橘属)"	"橙"	"中"	"6.13"	"41.48"
"501"	"Rutaceae(芸香科)"	"9.50"	"罗脐(脱毒)"	"四川"	"重庆"	"71.66"	"较好"	"中上"	"50.74"	"--"	"酸甜"	"丰产"	"0.84"	"中大"	"11月中下"	"脆嫩"	"中"	"Citrus sinensis Osbeck(甜橙)"	"LS"	"LUO QI (TUO DU )"	"247.0"	"Citrus(柑橘属)"	"深橙"	"中"	"6.77"	"49.60"
"502"	"Rutaceae(芸香科)"	"10.00"	"Frost夏橙"	"国外"	"美国"	"67.30"	"较好"	"中上"	"61.50"	"1.8"	"酸甜"	"晚熟,丰产"	"1.28"	"中小"	"4-5月"	"较细"	"晚"	"Citrus sinensis Osbeck(甜橙)"	"LS219"	"FrostXIA CHENG"	"131.5"	"Citrus(柑橘属)"	"深橙"	"中"	"6.86"	"45.63"
