"id"	"科名"	"保存编号"	"品种名称"	"类型"	"省"	"生育日数"	"分枝数"	"出油率"	"生理成熟期"	"开花期"	"播种期"	"学名"	"统一编号"	"出苗期"	"出麻率"	"属名"	"抗逆性"	"种子发芽"	"干茎产量"	"种皮色"	"工艺长度"	"单株朔果数"	"单株生产力"	"库编号"	"纤维产量"	"保存单位"	"原产地"	"种子来源"	"花色"	"品种代号"	"纤维强度"	"备注"	"原茎产量"	"抗病性"	"纤维号"	"千粒重"	"分茎数"	"译名"	"抗倒伏性"	"抗旱性"	"工艺成熟期"	"株高"	"种子产量"
"1433"	"Linaceae(亚麻科)"	"178"	"P.I. 250566"	"油用"	"国外"	"88"	"3.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001778"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"24.0"	"18.60"	"--"	"I3B00726"	"--"	"河北坝上农科所"	"PAKISTAN"	"美国"	"兰"	"2006"	"--"	"--"	"--"	"高感"	"--"	"4.74"	"0.5"	"P.I. 250566"	"--"	"--"	"--"	"44.0"	"--"
"1434"	"Linaceae(亚麻科)"	"179"	"P.I. 250568"	"油用"	"国外"	"83"	"4.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001779"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"28.0"	"14.00"	"--"	"I3B00727"	"--"	"河北坝上农科所"	"PAKISTAN"	"美国"	"兰"	"2008"	"--"	"--"	"--"	"高感"	"--"	"5.58"	"0.2"	"P.I. 250568"	"--"	"--"	"--"	"40.0"	"--"
"1435"	"Linaceae(亚麻科)"	"180"	"P.I. 250569"	"油用"	"国外"	"82"	"4.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001780"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"18.0"	"24.00"	"--"	"I3B00728"	"--"	"河北坝上农科所"	"PAKISTAN"	"美国"	"兰"	"2009"	"--"	"--"	"--"	"高感"	"--"	"5.47"	"2.2"	"P.I. 250569"	"--"	"--"	"--"	"32.0"	"--"
"1436"	"Linaceae(亚麻科)"	"181"	"P.I. 250570"	"油用"	"国外"	"79"	"2.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001781"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"21.0"	"11.20"	"--"	"I3B00729"	"--"	"河北坝上农科所"	"PAKISTAN"	"美国"	"白"	"2010"	"--"	"--"	"--"	"高感"	"--"	"5.46"	"0.5"	"P.I. 250570"	"--"	"--"	"--"	"36.0"	"--"
"1437"	"Linaceae(亚麻科)"	"182"	"P.I. 250616"	"油用"	"国外"	"78"	"3.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001782"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"19.0"	"22.40"	"--"	"I3B00730"	"--"	"河北坝上农科所"	"PAKISTAN"	"美国"	"白"	"2013"	"--"	"--"	"--"	"感"	"--"	"6.55"	"1.2"	"P.I. 250616"	"--"	"--"	"--"	"36.0"	"--"
"1438"	"Linaceae(亚麻科)"	"183"	"RACACIVNI×GIZA"	"兼用"	"国外"	"87"	"4.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001783"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"30.0"	"18.50"	"--"	"I3B00731"	"--"	"河北坝上农科所"	"HUNGARYR"	"美国"	"兰"	"1894"	"--"	"--"	"--"	"高感"	"--"	"6.58"	"0.4"	"RACACIVNI×GIZA"	"--"	"--"	"--"	"51.0"	"--"
"1439"	"Linaceae(亚麻科)"	"184"	"P.I.250732"	"兼用"	"国外"	"87"	"3.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001784"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"32.0"	"15.00"	"--"	"I3B00732"	"--"	"河北坝上农科所"	"IRAN"	"美国"	"兰"	"2021"	"--"	"--"	"--"	"感"	"--"	"4.71"	"1.0"	"P.I.250732"	"--"	"--"	"--"	"45.0"	"--"
"1440"	"Linaceae(亚麻科)"	"185"	"P.I.250733"	"油用"	"国外"	"85"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001785"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"25.0"	"13.60"	"--"	"I3B00733"	"--"	"河北坝上农科所"	"IRAN"	"美国"	"兰"	"2022"	"--"	"--"	"--"	"感"	"--"	"4.98"	"1.2"	"P.I.250733"	"--"	"--"	"--"	"37.0"	"--"
"1441"	"Linaceae(亚麻科)"	"186"	"P.I.250862"	"油用"	"国外"	"81"	"4.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001786"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"19.0"	"44.50"	"--"	"I3B00734"	"--"	"河北坝上农科所"	"IRAN"	"美国"	"兰"	"2028"	"--"	"--"	"--"	"感"	"--"	"3.47"	"2.0"	"P.I.250862"	"--"	"--"	"--"	"29.0"	"--"
"1442"	"Linaceae(亚麻科)"	"外-358"	"--"	"--"	"国外"	"--"	"3.70"	"--"	"8.01"	"6.24"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000760"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"185.5"	"褐"	"50.5"	"4.70"	"--"	"I3B02073"	"19.5"	"HJ"	"比利时"	"比利时"	"白"	"--"	"18.9"	"--"	"206.1"	"--"	"12"	"4.50"	"--"	"米乐"	"强"	"强"	"7.26"	"67.3"	"51.6"
"1443"	"Linaceae(亚麻科)"	"外-359"	"--"	"--"	"国外"	"--"	"6.00"	"--"	"8.08"	"6.27"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000761"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"141.3"	"深褐"	"46.4"	"6.70"	"--"	"I3B02074"	"23.8"	"HJ"	"比利时"	"比利时"	"白"	"--"	"19.5"	"--"	"156.1"	"--"	"11"	"5.00"	"--"	"爱力恩"	"中"	"强"	"8.01"	"68.5"	"46.9"
"1444"	"Linaceae(亚麻科)"	"外-360"	"Mapur"	"--"	"国外"	"--"	"2.90"	"--"	"8.12"	"6.30"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000762"	"5.23"	"--"	"Linum(亚麻属)"	"--"	"--"	"168.0"	"褐"	"47.9"	"5.50"	"--"	"I3B02075"	"27.8"	"HJ"	"美国"	"美国"	"兰"	"--"	"16.5"	"--"	"187.2"	"--"	"12"	"4.30"	"--"	"Mapur"	"强"	"强"	"8.05"	"76.3"	"38.8"
"1445"	"Linaceae(亚麻科)"	"外-361"	"Percello"	"--"	"国外"	"--"	"3.50"	"--"	"8.12"	"6.29"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000763"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"137.8"	"褐"	"52.5"	"5.50"	"--"	"I3B02076"	"24.5"	"HJ"	"美国"	"美国"	"白"	"--"	"15.4"	"--"	"155.3"	"--"	"10"	"4.10"	"--"	"Percello"	"强"	"中"	"8.05"	"76.3"	"43.1"
"1446"	"Linaceae(亚麻科)"	"外-362"	"TextieFlax"	"--"	"国外"	"--"	"3.20"	"--"	"8.12"	"7.01"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000764"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"182.5"	"淡褐"	"63.7"	"5.00"	"--"	"I3B02077"	"30.4"	"HJ"	"美国"	"美国"	"兰"	"--"	"20.4"	"--"	"206.2"	"--"	"13"	"3.50"	"--"	"TextieFlax"	"强"	"强"	"8.05"	"81.9"	"48.1"
"1447"	"Linaceae(亚麻科)"	"外-363"	"Horal"	"--"	"国外"	"--"	"3.40"	"--"	"8.07"	"6.26"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000765"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"152.8"	"淡褐"	"55.3"	"5.50"	"--"	"I3B02078"	"21.6"	"HJ"	"美国"	"美国"	"兰"	"--"	"25.0"	"--"	"179.8"	"--"	"13"	"3.50"	"--"	"Horal"	"中"	"强"	"7.31"	"76.8"	"41.6"
"1448"	"Linaceae(亚麻科)"	"外-364"	"Textilak"	"--"	"国外"	"--"	"3.60"	"--"	"8.08"	"6.27"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000766"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"159.0"	"淡褐"	"56.8"	"5.60"	"--"	"I3B02079"	"26.6"	"HJ"	"美国"	"美国"	"兰"	"--"	"25.2"	"--"	"194.5"	"--"	"14"	"3.80"	"--"	"Textilak"	"中"	"强"	"7.31"	"73.2"	"35.9"
"1449"	"Linaceae(亚麻科)"	"外-365"	"mejdinen"	"--"	"国外"	"--"	"4.80"	"--"	"8.10"	"6.28"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000767"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"150.1"	"深褐"	"44.5"	"6.30"	"--"	"I3B02080"	"19.2"	"HJ"	"美国"	"美国"	"兰"	"--"	"23.8"	"--"	"175.4"	"--"	"13"	"4.30"	"--"	"mejdinen"	"强"	"强"	"8.04"	"59.7"	"60.6"
"1450"	"Linaceae(亚麻科)"	"外-366"	"DIADEM"	"--"	"国外"	"--"	"2.60"	"--"	"8.08"	"6.26"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000768"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"175.3"	"褐"	"54.5"	"4.40"	"--"	"I3B02081"	"30.9"	"HJ"	"美国"	"美国"	"兰"	"--"	"15.3"	"--"	"201.4"	"--"	"12"	"4.20"	"--"	"DIADEM"	"中"	"强"	"7.30"	"74.5"	"59.0"
"1451"	"Linaceae(亚麻科)"	"外-367"	"USPEA"	"--"	"国外"	"--"	"3.60"	"--"	"8.11"	"6.28"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000769"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"106.9"	"深黄"	"37.5"	"5.70"	"--"	"I3B02082"	"9.7"	"HJ"	"美国"	"美国"	"浅粉"	"--"	"19.7"	"--"	"122.2"	"--"	"10"	"4.90"	"--"	"USPEA"	"强"	"强"	"8.03"	"59.3"	"50.0"
"1452"	"Linaceae(亚麻科)"	"外-368"	"ISTRU"	"--"	"国外"	"--"	"3.20"	"--"	"8.08"	"6.28"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000770"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"134.2"	"褐"	"58.7"	"5.30"	"--"	"I3B02083"	"26.8"	"HJ"	"美国"	"美国"	"兰"	"--"	"24.5"	"--"	"165.7"	"--"	"13"	"5.80"	"--"	"ISTRU"	"强"	"强"	"7.31"	"78.9"	"56.2"
"1453"	"Linaceae(亚麻科)"	"外-369"	"Tomskil"	"--"	"国外"	"--"	"2.60"	"--"	"8.09"	"6.29"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000771"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"144.9"	"淡褐"	"53.7"	"3.40"	"--"	"I3B02084"	"15.1"	"HJ"	"美国"	"美国"	"兰"	"--"	"25.6"	"--"	"173.6"	"--"	"12"	"3.50"	"--"	"Tomskil"	"强"	"强"	"8.02"	"72.4"	"47.6"
"1454"	"Linaceae(亚麻科)"	"外-370"	"Tuerta"	"--"	"国外"	"--"	"3.90"	"--"	"8.07"	"6.24"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000772"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"115.2"	"深褐"	"39.8"	"6.20"	"--"	"I3B02085"	"12.8"	"HJ"	"美国"	"美国"	"兰"	"--"	"24.2"	"--"	"137.6"	"--"	"9"	"4.60"	"--"	"Tuerta"	"强"	"强"	"7.31"	"50.5"	"57.0"
"1455"	"Linaceae(亚麻科)"	"外-371"	"Terra"	"--"	"国外"	"--"	"2.70"	"--"	"8.07"	"6.24"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000773"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"167.9"	"褐"	"44.7"	"3.60"	"--"	"--"	"31.8"	"HJ"	"美国"	"美国"	"兰"	"--"	"18.7"	"--"	"189.2"	"--"	"15"	"4.20"	"--"	"Terra"	"强"	"强"	"7.31"	"62.8"	"40.4"
"1456"	"Linaceae(亚麻科)"	"外-372"	"Hindi"	"--"	"国外"	"--"	"3.70"	"--"	"8.07"	"6.23"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000774"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"132.2"	"褐"	"45.6"	"4.50"	"--"	"I3B02086"	"19.3"	"HJ"	"美国"	"美国"	"兰"	"--"	"24.8"	"--"	"157.4"	"--"	"11"	"4.00"	"--"	"Hindi"	"强"	"强"	"7.31"	"56.9"	"35.5"
"1457"	"Linaceae(亚麻科)"	"外-373"	"CRISTA-Fiber"	"--"	"国外"	"--"	"2.60"	"--"	"8.09"	"6.25"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000775"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"127.5"	"褐"	"46.0"	"5.20"	"--"	"I3B02087"	"16.7"	"HJ"	"美国"	"美国"	"兰"	"--"	"18.3"	"--"	"153.2"	"--"	"12"	"4.60"	"--"	"CRISTA-Fiber"	"强"	"强"	"8.02"	"68.4"	"51.7"
"1458"	"Linaceae(亚麻科)"	"外-374"	"CI 3115"	"--"	"国外"	"--"	"3.30"	"--"	"8.10"	"6.26"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000776"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"117.2"	"褐"	"53.3"	"5.70"	"--"	"I3B02088"	"16.1"	"HJ"	"美国"	"美国"	"兰"	"--"	"21.4"	"--"	"135.1"	"--"	"12"	"4.10"	"--"	"CI 3115"	"强"	"强"	"8.02"	"70.5"	"32.9"
"1459"	"Linaceae(亚麻科)"	"外-375"	"CI 3117"	"--"	"国外"	"--"	"4.20"	"--"	"8.08"	"6.25"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000777"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"67.6"	"褐"	"27.3"	"5.70"	"--"	"I3B02089"	"14.1"	"HJ"	"美国"	"美国"	"白"	"--"	"19.0"	"--"	"81.9"	"--"	"8"	"6.20"	"--"	"CI 3117"	"中"	"强"	"8.01"	"45.1"	"43.8"
"1460"	"Linaceae(亚麻科)"	"外-376"	"CI 3121"	"--"	"国外"	"--"	"3.80"	"--"	"8.08"	"6.25"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000778"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"105.5"	"褐"	"38.1"	"5.40"	"--"	"I3B02090"	"16.1"	"HJ"	"美国"	"美国"	"兰"	"--"	"21.0"	"--"	"146.5"	"--"	"9"	"6.20"	"--"	"CI 3121"	"强"	"强"	"8.01"	"53.9"	"61.3"
"1461"	"Linaceae(亚麻科)"	"外-377"	"CI 3122"	"--"	"国外"	"--"	"2.90"	"--"	"8.07"	"6.27"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000779"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"137.8"	"深褐"	"50.4"	"3.80"	"--"	"I3B02091"	"16.9"	"HJ"	"美国"	"美国"	"兰"	"--"	"22.0"	"--"	"164.6"	"--"	"12"	"4.60"	"--"	"CI 3122"	"强"	"强"	"7.31"	"66.6"	"60.6"
"1462"	"Linaceae(亚麻科)"	"外-378"	"Sllra"	"--"	"国外"	"--"	"2.20"	"--"	"8.04"	"6.27"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000780"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"179.7"	"褐"	"51.8"	"3.50"	"--"	"--"	"42.1"	"HJ"	"美国"	"美国"	"兰"	"--"	"22.5"	"--"	"217.8"	"--"	"12"	"4.60"	"--"	"Sllra"	"强"	"强"	"7.29"	"64.9"	"50.4"
"1463"	"Linaceae(亚麻科)"	"外-379"	"Aoyagi"	"--"	"国外"	"--"	"3.30"	"--"	"8.06"	"6.28"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000781"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"204.1"	"褐"	"57.7"	"5.50"	"--"	"I3B02092"	"28.7"	"HJ"	"美国"	"美国"	"兰"	"--"	"14.0"	"--"	"234.6"	"--"	"12"	"4.00"	"--"	"Aoyagi"	"强"	"强"	"7.31"	"74.5"	"42.6"
"1464"	"Linaceae(亚麻科)"	"外-380"	"Rera"	"--"	"国外"	"--"	"4.10"	"--"	"8.06"	"6.26"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000782"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"179.4"	"褐"	"54.0"	"4.30"	"--"	"I3B02093"	"22.1"	"HJ"	"美国"	"美国"	"白"	"--"	"20.5"	"--"	"196.1"	"--"	"12"	"4.50"	"--"	"Rera"	"强"	"强"	"7.31"	"68.5"	"34.8"
"1465"	"Linaceae(亚麻科)"	"外-381"	"Belan"	"--"	"国外"	"--"	"3.10"	"--"	"8.04"	"6.25"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000783"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"158.0"	"褐"	"50.2"	"5.10"	"--"	"I3B02094"	"29.1"	"HJ"	"美国"	"美国"	"白"	"--"	"19.0"	"--"	"183.6"	"--"	"12"	"3.90"	"--"	"Belan"	"强"	"强"	"7.29"	"64.3"	"50.4"
"1466"	"Linaceae(亚麻科)"	"外-382"	"HDran"	"--"	"国外"	"--"	"3.20"	"--"	"8.04"	"6.24"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000784"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"158.6"	"褐"	"49.5"	"4.30"	"--"	"I3B02095"	"23.2"	"HJ"	"美国"	"美国"	"白"	"--"	"22.5"	"--"	"182.3"	"--"	"11"	"4.60"	"--"	"HDran"	"强"	"强"	"7.29"	"62.2"	"42.4"
"1467"	"Linaceae(亚麻科)"	"外-383"	"TrPEA"	"--"	"国外"	"--"	"2.90"	"--"	"8.07"	"6.28"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000785"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"123.8"	"褐"	"53.0"	"3.90"	"--"	"I3B02096"	"36.7"	"HJ"	"美国"	"美国"	"兰"	"--"	"17.0"	"--"	"137.6"	"--"	"12"	"4.20"	"--"	"TrPEA"	"强"	"强"	"7.30"	"66.0"	"54.0"
"1468"	"Linaceae(亚麻科)"	"外-384"	"TrPEC"	"--"	"国外"	"--"	"3.10"	"--"	"8.03"	"6.30"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000786"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"178.0"	"褐"	"50.9"	"3.50"	"--"	"I3B02097"	"27.4"	"HJ"	"美国"	"美国"	"白"	"--"	"20.5"	"--"	"200.0"	"--"	"11"	"4.70"	"--"	"TrPEC"	"强"	"强"	"7.29"	"64.5"	"46.3"
"1469"	"Linaceae(亚麻科)"	"外-385"	"TrPEB"	"--"	"国外"	"--"	"3.10"	"--"	"8.04"	"6.27"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000787"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"208.7"	"褐"	"54.8"	"4.20"	"--"	"I3B02098"	"31.4"	"HJ"	"美国"	"美国"	"白"	"--"	"16.7"	"--"	"239.9"	"--"	"10"	"4.10"	"--"	"TrPEB"	"强"	"强"	"7.27"	"67.7"	"48.3"
"1470"	"Linaceae(亚麻科)"	"外-386"	"TrPED"	"--"	"国外"	"--"	"2.90"	"--"	"8.05"	"7.01"	"5.09"	"Linum usitatissimum L.(亚麻)"	"00000788"	"5.21"	"--"	"Linum(亚麻属)"	"--"	"--"	"226.7"	"褐"	"62.2"	"4.40"	"--"	"I3B02099"	"41.7"	"HJ"	"美国"	"美国"	"兰"	"--"	"13.5"	"--"	"248.3"	"--"	"14"	"4.60"	"--"	"TrPED"	"强"	"强"	"7.30"	"67.4"	"43.4"
"1471"	"Linaceae(亚麻科)"	"外-387"	"24751"	"--"	"国外"	"--"	"4.00"	"--"	"8.22"	"7.03"	"5.16"	"Linum usitatissimum L.(亚麻)"	"00000789"	"5.22"	"--"	"Linum(亚麻属)"	"--"	"--"	"167.6"	"深褐"	"56.5"	"8.60"	"--"	"I3B02100"	"23.2"	"HJ"	"西德"	"西德"	"兰"	"--"	"20.1"	"--"	"199.3"	"--"	"12"	"4.60"	"--"	"24751"	"强"	"中"	"8.15"	"63.0"	"58.2"
"1472"	"Linaceae(亚麻科)"	"外-388"	"24754"	"--"	"国外"	"--"	"3.40"	"--"	"8.11"	"7.08"	"5.16"	"Linum usitatissimum L.(亚麻)"	"00000790"	"5.22"	"--"	"Linum(亚麻属)"	"--"	"--"	"184.1"	"深褐"	"52.5"	"7.10"	"--"	"I3B02101"	"20.8"	"HJ"	"西德"	"西德"	"兰"	"--"	"15.9"	"--"	"194.5"	"--"	"8"	"5.00"	"--"	"24754"	"强"	"中"	"8.14"	"55.3"	"52.1"
"1473"	"Linaceae(亚麻科)"	"外-389"	"24792"	"--"	"国外"	"--"	"4.20"	"--"	"8.04"	"6.30"	"5.16"	"Linum usitatissimum L.(亚麻)"	"00000791"	"5.22"	"--"	"Linum(亚麻属)"	"--"	"--"	"168.7"	"深褐"	"42.9"	"9.30"	"--"	"I3B02102"	"18.4"	"HJ"	"西德"	"西德"	"白"	"--"	"22.6"	"--"	"178.1"	"--"	"12"	"5.00"	"--"	"24792"	"强"	"强"	"7.26"	"72.5"	"58.0"
"1474"	"Linaceae(亚麻科)"	"外-390"	"24793"	"--"	"国外"	"--"	"3.40"	"--"	"8.04"	"7.01"	"5.16"	"Linum usitatissimum L.(亚麻)"	"00000792"	"5.22"	"--"	"Linum(亚麻属)"	"--"	"--"	"193.3"	"褐"	"60.4"	"6.10"	"--"	"I3B02103"	"32.4"	"HJ"	"西德"	"西德"	"兰"	"--"	"23.8"	"--"	"234.9"	"--"	"12"	"4.20"	"--"	"24793"	"强"	"强"	"7.25"	"58.5"	"52.5"
"1475"	"Linaceae(亚麻科)"	"外-391"	"24794"	"--"	"国外"	"--"	"3.20"	"--"	"8.04"	"7.01"	"5.16"	"Linum usitatissimum L.(亚麻)"	"00000793"	"5.22"	"--"	"Linum(亚麻属)"	"--"	"--"	"168.9"	"褐"	"48.7"	"5.10"	"--"	"I3B02104"	"24.8"	"HJ"	"西德"	"西德"	"兰"	"--"	"16.8"	"--"	"190.5"	"--"	"8"	"4.20"	"--"	"24794"	"弱"	"弱"	"7.25"	"67.9"	"59.2"
"1476"	"Linaceae(亚麻科)"	"外-392"	"延边"	"--"	"国外"	"--"	"2.50"	"--"	"8.08"	"7.01"	"5.16"	"Linum usitatissimum L.(亚麻)"	"00000794"	"5.22"	"--"	"Linum(亚麻属)"	"--"	"--"	"280.2"	"褐"	"67.0"	"3.30"	"--"	"I3B02105"	"40.9"	"HJ"	"吉林"	"吉林延边"	"兰"	"--"	"29.3"	"--"	"301.3"	"高感"	"14"	"4.00"	"--"	"YAN BIAN"	"强"	"中"	"7.30"	"79.5"	"46.0"
"1477"	"Linaceae(亚麻科)"	"外-393"	"24800"	"--"	"国外"	"--"	"3.30"	"--"	"8.01"	"7.01"	"5.16"	"Linum usitatissimum L.(亚麻)"	"00000795"	"5.22"	"--"	"Linum(亚麻属)"	"--"	"--"	"220.1"	"褐"	"44.8"	"6.50"	"--"	"I3B02106"	"31.1"	"HJ"	"西德"	"西德"	"兰紫"	"--"	"24.3"	"--"	"253.9"	"--"	"12"	"4.40"	"--"	"24800"	"中"	"中"	"7.23"	"52.1"	"50.0"
"1478"	"Linaceae(亚麻科)"	"外-394"	"24828"	"--"	"国外"	"--"	"3.50"	"--"	"8.02"	"7.01"	"5.16"	"Linum usitatissimum L.(亚麻)"	"00000796"	"5.22"	"--"	"Linum(亚麻属)"	"--"	"--"	"176.1"	"褐"	"58.2"	"5.80"	"--"	"I3B02107"	"28.4"	"HJ"	"西德"	"西德"	"兰"	"--"	"23.5"	"--"	"230.2"	"--"	"10"	"4.60"	"--"	"24828"	"强"	"中"	"7.30"	"72.7"	"55.9"
"1479"	"Linaceae(亚麻科)"	"外-395"	"24830"	"--"	"国外"	"--"	"3.50"	"--"	"8.01"	"6.30"	"5.16"	"Linum usitatissimum L.(亚麻)"	"00000797"	"5.22"	"--"	"Linum(亚麻属)"	"--"	"--"	"138.2"	"褐"	"57.7"	"4.90"	"--"	"I3B02108"	"18.9"	"HJ"	"西德"	"西德"	"兰"	"--"	"23.5"	"--"	"192.0"	"--"	"12"	"4.70"	"--"	"24830"	"强"	"强"	"7.21"	"65.2"	"45.1"
"1480"	"Linaceae(亚麻科)"	"1"	"RIGOR SEL."	"油用"	"国外"	"94"	"6.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001601"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"30.0"	"21.80"	"--"	"I3B00549"	"--"	"河北坝上农科所"	"MINNESOTA"	"美国"	"兰"	"472-9"	"--"	"--"	"--"	"抗"	"--"	"6.67"	"2.1"	"RIGOR SEL."	"--"	"--"	"--"	"37.0"	"--"
"1481"	"Linaceae(亚麻科)"	"2"	"1661 SELECTION"	"兼用"	"国外"	"79"	"2.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001602"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"26.0"	"32.90"	"--"	"I3B00550"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"487"	"--"	"--"	"--"	"高抗"	"--"	"4.27"	"0.5"	"1661 SELECTION"	"--"	"--"	"--"	"57.0"	"--"
"1482"	"Linaceae(亚麻科)"	"3"	"N.D.RES.NO.52"	"兼用"	"国外"	"94"	"3.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001603"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"31.0"	"27.50"	"--"	"I3B00551"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"490"	"--"	"--"	"--"	"抗"	"--"	"4.25"	"0.8"	"N.D.RES.NO.52"	"--"	"--"	"--"	"53.0"	"--"
"1483"	"Linaceae(亚麻科)"	"4"	"CI.193×112"	"纤维"	"国外"	"83"	"2.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001604"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"51.0"	"14.10"	"--"	"I3B00552"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"白"	"494"	"--"	"--"	"--"	"高抗"	"--"	"4.16"	"0.5"	"CI.193×112"	"--"	"--"	"--"	"77.0"	"--"
