"id"	"熟性"	"科名"	"品质"	"品种名称"	"小裂片对数"	"叶面蜡粉"	"叶面"	"株幅"	"收获期"	"开展度"	"省"	"叶裂刻"	"定植期"	"耐寒性"	"叶缘"	"肉质"	"单产"	"播种期"	"属名"	"统一编号"	"芥辣味"	"叶柄宽"	"学名"	"抗逆性"	"叶柄厚"	"繁种单位"	"生长期"	"叶柄色"	"耐旱性"	"株型"	"叶色"	"叶面刺毛"	"抗虫性"	"叶形"	"耐涝性"	"叶柄长"	"贮藏性"	"叶柄特征"	"备注"	"叶长"	"抗病性"	"结球性"	"叶宽"	"单株重"	"单位编号"	"译名"	"品种来源"	"用途"	"耐热性"	"栽培时期"	"种子千粒重"	"株高"	"分蘖性"	"叶翼"	"种质库编号"
"1"	"--"	"Cruciferae(十字花科)"	"--"	"大叶芥菜"	"--"	"--"	"平滑"	"--"	"--"	"65.0"	"安徽"	"--"	"--"	"--"	"锯齿"	"粗糙"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0001"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"安徽农科院园艺所"	"190"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"强"	"--"	"--"	"500.0"	"Bj6(80)"	"DA YE JIE CAI"	"安徽合肥市"	"腌制"	"--"	"9下-次4上"	"--"	"70.0"	"中"	"--"	"Ⅱ3A0339"
"2"	"--"	"Cruciferae(十字花科)"	"--"	"九头雪里蕻(九头乌)"	"--"	"--"	"平滑"	"--"	"--"	"59.0"	"安徽"	"--"	"--"	"--"	"锯齿"	"柔嫩"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0002"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"安徽农科院园艺所"	"160"	"--"	"--"	"--"	"深绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"圆"	"引自南京"	"--"	"强"	"--"	"--"	"800.0"	"Bj1(85)"	"JIU TOU XUE LI HONG (JIU TOU WU)"	"安徽合肥市"	"腌制"	"--"	"8上-次年1中"	"--"	"55.0"	"强"	"--"	"Ⅱ3A0004"
"3"	"--"	"Cruciferae(十字花科)"	"--"	"白芥"	"--"	"--"	"稍皱"	"--"	"--"	"48.0"	"安徽"	"--"	"--"	"--"	"深齿"	"脆嫩"	"6000"	"--"	"Brassica(芸薹属)"	"V03A0003"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒"	"--"	"安徽农科院园艺所"	"195"	"--"	"--"	"--"	"深绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"强"	"--"	"--"	"1300.0"	"Bj5(86)"	"BAI JIE"	"安徽合肥市"	"腌制"	"--"	"(10下-11上)-次年5"	"--"	"56.0"	"中"	"--"	"Ⅱ3A0101"
"4"	"--"	"Cruciferae(十字花科)"	"--"	"板叶雪里蕻(大叶)"	"--"	"--"	"平滑"	"--"	"--"	"42.5"	"安徽"	"--"	"--"	"--"	"锯齿"	"粗糙"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0004"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"较耐热"	"--"	"安徽农科院园艺所"	"105"	"--"	"--"	"--"	"深绿"	"--"	"--"	"卵圆"	"--"	"--"	"--"	"圆"	"--"	"--"	"强"	"--"	"--"	"500.0"	"Bj2(85)"	"BAN YE XUE LI HONG (DA YE)"	"安徽合肥市"	"腌制"	"--"	"8上-11中下"	"--"	"43.0"	"中"	"--"	"Ⅱ3A0005"
"5"	"--"	"Cruciferae(十字花科)"	"--"	"狮子头腊菜"	"--"	"--"	"中皱"	"--"	"--"	"65.0"	"安徽"	"--"	"--"	"--"	"浅锯齿"	"粗糙"	"3000"	"--"	"Brassica(芸薹属)"	"V03A0005"	"--"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"安徽农科院园艺所"	"100"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"圆"	"根圆锥形,可食用"	"--"	"强"	"--"	"--"	"1500.0"	"Bj4(86)"	"SHI ZI TOU LA CAI"	"安徽寿县"	"腌制"	"--"	"8中-11中下"	"--"	"70.0"	"中"	"--"	"Ⅱ3A0064"
"6"	"--"	"Cruciferae(十字花科)"	"--"	"花叶腊菜"	"--"	"--"	"平滑"	"--"	"--"	"65.0"	"安徽"	"--"	"--"	"--"	"深齿"	"脆嫩"	"6000"	"--"	"Brassica(芸薹属)"	"V03A0006"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"安徽农科院园艺所"	"190"	"--"	"--"	"--"	"绿"	"--"	"--"	"披针"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"强"	"--"	"--"	"1000.0"	"Bj3(86)"	"HUA YE LA CAI"	"安徽寿县"	"腌制干制"	"--"	"(9下-10中)-次年4上中"	"--"	"70.0"	"中"	"--"	"Ⅱ3A0360"
"7"	"--"	"Cruciferae(十字花科)"	"--"	"铜陵芥菜(腊菜)"	"--"	"--"	"中皱"	"--"	"--"	"45.0"	"安徽"	"--"	"--"	"--"	"深齿"	"脆嫩"	"1750"	"--"	"Brassica(芸薹属)"	"V03A0007"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"安徽农科院园艺所"	"105"	"--"	"--"	"--"	"深绿"	"--"	"--"	"近圆"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"强"	"--"	"--"	"2300.0"	"Bj10(89)"	"TONG LING JIE CAI (LA CAI)"	"安徽铜陵市"	"腌制"	"--"	"8上-11中下"	"--"	"57.5"	"中"	"--"	"Ⅱ3A0496"
"8"	"--"	"Cruciferae(十字花科)"	"--"	"板叶芥"	"--"	"--"	"中皱"	"--"	"--"	"50.0"	"安徽"	"--"	"--"	"--"	"锯齿"	"粗糙"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0008"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"安徽农科院园艺所"	"190"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"强"	"--"	"--"	"1500.0"	"Bj7(88)"	"BAN YE JIE"	"安徽歙县"	"腌制"	"--"	"10上-次4中"	"--"	"60.0"	"中"	"--"	"Ⅱ3A0429"
"9"	"--"	"Cruciferae(十字花科)"	"--"	"九头芥"	"--"	"--"	"平滑"	"--"	"--"	"50.0"	"安徽"	"--"	"--"	"--"	"重锯齿"	"脆嫩"	"1500"	"--"	"Brassica(芸薹属)"	"V03A0009"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"安徽农科院园艺所"	"100"	"--"	"--"	"--"	"绿"	"--"	"--"	"戟形"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"强"	"--"	"--"	"1000.0"	"Bj8(88)"	"JIU TOU JIE"	"安徽歙县"	"腌制"	"--"	"9上-12中"	"--"	"60.0"	"中"	"--"	"Ⅱ3A0430"
"10"	"--"	"Cruciferae(十字花科)"	"--"	"板叶雪里蕻"	"--"	"--"	"稍皱"	"--"	"--"	"60.0"	"北京"	"--"	"--"	"--"	"深齿"	"脆嫩"	"3125"	"--"	"Brassica(芸薹属)"	"V03A0010"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"较不耐热"	"--"	"北京蔬菜研究中心"	"65"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"圆"	"引自南方"	"--"	"有蚜虫为害"	"--"	"--"	"400.0"	"B321"	"BAN YE XUE LI HONG"	"北京"	"腌制"	"--"	"8中-10中下"	"--"	"47.5"	"强"	"--"	"Ⅱ3A0456"
"11"	"--"	"Cruciferae(十字花科)"	"--"	"花叶雪里蕻"	"--"	"--"	"稍皱"	"--"	"--"	"70.0"	"北京"	"全裂"	"--"	"--"	"深齿"	"脆嫩"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0011"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"较不耐热"	"--"	"北京蔬菜研究中心"	"60"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"圆"	"--"	"--"	"有蚜虫为害"	"--"	"--"	"300.0"	"B322"	"HUA YE XUE LI HONG"	"北京"	"腌制"	"--"	"8中下-10中下"	"--"	"43.5"	"强"	"--"	"Ⅱ3A0279"
"12"	"--"	"Cruciferae(十字花科)"	"--"	"长汀芥菜"	"--"	"--"	"中皱"	"--"	"--"	"76.0"	"福建"	"浅裂"	"--"	"--"	"全缘"	"脆嫩"	"1250"	"--"	"Brassica(芸薹属)"	"V03A0012"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"福州市蔬菜科研所"	"65"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"强"	"--"	"--"	"900.0"	"90-Ki-56"	"CHANG TING JIE CAI"	"福建长汀县"	"熟食腌制"	"--"	"12下-3上"	"--"	"70.0"	"中"	"有"	"Ⅱ3A0491"
"13"	"--"	"Cruciferae(十字花科)"	"--"	"大田扁柄芥菜"	"--"	"--"	"多皱"	"--"	"--"	"92.5"	"福建"	"浅裂"	"--"	"--"	"全缘"	"脆嫩"	"1050"	"--"	"Brassica(芸薹属)"	"V03A0013"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"福州市蔬菜科研所"	"95"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"中"	"--"	"--"	"95.0"	"88-Ki-20"	"DA TIAN BIAN BING JIE CAI"	"福建大田县"	"熟食腌制"	"--"	"12中-3下"	"--"	"67.5"	"中"	"有"	"Ⅱ3A0303"
"14"	"--"	"Cruciferae(十字花科)"	"--"	"大田圆管芥菜"	"--"	"--"	"中皱"	"--"	"--"	"90.0"	"福建"	"浅裂"	"--"	"--"	"浅锯齿"	"粗糙"	"--"	"--"	"Brassica(芸薹属)"	"V03A0014"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"福州市蔬菜科研所"	"100"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"强"	"--"	"--"	"--"	"88-Ki-31"	"DA TIAN YUAN GUAN JIE CAI"	"福建大田县"	"加工熟食腌制"	"--"	"12中-4中"	"--"	"74.0"	"弱"	"有"	"Ⅱ3A0299"
"15"	"--"	"Cruciferae(十字花科)"	"--"	"福州高脚芥菜"	"--"	"--"	"中皱"	"--"	"--"	"85.0"	"福建"	"全裂"	"--"	"--"	"浅锯齿"	"粗糙"	"1750"	"--"	"Brassica(芸薹属)"	"V03A0015"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"福州市蔬菜科研所"	"120"	"--"	"--"	"--"	"绿"	"--"	"--"	"披针"	"--"	"--"	"--"	"圆"	"--"	"--"	"强"	"--"	"--"	"120.0"	"88-Ki-21"	"FU ZHOU GAO JIAO JIE CAI"	"福建福清县"	"加工熟食腌制"	"--"	"(10上.11下)-(2上.4中)"	"--"	"70.0"	"强"	"有"	"Ⅱ3A0291"
"16"	"--"	"Cruciferae(十字花科)"	"--"	"福州市郊厚甲芥菜"	"--"	"--"	"多皱"	"--"	"--"	"50.0"	"福建"	"浅裂"	"--"	"--"	"全缘"	"脆嫩"	"2000"	"--"	"Brassica(芸薹属)"	"V03A0016"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"福州市蔬菜科研所"	"70"	"--"	"--"	"--"	"深绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"弱"	"--"	"--"	"500.0"	"88-Ki-13"	"FU ZHOU SHI JIAO HOU JIA JIE CAI"	"福建福州市"	"熟食"	"--"	"(9中-11下)-(11下-次年2上)"	"--"	"55.0"	"弱"	"无"	"Ⅱ3A0287"
"17"	"--"	"Cruciferae(十字花科)"	"--"	"矮脚厚甲芥菜"	"--"	"--"	"多皱"	"--"	"--"	"55.0"	"福建"	"浅裂"	"--"	"--"	"全缘"	"脆嫩"	"2000"	"--"	"Brassica(芸薹属)"	"V03A0017"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"福州市蔬菜科研所"	"70"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"弱"	"--"	"--"	"500.0"	"88-Ki-14"	"AI JIAO HOU JIA JIE CAI"	"福建福州市"	"熟食"	"--"	"(9中-11下)-(11下-次年2上)"	"--"	"40.0"	"弱"	"无"	"Ⅱ3A0288"
"18"	"--"	"Cruciferae(十字花科)"	"--"	"福州刻叶雪理蕻"	"--"	"--"	"中皱"	"--"	"--"	"145.0"	"福建"	"深裂"	"--"	"--"	"深齿"	"粗糙"	"1250"	"--"	"Brassica(芸薹属)"	"V03A0018"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"福州市蔬菜科研所"	"60"	"--"	"--"	"--"	"深绿"	"--"	"--"	"披针"	"--"	"--"	"--"	"细窄"	"--"	"--"	"强"	"--"	"--"	"60.0"	"88-Ki-17-1"	"FU ZHOU KE YE XUE LI HONG"	"福建福州市"	"熟食"	"--"	"(9上.12上)-(12.3)"	"--"	"45.0"	"强"	"有"	"Ⅱ3A0290"
"19"	"--"	"Cruciferae(十字花科)"	"--"	"福州阔批芥菜"	"--"	"--"	"多皱"	"--"	"--"	"50.0"	"福建"	"浅裂"	"--"	"--"	"全缘"	"脆嫩"	"4000"	"--"	"Brassica(芸薹属)"	"V03A0019"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"福州市蔬菜科研所"	"75"	"--"	"--"	"--"	"黄绿"	"--"	"--"	"卵圆"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"弱"	"--"	"--"	"1200.0"	"87-Ki-15"	"FU ZHOU KUO PI JIE CAI"	"福建福州市"	"熟食"	"--"	"(7下-11下)-(10上-次年2中)"	"--"	"40.0"	"中"	"无"	"Ⅱ3A0136"
"20"	"--"	"Cruciferae(十字花科)"	"--"	"福州雪里蕻"	"--"	"--"	"稍皱"	"--"	"--"	"30.0"	"福建"	"不裂"	"--"	"--"	"全缘"	"粗糙"	"1500"	"--"	"Brassica(芸薹属)"	"V03A0020"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"福州市蔬菜科研所"	"40"	"--"	"--"	"--"	"深绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"细窄"	"--"	"--"	"强"	"--"	"--"	"100.0"	"87-Ki-17"	"FU ZHOU XUE LI HONG"	"福建福州市"	"腌制"	"--"	"(8上-12下)-(9下-次年2中)"	"--"	"45.0"	"中"	"无"	"Ⅱ3A0098"
"21"	"--"	"Cruciferae(十字花科)"	"--"	"雪里蕻"	"--"	"--"	"稍皱"	"--"	"--"	"50.0"	"甘肃"	"5"	"--"	"--"	"深齿"	"纤维中"	"2000"	"--"	"Brassica(芸薹属)"	"V03A0065"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒"	"--"	"甘肃农科院蔬菜所"	"70"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"细长"	"早播易抽苔染病"	"--"	"抗病"	"--"	"--"	"150.0"	"甘Ⅱ3A001"	"XUE LI HONG"	"甘肃兰州市"	"腌制"	"--"	"8中下-10下"	"--"	"51.0"	"中"	"--"	"Ⅱ3A0327"
"22"	"--"	"Cruciferae(十字花科)"	"--"	"文县冲菜"	"--"	"--"	"稍皱"	"--"	"--"	"38.0"	"甘肃"	"6"	"--"	"--"	"深裂"	"纤维中"	"1500"	"--"	"Brassica(芸薹属)"	"V03A0066"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒.旱.瘠"	"--"	"甘肃农科院蔬菜所"	"95"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"细长"	"--"	"--"	"抗病"	"--"	"--"	"100.0"	"甘Ⅱ3A002"	"WEN XIAN CHONG CAI"	"甘肃文县"	"腌制"	"--"	"(9下-10上)-(11下-次年2)"	"--"	"47.0"	"强"	"--"	"Ⅱ3A0461"
"23"	"--"	"Cruciferae(十字花科)"	"--"	"武都芥菜"	"--"	"--"	"稍皱"	"--"	"--"	"37.0"	"甘肃"	"5"	"--"	"--"	"深裂"	"纤维中"	"2250"	"--"	"Brassica(芸薹属)"	"V03A0067"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒"	"--"	"甘肃农科院蔬菜所"	"115"	"--"	"--"	"--"	"深绿"	"--"	"--"	"披针"	"--"	"--"	"--"	"细长"	"--"	"--"	"抗病"	"--"	"--"	"80.0"	"甘Ⅱ3A003"	"WU DU JIE CAI"	"甘肃武都县"	"腌制"	"--"	"8上-10中;10下-次年4上"	"--"	"53.0"	"中"	"--"	"Ⅱ3A0326"
"24"	"--"	"Cruciferae(十字花科)"	"--"	"老鸹扇"	"--"	"--"	"皱缩"	"--"	"--"	"60.0"	"甘肃"	"无"	"--"	"--"	"全缘"	"脆嫩"	"5000"	"--"	"Brassica(芸薹属)"	"V03A0068"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒.旱"	"--"	"甘肃农科院蔬菜所"	"185"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"中"	"--"	"--"	"1800.0"	"甘Ⅱ3A006"	"LAO GUA SHAN"	"甘肃武都县"	"熟食"	"--"	"8下-(次年1-4)"	"--"	"65.0"	"弱"	"--"	"Ⅱ3A0312"
"25"	"--"	"Cruciferae(十字花科)"	"--"	"大肉芥菜"	"--"	"--"	"多皱"	"--"	"--"	"53.0"	"广东"	"--"	"--"	"--"	"浅锯齿"	"脆嫩"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0069"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"广东农科院经作所"	"93"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"弱"	"--"	"--"	"500.0"	"G9-34"	"DA ROU JIE CAI"	"广东博罗县"	"熟食腌制"	"--"	"(8上-11上)-(8下-11下)-(11上-2上)"	"--"	"26.0"	"强"	"--"	"Ⅱ3A0198"
"26"	"--"	"Cruciferae(十字花科)"	"--"	"东海高脚凤尾芥"	"--"	"--"	"稍皱"	"--"	"--"	"42.5"	"广东"	"--"	"--"	"--"	"浅锯齿"	"脆嫩"	"1300"	"--"	"Brassica(芸薹属)"	"V03A0110"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"广东农科院经作所"	"48"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"细窄"	"--"	"--"	"强"	"--"	"--"	"300.0"	"G9-47"	"DONG HAI GAO JIAO FENG WEI JIE"	"广东湛江市"	"熟食"	"--"	"(7上-10下)-(7下-11中)-(8下-12中)"	"--"	"40.0"	"弱"	"--"	"Ⅱ3A0462"
