"id"	"胶乳颜色"	"三小叶间距"	"生长快慢"	"叶片形状"	"侧脉胶"	"叶基"	"学名"	"科名"	"属名"	"小叶柄长度"	"物候落叶"	"省"	"叶缘形状"	"产量高低B"	"产量高低A"	"染色体数"	"落叶早晚"	"胶值比"	"物候抽芽"	"蜜腺形态"	"原产地"	"茎围比"	"统一编号"	"种质名称"	"大叶枕"	"抽芽早晚"
"5586"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"57.6"	"3月中旬"	"微突"	"巴西"	"56.2"	"XJA00657"	"AC/F/5 21/105"	"无"	"中"
"5587"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"高"	"36"	"早"	"132.3"	"3月中旬"	"平"	"巴西"	"33.8"	"XJA00658"	"AC/F/5 21/108"	"无"	"中"
"5588"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"低"	"较低"	"36"	"中"	"71.6"	"3月中旬"	"平"	"巴西"	"56.2"	"XJA00659"	"AC/F/5 21/110"	"无"	"中"
"5589"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"50.5"	"3月中旬"	"平"	"巴西"	"50.6"	"XJA00660"	"AC/F/5 21/113"	"无"	"中"
"5590"	"白"	"分离"	"较快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"1月上旬"	"国外"	"大"	"低"	"较低"	"36"	"早"	"67.4"	"2月上旬"	"平"	"巴西"	"106.2"	"XJA00661"	"AC/F/5 21/117"	"无"	"早"
"5591"	"黄"	"分离"	"慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"38.5"	"3月中旬"	"平"	"巴西"	"24.8"	"XJA00662"	"AC/F/5 21/118"	"无"	"中"
"5592"	"黄"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"73.2"	"3月中旬"	"平"	"巴西"	"76.6"	"XJA00663"	"AC/F/5 21/122"	"无"	"中"
"5593"	"深黄"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"中等"	"较低"	"36"	"早"	"64.2"	"3月中旬"	"平"	"巴西"	"53.4"	"XJA00664"	"AC/F/5 21/13"	"无"	"中"
"5594"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"晚"	"61.1"	"4月上旬"	"微突"	"巴西"	"44.9"	"XJA00665"	"AC/F/5 21/151"	"无"	"晚"
"5595"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"46.5"	"2月上旬"	"微突"	"巴西"	"94.9"	"XJA00666"	"AC/F/5 21/155"	"无"	"早"
"5596"	"白"	"分离"	"较快"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"3月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"晚"	"68.2"	"3月中旬"	"微突"	"巴西"	"101.1"	"XJA00667"	"AC/F/5 21/158"	"无"	"中"
"5597"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"41.2"	"3月中旬"	"平"	"巴西"	"76.1"	"XJA00668"	"AC/F/5 21/161"	"无"	"中"
"5598"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"晚"	"76.7"	"4月上旬"	"平"	"巴西"	"33.7"	"XJA00669"	"AC/F/5 21/164"	"浅"	"晚"
"5599"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"较低"	"36"	"早"	"77.2"	"3月中旬"	"平"	"巴西"	"52.2"	"XJA00670"	"AC/F/5 21/168"	"无"	"中"
"5600"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"33.0"	"3月中旬"	"微突"	"巴西"	"54.5"	"XJA00671"	"AC/F/5 21/169"	"浅"	"中"
"5601"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"较低"	"36"	"早"	"66.4"	"3月中旬"	"平"	"巴西"	"78.7"	"XJA00672"	"AC/F/5 21/17"	"无"	"中"
"5602"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"12.4"	"3月中旬"	"平"	"巴西"	"75.7"	"XJA00673"	"AC/F/5 21/176"	"无"	"中"
"5603"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"55.8"	"3月中旬"	"平"	"巴西"	"67.6"	"XJA00674"	"AC/F/5 21/178"	"无"	"中"
"5604"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"37.0"	"3月中旬"	"微突"	"巴西"	"41.0"	"XJA00675"	"AC/F/5 21/183"	"无"	"中"
"5605"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"28.8"	"3月中旬"	"平"	"巴西"	"77.5"	"XJA00676"	"AC/F/5 21/184"	"浅"	"中"
"5606"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"较低"	"36"	"早"	"62.9"	"2月上旬"	"平"	"巴西"	"73.0"	"XJA00677"	"AC/F/5 21/19"	"浅"	"早"
"5607"	"白"	"分离"	"中等"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"3月中旬"	"国外"	"大"	"中等"	"低"	"36"	"晚"	"39.6"	"3月中旬"	"微突"	"巴西"	"84.3"	"XJA00678"	"AC/F/5 21/191"	"无"	"中"
"5608"	"黄"	"靠近"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"33.5"	"3月中旬"	"平"	"巴西"	"85.4"	"XJA00679"	"AC/F/5 21/195"	"无"	"中"
"5609"	"黄"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"51.5"	"4月上旬"	"微突"	"巴西"	"97.8"	"XJA00680"	"AC/F/5 21/197"	"无"	"晚"
"5610"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"37.3"	"3月中旬"	"平"	"巴西"	"62.4"	"XJA00681"	"AC/F/5 21/198"	"无"	"中"
"5611"	"白"	"靠近"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"较低"	"36"	"中"	"65.0"	"3月中旬"	"微突"	"巴西"	"22.5"	"XJA00682"	"AC/F/5 21/201"	"浅"	"中"
"5612"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"67.7"	"3月中旬"	"微突"	"巴西"	"64.5"	"XJA00683"	"AC/F/5 21/203"	"浅"	"中"
"5613"	"黄"	"分离"	"中等"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"低"	"36"	"早"	"1.8"	"3月中旬"	"平"	"巴西"	"85.4"	"XJA00684"	"AC/F/5 21/206"	"浅"	"中"
"5614"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"43.9"	"3月中旬"	"平"	"巴西"	"74.2"	"XJA00685"	"AC/F/5 21/208"	"无"	"中"
"5615"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"11.9"	"3月中旬"	"平"	"巴西"	"80.3"	"XJA00686"	"AC/F/5 21/210"	"无"	"中"
"5616"	"黄"	"靠近"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"52.9"	"3月中旬"	"平"	"巴西"	"70.2"	"XJA00687"	"AC/F/5 21/212"	"浅"	"中"
"5617"	"黄"	"分离"	"较快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"低"	"中等"	"36"	"晚"	"88.8"	"3月中旬"	"平"	"巴西"	"103.4"	"XJA00688"	"AC/F/5 21/213"	"浅"	"中"
"5618"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"41.7"	"2月上旬"	"平"	"巴西"	"16.9"	"XJA00689"	"AC/F/5 21/214"	"深"	"早"
"5619"	"白"	"分离"	"较慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"51.1"	"3月中旬"	"平"	"巴西"	"73.2"	"XJA00690"	"AC/F/5 21/217"	"无"	"中"
"5620"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"64.3"	"3月中旬"	"突"	"巴西"	"75.5"	"XJA00691"	"AC/F/5 21/218"	"无"	"中"
"5621"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"晚"	"94.5"	"3月中旬"	"微突"	"巴西"	"90.0"	"XJA00692"	"AC/F/5 21/219"	"无"	"中"
"5622"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"34.6"	"3月中旬"	"平"	"巴西"	"82.6"	"XJA00693"	"AC/F/5 21/22"	"无"	"中"
"5623"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"38.8"	"3月中旬"	"突"	"巴西"	"72.1"	"XJA00694"	"AC/F/5 21/220"	"浅"	"中"
"5624"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"25.1"	"3月中旬"	"平"	"巴西"	"51.1"	"XJA00695"	"AC/F/5 21/221"	"无"	"中"
"5625"	"白"	"分离"	"中等"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"高"	"36"	"中"	"138.0"	"3月中旬"	"平"	"巴西"	"91.4"	"XJA00696"	"AC/F/5 21/224"	"无"	"中"
"5626"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"27.5"	"4月上旬"	"平"	"巴西"	"73.9"	"XJA00697"	"AC/F/5 21/228"	"无"	"晚"
"5627"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"中等"	"36"	"早"	"97.3"	"2月上旬"	"平"	"巴西"	"84.3"	"XJA00698"	"AC/F/5 21/229"	"浅"	"早"
"5628"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"48.0"	"2月上旬"	"微突"	"巴西"	"48.4"	"XJA00699"	"AC/F/5 21/23"	"浅"	"早"
"5629"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"54.8"	"2月上旬"	"平"	"巴西"	"73.9"	"XJA00700"	"AC/F/5 21/234"	"无"	"早"
"5630"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"49.1"	"2月上旬"	"平"	"巴西"	"62.0"	"XJA00701"	"AC/F/5 21/236"	"浅"	"早"
"5631"	"白"	"分离"	"较快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"32.5"	"3月中旬"	"平"	"巴西"	"102.2"	"XJA00702"	"AC/F/5 21/237"	"无"	"中"
"5632"	"黄"	"分离"	"较快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"31.2"	"3月中旬"	"微突"	"巴西"	"106.7"	"XJA00703"	"AC/F/5 21/24"	"无"	"中"
"5633"	"白"	"显著分离"	"快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"50.6"	"4月上旬"	"微突"	"巴西"	"134.8"	"XJA00704"	"AC/F/5 21/243"	"无"	"晚"
"5634"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"43.4"	"2月上旬"	"平"	"巴西"	"98.2"	"XJA00705"	"AC/F/5 21/248"	"无"	"早"
"5635"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"54.4"	"3月中旬"	"平"	"巴西"	"74.2"	"XJA00706"	"AC/F/5 21/249"	"无"	"中"
"5636"	"白"	"分离"	"快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"44.4"	"3月中旬"	"微突"	"巴西"	"123.6"	"XJA00707"	"AC/F/5 21/25"	"无"	"中"
"5637"	"黄"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"15.6"	"3月中旬"	"平"	"巴西"	"78.7"	"XJA00708"	"AC/F/5 21/250"	"浅"	"中"
"5638"	"白"	"靠近"	"中等"	"椭圆"	"1.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"28.9"	"3月中旬"	"突"	"巴西"	"94.4"	"XJA00709"	"AC/F/5 21/255"	"深"	"中"
"5639"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"3月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"晚"	"93.2"	"4月上旬"	"突"	"巴西"	"81.6"	"XJA00710"	"AC/F/5 21/258"	"无"	"晚"
"5640"	"黄"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"33.0"	"3月中旬"	"平"	"巴西"	"67.4"	"XJA00711"	"AC/F/5 21/259"	"浅"	"中"
"5641"	"白"	"分离"	"较慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"中"	"77.9"	"3月中旬"	"平"	"巴西"	"69.1"	"XJA00712"	"AC/F/5 21/260"	"无"	"中"
"5642"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"79.1"	"2月上旬"	"平"	"巴西"	"75.3"	"XJA00713"	"AC/F/5 21/271"	"无"	"早"
"5643"	"黄"	"靠近"	"较慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"中等"	"36"	"早"	"83.5"	"2月上旬"	"微突"	"巴西"	"67.1"	"XJA00714"	"AC/F/5 21/276"	"浅"	"早"
"5644"	"黄"	"分离"	"较快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"低"	"较低"	"36"	"中"	"79.2"	"3月中旬"	"平"	"巴西"	"115.2"	"XJA00715"	"AC/F/5 21/277"	"无"	"中"
"5645"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"49.7"	"3月中旬"	"微突"	"巴西"	"54.3"	"XJA00716"	"AC/F/5 21/278"	"无"	"中"
"5646"	"白"	"分离"	"中等"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"低"	"36"	"早"	"33.0"	"3月中旬"	"平"	"巴西"	"90.0"	"XJA00717"	"AC/F/5 21/28"	"无"	"中"
"5647"	"黄"	"靠近"	"较慢"	"椭圆"	"2.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"67.1"	"3月中旬"	"平"	"巴西"	"70.2"	"XJA00718"	"AC/F/5 21/280"	"无"	"中"
"5648"	"黄"	"分离"	"较慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"中等"	"中等"	"36"	"中"	"81.0"	"3月中旬"	"微突"	"巴西"	"70.2"	"XJA00719"	"AC/F/5 21/281"	"无"	"中"
"5649"	"黄"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"34.5"	"3月中旬"	"平"	"巴西"	"77.8"	"XJA00720"	"AC/F/5 21/285"	"无"	"中"
"5650"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"晚"	"83.5"	"4月上旬"	"微突"	"巴西"	"77.6"	"XJA00241"	"AC/AB/15 54/462"	"无"	"晚"
"5651"	"白"	"靠近"	"慢"	"椭圆"	"2.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"61.6"	"2月上旬"	"微突"	"巴西"	"50.9"	"XJA00242"	"AC/AB/15 54/463"	"浅"	"早"
"5652"	"黄"	"靠近"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"中等"	"中等"	"36"	"早"	"89.9"	"3月中旬"	"突"	"巴西"	"56.8"	"XJA00243"	"AC/AB/15 54/466"	"浅"	"中"
"5653"	"白"	"分离"	"较慢"	"椭圆"	"4.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较高"	"低"	"36"	"早"	"47.8"	"2月上旬"	"微突"	"巴西"	"62.2"	"XJA00244"	"AC/AB/15 54/467"	"无"	"早"
"5654"	"黄"	"分离"	"较慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"中等"	"36"	"早"	"93.1"	"3月中旬"	"微突"	"巴西"	"75.7"	"XJA00245"	"AC/AB/15 54/468"	"浅"	"中"
"5655"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"低"	"中等"	"36"	"早"	"90.8"	"2月上旬"	"平"	"巴西"	"42.2"	"XJA00246"	"AC/AB/15 54/472"	"无"	"早"
"5656"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"中等"	"中等"	"36"	"早"	"81.2"	"2月上旬"	"平"	"巴西"	"48.6"	"XJA00247"	"AC/AB/15 54/473"	"浅"	"早"
