"id"	"胶乳颜色"	"三小叶间距"	"生长快慢"	"叶片形状"	"侧脉胶"	"叶基"	"学名"	"科名"	"属名"	"小叶柄长度"	"物候落叶"	"省"	"叶缘形状"	"产量高低B"	"产量高低A"	"染色体数"	"落叶早晚"	"胶值比"	"物候抽芽"	"蜜腺形态"	"原产地"	"茎围比"	"统一编号"	"种质名称"	"大叶枕"	"抽芽早晚"
"5516"	"白"	"分离"	"中等"	"倒卵"	"3.0"	"楔形"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"中等"	"低"	"36"	"早"	"56.9"	"3月中旬"	"平"	"巴西"	"83.2"	"XJA00587"	"AC/B/19 56/310"	"浅"	"中"
"5517"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"较高"	"36"	"中"	"105.7"	"3月中旬"	"突"	"巴西"	"93.8"	"XJA00588"	"AC/B/19 56/311"	"深"	"中"
"5518"	"白"	"靠近"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"34.7"	"3月中旬"	"微突"	"巴西"	"52.8"	"XJA00589"	"AC/B/19 56/314"	"深"	"中"
"5519"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"40.9"	"3月中旬"	"突"	"巴西"	"75.2"	"XJA00590"	"AC/B/19 56/316"	"浅"	"中"
"5520"	"白"	"靠近"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"43.1"	"4月上旬"	"平"	"巴西"	"34.2"	"XJA00591"	"AC/B/19 56/317"	"浅"	"晚"
"5521"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"49.3"	"3月中旬"	"平"	"巴西"	"71.4"	"XJA00592"	"AC/B/19 56/321"	"浅"	"中"
"5522"	"黄"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"36.5"	"2月上旬"	"平"	"巴西"	"71.9"	"XJA00593"	"AC/B/19 56/326"	"无"	"早"
"5523"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"32.3"	"3月中旬"	"平"	"巴西"	"70.2"	"XJA00594"	"AC/B/19 56/333"	"无"	"中"
"5524"	"黄"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"晚"	"93.7"	"2月上旬"	"微突"	"巴西"	"104.3"	"XJA00595"	"AC/B/19 56/335"	"浅"	"早"
"5525"	"黄"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"53.0"	"2月上旬"	"微突"	"巴西"	"62.1"	"XJA00596"	"AC/B/19 56/338"	"浅"	"早"
"5526"	"白"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"25.1"	"3月中旬"	"微突"	"巴西"	"83.7"	"XJA00597"	"AC/B/19 56/34"	"无"	"中"
"5527"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"54.0"	"2月上旬"	"微突"	"巴西"	"52.8"	"XJA00598"	"AC/B/19 56/345"	"浅"	"早"
"5528"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"22.4"	"3月中旬"	"平"	"巴西"	"44.1"	"XJA00599"	"AC/B/19 56/346"	"浅"	"中"
"5529"	"黄"	"分离"	"较慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"低"	"36"	"早"	"52.2"	"3月中旬"	"微突"	"巴西"	"67.1"	"XJA00600"	"AC/B/19 56/347"	"浅"	"中"
"5530"	"白"	"分离"	"较慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"中等"	"中等"	"36"	"早"	"87.4"	"3月中旬"	"微突"	"巴西"	"65.8"	"XJA00601"	"AC/B/19 56/348"	"浅"	"中"
"5531"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"56.9"	"3月中旬"	"平"	"巴西"	"59.0"	"XJA00602"	"AC/B/19 56/349"	"浅"	"中"
"5532"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"39.9"	"3月中旬"	"平"	"巴西"	"78.3"	"XJA00603"	"AC/B/19 56/351"	"浅"	"中"
"5533"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"69.7"	"3月中旬"	"突"	"巴西"	"79.5"	"XJA00604"	"AC/B/19 56/352"	"浅"	"中"
"5534"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"37.0"	"3月中旬"	"平"	"巴西"	"74.5"	"XJA00605"	"AC/B/19 56/362"	"浅"	"中"
"5535"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"31.5"	"3月中旬"	"微突"	"巴西"	"63.4"	"XJA00606"	"AC/B/19 56/363"	"浅"	"中"
"5536"	"白"	"靠近"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"38.1"	"2月上旬"	"平"	"巴西"	"45.3"	"XJA00607"	"AC/B/19 56/369"	"浅"	"早"
"5537"	"白"	"靠近"	"慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"中等"	"低"	"36"	"早"	"49.8"	"2月上旬"	"平"	"巴西"	"53.4"	"XJA00608"	"AC/B/19 56/38"	"浅"	"早"
"5538"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"69.9"	"4月上旬"	"突"	"巴西"	"75.8"	"XJA00609"	"AC/B/19 56/385"	"浅"	"晚"
"5539"	"白"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"44.7"	"3月中旬"	"微突"	"巴西"	"84.5"	"XJA00610"	"AC/B/19 56/388"	"浅"	"中"
"5540"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"晚"	"67.8"	"3月中旬"	"微突"	"巴西"	"49.7"	"XJA00611"	"AC/B/19 56/392"	"深"	"中"
"5541"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"51.8"	"3月中旬"	"平"	"巴西"	"101.7"	"XJA00612"	"AC/B/19 56/401"	"无"	"中"
"5542"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"21.1"	"3月中旬"	"微突"	"巴西"	"83.9"	"XJA00613"	"AC/B/19 56/405"	"浅"	"中"
"5543"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"26.6"	"4月上旬"	"平"	"巴西"	"80.7"	"XJA00614"	"AC/B/19 56/408"	"浅"	"晚"
"5544"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"55.3"	"3月中旬"	"微突"	"巴西"	"49.1"	"XJA00615"	"AC/B/19 56/409"	"浅"	"中"
"5545"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"较低"	"36"	"早"	"61.8"	"3月中旬"	"平"	"巴西"	"61.5"	"XJA00616"	"AC/B/19 56/417"	"浅"	"中"
"5546"	"白"	"靠近"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"46.4"	"3月中旬"	"平"	"巴西"	"56.5"	"XJA00617"	"AC/B/19 56/418"	"浅"	"中"
"5547"	"白"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"43.3"	"3月中旬"	"微突"	"巴西"	"82.6"	"XJA00618"	"AC/B/19 56/42"	"无"	"中"
"5548"	"白"	"靠近"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"55.3"	"3月中旬"	"平"	"巴西"	"82.6"	"XJA00619"	"AC/B/19 56/423"	"浅"	"中"
"5549"	"深黄"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"49.6"	"3月中旬"	"平"	"巴西"	"85.7"	"XJA00620"	"AC/B/19 56/426"	"浅"	"中"
"5550"	"白"	"重迭"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"36.2"	"4月上旬"	"平"	"巴西"	"60.9"	"XJA00621"	"AC/B/19 56/427"	"深"	"晚"
"5551"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"57.4"	"3月中旬"	"平"	"巴西"	"57.1"	"XJA00622"	"AC/B/19 56/436"	"深"	"中"
"5552"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"57.4"	"2月上旬"	"微突"	"巴西"	"42.2"	"XJA00623"	"AC/B/19 56/437"	"浅"	"早"
"5553"	"白"	"分离"	"慢"	"长菱"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"26.1"	"3月中旬"	"微突"	"巴西"	"58.4"	"XJA00624"	"AC/B/19 56/439"	"浅"	"中"
"5554"	"黄"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"60.5"	"3月中旬"	"微突"	"巴西"	"76.4"	"XJA00625"	"AC/B/19 56/442"	"浅"	"中"
"5555"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"65.7"	"3月中旬"	"微突"	"巴西"	"85.7"	"XJA00626"	"AC/B/19 56/449"	"深"	"中"
"5556"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"3月中旬"	"国外"	"大"	"低"	"中等"	"36"	"晚"	"98.2"	"4月上旬"	"平"	"巴西"	"49.7"	"XJA00627"	"AC/B/19 56/45"	"无"	"晚"
"5557"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"76.5"	"2月上旬"	"平"	"巴西"	"65.8"	"XJA00628"	"AC/B/19 56/451"	"无"	"早"
"5558"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"35.7"	"3月中旬"	"微突"	"巴西"	"64.0"	"XJA00629"	"AC/B/19 56/453"	"浅"	"中"
"5559"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"46.7"	"2月上旬"	"平"	"巴西"	"91.0"	"XJA00630"	"AC/B/19 56/46"	"无"	"早"
"5560"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"中等"	"36"	"早"	"90.6"	"3月中旬"	"平"	"巴西"	"48.4"	"XJA00631"	"AC/B/19 56/465"	"深"	"中"
"5561"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"中等"	"36"	"早"	"95.8"	"3月中旬"	"微突"	"巴西"	"44.1"	"XJA00632"	"AC/B/19 56/466"	"深"	"中"
"5562"	"黄"	"靠近"	"慢"	"椭圆"	"3.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较高"	"低"	"36"	"早"	"59.7"	"3月中旬"	"平"	"巴西"	"46.0"	"XJA00633"	"AC/B/19 56/472"	"浅"	"中"
"5563"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"77.8"	"4月上旬"	"微突"	"巴西"	"52.8"	"XJA00634"	"AC/B/19 56/476"	"浅"	"晚"
"5564"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"中等"	"36"	"早"	"82.0"	"3月中旬"	"微突"	"巴西"	"56.2"	"XJA00635"	"AC/B/19 56/52"	"无"	"中"
"5565"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"64.7"	"4月上旬"	"平"	"巴西"	"63.4"	"XJA00636"	"AC/B/19 56/53"	"浅"	"晚"
"5566"	"黄"	"靠近"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"中等"	"36"	"早"	"88.7"	"3月中旬"	"微突"	"巴西"	"53.4"	"XJA00637"	"AC/B/19 56/58"	"浅"	"中"
"5567"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"16.1"	"3月中旬"	"微突"	"巴西"	"54.7"	"XJA00638"	"AC/B/19 56/59"	"浅"	"中"
"5568"	"黄"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"58.7"	"3月中旬"	"微突"	"巴西"	"62.9"	"XJA00639"	"AC/B/19 56/64"	"无"	"中"
"5569"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"55.2"	"2月上旬"	"突"	"巴西"	"89.9"	"XJA00640"	"AC/B/19 56/66"	"无"	"早"
"5570"	"白"	"分离"	"中等"	"菱形"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"中等"	"36"	"晚"	"98.1"	"4月上旬"	"平"	"巴西"	"93.8"	"XJA00641"	"AC/B/19 56/69"	"无"	"晚"
"5571"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"晚"	"71.0"	"3月中旬"	"微突"	"巴西"	"52.8"	"XJA00642"	"AC/B/19 56/70"	"浅"	"中"
"5572"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"49.7"	"3月中旬"	"平"	"巴西"	"69.1"	"XJA00643"	"AC/B/19 56/78"	"浅"	"中"
"5573"	"深黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"75.3"	"2月上旬"	"微突"	"巴西"	"86.0"	"XJA00644"	"AC/B/19 56/8"	"无"	"早"
"5574"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"62.1"	"3月中旬"	"微突"	"巴西"	"52.2"	"XJA00645"	"AC/B/19 56/80"	"无"	"中"
"5575"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"57.9"	"2月上旬"	"微突"	"巴西"	"60.9"	"XJA00646"	"AC/B/19 56/87"	"无"	"早"
"5576"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"晚"	"83.9"	"3月中旬"	"微突"	"巴西"	"92.7"	"XJA00647"	"AC/B/19 56/92"	"深"	"中"
"5577"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"56.1"	"4月上旬"	"平"	"巴西"	"50.3"	"XJA00648"	"AC/B/19 56/999"	"浅"	"晚"
"5578"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"39.4"	"3月中旬"	"微突"	"巴西"	"116.8"	"XJA00649"	"AC/B/22 61/1"	"无"	"中"
"5579"	"白"	"重迭"	"较慢"	"椭圆"	"2.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"75.0"	"2月上旬"	"微突"	"巴西"	"73.0"	"XJA00650"	"AC/B/9 39/8"	"无"	"早"
"5580"	"白"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"58.2"	"3月中旬"	"平"	"巴西"	"98.9"	"XJA00651"	"AC/B/9 39/86"	"无"	"中"
"5581"	"黄"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"3月中旬"	"国外"	"中"	"较低"	"中等"	"36"	"晚"	"91.0"	"4月上旬"	"突"	"巴西"	"115.2"	"XJA00652"	"AC/F/13 43/44"	"无"	"晚"
"5582"	"白"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"49.2"	"3月中旬"	"微突"	"巴西"	"89.9"	"XJA00653"	"AC/F/13 43/75"	"无"	"中"
"5583"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"63.7"	"3月中旬"	"平"	"巴西"	"91.0"	"XJA00654"	"AC/F/5 21/10"	"无"	"中"
"5584"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"48.4"	"4月上旬"	"平"	"巴西"	"38.6"	"XJA00655"	"AC/F/5 21/100"	"无"	"晚"
"5585"	"白"	"分离"	"慢"	"椭圆"	"5.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"高"	"中等"	"36"	"晚"	"91.0"	"3月中旬"	"显突"	"巴西"	"47.8"	"XJA00656"	"AC/F/5 21/103"	"无"	"中"
