"id"	"统一编号"	"保存单位"	"品种名称"	"系谱"	"来源"	"芒"	"壳色"	"粒色"	"冬春性"	"成熟期"	"穗粒数"	"穗长"	"株高"	"千粒重"	"粗蛋白"	"省份"
"2029"	"ZM021261"	"京4860"	"品冬904009-12"	"濮农3665/4615-1"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"早"	"33"	"10"	"85"	"45.9"		"北京
"
"2030"	"ZM021262"	"京4861"	"品冬904017-9"	"濮农3665/4615-1"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"早"	"40"	"11"	"90"	"58.6"		"北京
"
"2031"	"ZM021263"	"京4862"	"品冬904020-23"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"30"	"8"	"75"	"63.8"		"北京
"
"2032"	"ZM021264"	"京4863"	"品冬904024"	"三粒寸/东大2号//7588/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"32"	"7"	"73"	"55.2"		"北京
"
"2033"	"ZM021265"	"京4864"	"品冬904024-6"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"34"	"8"	"75"	"64.8"		"北京
"
"2034"	"ZM021266"	"京4865"	"品冬904036-9"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"32"	"8"	"72"	"61.7"		"北京
"
"2035"	"ZM021267"	"京4866"	"品冬904040"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"30"	"8"	"75"	"71.3"		"北京
"
"2036"	"ZM021268"	"京4867"	"品冬904043"	"三粒寸/东大2号//7588穗/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"32"	"8"	"72"	"56.1"		"北京
"
"2037"	"ZM021269"	"京4868"	"品冬904043-6"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"25"	"8"	"75"	"70.1"	"14.78"	"北京
"
"2038"	"ZM021270"	"京4869"	"品冬904047-9"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"31"	"8"	"80"	"67.1"	"14.46"	"北京
"
"2039"	"ZM021271"	"京4870"	"品冬904050-3"	"MK-Ⅵ/偃大72-629//辐73(23)-5"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"35"	"11"	"95"	"54.9"	"15.25"	"北京
"
"2040"	"ZM021272"	"京4871"	"品冬904054-6"	"红托/东大2号//原冬94"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"37"	"9"	"95"	"57.6"	"15.82"	"北京
"
"2041"	"ZM021273"	"京4872"	"品冬904057"	"红托/东大2号//品冬3"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"中"	"35"	"12"	"106"	"59.9"	"14.7"	"北京
"
"2042"	"ZM021274"	"京4873"	"品冬904061-2"	"红托/东大2号//品冬3"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"中"	"28"	"10"	"87"	"60"	"13.99"	"北京
"
"2043"	"ZM021275"	"京4874"	"品冬904064"	"红托/东大2号//品冬3"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"中"	"31"	"12"	"92"	"66.8"	"14.15"	"北京
"
"2044"	"ZM021276"	"京4875"	"品冬904067"	"红托/东大2号//品冬3"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"中"	"32"	"11"	"109"	"59.7"	"14.31"	"北京
"
"2045"	"ZM021277"	"京4876"	"品冬904070"	"红托/东大2号//品冬3"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"中"	"30"	"12"	"104"	"70"	"14.78"	"北京
"
"2046"	"ZM021278"	"京4877"	"品冬904076-9"	"烟7578-8-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"38"	"12"	"62"	"54"		"北京
"
"2047"	"ZM021279"	"京4878"	"品冬904086-8"	"烟7578-8-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"37"	"12"	"60"	"55"	"13.99"	"北京
"
"2048"	"ZM021280"	"京4879"	"品冬904089-90"	"三粒寸/东大2号//7588穗/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"32"	"7"	"78"	"52"	"15.41"	"北京
"
"2049"	"ZM021281"	"京4880"	"品冬904091-3"	"红托/东大2号//原冬94"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"中"	"29"	"8"	"95"	"60"	"12.89"	"北京
"
"2050"	"ZM021282"	"京4881"	"品冬904101-4"	"MK-Ⅵ/偃大72-629//7588穗/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"31"	"7"	"90"	"62.7"	"10.53"	"北京
"
"2051"	"ZM021283"	"京4882"	"品冬904110-3"	"三粒寸/东大2号//7588穗/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"24"	"8"	"70"	"54.1"	"15.25"	"北京
"
"2052"	"ZM021284"	"京4883"	"品冬904119-20"	"三粒寸/东大2号//7588穗/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"32"	"11"	"105"	"57.1"	"14.93"	"北京
"
"2053"	"ZM021285"	"京4884"	"品冬904121-2"	"濮农3665/4615-1"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"中"	"29"	"10"	"100"	"54.2"	"13.68"	"北京
"
"2054"	"ZM021286"	"京4885"	"品冬904125-6"	"濮农3665/4615-1"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"中"	"31"	"11"	"95"	"60"	"16.4"	"北京
"
"2055"	"ZM021287"	"京4886"	"品冬904127-8"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"28"	"11"	"60"	"52.7"	"14.15"	"北京
"
"2056"	"ZM021288"	"京4887"	"品冬904135-6"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"28"	"11"	"60"	"54.3"	"14.15"	"北京
"
"2057"	"ZM021289"	"京4888"	"品冬904149"	"三粒寸/东大2号//7588穗/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"24"	"8"	"75"	"65.6"		"北京
"
"2058"	"ZM021291"	"京4890"	"品冬904259"	"三粒寸/东大2号//7588穗/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"34"	"7"	"72"	"55.6"		"北京
"
"2059"	"ZM021292"	"京4891"	"品冬904299"	"烟7578-81-128//三蘖/MK-Ⅵ/3/原冬94"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"25"	"7"	"92"	"56.1"		"北京
"
"2060"	"ZM021293"	"京4892"	"品冬904399"	"红托/东大2号//原冬94"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"26"	"8"	"110"	"61.6"		"北京
"
"2061"	"ZM021294"	"京4893"	"品冬914013-4"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"43"	"9"	"48"	"44.8"		"北京
"
"2062"	"ZM021295"	"京4894"	"品冬914015-16"	"烟7578//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"32"	"8"	"70"	"55.7"		"北京
"
"2063"	"ZM021296"	"京4895"	"品冬914057-8"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"46"	"11"	"53"	"41"		"北京
"
"2064"	"ZM021297"	"京4896"	"品冬914063-4"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"42"	"9"	"53"	"41.6"		"北京
"
"2065"	"ZM021298"	"京4897"	"品冬914067-8"	"烟7578-81-128//76(15)9-26/东大2号"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"48"	"10"	"55"	"41.1"		"北京
"
"2066"	"ZM021299"	"京4898"	"品冬914077-8"	"三粒寸/东大2号//7588穗/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"35"	"7"	"74"	"51.6"		"北京
"
"2067"	"ZM021300"	"京4899"	"品冬914081-2"	"三粒寸/东大2号//7588穗/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"30"	"9"	"68"	"59.5"		"北京
"
"2068"	"ZM021301"	"京4900"	"品冬914139-40"	"MK-Ⅵ/偃大72-629//7588穗/3-18-1-1"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"27"	"9"	"80"	"65.9"		"北京
"
"2069"	"ZM021302"	"京4901"	"品冬914148-9"	"烟7578-81-128//三蘖/MK-Ⅵ/3/原冬94"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"28"	"7"	"78"	"55.2"		"北京
"
"2070"	"ZM021303"	"京4902"	"品冬914153-4"	"红托/东大2号//原冬94"	"中国农科院品资所"	"长"	"白"	"红"	"弱冬"	"中"	"19"	"9"	"89"	"54.3"		"北京
"
"2071"	"ZM021304"	"京4903"	"品冬914175-1"	"烟7578-81-128//三蘖/MK-Ⅵ/3/原冬94"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"30"	"13"	"75"	"51.8"		"北京
"
"2072"	"ZM021305"	"京4904"	"品冬914175-2"	"烟7578-81-128//三蘖/MK-Ⅵ/3/原冬94"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"36"	"12"	"65"	"47.5"		"北京
"
"2073"	"ZM021306"	"京4905"	"品冬914177-8-1"	"烟7578-81-128//三蘖/MK-Ⅵ/3/原冬94"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"44"	"12"	"61"	"40.5"		"北京
"
"2074"	"ZM021307"	"京4906"	"品冬914177-8-2"	"烟7578-81-128//三蘖/MK-Ⅵ/3/原冬94"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"43"	"6"	"53"	"37.9"		"北京
"
"2075"	"ZM021308"	"京4907"	"品冬914177-8-3"	"烟7578-81-128//三蘖/MK-Ⅵ/3/原冬94"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"44"	"7"	"60"	"42.1"		"北京
"
"2076"	"ZM021310"	"京4909"	"品冬914267"	"濮农3665/东大2号//7852-134"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"49"	"12"	"79"	"41.5"		"北京
"
"2077"	"ZM021311"	"京4910"	"品冬914474-5"	"原冬96/NS13-77"	"中国农科院品资所"	"长"	"白"	"白"	"弱冬"	"中"	"39"	"8"	"90"	"34"		"北京
"
"2078"	"ZM021313"	"京4912"	"品抗85"	"加瑞/里比留拉"	"中国农科院品资所"	"顶"	"白"	"红"	"冬"	"中"	"49"	"10"	"105"	"21.6"	"13.21"	"北京
"
"2079"	"ZM021314"	"京4913"	"品抗92"	"加瑞/里比留拉"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"58"	"6"	"78"	"24.9"	"14.31"	"北京
"
"2080"	"ZM021315"	"京4914"	"品抗132"	"加瑞/比塞卡"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"36"	"10"	"90"	"21.5"	"13.83"	"北京
"
"2081"	"ZM021316"	"京4915"	"品抗238"	"加瑞/比塞卡"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"36"	"10"	"105"	"22"	"13.05"	"北京
"
"2082"	"ZM021317"	"京4916"	"品抗244"	"加瑞/比塞卡"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"41"	"10"	"100"	"21.8"	"12.89"	"北京
"
"2083"	"ZM021318"	"京4917"	"品抗248"	"加瑞/N2720"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"34"	"9"	"90"	"21.9"	"13.21"	"北京
"
"2084"	"ZM021319"	"京4918"	"品抗332"	"PKB L-16/弗内单克"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"39"	"10"	"90"	"29.2"	"13.52"	"北京
"
"2085"	"ZM021320"	"京4919"	"品抗398"	"PKB L-16/弗内单克"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"51"	"10"	"70"	"23.2"	"14.31"	"北京
"
"2086"	"ZM021321"	"京4920"	"品抗491-492"	"PKB L-16/季拉多598"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"44"	"10"	"110"	"34.7"	"13.36"	"北京
"
"2087"	"ZM021322"	"京4921"	"品抗533-534"	"PKB L-16/季拉多598"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"46"	"10"	"100"	"31.4"	"12.1"	"北京
"
"2088"	"ZM021323"	"京4922"	"品抗568-569"	"PKB L-16/季拉多598"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"44"	"7"	"90"	"32"	"13.05"	"北京
"
"2089"	"ZM021324"	"京4923"	"品抗591-592"	"PKB L-16/季拉多598"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"44"	"8"	"100"	"29"		"北京
"
"2090"	"ZM021325"	"京4924"	"品抗593-594"	"PKB L-16/季拉多598"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"32"	"8"	"95"	"29.8"	"12.58"	"北京
"
"2091"	"ZM021326"	"京4925"	"品抗651-652"	"PKB L-16/季拉多598"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"46"	"7"	"110"	"32.4"	"13.52"	"北京
"
"2092"	"ZM021327"	"京4926"	"品抗748-749"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"44"	"8"	"90"	"25.9"	"13.05"	"北京
"
"2093"	"ZM021328"	"京4927"	"品抗751-752"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"35"	"10"	"100"	"25.4"	"12.58"	"北京
"
"2094"	"ZM021329"	"京4928"	"品抗753-754"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"47"	"9"	"95"	"25.2"	"10.85"	"北京
"
"2095"	"ZM021330"	"京4929"	"品抗762-763"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"中"	"44"	"10"	"100"	"25.3"	"12.42"	"北京
"
"2096"	"ZM021331"	"京4930"	"品抗773-774"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"中"	"39"	"10"	"95"	"24.5"	"10.38"	"北京
"
"2097"	"ZM021332"	"京4931"	"品抗822-823"	"PKB L-16/纽瑞"	"中国农科院品资所"	"长"	"白"	"白"	"冬"	"早"	"43"	"10"	"110"	"25.6"	"10.14"	"北京
"
"2098"	"ZM021333"	"京4932"	"品抗833-834"	"PKB L-16/季拉多598"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"早"	"36"	"8"	"100"	"31"	"11.95"	"北京
"
"2099"	"ZM021334"	"京4933"	"品抗859-861"	"PKB L-16/季拉多598"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"早"	"36"	"7"	"100"	"28.2"	"13.52"	"北京
"
"2100"	"ZM021335"	"京4934"	"品抗884-885"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"早"	"54"	"10"	"105"	"23.8"	"11.16"	"北京
"
"2101"	"ZM021336"	"京4935"	"品抗895-896"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"早"	"48"	"9"	"100"	"21.5"	"12.42"	"北京
"
"2102"	"ZM021337"	"京4936"	"品抗917-918"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"早"	"47"	"11"	"110"	"26.2"	"12.42"	"北京
"
"2103"	"ZM021338"	"京4937"	"品抗937-938"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"早"	"47"	"11"	"115"	"26.2"	"11.55"	"北京
"
"2104"	"ZM021339"	"京4938"	"品抗979-981"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"早"	"44"	"10"	"105"	"23.1"	"12.58"	"北京
"
"2105"	"ZM021340"	"京4939"	"品抗982"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"早"	"45"	"10"	"105"	"20.5"	"12.49"	"北京
"
"2106"	"ZM021341"	"京4940"	"品抗1019-1023"	"PKB L-16/布卢.博伊"	"中国农科院品资所"	"长"	"白"	"红"	"冬"	"早"	"40"	"9"	"110"	"21.9"	"11.79"	"北京
"
"2107"	"ZM021342"	"京4941"	"品抗1173-1174"	"加瑞/比塞卡"	"中国农科院品资所"	"无"	"白"	"红"	"冬"	"早"	"32"	"9"	"110"	"28.1"		"北京
"
"2108"	"ZM021343"	"京4942"	"品抗1195-1196"	"NS738/使馆1号"	"中国农科院品资所"	"长"	"红"	"红"	"冬"	"早"	"32"	"10"	"105"	"21.3"	"12.42"	"北京
"
"2109"	"ZM021344"	"京4943"	"品春12"	"金沙江1号/偃大72-629"	"中国农科院品资所"	"长"	"白"	"白"	"春"	"中"	"24"	"11"	"98"	"55.1"		"北京
"
"2110"	"ZM021345"	"京4944"	"品春13"	"O3/金沙江2号"	"中国农科院品资所"	"黑长"	"白"	"红"	"春"	"中"	"31"	"9"	"85"	"54.5"		"北京
"
"2111"	"ZM021346"	"京4945"	"品春14"	"76(15)9-26/金沙江2号"	"中国农科院品资所"	"长"	"白"	"红"	"春"	"中"	"29"	"9"	"90"	"46.9"		"北京
"
"2112"	"ZM021347"	"京4946"	"品春15"	"红托/金沙江3号"	"中国农科院品资所"	"长"	"白"	"红"	"春"	"中"	"28"	"9"	"89"	"43.7"		"北京
"
"2113"	"ZM021379"	"京4978"	"津麦2号"	"农大139/津丰1号//7201/洛夫林10号"	"天津"	"长"	"白"	"白"	"冬"	"早"	"35"	"8"	"91"	"30.7"	"16.01"	"天津
"
"2114"	"ZM021380"	"冀育381"	"石79-7149"	"石82-6160/冀麦7号"	"河北石家庄地区农科所"	"长"	"白"	"白"	"冬"	"中"	"41"	"9"	"79"	"36.6"	"13.31"	"河北
"
"2115"	"ZM021381"	"冀育382"	"石86-4846"	"3251/植4001"	"河北石家庄地区农科所"	"长"	"白"	"白"	"冬"	"中"	"42"	"9"	"73"	"35.7"	"12.76"	"河北
"
"2116"	"ZM021382"	"冀育386"	"石86-5144"	"715017/山前麦//75-78/3/94354"	"河北石家庄地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"41"	"8"	"84"	"39.1"	"12.95"	"河北
"
"2117"	"ZM021383"	"冀育388"	"石88-6366"	"3251/植4001"	"河北石家庄地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"42"	"7"	"86"	"37.6"	"14.22"	"河北
"
"2118"	"ZM021384"	"冀育387"	"石89-5286"	"石79-4071/冀麦26"	"河北石家庄地区农科所"	"短"	"白"	"白"	"冬"	"晚"	"42"	"8"	"74"	"32.1"	"12.76"	"河北
"
"2119"	"ZM021385"	"冀育383"	"石89-6021"	"植4001/石4212-10"	"河北石家庄地区农科所"	"长"	"白"	"白"	"弱冬"	"中"	"41"	"8"	"87"	"35"	"12.03"	"河北
"
"2120"	"ZM021386"	"冀育384"	"石89亲007"	"TiB后代"	"河北石家庄地区农科所"	"无"	"白"	"白"	"冬"	"晚"	"32"	"8"	"88"	"44"	"13.86"	"河北
"
"2121"	"ZM021387"	"冀育400"	"石农81-6035"	"矮丰4号/卫东8号"	"河北石家庄地区农校"	"长"	"白"	"白"	"弱冬"	"晚"	"49"	"9"	"80"	"38.8"	"14.41"	"河北
"
"2122"	"ZM021388"	"冀育401"	"石农81-单331"	"胜利53/矮杆早"	"河北石家庄地区农校"	"长"	"白"	"白"	"弱冬"	"晚"	"43"	"9"	"88"	"42.5"	"15.13"	"河北
"
"2123"	"ZM021389"	"冀育403"	"石农84-5039"	"4173/5055"	"河北石家庄地区农校"	"长"	"白"	"白"	"弱冬"	"晚"	"40"	"7"	"67"	"43"	"16.14"	"河北
"
"2124"	"ZM021390"	"冀育402"	"石农84-单331"	"冀麦1号/郑7308"	"河北石家庄地区农校"	"长"	"白"	"白"	"弱冬"	"晚"	"38"	"7"	"81"	"46.9"	"12.95"	"河北
"
"2125"	"ZM021391"	"冀育404"	"石农85-6073"	"5103/津丰1号"	"河北石家庄地区农校"	"长"	"白"	"白"	"弱冬"	"早"	"35"	"9"	"67"	"40"	"15.86"	"河北
"
"2126"	"ZM021392"	"冀育406"	"石农87-531"	"6069/津丰1号"	"河北石家庄地区农校"	"长"	"白"	"白"	"弱冬"	"中"	"31"	"8"	"78"	"44"	"15.5"	"河北
"
"2127"	"ZM021393"	"冀育409"	"石农87-552"	"6069/津丰1号"	"河北石家庄地区农校"	"顶"	"白"	"白"	"弱冬"	"中"	"39"	"8"	"76"	"45"	"14.22"	"河北
"
"2128"	"ZM021394"	"冀育405"	"石农90-084"	"6069/津丰1号"	"河北石家庄地区农校"	"长"	"白"	"白"	"弱冬"	"早"	"30"	"7"	"71"	"43"	"14.59"	"河北
"
"2129"	"ZM021395"	"冀育408"	"石农90-092"	"6069/津丰1号"	"河北石家庄地区农校"	"长"	"白"	"白"	"弱冬"	"中"	"32"	"9"	"73"	"45"	"15.5"	"河北
"
"2130"	"ZM021396"	"冀育407"	"石农90-162"	"6069/津丰1号"	"河北石家庄地区农校"	"顶"	"白"	"白"	"弱冬"	"中"	"34"	"9"	"76"	"48"	"14.59"	"河北
"
"2131"	"ZM021397"	"冀育390"	"早熟2号"	"78-4078经r-2.5万伦琴辐射处理"	"河北省农科院理化所"	"长"	"白"	"白"	"冬"	"早"	"45"	"9"	"77"	"35"	"12.76"	"河北
"
"2132"	"ZM021398"	"冀育494"	"坝7208-68"	"京67-718/克67-466"	"河北张家口地区坝上农科所"	"长"	"白"	"红"	"春"	"早"	"41"	"11"	"101"	"48.8"	"14.99"	"河北
"
"2133"	"ZM021399"	"冀育411"	"河农812"	"安阳10号/矮丰1号//洛夫林10号/70114"	"河北农业大学"	"长"	"白"	"白"	"弱冬"	"中"	"45"	"9"	"82"	"40.5"	"14.41"	"河北
"
"2134"	"ZM021400"	"冀育412"	"河农84263"	"82(303)/河农11221"	"河北农业大学"	"长"	"白"	"白"	"弱冬"	"中"	"42"	"9"	"70"	"47.4"	"13.31"	"河北
"
"2135"	"ZM021401"	"冀育413"	"河农85972-1"	"不育系材料选育"	"河北农业大学"	"长"	"白"	"白"	"弱冬"	"晚"	"37"	"9"	"77"	"41.8"	"14.22"	"河北
"
"2136"	"ZM021402"	"冀育414"	"河农85972-5"	"不育系材料选育"	"河北农业大学"	"长"	"白"	"白"	"弱冬"	"晚"	"40"	"9"	"80"	"46.3"	"16.41"	"河北
"
"2137"	"ZM021403"	"冀育415"	"河农85972-10"	"不育系材料选育"	"河北农业大学"	"长"	"白"	"白"	"弱冬"	"晚"	"40"	"8"	"69"	"42.4"	"14.68"	"河北
"
"2138"	"ZM021404"	"冀育410"	"河农矮3"	"安阳10号/矮丰1号//洛夫林10号/70114"	"河北农业大学"	"长"	"白"	"白"	"弱冬"	"中"	"40"	"9"	"84"	"45"	"14.41"	"河北
"
"2139"	"ZM021405"	"冀育474"	"保22"	"丰抗2号/津丰1号"	"河北保定地区农科所"	"长"	"白"	"白"	"冬"	"中早"	"28"	"7"	"83"	"35"	"14.51"	"河北
"
"2140"	"ZM021406"	"冀育478"	"保61"	"80-5287(2)/丰抗13"	"河北保定地区农科所"	"长"	"白"	"白"	"冬"	"早"	"32"	"8"	"92"	"43"	"13.49"	"河北
"
"2141"	"ZM021407"	"冀育475"	"保135"	"保205//泰71-5017/濮农3665"	"河北保定地区农科所"	"长"	"白"	"白"	"冬"	"中早"	"31"	"9"	"78"	"41"	"13.13"	"河北
"
"2142"	"ZM021408"	"冀育477"	"保250"	"泰71-5017/濮农3665"	"河北保定地区农科所"	"长"	"白"	"白"	"冬"	"中早"	"31"	"8"	"78"	"43"	"14.22"	"河北
"
"2143"	"ZM021409"	"冀育476"	"保4165"	"保定4号/黑麦//4579/3/泰71-5017"	"河北保定地区农科所"	"长"	"白"	"白"	"冬"	"中早"	"28"	"8"	"83"	"42"	"14.22"	"河北
"
"2144"	"ZM021410"	"冀育385"	"冀83-4069选"	"小偃7014-5-2-14/78-4101-5"	"河北石家庄地区农科所"	"长"	"白"	"白"	"冬"	"中"	"40"	"9"	"75"	"38"	"14.22"	"河北
"
"2145"	"ZM021411"	"冀育453"	"冀87-4062"	"津丰1号/CA8063"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"34"	"7"	"72"	"36.3"	"14.77"	"河北
"
"2146"	"ZM021412"	"冀育454"	"冀87-4228"	"津丰1号/CA8063"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"37"	"7"	"79"	"37.5"	"13.49"	"河北
"
"2147"	"ZM021413"	"冀育451"	"冀87-4314"	"运78-4//78-3662/78-4101"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"40"	"11"	"77"	"38.9"	"11.85"	"河北
"
"2148"	"ZM021414"	"冀育424"	"冀87-5108"	"3286/79-220"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"41"	"8"	"69"	"35.6"	"12.76"	"河北
"
"2149"	"ZM021415"	"冀育450"	"冀88-4116"	"82-3614-7/79东74-24"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"45"	"8"	"76"	"35.8"	"11.58"	"河北
"
"2150"	"ZM021416"	"冀育455"	"冀89-5103"	"82-3614-7/79东74-24"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"43"	"9"	"83"	"42.2"	"14.22"	"河北
"
"2151"	"ZM021417"	"冀育439"	"冀89-6091"	"津丰1号/81-5204"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"38"	"7"	"66"	"38.3"	"12.4"	"河北
"
"2152"	"ZM021418"	"冀育452"	"冀89-6223"	"百农3217/冬协2号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"41"	"10"	"72"	"45.8"	"11.49"	"河北
"
"2153"	"ZM021419"	"冀育442"	"冀90-3294"	"84-5418/84-5537-10"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"Null"	"43"	"11"	"73"	"39"	"13.49"	"河北
"
"2154"	"ZM021420"	"冀育440"	"冀90-4274"	"83-35783/84-5008"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"Null"	"46"	"9"	"71"	"40.4"	"12.4"	"河北
"
"2155"	"ZM021421"	"冀育445"	"冀90-4299"	"83-5529/83-4069"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"41"	"8"	"72"	"38.9"	"13.13"	"河北
"
"2156"	"ZM021422"	"冀育443"	"冀90-4327"	"向阳4号/81-4275//84-5091"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"57"	"10"	"72"	"38.9"	"14.5"	"河北
"
"2157"	"ZM021423"	"冀育441"	"冀90-5062"	"84-5409/82-5262"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"Null"	"38"	"9"	"70"	"40.1"	"12.95"	"河北
"
