"id"	"统一编号"	"保存单位"	"品种名称"	"系谱"	"来源"	"芒"	"壳色"	"粒色"	"冬春性"	"成熟期"	"穗粒数"	"穗长"	"株高"	"千粒重"	"粗蛋白"	"省份"
"2158"	"ZM021424"	"冀育446"	"冀90-5252"	"83C1757/邯分78-4//84-5273"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"51"	"10"	"73"	"39.5"	"13.68"	"河北
"
"2159"	"ZM021425"	"冀育444"	"冀90-6279"	"宝丰7228/植4001"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"44"	"9"	"71"	"41.2"	"13.31"	"河北
"
"2160"	"ZM021426"	"冀育448"	"冀885-384"	"r4138/植4001"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"40"	"9"	"75"	"45.6"	"13.49"	"河北
"
"2161"	"ZM021427"	"冀育447"	"冀885-443"	"运早1号/83观44"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"42"	"9"	"73"	"40.2"	"13.68"	"河北
"
"2162"	"ZM021428"	"冀育449"	"冀906-355"	"795-181/79-5103"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"54"	"10"	"82"	"37.1"	"13.31"	"河北
"
"2163"	"ZM021429"	"冀育456"	"冀师1号"	"白蚰包/向阳4号"	"河北师范大学"	"长"	"白"	"白"	"冬"	"中"	"45"	"10"	"86"	"40.7"	"12.49"	"河北
"
"2164"	"ZM021430"	"冀育457"	"冀师3号"	"7225/78(69)-2"	"河北师范大学"	"长"	"红"	"白"	"冬"	"早"	"43"	"9"	"75"	"38.5"	"14.95"	"河北
"
"2165"	"ZM021431"	"冀育458"	"冀师4号"	"7225/78(69)-2"	"河北师范大学"	"长"	"红"	"白"	"冬"	"早"	"42"	"8"	"75"	"39.9"	"15.32"	"河北
"
"2166"	"ZM021432"	"冀育459"	"冀师5号"	"64(4)43/T808//7269-10-3-10"	"河北师范大学"	"长"	"白"	"白"	"冬"	"中早"	"47"	"11"	"77"	"43.6"	"14.04"	"河北
"
"2167"	"ZM021433"	"冀育460"	"冀师6号"	"64(4)43/T808//7269-10-3-10"	"河北师范大学"	"长"	"白"	"白"	"冬"	"中早"	"41"	"11"	"77"	"39.6"	"13.77"	"河北
"
"2168"	"ZM021434"	"冀育461"	"冀师7号"	"普里美比/64(4)43"	"河北师范大学"	"长"	"白"	"白"	"冬"	"中"	"30"	"9"	"100"	"42.4"	"16.05"	"河北
"
"2169"	"ZM021435"	"冀育462"	"冀师8号"	"普里美比//冀麦2号/墨卡"	"河北师范大学"	"顶"	"白"	"白"	"冬"	"中早"	"30"	"9"	"110"	"45.9"	"14.59"	"河北
"
"2170"	"ZM021436"	"冀育463"	"冀师9号"	"普里美比/7107"	"河北师范大学"	"长"	"白"	"白"	"冬"	"晚"	"37"	"12"	"99"	"37.9"	"13.49"	"河北
"
"2171"	"ZM021437"	"冀育464"	"冀师10号"	"普里美比/65(14)3"	"河北师范大学"	"长"	"白"	"白"	"冬"	"中"	"36"	"9"	"102"	"43.9"	"16.41"	"河北
"
"2172"	"ZM021438"	"冀育465"	"冀师11"	"普里美比/65(14)3"	"河北师范大学"	"长"	"白"	"白"	"冬"	"中"	"33"	"8"	"102"	"43.4"	"16.59"	"河北
"
"2173"	"ZM021439"	"冀育466"	"冀师12"	"T808/向阳4号"	"河北师范大学"	"长"	"白"	"白"	"冬"	"晚"	"49"	"9"	"105"	"34.6"	"13.86"	"河北
"
"2174"	"ZM021440"	"冀育467"	"冀师13"	"冀麦1号/T808"	"河北师范大学"	"无"	"白"	"白"	"冬"	"中"	"38"	"8"	"102"	"40.4"	"15.13"	"河北
"
"2175"	"ZM021441"	"冀育468"	"冀师14"	"冬恢1号/钱尼"	"河北师范大学"	"无"	"白"	"白"	"冬"	"中"	"38"	"10"	"105"	"42.9"	"14.59"	"河北
"
"2176"	"ZM021442"	"冀育469"	"冀师15"	"RH8706-44"	"河北师范大学"	"长"	"白"	"白"	"冬"	"晚"	"39"	"10"	"62"	"43"	"12.76"	"河北
"
"2177"	"ZM021443"	"冀育470"	"冀师16"	"RH8706-48"	"河北师范大学"	"长"	"白"	"白"	"冬"	"晚"	"33"	"11"	"68"	"43.2"	"12.58"	"河北
"
"2178"	"ZM021444"	"冀育471"	"冀师17"	"RH8706-53"	"河北师范大学"	"长"	"白"	"白"	"冬"	"晚"	"36"	"11"	"67"	"41.7"	"14.59"	"河北
"
"2179"	"ZM021446"	"冀育473"	"冀师19"	"RS8901-18"	"河北师范大学"	"长"	"白"	"白"	"冬"	"中"	"49"	"9"	"78"	"43.2"	"13.68"	"河北
"
"2180"	"ZM021447"	"冀育417"	"冀杂90-C380"	"C622/繁91"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"37"	"9"	"75"	"40"	"12.95"	"河北
"
"2181"	"ZM021448"	"冀育416"	"冀杂90-C459"	"C416/CA8056"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"38"	"9"	"83"	"39.2"	"12.22"	"河北
"
"2182"	"ZM021449"	"冀育419"	"冀杂90-C541"	"C4102/唐7505"	"河北省农科院粮油所"	"无"	"白"	"白"	"弱冬"	"中"	"28"	"7"	"78"	"43.3"	"13.49"	"河北
"
"2183"	"ZM021450"	"冀育420"	"冀杂90-C549"	"C4102-5/C622"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"31"	"9"	"83"	"43.1"	"12.76"	"河北
"
"2184"	"ZM021451"	"冀育421"	"冀杂90-C619"	"远早1号/C4169"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"49"	"9"	"70"	"40.3"	"15.13"	"河北
"
"2185"	"ZM021452"	"冀育418"	"冀杂90-C3130"	"太谷核不育选育"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"32"	"8"	"76"	"39.9"	"12.22"	"河北
"
"2186"	"ZM021453"	"冀育355"	"冀花89H3水35"	"京双1号//农林106A30l/早5"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"43"	"9"	"105"	"38.5"	"12.4"	"河北
"
"2187"	"ZM021454"	"冀育354"	"冀花89H3水453"	"大35/86057"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"38"	"9"	"98"	"38.8"		"河北
"
"2188"	"ZM021455"	"冀育378"	"冀花89H3水533"	"Z124/巨鹿麦"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"37"	"8"	"71"	"35.3"	"13.13"	"河北
"
"2189"	"ZM021456"	"冀育379"	"冀花89H3水841"	"TaiB绿7/5201"	"河北省农科院粮油所"	"短"	"白"	"白"	"冬"	"早"	"43"	"8"	"72"	"37.1"	"13.49"	"河北
"
"2190"	"ZM021457"	"冀育368"	"冀花89H3旱245"	"冀花326/津丰1号//Lassbb"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"晚"	"34"	"8"	"93"	"39.7"	"15.5"	"河北
"
"2191"	"ZM021458"	"冀育359"	"冀花89H3旱276"	"津丰1号/临旱256"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"35"	"9"	"102"	"43.8"	"15.68"	"河北
"
"2192"	"ZM021459"	"冀育369"	"冀花89H3旱298"	"79F1 146/北京8号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"晚"	"42"	"8"	"93"	"34.8"	"14.04"	"河北
"
"2193"	"ZM021460"	"冀育357"	"冀花89H3旱317"	"冀5112/京花1号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"30"	"7"	"92"	"30.5"	"14.31"	"河北
"
"2194"	"ZM021461"	"冀育358"	"冀花89H3旱318"	"79F 146/北京8号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"34"	"8"	"90"	"35.1"	"13.13"	"河北
"
"2195"	"ZM021462"	"冀育367"	"冀花89H3旱343"	"京花1号/冀5112"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"31"	"7"	"98"	"40.3"	"15.32"	"河北
"
"2196"	"ZM021463"	"冀育360"	"冀花89H3旱374"	"冀5112/京花1号"	"河北省农科院粮油所"	"无"	"白"	"白"	"冬"	"中"	"44"	"9"	"102"	"43.1"	"14.04"	"河北
"
"2197"	"ZM021464"	"冀育362"	"冀花89H3旱442"	"冀花555/rmpm339-3"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"42"	"9"	"101"	"44.1"	"13.86"	"河北
"
"2198"	"ZM021465"	"冀育356"	"冀花89H3旱886"	"4012/冀麦15//1205/3/73117/75-3369"	"河北省农科院粮油所"	"无"	"白"	"白"	"冬"	"中早"	"29"	"8"	"100"	"42.6"	"14.04"	"河北
"
"2199"	"ZM021466"	"冀育361"	"冀花89H3旱905"	"津丰1号/临旱256"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"35"	"8"	"95"	"39.1"	"14.04"	"河北
"
"2200"	"ZM021467"	"冀育373"	"冀花89R3水6"	"花326/津丰1号//Lassbb/C661-1"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"40"	"7"	"68"	"33.6"	"14.93"	"河北
"
"2201"	"ZM021468"	"冀育374"	"冀花89R3水23"	"冀Z124/巨鹿麦"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"38"	"9"	"78"	"42.4"	"13.86"	"河北
"
"2202"	"ZM021469"	"冀育372"	"冀花89R3水61"	"冀Z124/京双12"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"41"	"8"	"76"	"33.8"	"13.13"	"河北
"
"2203"	"ZM021470"	"冀育375"	"冀花89R3水275"	"南召大粒/CA8059"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"34"	"8"	"73"	"38"	"12.95"	"河北
"
"2204"	"ZM021471"	"冀育376"	"冀花89R3水283"	"南召大粒/CA8059"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"38"	"8"	"57"	"37.9"	"12.4"	"河北
"
"2205"	"ZM021472"	"冀育380"	"冀花89R3水543"	"Z124/巨鹿麦"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"41"	"8"	"70"	"37.6"	"13.49"	"河北
"
"2206"	"ZM021473"	"冀育371"	"冀花89R3水721"	"津丰1号/86高比1"	"河北省农科院粮油所"	"短"	"白"	"白"	"冬"	"早"	"35"	"6"	"77"	"38.4"	"12.95"	"河北
"
"2207"	"ZM021474"	"冀育377"	"冀花89R3水856-2"	"Tai 3327-3/C4169//5201"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"45"	"8"	"71"	"34.8"		"河北
"
"2208"	"ZM021475"	"冀育363"	"冀花89R4旱130"	"综抗矮6号/泰山1号无性系"	"河北省农科院粮油所"	"无"	"白"	"白"	"冬"	"中"	"37"	"7"	"91"	"32.9"	"14.04"	"河北
"
"2209"	"ZM021476"	"冀育370"	"冀花89R4旱197"	"综抗矮6号/泰山1号无性系"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"39"	"8"	"104"	"33.6"	"14.41"	"河北
"
"2210"	"ZM021477"	"冀育364"	"冀花89R4旱180"	"综抗矮6号/泰山1号无性系"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"晚"	"42"	"9"	"110"	"31.9"	"14.23"	"河北
"
"2211"	"ZM021478"	"冀育366"	"冀花89R4旱286"	"综抗矮6号/泰山1号无性系"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"36"	"9"	"103"	"35.9"	"14.95"	"河北
"
"2212"	"ZM021479"	"冀育365"	"冀花90R43"	"综抗矮6号/泰山1号无性系"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"36"	"9"	"86"	"37.4"	"15.68"	"河北
"
"2213"	"ZM021480"	"冀育501"	"冀花91H2水471"	"北京8号/C260//中捷321"	"河北省农科院粮油所"	"短"	"红"	"白"	"冬"	"早"	"28"	"6"	"95"	"38.8"		"河北
"
"2214"	"ZM021481"	"冀育497"	"冀花91H2水521"	"88H3旱306/冀麦6号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"31"	"8"	"80"	"43"		"河北
"
"2215"	"ZM021482"	"冀育498"	"冀花91水条191"	"繁3/F2269//308"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"35"	"8"	"60"	"37.7"		"河北
"
"2216"	"ZM021483"	"冀育500"	"冀花91水条292"	"花326/津丰1号//京选4号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"37"	"8"	"78"	"46.9"		"河北
"
"2217"	"ZM021484"	"冀育496"	"冀花91水条339"	"Tai3327-3/C4169//冀麦26"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"34"	"7"	"80"	"41.8"		"河北
"
"2218"	"ZM021485"	"冀育502"	"冀花91水条453"	"Z124/冀麦26"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"31"	"6"	"70"	"41.8"		"河北
"
"2219"	"ZM021486"	"冀育499"	"冀花91水条481"	"Z124/86C1449"	"河北省农科院粮油所"	"短"	"白"	"白"	"冬"	"中"	"21"	"6"	"70"	"38.8"		"河北
"
"2220"	"ZM021487"	"冀育495"	"冀花91水条535"	"Z124/86C1449"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"38"	"9"	"71"	"43.1"		"河北
"
"2221"	"ZM021488"	"冀育503"	"冀花92旱条3"	"综抗矮6号/泰山1号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"37"	"10"	"81"	"45.7"		"河北
"
"2222"	"ZM021489"	"冀育504"	"冀花92旱条86"	"综抗矮6号/泰山1号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"38"	"9"	"105"	"48.4"		"河北
"
"2223"	"ZM021490"	"冀育505"	"冀花92旱条238"	"综抗矮6号/泰山1号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"28"	"8"	"105"	"51.5"		"河北
"
"2224"	"ZM021491"	"冀育506"	"冀花92旱条307"	"综抗矮6号/泰山1号"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"32"	"10"	"100"	"55.2"		"河北
"
"2225"	"ZM021492"	"冀育507"	"冀花92旱条325"	"综抗矮6号/泰山1号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"36"	"10"	"110"	"43.6"		"河北
"
"2226"	"ZM021493"	"冀育508"	"冀花92旱条331"	"综抗矮6号/泰山1号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"33"	"6"	"80"	"51"		"河北
"
"2227"	"ZM021494"	"冀育509"	"冀花92旱条403"	"综抗矮6号/泰山1号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"32"	"8"	"90"	"43.8"		"河北
"
"2228"	"ZM021495"	"冀育510"	"冀花89H3旱940"	"京双9号/宝丰7228"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"34"	"8"	"94"	"40.4"		"河北
"
"2229"	"ZM021496"	"冀育516"	"冀花91旱初44"	"农林106A-301/早5//C4102-5"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"44"	"10"	"85"	"43.4"		"河北
"
"2230"	"ZM021497"	"冀育512"	"冀花91旱初63"	"综抗矮6号/泰山1号无性系"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"36"	"9"	"103"	"36.1"		"河北
"
"2231"	"ZM021498"	"冀育511"	"冀花91旱初64"	"农林106A-301/早5//4102-5"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"47"	"9"	"100"	"33.9"		"河北
"
"2232"	"ZM021499"	"冀育513"	"冀花91旱初72"	"京双9号/宝丰7228"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"40"	"8"	"104"	"45.1"		"河北
"
"2233"	"ZM021500"	"冀育422"	"冀沧84-262"	"黄东1号//有芒红7号/洛夫林10号"	"沧州地区农科所"	"长"	"白"	"白"	"冬"	"早"	"27"	"10"	"95"	"44"	"12.76"	"河北
"
"2234"	"ZM021501"	"冀育423"	"冀沧86-021"	"沧1早熟/丰抗13"	"沧州地区农科所"	"长"	"白"	"白"	"冬"	"早"	"25"	"9"	"96"	"42.7"	"12.95"	"河北
"
"2235"	"ZM021502"	"冀育562"	"冀育76-4008"	"向阳4号/咸农24216"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"34"	"7"	"86"	"38"		"河北
"
"2236"	"ZM021503"	"冀育561"	"冀育81穗93"	"71-20/洛夫林13//泰山4号"	"河北省农科院粮油所"	"无"	"白"	"白"	"冬"	"中早"	"28"	"10"	"76"	"45"		"河北
"
"2237"	"ZM021504"	"冀育517"	"冀育81-5073"	"郑6矮/洛夫林10号//品37"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"36"	"11"	"79"	"34.2"		"河北
"
"2238"	"ZM021505"	"冀育563"	"冀育82观643选"	"78-3662-1/78-4101-2"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"50"	"10"	"74"	"35.2"		"河北
"
"2239"	"ZM021506"	"冀育518"	"冀育82观693"	"冀麦3号/NPFP74-6798"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"38"	"9"	"65"	"40"		"河北
"
"2240"	"ZM021507"	"冀育564"	"冀育82-3161"	"宏图/洛夫林13//高38"	"河北省农科院粮油所"	"顶"	"白"	"白"	"冬"	"中"	"43"	"8"	"83"	"41.6"		"河北
"
"2241"	"ZM021508"	"冀育566"	"冀育83观674"	"小偃7014-5-2-14/78-4101"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"49"	"8"	"75"	"44.1"		"河北
"
"2242"	"ZM021509"	"冀育567"	"冀育83观684"	"小偃4号/78-4078"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"53"	"8"	"76"	"38"		"河北
"
"2243"	"ZM021510"	"冀育568"	"冀育83观732"	"阿芙乐尔/咸农24216//钱尼/3/蚂蚱麦/4/3544"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"晚"	"42"	"8"	"43"	"37.7"		"河北
"
"2244"	"ZM021511"	"冀育519"	"冀育83-5180-10"	"73117/3/ST/石34//65(14)4-12-3/4/石4414"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"39"	"10"	"63"	"49.9"		"河北
"
"2245"	"ZM021512"	"冀育520"	"冀育83-5202-6"	"四川独杆麦/品39"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"52"	"8"	"93"	"43.2"		"河北
"
"2246"	"ZM021513"	"冀育522"	"冀育84观437"	"小偃7014-5-2-14/78-4101-5"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"36"	"8"	"75"	"42.4"		"河北
"
"2247"	"ZM021514"	"冀育536"	"冀育84观722"	"三月黄/79-5112"	"河北省农科院粮油所"	"无"	"白"	"白"	"冬"	"中"	"29"	"10"	"77"	"33.6"		"河北
"
"2248"	"ZM021515"	"冀育573"	"冀育84观780"	"泰山5号/郑6矮//洛夫林10号/矮杆早"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"35"	"8"	"110"	"36.1"		"河北
"
"2249"	"ZM021516"	"冀育572"	"冀育84观955"	"81-5333/黑芒麦"	"河北省农科院粮油所"	"长"	"白"	"淡红"	"冬"	"晚"	"48"	"7"	"60"	"24.9"		"河北
"
"2250"	"ZM021517"	"冀育521"	"冀育84-5115"	"小偃7014-5-2-14/78-4101-5"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"42"	"9"	"70"	"40.3"		"河北
"
"2251"	"ZM021518"	"冀育569"	"冀育84-5122-3"	"小偃7014-5-2-14/78-4101-5"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"46"	"10"	"70"	"43.8"		"河北
"
"2252"	"ZM021519"	"冀育565"	"冀育84-5277"	"宏图/洛夫林13//7014RO"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"45"	"8"	"75"	"43.6"		"河北
"
"2253"	"ZM021521"	"冀育570"	"冀育84-5543-4"	"衡麦1号//洛夫林10号/矮杆早"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"28"	"9"	"74"	"47.3"		"河北
"
"2254"	"ZM021522"	"冀育571"	"冀育84-5654-6"	"北京8号//洛夫林10号/矮杆早"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"31"	"8"	"80"	"47.6"		"河北
"
"2255"	"ZM021523"	"冀育574"	"冀育85-5052"	"泰山5号//洛夫林10号/矮杆早"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"39"	"8"	"70"	"39.2"		"河北
"
"2256"	"ZM021524"	"冀育524"	"冀育85-6038"	"78-4078/7014r0"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"早"	"40"	"9"	"73"	"43.2"		"河北
"
"2257"	"ZM021525"	"冀育577"	"冀育86-1241"	"泰山1号//洛夫林10号/矮杆早/3/7014r0"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"38"	"7"	"77"	"41.8"		"河北
"
"2258"	"ZM021526"	"冀育531"	"冀育86-4283"	"早5/品39//CA8065"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"39"	"9"	"86"	"40.9"		"河北
"
"2259"	"ZM021527"	"冀育575"	"冀育86-5052"	"北京5532/77-5465"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"47"	"9"	"80"	"39.6"		"河北
"
"2260"	"ZM021528"	"冀育525"	"冀育86-30585"	"冀麦3号/宝丰7228"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"35"	"9"	"75"	"44.1"		"河北
"
"2261"	"ZM021529"	"冀育526"	"冀育87观705"	"油丝小麦/81-3544/3/北京8号//洛夫林10号/矮杆早"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"43"	"8"	"90"	"43.4"		"河北
"
"2262"	"ZM021530"	"冀育532"	"冀育87-1259"	"向阳4号/81-4275"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"40"	"8"	"80"	"39.7"		"河北
"
"2263"	"ZM021531"	"冀育576"	"冀育87-3605-2"	"长粒麦/715017//7014r0"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"37"	"9"	"65"	"46.8"		"河北
"
"2264"	"ZM021532"	"冀育578"	"冀育88-5309"	"运78-4/泰山5号系选308"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"52"	"7"	"70"	"42.9"		"河北
"
"2265"	"ZM021533"	"冀育528"	"冀育89-5077"	"82-3614-7/79东74-24"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"37"	"8"	"77"	"35.8"		"河北
"
"2266"	"ZM021534"	"冀育527"	"冀育89-5102"	"82-3614-7/79东74-24"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中"	"36"	"10"	"92"	"43.8"		"河北
"
"2267"	"ZM021535"	"冀育579"	"冀育89-5352"	"石家庄54/植4001//83-4613"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"30"	"9"	"80"	"42.9"		"河北
"
"2268"	"ZM021536"	"冀育533"	"冀育89-5391"	"83-5180/4819"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"36"	"10"	"70"	"39.3"		"河北
"
"2269"	"ZM021537"	"冀育529"	"冀育89-5492"	"品83/83-4615"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"31"	"8"	"74"	"39.2"		"河北
"
"2270"	"ZM021538"	"冀育534"	"冀育89-6189"	"82-5236/82-3683"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"44"	"10"	"70"	"38.3"		"河北
"
"2271"	"ZM021539"	"冀育535"	"冀育89-6272"	"79-4157/85-22246"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"47"	"11"	"83"	"45.3"		"河北
"
"2272"	"ZM021540"	"冀育530"	"冀育90观402"	"84-5529/84-4113"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"30"	"8"	"100"	"45.8"		"河北
"
"2273"	"ZM021541"	"冀育537"	"冀育90观425"	"84-5526-3/83-4242"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"31"	"10"	"85"	"46.4"		"河北
"
"2274"	"ZM021542"	"冀育555"	"冀育K90-3109"	"8WS027/穗麦3号//85-6038"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"34"	"8"	"95"	"43.4"		"河北
"
"2275"	"ZM021543"	"冀育538"	"冀育90-3308"	"7014r0/C416-39"	"河北省农科院粮油所"	"长"	"白"	"白"	"弱冬"	"中早"	"41"	"10"	"75"	"39.9"		"河北
"
"2276"	"ZM021544"	"冀育539"	"冀育90-4023"	"82-5262/84-5103"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"32"	"8"	"77"	"42.6"		"河北
"
"2277"	"ZM021545"	"冀育540"	"冀育90-4232"	"EM1115/84-5103"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"41"	"9"	"77"	"38.4"		"河北
"
"2278"	"ZM021546"	"冀育541"	"冀育90-4271"	"83-35783/84-5008"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"37"	"10"	"84"	"39.3"		"河北
"
"2279"	"ZM021547"	"冀育605"	"冀育90-4299"	"84-5409/82-5262"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"33"	"8"	"73"	"44.1"		"河北
"
"2280"	"ZM021548"	"冀育542"	"冀育90-5104"	"82-5262/83-4062"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"27"	"8"	"72"	"39.7"		"河北
"
"2281"	"ZM021549"	"冀育543"	"冀育90-5129"	"82-5262/84-5298"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"52"	"10"	"80"	"34.8"		"河北
"
"2282"	"ZM021550"	"冀育544"	"冀育90-5154"	"宝丰7228//植4001/7014ro"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"41"	"9"	"70"	"43.4"		"河北
"
"2283"	"ZM021551"	"冀育602"	"冀育K91-3199"	"中7602/84-5418//冬协4号/84-5418"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"37"	"9"	"85"	"40.8"		"河北
"
"2284"	"ZM021552"	"冀育560"	"冀育K91-3238"	"临汾79-2060/84-5418"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"50"	"11"	"80"	"49.2"		"河北
"
"2285"	"ZM021553"	"冀育559"	"冀育K91-3243"	"临汾79-2060/84-5418"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中早"	"34"	"9"	"82"	"40.1"		"河北
"
"2286"	"ZM021554"	"冀育556"	"冀育K91-3307"	"平原人5/84观777//795-117-1"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"29"	"9"	"85"	"45"		"河北
"
"2287"	"ZM021555"	"冀育557"	"冀育K91-3314-1"	"平原人5/84观777//795-117-1"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"早"	"33"	"9"	"70"	"44"		"河北
"
"2288"	"ZM021556"	"冀育558"	"冀育K91-3333"	"8131-1/津丰1号"	"河北省农科院粮油所"	"长"	"白"	"白"	"冬"	"中"	"38"	"9"	"65"	"49.8"		"河北
"
