"id"	"成熟期"	"科名"	"种子含油率"	"产地或来源"	"库编号"	"单株果球数"	"千粒重"	"壳型"	"统一编号"	"出苗期"	"省"	"亚油酸"	"皮壳率"	"译名"	"叶缘"	"品种名称"	"苞片有无刺"	"播种期"	"学名"	"单位编号"	"保存单位"	"属名"	"抗逆性"	"叶片有无刺"	"选育方法"	"株高"	"花色"
"71"	"8/30"	"Compositae(菊科)"	"--"	"FAO引入"	"I4E00216"	"12"	"44.0"	"条纹"	"WHH00078"	"5/12"	"国外"	"--"	"28.0"	"RANCITO"	"锯齿"	"RANCITO"	"有"	"4/28"	"Carthamus tinctorius L.(红花)"	"YS-0028"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"有"	"引种"	"55.0"	"桔黄"
"72"	"8/30"	"Compositae(菊科)"	"--"	"FAO引入"	"I4E00225"	"15"	"38.0"	"条纹"	"WHH00079"	"5/12"	"国外"	"--"	"42.0"	"TOMESIL"	"锯齿"	"TOMESIL"	"有"	"4/28"	"Carthamus tinctorius L.(红花)"	"YS-0029"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"有"	"引种"	"53.0"	"桔红"
"73"	"8/30"	"Compositae(菊科)"	"--"	"FAO引入"	"I4E00217"	"15"	"36.0"	"条纹"	"WHH00080"	"5/12"	"国外"	"--"	"49.0"	"MERCEO"	"锯齿"	"MERCEO"	"有"	"4/28"	"Carthamus tinctorius L.(红花)"	"YS-0030"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"有"	"引种"	"49.0"	"桔黄"
"74"	"8/17"	"Compositae(菊科)"	"--"	"FAO外入"	"I4E00226"	"18"	"47.0"	"条纹"	"WHH00081"	"5/2"	"国外"	"--"	"50.0"	"CH-353"	"锯齿"	"CH-353"	"少"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0031"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"74.0"	"桔黄"
"75"	"8/20"	"Compositae(菊科)"	"--"	"FAO外入"	"I4E00227"	"25"	"38.0"	"普通"	"WHH00082"	"5/1"	"国外"	"--"	"48.0"	"CH-108"	"锯齿"	"CH-108"	"少"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0032"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"82.0"	"桔黄"
"76"	"8/20"	"Compositae(菊科)"	"--"	"FAO外入"	"I4E00228"	"9"	"40.0"	"条纹"	"WHH00083"	"4/27"	"国外"	"--"	"38.0"	"C-44"	"锯齿"	"C-44"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0033"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"68.0"	"桔黄"
"77"	"8/18"	"Compositae(菊科)"	"--"	"FAO外入"	"I4E00229"	"24"	"39.0"	"条纹"	"WHH00084"	"4/27"	"国外"	"--"	"43.0"	"CH-65"	"锯齿"	"CH-65"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0034"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"83.0"	"桔黄"
"78"	"8/18"	"Compositae(菊科)"	"--"	"FAO外入"	"I4E00230"	"11"	"49.0"	"普通"	"WHH00085"	"4/26"	"国外"	"--"	"40.0"	"CARMEX"	"锯齿"	"CARMEX"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0035"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"67.0"	"桔黄"
"79"	"8/19"	"Compositae(菊科)"	"--"	"FAO外入"	"I4E00231"	"21"	"49.0"	"普通"	"WHH00086"	"5/1"	"国外"	"--"	"48.0"	"FAO-65233"	"锯齿"	"FAO-65233"	"少"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0036"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"56.0"	"桔红"
"80"	"8/18"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"18"	"47.0"	"普通"	"WHH00087"	"4/27"	"国外"	"--"	"50.0"	"FAO-65962"	"锯齿"	"FAO-65962"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0037"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"66.0"	"桔红"
"81"	"8/13"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"19"	"29.0"	"普通"	"WHH00088"	"5/2"	"国外"	"--"	"50.0"	"FAO-65963"	"锯齿"	"FAO-65963"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0038"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"64.0"	"桔红"
"82"	"8/13"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"16"	"64.0"	"普通"	"WHH00089"	"5/2"	"国外"	"--"	"60.0"	"FAO-65965"	"锯齿"	"FAO-65965"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0039"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"75.0"	"桔黄"
"83"	"8/17"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"27"	"35.0"	"普通"	"WHH00090"	"4/28"	"国外"	"--"	"47.0"	"FAO-65967"	"锯齿"	"FAO-65967"	"少"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0040"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"73.0"	"桔红"
"84"	"8/19"	"Compositae(菊科)"	"--"	"FAO外入"	"I4E00232"	"9"	"42.0"	"普通"	"WHH00091"	"5/1"	"国外"	"--"	"35.0"	"FAO-65968"	"锯齿"	"FAO-65968"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0041"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"74.0"	"桔红"
"85"	"8/19"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"19"	"36.0"	"普通"	"WHH00092"	"4/27"	"国外"	"--"	"57.0"	"FAO-65969"	"锯齿"	"FAO-65969"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0042"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"73.0"	"桔红"
"86"	"8/19"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"23"	"29.0"	"普通"	"WHH00093"	"4/28"	"国外"	"--"	"50.0"	"FAO-65970"	"锯齿"	"FAO-65970"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0043"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"70.0"	"桔红"
"87"	"8/19"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"12"	"43.0"	"条纹"	"WHH00094"	"4/27"	"国外"	"--"	"55.0"	"FAO-65971"	"锯齿"	"FAO-65971"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0044"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"66.0"	"桔红"
"88"	"8/19"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"22"	"51.0"	"普通"	"WHH00095"	"4/27"	"国外"	"--"	"52.0"	"FAO-65972"	"锯齿"	"FAO-65972"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0045"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"75.0"	"桔黄"
"89"	"8/13"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"22"	"41.0"	"普通"	"WHH00096"	"5/2"	"国外"	"--"	"52.0"	"FAO-65975"	"锯齿"	"FAO-65975"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0046"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"62.0"	"淡黄"
"90"	"8/17"	"Compositae(菊科)"	"--"	"FAO外入"	"I4E00233"	"18"	"41.0"	"普通"	"WHH00097"	"4/26"	"国外"	"--"	"47.0"	"FAO-65976"	"锯齿"	"FAO-65976"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0047"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"74.0"	"桔红"
"91"	"8/19"	"Compositae(菊科)"	"--"	"FAO外入"	"I4E00234"	"26"	"51.0"	"普通"	"WHH00098"	"4/27"	"国外"	"--"	"57.0"	"FAO-65977"	"锯齿"	"FAO-65977"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0048"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"80.0"	"桔红"
"92"	"8/19"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"11"	"50.0"	"普通"	"WHH00099"	"5/2"	"国外"	"--"	"50.0"	"FAO-65978"	"锯齿"	"FAO-65978"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0049"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"62.0"	"白黄"
"93"	"8/19"	"Compositae(菊科)"	"--"	"FAO外入"	"--"	"17"	"40.0"	"普通"	"WHH00100"	"4/26"	"国外"	"--"	"55.0"	"FAO-65979"	"锯齿"	"FAO-65979"	"多"	"4/13"	"Carthamus tinctorius L.(红花)"	"YS-0050"	"中国农科院油料所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"70.0"	"桔红"
"94"	"8/15"	"Compositae(菊科)"	"25.56"	"土耳其"	"I4E00262"	"39"	"48.0"	"普通"	"WHH00101"	"4/20"	"国外"	"--"	"35.0"	"PI 170273"	"锯齿"	"PI 170273"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0001"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"67.0"	"黄"
"95"	"8/05"	"Compositae(菊科)"	"24.00"	"土耳其"	"I4E00263"	"17"	"42.0"	"普通"	"WHH00102"	"4/17"	"国外"	"--"	"41.7"	"PI 170274"	"浅锯"	"PI 170274"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0002"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"68.0"	"桔黄"
"96"	"8/10"	"Compositae(菊科)"	"24.72"	"土耳其"	"I4E00264"	"69"	"40.0"	"普通"	"WHH00103"	"5/06"	"国外"	"--"	"60.0"	"PI 170275"	"全缘"	"PI 170275"	"无"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0003"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"54.0"	"桔黄"
"97"	"8/13"	"Compositae(菊科)"	"26.82"	"印度"	"I4E00265"	"15"	"43.0"	"普通"	"WHH00104"	"5/04"	"国外"	"--"	"50.0"	"PO 173881"	"锯齿"	"PO 173881"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0004"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"73.0"	"桔黄"
"98"	"8/13"	"Compositae(菊科)"	"26.90"	"印度"	"I4E00266"	"36"	"56.0"	"普通"	"WHH00105"	"5/04"	"国外"	"--"	"55.6"	"PI 173883"	"锯齿"	"PI 173883"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0005"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"桔黄"
"99"	"8/13"	"Compositae(菊科)"	"23.60"	"印度"	"I4E00267"	"28"	"51.0"	"普通"	"WHH00106"	"5/06"	"国外"	"--"	"45.5"	"PI 173885"	"锯齿"	"PI 173885"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0006"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"45.0"	"桔黄"
"100"	"8/12"	"Compositae(菊科)"	"21.32"	"土耳其"	"I4E01012"	"23"	"48.0"	"普通"	"WHH00107"	"5/06"	"国外"	"--"	"58.3"	"PI 174080"	"锯齿"	"PI 174080"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0007"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"88.0"	"黄"
"101"	"8/10"	"Compositae(菊科)"	"30.80"	"土耳其"	"I4E00268"	"28"	"42.0"	"普通"	"WHH00108"	"5/09"	"国外"	"--"	"50.0"	"PI 175624"	"锯齿"	"PI 175624"	"中"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0008"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"58.0"	"桔黄"
"102"	"8/10"	"Compositae(菊科)"	"25.32"	"土耳其"	"I4E01013"	"22"	"44.0"	"普通"	"WHH00109"	"5/06"	"国外"	"--"	"31.5"	"PI 177302"	"锯齿"	"PI 177302"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0009"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"55.0"	"桔黄"
"103"	"8/05"	"Compositae(菊科)"	"18.90"	"叙利亚"	"I4E01014"	"22"	"64.0"	"普通"	"WHH00110"	"4/17"	"国外"	"--"	"40.0"	"PI 181866"	"全缘"	"PI 181866"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0010"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"75.0"	"黄"
"104"	"8/10"	"Compositae(菊科)"	"22.44"	"土耳其"	"I4E00269"	"23"	"40.0"	"普通"	"WHH00111"	"5/06"	"国外"	"--"	"47.3"	"PI 182165"	"锯齿"	"PI 182165"	"少"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0011"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"60.0"	"黄"
"105"	"8/10"	"Compositae(菊科)"	"24.56"	"土耳其"	"I4E00270"	"36"	"40.0"	"普通"	"WHH00112"	"5/06"	"国外"	"--"	"42.9"	"PI 183669"	"锯齿"	"PI 183669"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0012"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"41.0"	"桔黄"
"106"	"7/28"	"Compositae(菊科)"	"25.51"	"利比亚"	"I4E01015"	"30"	"38.0"	"普通"	"WHH00113"	"4/22"	"国外"	"--"	"50.0"	"PI 193473"	"锯齿"	"PI 193473"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0013"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"黄"
"107"	"8/08"	"Compositae(菊科)"	"28.32"	"利比亚"	"I4E01016"	"30"	"33.0"	"普通"	"WHH00114"	"5/06"	"国外"	"--"	"50.0"	"PI 193474"	"锯齿"	"PI 193474"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0014"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"74.0"	"黄"
"108"	"8/08"	"Compositae(菊科)"	"25.64"	"利比亚"	"I4E00271"	"23"	"29.0"	"普通"	"WHH00115"	"5/06"	"国外"	"--"	"50.0"	"PI 193475"	"锯齿"	"PI 193475"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0015"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"桔黄"
"109"	"8/08"	"Compositae(菊科)"	"27.76"	"利比亚"	"I4E00272"	"27"	"39.0"	"普通"	"WHH00116"	"5/06"	"国外"	"--"	"60.0"	"PI 193764"	"浅裂"	"PI 193764"	"少"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0016"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"61.0"	"桔黄"
"110"	"8/08"	"Compositae(菊科)"	"26.17"	"利比亚"	"I4E01017"	"22"	"51.0"	"普通"	"WHH00117"	"5/06"	"国外"	"--"	"50.0"	"PI 193765"	"锯齿"	"PI 193765"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0017"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"50.0"	"桔黄"
"111"	"8/14"	"Compositae(菊科)"	"24.48"	"伊朗"	"I4E01018"	"10"	"58.0"	"普通"	"WHH00118"	"4/22"	"国外"	"--"	"45.5"	"PI 195471"	"锯齿"	"PI 195471"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0018"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"86.0"	"桔黄"
"112"	"8/14"	"Compositae(菊科)"	"27.76"	"伊朗"	"I4E00273"	"21"	"45.0"	"普通"	"WHH00119"	"4/24"	"国外"	"--"	"55.6"	"PI 195472"	"全缘"	"PI 195472"	"无"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0019"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"80.0"	"黄"
"113"	"8/17"	"Compositae(菊科)"	"27.30"	"摩洛哥"	"I4E00274"	"11"	"45.0"	"普通"	"WHH00120"	"5/10"	"国外"	"--"	"55.6"	"PI 195895"	"锯齿"	"PI 195895"	"无"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0020"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"70.0"	"桔黄"
"114"	"7/30"	"Compositae(菊科)"	"24.31"	"利比亚"	"I4E01019"	"60"	"38.0"	"普通"	"WHH00121"	"4/20"	"国外"	"--"	"50.0"	"PI 195825"	"浅裂"	"PI 195825"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0021"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"86.0"	"桔黄"
"115"	"8/14"	"Compositae(菊科)"	"27.55"	"印度"	"I4E00275"	"47"	"47.0"	"普通"	"WHH00122"	"4/19"	"国外"	"--"	"45.5"	"PI 197831"	"锯齿"	"PI 197831"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0022"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"77.0"	"桔黄"
"116"	"7/26"	"Compositae(菊科)"	"26.00"	"印度"	"I4E00276"	"12"	"51.0"	"普通"	"WHH00123"	"4/20"	"国外"	"--"	"50.0"	"PI 197832"	"锯齿"	"PI 197832"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0023"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"73.0"	"桔黄"
"117"	"7/30"	"Compositae(菊科)"	"26.18"	"印度"	"I4E01020"	"41"	"53.0"	"普通"	"WHH00124"	"4/20"	"国外"	"--"	"50.0"	"PI 198289"	"锯齿"	"PI 198289"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0024"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"105.0"	"黄"
"118"	"7/30"	"Compositae(菊科)"	"24.75"	"印度"	"I4E01021"	"21"	"53.0"	"普通"	"WHH00125"	"4/22"	"国外"	"--"	"46.7"	"PI 198290"	"锯齿"	"PI 198290"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0025"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"黄"
"119"	"7/60"	"Compositae(菊科)"	"26.90"	"印度"	"I4E01022"	"40"	"43.0"	"普通"	"WHH00126"	"4/20"	"国外"	"--"	"33.3"	"PI 198282"	"锯齿"	"PI 198282"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0026"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"68.0"	"黄"
"120"	"7/30"	"Compositae(菊科)"	"27.77"	"印度"	"I4E00277"	"29"	"59.0"	"普通"	"WHH00127"	"4/22"	"国外"	"--"	"50.0"	"PI 198294"	"锯齿"	"PI 198294"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0027"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"83.0"	"黄"
"121"	"7/28"	"Compositae(菊科)"	"25.48"	"法国"	"I4E00278"	"15"	"51.0"	"普通"	"WHH00128"	"4/22"	"国外"	"--"	"60.0"	"PI 198843"	"锯齿"	"PI 198843"	"中"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0028"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"50.0"	"桔黄"
"122"	"8/14"	"Compositae(菊科)"	"25.71"	"法国"	"I4E00279"	"32"	"46.0"	"普通"	"WHH00129"	"4/24"	"国外"	"--"	"50.6"	"PI 198844"	"全缘"	"PI 198844"	"无"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0029"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"91.0"	"黄"
"123"	"7/25"	"Compositae(菊科)"	"30.78"	"法国"	"I4E01023"	"18"	"56.0"	"普通"	"WHH00130"	"4/22"	"国外"	"--"	"42.4"	"PI 198845"	"全缘"	"PI 198845"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0030"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"54.0"	"黄"
"124"	"7/24"	"Compositae(菊科)"	"29.29"	"以色列"	"I4E01024"	"23"	"46.0"	"普通"	"WHH00131"	"4/19"	"国外"	"--"	"40.0"	"PI 198890"	"全缘"	"PI 198890"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0031"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"91.0"	"桔黄"
"125"	"7/30"	"Compositae(菊科)"	"26.52"	"印度"	"I4E01025"	"29"	"62.0"	"条纹"	"WHH00132"	"4/20"	"国外"	"--"	"50.0"	"PI 199873"	"浅裂"	"PI 199873"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0032"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"93.0"	"桔黄"
"126"	"7/30"	"Compositae(菊科)"	"27.96"	"印度"	"I4E00280"	"22"	"62.0"	"条纹"	"WHH00133"	"4/20"	"国外"	"--"	"41.0"	"PI 199874"	"锯齿"	"PI 199874"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY2233"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"95.0"	"黄"
"127"	"8025"	"Compositae(菊科)"	"21.39"	"印度"	"I4E01026"	"28"	"69.0"	"普通"	"WHH00134"	"4/20"	"国外"	"--"	"52.6"	"PI 199875"	"锯齿"	"PI 199875"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0034"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"91.0"	"桔黄"
"128"	"8/02"	"Compositae(菊科)"	"26.32"	"印度"	"I4E00281"	"24"	"49.0"	"普通"	"WHH00135"	"4/19"	"国外"	"--"	"54.6"	"PI 199876"	"锯齿"	"PI 199876"	"中"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY2235"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"96.0"	"黄"
"129"	"8/14"	"Compositae(菊科)"	"26.63"	"印度"	"I4E01027"	"46"	"59.0"	"普通"	"WHH00136"	"4/24"	"国外"	"--"	"53.8"	"PI 199877"	"锯齿"	"PI 199877"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0036"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"桔黄"
"130"	"8/02"	"Compositae(菊科)"	"26.14"	"印度"	"I4E00282"	"27"	"57.0"	"普通"	"WHH00137"	"4/19"	"国外"	"--"	"50.0"	"PI 199878"	"全缘"	"PI 199878"	"无"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0037"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"97.0"	"黄"
"131"	"8/02"	"Compositae(菊科)"	"27.83"	"印度"	"I4E01028"	"31"	"62.0"	"普通"	"WHH00138"	"4/19"	"国外"	"--"	"50.0"	"PI 199879"	"锯齿"	"PI 199879"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0038"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"108.0"	"桔黄"
"132"	"8/02"	"Compositae(菊科)"	"20.30"	"印度"	"I4E01029"	"24"	"51.0"	"普通"	"WHH00139"	"4/19"	"国外"	"--"	"62.5"	"PI 199881"	"锯齿"	"PI 199881"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0039"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"90.0"	"桔黄"
"133"	"8/02"	"Compositae(菊科)"	"24.50"	"印度"	"I4E01030"	"22"	"63.0"	"普通"	"WHH00140"	"4/19"	"国外"	"--"	"41.7"	"PI 199882"	"锯齿"	"PI 199882"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0040"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"102.0"	"桔黄"
"134"	"8/02"	"Compositae(菊科)"	"19.25"	"印度"	"I4E01031"	"23"	"62.0"	"普通"	"WHH00141"	"4/19"	"国外"	"--"	"57.1"	"PI 199883"	"锯齿"	"PI 199883"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0041"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"多"	"引种"	"113.0"	"黄"
"135"	"8/02"	"Compositae(菊科)"	"23.65"	"印度"	"I4E01032"	"23"	"65.0"	"普通"	"WHH00142"	"4/19"	"国外"	"--"	"53.3"	"PI 199884"	"锯齿"	"PI 199884"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0042"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"114.0"	"桔黄"
"136"	"8/02"	"Compositae(菊科)"	"20.32"	"印度"	"I4E01033"	"26"	"69.0"	"普通"	"WHH00143"	"4/19"	"国外"	"--"	"50.0"	"PI 199885"	"锯齿"	"PI 199885"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0043"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"106.0"	"桔黄"
"137"	"8/14"	"Compositae(菊科)"	"22.74"	"印度"	"I4E01034"	"43"	"58.0"	"普通"	"WHH00144"	"4/22"	"国外"	"--"	"58.2"	"PI 199886"	"锯齿"	"PI 199886"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0044"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"桔黄"
"138"	"7/25"	"Compositae(菊科)"	"24.43"	"印度"	"I4E01035"	"21"	"55.0"	"普通"	"WHH00145"	"4/30"	"国外"	"--"	"50.0"	"PI 199887"	"锯齿"	"PI 199887"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0045"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"72.0"	"桔黄"
"139"	"8/02"	"Compositae(菊科)"	"23.81"	"印度"	"I4E01036"	"20"	"70.0"	"普通"	"WHH00146"	"4/19"	"国外"	"--"	"55.6"	"PI 199888"	"锯齿"	"PI 199888"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0046"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"82.0"	"桔黄"
"140"	"8/02"	"Compositae(菊科)"	"22.74"	"印度"	"I4E01037"	"28"	"58.0"	"普通"	"WHH00147"	"4/20"	"国外"	"--"	"50.0"	"PI 199889"	"锯齿"	"PI 199889"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0047"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"90.0"	"黄"
