"id"	"备注"	"枯萎病抗指"	"老荚日数"	"单荚重"	"品种名称"	"水分"	"株型"	"保存编号"	"译名"	"青荚日数"	"荚形"	"干重蛋白"	"荚壁纤维"	"种子来源"	"炭疽病抗指"	"荚厚"	"翼瓣次色"	"种子形状"	"种子皮色"	"种皮次色"	"株高"	"干重纤维"	"种子大小"	"保存单位"	"亩产"	"翼瓣色"	"种质库编号"	"统一编号"	"栽培季节"	"嫩荚色"	"鲜重蛋白"	"抗逆性"	"荚宽"	"株幅"	"品质"	"嫩荚次色"	"荚长"	"鲜重纤维"
"112"	"--"	"0.8156"	"85"	"11.5"	"原54"	"89.10"	"蔓生"	"21-427"	"YUAN 54"	"70"	"扁条"	"20.84"	"少"	"黑龙江园艺所"	"9.6583"	"0.8"	"--"	"卵圆"	"红"	"--"	"300.0"	"14.16"	"中"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1517"	"V07A0673"	"5中-9下"	"绿"	"2.27"	"强"	"1.6"	"--"	"极好"	"--"	"10.5"	"1.54"
"113"	"--"	"1.6935"	"85"	"16.5"	"原95"	"91.77"	"蔓生"	"21-444"	"YUAN 95"	"70"	"扁条"	"22.65"	"少"	"黑龙江园艺所"	"3.8090"	"1.1"	"--"	"肾形"	"红"	"--"	"300.0"	"12.31"	"中"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1510"	"V07A0674"	"5中-9下"	"绿"	"1.86"	"强"	"1.8"	"--"	"极好"	"--"	"18.5"	"1.01"
"114"	"*"	"-0.2927"	"90"	"7.2"	"紫豆"	"85.28"	"蔓生"	"21-131"	"ZI DOU"	"77"	"扁条"	"23.53"	"--"	"黑龙江园艺所"	"3.4245"	"1.1"	"--"	"圆"	"褐"	"--"	"300.0"	"13.06"	"中"	"黑龙江省园艺所"	"800"	"紫"	"Ⅱ7A1377"	"V07A0675"	"5中-9末夏秋"	"绿"	"3.46"	"强"	"1.4"	"--"	"好"	"--"	"10.0"	"1.92"
"115"	"--"	"1.4215"	"80"	"14.0"	"原51"	"78.29"	"蔓生"	"21-465"	"YUAN 51"	"68"	"扁条"	"24.79"	"少"	"黑龙江园艺所"	"5.4978"	"1.1"	"--"	"卵圆"	"红"	"--"	"300.0"	"10.92"	"--"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1516"	"V07A0676"	"5中-9下"	"绿"	"5.38"	"强"	"2.4"	"--"	"极好"	"--"	"14.5"	"2.37"
"116"	"--"	"-0.2451"	"85"	"9.6"	"原种保存23号"	"86.18"	"蔓生"	"21-467"	"YUAN ZHONG BAO CUN 23 HAO"	"70"	"棍形"	"22.66"	"中"	"黑龙江园艺所"	"1.2490"	"1.1"	"--"	"肾形"	"黑"	"--"	"300.0"	"15.42"	"小"	"黑龙江省园艺所"	"500"	"紫"	"Ⅱ7A1403"	"V07A0677"	"5中-9中"	"绿"	"3.13"	"中"	"1.1"	"--"	"好"	"--"	"13.1"	"2.13"
"117"	"--"	"1.8993"	"85"	"17.1"	"原85"	"88.31"	"蔓生"	"21-462"	"YUAN 85"	"70"	"扁条"	"22.66"	"--"	"黑龙江园艺所"	"2.3648"	"0.9"	"--"	"肾形"	"黑"	"--"	"300.0"	"14.48"	"--"	"黑龙江省园艺所"	"750"	"紫"	"Ⅱ7A1504"	"V07A0678"	"5中-9下"	"浅绿"	"2.65"	"强"	"1.8"	"--"	"--"	"--"	"19.1"	"1.69"
"118"	"--"	"-0.7282"	"85"	"9.5"	"原种保存99号"	"88.64"	"蔓生"	"21-447"	"YUAN ZHONG BAO CUN 99 HAO"	"70"	"棍形"	"23.36"	"中"	"黑龙江园艺所"	"0.5219"	"0.7"	"--"	"肾形"	"黄"	"褐"	"300.0"	"18.17"	"中"	"黑龙江省园艺所"	"500"	"浅紫"	"Ⅱ7A1399"	"V07A0679"	"5中-9中"	"绿"	"3.65"	"中"	"1.0"	"--"	"好"	"--"	"13.3"	"2.06"
"119"	"--"	"2.0426"	"70"	"10.2"	"原84"	"92.14"	"矮生"	"21-461"	"YUAN 84"	"53"	"棍形"	"20.89"	"少"	"黑龙江园艺所"	"-0.3135"	"0.9"	"--"	"肾形"	"粉红"	"--"	"50.0"	"16.47"	"--"	"黑龙江省园艺所"	"500"	"紫"	"Ⅱ7A1522"	"V07A0680"	"5中-7下"	"绿"	"1.64"	"--"	"1.2"	"--"	"极好"	"--"	"12.8"	"1.29"
"120"	"--"	"-0.1101"	"85"	"14.5"	"原种保存76号"	"83.92"	"蔓生"	"21-436"	"YUAN ZHONG BAO CUN 76 HAO"	"70"	"棍形"	"24.17"	"少"	"黑龙江园艺所"	"-3.1150"	"1.0"	"--"	"肾形"	"浅褐"	"--"	"300.0"	"15.03"	"--"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1404"	"V07A0681"	"5中-9中"	"绿"	"3.89"	"中"	"1.2"	"--"	"极好"	"--"	"17.1"	"2.41"
"121"	"--"	"0.6765"	"80"	"14.1"	"原种保存14号"	"84.22"	"蔓生"	"21-405"	"YUAN ZHONG BAO CUN 14 HAO"	"64"	"棍形"	"22.61"	"多"	"黑龙江园艺所"	"-1.2773"	"1.1"	"--"	"肾形"	"白"	"--"	"300.0"	"16.52"	"小"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1258"	"V07A0682"	"5中-8中"	"绿"	"3.57"	"强"	"1.4"	"--"	"好"	"--"	"12.5"	"2.61"
"122"	"--"	"0.2696"	"70"	"7.2"	"原1"	"88.06"	"矮生"	"22-471"	"YUAN 1"	"53"	"剑形"	"18.48"	"--"	"黑龙江园艺所"	"5.4647"	"0.8"	"--"	"肾形"	"黑"	"--"	"60.0"	"11.29"	"中"	"黑龙江省园艺所"	"500"	"紫"	"Ⅱ7A1538"	"V07A0683"	"5中-7下"	"绿"	"2.21"	"中"	"1.0"	"30.0"	"好"	"--"	"13.0"	"1.35"
"123"	"--"	"-0.1642"	"80"	"11.1"	"原种保存7号"	"88.20"	"蔓生"	"21-399"	"YUAN ZHONG BAO CUN 7 HAO"	"64"	"棍形"	"24.28"	"多"	"黑龙江园艺所"	"-1.4309"	"0.8"	"--"	"肾形"	"白"	"--"	"300.0"	"14.09"	"小"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1384"	"V07A0684"	"5中-9中"	"绿"	"2.87"	"强"	"1.4"	"--"	"好"	"--"	"12.1"	"1.66"
"124"	"--"	"7.1558"	"70"	"7.5"	"原种保存70号"	"89.76"	"矮生"	"21-433"	"YUAN ZHONG BAO CUN 70 HAO"	"53"	"棍形"	"23.37"	"中"	"黑龙江园艺所"	"2.7864"	"0.7"	"--"	"肾形"	"黄"	"--"	"50.0"	"16.10"	"--"	"黑龙江省园艺所"	"500"	"浅紫"	"Ⅱ7A1405"	"V07A0685"	"5中-7下"	"绿"	"2.39"	"--"	"1.1"	"--"	"好"	"--"	"11.0"	"1.66"
"125"	"--"	"-0.1991"	"70"	"7.1"	"原种保存28号"	"87.90"	"矮生"	"21-411"	"YUAN ZHONG BAO CUN 28 HAO"	"53"	"扁条"	"24.36"	"多"	"黑龙江园艺所"	"-2.6213"	"0.7"	"--"	"肾形"	"黑"	"--"	"50.0"	"12.39"	"中"	"黑龙江省园艺所"	"500"	"紫"	"Ⅱ7A1394"	"V07A0686"	"5中-7下"	"绿"	"2.95"	"--"	"1.0"	"--"	"差"	"--"	"13.2"	"1.50"
"126"	"--"	"0.1756"	"85"	"8.0"	"原73"	"89.74"	"蔓生"	"21-434"	"YUAN 73"	"70"	"棍形"	"22.31"	"中"	"黑龙江园艺所"	"4.2042"	"1.0"	"--"	"肾形"	"红"	"--"	"300.0"	"16.17"	"中"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1518"	"V07A0687"	"5中-9中"	"绿"	"2.29"	"强"	"1.1"	"--"	"好"	"--"	"10.5"	"1.66"
"127"	"--"	"-0.1390"	"85"	"14.6"	"原种保存52号"	"85.75"	"蔓生"	"21-466"	"YUAN ZHONG BAO CUN 52 HAO"	"68"	"扁条"	"23.36"	"中"	"黑龙江园艺所"	"4.5192"	"1.0"	"--"	"肾形"	"红"	"--"	"300.0"	"12.80"	"中"	"黑龙江省园艺所"	"625"	"浅紫"	"Ⅱ7A1396"	"V07A0688"	"5中-9中"	"绿"	"3.33"	"中"	"1.7"	"--"	"好"	"--"	"15.4"	"1.82"
"128"	"--"	"0.0558"	"70"	"6.2"	"原种保存79号"	"90.51"	"矮生"	"21-438"	"YUAN ZHONG BAO CUN 79 HAO"	"53"	"棍形"	"30.12"	"中"	"黑龙江园艺所"	"2.1539"	"0.5"	"--"	"肾形"	"浅褐"	"--"	"50.0"	"18.74"	"中"	"黑龙江省园艺所"	"500"	"浅紫"	"Ⅱ7A1397"	"V07A0689"	"5中-7下"	"浅黄"	"2.85"	"--"	"1.0"	"--"	"好"	"--"	"11.0"	"1.77"
"129"	"--"	"0.0309"	"70"	"8.9"	"原80"	"91.03"	"矮生"	"21-439"	"YUAN 80"	"53"	"棍形"	"18.16"	"中"	"黑龙江园艺所"	"3.7406"	"0.8"	"--"	"肾形"	"浅粉"	"--"	"50.0"	"11.44"	"较大"	"黑龙江省园艺所"	"500"	"浅紫"	"Ⅱ7A1502"	"V07A0690"	"5中-7下"	"绿"	"1.63"	"--"	"1.2"	"--"	"好"	"--"	"13.2"	"1.03"
"130"	"--"	"0.6406"	"80"	"9.0"	"原种保存12号"	"91.51"	"蔓生"	"21-403"	"YUAN ZHONG BAO CUN 12 HAO"	"64"	"棍形"	"21.92"	"多"	"黑龙江园艺所"	"0.3972"	"1.0"	"--"	"肾形"	"白"	"--"	"300.0"	"15.42"	"小"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1385"	"V07A0691"	"5中-9中"	"绿"	"1.85"	"强"	"1.1"	"--"	"好"	"--"	"11.0"	"1.30"
"131"	"--"	"-0.0826"	"80"	"13.1"	"原种保存50号"	"85.91"	"蔓生"	"21-425"	"YUAN ZHONG BAO CUN 50 HAO"	"68"	"剑形"	"22.44"	"中"	"黑龙江园艺所"	"8.3069"	"1.0"	"--"	"卵圆"	"红"	"--"	"300.0"	"12.98"	"中"	"黑龙江省园艺所"	"625"	"红"	"Ⅱ7A1364"	"V07A0692"	"5中-9下"	"绿"	"3.14"	"强"	"1.7"	"--"	"好"	"--"	"12.5"	"1.83"
"132"	"--"	"1.6950"	"85"	"15.0"	"原39"	"84.09"	"蔓生"	"21-416"	"YUAN 39"	"70"	"棍形"	"23.02"	"少"	"黑龙江园艺所"	"2.4115"	"1.1"	"--"	"肾形"	"兰"	"--"	"300.0"	"13.87"	"中"	"黑龙江省园艺所"	"625"	"紫"	"Ⅱ7A1528"	"V07A0693"	"5中-9中"	"浅绿"	"3.66"	"中"	"1.5"	"--"	"极好"	"红"	"17.6"	"2.21"
"133"	"--"	"-0.2720"	"85"	"11.5"	"原种保存88号"	"82.89"	"蔓生"	"21-441"	"YUAN ZHONG BAO CUN 88 HAO"	"68"	"剑形"	"23.03"	"中"	"黑龙江园艺所"	"8.3069"	"1.1"	"--"	"卵圆"	"红"	"--"	"300.0"	"12.93"	"中"	"黑龙江省园艺所"	"625"	"浅紫"	"Ⅱ7A1398"	"V07A0694"	"5中-9中"	"绿"	"3.94"	"中"	"1.6"	"--"	"好"	"--"	"11.1"	"2.21"
"134"	"--"	"-1.8050"	"80"	"12.2"	"原种保存53号"	"81.43"	"蔓生"	"21-426"	"YUAN ZHONG BAO CUN 53 HAO"	"68"	"扁条"	"24.03"	"少"	"黑龙江园艺所"	"8.3069"	"1.0"	"--"	"卵圆"	"红"	"--"	"300.0"	"10.33"	"中"	"黑龙江省园艺所"	"750"	"浅紫"	"Ⅱ7A1388"	"V07A0695"	"5中-9下"	"绿"	"4.46"	"强"	"2.0"	"--"	"极好"	"--"	"12.3"	"1.92"
"135"	"--"	"0.2879"	"80"	"12.1"	"原种保存17号"	"83.29"	"蔓生"	"21-407"	"YUAN ZHONG BAO CUN 17 HAO"	"68"	"棍形"	"23.42"	"多"	"黑龙江园艺所"	"-3.0399"	"1.1"	"--"	"肾形"	"白"	"--"	"300.0"	"17.03"	"小"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1393"	"V07A0696"	"5中-9中"	"绿"	"3.91"	"强"	"1.2"	"--"	"好"	"--"	"12.5"	"2.85"
"136"	"--"	"1.2942"	"80"	"14.1"	"原47"	"87.64"	"蔓生"	"21-422"	"YUAN 47"	"68"	"扁条"	"21.79"	"少"	"黑龙江园艺所"	"1.5785"	"1.0"	"--"	"肾形"	"黄"	"白"	"300.0"	"10.79"	"中"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1501"	"V07A0697"	"5中-9上"	"绿"	"2.69"	"中"	"1.5"	"--"	"极好"	"--"	"14.3"	"1.33"
"137"	"--"	"0.9395"	"70"	"6.1"	"原种保存64号"	"84.65"	"矮生"	"21-431"	"YUAN ZHONG BAO CUN 64 HAO"	"53"	"剑形"	"22.61"	"中"	"黑龙江园艺所"	"0.3335"	"1.0"	"--"	"肾形"	"黄"	"--"	"50.0"	"16.36"	"中"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1389"	"V07A0698"	"5中-7下"	"绿"	"3.47"	"--"	"1.3"	"--"	"极好"	"--"	"9.0"	"2.51"
"138"	"*"	"-0.1884"	"70"	"4.7"	"广东不架架"	"86.13"	"矮生"	"22-9"	"GUANG DONG BU JIA JIA"	"53"	"扁条"	"20.60"	"少"	"黑龙江园艺所"	"0.5940"	"0.8"	"--"	"截形"	"黑"	"--"	"50.0"	"11.11"	"小"	"黑龙江省园艺所"	"1000"	"紫"	"Ⅱ7A1662"	"V07A0699"	"5中-7末夏"	"绿"	"2.86"	"强"	"1.7"	"25.0"	"好"	"--"	"10.9"	"1.54"
"139"	"--"	"0.5061"	"80"	"16.1"	"原种保存55号"	"84.63"	"蔓生"	"21-428"	"YUAN ZHONG BAO CUN 55 HAO"	"64"	"棍形"	"19.36"	"中"	"黑龙江园艺所"	"-1.0767"	"1.1"	"--"	"肾形"	"褐"	"--"	"300.0"	"11.62"	"中"	"黑龙江省园艺所"	"750"	"白"	"Ⅱ7A1387"	"V07A0700"	"5中-9中"	"绿"	"2.98"	"强"	"1.4"	"--"	"好"	"--"	"17.6"	"1.79"
"140"	"--"	"0.9909"	"80"	"18.5"	"原种保存13号"	"81.54"	"蔓生"	"21-404"	"YUAN ZHONG BAO CUN 13 HAO"	"64"	"棍形"	"22.86"	"中"	"黑龙江园艺所"	"-0.2288"	"1.1"	"--"	"肾形"	"白"	"--"	"300.0"	"16.56"	"中"	"黑龙江省园艺所"	"750"	"白"	"Ⅱ7A1386"	"V07A0701"	"5中-9中"	"绿"	"4.22"	"强"	"1.4"	"--"	"好"	"--"	"20.5"	"3.06"
"141"	"--"	"0.0905"	"80"	"11.2"	"原种保存3号"	"92.19"	"蔓生"	"21-395"	"YUAN ZHONG BAO CUN 3 HAO"	"68"	"棍形"	"24.53"	"多"	"黑龙江园艺所"	"1.6071"	"1.1"	"--"	"肾形"	"白"	"--"	"300.0"	"15.68"	"小"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1391"	"V07A0702"	"5中-9中"	"绿"	"1.92"	"强"	"1.1"	"--"	"好"	"--"	"13.1"	"1.22"
"142"	"--"	"0.6406"	"80"	"15.1"	"原种保存87号"	"89.34"	"蔓生"	"21-440"	"YUAN ZHONG BAO CUN 87 HAO"	"68"	"棍形"	"19.02"	"中"	"黑龙江园艺所"	"0.5518"	"1.1"	"--"	"肾形"	"浅褐"	"--"	"300.0"	"12.08"	"中"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1390"	"V07A0703"	"5中-9中"	"绿"	"2.03"	"强"	"1.8"	"--"	"好"	"--"	"18.6"	"1.29"
"143"	"*"	"2.2628"	"80"	"9.2"	"五月先"	"89.41"	"蔓生"	"21-128"	"WU YUE XIAN"	"64"	"扁条"	"24.43"	"--"	"黑龙江园艺所"	"2.4571"	"1.0"	"--"	"肾形"	"浅红"	"红"	"300.0"	"16.89"	"中"	"黑龙江省园艺所"	"1000"	"紫"	"Ⅱ7A1373"	"V07A0704"	"5中-9末夏秋"	"绿"	"2.59"	"强"	"1.5"	"--"	"好"	"--"	"13.1"	"1.79"
"144"	"--"	"-0.2451"	"70"	"9.5"	"原种保存82号"	"92.07"	"矮生"	"21-459"	"YUAN ZHONG BAO CUN 82 HAO"	"50"	"棍形"	"21.61"	"少"	"黑龙江园艺所"	"-2.6352"	"1.0"	"--"	"肾形"	"米色"	"--"	"50.0"	"15.25"	"较大"	"黑龙江省园艺所"	"500"	"紫"	"Ⅱ7A1365"	"V07A0705"	"5中-7下"	"绿"	"1.71"	"--"	"1.2"	"--"	"极好"	"--"	"13.0"	"1.21"
"145"	"--"	"1.0029"	"80"	"13.5"	"原2"	"91.28"	"蔓生"	"21-394"	"YUAN 2"	"68"	"棍形"	"23.55"	"中"	"黑龙江园艺所"	"3.9413"	"1.1"	"--"	"肾形"	"白"	"--"	"300.0"	"15.74"	"中"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1498"	"V07A0706"	"5中-9中"	"绿"	"2.05"	"中"	"1.1"	"--"	"好"	"--"	"15.1"	"1.37"
"146"	"*"	"-0.3786"	"80"	"12.5"	"黄芸豆"	"88.84"	"蔓生"	"21-122"	"HUANG YUN DOU"	"64"	"扁条"	"25.32"	"--"	"黑龙江园艺所"	"1.6685"	"1.2"	"--"	"肾形"	"红"	"--"	"300.0"	"15.07"	"大"	"黑龙江省园艺所"	"1000"	"紫"	"Ⅱ7A1402"	"V07A0707"	"5中-9末夏秋"	"绿"	"2.83"	"强"	"1.6"	"--"	"好"	"--"	"13.5"	"1.68"
"147"	"--"	"0.1092"	"75"	"12.5"	"原81"	"82.82"	"蔓生"	"21-458"	"YUAN 81"	"60"	"扁条"	"23.72"	"少"	"黑龙江园艺所"	"-0.0626"	"0.7"	"--"	"肾形"	"米色"	"--"	"300.0"	"10.91"	"中"	"黑龙江省园艺所"	"500"	"紫"	"Ⅱ7A1665"	"V07A0708"	"5中-9上"	"绿"	"4.08"	"中"	"1.6"	"--"	"极好"	"--"	"15.1"	"1.87"
"148"	"--"	"0.4928"	"80"	"14.3"	"原83"	"87.43"	"蔓生"	"21-460"	"YUAN 83"	"64"	"扁条"	"21.16"	"中"	"黑龙江园艺所"	"2.8605"	"1.0"	"--"	"肾形"	"米色"	"--"	"300.0"	"12.13"	"较大"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1519"	"V07A0709"	"5中-9中"	"浅绿"	"2.66"	"中"	"2.0"	"--"	"好"	"--"	"14.0"	"1.52"
"149"	"--"	"0.6060"	"80"	"10.5"	"原种保存9号"	"92.06"	"蔓生"	"21-401"	"YUAN ZHONG BAO CUN 9 HAO"	"68"	"棍形"	"24.03"	"多"	"黑龙江园艺所"	"-1.7018"	"1.0"	"--"	"肾形"	"白"	"--"	"300.0"	"15.82"	"小"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1392"	"V07A0710"	"5中-9中"	"绿"	"1.91"	"强"	"1.2"	"--"	"好"	"--"	"12.3"	"1.26"
"150"	"--"	"-0.1370"	"75"	"14.5"	"原种保存44号"	"87.91"	"蔓生"	"21-420"	"YUAN ZHONG BAO CUN 44 HAO"	"55"	"扁条"	"22.69"	"中"	"黑龙江园艺所"	"0.4069"	"1.0"	"--"	"肾形"	"浅粉"	"--"	"300.0"	"12.67"	"中"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1395"	"V07A0711"	"5中-9上"	"绿"	"2.74"	"中"	"1.6"	"--"	"好"	"--"	"15.5"	"1.53"
"151"	"--"	"0.3544"	"85"	"13.1"	"原15"	"81.65"	"蔓生"	"21-406"	"YUAN 15"	"70"	"棍形"	"21.69"	"中"	"黑龙江园艺所"	"-1.8435"	"1.1"	"--"	"肾形"	"白"	"--"	"300.0"	"16.39"	"小"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1515"	"V07A0712"	"5中-9下"	"绿"	"3.98"	"强"	"1.3"	"--"	"极好"	"--"	"13.1"	"3.01"
"152"	"--"	"0.0136"	"80"	"14.1"	"原40"	"85.10"	"蔓生"	"21-416"	"YUAN 40"	"64"	"扁条"	"26.47"	"少"	"黑龙江园艺所"	"-0.4004"	"1.1"	"--"	"肾形"	"粉红"	"--"	"300.0"	"15.01"	"中"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1530"	"V07A0713"	"5中-9上"	"浅黄"	"3.94"	"中"	"1.5"	"--"	"极好"	"--"	"14.5"	"7.24"
"153"	"--"	"1.2925"	"70"	"8.1"	"原37"	"86.64"	"矮生"	"21-414"	"YUAN 37"	"53"	"棍形"	"23.20"	"多"	"黑龙江园艺所"	"3.0379"	"0.7"	"--"	"肾形"	"兰"	"--"	"50.0"	"13.16"	"中"	"黑龙江省园艺所"	"500"	"紫"	"Ⅱ7A1500"	"V07A0714"	"5中-7下"	"绿"	"3.10"	"--"	"1.1"	"--"	"差"	"--"	"14.8"	"1.76"
"154"	"--"	"1.0947"	"85"	"7.5"	"原24"	"77.46"	"蔓生"	"21-410"	"YUAN 24"	"70"	"棍形"	"21.60"	"中"	"黑龙江园艺所"	"5.8206"	"0.6"	"--"	"肾形"	"黑"	"--"	"300.0"	"12.79"	"小"	"黑龙江省园艺所"	"500"	"紫"	"Ⅱ7A1499"	"V07A0715"	"5中-9中"	"绿"	"4.87"	"中"	"1.1"	"--"	"好"	"--"	"10.5"	"2.88"
"155"	"--"	"-0.1228"	"80"	"8.0"	"原4"	"81.46"	"蔓生"	"21-396"	"YUAN 4"	"64"	"棍形"	"20.10"	"中"	"黑龙江园艺所"	"0.9494"	"1.1"	"--"	"肾形"	"白"	"--"	"300.0"	"16.73"	"小"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1527"	"V07A0716"	"5中-9中"	"绿"	"2.73"	"中"	"1.1"	"--"	"好"	"--"	"11.0"	"3.10"
"156"	"--"	"-0.1370"	"70"	"6.0"	"原种保存96号"	"87.46"	"矮生"	"21-445"	"YUAN ZHONG BAO CUN 96 HAO"	"53"	"棍形"	"25.20"	"中"	"黑龙江园艺所"	"0.3881"	"0.7"	"--"	"肾形"	"浅褐"	"--"	"50.0"	"15.09"	"--"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1367"	"V07A0717"	"5中-7下"	"绿"	"3.16"	"--"	"1.1"	"--"	"好"	"--"	"13.3"	"1.89"
"157"	"--"	"-0.0826"	"80"	"10.1"	"原种保存5号"	"89.07"	"蔓生"	"21-397"	"YUAN ZHONG BAO CUN 5 HAO"	"64"	"棍形"	"23.64"	"多"	"黑龙江园艺所"	"-0.8433"	"1.0"	"--"	"肾形"	"白"	"--"	"300.0"	"15.18"	"小"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1383"	"V07A0718"	"5中-9中"	"绿"	"2.58"	"强"	"1.1"	"--"	"好"	"--"	"12.1"	"1.66"
"158"	"--"	"0.4740"	"80"	"9.1"	"原种保存8号"	"89.20"	"蔓生"	"21-400"	"YUAN ZHONG BAO CUN 8 HAO"	"64"	"棍形"	"23.64"	"多"	"黑龙江园艺所"	"0.1655"	"1.1"	"--"	"肾形"	"白"	"--"	"300.0"	"13.23"	"小"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1382"	"V07A0719"	"5中-9中"	"绿"	"2.55"	"强"	"1.2"	"--"	"好"	"--"	"12.0"	"1.43"
"159"	"--"	"0.3177"	"85"	"12.1"	"原种保存91号"	"82.75"	"蔓生"	"21-464"	"YUAN ZHONG BAO CUN 91 HAO"	"68"	"剑形"	"22.31"	"中"	"黑龙江园艺所"	"2.9832"	"1.0"	"--"	"卵圆"	"红"	"--"	"300.0"	"11.94"	"中"	"黑龙江省园艺所"	"625"	"浅紫"	"Ⅱ7A1366"	"V07A0720"	"5中-9下"	"绿"	"3.85"	"强"	"1.8"	"--"	"好"	"--"	"13.2"	"2.06"
"160"	"--"	"0.8688"	"80"	"15.0"	"原69"	"83.28"	"蔓生"	"21-472"	"YUAN 69"	"64"	"扁条"	"26.47"	"中"	"黑龙江园艺所"	"0.7821"	"1.0"	"--"	"肾形"	"浅褐"	"--"	"300.0"	"13.40"	"中"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1531"	"V07A0721"	"5中-9中"	"绿"	"3.24"	"中"	"1.5"	"--"	"好"	"--"	"16.5"	"2.24"
"161"	"--"	"1.3100"	"--"	"--"	"黑地豆"	"85.25"	"矮生"	"Ⅱ7A0013"	"HEI DI DOU"	"--"	"扁条"	"20.53"	"--"	"湖北"	"0.1400"	"0.7"	"--"	"--"	"黑"	"--"	"40.0"	"14.25"	"中"	"湖北农科院经作所"	"225"	"紫"	"Ⅱ7A1061"	"V07A0722"	"3下-6下"	"绿"	"3.03"	"强"	"1.6"	"27.0"	"--"	"--"	"12.5"	"2.10"
"162"	"--"	"-0.4026"	"--"	"--"	"江陵五季豆"	"89.37"	"蔓生"	"续Ⅱ7A0008"	"JIANG LING WU JI DOU"	"--"	"棍形"	"23.64"	"--"	"湖北江陵县"	"0.1779"	"0.7"	"--"	"--"	"浅褐"	"--"	"260.0"	"12.53"	"较小"	"湖北农科院经作所"	"625"	"白"	"Ⅱ7A1609"	"V07A0723"	"3下-6下"	"绿"	"2.51"	"较好"	"1.5"	"--"	"--"	"--"	"12.0"	"1.33"
"163"	"--"	"-0.4599"	"--"	"--"	"矮生黄枚豆"	"90.04"	"矮生"	"续Ⅱ7A0013"	"AI SHENG HUANG MEI DOU"	"--"	"--"	"26.40"	"中"	"湖北神农架"	"-0.0193"	"--"	"--"	"--"	"--"	"--"	"33.0"	"15.16"	"--"	"湖北农科院经作所"	"--"	"--"	"Ⅱ7A1610"	"V07A0724"	"--"	"绿"	"2.63"	"--"	"--"	"--"	"好"	"--"	"--"	"1.58"
"164"	"--"	"-0.8700"	"74"	"17.0"	"扁四季豆"	"79.00"	"蔓生"	"Ⅱ7A0011"	"BIAN SI JI DOU"	"70"	"扁条"	"21.14"	"中"	"湖北兴山县"	"-0.2700"	"1.2"	"--"	"肾形"	"--"	"白"	"--"	"7.95"	"--"	"湖北农科院经作所"	"--"	"红"	"Ⅱ7A1275"	"V07A0725"	"4中-8中"	"绿"	"4.44"	"强"	"1.2"	"--"	"好"	"--"	"19.2"	"1.67"
"165"	"--"	"-1.2300"	"78"	"16.0"	"紫花枚豆"	"88.31"	"蔓生"	"Ⅱ7A0009"	"ZI HUA MEI DOU"	"69"	"棍形"	"19.06"	"中"	"湖北兴山县"	"2.8600"	"1.1"	"--"	"肾形"	"紫"	"--"	"--"	"8.34"	"--"	"湖北农科院经作所"	"--"	"紫"	"Ⅱ7A1274"	"V07A0726"	"4中-8下"	"绿"	"2.23"	"强"	"1.1"	"--"	"好"	"--"	"19.6"	"0.97"
"166"	"--"	"0.6600"	"94"	"15.0"	"大寨枚豆"	"85.64"	"蔓生"	"续Ⅱ7A0010"	"DA ZHAI MEI DOU"	"83"	"扁条"	"19.76"	"中"	"湖北兴山县"	"1.2400"	"1.5"	"--"	"肾形"	"黑"	"--"	"--"	"11.40"	"--"	"湖北农科院经作所"	"--"	"紫"	"Ⅱ7A1265"	"V07A0727"	"4中-9上"	"绿"	"2.84"	"强"	"1.5"	"--"	"好"	"--"	"16.0"	"1.64"
