"id"	"备注"	"枯萎病抗指"	"老荚日数"	"单荚重"	"品种名称"	"水分"	"株型"	"保存编号"	"译名"	"青荚日数"	"荚形"	"干重蛋白"	"荚壁纤维"	"种子来源"	"炭疽病抗指"	"荚厚"	"翼瓣次色"	"种子形状"	"种子皮色"	"种皮次色"	"株高"	"干重纤维"	"种子大小"	"保存单位"	"亩产"	"翼瓣色"	"种质库编号"	"统一编号"	"栽培季节"	"嫩荚色"	"鲜重蛋白"	"抗逆性"	"荚宽"	"株幅"	"品质"	"嫩荚次色"	"荚长"	"鲜重纤维"
"381"	"*"	"0.0858"	"77"	"11.6"	"威海大扁白架豆"	"87.36"	"蔓生"	"81-102"	"WEI HAI DA BIAN BAI JIA DOU"	"60"	"扁条"	"22.75"	"中"	"山东引自吉林"	"0.8800"	"0.7"	"--"	"肾形"	"浅黄"	"黄"	"240.0"	"10.00"	"中"	"山东农科院蔬菜所"	"2350"	"紫"	"Ⅱ7A0686"	"V07A1296"	"4下-8下春秋"	"浅绿"	"2.88"	"--"	"1.6"	"--"	"--"	"--"	"20.3"	"1.26"
"382"	"*"	"0.0334"	"74"	"7.6"	"诸城青芸豆"	"87.41"	"蔓生"	"80-34"	"ZHU CHENG QING YUN DOU"	"60"	"扁条"	"22.00"	"中"	"山东诸城市"	"1.3400"	"0.6"	"--"	"肾形"	"白"	"--"	"229.0"	"13.16"	"中"	"山东农科院蔬菜所"	"1625"	"白"	"Ⅱ7A0161"	"V07A1307"	"4中-8上春秋"	"绿"	"2.77"	"--"	"1.3"	"--"	"--"	"--"	"13.4"	"1.66"
"383"	"*"	"0.6352"	"75"	"8.7"	"诸城支架芸豆"	"88.32"	"蔓生"	"80-51"	"ZHU CHENG ZHI JIA YUN DOU"	"57"	"扁条"	"21.12"	"中"	"山东诸城市"	"1.2000"	"0.6"	"--"	"肾形"	"浅红"	"--"	"249.0"	"11.92"	"大"	"山东农科院蔬菜所"	"1800"	"白"	"Ⅱ7A0170"	"V07A1308"	"4下-7下春夏"	"浅绿"	"2.47"	"--"	"1.0"	"--"	"--"	"--"	"17.3"	"1.39"
"384"	"*"	"-0.4308"	"75"	"8.5"	"诸城青扁豆"	"88.47"	"蔓生"	"80-40"	"ZHU CHENG QING BIAN DOU"	"60"	"扁条"	"21.08"	"中"	"山东诸城市"	"2.3000"	"0.7"	"--"	"肾形"	"白"	"--"	"229.0"	"12.26"	"中"	"山东农科院蔬菜所"	"1950"	"白"	"Ⅱ7A0164"	"V07A1309"	"4下-7下春夏"	"绿"	"2.43"	"--"	"1.1"	"--"	"--"	"--"	"15.7"	"1.41"
"385"	"*"	"0.3248"	"77"	"7.4"	"诸城白扁豆"	"90.05"	"蔓生"	"80-45"	"ZHU CHENG BAI BIAN DOU"	"60"	"扁条"	"22.87"	"少"	"山东诸城市"	"1.1500"	"0.6"	"--"	"肾形"	"红"	"--"	"259.0"	"13.68"	"大"	"山东农科院蔬菜所"	"1900"	"白"	"Ⅱ7A0167"	"V07A1310"	"4下-7下春夏"	"浅绿"	"2.28"	"--"	"0.9"	"--"	"--"	"--"	"15.6"	"1.36"
"386"	"*"	"0.1626"	"75"	"5.5"	"章丘四季芸豆"	"88.74"	"矮生"	"81-2"	"ZHANG QIU SI JI YUN DOU"	"53"	"棍形"	"22.13"	"多"	"山东诸城市"	"1.0800"	"0.7"	"--"	"肾形"	"黑"	"--"	"60.0"	"17.36"	"中"	"山东农科院蔬菜所"	"623"	"紫"	"Ⅱ7A0663"	"V07A1311"	"4中-7下春夏"	"绿"	"2.49"	"--"	"0.9"	"44.0"	"--"	"--"	"16.0"	"1.95"
"387"	"--"	"-0.3070"	"100"	"8.5"	"京丰一号"	"84.94"	"蔓生"	"Ⅱ7A0333"	"JING FENG YI HAO"	"70"	"剑形"	"24.85"	"--"	"山西大同市"	"1.1082"	"0.8"	"--"	"肾形"	"白"	"--"	"206.0"	"13.27"	"小"	"山西农科院蔬菜所"	"1500"	"白"	"Ⅱ7A0062"	"V07A1349"	"4中-8上"	"绿"	"3.74"	"中"	"1.4"	"--"	"好"	"--"	"17.8"	"2.00"
"388"	"*"	"0.5773"	"105"	"14.3"	"津研1号"	"87.91"	"蔓生"	"Ⅱ7A0015"	"JIN YAN 1 HAO"	"75"	"棍形"	"21.28"	"少"	"山西清徐县"	"-0.3400"	"1.1"	"--"	"肾形"	"白"	"--"	"--"	"11.58"	"中"	"山西农科院蔬菜所"	"918"	"白"	"Ⅱ7A0011"	"V07A1376"	"4中下-7中春夏"	"绿"	"2.57"	"中"	"1.3"	"--"	"好"	"--"	"18.7"	"1.40"
"389"	"*"	"0.6463"	"95"	"7.7"	"加拿大芸豆"	"88.28"	"矮生"	"Ⅱ7A0224"	"JIA NA DA YUN DOU"	"65"	"棍形"	"19.74"	"少"	"山西太原市"	"1.1400"	"1.4"	"--"	"卵圆"	"紫"	"--"	"50.0"	"13.22"	"小"	"山西农科院蔬菜所"	"1000"	"紫"	"Ⅱ7A0049"	"V07A1397"	"4中下-6下春夏"	"浅绿"	"2.31"	"中"	"1.4"	"46.0"	"好"	"--"	"13.8"	"1.55"
"390"	"--"	"0.6946"	"100"	"9.6"	"津研2号"	"80.50"	"蔓生"	"Ⅱ7A0336"	"JIN YAN 2 HAO"	"70"	"剑形"	"21.51"	"--"	"山西太原市"	"0.4600"	"1.0"	"--"	"卵圆"	"紫"	"黑"	"249.0"	"10.18"	"小"	"山西农科院蔬菜所"	"1000"	"白"	"Ⅱ7A0064"	"V07A1400"	"4中-8上"	"绿"	"4.19"	"中"	"1.4"	"--"	"好"	"--"	"15.8"	"1.98"
"391"	"--"	"-0.6500"	"--"	"7.2"	"黄刀豆"	"90.97"	"蔓生"	"12a-138"	"HUANG DAO DOU"	"--"	"--"	"18.49"	"--"	"陕西长武县"	"0.0500"	"1.0"	"--"	"--"	"--"	"--"	"340.0"	"12.59"	"--"	"陕西农科院蔬菜所"	"--"	"白"	"Ⅱ7A1876"	"V07A1452"	"--"	"黄"	"1.67"	"强"	"1.3"	"50.0"	"--"	"黄"	"18.0"	"1.14"
"392"	"--"	"-0.2400"	"--"	"4.7"	"鸡眼豆"	"86.41"	"蔓生"	"12a-136"	"JI YAN DOU"	"--"	"扁条"	"23.10"	"--"	"陕西长武县"	"2.5100"	"0.7"	"--"	"肾形"	"棕"	"黑"	"--"	"12.62"	"--"	"陕西农科院蔬菜所"	"--"	"紫"	"Ⅱ7A0697"	"V07A1453"	"4中-6上"	"绿"	"3.14"	"--"	"1.3"	"--"	"--"	"红"	"10.8"	"1.72"
"393"	"*"	"-0.4900"	"--"	"4.7"	"鸡肠豆"	"89.27"	"蔓生"	"12a-135"	"JI CHANG DOU"	"100"	"扁条"	"22.13"	"中"	"陕西长武县"	"1.5000"	"0.9"	"--"	"肾形"	"紫"	"--"	"--"	"10.04"	"中"	"陕西农科院蔬菜所"	"--"	"白"	"Ⅱ7A0266"	"V07A1454"	"4中-7下8下春秋"	"浅绿"	"2.37"	"--"	"1.1"	"--"	"差"	"--"	"9.2"	"1.08"
"394"	"--"	"0.2200"	"--"	"10.0"	"白刀豆"	"87.65"	"蔓生"	"12a-139"	"BAI DAO DOU"	"--"	"扁条"	"21.83"	"--"	"陕西长武县"	"-0.5000"	"0.7"	"--"	"肾形"	"白"	"--"	"--"	"11.76"	"--"	"陕西农科院蔬菜所"	"--"	"白"	"Ⅱ7A0704"	"V07A1455"	"4中-6上"	"浅绿"	"2.70"	"--"	"1.4"	"--"	"--"	"--"	"13.4"	"1.45"
"395"	"--"	"-0.0700"	"--"	"14.3"	"洋四季豆"	"87.41"	"蔓生"	"12a-71"	"YANG SI JI DOU"	"--"	"--"	"24.25"	"--"	"陕西城固县"	"1.9700"	"0.8"	"--"	"--"	"--"	"--"	"280.0"	"13.81"	"--"	"陕西农科院蔬菜所"	"--"	"白"	"Ⅱ7A1851"	"V07A1456"	"--"	"绿"	"3.05"	"强"	"1.2"	"55.0"	"--"	"--"	"17.0"	"1.74"
"396"	"--"	"0.6600"	"--"	"6.6"	"东北大花皮菜豆(2)"	"86.56"	"蔓生"	"12a-132"	"DONG BEI DA HUA PI CAI DOU (2)"	"--"	"扁条"	"22.42"	"--"	"陕西引自东北"	"0.5800"	"0.8"	"--"	"截形"	"米色"	"褐"	"--"	"13.11"	"--"	"陕西农科院蔬菜所"	"--"	"紫"	"Ⅱ7A2167"	"V07A1549"	"--"	"绿"	"3.01"	"--"	"1.6"	"--"	"--"	"紫"	"11.0"	"1.76"
"397"	"--"	"-0.9100"	"--"	"--"	"河南肉豆"	"88.14"	"蔓生"	"12a-64"	"HE NAN ROU DOU"	"--"	"扁条"	"23.55"	"--"	"陕西引自河南"	"2.7600"	"--"	"--"	"--"	"褐"	"褐"	"--"	"13.91"	"--"	"陕西农科院蔬菜所"	"--"	"白"	"Ⅱ7A2181"	"V07A1550"	"春秋均可栽培"	"绿"	"2.79"	"抗热"	"1.2"	"--"	"--"	"--"	"19.0"	"1.65"
"398"	"--"	"-0.9100"	"--"	"8.2"	"矮生菜豆(美)"	"90.38"	"矮生"	"12a-163"	"AI SHENG CAI DOU (MEI )"	"--"	"--"	"22.61"	"--"	"陕西引自美国"	"3.7300"	"1.7"	"--"	"--"	"--"	"--"	"30.0"	"13.41"	"--"	"陕西农科院蔬菜所"	"--"	"白"	"Ⅱ7A1873"	"V07A1551"	"--"	"绿"	"2.18"	"中"	"1.7"	"50.0"	"--"	"--"	"15.0"	"1.29"
"399"	"--"	"--"	"--"	"--"	"老来少"	"--"	"蔓生"	"12a-372"	"LAO LAI SHAO"	"--"	"扁条"	"--"	"--"	"陕西引自青岛"	"--"	"--"	"--"	"--"	"黑"	"--"	"--"	"--"	"--"	"陕西农科院蔬菜所"	"--"	"浅紫"	"Ⅱ7A2101"	"V07A1552"	"--"	"--"	"--"	"耐热"	"1.1"	"--"	"--"	"--"	"18.5"	"--"
"400"	"*"	"0.7200"	"76"	"10.5"	"酱色矮生菜豆"	"90.70"	"矮生"	"J1-072"	"JIANG SE AI SHENG CAI DOU"	"62"	"扁条"	"19.62"	"--"	"四川大足县"	"0.5500"	"1.0"	"--"	"肾形"	"黄"	"--"	"26.0"	"11.75"	"大"	"重庆市农科所"	"625"	"白"	"Ⅱ7A1173"	"V07A1600"	"3-5春夏"	"浅绿"	"1.83"	"耐寒"	"1.5"	"28.0"	"--"	"--"	"16.0"	"1.10"
"401"	"*"	"0.7600"	"--"	"12.0"	"黑子四季豆"	"89.57"	"蔓生"	"J1-070"	"HEI ZI SI JI DOU"	"60"	"扁条"	"25.39"	"--"	"四川大足县"	"-0.0700"	"1.0"	"--"	"肾形"	"黑"	"--"	"--"	"12.44"	"--"	"重庆市农科所"	"1100"	"浅紫"	"Ⅱ7A1154"	"V07A1601"	"3中-5下春夏"	"浅绿"	"2.65"	"中"	"1.3"	"--"	"好"	"--"	"20.0"	"1.30"
"402"	"--"	"0.6600"	"--"	"6.2"	"鱼背形菜豆"	"91.48"	"蔓生"	"J1-293"	"YU BEI XING CAI DOU"	"--"	"扁条"	"26.49"	"--"	"四川大足县"	"0.1700"	"0.7"	"--"	"肾形"	"棕"	"--"	"--"	"15.12"	"中"	"重庆市农科所"	"600"	"白"	"Ⅱ7A0425"	"V07A1602"	"3上-5下"	"浅绿"	"2.26"	"--"	"1.1"	"--"	"--"	"--"	"14.4"	"1.29"
"403"	"*"	"1.4000"	"90"	"15.0"	"笞笞四季豆"	"92.31"	"蔓生"	"J1-071"	"CHI CHI SI JI DOU"	"77"	"扁条"	"18.61"	"--"	"四川大足县"	"0.8600"	"1.0"	"--"	"肾形"	"棕"	"--"	"--"	"14.50"	"大"	"重庆市农科所"	"1300"	"白"	"Ⅱ7A0510"	"V07A1603"	"3-6春夏"	"浅绿"	"1.43"	"强"	"1.3"	"--"	"好"	"--"	"20.0"	"1.12"
"404"	"--"	"0.0900"	"--"	"5.2"	"矮生菜豆"	"92.53"	"矮生"	"J1-358"	"AI SHENG CAI DOU"	"--"	"扁条"	"27.01"	"少"	"四川大足县"	"-0.7100"	"0.8"	"--"	"肾形"	"黑"	"--"	"35.0"	"15.21"	"--"	"重庆市农科所"	"500"	"浅红"	"Ⅱ7A1624"	"V07A1604"	"2下-5上"	"绿"	"2.02"	"弱"	"1.0"	"27.0"	"差"	"--"	"9.0"	"1.14"
"405"	"*"	"1.5400"	"90"	"15.5"	"珠连四季豆"	"91.74"	"蔓生"	"J1-088"	"ZHU LIAN SI JI DOU"	"71"	"棍形"	"27.02"	"--"	"四川垫江县"	"-0.0700"	"1.3"	"紫"	"肾形"	"浅紫"	"--"	"--"	"15.39"	"中"	"重庆市农科所"	"1100"	"白"	"Ⅱ7A1686"	"V07A1605"	"3-6春夏"	"绿"	"2.24"	"强"	"1.5"	"--"	"好"	"--"	"15.0"	"1.27"
"406"	"--"	"-0.2300"	"--"	"5.4"	"灰子四季豆"	"88.32"	"蔓生"	"J1-374"	"HUI ZI SI JI DOU"	"--"	"扁条"	"19.69"	"中"	"四川垫江县"	"0.1500"	"1.0"	"--"	"肾形"	"灰"	"--"	"--"	"12.78"	"--"	"重庆市农科所"	"600"	"白"	"Ⅱ7A1700"	"V07A1606"	"3中-5下"	"绿"	"2.30"	"弱"	"1.4"	"--"	"好"	"--"	"16.5"	"1.50"
"407"	"--"	"2.1700"	"--"	"6.7"	"长白片四季豆"	"91.18"	"蔓生"	"J1-373"	"CHANG BAI PIAN SI JI DOU"	"--"	"剑形"	"22.29"	"少"	"四川垫江县"	"1.7200"	"1.3"	"--"	"卵圆"	"黑"	"--"	"--"	"14.56"	"--"	"重庆市农科所"	"500"	"浅紫"	"Ⅱ7A1678"	"V07A1607"	"3中-5下"	"绿"	"1.97"	"--"	"1.5"	"--"	"好"	"--"	"17.0"	"1.28"
"408"	"--"	"--"	"90"	"8.0"	"花角四季豆"	"--"	"蔓生"	"J1-385"	"HUA JIAO SI JI DOU"	"80"	"棍形"	"--"	"中"	"四川垫江县"	"--"	"1.0"	"--"	"肾形"	"棕"	"--"	"--"	"--"	"中"	"重庆市农科所"	"1000"	"白"	"Ⅱ7A2143"	"V07A1608"	"3-6"	"绿"	"--"	"中"	"1.0"	"--"	"好"	"--"	"16.9"	"--"
"409"	"--"	"1.1100"	"--"	"10.2"	"意选1号"	"90.68"	"蔓生"	"J1-291"	"YI XUAN 1 HAO"	"--"	"细长条"	"24.03"	"--"	"四川渡口市"	"0.5000"	"0.9"	"--"	"肾形"	"黑"	"--"	"--"	"12.42"	"中"	"重庆市农科所"	"1000"	"白"	"Ⅱ7A0423"	"V07A1619"	"3上-5下"	"绿"	"2.23"	"强"	"1.3"	"--"	"极好"	"--"	"19.0"	"1.16"
"410"	"*"	"-1.8700"	"89"	"10.0"	"黑子四季豆"	"92.32"	"蔓生"	"J1-054"	"HEI ZI SI JI DOU"	"74"	"扁条"	"24.81"	"--"	"四川宜宾市"	"0.1900"	"0.9"	"--"	"肾形"	"黑"	"--"	"--"	"13.94"	"小"	"重庆市农科所"	"1300"	"紫"	"Ⅱ7A0379"	"V07A1803"	"3-6春夏"	"浅绿"	"1.91"	"强"	"1.2"	"--"	"好"	"--"	"16.0"	"1.07"
"411"	"--"	"0.5600"	"95"	"--"	"黄籽鱼鳅豆"	"88.94"	"蔓生"	"J1-366"	"HUANG ZI YU QIU DOU"	"80"	"扁条"	"20.77"	"少"	"四川宜宾市"	"0.8300"	"1.3"	"--"	"肾形"	"黄"	"--"	"--"	"12.50"	"--"	"重庆市农科所"	"750"	"白"	"Ⅱ7A1698"	"V07A1804"	"3下-5中"	"绿"	"2.33"	"强"	"1.5"	"--"	"好"	"--"	"18.0"	"1.39"
"412"	"*"	"1.7600"	"96"	"11.3"	"鱼鳅背四季豆"	"90.34"	"蔓生"	"J1-130"	"YU QIU BEI SI JI DOU"	"74"	"棍形"	"22.16"	"--"	"四川宜汉县"	"2.2800"	"1.2"	"--"	"肾形"	"褐"	"--"	"--"	"11.17"	"中"	"重庆市农科所"	"800"	"白"	"Ⅱ7A0401"	"V07A1805"	"3-6春"	"绿"	"2.14"	"中"	"1.3"	"--"	"好"	"--"	"16.0"	"1.08"
"413"	"*"	"0.5500"	"98"	"12.1"	"常青四季豆"	"92.44"	"蔓生"	"J1-068"	"CHANG QING SI JI DOU"	"75"	"扁条"	"30.01"	"--"	"四川永川县"	"0.1300"	"1.3"	"--"	"肾形"	"棕"	"--"	"--"	"17.43"	"中"	"重庆市农科所"	"1100"	"白"	"Ⅱ7A0385"	"V07A1806"	"3-6春夏"	"浅绿"	"2.27"	"强"	"1.4"	"--"	"好"	"--"	"15.5"	"1.32"
"414"	"--"	"0.8800"	"--"	"9.0"	"浅姜菽豆"	"91.95"	"蔓生"	"J1-302"	"QIAN JIANG SHU DOU"	"--"	"扁条"	"24.66"	"--"	"四川越西县"	"2.3400"	"1.0"	"--"	"肾形"	"黄"	"--"	"--"	"12.78"	"中"	"重庆市农科所"	"1000"	"白"	"Ⅱ7A0434"	"V07A1807"	"3上-5下"	"绿"	"1.99"	"--"	"1.1"	"--"	"--"	"--"	"19.0"	"1.03"
"415"	"*"	"0.5400"	"--"	"--"	"黄菽豆"	"94.96"	"矮生"	"J1-258"	"HUANG SHU DOU"	"45"	"棍形"	"29.35"	"--"	"四川越西县"	"0.5700"	"--"	"--"	"肾形"	"--"	"--"	"55.0"	"19.92"	"中"	"重庆市农科所"	"--"	"白"	"Ⅱ7A0518"	"V07A1808"	"2底-4春夏"	"黄"	"1.48"	"--"	"--"	"35.0"	"--"	"--"	"--"	"1.00"
"416"	"*"	"0.4100"	"--"	"20.0"	"宽荚菽豆"	"83.84"	"蔓生"	"J1-262"	"KUAN JIA SHU DOU"	"170"	"扁条"	"21.92"	"少"	"四川越西县"	"0.3500"	"0.6"	"--"	"肾形"	"褐"	"白"	"200.0"	"14.30"	"中"	"重庆市农科所"	"--"	"浅绿"	"Ⅱ7A0521"	"V07A1809"	"3-8春秋"	"绿"	"3.55"	"--"	"1.5"	"--"	"好"	"--"	"19.0"	"2.31"
"417"	"*"	"-1.9600"	"--"	"--"	"麻子菽豆"	"92.93"	"矮生"	"J1-261"	"MA ZI SHU DOU"	"60"	"棍形"	"23.26"	"--"	"四川越西县"	"-0.4900"	"--"	"紫"	"肾形"	"--"	"--"	"80.0"	"19.64"	"中"	"重庆市农科所"	"--"	"浅兰"	"Ⅱ7A0520"	"V07A1810"	"--"	"绿"	"1.86"	"--"	"--"	"--"	"--"	"--"	"--"	"1.39"
"418"	"--"	"0.5400"	"--"	"4.6"	"黄子菽豆"	"92.77"	"矮生"	"J1-309"	"HUANG ZI SHU DOU"	"--"	"扁条"	"26.26"	"--"	"四川越西县"	"0.1300"	"0.6"	"--"	"肾形"	"黄"	"--"	"--"	"17.08"	"小"	"重庆市农科所"	"325"	"白"	"Ⅱ7A0526"	"V07A1811"	"3上-5上"	"绿"	"1.90"	"--"	"1.2"	"--"	"--"	"--"	"10.5"	"1.24"
"419"	"--"	"-1.9600"	"--"	"4.7"	"麻雀蛋菽豆"	"92.10"	"矮生"	"J1-310"	"MA QUE DAN SHU DOU"	"--"	"扁条"	"25.99"	"中"	"四川越西县"	"2.6600"	"0.7"	"--"	"卵圆"	"白"	"红"	"25.0"	"17.04"	"中"	"重庆市农科所"	"400"	"红"	"Ⅱ7A0527"	"V07A1812"	"2下-5上"	"绿"	"2.16"	"中"	"1.4"	"24.4"	"好"	"--"	"8.4"	"1.35"
"420"	"*"	"-1.7000"	"--"	"--"	"酱花菽豆"	"90.13"	"矮生"	"J1-260"	"JIANG HUA SHU DOU"	"60"	"棍形"	"26.11"	"--"	"四川越西县"	"-0.1100"	"--"	"--"	"--"	"--"	"--"	"70.0"	"16.08"	"--"	"重庆市农科所"	"--"	"紫"	"Ⅱ7A0519"	"V07A1813"	"--"	"绿"	"2.58"	"--"	"--"	"45.0"	"--"	"--"	"--"	"1.58"
"421"	"--"	"0.9300"	"--"	"9.6"	"深菽豆"	"89.32"	"蔓生"	"J1-311"	"SHEN SHU DOU"	"--"	"细长条"	"23.31"	"--"	"四川越西县"	"-1.5100"	"0.8"	"--"	"肾形"	"浅棕"	"--"	"--"	"14.59"	"中"	"重庆市农科所"	"500"	"白"	"Ⅱ7A0528"	"V07A1814"	"3上-5上"	"绿"	"2.49"	"--"	"1.1"	"--"	"--"	"--"	"16.0"	"1.56"
"422"	"--"	"-0.1400"	"--"	"8.8"	"猪腰子菽豆"	"89.41"	"蔓生"	"J1-348"	"ZHU YAO ZI SHU DOU"	"--"	"扁条"	"23.06"	"中"	"四川越西县"	"0.8500"	"1.0"	"--"	"肾形"	"深褐"	"--"	"--"	"19.02"	"中"	"重庆市农科所"	"600"	"紫"	"Ⅱ7A1256"	"V07A1815"	"3中-6中"	"绿"	"2.44"	"弱"	"1.1"	"--"	"好"	"--"	"18.5"	"2.02"
"423"	"--"	"0.3880"	"--"	"15.0"	"秋抗19号"	"89.41"	"蔓生"	"7A-019"	"QIU KANG 19 HAO"	"53"	"细长条"	"19.85"	"少"	"天津市蔬菜所"	"-0.2200"	"1.1"	"--"	"肾形"	"灰"	"--"	"280.0"	"12.16"	"--"	"天津农科院蔬菜所"	"2000"	"白"	"Ⅱ7A0443"	"V07A1851"	"秋播"	"绿"	"2.10"	"--"	"1.1"	"--"	"好"	"--"	"18.2"	"1.29"
"424"	"--"	"-0.0804"	"--"	"14.0"	"春丰4号菜豆"	"89.14"	"蔓生"	"7A-017"	"CHUN FENG 4 HAO CAI DOU"	"60"	"--"	"20.16"	"少"	"天津市蔬菜所"	"0.0800"	"1.0"	"--"	"肾形"	"黄"	"--"	"300.0"	"12.92"	"--"	"天津农科院蔬菜所"	"2000"	"白"	"Ⅱ7A0441"	"V07A1852"	"春播"	"绿"	"2.19"	"--"	"1.1"	"--"	"好"	"--"	"17.0"	"1.40"
"425"	"--"	"-0.3747"	"85"	"13.5"	"春丰2号菜豆"	"88.98"	"蔓生"	"7A-016"	"CHUN FENG 2 HAO CAI DOU"	"53"	"细长条"	"21.22"	"少"	"天津市蔬菜所"	"-0.4100"	"0.8"	"--"	"肾形"	"褐"	"--"	"300.0"	"13.60"	"--"	"天津农科院蔬菜所"	"2250"	"白"	"Ⅱ7A0440"	"V07A1853"	"春播"	"绿"	"2.34"	"耐盐碱"	"0.9"	"--"	"好"	"--"	"20.0"	"1.50"
"426"	"--"	"-0.0804"	"--"	"15.0"	"秋抗6号"	"89.28"	"蔓生"	"7A-018"	"QIU KANG 6 HAO"	"--"	"细长条"	"18.26"	"少"	"天津市蔬菜所"	"0.1600"	"1.0"	"--"	"肾形"	"褐"	"--"	"250.0"	"12.00"	"--"	"天津农科院蔬菜所"	"2250"	"白"	"Ⅱ7A0442"	"V07A1854"	"秋播"	"绿"	"1.96"	"耐热"	"1.2"	"--"	"好"	"--"	"11.1"	"1.09"
"427"	"*"	"-0.3614"	"70"	"7.5"	"反帝二号"	"91.07"	"--"	"7A-001"	"FAN DI ER HAO"	"50"	"扁条"	"19.94"	"少"	"天津塘沽区"	"-0.5798"	"0.8"	"--"	"--"	"白"	"--"	"100.0"	"14.73"	"大"	"天津农科院蔬菜所"	"1000"	"白"	"Ⅱ7A0001"	"V07A1855"	"3下至5中始收,春夏"	"浅绿"	"1.78"	"耐寒旱"	"1.0"	"40.0"	"好"	"--"	"11.0"	"1.32"
"428"	"--"	"-0.2200"	"--"	"7.8"	"黑籽冠军"	"90.22"	"矮生"	"86-0261"	"HEI ZI GUAN JUN"	"56"	"扁条"	"22.34"	"中"	"新疆60年引"	"--"	"0.8"	"--"	"卵圆"	"黑"	"--"	"49.8"	"15.89"	"--"	"新疆农科院园艺所"	"2000"	"紫"	"Ⅱ7A1263"	"V07A1859"	"5中-8下"	"绿"	"2.18"	"强"	"1.2"	"48.0"	"好"	"--"	"16.0"	"1.55"
"429"	"--"	"0.1900"	"--"	"--"	"山东黑籽菜豆"	"91.42"	"--"	"86-45"	"SHAN DONG HEI ZI CAI DOU"	"--"	"扁条"	"19.84"	"--"	"新疆引自山东"	"0.5700"	"--"	"--"	"肾形"	"黑"	"--"	"--"	"18.50"	"--"	"新疆农科院园艺所"	"--"	"浅红"	"Ⅱ7A0309"	"V07A1873"	"--"	"浅绿"	"1.73"	"--"	"--"	"--"	"--"	"--"	"--"	"1.59"
"430"	"*引自陕西"	"--"	"110"	"10.0"	"白花刀豆"	"--"	"蔓生"	"86-25"	"BAI HUA DAO DOU"	"70"	"扁条"	"--"	"少"	"新疆引自陕西"	"--"	"1.0"	"--"	"肾形"	"棕"	"--"	"--"	"--"	"大"	"新疆农科院园艺所"	"2000"	"白"	"Ⅱ7A0302"	"V07A1874"	"4下-9上"	"--"	"--"	"强"	"1.4"	"--"	"好"	"--"	"21.0"	"--"
"431"	"--"	"--"	"80"	"10.0"	"鸡油豆-1"	"--"	"矮生"	"35#"	"JI YOU DOU -1"	"62"	"扁条"	"--"	"少"	"云南昭通市"	"--"	"1.0"	"--"	"卵圆"	"黄"	"--"	"37.4"	"--"	"--"	"云南农科院园艺所"	"650"	"白"	"Ⅱ7A1831"	"V07A1932"	"4上-7下"	"绿"	"--"	"较耐瘠"	"1.0"	"46.4"	"好"	"--"	"11.8"	"--"
"432"	"--"	"0.7019"	"90"	"7.6"	"五月香"	"90.96"	"矮生"	"7-A-4-8"	"WU YUE XIANG"	"70"	"棍形"	"17.71"	"少"	"中蔬引"	"9.9229"	"0.9"	"--"	"肾形"	"浅棕"	"--"	"40.0"	"14.20"	"大"	"中国农科院蔬菜所"	"600"	"紫"	"Ⅱ7A0506"	"V07A1969"	"5上-8上"	"绿"	"1.60"	"强"	"1.0"	"40.0"	"好"	"--"	"14.5"	"1.28"
"433"	"粒用"	"0.8389"	"110"	"4.0"	"扁结豆子"	"87.08"	"蔓生"	"7-A-11-2"	"BIAN JIE DOU ZI"	"90"	"扁条"	"19.03"	"多"	"中蔬引"	"3.4735"	"0.5"	"--"	"卵圆"	"白"	"--"	"200.0"	"28.76"	"中"	"中国农科院蔬菜所"	"1000"	"白"	"Ⅱ7A0505"	"V07A1970"	"5上-8下"	"浅绿"	"2.46"	"强"	"1.7"	"--"	"差"	"--"	"8.0"	"3.72"
"434"	"--"	"0.9305"	"105"	"8.1"	"菜豆"	"81.51"	"蔓生"	"7-A-18-2"	"CAI DOU"	"85"	"棍形"	"23.65"	"中"	"中蔬引"	"0.2400"	"0.9"	"--"	"卵圆"	"黑"	"--"	"200.0"	"11.88"	"小"	"中国农科院蔬菜所"	"1000"	"紫"	"Ⅱ7A0498"	"V07A1971"	"5上-8中"	"浅绿"	"4.37"	"强"	"1.0"	"--"	"好"	"--"	"13.5"	"2.20"
"435"	"--"	"1.2528"	"110"	"12.9"	"二季豆"	"88.23"	"蔓生"	"7-A-21-18"	"ER JI DOU"	"85"	"棍形"	"19.02"	"中"	"中蔬引"	"2.8400"	"1.0"	"--"	"卵圆"	"棕"	"--"	"200.0"	"10.31"	"小"	"中国农科院蔬菜所"	"1000"	"紫"	"Ⅱ7A0504"	"V07A1972"	"5上-8下"	"浅绿"	"2.24"	"中"	"1.1"	"--"	"好"	"--"	"18.5"	"1.21"
"436"	"--"	"1.2678"	"110"	"13.8"	"青菜豆"	"85.06"	"蔓生"	"7-A-29-8"	"QING CAI DOU"	"90"	"棍形"	"22.54"	"少"	"中蔬引"	"2.7024"	"0.7"	"--"	"卵圆"	"棕"	"--"	"200.0"	"13.17"	"大"	"中国农科院蔬菜所"	"1500"	"白"	"Ⅱ7A0500"	"V07A1973"	"5上-8下"	"绿"	"3.37"	"强"	"1.2"	"--"	"好"	"--"	"19.0"	"1.97"
