"id"	"彩色"	"科名"	"可溶性酸"	"可溶固形物"	"品种名称"	"省"	"原产地"	"生育期"	"外观评价"	"汁液"	"内质评价"	"花粉有无"	"维生素C"	"风味"	"特异及用途"	"单果重评价"	"肉色"	"果实成熟期"	"肉质"	"单果重G"	"成熟期评价"	"可溶性糖"	"学名"	"统一编号"	"译名"	"果形"	"属名"	"核粘离性"	"底色"
"162"	"红"	"Rosaceae(蔷薇科)"	"0.70"	"8.8"	"金玛丽"	"国外"	"美国"	"90"	"好"	"多"	"中"	"有"	"6.62"	"甜酸"	"--"	"中"	"黄"	"7.07"	"软溶"	"97.0"	"中"	"6.73"	"Prunus persica L.(桃)"	"TK0366"	"JIN MA LI"	"圆"	"Prunus(李属)"	"离"	"黄"
"163"	"红"	"Rosaceae(蔷薇科)"	"0.65"	"9.9"	"金童5号"	"国外"	"美国"	"119"	"好"	"少"	"中上"	"有"	"8.11"	"酸甜"	"罐藏加工"	"极大"	"黄"	"8.10"	"不溶"	"200.0"	"中"	"6.28"	"Prunus persica L.(桃)"	"TE0367"	"JIN TONG 5 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"164"	"红"	"Rosaceae(蔷薇科)"	"0.45"	"11.4"	"金童5号"	"国外"	"美国"	"112"	"好"	"中"	"中上"	"有"	"6.70"	"酸甜"	"罐藏加工"	"大"	"黄"	"7.25"	"不溶"	"157.0"	"中"	"7.04"	"Prunus persica L.(桃)"	"TK0367"	"JIN TONG 5 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"165"	"红"	"Rosaceae(蔷薇科)"	"0.56"	"11.3"	"金童5号"	"国外"	"美国"	"115"	"好"	"中"	"中上"	"有"	"15.67"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"7.29"	"不溶"	"146.3"	"中"	"10.05"	"Prunus persica L.(桃)"	"TG0367"	"JIN TONG 5 HAO"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"166"	"红"	"Rosaceae(蔷薇科)"	"0.32"	"11.3"	"金童6号"	"国外"	"美国"	"120"	"好"	"中"	"中上"	"有"	"7.44"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"8.06"	"不溶"	"151.0"	"晚"	"7.59"	"Prunus persica L.(桃)"	"TK0368"	"JIN TONG 6 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"167"	"红"	"Rosaceae(蔷薇科)"	"0.59"	"10.5"	"金童6号"	"国外"	"美国"	"126"	"好"	"中"	"中上"	"有"	"11.95"	"甜酸"	"罐藏加工"	"大"	"黄"	"8.17"	"不溶"	"159.0"	"晚"	"6.62"	"Prunus persica L.(桃)"	"TE0368"	"JIN TONG 6 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"168"	"紫红"	"Rosaceae(蔷薇科)"	"0.40"	"11.5"	"金童6号"	"国外"	"美国"	"118"	"好"	"中"	"上"	"有"	"12.93"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"7.31"	"不溶"	"144.0"	"中"	"9.99"	"Prunus persica L.(桃)"	"TG0368"	"JIN TONG 6 HAO"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"169"	"红"	"Rosaceae(蔷薇科)"	"0.56"	"10.0"	"金童7号"	"国外"	"美国"	"129"	"好"	"中"	"中上"	"有"	"7.91"	"酸甜"	"罐藏加工"	"极大"	"黄"	"8.20"	"不溶"	"178.0"	"晚"	"6.41"	"Prunus persica L.(桃)"	"TE0369"	"JIN TONG 7 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"170"	"红"	"Rosaceae(蔷薇科)"	"0.52"	"14.0"	"金童7号"	"国外"	"美国"	"129"	"好"	"中"	"上"	"有"	"7.28"	"甜酸"	"罐藏加工"	"极大"	"黄"	"8.10"	"不溶"	"197.0"	"晚"	"7.79"	"Prunus persica L.(桃)"	"TK0369"	"JIN TONG 7 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"171"	"紫红"	"Rosaceae(蔷薇科)"	"0.58"	"13.0"	"金童7号"	"国外"	"美国"	"130"	"好"	"中"	"中上"	"有"	"12.32"	"甜酸"	"罐藏加工"	"大"	"黄"	"8.13"	"不溶"	"155.7"	"晚"	"10.35"	"Prunus persica L.(桃)"	"TG0369"	"JIN TONG 7 HAO"	"椭圆"	"Prunus(李属)"	"粘"	"橙黄"
"172"	"红"	"Rosaceae(蔷薇科)"	"0.58"	"11.0"	"金童8号"	"国外"	"美国"	"137"	"好"	"中"	"中上"	"有"	"13.82"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"8.21"	"不溶"	"146.7"	"晚"	"9.28"	"Prunus persica L.(桃)"	"TG0370"	"JIN TONG 8 HAO"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"173"	"红"	"Rosaceae(蔷薇科)"	"0.66"	"11.0"	"金童8号"	"国外"	"美国"	"130"	"中"	"少"	"中上"	"有"	"10.14"	"酸甜"	"罐藏加工"	"极大"	"黄"	"9.02"	"不溶"	"210.0"	"晚"	"9.37"	"Prunus persica L.(桃)"	"TE0370"	"JIN TONG 8 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"174"	"红"	"Rosaceae(蔷薇科)"	"0.66"	"11.5"	"金童9号"	"国外"	"美国"	"142"	"好"	"中"	"中上"	"有"	"14.08"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"8.25"	"不溶"	"123.3"	"晚"	"9.71"	"Prunus persica L.(桃)"	"TG0371"	"JIN TONG 9 HAO"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"175"	"红"	"Rosaceae(蔷薇科)"	"0.43"	"14.2"	"卡迪诺"	"国外"	"美国"	"126"	"好"	"中"	"中"	"有"	"9.53"	"酸甜适中"	"鲜食"	"中"	"黄"	"8.13"	"软溶"	"94.0"	"晚"	"8.50"	"Prunus persica L.(桃)"	"TK0376"	"KA DI NUO"	"圆"	"Prunus(李属)"	"离"	"黄"
"176"	"红"	"Rosaceae(蔷薇科)"	"0.59"	"9.7"	"卡里南"	"国外"	"美国"	"104"	"好"	"中"	"中"	"有"	"6.08"	"甜酸"	"--"	"极大"	"黄"	"7.18"	"硬溶"	"201.0"	"中"	"7.95"	"Prunus persica L.(桃)"	"TK0377"	"KA LI NAN"	"圆"	"Prunus(李属)"	"离"	"黄"
"177"	"紫红"	"Rosaceae(蔷薇科)"	"0.56"	"10.5"	"卡里南"	"国外"	"美国"	"108"	"好"	"中"	"中"	"有"	"9.94"	"酸甜适中"	"果大"	"极大"	"黄"	"7.22"	"硬溶"	"195.5"	"中"	"8.34"	"Prunus persica L.(桃)"	"TG0377"	"KA LI NAN"	"圆"	"Prunus(李属)"	"离"	"黄"
"178"	"红"	"Rosaceae(蔷薇科)"	"0.70"	"12.3"	"卡路纳"	"国外"	"美国"	"143"	"中"	"少"	"中"	"有"	"8.80"	"甜酸"	"--"	"大"	"黄"	"8.25"	"不溶"	"141.1"	"晚"	"8.77"	"Prunus persica L.(桃)"	"TG0378"	"KA LU NA"	"圆"	"Prunus(李属)"	"粘"	"黄"
"179"	"紫红"	"Rosaceae(蔷薇科)"	"0.57"	"9.5"	"凯旋"	"国外"	"美国"	"95"	"中"	"中"	"中下"	"有"	"14.26"	"甜酸"	"茸毛多"	"中"	"黄"	"7.09"	"软溶"	"85.5"	"中"	"7.30"	"Prunus persica L.(桃)"	"TG0379"	"KAI XUAN"	"圆"	"Prunus(李属)"	"离"	"黄"
"180"	"紫红"	"Rosaceae(蔷薇科)"	"0.71"	"10.4"	"凯旋"	"国外"	"美国"	"88"	"差"	"中"	"中"	"有"	"6.92"	"甜酸"	"--"	"中"	"黄"	"7.07"	"软溶"	"120.0"	"中"	"6.53"	"Prunus persica L.(桃)"	"TK0379"	"KAI XUAN"	"圆"	"Prunus(李属)"	"离"	"黄"
"181"	"红"	"Rosaceae(蔷薇科)"	"1.02"	"11.0"	"路德尔"	"国外"	"美国"	"103"	"好"	"中"	"中"	"有"	"7.28"	"甜酸"	"--"	"中"	"黄"	"7.18"	"不溶"	"99.0"	"中"	"8.15"	"Prunus persica L.(桃)"	"TK0387"	"LU DE ER"	"圆"	"Prunus(李属)"	"粘"	"黄"
"182"	"紫红"	"Rosaceae(蔷薇科)"	"0.70"	"12.0"	"罗曼"	"国外"	"美国"	"121"	"中"	"中"	"中"	"有"	"8.51"	"甜酸"	"--"	"大"	"黄"	"8.12"	"硬溶"	"142.0"	"晚"	"8.42"	"Prunus persica L.(桃)"	"TE0388"	"LUO MAN"	"圆"	"Prunus(李属)"	"粘"	"黄"
"183"	"红"	"Rosaceae(蔷薇科)"	"0.41"	"11.3"	"罗蜜安娜"	"国外"	"美国"	"117"	"好"	"中"	"中"	"有"	"6.72"	"甜酸"	"--"	"极大"	"黄"	"7.29"	"不溶"	"164.0"	"中"	"7.67"	"Prunus persica L.(桃)"	"TK0389"	"LUO MI AN NA"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"184"	"红"	"Rosaceae(蔷薇科)"	"0.54"	"10.5"	"罗蜜安娜"	"国外"	"保加利亚*"	"117"	"好"	"中"	"中"	"有"	"16.19"	"酸甜适中"	"罐藏加工,果大"	"极大"	"黄"	"7.30"	"不溶"	"179.6"	"中"	"8.32"	"Prunus persica L.(桃)"	"TG0389"	"LUO MI AN NA"	"圆"	"Prunus(李属)"	"粘"	"黄"
"185"	"红"	"Rosaceae(蔷薇科)"	"0.65"	"9.6"	"麦克尼丽"	"国外"	"美国"	"103"	"好"	"中"	"中"	"有"	"6.66"	"甜酸"	"--"	"极大"	"黄"	"7.19"	"硬溶"	"163.0"	"中"	"8.29"	"Prunus persica L.(桃)"	"TK0390"	"MAI KE NI LI"	"圆"	"Prunus(李属)"	"离"	"黄"
"186"	"紫红"	"Rosaceae(蔷薇科)"	"0.68"	"10.5"	"麦克尼丽"	"国外"	"美国"	"109"	"好"	"中"	"中"	"有"	"9.68"	"酸甜适中"	"果大"	"极大"	"黄"	"7.23"	"硬溶"	"177.5"	"中"	"8.16"	"Prunus persica L.(桃)"	"TG0390"	"MAI KE NI LI"	"圆"	"Prunus(李属)"	"离"	"黄"
"187"	"红"	"Rosaceae(蔷薇科)"	"0.94"	"12.5"	"麦克尼丽"	"国外"	"美国"	"115"	"中"	"中"	"中下"	"有"	"6.23"	"酸"	"--"	"大"	"黄"	"8.10"	"硬溶"	"133.0"	"中"	"6.86"	"Prunus persica L.(桃)"	"TE0390"	"MAI KE NI LI"	"圆"	"Prunus(李属)"	"离"	"黄"
"188"	"红"	"Rosaceae(蔷薇科)"	"0.43"	"10.3"	"明星"	"国外"	"日本"	"106"	"好"	"少"	"上"	"有"	"7.64"	"甜酸"	"罐藏加工"	"极大"	"黄"	"7.19"	"不溶"	"167.0"	"中"	"7.39"	"Prunus persica L.(桃)"	"TK0391"	"MING XING"	"圆"	"Prunus(李属)"	"粘"	"黄"
"189"	"红"	"Rosaceae(蔷薇科)"	"0.65"	"11.0"	"明星"	"国外"	"日本"	"113"	"好"	"中"	"上"	"有"	"10.06"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"7.27"	"不溶"	"154.0"	"中"	"9.68"	"Prunus persica L.(桃)"	"TG0391"	"MING XING"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"190"	"红"	"Rosaceae(蔷薇科)"	"0.72"	"10.5"	"明星"	"国外"	"日本"	"115"	"好"	"少"	"中"	"有"	"8.17"	"甜酸"	"罐藏加工"	"极大"	"黄"	"8.08"	"不溶"	"217.0"	"中"	"6.31"	"Prunus persica L.(桃)"	"TE0391"	"MING XING"	"圆"	"Prunus(李属)"	"粘"	"黄"
"191"	"红"	"Rosaceae(蔷薇科)"	"0.48"	"8.5"	"南方红"	"国外"	"美国"	"90"	"中"	"中"	"中"	"有"	"6.13"	"甜酸"	"鲜食"	"大"	"黄"	"7.06"	"软溶"	"148.0"	"早"	"5.50"	"Prunus persica L.(桃)"	"TK0394"	"NAN FANG HONG"	"圆"	"Prunus(李属)"	"半离"	"橙黄"
"192"	"紫红"	"Rosaceae(蔷薇科)"	"0.77"	"11.9"	"南方红"	"国外"	"美国"	"82"	"中"	"中"	"中"	"有"	"12.29"	"酸甜适中"	"--"	"中"	"黄"	"6.27"	"软溶"	"97.9"	"早"	"7.11"	"Prunus persica L.(桃)"	"TG0394"	"NAN FANG HONG"	"圆"	"Prunus(李属)"	"半离"	"橙黄"
"193"	"红"	"Rosaceae(蔷薇科)"	"0.61"	"11.0"	"南方红"	"国外"	"美国"	"88"	"中"	"中"	"中"	"有"	"5.40"	"甜酸"	"--"	"中"	"黄"	"7.22"	"硬溶"	"108.0"	"早"	"8.23"	"Prunus persica L.(桃)"	"TE0394"	"NAN FANG HONG"	"圆"	"Prunus(李属)"	"半离"	"橙黄"
"194"	"红"	"Rosaceae(蔷薇科)"	"0.87"	"12.0"	"尼奥塞吉姆"	"国外"	"美国"	"131"	"中"	"中"	"中"	"有"	"9.68"	"酸甜适中"	"--"	"中"	"黄"	"8.14"	"硬溶"	"114.0"	"晚"	"10.01"	"Prunus persica L.(桃)"	"TG0397"	"NI AO SAI JI MU"	"圆"	"Prunus(李属)"	"离"	"橙黄"
"195"	"红"	"Rosaceae(蔷薇科)"	"0.63"	"11.5"	"球港"	"国外"	"美国1"	"134"	"中"	"少"	"中上"	"有"	"12.32"	"酸甜适中"	"--"	"中"	"黄"	"8.16"	"不溶"	"120.3"	"晚"	"9.94"	"Prunus persica L.(桃)"	"TG0401"	"QIU GANG"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"196"	"紫红"	"Rosaceae(蔷薇科)"	"0.67"	"10.0"	"球港"	"国外"	"美国"	"114"	"中"	"中"	"中上"	"有"	"10.51"	"甜酸"	"--"	"极大"	"黄"	"8.05"	"硬溶"	"232.0"	"中"	"9.62"	"Prunus persica L.(桃)"	"TE0401"	"QIU GANG"	"圆"	"Prunus(李属)"	"离"	"黄"
"197"	"红"	"Rosaceae(蔷薇科)"	"0.70"	"12.5"	"萨门莱特"	"国外"	"美国"	"151"	"好"	"中"	"中"	"有"	"3.78"	"甜酸"	"--"	"大"	"黄"	"9.07"	"硬溶"	"148.0"	"极晚"	"5.27"	"Prunus persica L.(桃)"	"TK0402"	"SA MEN LAI TE"	"圆"	"Prunus(李属)"	"离"	"黄"
"198"	"红"	"Rosaceae(蔷薇科)"	"0.86"	"11.3"	"萨门莱特"	"国外"	"美国"	"152"	"中"	"少"	"中"	"有"	"9.24"	"甜酸"	"--"	"极大"	"黄"	"9.02"	"硬溶"	"161.3"	"极晚"	"9.33"	"Prunus persica L.(桃)"	"TG0402"	"SA MEN LAI TE"	"圆"	"Prunus(李属)"	"离"	"黄"
"199"	"红"	"Rosaceae(蔷薇科)"	"0.98"	"13.5"	"萨门莱特"	"国外"	"美国"	"154"	"中"	"中"	"中上"	"有"	"10.35"	"甜酸"	"--"	"极大"	"黄"	"9.26"	"硬溶"	"190.0"	"极晚"	"10.21"	"Prunus persica L.(桃)"	"TE0402"	"SA MEN LAI TE"	"圆"	"Prunus(李属)"	"离"	"黄"
"200"	"红"	"Rosaceae(蔷薇科)"	"0.69"	"11.9"	"沙斯塔"	"国外"	"美国"	"111"	"好"	"少"	"中"	"有"	"13.83"	"趟崽?"	"--"	"大"	"黄"	"8.15"	"不溶"	"147.0"	"中"	"7.54"	"Prunus persica L.(桃)"	"TE0403"	"SHA SI TA"	"圆"	"Prunus(李属)"	"粘"	"黄"
"201"	"红"	"Rosaceae(蔷薇科)"	"0.71"	"9.7"	"山丹斯基1"	"国外"	"保加利亚*"	"81"	"中"	"中"	"中"	"有"	"8.86"	"甜酸"	"--"	"大"	"黄"	"7.15"	"硬溶"	"143.0"	"早"	"7.88"	"Prunus persica L.(桃)"	"TE0404"	"SHAN DAN SI JI 1"	"椭圆"	"Prunus(李属)"	"离"	"黄"
"202"	"红"	"Rosaceae(蔷薇科)"	"0.56"	"15.0"	"山丹斯基2"	"国外"	"保加利亚*"	"127"	"好"	"中"	"中上"	"有"	"7.40"	"酸甜适中"	"--"	"极大"	"黄"	"8.07"	"不溶"	"166.0"	"晚"	"9.60"	"Prunus persica L.(桃)"	"TE0405"	"SHAN DAN SI JI 2"	"椭圆"	"Prunus(李属)"	"粘"	"黄"
"203"	"紫红"	"Rosaceae(蔷薇科)"	"0.78"	"10.9"	"收获"	"国外"	"美国"	"98"	"好"	"中"	"中"	"有"	"12.50"	"甜酸"	"--"	"中"	"黄"	"7.11"	"软溶"	"114.6"	"中"	"8.71"	"Prunus persica L.(桃)"	"TG0407"	"SHOU HUO"	"圆"	"Prunus(李属)"	"离"	"橙黄"
"204"	"红"	"Rosaceae(蔷薇科)"	"0.52"	"10.2"	"塔斯康"	"国外"	"美国"	"126"	"好"	"中"	"中"	"有"	"10.82"	"甜酸"	"罐藏加工"	"大"	"黄"	"8.10"	"不溶"	"128.0"	"晚"	"8.24"	"Prunus persica L.(桃)"	"TK0408"	"TA SI KANG"	"圆"	"Prunus(李属)"	"粘"	"黄"
"205"	"红"	"Rosaceae(蔷薇科)"	"0.82"	"12.2"	"塔斯康"	"国外"	"美国"	"117"	"中"	"少"	"中"	"有"	"19.15"	"酸"	"--"	"大"	"黄"	"8.22"	"不溶"	"133.0"	"中"	"11.12"	"Prunus persica L.(桃)"	"TE0408"	"TA SI KANG"	"圆"	"Prunus(李属)"	"粘"	"黄"
"206"	"红"	"Rosaceae(蔷薇科)"	"0.60"	"12.9"	"太阳粘核"	"国外"	"美国"	"122"	"好"	"中"	"中"	"有"	"8.65"	"酸甜"	"--"	"大"	"黄"	"8.07"	"不溶"	"158.0"	"晚"	"8.40"	"Prunus persica L.(桃)"	"TK0409"	"TAI YANG ZHAN HE"	"椭圆"	"Prunus(李属)"	"粘"	"黄"
"207"	"红"	"Rosaceae(蔷薇科)"	"0.46"	"11.8"	"太阳粘核"	"国外"	"美国"	"122"	"好"	"中"	"中"	"有"	"14.52"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"8.05"	"不溶"	"152.1"	"晚"	"9.69"	"Prunus persica L.(桃)"	"TG0409"	"TAI YANG ZHAN HE"	"椭圆"	"Prunus(李属)"	"粘"	"橙黄"
"208"	"红"	"Rosaceae(蔷薇科)"	"0.51"	"9.5"	"图八德"	"国外"	"美国"	"98"	"好"	"中"	"上"	"有"	"9.18"	"酸甜"	"罐藏加工"	"大"	"黄"	"7.14"	"不溶"	"135.0"	"中"	"6.90"	"Prunus persica L.(桃)"	"TK0412"	"TU BA DE"	"圆"	"Prunus(李属)"	"粘"	"黄"
"209"	"红"	"Rosaceae(蔷薇科)"	"0.66"	"9.8"	"图八德"	"国外"	"美国"	"90"	"中"	"中"	"中"	"有"	"7.35"	"酸甜"	"--"	"极大"	"黄"	"7.31"	"不溶"	"162.0"	"早"	"7.31"	"Prunus persica L.(桃)"	"TE0412"	"TU BA DE"	"圆"	"Prunus(李属)"	"粘"	"黄"
"210"	"红"	"Rosaceae(蔷薇科)"	"0.55"	"12.0"	"维凡"	"国外"	"美国"	"131"	"好"	"中"	"中"	"有"	"8.31"	"甜酸"	"--"	"中"	"黄"	"8.13"	"不溶"	"119.0"	"晚"	"7.05"	"Prunus persica L.(桃)"	"TK0414"	"WEI FAN"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"211"	"红"	"Rosaceae(蔷薇科)"	"0.60"	"10.8"	"维苏威奥"	"国外"	"美国"	"105"	"中"	"中"	"中"	"有"	"7.00"	"甜酸"	"--"	"大"	"黄"	"7.15"	"不溶"	"131.0"	"中"	"7.33"	"Prunus persica L.(桃)"	"TK0415"	"WEI SU WEI AO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"212"	"红"	"Rosaceae(蔷薇科)"	"0.58"	"11.0"	"维苏威奥"	"国外"	"美国"	"107"	"中"	"少"	"中"	"有"	"10.26"	"酸甜"	"--"	"大"	"黄"	"8.10"	"不溶"	"122.0"	"中"	"8.07"	"Prunus persica L.(桃)"	"TE0415"	"WEI SU WEI AO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"213"	"红"	"Rosaceae(蔷薇科)"	"0.78"	"12.6"	"卫士"	"国外"	"美国"	"81"	"好"	"多"	"中"	"有"	"8.80"	"酸甜适中"	"--"	"中"	"黄"	"6.24"	"软溶"	"119.5"	"早"	"8.75"	"Prunus persica L.(桃)"	"TG0416"	"WEI SHI"	"椭圆"	"Prunus(李属)"	"离"	"橙黄"
"214"	"红"	"Rosaceae(蔷薇科)"	"0.68"	"14.2"	"西姆斯"	"国外"	"美国"	"142"	"好"	"少"	"中"	"有"	"15.82"	"甜酸"	"罐藏加工"	"大"	"黄"	"8.28"	"不溶"	"128.0"	"晚"	"8.88"	"Prunus persica L.(桃)"	"TK0418"	"XI MU SI"	"圆"	"Prunus(李属)"	"粘"	"黄"
"215"	"红"	"Rosaceae(蔷薇科)"	"0.74"	"11.5"	"西姆斯"	"国外"	"美国"	"142"	"中"	"少"	"中"	"有"	"17.60"	"甜酸"	"--"	"大"	"黄"	"8.25"	"不溶"	"123.1"	"晚"	"8.49"	"Prunus persica L.(桃)"	"TG0418"	"XI MU SI"	"圆"	"Prunus(李属)"	"粘"	"黄"
"216"	"红"	"Rosaceae(蔷薇科)"	"0.31"	"13.3"	"西洋黄肉"	"国外"	"美国"	"120"	"好"	"中"	"中上"	"有"	"7.85"	"酸甜适中"	"--"	"中"	"黄"	"8.05"	"硬溶"	"116.0"	"晚"	"8.67"	"Prunus persica L.(桃)"	"TK0419"	"XI YANG HUANG ROU"	"卵圆"	"Prunus(李属)"	"离"	"黄"
"217"	"红"	"Rosaceae(蔷薇科)"	"0.62"	"11.0"	"西洋黄肉"	"国外"	"美国"	"125"	"中"	"中"	"中"	"有"	"10.56"	"酸甜适中"	"--"	"大"	"黄"	"8.08"	"软溶"	"149.0"	"晚"	"7.54"	"Prunus persica L.(桃)"	"TG0419"	"XI YANG HUANG ROU"	"椭圆"	"Prunus(李属)"	"离"	"黄"
"218"	"红"	"Rosaceae(蔷薇科)"	"0.54"	"10.2"	"西洋黄肉"	"国外"	"美国"	"122"	"中"	"中"	"中"	"有"	"8.70"	"酸甜适中"	"--"	"极大"	"黄"	"8.22"	"软溶"	"177.0"	"晚"	"7.09"	"Prunus persica L.(桃)"	"TE0419"	"XI YANG HUANG ROU"	"椭圆"	"Prunus(李属)"	"离"	"黄"
"219"	"红"	"Rosaceae(蔷薇科)"	"0.76"	"10.3"	"信赖"	"国外"	"美国"	"93"	"中"	"多"	"中"	"有"	"13.01"	"酸甜适中"	"--"	"中"	"黄"	"7.10"	"软溶"	"90.6"	"中"	"9.13"	"Prunus persica L.(桃)"	"TG0423"	"XIN LAI"	"圆"	"Prunus(李属)"	"离"	"黄"
"220"	"红"	"Rosaceae(蔷薇科)"	"0.43"	"8.2"	"泽西兰"	"国外"	"美国"	"104"	"好"	"中"	"中下"	"有"	"7.47"	"酸甜"	"--"	"极大"	"黄"	"7.11"	"硬溶"	"170.0"	"中"	"5.13"	"Prunus persica L.(桃)"	"TK0433"	"ZE XI LAN"	"卵圆"	"Prunus(李属)"	"半离"	"黄"
"221"	"红"	"Rosaceae(蔷薇科)"	"1.11"	"13.0"	"60-14-111"	"国外"	"美国"	"87"	"中"	"中"	"中"	"有"	"10.53"	"甜酸"	"--"	"中"	"黄"	"7.22"	"硬溶"	"109.0"	"早"	"8.07"	"Prunus persica L.(桃)"	"TE0469"	"60-14-111"	"椭圆"	"Prunus(李属)"	"离"	"黄"
"222"	"紫红"	"Rosaceae(蔷薇科)"	"0.93"	"15.0"	"NJN69"	"国外"	"美国"	"112"	"中"	"中"	"中"	"有"	"9.46"	"酸甜"	"鲜食"	"中"	"黄"	"8.15"	"硬溶"	"98.0"	"中"	"10.11"	"Prunus persica L.(桃)"	"TE0470"	"NJN69"	"椭圆"	"Prunus(李属)"	"粘"	"黄"
"223"	"紫红"	"Rosaceae(蔷薇科)"	"0.66"	"12.0"	"NJN72"	"国外"	"美国"	"67"	"好"	"中"	"中"	"有"	"9.24"	"甜酸"	"早熟"	"中"	"黄"	"6.12"	"硬溶"	"81.2"	"早"	"8.17"	"Prunus persica L.(桃)"	"TG0471"	"NJN72"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"224"	"紫红"	"Rosaceae(蔷薇科)"	"0.52"	"10.0"	"NJN72"	"国外"	"美国"	"67"	"中"	"多"	"中"	"有"	"10.26"	"甜酸"	"鲜食"	"大"	"黄"	"7.01"	"硬溶"	"130.0"	"早"	"7.70"	"Prunus persica L.(桃)"	"TE0471"	"NJN72"	"圆"	"Prunus(李属)"	"粘"	"黄"
"225"	"红"	"Rosaceae(蔷薇科)"	"0.67"	"13.5"	"NJN76"	"国外"	"美国"	"86"	"好"	"中"	"中"	"有"	"8.62"	"酸甜适中"	"鲜食"	"中"	"黄"	"6.29"	"不溶"	"109.4"	"早"	"9.91"	"Prunus persica L.(桃)"	"TG0472"	"NJN76"	"椭圆"	"Prunus(李属)"	"粘"	"橙黄"
"226"	"红"	"Rosaceae(蔷薇科)"	"0.70"	"9.0"	"NJN76"	"国外"	"美国"	"83"	"中"	"中"	"中"	"有"	"6.77"	"酸甜"	"鲜食"	"大"	"黄"	"7.17"	"不溶"	"149.0"	"早"	"7.81"	"Prunus persica L.(桃)"	"TE0472"	"NJN76"	"圆"	"Prunus(李属)"	"粘"	"黄"
"227"	"紫红"	"Rosaceae(蔷薇科)"	"0.77"	"12.7"	"NJN78"	"国外"	"美国"	"108"	"好"	"中"	"中"	"有"	"13.03"	"酸甜适中"	"鲜食"	"大"	"黄"	"7.20"	"不溶"	"122.4"	"中"	"8.49"	"Prunus persica L.(桃)"	"TG0473"	"NJN78"	"椭圆"	"Prunus(李属)"	"粘"	"橙黄"
"228"	"红"	"Rosaceae(蔷薇科)"	"0.82"	"9.9"	"阿姆肯"	"国外"	"美国"	"80"	"中"	"中"	"中"	"有"	"8.10"	"甜酸"	"鲜食"	"中"	"黄"	"6.24"	"硬溶"	"105.0"	"早"	"8.29"	"Prunus persica L.(桃)"	"TG0474"	"A MU KEN"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"229"	"紫红"	"Rosaceae(蔷薇科)"	"1.01"	"11.9"	"草巴特"	"国外"	"美国"	"112"	"中"	"中"	"中"	"有"	"11.88"	"酸甜适中"	"--"	"中"	"黄"	"7.24"	"硬溶"	"115.3"	"中"	"8.57"	"Prunus persica L.(桃)"	"TG0475"	"CAO BA TE"	"椭圆"	"Prunus(李属)"	"粘"	"黄"
"230"	"紫红"	"Rosaceae(蔷薇科)"	"0.78"	"11.0"	"弗扎德(离核)"	"国外"	"法国"	"121"	"好"	"少"	"中"	"有"	"4.10"	"酸甜"	"鲜食"	"中"	"黄"	"8.05"	"硬溶"	"90.0"	"晚"	"8.20"	"Prunus persica L.(桃)"	"TK0476"	"FU ZHA DE (LI HE )"	"圆"	"Prunus(李属)"	"离"	"黄"
"231"	"紫红"	"Rosaceae(蔷薇科)"	"0.78"	"13.3"	"弗扎德(离核)"	"国外"	"法国"	"122"	"好"	"少"	"中"	"有"	"13.42"	"酸甜适中"	"鲜食"	"小"	"黄"	"8.06"	"硬溶"	"71.0"	"晚"	"8.29"	"Prunus persica L.(桃)"	"TK0476"	"FU ZHA DE (LI HE )"	"圆"	"Prunus(李属)"	"离"	"黄"
"232"	"红"	"Rosaceae(蔷薇科)"	"0.80"	"12.4"	"弗扎德"	"国外"	"法国"	"98"	"中"	"中"	"中"	"有"	"10.88"	"酸甜"	"鲜食"	"极大"	"黄"	"7.31"	"不溶"	"230.0"	"中"	"6.81"	"Prunus persica L.(桃)"	"TE0477"	"FU ZHA DE"	"圆"	"Prunus(李属)"	"粘"	"黄"
