"id"	"白发病抗性"	"谷锈严重度"	"科名"	"品种名称"	"主茎长度"	"赖氨占蛋白"	"米色"	"蝇被害指数"	"生育期"	"幼苗鞘色"	"VB1"	"单株穗重"	"主穗长度"	"玉米螟抗性"	"脂肪酸182"	"赖氨占样品"	"穗型"	"脂肪酸183"	"VB2"	"分蘖数"	"省"	"玉米螟级别"	"抽穗日数"	"白发病病率"	"东经"	"脂肪酸181"	"属名"	"统一编号"	"学名"	"谷锈反应型"	"谷瘟病级别"	"区"	"脂肪酸180"	"蝇抗性级别"	"原产地"	"抗旱性"	"粗脂肪"	"粗蛋白"	"硒"	"北纬"	"库编号"	"黑穗病率"	"幼苗叶色"	"蝇被害株率"	"单株秆重"	"刺毛长度"	"线虫病指"	"穗松紧"	"谷瘟病抗性"	"样品类型"	"单株粒重"	"主茎节数"	"粒色"	"粳糯性"	"备注"	"白发病病级"	"主茎直径"	"VE"	"千粒重"	"单位编号"	"粟芒蝇评价"	"保存单位"	"高程"	"译名"	"一株茎数"	"脂肪酸200"	"脂肪酸160"	"穗形"	"叶锈反应型"	"直链淀粉"	"生育日数"	"穗柄长"	"耐涝性"	"米香"	"双穗率"	"用途"	"赤霉病病穗"	"白背飞虱"	"支链淀粉"	"锤度"	"条锈反应型"	"籼粳"	"爆裂率"	"来源地"	"秆锈严重度"	"苗瘟"	"芽期抗寒"	"分蘖性"	"芒"	"苗期耐旱"	"蛋氨酸"	"耐瘠性"	"田间抗寒性"	"精米率"	"花生稀酸"	"总淀粉"	"秆锈反应型"	"长宽比"	"丝黑穗病率"	"灌浆抗寒性"	"穗粒数"	"出穗期"	"大斑评价"	"水份"	"壳色"	"颖尖色"	"丙氨酸"	"保存编号"	"沉淀值"	"早中晚"	"田间大斑病"	"颖壳包皮度"	"赤霉病抗性"	"保存单位_2"	"主茎叶片数"	"省编号"	"白粉反应型"	"纹枯病"	"α生育酚"	"幼苗色"	"冬春性"	"颖尖弯直"	"田间小斑病"	"倒伏性"	"赤霉病病指"	"方法及组合"	"熟期抗寒性"	"引入时间"	"育成年限"	"芒长"	"田间黑粉病"	"苗期抗寒性"	"根腐穗病级"	"糙米率"
"2815"	"--"	"10.0"	"Gramineae(禾本科)"	"饭小米垂秋"	"103.0"	"3.06"	"黄"	"--"	"126"	"紫"	"6.607"	"14.3"	"31.7"	"--"	"67.216"	"0.30"	"纺"	"1.958"	"0.807"	"--"	"云南"	"--"	"93.5"	"--"	"9840"	"12.108"	"Setaria(狗尾草属)"	"00014655"	"Setaria italica (L.) Beauv.(谷子)"	"MR"	"6"	"淮河以南"	"5.149"	"--"	"贡山"	"2"	"3.68"	"9.70"	"0.409"	"2745"	"I1I15731"	"--"	"绿"	"--"	"10.0"	"短"	"--"	"紧"	"--"	"地方"	"11.7"	"10.4"	"白"	"粳"	"--"	"7"	"0.50"	"29.63"	"1.40"	"云南68"	"--"	"中国农科院作物品种资源研究所"	"1581"	"FAN XIAO MI CHUI QIU"	"1.0"	"1.847"	"11.50"																																																																			
"2816"	"--"	"40.0"	"Gramineae(禾本科)"	"早熟小米"	"138.8"	"1.82"	"黄"	"--"	"118"	"绿"	"5.964"	"10.8"	"21.3"	"--"	"71.720"	"0.33"	"长纺"	"2.087"	"0.869"	"--"	"云南"	"--"	"80.0"	"--"	"9840"	"16.300"	"Setaria(狗尾草属)"	"00014656"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"6"	"淮河以南"	"--"	"--"	"贡山"	"4"	"4.11"	"18.11"	"0.387"	"2745"	"I1I18490"	"--"	"绿"	"--"	"25.0"	"短"	"--"	"中紧"	"--"	"地方"	"6.0"	"13.3"	"黄"	"粳"	"--"	"5"	"0.50"	"39.41"	"1.30"	"云南78-1"	"--"	"中国农科院作物品种资源研究所"	"1581"	"ZAO SHU XIAO MI"	"2.2"	"0.335"	"9.19"																																																																			
"2817"	"--"	"40.0"	"Gramineae(禾本科)"	"江村谷"	"110.6"	"1.99"	"黄"	"--"	"84"	"绿"	"--"	"12.5"	"20.8"	"--"	"--"	"0.29"	"纺"	"--"	"--"	"--"	"西藏"	"--"	"53.0"	"--"	"8513"	"--"	"Setaria(狗尾草属)"	"00014676"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"--"	"淮河以南"	"--"	"--"	"吉隆"	"--"	"2.99"	"14.53"	"--"	"2856"	"I1I15744"	"--"	"绿"	"--"	"11.1"	"中"	"--"	"中紧"	"--"	"地方"	"9.7"	"9.7"	"白"	"粳"	"--"	"9"	"0.50"	"--"	"1.40"	"84-盆101"	"--"	"中国农科院作物品种资源研究所"	"--"	"JIANG CUN GU"	"1.3"	"--"	"--"																																																																			
"2818"	"--"	"25.0"	"Gramineae(禾本科)"	"陈塘谷"	"128.9"	"1.99"	"黄"	"--"	"94"	"绿"	"--"	"10.3"	"21.1"	"--"	"--"	"0.29"	"纺"	"--"	"--"	"--"	"西藏"	"--"	"63.0"	"--"	"8748"	"--"	"Setaria(狗尾草属)"	"00014677"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"--"	"淮河以南"	"--"	"--"	"定结"	"--"	"3.27"	"14.72"	"--"	"2821"	"I1I15745"	"--"	"绿"	"--"	"15.5"	"短"	"--"	"中紧"	"--"	"地方"	"8.0"	"12.5"	"白"	"粳"	"--"	"--"	"0.50"	"--"	"1.60"	"84-盆102"	"--"	"中国农科院作物品种资源研究所"	"--"	"CHEN TANG GU"	"1.0"	"--"	"--"																																																																			
"2819"	"--"	"--"	"Gramineae(禾本科)"	"陈塘黑谷"	"156.6"	"1.96"	"黄"	"--"	"90"	"绿"	"4.485"	"10.4"	"19.9"	"--"	"71.937"	"0.29"	"纺"	"1.265"	"0.830"	"--"	"西藏"	"--"	"59.0"	"--"	"8748"	"19.580"	"Setaria(狗尾草属)"	"00014678"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"淮河以南"	"--"	"--"	"定结"	"--"	"4.13"	"14.59"	"0.408"	"2821"	"I1I18498"	"--"	"绿"	"--"	"22.2"	"短"	"--"	"中紧"	"--"	"地方"	"10.0"	"11.9"	"黑"	"粳"	"--"	"7"	"0.60"	"33.14"	"1.20"	"84-盆103"	"--"	"中国农科院作物品种资源研究所"	"--"	"CHEN TANG HEI GU"	"1.0"	"0.181"	"6.71"																																																																			
"2820"	"M"	"65.0"	"Gramineae(禾本科)"	"米优"	"133.6"	"1.63"	"黄"	"--"	"116"	"紫"	"--"	"9.1"	"22.5"	"--"	"--"	"0.33"	"纺"	"--"	"--"	"--"	"国外"	"--"	"76.0"	"23.8"	"--"	"--"	"Setaria(狗尾草属)"	"00014679"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"2"	"国外"	"--"	"9"	"日本"	"1"	"3.94"	"20.38"	"--"	"--"	"I1I13466"	"47.41"	"绿"	"--"	"19.4"	"短"	"--"	"松"	"--"	"国外"	"4.5"	"13.8"	"白"	"粳"	"--"	"5"	"0.60"	"--"	"2.28"	"2699"	"HS"	"中国农科院作物品种资源研究所"	"--"	"MI YOU"	"1.4"	"--"	"--"																																																																			
"2821"	"R"	"--"	"Gramineae(禾本科)"	"陆羽2号"	"113.8"	"--"	"白"	"--"	"113"	"紫"	"6.005"	"10.5"	"21.3"	"--"	"68.360"	"--"	"纺"	"2.038"	"1.011"	"--"	"国外"	"--"	"73.5"	"9.5"	"--"	"14.601"	"Setaria(狗尾草属)"	"00014680"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"1"	"国外"	"5.221"	"--"	"日本"	"2"	"--"	"--"	"0.620"	"--"	"I1I15746"	"34.27"	"绿"	"--"	"16.9"	"中短"	"--"	"中紧"	"--"	"国外"	"8.0"	"12.6"	"黄"	"粳"	"--"	"3"	"0.40"	"31.14"	"2.27"	"2701"	"--"	"中国农科院作物品种资源研究所"	"--"	"LU YU ER HAO"	"3.3"	"0.833"	"8.74"																																																																			
"2822"	"HR"	"65.0"	"Gramineae(禾本科)"	"陆羽6号"	"129.6"	"1.88"	"白"	"81.81"	"111"	"红"	"--"	"12.0"	"21.9"	"--"	"--"	"0.30"	"圆"	"--"	"--"	"--"	"国外"	"--"	"68.0"	"4.3"	"--"	"--"	"Setaria(狗尾草属)"	"00014681"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"6"	"国外"	"--"	"9"	"日本"	"3"	"3.10"	"15.97"	"--"	"--"	"I1I18499"	"93.88"	"绿"	"33.33"	"15.9"	"短"	"--"	"中紧"	"--"	"国外"	"9.0"	"12.8"	"黄"	"粳"	"--"	"5"	"0.60"	"--"	"2.38"	"2702"	"HS"	"中国农科院作物品种资源研究所"	"--"	"LU YU LIU HAO"	"2.0"	"--"	"--"																																																																			
"2823"	"M"	"40.0"	"Gramineae(禾本科)"	"陆羽6号2"	"153.5"	"1.84"	"黄"	"--"	"118"	"绿"	"--"	"12.4"	"20.9"	"HS"	"--"	"0.26"	"纺"	"--"	"--"	"--"	"国外"	"9"	"74.8"	"13.7"	"--"	"--"	"Setaria(狗尾草属)"	"00014682"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"3"	"国外"	"--"	"9"	"日本"	"4"	"3.78"	"14.10"	"--"	"--"	"I1I06683"	"--"	"绿"	"--"	"18.3"	"短"	"--"	"中紧"	"--"	"国外"	"10.9"	"13.9"	"白"	"粳"	"--"	"5"	"0.80"	"--"	"2.39"	"2703"	"HS"	"中国农科院作物品种资源研究所"	"--"	"LU YU LIU HAO 2"	"2.0"	"--"	"--"																																																																			
"2824"	"S"	"65.0"	"Gramineae(禾本科)"	"陆羽6号3"	"138.6"	"1.96"	"白"	"--"	"113"	"绿"	"--"	"11.4"	"20.6"	"HS"	"--"	"0.27"	"纺"	"--"	"--"	"--"	"国外"	"9"	"72.0"	"30.4"	"--"	"--"	"Setaria(狗尾草属)"	"00014683"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"2"	"国外"	"--"	"9"	"日本"	"5"	"4.67"	"13.80"	"--"	"--"	"I1I06684"	"88.19"	"绿"	"--"	"20.1"	"短"	"--"	"中紧"	"--"	"国外"	"8.9"	"12.9"	"黄"	"粳"	"--"	"7"	"0.70"	"--"	"2.37"	"2704"	"HS"	"中国农科院作物品种资源研究所"	"--"	"LU YU LIU HAO 3"	"2.1"	"--"	"--"																																																																			
"2825"	"M"	"40.0"	"Gramineae(禾本科)"	"入间再来"	"117.2"	"2.07"	"黄"	"--"	"108"	"紫"	"5.898"	"19.0"	"20.6"	"HS"	"68.613"	"0.29"	"棒"	"1.785"	"0.803"	"--"	"国外"	"9"	"67.8"	"27.0"	"--"	"13.420"	"Setaria(狗尾草属)"	"00014684"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"2"	"国外"	"6.047"	"9"	"日本"	"4"	"5.74"	"14.60"	"0.538"	"--"	"I1I14062"	"49.48"	"绿"	"--"	"15.3"	"中"	"--"	"中紧"	"--"	"国外"	"13.6"	"11.9"	"白"	"粳"	"--"	"5"	"0.60"	"33.70"	"2.40"	"2705"	"HS"	"中国农科院作物品种资源研究所"	"--"	"BA JIAN ZAI LAI"	"1.7"	"1.400"	"8.02"																																																																			
"2826"	"HS"	"65.0"	"Gramineae(禾本科)"	"黄粟(1)"	"161.6"	"1.80"	"白"	"--"	"81"	"紫"	"5.497"	"23.0"	"24.5"	"--"	"71.337"	"0.26"	"圆"	"2.815"	"0.904"	"--"	"国外"	"--"	"45.0"	"57.4"	"--"	"10.603"	"Setaria(狗尾草属)"	"00014685"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"5"	"国外"	"2.423"	"9"	"日本"	"5"	"4.33"	"14.44"	"0.261"	"--"	"I1I15747"	"--"	"绿"	"--"	"43.6"	"短"	"--"	"中紧"	"--"	"国外"	"13.0"	"15.4"	"淡黄"	"粳"	"--"	"9"	"0.80"	"32.74"	"1.60"	"4943"	"HS"	"中国农科院作物品种资源研究所"	"--"	"HUANG SU (1)"	"1.0"	"1.453"	"11.15"																																																																			
"2827"	"R"	"65.0"	"Gramineae(禾本科)"	"白糯(1)"	"146.5"	"1.82"	"淡黄"	"--"	"115"	"紫"	"5.400"	"16.8"	"24.7"	"HS"	"72.104"	"0.30"	"纺"	"2.492"	"1.004"	"--"	"国外"	"9"	"72.4"	"6.0"	"--"	"11.061"	"Setaria(狗尾草属)"	"00014686"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"6"	"国外"	"4.053"	"9"	"日本"	"5"	"3.00"	"16.43"	"0.366"	"--"	"I1I15748"	"--"	"绿"	"--"	"28.7"	"中长"	"--"	"中"	"--"	"国外"	"11.3"	"15.3"	"黄"	"粳"	"--"	"3"	"0.70"	"37.70"	"1.80"	"4944"	"HS"	"中国农科院作物品种资源研究所"	"--"	"BAI NUO (1)"	"1.0"	"1.546"	"8.47"																																																																			
"2828"	"R"	"40.0"	"Gramineae(禾本科)"	"晚赤"	"163.8"	"2.01"	"白"	"--"	"108"	"紫"	"5.607"	"21.0"	"27.6"	"HS"	"71.424"	"0.33"	"纺"	"2.616"	"0.912"	"--"	"国外"	"9"	"66.0"	"5.6"	"--"	"11.295"	"Setaria(狗尾草属)"	"00014687"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"5"	"国外"	"3.779"	"9"	"日本"	"5"	"3.78"	"16.89"	"0.299"	"--"	"I1I15749"	"--"	"绿"	"--"	"28.3"	"中短"	"--"	"中"	"--"	"国外"	"13.5"	"15.3"	"黄"	"粳"	"--"	"3"	"0.70"	"24.47"	"1.80"	"4945"	"HS"	"中国农科院作物品种资源研究所"	"--"	"WAN CHI"	"1.3"	"1.923"	"8.79"																																																																			
"2829"	"S"	"10.0"	"Gramineae(禾本科)"	"一白"	"124.8"	"1.87"	"白"	"--"	"122"	"紫"	"5.228"	"20.3"	"25.0"	"--"	"70.694"	"0.31"	"纺"	"1.724"	"0.894"	"--"	"国外"	"--"	"87.7"	"37.1"	"--"	"18.543"	"Setaria(狗尾草属)"	"00014688"	"Setaria italica (L.) Beauv.(谷子)"	"R"	"1"	"国外"	"--"	"9"	"日本"	"5"	"4.11"	"16.56"	"0.221"	"--"	"I1I15750"	"55.56"	"绿"	"--"	"42.2"	"中"	"--"	"紧"	"--"	"国外"	"15.5"	"18.0"	"白"	"糯"	"--"	"7"	"0.60"	"42.74"	"1.40"	"4946"	"HS"	"中国农科院作物品种资源研究所"	"--"	"YI BAI"	"1.3"	"0.140"	"8.44"																																																																			
"2830"	"S"	"25.0"	"Gramineae(禾本科)"	"赤粟"	"129.1"	"1.76"	"黄"	"--"	"120"	"红"	"6.188"	"20.8"	"18.0"	"--"	"68.250"	"0.31"	"纺"	"2.397"	"1.000"	"--"	"国外"	"--"	"84.0"	"45.0"	"--"	"12.470"	"Setaria(狗尾草属)"	"00014689"	"Setaria italica (L.) Beauv.(谷子)"	"MR"	"1"	"国外"	"4.196"	"9"	"日本"	"3"	"3.47"	"17.77"	"0.414"	"--"	"I1I15751"	"68.75"	"绿"	"--"	"32.5"	"长"	"--"	"紧"	"--"	"国外"	"14.0"	"13.9"	"红"	"粳"	"--"	"7"	"0.70"	"36.34"	"1.80"	"4947"	"HS"	"中国农科院作物品种资源研究所"	"--"	"CHI SU"	"1.0"	"2.281"	"10.19"																																																																			
"2831"	"M"	"25.0"	"Gramineae(禾本科)"	"羽二重"	"108.0"	"--"	"淡黄"	"--"	"111"	"绿"	"--"	"15.4"	"20.5"	"--"	"--"	"--"	"圆、纺"	"--"	"--"	"--"	"国外"	"--"	"80.0"	"26.2"	"--"	"--"	"Setaria(狗尾草属)"	"00014690"	"Setaria italica (L.) Beauv.(谷子)"	"MR"	"1"	"国外"	"--"	"9"	"日本"	"4"	"--"	"--"	"--"	"--"	"I1I13467"	"--"	"绿"	"--"	"20.0"	"中"	"--"	"中"	"--"	"国外"	"9.0"	"11.0"	"黄"	"粳"	"--"	"5"	"0.40"	"--"	"2.21"	"4948"	"HS"	"中国农科院作物品种资源研究所"	"--"	"YU ER ZHONG"	"1.0"	"--"	"--"																																																																			
"2832"	"M"	"25.0"	"Gramineae(禾本科)"	"赤糯"	"122.9"	"1.79"	"淡黄"	"--"	"113"	"紫"	"--"	"18.5"	"21.3"	"--"	"--"	"0.33"	"纺、齐"	"--"	"--"	"--"	"国外"	"--"	"80.3"	"11.9"	"--"	"--"	"Setaria(狗尾草属)"	"00014691"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"1"	"国外"	"--"	"7"	"日本"	"5"	"3.93"	"18.18"	"--"	"--"	"I1I15752"	"23.33"	"绿"	"--"	"28.0"	"短"	"--"	"松"	"--"	"国外"	"8.8"	"14.6"	"红"	"糯"	"--"	"5"	"0.50"	"--"	"1.90"	"4949"	"S"	"中国农科院作物品种资源研究所"	"--"	"CHI NUO"	"1.9"	"--"	"--"																																																																			
"2833"	"S"	"40.0"	"Gramineae(禾本科)"	"吉利"	"135.1"	"--"	"黄"	"--"	"113"	"绿"	"5.241"	"25.0"	"29.9"	"HS"	"71.699"	"--"	"纺"	"2.455"	"0.948"	"--"	"国外"	"9"	"70.3"	"31.6"	"--"	"12.825"	"Setaria(狗尾草属)"	"00014692"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"4"	"国外"	"3.941"	"9"	"日本"	"5"	"--"	"--"	"0.406"	"--"	"I1I15753"	"--"	"绿"	"--"	"48.0"	"长"	"--"	"中松"	"--"	"国外"	"17.5"	"15.1"	"淡黄"	"粳"	"--"	"7"	"0.70"	"32.41"	"1.80"	"4950"	"HS"	"中国农科院作物品种资源研究所"	"--"	"JI LI"	"3.4"	"1.324"	"7.51"																																																																			
"2834"	"M"	"40.0"	"Gramineae(禾本科)"	"早生粟"	"131.8"	"2.31"	"黄"	"--"	"118"	"绿"	"--"	"23.6"	"28.3"	"--"	"--"	"0.30"	"纺"	"--"	"--"	"--"	"国外"	"--"	"77.0"	"22.5"	"--"	"--"	"Setaria(狗尾草属)"	"00014693"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"1"	"国外"	"--"	"9"	"日本"	"5"	"2.60"	"13.00"	"--"	"--"	"I1I15754"	"--"	"绿"	"--"	"33.3"	"中短"	"--"	"松"	"--"	"国外"	"14.2"	"14.8"	"黄"	"粳"	"--"	"5"	"0.60"	"--"	"2.00"	"4951"	"HS"	"中国农科院作物品种资源研究所"	"--"	"ZAO SHENG SU"	"1.2"	"--"	"--"																																																																			
"2835"	"S"	"--"	"Gramineae(禾本科)"	"熊本地磨1号"	"121.5"	"--"	"淡黄"	"--"	"121"	"红"	"3.159"	"24.3"	"27.2"	"--"	"70.646"	"--"	"圆"	"2.361"	"0.696"	"--"	"国外"	"--"	"88.5"	"44.2"	"--"	"11.609"	"Setaria(狗尾草属)"	"00014694"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"5"	"国外"	"4.009"	"7"	"日本"	"5"	"--"	"--"	"0.646"	"--"	"I1I13468"	"--"	"绿"	"--"	"42.1"	"中长"	"--"	"紧"	"--"	"国外"	"4.6"	"17.5"	"淡黄"	"粳"	"--"	"7"	"1.00"	"46.56"	"2.27"	"4952"	"S"	"中国农科院作物品种资源研究所"	"--"	"XIONG BEN DI MO 1 HAO"	"1.8"	"1.855"	"9.43"																																																																			
"2836"	"S"	"40.0"	"Gramineae(禾本科)"	"昭和糯"	"120.4"	"1.86"	"白"	"--"	"119"	"绿"	"6.781"	"36.0"	"21.0"	"--"	"70.570"	"0.26"	"猫足"	"1.990"	"1.022"	"--"	"国外"	"--"	"85.5"	"42.0"	"--"	"11.242"	"Setaria(狗尾草属)"	"00014695"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"5"	"国外"	"5.205"	"9"	"日本"	"4"	"4.67"	"14.06"	"1.154"	"--"	"I1I13469"	"--"	"绿"	"--"	"75.0"	"中"	"--"	"中"	"--"	"国外"	"20.0"	"16.8"	"白"	"糯"	"--"	"7"	"0.90"	"39.39"	"2.81"	"4953"	"HS"	"中国农科院作物品种资源研究所"	"--"	"ZHAO HE NUO"	"2.2"	"1.852"	"8.99"																																																																			
"2837"	"M"	"25.0"	"Gramineae(禾本科)"	"熊本国分2号"	"128.3"	"2.36"	"黄"	"--"	"123"	"绿"	"--"	"33.0"	"22.8"	"--"	"--"	"0.27"	"圆"	"--"	"--"	"--"	"国外"	"--"	"87.3"	"13.3"	"--"	"--"	"Setaria(狗尾草属)"	"00014696"	"Setaria italica (L.) Beauv.(谷子)"	"MR"	"5"	"国外"	"--"	"9"	"日本"	"5"	"4.40"	"11.55"	"--"	"--"	"I1I13470"	"--"	"绿"	"--"	"60.5"	"无"	"--"	"紧"	"--"	"国外"	"14.0"	"17.2"	"黄"	"粳"	"--"	"5"	"0.90"	"--"	"2.42"	"4954"	"HS"	"中国农科院作物品种资源研究所"	"--"	"XIONG BEN GUO FEN 2 HAO"	"1.7"	"--"	"--"																																																																			
"2838"	"S"	"--"	"Gramineae(禾本科)"	"岛原"	"105.5"	"1.96"	"黄"	"--"	"130"	"红"	"--"	"11.6"	"18.4"	"--"	"--"	"0.30"	"纺"	"--"	"--"	"--"	"国外"	"--"	"94.0"	"33.3"	"--"	"--"	"Setaria(狗尾草属)"	"00014697"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"1"	"国外"	"--"	"9"	"日本"	"5"	"4.22"	"15.33"	"--"	"--"	"I1I15755"	"10.70"	"绿"	"--"	"40.5"	"短"	"--"	"中"	"--"	"国外"	"6.7"	"16.7"	"淡黄"	"糯"	"--"	"7"	"1.10"	"--"	"2.00"	"4955"	"HS"	"中国农科院作物品种资源研究所"	"--"	"DAO YUAN"	"1.0"	"--"	"--"																																																																			
"2839"	"M"	"25.0"	"Gramineae(禾本科)"	"国分"	"129.6"	"1.80"	"淡黄"	"--"	"123"	"淡红"	"5.290"	"14.5"	"21.8"	"--"	"72.580"	"0.26"	"纺"	"1.514"	"0.884"	"--"	"国外"	"--"	"87.8"	"25.0"	"--"	"17.861"	"Setaria(狗尾草属)"	"00014698"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"3"	"国外"	"--"	"9"	"日本"	"4"	"4.44"	"13.78"	"0.463"	"--"	"I1I15756"	"--"	"绿"	"--"	"35.0"	"中短"	"--"	"紧"	"--"	"国外"	"1.5"	"15.8"	"黄"	"糯"	"--"	"5"	"0.90"	"31.73"	"2.10"	"4956"	"HS"	"中国农科院作物品种资源研究所"	"--"	"GUO FEN"	"1.0"	"0.315"	"7.51"																																																																			
"2840"	"HS"	"25.0"	"Gramineae(禾本科)"	"团子糯1"	"147.9"	"1.91"	"黄"	"--"	"115"	"紫"	"6.393"	"20.8"	"23.1"	"HS"	"67.921"	"0.27"	"齐"	"2.188"	"0.898"	"--"	"国外"	"9"	"64.3"	"57.9"	"--"	"14.783"	"Setaria(狗尾草属)"	"00014699"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"4"	"国外"	"4.742"	"9"	"日本"	"3"	"4.44"	"14.11"	"0.305"	"--"	"I1I15757"	"--"	"绿"	"--"	"21.3"	"短"	"--"	"中松"	"--"	"国外"	"16.3"	"15.1"	"白"	"粳"	"--"	"9"	"0.60"	"28.79"	"2.80"	"4957"	"HS"	"中国农科院作物品种资源研究所"	"--"	"TUAN ZI NUO 1"	"1.7"	"1.011"	"9.07"																																																																			
"2841"	"M"	"40.0"	"Gramineae(禾本科)"	"御龙"	"133.9"	"2.23"	"黄"	"--"	"103"	"绿"	"--"	"18.0"	"30.4"	"--"	"--"	"0.31"	"纺"	"--"	"--"	"--"	"国外"	"--"	"58.5"	"22.0"	"--"	"--"	"Setaria(狗尾草属)"	"00014700"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"7"	"国外"	"--"	"9"	"日本"	"5"	"4.35"	"13.72"	"--"	"--"	"I1I13471"	"--"	"绿"	"--"	"23.5"	"中"	"--"	"紧"	"--"	"国外"	"12.5"	"12.9"	"黄"	"粳"	"--"	"5"	"0.80"	"--"	"3.81"	"4959"	"HS"	"中国农科院作物品种资源研究所"	"--"	"YU LONG"	"1.0"	"--"	"--"																																																																			
"2842"	"M"	"40.0"	"Gramineae(禾本科)"	"津轻早生"	"148.5"	"2.13"	"黄"	"--"	"101"	"紫"	"--"	"23.7"	"24.9"	"HS"	"--"	"0.30"	"纺"	"--"	"--"	"--"	"国外"	"9"	"64.3"	"26.7"	"--"	"--"	"Setaria(狗尾草属)"	"00014701"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"5"	"国外"	"--"	"9"	"日本"	"5"	"4.86"	"14.11"	"--"	"--"	"I1I14063"	"--"	"绿"	"--"	"25.5"	"短"	"--"	"松"	"--"	"国外"	"20.9"	"15.0"	"白"	"粳"	"--"	"5"	"0.60"	"--"	"2.63"	"4960"	"HS"	"中国农科院作物品种资源研究所"	"--"	"JIN QING ZAO SHENG"	"1.2"	"--"	"--"																																																																			
"2843"	"S"	"65.0"	"Gramineae(禾本科)"	"白粟"	"141.1"	"2.32"	"黄"	"--"	"105"	"紫"	"--"	"20.5"	"21.3"	"HS"	"--"	"0.32"	"齐"	"--"	"--"	"--"	"国外"	"9"	"66.5"	"39.0"	"--"	"--"	"Setaria(狗尾草属)"	"00014702"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"1"	"国外"	"--"	"9"	"日本"	"5"	"4.26"	"13.65"	"--"	"--"	"I1I13472"	"49.46"	"绿"	"--"	"23.0"	"短"	"--"	"松"	"--"	"国外"	"14.5"	"15.6"	"白"	"粳"	"--"	"7"	"0.80"	"--"	"2.80"	"4961"	"HS"	"中国农科院作物品种资源研究所"	"--"	"BAI SU"	"1.3"	"--"	"--"																																																																			
"2844"	"HS"	"40.0"	"Gramineae(禾本科)"	"白色种"	"150.3"	"2.19"	"黄"	"--"	"108"	"绿"	"--"	"17.5"	"26.7"	"--"	"--"	"0.30"	"纺"	"--"	"--"	"--"	"国外"	"--"	"68.5"	"61.6"	"--"	"--"	"Setaria(狗尾草属)"	"00014703"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"7"	"国外"	"--"	"9"	"日本"	"5"	"4.07"	"13.84"	"--"	"--"	"I1I13473"	"--"	"绿"	"--"	"27.0"	"短"	"--"	"紧"	"--"	"国外"	"11.3"	"16.7"	"白"	"粳"	"--"	"9"	"0.70"	"--"	"2.82"	"4962"	"HS"	"中国农科院作物品种资源研究所"	"--"	"BAI SE ZHONG"	"2.6"	"--"	"--"																																																																			
"2845"	"R"	"25.0"	"Gramineae(禾本科)"	"羽根泽"	"152.5"	"1.84"	"黄"	"--"	"100"	"红"	"5.555"	"24.3"	"31.9"	"HS"	"72.010"	"0.28"	"纺"	"2.195"	"0.926"	"--"	"国外"	"9"	"67.0"	"8.8"	"--"	"16.754"	"Setaria(狗尾草属)"	"00014704"	"Setaria italica (L.) Beauv.(谷子)"	"MR"	"1"	"国外"	"--"	"9"	"日本"	"5"	"3.78"	"15.22"	"0.407"	"--"	"I1I15758"	"38.74"	"绿"	"--"	"34.0"	"短"	"--"	"松"	"--"	"国外"	"16.4"	"15.8"	"黄"	"粳"	"--"	"3"	"0.80"	"19.69"	"2.40"	"4963"	"HS"	"中国农科院作物品种资源研究所"	"--"	"YU GEN ZE"	"1.1"	"1.628"	"7.24"																																																																			
