"id"	"白发病抗性"	"谷锈严重度"	"科名"	"品种名称"	"主茎长度"	"赖氨占蛋白"	"米色"	"蝇被害指数"	"生育期"	"幼苗鞘色"	"VB1"	"单株穗重"	"主穗长度"	"玉米螟抗性"	"脂肪酸182"	"赖氨占样品"	"穗型"	"脂肪酸183"	"VB2"	"分蘖数"	"省"	"玉米螟级别"	"抽穗日数"	"白发病病率"	"东经"	"脂肪酸181"	"属名"	"统一编号"	"学名"	"谷锈反应型"	"谷瘟病级别"	"区"	"脂肪酸180"	"蝇抗性级别"	"原产地"	"抗旱性"	"粗脂肪"	"粗蛋白"	"硒"	"北纬"	"库编号"	"黑穗病率"	"幼苗叶色"	"蝇被害株率"	"单株秆重"	"刺毛长度"	"线虫病指"	"穗松紧"	"谷瘟病抗性"	"样品类型"	"单株粒重"	"主茎节数"	"粒色"	"粳糯性"	"备注"	"白发病病级"	"主茎直径"	"VE"	"千粒重"	"单位编号"	"粟芒蝇评价"	"保存单位"	"高程"	"译名"	"一株茎数"	"脂肪酸200"	"脂肪酸160"	"穗形"	"叶锈反应型"	"直链淀粉"	"生育日数"	"穗柄长"	"耐涝性"	"米香"	"双穗率"	"用途"	"赤霉病病穗"	"白背飞虱"	"支链淀粉"	"锤度"	"条锈反应型"	"籼粳"	"爆裂率"	"来源地"	"秆锈严重度"	"苗瘟"	"芽期抗寒"	"分蘖性"	"芒"	"苗期耐旱"	"蛋氨酸"	"耐瘠性"	"田间抗寒性"	"精米率"	"花生稀酸"	"总淀粉"	"秆锈反应型"	"长宽比"	"丝黑穗病率"	"灌浆抗寒性"	"穗粒数"	"出穗期"	"大斑评价"	"水份"	"壳色"	"颖尖色"	"丙氨酸"	"保存编号"	"沉淀值"	"早中晚"	"田间大斑病"	"颖壳包皮度"	"赤霉病抗性"	"保存单位_2"	"主茎叶片数"	"省编号"	"白粉反应型"	"纹枯病"	"α生育酚"	"幼苗色"	"冬春性"	"颖尖弯直"	"田间小斑病"	"倒伏性"	"赤霉病病指"	"方法及组合"	"熟期抗寒性"	"引入时间"	"育成年限"	"芒长"	"田间黑粉病"	"苗期抗寒性"	"根腐穗病级"	"糙米率"
"33"	"M"	"--"	"Gramineae(禾本科)"	"糟皮"	"129.4"	"2.26"	"黄"	"--"	"105"	"绿"	"--"	"12.1"	"14.4"	"--"	"--"	"0.37"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"25.2"	"12451"	"--"	"Setaria(狗尾草属)"	"00000033"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"9"	"东北平原"	"--"	"--"	"纳河"	"3"	"3.38"	"16.40"	"--"	"4829"	"I1I12512"	"--"	"绿"	"--"	"12.2"	"中"	"--"	"紧"	"HS"	"地方"	"10.6"	"11.3"	"黄"	"粳"	"--"	"5"	"--"	"--"	"2.60"	"1086"	"--"	"黑龙江克山农科所"	"--"	"ZAO PI"	"--"	"--"	"--"																																																																			
"34"	"M"	"--"	"Gramineae(禾本科)"	"水里站"	"132.2"	"2.60"	"黄"	"--"	"105"	"紫"	"--"	"12.6"	"16.8"	"--"	"--"	"0.35"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"27.6"	"12630"	"--"	"Setaria(狗尾草属)"	"00000034"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"6"	"东北平原"	"--"	"--"	"北安"	"4"	"3.73"	"13.44"	"--"	"4814"	"I1I01915"	"--"	"绿"	"--"	"14.4"	"中"	"--"	"中"	"S"	"地方"	"9.2"	"11.8"	"淡黄"	"粳"	"--"	"5"	"--"	"--"	"2.20"	"1111"	"--"	"黑龙江克山农科所"	"270"	"SHUI LI ZHAN"	"--"	"--"	"--"																																																																			
"35"	"M"	"--"	"Gramineae(禾本科)"	"克系三十二"	"128.4"	"2.19"	"黄"	"--"	"103"	"绿"	"--"	"11.8"	"14.0"	"--"	"--"	"0.32"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"16.9"	"12553"	"--"	"Setaria(狗尾草属)"	"00000035"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"6"	"东北平原"	"--"	"--"	"克山"	"2"	"5.10"	"14.59"	"--"	"4803"	"I1I01916"	"--"	"绿"	"--"	"15.0"	"短"	"--"	"紧"	"S"	"地方"	"10.0"	"10.8"	"黄"	"粳"	"--"	"5"	"--"	"--"	"3.00"	"1112"	"--"	"黑龙江克山农科所"	"228"	"KE XI SAN SHI ER"	"--"	"--"	"--"																																																																			
"36"	"M"	"--"	"Gramineae(禾本科)"	"黄沙谷"	"118.4"	"2.05"	"--"	"--"	"104"	"绿"	"--"	"10.4"	"15.8"	"--"	"--"	"0.36"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"18.5"	"12658"	"--"	"Setaria(狗尾草属)"	"00000036"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"8"	"东北平原"	"--"	"--"	"海伦"	"3"	"3.88"	"17.54"	"--"	"4726"	"I1I12513"	"--"	"绿"	"--"	"9.5"	"中"	"--"	"紧"	"HS"	"地方"	"9.8"	"10.4"	"黄"	"粳"	"--"	"5"	"--"	"--"	"2.20"	"1113"	"--"	"黑龙江克山农科所"	"239"	"HUANG SHA GU"	"--"	"--"	"--"																																																																			
"37"	"S"	"--"	"Gramineae(禾本科)"	"白沙谷"	"116.2"	"1.52"	"黄"	"--"	"105"	"绿"	"--"	"10.4"	"16.4"	"--"	"--"	"0.28"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"36.7"	"12451"	"--"	"Setaria(狗尾草属)"	"00000037"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"8"	"东北平原"	"--"	"--"	"纳河"	"4"	"4.77"	"18.40"	"--"	"4829"	"I1I01917"	"--"	"绿"	"--"	"8.2"	"中"	"--"	"紧"	"HS"	"地方"	"8.0"	"10.8"	"淡黄"	"粳"	"--"	"7"	"--"	"--"	"2.60"	"1115"	"--"	"黑龙江克山农科所"	"--"	"BAI SHA GU"	"--"	"--"	"--"																																																																			
"38"	"M"	"--"	"Gramineae(禾本科)"	"黄谷"	"110.2"	"1.85"	"黄"	"--"	"102"	"紫"	"--"	"6.3"	"8.8"	"--"	"--"	"0.32"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"15.6"	"12513"	"--"	"Setaria(狗尾草属)"	"00000038"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"5"	"东北平原"	"--"	"--"	"嫩江"	"5"	"4.26"	"17.11"	"--"	"4910"	"I1I01918"	"--"	"绿"	"--"	"5.0"	"中"	"--"	"紧"	"M"	"地方"	"4.2"	"8.2"	"深黄"	"粳"	"--"	"5"	"--"	"--"	"2.40"	"1134"	"--"	"黑龙江克山农科所"	"225"	"HUANG GU"	"--"	"--"	"--"																																																																			
"39"	"M"	"--"	"Gramineae(禾本科)"	"黄粘谷"	"103.8"	"2.20"	"黄"	"--"	"105"	"紫"	"--"	"6.2"	"11.2"	"--"	"--"	"0.38"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"26.3"	"12451"	"--"	"Setaria(狗尾草属)"	"00000039"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"8"	"东北平原"	"--"	"--"	"纳河"	"3"	"3.36"	"17.25"	"--"	"4829"	"I1I17720"	"--"	"绿"	"--"	"4.5"	"中"	"--"	"紧"	"HS"	"地方"	"5.0"	"8.0"	"白黄"	"粳"	"--"	"5"	"--"	"--"	"2.50"	"1136"	"--"	"黑龙江克山农科所"	"--"	"HUANG ZHAN GU"	"--"	"--"	"--"																																																																			
"40"	"M"	"--"	"Gramineae(禾本科)"	"勾根红"	"123.0"	"2.07"	"黄"	"--"	"105"	"紫"	"--"	"9.3"	"11.8"	"--"	"--"	"0.38"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"28.4"	"12729"	"--"	"Setaria(狗尾草属)"	"00000040"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"8"	"东北平原"	"--"	"--"	"庆安"	"5"	"3.18"	"18.33"	"--"	"4653"	"I1I12514"	"--"	"绿"	"--"	"9.3"	"长"	"--"	"紧"	"HS"	"地方"	"6.8"	"9.6"	"白黄"	"粳"	"--"	"5"	"--"	"--"	"2.80"	"1154"	"--"	"黑龙江克山农科所"	"198"	"GOU GEN HONG"	"--"	"--"	"--"																																																																			
"41"	"S"	"--"	"Gramineae(禾本科)"	"糟皮"	"122.0"	"1.95"	"黄"	"--"	"101"	"紫"	"--"	"9.4"	"16.0"	"--"	"--"	"0.28"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"40.3"	"12630"	"--"	"Setaria(狗尾草属)"	"00000041"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"东北平原"	"--"	"--"	"北安"	"4"	"4.84"	"14.35"	"--"	"4814"	"I1I01919"	"--"	"绿"	"--"	"8.4"	"短"	"--"	"紧"	"S"	"地方"	"8.0"	"9.6"	"黄"	"粳"	"--"	"7"	"--"	"--"	"3.20"	"1156"	"--"	"黑龙江克山农科所"	"270"	"ZAO PI"	"--"	"--"	"--"																																																																			
"42"	"M"	"--"	"Gramineae(禾本科)"	"黄沙谷"	"115.0"	"2.24"	"黄"	"--"	"105"	"紫"	"--"	"7.2"	"13.8"	"--"	"--"	"0.31"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"19.8"	"12615"	"--"	"Setaria(狗尾草属)"	"00000042"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"东北平原"	"--"	"--"	"克东"	"3"	"3.32"	"13.87"	"--"	"4802"	"I1I12515"	"--"	"绿"	"--"	"4.8"	"短"	"--"	"紧"	"S"	"地方"	"6.2"	"9.4"	"黄"	"粳"	"--"	"5"	"--"	"--"	"3.00"	"1161"	"--"	"黑龙江克山农科所"	"370"	"HUANG SHA GU"	"--"	"--"	"--"																																																																			
"43"	"M"	"--"	"Gramineae(禾本科)"	"刀把齐"	"114.8"	"2.37"	"白黄"	"--"	"105"	"绿"	"--"	"10.0"	"9.2"	"--"	"--"	"0.32"	"圆筒形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"28.6"	"12606"	"--"	"Setaria(狗尾草属)"	"00000043"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"东北平原"	"--"	"--"	"拜泉"	"3"	"3.97"	"13.48"	"--"	"4736"	"I1I01920"	"--"	"绿"	"--"	"8.6"	"短"	"--"	"紧"	"S"	"地方"	"8.2"	"10.0"	"黄"	"粳"	"--"	"5"	"--"	"--"	"3.00"	"1168"	"--"	"黑龙江克山农科所"	"131"	"DAO BA QI"	"--"	"--"	"--"																																																																			
"44"	"M"	"--"	"Gramineae(禾本科)"	"当地种"	"135.6"	"2.52"	"黄"	"--"	"105"	"绿"	"--"	"10.8"	"15.4"	"--"	"--"	"0.40"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"18.3"	"12513"	"--"	"Setaria(狗尾草属)"	"00000044"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"6"	"东北平原"	"--"	"--"	"嫩江"	"4"	"3.12"	"15.84"	"--"	"4910"	"I1I12516"	"--"	"绿"	"--"	"12.4"	"短"	"--"	"紧"	"S"	"地方"	"9.0"	"11.2"	"黄"	"粳"	"--"	"5"	"--"	"--"	"2.90"	"1169"	"--"	"黑龙江克山农科所"	"225"	"DANG DI ZHONG"	"--"	"--"	"--"																																																																			
"45"	"M"	"--"	"Gramineae(禾本科)"	"黄沙谷"	"132.2"	"2.32"	"黄"	"--"	"104"	"紫"	"--"	"15.0"	"15.4"	"--"	"--"	"0.36"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"22.9"	"12606"	"--"	"Setaria(狗尾草属)"	"00000045"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"5"	"东北平原"	"--"	"--"	"拜泉"	"3"	"2.88"	"15.51"	"--"	"4736"	"I1I12517"	"--"	"绿"	"--"	"12.2"	"中"	"--"	"紧"	"M"	"地方"	"12.6"	"10.4"	"淡黄"	"粳"	"--"	"5"	"--"	"--"	"3.00"	"1189"	"--"	"黑龙江克山农科所"	"131"	"HUANG SHA GU"	"--"	"--"	"--"																																																																			
"46"	"M"	"--"	"Gramineae(禾本科)"	"黄谷"	"114.2"	"--"	"黄"	"--"	"102"	"紫"	"--"	"10.0"	"12.2"	"--"	"--"	"--"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"11.8"	"12513"	"--"	"Setaria(狗尾草属)"	"00000046"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"东北平原"	"--"	"--"	"嫩江"	"--"	"--"	"--"	"--"	"4910"	"I1I01921"	"--"	"紫"	"--"	"7.4"	"短"	"--"	"紧"	"S"	"地方"	"8.6"	"9.8"	"深黄"	"粳"	"--"	"5"	"--"	"--"	"3.00"	"1202"	"--"	"黑龙江克山农科所"	"225"	"HUANG GU"	"--"	"--"	"--"																																																																			
"47"	"S"	"--"	"Gramineae(禾本科)"	"大糟皮"	"112.8"	"2.19"	"淡黄"	"--"	"105"	"紫"	"--"	"9.8"	"9.2"	"--"	"--"	"0.36"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"47.9"	"12658"	"--"	"Setaria(狗尾草属)"	"00000047"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"东北平原"	"--"	"--"	"海伦"	"3"	"2.90"	"15.34"	"--"	"4726"	"I1I12518"	"--"	"绿"	"--"	"7.4"	"短"	"--"	"紧"	"S"	"地方"	"8.0"	"9.2"	"黄"	"粳"	"--"	"7"	"--"	"--"	"2.70"	"1203"	"--"	"黑龙江克山农科所"	"239"	"DA ZAO PI"	"--"	"--"	"--"																																																																			
"48"	"M"	"--"	"Gramineae(禾本科)"	"黄沙谷"	"112.2"	"2.37"	"黄"	"--"	"103"	"绿"	"--"	"6.3"	"14.6"	"--"	"--"	"0.34"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"29.4"	"12553"	"--"	"Setaria(狗尾草属)"	"00000048"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"9"	"东北平原"	"--"	"--"	"克山"	"4"	"4.62"	"14.36"	"--"	"4803"	"I1I12519"	"--"	"绿"	"--"	"5.2"	"短"	"--"	"紧"	"HS"	"选育"	"5.1"	"8.0"	"黄"	"粳"	"--"	"5"	"--"	"--"	"2.40"	"1205"	"--"	"黑龙江克山农科所"	"228"	"HUANG SHA GU"	"--"	"--"	"--"																																																																			
"49"	"M"	"--"	"Gramineae(禾本科)"	"勾根"	"113.4"	"2.41"	"黄"	"--"	"104"	"绿"	"--"	"11.2"	"12.6"	"--"	"--"	"0.37"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"15.7"	"12615"	"--"	"Setaria(狗尾草属)"	"00000049"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"6"	"东北平原"	"--"	"--"	"克东"	"3"	"3.22"	"15.33"	"--"	"4802"	"I1I12520"	"--"	"绿"	"--"	"12.0"	"短"	"--"	"紧"	"S"	"地方"	"10.8"	"10.0"	"黄"	"粳"	"--"	"5"	"--"	"--"	"2.80"	"1217"	"--"	"黑龙江克山农科所"	"370"	"GOU GEN"	"--"	"--"	"--"																																																																			
"50"	"S"	"--"	"Gramineae(禾本科)"	"毛大力"	"117.0"	"1.61"	"黄"	"--"	"105"	"--"	"--"	"11.6"	"14.6"	"--"	"--"	"0.30"	"圆筒形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"33.7"	"12658"	"--"	"Setaria(狗尾草属)"	"00000050"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"东北平原"	"--"	"--"	"海伦"	"3"	"4.17"	"18.66"	"--"	"4726"	"I1I01922"	"--"	"--"	"--"	"7.6"	"中"	"--"	"中"	"S"	"地方"	"9.4"	"10.2"	"淡黄"	"粳"	"--"	"7"	"--"	"--"	"2.90"	"1225"	"--"	"黑龙江克山农科所"	"239"	"MAO DA LI"	"--"	"--"	"--"																																																																			
"51"	"M"	"--"	"Gramineae(禾本科)"	"尖头谷"	"118.6"	"1.99"	"黄"	"--"	"101"	"绿"	"--"	"10.6"	"10.4"	"--"	"--"	"0.34"	"棍棒形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"15.0"	"12513"	"--"	"Setaria(狗尾草属)"	"00000051"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"6"	"东北平原"	"--"	"--"	"嫩江"	"5"	"5.02"	"17.05"	"--"	"4910"	"I1I12521"	"40.58"	"紫"	"--"	"6.2"	"短"	"--"	"紧"	"S"	"地方"	"8.7"	"8.4"	"淡黄"	"粳"	"--"	"5"	"--"	"--"	"3.20"	"1235"	"--"	"黑龙江克山农科所"	"225"	"JIAN TOU GU"	"--"	"--"	"--"																																																																			
"52"	"S"	"--"	"Gramineae(禾本科)"	"大青苗"	"119.2"	"2.07"	"黄"	"--"	"105"	"绿"	"--"	"11.8"	"15.4"	"--"	"--"	"0.34"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"30.6"	"12451"	"--"	"Setaria(狗尾草属)"	"00000052"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"东北平原"	"--"	"--"	"纳河"	"3"	"3.28"	"16.40"	"--"	"4829"	"I1I01923"	"--"	"绿"	"--"	"7.8"	"短"	"--"	"紧"	"S"	"地方"	"10.0"	"10.0"	"黄"	"粳"	"--"	"7"	"--"	"--"	"2.60"	"1058"	"--"	"黑龙江克山农科所"	"--"	"DA QING MIAO"	"--"	"--"	"--"																																																																			
"53"	"S"	"--"	"Gramineae(禾本科)"	"红粘谷"	"103.0"	"2.12"	"黄"	"--"	"102"	"绿"	"--"	"8.0"	"10.2"	"--"	"--"	"0.38"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"33.7"	"12630"	"--"	"Setaria(狗尾草属)"	"00000053"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"东北平原"	"--"	"--"	"北安"	"4"	"3.58"	"17.90"	"--"	"4814"	"I1I12522"	"--"	"绿"	"--"	"6.2"	"中"	"--"	"紧"	"S"	"地方"	"6.8"	"9.6"	"黄"	"粳"	"--"	"7"	"--"	"--"	"3.00"	"1129"	"--"	"黑龙江克山农科所"	"270"	"HONG ZHAN GU"	"--"	"--"	"--"																																																																			
"54"	"--"	"--"	"Gramineae(禾本科)"	"克育2号"	"--"	"2.12"	"--"	"--"	"100"	"淡紫"	"--"	"--"	"19.4"	"--"	"--"	"0.38"	"圆筒形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"12553"	"--"	"Setaria(狗尾草属)"	"00000054"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"东北平原"	"--"	"--"	"克山"	"--"	"3.58"	"17.90"	"--"	"4803"	"--"	"--"	"绿"	"--"	"--"	"短"	"--"	"紧"	"--"	"选育"	"--"	"--"	"--"	"粳"	"--"	"--"	"--"	"--"	"2.90"	"--"	"--"	"黑龙江克山农科所"	"228"	"KE YU 2 HAO"	"--"	"--"	"--"																																																																			
"55"	"--"	"--"	"Gramineae(禾本科)"	"克育17号"	"120.0"	"--"	"--"	"--"	"90"	"--"	"--"	"--"	"13.0"	"--"	"--"	"--"	"棍棒形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"12553"	"--"	"Setaria(狗尾草属)"	"00000055"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"东北平原"	"--"	"--"	"克山"	"--"	"--"	"--"	"--"	"4803"	"--"	"--"	"绿"	"--"	"--"	"--"	"--"	"紧"	"--"	"选育"	"--"	"--"	"深黄"	"粳"	"--"	"--"	"--"	"--"	"2.30"	"--"	"--"	"黑龙江克山农科所"	"228"	"KE YU 17 HAO"	"--"	"--"	"--"																																																																			
"56"	"M"	"--"	"Gramineae(禾本科)"	"红苗"	"138.2"	"2.00"	"黄"	"--"	"110"	"紫"	"--"	"10.6"	"15.2"	"--"	"--"	"0.32"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"21.4"	"12658"	"--"	"Setaria(狗尾草属)"	"00000056"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"6"	"东北平原"	"--"	"--"	"海伦"	"3"	"4.06"	"16.00"	"--"	"4726"	"I1I01924"	"--"	"紫"	"--"	"14.8"	"中"	"--"	"中"	"S"	"地方"	"8.2"	"11.8"	"黄"	"粳"	"--"	"5"	"--"	"--"	"2.20"	"1001"	"--"	"黑龙江克山农科所"	"239"	"HONG MIAO"	"--"	"--"	"--"																																																																			
"57"	"S"	"--"	"Gramineae(禾本科)"	"糟皮"	"108.4"	"2.12"	"黄"	"--"	"109"	"绿"	"--"	"10.2"	"14.4"	"--"	"--"	"0.40"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"45.3"	"12729"	"--"	"Setaria(狗尾草属)"	"00000057"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"8"	"东北平原"	"--"	"--"	"庆安"	"4"	"2.76"	"18.83"	"--"	"4653"	"I1I12523"	"--"	"绿"	"--"	"6.4"	"短"	"--"	"中"	"HS"	"地方"	"8.0"	"9.0"	"淡黄"	"粳"	"--"	"7"	"--"	"--"	"2.80"	"1002"	"--"	"黑龙江克山农科所"	"198"	"ZAO PI"	"--"	"--"	"--"																																																																			
"58"	"M"	"--"	"Gramineae(禾本科)"	"刀把齐"	"103.0"	"2.62"	"黄"	"--"	"108"	"绿"	"--"	"18.6"	"14.0"	"--"	"--"	"0.39"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"28.1"	"12451"	"--"	"Setaria(狗尾草属)"	"00000058"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"8"	"东北平原"	"--"	"--"	"纳河"	"3"	"2.76"	"14.89"	"--"	"4829"	"I1I01925"	"--"	"绿"	"--"	"11.6"	"中"	"--"	"中"	"HS"	"地方"	"16.4"	"11.6"	"淡黄"	"粳"	"--"	"5"	"--"	"--"	"2.90"	"1010"	"--"	"黑龙江克山农科所"	"--"	"DAO BA QI"	"--"	"--"	"--"																																																																			
"59"	"M"	"--"	"Gramineae(禾本科)"	"绳头谷"	"106.4"	"3.04"	"黄"	"--"	"106"	"绿"	"--"	"15.6"	"14.0"	"--"	"--"	"0.40"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"20.9"	"12633"	"--"	"Setaria(狗尾草属)"	"00000059"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"8"	"东北平原"	"--"	"--"	"黑龙江"	"4"	"2.88"	"13.16"	"--"	"4543"	"I1I12524"	"--"	"绿"	"--"	"10.6"	"中"	"--"	"中"	"HS"	"地方"	"13.8"	"11.8"	"淡黄"	"粳"	"--"	"5"	"--"	"--"	"3.10"	"1011"	"--"	"黑龙江克山农科所"	"125"	"SHENG TOU GU"	"--"	"--"	"--"																																																																			
"60"	"M"	"--"	"Gramineae(禾本科)"	"勾根红"	"--"	"2.27"	"黄"	"--"	"--"	"绿"	"--"	"14.4"	"--"	"--"	"--"	"0.35"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"16.8"	"12729"	"--"	"Setaria(狗尾草属)"	"00000060"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"8"	"东北平原"	"--"	"--"	"庆安"	"3"	"3.64"	"15.40"	"--"	"4653"	"I1I17721"	"--"	"绿"	"--"	"11.6"	"--"	"--"	"--"	"HS"	"地方"	"11.6"	"10.4"	"黄"	"粳"	"--"	"5"	"--"	"--"	"3.00"	"1012"	"--"	"黑龙江克山农科所"	"198"	"GOU GEN HONG"	"--"	"--"	"--"																																																																			
"61"	"M"	"--"	"Gramineae(禾本科)"	"大糟皮"	"106.0"	"1.96"	"淡黄"	"--"	"107"	"绿"	"--"	"15.6"	"--"	"--"	"--"	"0.34"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"16.6"	"12513"	"--"	"Setaria(狗尾草属)"	"00000061"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"东北平原"	"--"	"--"	"嫩江"	"3"	"3.50"	"17.32"	"--"	"4910"	"I1I01926"	"--"	"绿"	"--"	"12.6"	"--"	"--"	"--"	"S"	"地方"	"12.6"	"--"	"淡黄"	"粳"	"--"	"5"	"--"	"--"	"3.10"	"1013"	"--"	"黑龙江克山农科所"	"225"	"DA ZAO PI"	"--"	"--"	"--"																																																																			
"62"	"M"	"--"	"Gramineae(禾本科)"	"大红苗"	"119.4"	"1.78"	"黄"	"--"	"108"	"绿"	"--"	"9.2"	"12.6"	"--"	"--"	"0.29"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"20.3"	"12658"	"--"	"Setaria(狗尾草属)"	"00000062"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"东北平原"	"--"	"--"	"海伦"	"3"	"4.57"	"16.25"	"--"	"4726"	"I1I01927"	"--"	"绿"	"--"	"8.8"	"短"	"--"	"中"	"S"	"地方"	"7.2"	"9.6"	"淡黄"	"粳"	"--"	"5"	"--"	"--"	"2.30"	"1016"	"--"	"黑龙江克山农科所"	"239"	"DA HONG MIAO"	"--"	"--"	"--"																																																																			
"63"	"M"	"--"	"Gramineae(禾本科)"	"黄沙谷"	"116.0"	"2.68"	"淡黄"	"--"	"109"	"绿"	"--"	"7.4"	"11.4"	"--"	"--"	"0.40"	"圆筒形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"21.7"	"12633"	"--"	"Setaria(狗尾草属)"	"00000063"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"8"	"东北平原"	"--"	"--"	"黑龙江"	"3"	"3.31"	"14.92"	"--"	"4543"	"I1I12525"	"--"	"绿"	"--"	"7.2"	"短"	"--"	"紧"	"HS"	"地方"	"5.6"	"10.2"	"--"	"粳"	"--"	"5"	"--"	"--"	"2.10"	"1021"	"--"	"黑龙江克山农科所"	"125"	"HUANG SHA GU"	"--"	"--"	"--"																																																																			
"64"	"M"	"--"	"Gramineae(禾本科)"	"糟皮"	"84.0"	"--"	"黄"	"--"	"107"	"绿"	"--"	"10.2"	"12.6"	"--"	"--"	"--"	"圆锥形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"16.1"	"12553"	"--"	"Setaria(狗尾草属)"	"00000064"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"8"	"东北平原"	"--"	"--"	"克山"	"--"	"--"	"--"	"--"	"4803"	"I1I01928"	"--"	"绿"	"--"	"10.4"	"中"	"--"	"中"	"HS"	"地方"	"11.8"	"9.2"	"淡黄"	"粳"	"--"	"5"	"--"	"--"	"2.50"	"1025"	"--"	"黑龙江克山农科所"	"228"	"ZAO PI"	"--"	"--"	"--"																																																																			
"65"	"S"	"--"	"Gramineae(禾本科)"	"黄沙谷"	"108.4"	"2.04"	"淡黄"	"--"	"110"	"绿"	"--"	"15.0"	"12.8"	"--"	"--"	"0.31"	"纺锤形"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"31.9"	"12553"	"--"	"Setaria(狗尾草属)"	"00000065"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"东北平原"	"--"	"--"	"克山"	"2"	"3.96"	"15.22"	"--"	"4803"	"I1I01929"	"--"	"绿"	"--"	"11.0"	"中"	"--"	"中"	"--"	"地方"	"13.2"	"11.8"	"淡黄"	"粳"	"--"	"7"	"--"	"--"	"2.80"	"1027"	"--"	"黑龙江克山农科所"	"228"	"HUANG SHA GU"	"--"	"--"	"--"																																																																			
