"id"	"索引"	"标准编号"	"标准名称"	"发布日期"	"实施日期"	"标准类型"	"发布单位"	"起草单位"	"起草人"	"标准概述（300字以内）"	"全文"
"54"	"07efe5a9-bbda-43f7-b0a2-5e1d1abebb45"	"GB/T 23296.10-2009"	"食品接触材料高分子材料食品模拟物中对苯二甲酸的测定高效液相色谱法"	"2009/3/31 "	"2009/9/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局中国国家标准化管理委员会"	"中华人民共和国湖北出人境检验检疫局、中华人民共和国山西出人境检验检疫局、中国检验检疫科学研究院、中华人民共和国广西出人境检验检疫局"	"崔海容、宋欢、叶诚、陈志锋、郭坚、胡小钟、吕春秋、王鹏、付晓芳、徐新生、陈建华"	"本标准规定了食品模拟物中对苯二甲酸的高效液相色谱测定方法。"	" "
"55"	"081a65e5-643c-4da5-813f-65b84b8297c2"	"GB 15193.22-2014"	"食品安全国家标准 28天经口毒性试验"	"2014/12/24"	"2015/5/1 0"	"国家标准"	"中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准规定了实验动物28天经口毒性试验的基本试验方法和技术要求。本标准适用于评价受试物的短期毒性作用。"	" "
"56"	"082dab06-12e0-4997-ac9e-6d1c3d1e3c38"	"GB/T 17999.6"	"SPF鸡微生物学监测第6部分：SPF鸡酶联免疫吸附试验"	"2008/12/31"	"2009/5/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"中国农业科学院哈尔滨兽医研究所、中国动物卫生与流行病学中心、济南斯帕法斯家禽有限公司"	"曲连东、刘家森、韩凌霞、邵卫星、朱果、单忠芳、姜骞、司昌德、于海波、孟庆文、郭东春"	"GB/T  17999的本部分规定了酶联免疫吸附试验的技术要求。  "	" "
"57"	"082ea963-f944-490d-8989-c19c0b79ab48"	"GB/T 27623.2-2011"	"渔用抗菌药物药效试验技术规范第2部分：人工感染防治试验"	"2011/12/30"	"2012/4/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中国水产科学研究院黄海水产研究所"	"刘淇、李健、王群、戴芳钮。"	"GB/T  27623的本部分规定了渔用抗菌药物用于水生动物人工感染防治试验的实验材料、环境条件、操作步骤和试验结果的处理与报告。"	" "
"58"	"08434ff4-2af9-4284-a2f8-577b0c440d95"	"GB/T 20359"	"地理标志产品黄山贡菊"	"2006/5/25 "	"2006/10/1 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"安徽省款县质量技术监督局、安徽省款县农业委员会."	"毕小卫、孙小勇、王泰成、夏南生。"	"本标准规定了黄山贡菊的地理标志产品保护范围，术语和定义，生长环境、栽培和生产，分级与实物标准样，要求，试验方法，检验规则以及标志、标签、包装、运输和贮存。"	" "
"59"	"084440e0-95db-4e37-829b-2b165b3c6bca"	"GB/T 20194-2006"	"饲料中淀粉含量的测定旋光法"	"2006/2/24 "	"2006/7/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"国家饲料质量监督检验中心(武汉)"	"杨林、杨海鹏、刘小敏、何一帆、刘云香、高利红"	"本标准规定了饲料中淀粉含量的旋光测定法。"	" "
"60"	"0847c196-9e90-4a82-b661-f6fbe6df3695"	"GB/T 27534.3"	"畜禽遗传资源调查技术规范第3部分：牛"	"2011/11/21"	"2012/3/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"全国畜牧总站、农业部畜牧业司、中国农业科学院北京畜牧兽医研究所"	"王志刚、郑友民、刘丑生、许尚忠、关龙、张金松、邓兴照、孙秀柱"	"本标准规定了牛遗传资源调查的对象、方式、内容的基本准则。  "	" "
"61"	"086e2a22-1e16-48af-bb85-bf51ea550131"	"GB/T 5009.92-2003"	"食品中钙的测定"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国卫生部中国国家标准化管理委员会"	"中国预防医学科学院营养与食品卫生研究所"	"周兴汉、门建华、王光亚"	"本标准规定了用原子吸收分光光度法和滴定法测定食品中的钙。"	" "
"62"	"08dc1881-2057-43e1-9f2b-ecaddc7d14ea"	"GB/T 12729.2-2008"	"香辛料和调味品取样方法"	"2008/7/16 "	"2008/11/1 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中华全国供销合作总社南京野生植物综合利用研究院"	"陈仕荣、张卫明"	"GB/T  12729的本部分规定了香辛料和调味品的取样方法。"	" "
"63"	"092ce9a0-5e55-449b-8344-fbe0cecf9c5d"	"GB/T 18654.9-2008"	"养殖鱼类种质检验第9部分：含肉率测定"	"2006/7/31 "	"2008/11/1 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中国水产科学研究院长江水产研究所"	"周瑞琼、方耀林、邹世平"	"本标准代替GB/T  18654.9-2002  养殖鱼类种质检验  第9部分：含肉率测定（已作废）  "	" "
"64"	"0934f544-4ed2-4279-8c8c-c384adc3ff32"	"GB/T 5009.9-2008"	"食品中淀粉的测定"	"2008/12/3 "	"2009/3/1 0"	"国家标准"	"中华人民共和国卫生部,中国国家标准化管理委员会"	"中国疾病预防控制中心营养与食品安全所，北京疾病预防控制中心"	"扬大进，常迪，赵馨，吴国华，薛颖"	"本标准代替GB/T  5009.9-2003  食品中淀粉的测定,GB/T  16287-1996"	" "
"65"	"093cd568-d2b5-4ca0-a254-d4f51787fd74"	"GB 28401-2012"	"食品安全国家标准 食品添加剂 磷脂"	"2012/5/17 "	"2012/7/17 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于以大豆、葵花籽等植物油籽料或其加工副产物为主要原料，经脱水、脱杂、脱杂、脱色或脱脂等工序制得的食品添加剂磷脂。"	" "
"66"	"094629c4-d77f-487f-b276-055b916e33e0"	"GB/T 26427-2010"	"饲料中蜡样芽孢杆菌的检测"	"2011/1/14 "	"2011/7/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"广东省微生物分析检测中心"	"朱红惠、孙晓棠、羊宋贞、陈远良、张鲜妓。"	"本标准规定了饲料中蜡样芽孢杆菌的检验方法。"	" "
"67"	"096c9b22-77f1-4399-921c-c1f3772e69e6"	"GB/T 13879-1992"	"贮奶罐"	"1992/11/14"	"1993/7/15 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"机械电子工业部呼和浩特畜牧机械研究所"	"海玉荣"	"本标准规定了贮奶罐的技术要求、试验方法、检验规则及标志、包装运输、贮存要求。本标准适用于贮存冷却(一般冷却至4℃左右)的牛奶及液态奶制品的贮奶罐"	" "
"68"	"098d3dfe-1c90-4457-a6f5-91c8e7c1a777"	"GB 29951-2013"	"食品安全国家标准 食品添加剂 柠檬酸脂肪酸甘油酯"	"2013/11/29"	"2014/6/1 0"	"国家标准"	"中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准适用于由甘油与柠檬酸和可食用脂肪酸酯化制得、或由可食用脂肪酸的单双甘油酯混合物与柠檬酸反应制得的食品添加剂柠檬酸脂肪酸甘油酯。它由柠檬酸和可食用脂肪酸与甘油的混合酯组成，可含有少量游离脂肪酸、游离甘油、游离柠檬酸和单双甘油酯，可全部或部分被氢氧化钠或氢氧化钾中和。"	" "
"69"	"09b5972e-c433-4288-a713-736b09e65094"	"GB/T 12943-2007"	"苹果无病毒母本树和苗木检疫规程"	"2007/10/16"	"2008/4/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局中国国家标准化管理委员会"	"中国农业科学院果树研究所(兴城)、全国农业技术推广服务中心、辽宁省植保站"	"董雅凤、张尊平、刘凤之、王福祥、周宗山、杨俊玲、蔡明、吴立峰、何峻"	"本标准代替GB  12943-1991  苹果无病毒母本树和苗木检疫规程  （已作废）"	" "
"70"	"09c02679-ce7f-4f89-8a0b-2d17bab33747"	"GB/T 5917.1-2008"	"饲料粉碎粒度测定两层筛筛分法"	"2008/8/1 0"	"2008/11/1 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"河南工业大学"	"王卫东、张勇、周孟清、刘珍、张慧茹、李浩楠、张粟"	"GB/T5917的本部分规定了饲料粉碎粒度测定的两层筛筛分法本部分适用于配合饲料、浓缩饲料、精料补充料、添加剂预混合饲料、单一饲料的粉碎粒度测定，也可用于饲料添加剂粉碎粒度的测定"	" "
"71"	"0a33364e-ddf1-43aa-9cd6-b7f0f4a917a2"	"GB 8275-2009"	"食品添加剂 α-淀粉酶制剂"	"2008/12/3 "	"2009/6/1 0"	"国家标准"	"中华人民共和国国家质量监督检验督检验检疫总局，中国国家标准化管理委员会"	"德兴市百勤异VC钠有限公司，郑州拓洋实业有限公司，中国食品发酵工业研究院"	"周强，王敬臣，李惠宜，余泗莲，柴秋儿"	"本标准代替GB  8275-1987  食品添加剂  α-淀粉酶制剂"	" "
"72"	"0a7e2a7a-fcf4-463e-82b5-6f38f77196e4"	"GB 14883.9-1994"	"食品中放射性物质检验 碘-131的测定"	"1994/2/2 0"	"1994/9/1 0"	"国家标准"	"中华人民共和国卫生部"	"甘肃省工业卫生实验所、中国原子能科学研究院、中国医学科学院放射医学研究所"	"雷尊成、李瑞香、诸洪达、刘新华"	"本标准规定了各类食品中碘-131（131Ⅰ）的测定方法。"	" "
"73"	"0aa23a4d-d721-4ab3-b8e4-aa04b93ec3d5"	"GB/T 14550-1993"	"土壤质量六六六和滴滴涕的测定气相色谱法"	"1993/8/6 0"	"1994/1/15 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"农业部环境保护科研监测所"	"黄士忠、陈国光、王继军、李治祥、张俊亭、万兆良、袁秀文、冯秀琼"	"本标准适用于土壤中六六六、滴滴涕的分析。"	" "
"74"	"0ab89cfe-32e3-4f5a-8792-a2e8f53996e8"	"GB/T 26437"	"畜禽饲料有效性与安全性评价强饲法测定鸡饲料表观代谢能技术规程"	"2011/1/14 "	"2011/7/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"中国农业大学、农业部饲料效价与安全监督检验测试中心（北京）、中国农业科学院北京畜牧兽医研究所、山东六和集团有限公司"	"龚利敏、杜荣、张丽英、吕明斌、张宏福、尹靖东、臧建军"	"本标准规定了畜禽饲料有效性与安全性评价过程中强饲法测定鸡饲料表观代谢能的技术要求。  "	" "
"75"	"0ace392d-5668-4a6c-ac98-f1a32b05c3d9"	"GB/T 5009.199-2003"	"蔬菜中有机磷和氨基甲酸酯类农药残留量的快速检测"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国卫生部中国国家标准化管理委员会"	"卫生部食品卫生监舒检验所、北京市产品质量监督检验所、广东省疾病预防控制中心"	"王林、王晶、张莹、邓峰、杨大进"	"有机磷和氨基甲酸酷类农药在蔬菜中的残留问题和引发中毒的情况较为突出。本标准提供的两种检验方法，能快速检测有机磷和氨基甲酸酪类农药在蔬菜中的残留，以便及时发现问题，采取措施，控制高残留农药蔬菜的上市，保障人们食菜安全。"	" "
"76"	"0b0ba146-9c08-4185-9942-2f0381d0d216"	"GB 25581-2010"	"食品安全国家标准 食品添加剂 亚铁氰化钾（黄血盐钾）"	"2010/12/21"	"2011/2/21 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于食品添加剂亚铁氰化钾（黄血盐钾）。"	" "
"77"	"0b3f7e04-b0f6-4a44-9b92-9394eb93ddc7"	"GB 29959-2013"	"食品安全国家标准 食品添加剂 d,l-薄荷酮甘油缩酮"	"2013/11/29"	"2014/6/1 0"	"国家标准"	"中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准适用于由薄荷酮和甘油为原料制得的食品添加剂d,l-薄荷酮甘油缩酮。"	" "
"78"	"0b7ba760-143a-4d8b-9789-716b35aa62f6"	"GB 4789.30-2010"	"食品安全国家标准 食品微生物学检验 单核细胞增生李斯特氏菌检验"	"2010/3/26 "	"2010/6/1 0"	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准代替GB/T  4789.30-2008  食品卫生微生物学检验  单核细胞增生李斯特氏菌检验。"	" "
"79"	"0bba8ccb-597f-4ee1-a460-ffc21d401c54"	"GB/T 23184-2008"	"饲料企业HACCP安全管理体系指南"	"2008/12/31"	"2009/5/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中国饲料工业协会、北京华思联认证中心"	"沙玉圣、秦玉昌、李燕松、辛盛鹏、王冬冬、张逸平、李兰芬、王峰、赵之阳、侯翔宇"	"GB/T  23184-2008  饲料企业HACCP安全管理体系指南"	" "
"80"	"0bc955f6-9d95-4374-8649-4c0f03a789d4"	"GB/T 23500-2009"	"元宵"	"2009/4/27 "	"2009/10/1 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"未公开"	"未公开"	"本标准规定了元宵的定义、要求、检验方法、检验规则和标志、包装、运输、贮存及运输的要求。本标准适用于符合3.1定义的产品。"	" "
"81"	"0bd84181-80d0-412e-82ef-42a239ec4422"	"GB/T 5009.104-2003"	"植物性食品中氨基甲酸酯类农药残留量的测定"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"卫生部食品卫生监督检验所、天津市食品卫生监督检验所"	"黄光伟、张临夏、田永泉、李明元"	"本标准规定了粮食、蔬菜中六种氨基甲酸酯杀虫剂残留量的测定方法。本标准适用于粮食、蔬菜中速灭威、异丙威、残杀威、克百威、抗蚜威和甲萘威的残留分析。"	" "
"82"	"0be16c4c-b403-4ba9-a183-07e70584c471"	"GB/T 5009.135-2003"	"植物性食品中灭幼脲残留量的测定"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"吉林省卫生监测检验中心"	"高斌富、金秀华、方赤光、张唯、常新"	"本标准规定了植物性食品中灭幼脲残留量的测定方法。"	" "
"83"	"0c1c5258-d204-4d0c-97a6-abb067812c8e"	"GB/T 14924.10-2008"	"实验动物配合饲料氨基酸的测定"	"2008/12/3 "	"2009/3/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局中国国家标准化管理委员会"	"全国实验动物标准化技术委员会"	"张瑜、贾建斌、周瑞华、王竹、王国栋、刘源"	"本标准代替GB/T  14924.10-2001  实验动物  配合饲料  氨基酸的测定"	" "
"84"	"0c2a260a-387d-4b35-a960-8176544d47d6"	"GB 25578-2010"	"食品安全国家标准 食品添加剂 滑石粉"	"2010/12/21"	"2011/2/21 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于以滑石为原料经物理粉碎法制得的食品添加剂滑石粉。"	" "
"85"	"0c353c03-a829-4fa7-bf31-6b318fdf3abc"	"GB/T 23383-2009"	"食品中双乙酸钠的测定高效液相色谱法"	"2009/4/8 0"	"2009/5/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局中国国家标准化管理委员会"	"国家农副加工产品及白酒质量监督检验中心(山西省食品质量监督检验中心)"	"梁宝爱、冯晓斌、王正喜、张素娟、武强、武向勇、孙丽萍、赵娅鸿、赵海霞"	"本标准规定了食品中双乙酸钠的高效液相色谱测定方法。"	" "
"86"	"0c7f182f-63e1-4c91-9b25-061ef371177f"	"GB/T 27302-2008"	"食品安全管理体系速冻方便食品生产企业要求"	"2008/8/28 "	"2008/12/1 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局中国国家标准化管理委员会"	"中国合格评定国家认可中心、中华人民共和国浙江出入境检验检疫站、国家认证认可监督管理委员会注册管理部、中华人民共和国河南出入境检验检疫站、扬州五亭食品有限公司、上海市食品研究所、中国认证认可协会"	"蔡宇、虞跃、赵军强、王宏敏、梁晓俊"	"本标准规定了速冻方便食品生产企业建立和实施食品安全管理体系的要求，包括人力资源、前提方案、关键过程控制、检验、产品追溯和撤回。本标准配合GB/T  22000以适用于速冻方便食品生产企业建立、实施与自我评价其食品安全管理体系，也适用于对此类生产企业食品安全管理体系的外部评价和认证。"	" "
"87"	"0c96995d-2514-48de-831d-7f5414ac0154"	"GB 13078.3-2007"	"配合饲料中脱氧雪腐镰刀菌烯醇的允许量"	"2007/2/1 0"	"2007/3/1 0"	"国家标准"	"中华人民共和国国家质监督检验检疫总局,中国国家标准化管理委员会"	"农业部饲料质量监督检验测试中心"	"陈莹莹、曹东、董永亮、刘再胜、张明、田晓玲"	"本标准规定了配合饲料中脱氧雪腐镰刀菌始醉(呕吐毒素vomittoxin)的允许量。本标准适用于猪配合饲料、牛配合饲料、泌乳期动物配合饲料及禽配合饲料。"	
