"id"	"蛋氨酸"	"科名"	"保存编号"	"叶斑病级"	"谷氨酸"	"选育单位"	"播种期"	"缬氨酸"	"结荚习性"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"天冬氨酸"	"异亮氨酸"	"根腐病级"	"省"	"直链淀粉"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"品种名称"	"总淀粉"	"根腐病指数"	"色氨酸"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"粒形"	"选育方法"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"苗期耐盐"	"种皮光泽"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"备注"	"蚜害指数"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"样品类型"	"芽期耐盐"	"单株荚数"	"粒色"	"育成年份"	"酩氨酸"	"根腐病评价"	"脯氨酸"	"叶斑病指数"	"荚长"	"赖氨酸"	"丝氨酸"	"译名"	"蚜害病级别"	"荚色"	"蚜害比值"	"种子来源"	"株高"	"叶斑病评价"	"粒型"	"褐斑病指数"	"锈病评价"	"蚜害病指数"	"均匀度"	"赤斑病指数"	"蚜害病级"	"抗涝性"	"赤斑病级"	"粗蛋白"	"有效枝"	"锈病指数"	"荚宽"	"褐斑病级"	"粗脂肪"	"赤斑病评价"	"熟性"
"1074"	"--"	"Leguminosae(豆科)"	"351"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"16.7"	"--"	"--"	"--"	"3-9"	"山东"	"14.58"	"0.76"	"--"	"4.0"	"93"	"毛绿豆"	"54.77"	"66.9"	"--"	"5.1"	"Vigna(豇豆属)"	"C0001041"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"40.19"	"黄"	"9.25"	"24.05"	"4"	"--"	"--"	"I2E00177"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"--"	"--"	"10.2"	"HS"	"--"	"地方"	"4"	"41.0"	"绿"	"--"	"--"	"S"	"--"	"100.0"	"9.1"	"--"	"--"	"MAO LU DOU"	"9"	"黑"	"--"	"--"	"95.0"	"HS"																	
"1075"	"--"	"Leguminosae(豆科)"	"372"	"7-9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"19.0"	"--"	"--"	"--"	"5-9"	"山东"	"14.22"	"0.86"	"--"	"4.8"	"88"	"绿豆"	"55.76"	"91.9"	"--"	"6.7"	"Vigna(豇豆属)"	"C0001042"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"2"	"41.54"	"黄"	"9.20"	"22.78"	"4"	"--"	"--"	"I2E00178"	"蔓生"	"山东省潍坊农科所"	"平阴县"	"--"	"50.0"	"--"	"10.8"	"S"	"--"	"地方"	"5"	"37.6"	"绿(光)"	"--"	"--"	"HS"	"--"	"91.7"	"8.5"	"--"	"--"	"LU DOU"	"7"	"黑"	"0.68"	"--"	"95.0"	"HS"																	
"1076"	"--"	"Leguminosae(豆科)"	"420"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"14.9"	"--"	"--"	"--"	"3-9"	"山东"	"11.93"	"--"	"--"	"3.4"	"93"	"小白眉"	"52.12"	"72.2"	"--"	"5.0"	"Vigna(豇豆属)"	"C0001043"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.25"	"24.78"	"4"	"--"	"--"	"I2E00179"	"直立"	"山东省潍坊农科所"	"平阴县"	"--"	"--"	"--"	"11.7"	"S"	"--"	"地方"	"4"	"38.0"	"绿(光)"	"--"	"--"	"S"	"--"	"100.0"	"8.2"	"--"	"--"	"XIAO BAI MEI"	"7"	"黑"	"--"	"--"	"105.0"	"HS"																	
"1077"	"--"	"Leguminosae(豆科)"	"090"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"13.6"	"--"	"--"	"--"	"5-9"	"山东"	"13.78"	"0.78"	"--"	"2.2"	"79"	"明绿豆 (1)"	"55.89"	"91.9"	"--"	"3.8"	"Vigna(豇豆属)"	"C0001044"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"42.11"	"黄"	"9.11"	"23.68"	"4"	"--"	"--"	"I2E00180"	"蔓生"	"山东省潍坊农科所"	"新泰市"	"--"	"--"	"--"	"12.7"	"--"	"--"	"地方"	"4"	"35.2"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"7.8"	"--"	"--"	"MING LU DOU(1)"	"--"	"黑"	"--"	"--"	"92.5"	"HS"																	
"1078"	"--"	"Leguminosae(豆科)"	"091"	"7-9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"15.1"	"--"	"--"	"--"	"7-9"	"山东"	"14.78"	"0.77"	"--"	"2.5"	"88"	"明绿豆 (2)"	"54.89"	"94.1"	"--"	"4.3"	"Vigna(豇豆属)"	"C0001045"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"2"	"40.11"	"黄"	"9.20"	"23.81"	"3"	"--"	"--"	"I2E00181"	"蔓生"	"山东省潍坊农科所"	"新泰市"	"--"	"80.0"	"--"	"12.9"	"HS"	"--"	"地方"	"4"	"35.4"	"绿(光)"	"--"	"--"	"HS"	"--"	"90.9"	"7.7"	"--"	"--"	"MING LU DOU"	"9"	"黑"	"1.10"	"--"	"81.3"	"HS"																	
"1079"	"--"	"Leguminosae(豆科)"	"097"	"7-9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"14.1"	"--"	"--"	"--"	"9"	"山东"	"14.02"	"0.86"	"--"	"2.1"	"68"	"小明粒"	"53.94"	"94.1"	"--"	"4.3"	"Vigna(豇豆属)"	"C0001046"	"1"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"4"	"39.92"	"黄"	"8.31"	"24.49"	"3"	"--"	"--"	"I2E00182"	"直立"	"山东省潍坊农科所"	"新泰市"	"--"	"62.5"	"--"	"11.5"	"HS"	"--"	"地方"	"2"	"36.2"	"绿(光)"	"--"	"--"	"HS"	"--"	"93.2"	"7.0"	"--"	"--"	"XIAO MING LI"	"9"	"黑"	"0.86"	"--"	"90.4"	"HS"																	
"1080"	"--"	"Leguminosae(豆科)"	"111"	"5-9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"12.1"	"--"	"--"	"--"	"9"	"山东"	"14.72"	"0.59"	"--"	"2.5"	"76"	"大绿豆"	"51.81"	"96.3"	"--"	"6.2"	"Vigna(豇豆属)"	"C0001047"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"5"	"37.09"	"黄"	"9.08"	"24.38"	"3"	"--"	"--"	"I2E00183"	"直立"	"山东省潍坊农科所"	"新泰市"	"--"	"72.5"	"--"	"9.9"	"HS"	"--"	"地方"	"1"	"19.0"	"绿"	"--"	"--"	"HS"	"--"	"72.6"	"8.2"	"--"	"--"	"DA LU DOU"	"9"	"黑"	"0.83"	"--"	"76.0"	"S"																	
"1081"	"--"	"Leguminosae(豆科)"	"187"	"7-9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"20.1"	"--"	"--"	"--"	"3-9"	"山东"	"14.16"	"0.62"	"--"	"3.2"	"68"	"绿豆"	"53.49"	"73.3"	"--"	"5.0"	"Vigna(豇豆属)"	"C0001048"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"5"	"39.33"	"黄"	"8.31"	"24.77"	"4"	"--"	"--"	"I2E00184"	"直立"	"山东省潍坊农科所"	"新泰市"	"--"	"67.5"	"--"	"11.6"	"HS"	"--"	"地方"	"3"	"40.6"	"绿"	"--"	"--"	"S"	"--"	"91.1"	"8.8"	"--"	"--"	"LU DOU"	"9"	"黑"	"0.92"	"--"	"87.5"	"HS"																	
"1082"	"--"	"Leguminosae(豆科)"	"274"	"7-9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"9.8"	"--"	"--"	"--"	"5-9"	"山东"	"14.52"	"0.64"	"--"	"1.3"	"68"	"一盆尖 (2)"	"53.94"	"87.4"	"--"	"5.2"	"Vigna(豇豆属)"	"C0001049"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"5"	"39.42"	"黄"	"8.31"	"24.08"	"4"	"--"	"--"	"I2E00185"	"直立"	"山东省潍坊农科所"	"新泰市"	"--"	"75.0"	"--"	"12.4"	"HS"	"--"	"地方"	"5"	"19.8"	"绿"	"--"	"--"	"HS"	"--"	"91.1"	"8.0"	"--"	"--"	"YI PENG JIAN(2)"	"9"	"黑"	"1.03"	"--"	"94.5"	"HS"																	
"1083"	"--"	"Leguminosae(豆科)"	"116"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"7.5"	"--"	"--"	"--"	"5-9"	"山东"	"15.34"	"0.87"	"--"	"2.3"	"68"	"挑杆子"	"49.91"	"64.4"	"--"	"6.5"	"Vigna(豇豆属)"	"C0001257"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"34.57"	"黄"	"8.31"	"27.93"	"1"	"--"	"--"	"I2E00385"	"直立"	"山东省潍坊农科所"	"高密县"	"--"	"87.5"	"--"	"9.4"	"HS"	"--"	"地方"	"1"	"18.4"	"绿"	"--"	"--"	"S"	"--"	"100.0"	"9.4"	"--"	"--"	"TIAO GAN ZI"	"9"	"黑"	"1.20"	"--"	"79.1"	"HS"																	
"1084"	"--"	"Leguminosae(豆科)"	"133"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"13.7"	"--"	"--"	"--"	"5-9"	"山东"	"15.20"	"0.79"	"--"	"1.0"	"68"	"绿豆 (1)"	"50.81"	"81.5"	"--"	"5.1"	"Vigna(豇豆属)"	"C0001258"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"5"	"35.61"	"黄"	"8.31"	"25.89"	"4"	"--"	"--"	"I2E00386"	"直立"	"山东省潍坊农科所"	"高密县"	"--"	"70.0"	"--"	"11.3"	"HS"	"--"	"地方"	"4"	"27.8"	"绿"	"--"	"--"	"HS"	"--"	"99.3"	"7.8"	"--"	"--"	"LU DOU (1)"	"9"	"黑"	"0.96"	"--"	"86.0"	"HS"																	
"1085"	"--"	"Leguminosae(豆科)"	"209"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"7.8"	"--"	"--"	"--"	"5-9"	"山东"	"13.45"	"--"	"--"	"1.9"	"77"	"绿豆 (2)"	"50.59"	"87.4"	"--"	"5.5"	"Vigna(豇豆属)"	"C0001259"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.09"	"25.59"	"4"	"--"	"--"	"I2E00387"	"直立"	"山东省潍坊农科所"	"高密县"	"--"	"--"	"--"	"9.9"	"HS"	"--"	"地方"	"3"	"18.0"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"7.8"	"--"	"--"	"LU DOU (2)"	"9"	"黑"	"--"	"--"	"83.3"	"HS"																	
"1086"	"--"	"Leguminosae(豆科)"	"119"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"6.4"	"--"	"--"	"--"	"5-9"	"山东"	"12.78"	"--"	"--"	"0.2"	"76"	"洋绿豆"	"49.46"	"92.6"	"--"	"6.9"	"Vigna(豇豆属)"	"C0001260"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.08"	"25.76"	"1"	"--"	"--"	"I2E00388"	"直立"	"山东省潍坊农科所"	"五莲县"	"--"	"--"	"--"	"9.9"	"HS"	"--"	"地方"	"4"	"12.4"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"8.9"	"--"	"--"	"YANG LU DOU"	"9"	"黑"	"--"	"--"	"86.0"	"HS"																	
"1087"	"--"	"Leguminosae(豆科)"	"168"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"16.3"	"--"	"--"	"--"	"1-9"	"山东"	"15.46"	"0.83"	"--"	"2.0"	"88"	"摘绿豆"	"52.01"	"58.5"	"--"	"6.0"	"Vigna(豇豆属)"	"C0001261"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"36.55"	"黄"	"9.20"	"24.95"	"5"	"--"	"--"	"I2E00389"	"直立"	"山东省潍坊农科所"	"五莲县"	"--"	"65.6"	"--"	"11.9"	"HS"	"--"	"地方"	"4"	"29.8"	"绿"	"--"	"--"	"MS"	"--"	"97.0"	"9.4"	"--"	"--"	"ZHAI LU DOU"	"9"	"黑"	"0.90"	"--"	"93.0"	"HS"																	
"1088"	"--"	"Leguminosae(豆科)"	"447"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"12.5"	"--"	"--"	"--"	"9"	"山东"	"16.44"	"0.93"	"--"	"3.6"	"93"	"秧绿豆"	"54.10"	"100.0"	"--"	"5.9"	"Vigna(豇豆属)"	"C0001262"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"37.66"	"黄"	"9.25"	"23.70"	"--"	"--"	"--"	"I2E00390"	"直立"	"山东省潍坊农科所"	"五莲县"	"--"	"--"	"--"	"11.4"	"HS"	"--"	"地方"	"--"	"28.2"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"8.6"	"--"	"--"	"YANG LU DOU"	"9"	"黑"	"--"	"--"	"85.0"	"HS"																	
"1089"	"--"	"Leguminosae(豆科)"	"541"	"9"	"--"	"--"	"6.23"	"--"	"无限"	"--"	"--"	"--"	"17.4"	"--"	"--"	"--"	"5-9"	"山东"	"13.65"	"--"	"--"	"4.8"	"81"	"高绿豆"	"49.48"	"70.4"	"--"	"4.1"	"Vigna(豇豆属)"	"C0001263"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.12"	"25.80"	"2"	"--"	"--"	"I2E00391"	"直立"	"山东省潍坊农科所"	"五莲县"	"--"	"--"	"--"	"11.0"	"HS"	"--"	"地方"	"2"	"40.0"	"绿"	"--"	"--"	"S"	"--"	"100.0"	"8.2"	"--"	"--"	"GAO LU DOU"	"9"	"黑"	"--"	"--"	"71.4"	"HS"																	
"1090"	"--"	"Leguminosae(豆科)"	"027"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"13.2"	"--"	"--"	"--"	"5-9"	"山东"	"15.34"	"0.92"	"--"	"3.2"	"79"	"小油绿豆"	"50.56"	"94.1"	"--"	"6.2"	"Vigna(豇豆属)"	"C0001264"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"5"	"35.22"	"黄"	"9.11"	"26.17"	"4"	"--"	"--"	"I2E00392"	"蔓生"	"山东省潍坊农科所"	"牟平县"	"--"	"--"	"--"	"10.2"	"HS"	"--"	"地方"	"3"	"24.6"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"10.4"	"--"	"--"	"XIAO YOU LU DOU"	"9"	"黑"	"--"	"--"	"100.0"	"HS"																	
"1091"	"--"	"Leguminosae(豆科)"	"075"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"16.3"	"--"	"--"	"--"	"9"	"山东"	"14.47"	"--"	"--"	"1.8"	"76"	"羊角绿豆"	"54.11"	"100.0"	"--"	"7.1"	"Vigna(豇豆属)"	"C0001265"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.08"	"22.34"	"3"	"--"	"--"	"I2E00393"	"直立"	"山东省潍坊农科所"	"牟平县"	"--"	"--"	"--"	"10.7"	"HS"	"--"	"地方"	"1"	"24.4"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"9.3"	"--"	"--"	"YANG JIAO LU DOU"	"9"	"黑"	"--"	"--"	"109.0"	"HS"																	
"1092"	"--"	"Leguminosae(豆科)"	"255"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"8.8"	"--"	"--"	"--"	"3-9"	"山东"	"12.62"	"--"	"--"	"2.8"	"68"	"六十日还家"	"50.44"	"78.5"	"--"	"5.3"	"Vigna(豇豆属)"	"C0001266"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"8.31"	"25.77"	"2"	"--"	"--"	"I2E02782"	"直立"	"山东省潍坊农科所"	"牟平县"	"--"	"--"	"--"	"10.8"	"HS"	"--"	"地方"	"3"	"16.4"	"绿(光)"	"--"	"--"	"S"	"--"	"100.0"	"9.3"	"--"	"--"	"LIU SHI RI HUAN JIA"	"9"	"黑"	"--"	"--"	"94.6"	"HS"																	
"1093"	"--"	"Leguminosae(豆科)"	"439"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"13.5"	"--"	"--"	"--"	"5-9"	"山东"	"15.78"	"0.87"	"--"	"4.8"	"93"	"灰绿豆"	"53.62"	"86.7"	"--"	"4.7"	"Vigna(豇豆属)"	"C0001267"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"37.84"	"黄"	"9.25"	"23.38"	"4"	"--"	"--"	"I2E00394"	"直立"	"山东省潍坊农科所"	"牟平县"	"--"	"--"	"--"	"12.1"	"S"	"--"	"地方"	"4"	"31.2"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"8.5"	"--"	"--"	"HUI LU DOU"	"7"	"黑"	"--"	"--"	"89.4"	"HS"																	
"1094"	"--"	"Leguminosae(豆科)"	"338"	"7-9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"17.7"	"--"	"--"	"--"	"5-9"	"山东"	"13.68"	"0.91"	"--"	"3.6"	"93"	"春绿豆"	"53.32"	"74.1"	"--"	"5.9"	"Vigna(豇豆属)"	"C0001268"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"3"	"39.64"	"黄"	"9.25"	"25.14"	"3"	"--"	"--"	"I2E00395"	"直立"	"山东省潍坊农科所"	"文登县"	"--"	"50.0"	"--"	"13.4"	"S"	"--"	"地方"	"3"	"26.0"	"绿(光)"	"--"	"--"	"S"	"--"	"96.3"	"11.4"	"--"	"--"	"CHUN LU DOU"	"7"	"黑"	"0.68"	"--"	"87.0"	"HS"																	
"1095"	"--"	"Leguminosae(豆科)"	"437"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"6.2"	"--"	"--"	"--"	"9"	"山东"	"14.17"	"--"	"--"	"2.8"	"93"	"绿豆"	"52.61"	"98.5"	"--"	"6.8"	"Vigna(豇豆属)"	"C0001269"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.25"	"24.31"	"4"	"--"	"--"	"I2E00396"	"蔓生"	"山东省潍坊农科所"	"文登县"	"--"	"--"	"--"	"9.6"	"S"	"--"	"地方"	"4"	"12.4"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"8.9"	"--"	"--"	"LU DOU"	"7"	"黑"	"--"	"--"	"82.0"	"HS"																	
"1096"	"--"	"Leguminosae(豆科)"	"067"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"16.7"	"--"	"--"	"--"	"5-9"	"山东"	"14.52"	"0.98"	"--"	"2.2"	"76"	"明缎子"	"54.35"	"96.3"	"--"	"6.8"	"Vigna(豇豆属)"	"C0001270"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"39.83"	"黄"	"9.08"	"23.11"	"3"	"--"	"--"	"I2E00397"	"直立"	"山东省潍坊农科所"	"文登县"	"--"	"--"	"--"	"11.4"	"S"	"--"	"地方"	"1"	"29.8"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"8.5"	"--"	"--"	"MING DUAN ZI"	"7"	"黑"	"--"	"--"	"85.0"	"HS"																	
"1097"	"--"	"Leguminosae(豆科)"	"453"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"20.1"	"--"	"--"	"--"	"1-9"	"山东"	"13.26"	"0.98"	"--"	"4.8"	"93"	"绿豆"	"51.03"	"63.0"	"--"	"5.6"	"Vigna(豇豆属)"	"C0001271"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"3"	"37.77"	"黄"	"9.25"	"25.45"	"3"	"--"	"--"	"I2E01990"	"蔓生"	"山东省潍坊农科所"	"文登县"	"--"	"--"	"--"	"11.3"	"--"	"--"	"地方"	"4"	"47.2"	"绿(光)"	"--"	"--"	"S"	"--"	"100.0"	"8.7"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"94.0"	"HS"																	
"1098"	"--"	"Leguminosae(豆科)"	"464"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"10.0"	"--"	"--"	"--"	"5-9"	"山东"	"12.69"	"--"	"--"	"5.8"	"93"	"绿豆 (1)"	"48.85"	"88.1"	"--"	"5.2"	"Vigna(豇豆属)"	"C0001272"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.25"	"26.29"	"4"	"--"	"--"	"I2E00398"	"直立"	"山东省潍坊农科所"	"文登县"	"--"	"--"	"--"	"12.5"	"S"	"--"	"地方"	"2"	"27.2"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"8.3"	"--"	"--"	"LU DOU(1)"	"7"	"黑"	"--"	"--"	"75.0"	"HS"																	
"1099"	"--"	"Leguminosae(豆科)"	"346"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"11.5"	"--"	"--"	"--"	"5-9"	"山东"	"13.82"	"--"	"--"	"4.2"	"93"	"明绿豆"	"51.89"	"97.0"	"--"	"5.2"	"Vigna(豇豆属)"	"C0001273"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.25"	"24.97"	"3"	"--"	"--"	"I2E00399"	"直立"	"山东省潍坊农科所"	"海阳县"	"--"	"--"	"--"	"11.7"	"S"	"--"	"地方"	"2"	"27.6"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"7.8"	"--"	"--"	"MING LU DOU"	"7"	"黑"	"--"	"--"	"98.0"	"HS"																	
"1100"	"--"	"Leguminosae(豆科)"	"409"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"9.9"	"--"	"--"	"--"	"9"	"山东"	"14.44"	"0.93"	"--"	"4.2"	"93"	"风绿豆"	"54.92"	"99.3"	"--"	"6.6"	"Vigna(豇豆属)"	"C0001274"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"40.48"	"黄"	"9.25"	"25.13"	"4"	"--"	"--"	"I2E00400"	"直立"	"山东省潍坊农科所"	"海阳县"	"--"	"--"	"--"	"12.0"	"S"	"--"	"地方"	"4"	"15.4"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"11.4"	"--"	"--"	"FEN LU DOU"	"7"	"黑"	"--"	"--"	"96.0"	"HS"																	
"1101"	"--"	"Leguminosae(豆科)"	"079"	"9"	"--"	"--"	"6.24"	"--"	"有限"	"--"	"--"	"--"	"12.5"	"--"	"--"	"--"	"3-9"	"山东"	"13.32"	"0.91"	"--"	"1.3"	"68"	"一窝猴"	"51.61"	"73.3"	"--"	"4.7"	"Vigna(豇豆属)"	"C0001275"	"2"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"2"	"38.29"	"黄"	"8.31"	"25.15"	"4"	"--"	"--"	"I2E00401"	"直立"	"山东省潍坊农科所"	"莱阳县"	"--"	"68.8"	"--"	"11.7"	"HS"	"--"	"地方"	"4"	"28.4"	"绿(光)"	"--"	"--"	"S"	"--"	"96.3"	"7.9"	"--"	"--"	"YI WO HOU"	"9"	"黑"	"0.94"	"--"	"77.0"	"HS"																	
"1102"	"--"	"Leguminosae(豆科)"	"285"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"15.6"	"--"	"--"	"--"	"7-9"	"山东"	"14.44"	"0.94"	"--"	"2.5"	"79"	"大绿豆"	"54.49"	"96.3"	"--"	"6.2"	"Vigna(豇豆属)"	"C0001276"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"40.05"	"黄"	"9.11"	"23.53"	"1"	"--"	"--"	"I2E00402"	"蔓生"	"山东省潍坊农科所"	"莱阳县"	"--"	"--"	"--"	"12.9"	"S"	"--"	"地方"	"5"	"29.8"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"8.4"	"--"	"--"	"DA LU DOU"	"7"	"黑"	"--"	"--"	"89.0"	"HS"																	
"1103"	"--"	"Leguminosae(豆科)"	"039"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"19.5"	"--"	"--"	"--"	"--"	"山东"	"12.11"	"--"	"--"	"3.0"	"79"	"大明粒"	"52.20"	"--"	"--"	"5.4"	"Vigna(豇豆属)"	"C0001442"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.11"	"24.99"	"1"	"--"	"--"	"I2E02145"	"直立"	"山东省潍坊农科所"	"河南省台前县"	"--"	"--"	"--"	"11.3"	"S"	"--"	"地方"	"5"	"32.4"	"绿(光)"	"--"	"--"	"--"	"--"	"94.8"	"11.4"	"--"	"--"	"DA MING LI"	"7"	"黑"	"--"	"--"	"100.0"	"HS"																	
"1104"	"--"	"Leguminosae(豆科)"	"043"	"9"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"18.2"	"--"	"--"	"--"	"7-9"	"山东"	"11.18"	"--"	"--"	"3.9"	"79"	"小明绿豆"	"51.44"	"94.8"	"--"	"4.7"	"Vigna(豇豆属)"	"C0001443"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.11"	"24.70"	"--"	"--"	"--"	"I2E02146"	"蔓生"	"山东省潍坊农科所"	"河南省台前县"	"--"	"--"	"--"	"12.8"	"--"	"--"	"地方"	"--"	"42.6"	"绿(光)"	"--"	"--"	"HS"	"--"	"100.0"	"8.5"	"--"	"--"	"XIAO MING LU DOU"	"--"	"黑"	"--"	"--"	"92.0"	"HS"																	
