"id"	"蛋氨酸"	"科名"	"保存编号"	"叶斑病级"	"谷氨酸"	"选育单位"	"播种期"	"缬氨酸"	"结荚习性"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"天冬氨酸"	"异亮氨酸"	"根腐病级"	"省"	"直链淀粉"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"品种名称"	"总淀粉"	"根腐病指数"	"色氨酸"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"粒形"	"选育方法"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"苗期耐盐"	"种皮光泽"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"备注"	"蚜害指数"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"样品类型"	"芽期耐盐"	"单株荚数"	"粒色"	"育成年份"	"酩氨酸"	"根腐病评价"	"脯氨酸"	"叶斑病指数"	"荚长"	"赖氨酸"	"丝氨酸"	"译名"	"蚜害病级别"	"荚色"	"蚜害比值"	"种子来源"	"株高"	"叶斑病评价"	"粒型"	"褐斑病指数"	"锈病评价"	"蚜害病指数"	"均匀度"	"赤斑病指数"	"蚜害病级"	"抗涝性"	"赤斑病级"	"粗蛋白"	"有效枝"	"锈病指数"	"荚宽"	"褐斑病级"	"粗脂肪"	"赤斑病评价"	"熟性"
"29"	"0.38"	"Leguminosae(豆科)"	"5"	"7-9"	"5.20"	"--"	"6.20"	"1.41"	"无限"	"1.89"	"1.15"	"1.21"	"27.0"	"26.82"	"3.24"	"1.20"	"9"	"河北"	"11.92"	"1.22"	"0.74"	"5.0"	"88"	"小绿豆"	"52.82"	"94.1"	"0.22"	"3.5"	"Vigna(豇豆属)"	"C0000078"	"2"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"1.73"	"5"	"40.90"	"黄"	"9.16"	"24.40"	"5"	"--"	"2.21"	"I2E02363"	"蔓生"	"河北省农科院"	"曲周县"	"--"	"37.5"	"1.02"	"13.3"	"S"	"0.14"	"地方"	"3"	"58.2"	"绿(光)"	"--"	"0.80"	"HS"	"1.01"	"94.1"	"8.1"	"1.91"	"1.36"	"XIAO LU DOU"	"7"	"褐"	"0.52"	"--"	"107.3"	"HS"																	
"30"	"0.46"	"Leguminosae(豆科)"	"6"	"7-9"	"5.15"	"--"	"6.20"	"1.39"	"无限"	"1.90"	"0.89"	"1.18"	"26.3"	"26.37"	"3.20"	"1.19"	"5-9"	"河北"	"10.52"	"1.02"	"0.72"	"5.0"	"88"	"白角绿豆"	"51.12"	"94.1"	"0.21"	"3.6"	"Vigna(豇豆属)"	"C0000079"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"1.74"	"5"	"40.60"	"黄"	"9.16"	"24.63"	"5"	"--"	"2.20"	"I2E02364"	"蔓生"	"河北省农科院"	"曲周县"	"--"	"96.4"	"0.99"	"13.2"	"HS"	"0.12"	"地方"	"3"	"54.0"	"绿(光)"	"--"	"0.84"	"HS"	"0.99"	"92.6"	"7.8"	"1.87"	"1.35"	"BAI JIAO LU DOU"	"9"	"褐"	"1.10"	"--"	"109.5"	"HS"																	
"31"	"--"	"Leguminosae(豆科)"	"7"	"9"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"20.7"	"--"	"--"	"--"	"3-9"	"河北"	"11.43"	"1.17"	"--"	"5.4"	"88"	"二羊角绿豆"	"51.23"	"69.1"	"--"	"3.9"	"Vigna(豇豆属)"	"C0000080"	"1"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"4"	"39.80"	"黄"	"9.16"	"25.47"	"4"	"--"	"--"	"I2E02365"	"蔓生"	"河北省农科院"	"曲周县"	"--"	"60.7"	"--"	"17.2"	"HS"	"--"	"地方"	"4"	"47.1"	"绿(光)"	"--"	"--"	"S"	"--"	"98.3"	"8.1"	"--"	"--"	"ER YANG JIAO LU DOU"	"9"	"褐"	"0.84"	"--"	"113.7"	"HS"																	
"32"	"--"	"Leguminosae(豆科)"	"268"	"--"	"--"	"--"	"6.20"	"--"	"有限"	"--"	"--"	"--"	"24.4"	"--"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"3.8"	"72"	"毛绿豆"	"--"	"--"	"--"	"6.0"	"Vigna(豇豆属)"	"C0000081"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"8.31"	"--"	"--"	"--"	"--"	"I2E02658"	"直立"	"河北省农科院"	"馆陶县"	"--"	"--"	"--"	"13.9"	"--"	"--"	"地方"	"--"	"36.5"	"绿"	"--"	"--"	"--"	"--"	"--"	"12.2"	"--"	"--"	"MAO LU DOU"	"--"	"褐"	"--"	"--"	"72.0"	"--"																	
"33"	"--"	"Leguminosae(豆科)"	"304"	"--"	"--"	"--"	"6.25"	"--"	"有限"	"--"	"--"	"--"	"11.1"	"--"	"--"	"--"	"--"	"河北"	"11.62"	"1.30"	"--"	"4.6"	"84"	"一窝蜂绿豆"	"52.14"	"--"	"--"	"4.3"	"Vigna(豇豆属)"	"C0000082"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"40.52"	"黄"	"9.17"	"25.18"	"--"	"--"	"--"	"I2E02366"	"直立"	"河北省农科院"	"魏县"	"--"	"--"	"--"	"11.8"	"--"	"--"	"地方"	"--"	"24.3"	"绿(光)"	"--"	"--"	"--"	"--"	"--"	"8.8"	"--"	"--"	"YI WO FENG LU DOU"	"--"	"褐"	"--"	"--"	"88.7"	"--"																	
"34"	"0.39"	"Leguminosae(豆科)"	"16"	"9"	"4.87"	"--"	"6.20"	"1.34"	"无限"	"1.74"	"0.84"	"1.12"	"30.3"	"24.94"	"3.03"	"1.14"	"5-9"	"河北"	"12.41"	"1.40"	"0.68"	"5.1"	"88"	"大羊角绿豆"	"52.36"	"90.4"	"0.20"	"4.2"	"Vigna(豇豆属)"	"C0000083"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.66"	"4"	"39.95"	"黄"	"9.16"	"24.11"	"5"	"--"	"2.08"	"I2E02367"	"蔓生"	"河北省农科院"	"成安县"	"--"	"75.0"	"0.94"	"13.5"	"HS"	"0.12"	"地方"	"3"	"55.0"	"绿(光)"	"--"	"0.80"	"HS"	"0.93"	"99.3"	"8.3"	"1.78"	"1.27"	"DA YANG JIAO LU DOU"	"9"	"褐"	"1.04"	"--"	"112.0"	"HS"																	
"35"	"0.21"	"Leguminosae(豆科)"	"17-1"	"7-9"	"4.94"	"--"	"6.20"	"1.21"	"无限"	"2.64"	"0.94"	"1.14"	"21.3"	"25.36"	"3.04"	"1.08"	"9"	"河北"	"12.84"	"1.57"	"0.62"	"6.2"	"88"	"二星早绿豆"	"53.27"	"90.4"	"0.22"	"4.1"	"Vigna(豇豆属)"	"C0000084"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.33"	"5"	"40.43"	"黄"	"9.16"	"25.74"	"5"	"--"	"1.91"	"I2E02368"	"蔓生"	"河北省农科院"	"成安县"	"--"	"100.0"	"1.11"	"12.2"	"HS"	"0.15"	"地方"	"2"	"48.0"	"绿(光)"	"--"	"0.86"	"HS"	"0.94"	"92.6"	"10.3"	"1.83"	"1.18"	"ER XING ZAO LU DOU"	"9"	"褐"	"1.38"	"--"	"116.0"	"HS"																	
"36"	"--"	"Leguminosae(豆科)"	"261"	"--"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"30.4"	"--"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"5.5"	"91"	"绿豆小绿豆"	"--"	"--"	"--"	"3.4"	"Vigna(豇豆属)"	"C0000085"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.19"	"--"	"--"	"--"	"--"	"I2E02369"	"蔓生"	"河北省农科院"	"成安县"	"--"	"--"	"--"	"14.1"	"--"	"--"	"地方"	"--"	"79.3"	"绿(光)"	"--"	"--"	"--"	"--"	"--"	"8.1"	"--"	"--"	"LU DOU"	"--"	"褐"	"--"	"--"	"117.2"	"--"																	
"37"	"0.40"	"Leguminosae(豆科)"	"19"	"5-9"	"4.73"	"--"	"6.20"	"1.27"	"无限"	"1.69"	"0.81"	"1.08"	"8.4"	"24.11"	"2.93"	"1.09"	"5-9"	"河北"	"13.02"	"1.33"	"0.66"	"6.4"	"95"	"小绿豆"	"53.27"	"90.4"	"0.20"	"5.5"	"Vigna(豇豆属)"	"C0000086"	"2"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.62"	"4"	"40.25"	"黄"	"9.23"	"24.26"	"4"	"--"	"2.02"	"I2E02370"	"蔓生"	"河北省农科院"	"大名县"	"--"	"84.4"	"0.91"	"11.2"	"HS"	"0.11"	"地方"	"3"	"19.3"	"绿(光)"	"--"	"0.77"	"HS"	"0.89"	"77.0"	"8.5"	"1.70"	"1.25"	"XIAO LU DOU"	"9"	"褐"	"1.17"	"--"	"112.0"	"S"																	
"38"	"--"	"Leguminosae(豆科)"	"207"	"--"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"16.9"	"--"	"--"	"--"	"--"	"河北"	"12.48"	"1.32"	"--"	"5.4"	"90"	"小绿豆"	"50.10"	"--"	"--"	"3.7"	"Vigna(豇豆属)"	"C0000087"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"37.62"	"黄"	"9.18"	"23.52"	"--"	"--"	"--"	"I2E02371"	"蔓生"	"河北省农科院"	"大名县"	"--"	"--"	"--"	"13.2"	"--"	"--"	"地方"	"--"	"44.1"	"绿(光)"	"--"	"--"	"--"	"--"	"--"	"8.0"	"--"	"--"	"XIAO LU DOU"	"--"	"褐"	"--"	"--"	"128.5"	"--"																	
"39"	"--"	"Leguminosae(豆科)"	"8"	"5-9"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"20.7"	"--"	"--"	"--"	"5-9"	"河北"	"12.35"	"1.23"	"--"	"5.4"	"88"	"小圆叶吉豆"	"54.51"	"91.9"	"--"	"4.5"	"Vigna(豇豆属)"	"C0000088"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"4"	"42.16"	"黄"	"9.16"	"25.57"	"4"	"--"	"--"	"I2E02372"	"蔓生"	"河北省农科院"	"广平县"	"--"	"78.1"	"--"	"13.2"	"HS"	"--"	"地方"	"3"	"47.1"	"绿(光)"	"--"	"--"	"HS"	"--"	"77.8"	"8.1"	"--"	"--"	"XIAO YUAN YE JI DOU"	"9"	"褐"	"1.08"	"--"	"113.7"	"S"																	
"40"	"--"	"Leguminosae(豆科)"	"9"	"5-9"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"16.7"	"--"	"--"	"--"	"5-9"	"河北"	"13.08"	"1.65"	"--"	"4.1"	"88"	"吉豆"	"51.91"	"78.5"	"--"	"5.0"	"Vigna(豇豆属)"	"C0000089"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"39.81"	"黄"	"9.16"	"25.33"	"4"	"--"	"--"	"I2E02373"	"蔓生"	"河北省农科院"	"广平县"	"--"	"80.0"	"--"	"14.1"	"HS"	"--"	"地方"	"3"	"35.2"	"绿(光)"	"--"	"--"	"S"	"--"	"86.7"	"10.7"	"--"	"--"	"JI DOU"	"9"	"褐"	"1.10"	"--"	"120.5"	"HS"																	
"41"	"--"	"Leguminosae(豆科)"	"54"	"7-9"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"17.4"	"--"	"--"	"--"	"5-9"	"河北"	"12.90"	"0.82"	"--"	"6.3"	"88"	"绿豆"	"53.38"	"80.7"	"--"	"4.6"	"Vigna(豇豆属)"	"C0000180"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"40.45"	"黄"	"9.16"	"25.43"	"3"	"--"	"--"	"I2E02461"	"蔓生"	"河北省农科院"	"衡水地区农科所"	"--"	"78.6"	"--"	"13.6"	"HS"	"--"	"地方"	"3"	"38.0"	"绿(光)"	"--"	"--"	"HS"	"--"	"94.8"	"10.3"	"--"	"--"	"LU DOU"	"9"	"褐"	"0.92"	"--"	"114.5"	"HS"																	
"42"	"--"	"Leguminosae(豆科)"	"55"	"7-9"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"15.6"	"--"	"--"	"--"	"5-9"	"河北"	"12.64"	"0.67"	"--"	"4.8"	"88"	"绿豆"	"52.93"	"85.2"	"--"	"4.7"	"Vigna(豇豆属)"	"C0000181"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"40.29"	"黄"	"9.16"	"25.26"	"3"	"--"	"--"	"I2E02462"	"蔓生"	"河北省农科院"	"衡水地区农科所"	"--"	"45.8"	"--"	"13.2"	"S"	"--"	"地方"	"3"	"32.4"	"绿(光)"	"--"	"--"	"HS"	"--"	"91.9"	"9.3"	"--"	"--"	"LU DOU"	"7"	"褐"	"1.09"	"--"	"118.4"	"HS"																	
"43"	"--"	"Leguminosae(豆科)"	"56"	"7-9"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"19.5"	"--"	"--"	"--"	"3-9"	"河北"	"11.48"	"0.81"	"--"	"5.3"	"88"	"绿豆"	"51.23"	"63.7"	"--"	"4.2"	"Vigna(豇豆属)"	"C0000182"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"39.75"	"黄"	"9.16"	"25.78"	"2"	"--"	"--"	"I2E02463"	"蔓生"	"河北省农科院"	"衡水地区农科所"	"--"	"93.8"	"--"	"13.5"	"HS"	"--"	"地方"	"3"	"48.1"	"绿(光)"	"--"	"--"	"S"	"--"	"95.6"	"9.3"	"--"	"--"	"LU DOU"	"9"	"褐"	"0.63"	"--"	"110.5"	"HS"																	
"44"	"--"	"Leguminosae(豆科)"	"57"	"5-9"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"14.3"	"--"	"--"	"--"	"3-9"	"河北"	"12.19"	"0.79"	"--"	"5.2"	"88"	"苏扎绿豆"	"52.59"	"77.0"	"--"	"4.4"	"Vigna(豇豆属)"	"C0000183"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"40.40"	"黄"	"9.16"	"25.21"	"3"	"--"	"--"	"I2E02464"	"蔓生"	"河北省农科院"	"衡水地区农科所"	"--"	"58.3"	"--"	"12.4"	"HS"	"--"	"地方"	"3"	"32.2"	"绿(光)"	"--"	"--"	"S"	"--"	"80.6"	"9.7"	"--"	"--"	"SHU ZHA LU DOU"	"9"	"褐"	"1.30"	"--"	"116.5"	"HS"																	
"45"	"--"	"Leguminosae(豆科)"	"58"	"7-9"	"--"	"--"	"6.20"	"--"	"有限"	"--"	"--"	"--"	"18.3"	"--"	"--"	"--"	"3-9"	"河北"	"12.51"	"0.53"	"--"	"4.0"	"70"	"绿豆"	"53.38"	"78.5"	"--"	"5.0"	"Vigna(豇豆属)"	"C0000184"	"2"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"5"	"40.87"	"黄"	"8.29"	"25.46"	"4"	"--"	"--"	"I2E02465"	"直立"	"河北省农科院"	"衡水地区农科所"	"--"	"87.5"	"--"	"13.4"	"HS"	"--"	"地方"	"5"	"42.0"	"绿"	"--"	"--"	"S"	"--"	"90.4"	"9.3"	"--"	"--"	"LU DOU"	"9"	"黑"	"0.80"	"--"	"62.2"	"HS"																	
"46"	"--"	"Leguminosae(豆科)"	"59"	"5-9"	"--"	"--"	"6.20"	"--"	"有限"	"--"	"--"	"--"	"27.6"	"--"	"--"	"--"	"3-9"	"河北"	"13.22"	"0.71"	"--"	"4.5"	"70"	"绿豆"	"52.48"	"63.7"	"--"	"5.0"	"Vigna(豇豆属)"	"C0000185"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"39.26"	"黄"	"8.29"	"25.69"	"4"	"--"	"--"	"I2E02466"	"直立"	"河北省农科院"	"衡水地区农科所"	"--"	"50.0"	"--"	"15.3"	"S"	"--"	"地方"	"5"	"53.8"	"绿"	"--"	"--"	"S"	"--"	"87.4"	"9.3"	"--"	"--"	"LU DOU"	"7"	"褐"	"1.21"	"--"	"70.4"	"HS"																	
"47"	"--"	"Leguminosae(豆科)"	"61"	"7-9"	"--"	"--"	"6.20"	"--"	"有限"	"--"	"--"	"--"	"21.5"	"--"	"--"	"--"	"5-9"	"河北"	"11.90"	"0.92"	"--"	"5.0"	"70"	"绿豆"	"51.57"	"74.8"	"--"	"4.3"	"Vigna(豇豆属)"	"C0000186"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"39.67"	"黄"	"8.29"	"25.23"	"4"	"--"	"--"	"I2E02467"	"直立"	"河北省农科院"	"衡水地区农科所"	"--"	"58.3"	"--"	"12.1"	"HS"	"--"	"地方"	"5"	"45.6"	"绿"	"--"	"--"	"S"	"--"	"89.7"	"9.2"	"--"	"--"	"LU DOU"	"9"	"黑"	"0.61"	"--"	"72.9"	"HS"																	
"48"	"--"	"Leguminosae(豆科)"	"62"	"5-9"	"--"	"--"	"6.20"	"--"	"有限"	"--"	"--"	"--"	"21.5"	"--"	"--"	"--"	"9"	"河北"	"11.87"	"0.83"	"--"	"4.1"	"80"	"绿豆"	"52.93"	"97.8"	"--"	"4.0"	"Vigna(豇豆属)"	"C0000187"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"3"	"41.06"	"黄"	"9.08"	"25.69"	"4"	"--"	"--"	"I2E02468"	"直立"	"河北省农科院"	"衡水地区农科所"	"--"	"100.0"	"--"	"13.4"	"HS"	"--"	"地方"	"4"	"51.4"	"绿"	"--"	"--"	"HS"	"--"	"85.9"	"9.8"	"--"	"--"	"LU DOU"	"9"	"褐"	"0.81"	"--"	"93.0"	"HS"																	
"49"	"--"	"Leguminosae(豆科)"	"161"	"--"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"25.6"	"--"	"--"	"--"	"--"	"河北"	"9.98"	"1.09"	"--"	"5.9"	"90"	"小明绿豆(大粒)"	"51.23"	"--"	"--"	"4.0"	"Vigna(豇豆属)"	"C0000188"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"41.25"	"黄"	"9.18"	"25.92"	"4"	"--"	"--"	"I2E02469"	"蔓生"	"河北省农科院"	"衡水县"	"--"	"--"	"--"	"13.6"	"--"	"--"	"地方"	"3"	"53.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.3"	"--"	"--"	"XIAO MING LU DOU (DA LI)"	"--"	"褐"	"--"	"--"	"121.6"	"--"																	
"50"	"--"	"Leguminosae(豆科)"	"163"	"--"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"30.9"	"--"	"--"	"--"	"--"	"河北"	"13.42"	"0.83"	"--"	"5.5"	"90"	"绿梗绿豆"	"53.50"	"--"	"--"	"4.9"	"Vigna(豇豆属)"	"C0000189"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"5"	"40.08"	"黄"	"9.18"	"25.35"	"5"	"--"	"--"	"I2E02470"	"蔓生"	"河北省农科院"	"衡水县"	"--"	"--"	"--"	"13.3"	"--"	"--"	"地方"	"3"	"60.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.3"	"--"	"--"	"LU GENG LU DOU"	"--"	"褐"	"--"	"--"	"131.6"	"--"																	
"51"	"--"	"Leguminosae(豆科)"	"164"	"--"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"26.5"	"--"	"--"	"--"	"--"	"河北"	"13.90"	"1.00"	"--"	"5.2"	"90"	"大明绿豆"	"52.59"	"--"	"--"	"4.3"	"Vigna(豇豆属)"	"C0000190"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"3"	"38.69"	"黄"	"9.18"	"25.72"	"5"	"--"	"--"	"I2E02471"	"蔓生"	"河北省农科院"	"衡水县"	"--"	"--"	"--"	"13.7"	"--"	"--"	"地方"	"3"	"50.7"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.9"	"--"	"--"	"DA MING LU DOU"	"--"	"褐"	"--"	"--"	"121.8"	"--"																	
"52"	"--"	"Leguminosae(豆科)"	"165"	"--"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"30.5"	"--"	"--"	"--"	"--"	"河北"	"13.84"	"0.97"	"--"	"4.7"	"90"	"大明绿豆"	"51.69"	"--"	"--"	"4.9"	"Vigna(豇豆属)"	"C0000191"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"3"	"37.85"	"黄"	"9.18"	"26.56"	"5"	"--"	"--"	"I2E02472"	"蔓生"	"河北省农科院"	"衡水县"	"--"	"--"	"--"	"15.2"	"--"	"--"	"地方"	"5"	"75.8"	"绿(光)"	"--"	"--"	"--"	"--"	"--"	"10.2"	"--"	"--"	"DA MING LU DOU"	"--"	"褐"	"--"	"--"	"120.0"	"--"																	
"53"	"--"	"Leguminosae(豆科)"	"166"	"--"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"18.3"	"--"	"--"	"--"	"--"	"河北"	"13.25"	"0.75"	"--"	"5.5"	"90"	"小明绿豆"	"51.80"	"--"	"--"	"4.2"	"Vigna(豇豆属)"	"C0000192"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"38.55"	"黄"	"9.18"	"25.64"	"3"	"--"	"--"	"I2E02473"	"蔓生"	"河北省农科院"	"衡水县"	"--"	"--"	"--"	"13.8"	"--"	"--"	"地方"	"3"	"41.4"	"绿(光)"	"--"	"--"	"--"	"--"	"--"	"10.3"	"--"	"--"	"XIAO MING LU DOU"	"--"	"褐"	"--"	"--"	"116.3"	"--"																	
"54"	"--"	"Leguminosae(豆科)"	"269"	"--"	"--"	"--"	"6.25"	"--"	"有限"	"--"	"--"	"--"	"13.8"	"--"	"--"	"--"	"--"	"河北"	"12.96"	"1.06"	"--"	"4.4"	"92"	"大绿豆"	"52.93"	"--"	"--"	"3.4"	"Vigna(豇豆属)"	"C0000193"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"39.97"	"黄"	"9.25"	"25.78"	"--"	"--"	"--"	"I2E02474"	"半蔓生"	"河北省农科院"	"衡水县"	"--"	"--"	"--"	"12.8"	"--"	"--"	"地方"	"--"	"37.5"	"绿(光)"	"--"	"--"	"--"	"--"	"--"	"8.1"	"--"	"--"	"DA LU DOU"	"--"	"褐"	"--"	"--"	"119.7"	"--"																	
"55"	"--"	"Leguminosae(豆科)"	"270"	"--"	"--"	"--"	"6.25"	"--"	"有限"	"--"	"--"	"--"	"11.3"	"--"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"5.2"	"84"	"毛绿豆"	"--"	"--"	"--"	"3.9"	"Vigna(豇豆属)"	"C0000194"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.17"	"--"	"--"	"--"	"--"	"I2E02475"	"直立"	"河北省农科院"	"衡水县"	"--"	"--"	"--"	"11.8"	"--"	"--"	"地方"	"--"	"34.1"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.9"	"--"	"--"	"MAO LU DOU"	"--"	"褐"	"--"	"--"	"61.6"	"--"																	
"56"	"--"	"Leguminosae(豆科)"	"271"	"--"	"--"	"--"	"6.25"	"--"	"有限"	"--"	"--"	"--"	"17.9"	"--"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"3.9"	"74"	"一窝猴"	"--"	"--"	"--"	"3.8"	"Vigna(豇豆属)"	"C0000195"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.07"	"--"	"--"	"--"	"--"	"I2E02476"	"半蔓生"	"河北省农科院"	"衡水县"	"--"	"--"	"--"	"12.2"	"--"	"--"	"地方"	"--"	"44.6"	"绿(光)"	"--"	"--"	"--"	"--"	"--"	"8.4"	"--"	"--"	"YI WO HOU"	"--"	"褐"	"--"	"--"	"82.9"	"--"																	
"57"	"--"	"Leguminosae(豆科)"	"272"	"7-9"	"--"	"--"	"6.25"	"--"	"有限"	"--"	"--"	"--"	"9.4"	"--"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"3.4"	"74"	"六十天还原"	"--"	"--"	"--"	"3.4"	"Vigna(豇豆属)"	"C0000196"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.07"	"--"	"--"	"--"	"--"	"I2E02477"	"直立"	"河北省农科院"	"衡水县"	"--"	"--"	"--"	"12.2"	"--"	"--"	"地方"	"--"	"30.1"	"绿(光)"	"--"	"--"	"--"	"--"	"--"	"8.1"	"--"	"--"	"LIU SHI TIAN HUAN YUAN"	"--"	"褐"	"--"	"--"	"70.9"	"--"																	
"58"	"--"	"Leguminosae(豆科)"	"273"	"--"	"--"	"--"	"6.25"	"--"	"无限"	"--"	"--"	"--"	"8.5"	"--"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"4.8"	"92"	"明绿豆"	"--"	"--"	"--"	"3.0"	"Vigna(豇豆属)"	"C0000197"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.25"	"--"	"--"	"--"	"--"	"I2E02478"	"蔓生"	"河北省农科院"	"衡水县"	"--"	"--"	"--"	"12.6"	"--"	"--"	"地方"	"--"	"28.0"	"绿(光)"	"--"	"--"	"--"	"--"	"--"	"7.8"	"--"	"--"	"MING LU DOU"	"--"	"褐"	"--"	"--"	"119.0"	"--"																	
"59"	"--"	"Leguminosae(豆科)"	"46"	"7-9"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"16.3"	"--"	"--"	"--"	"3-9"	"河北"	"12.64"	"0.71"	"--"	"5.1"	"95"	"爬蔓绿豆"	"53.16"	"65.9"	"--"	"4.3"	"Vigna(豇豆属)"	"C0000198"	"5"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"4"	"40.52"	"黄"	"9.23"	"26.37"	"5"	"--"	"--"	"I2E02479"	"蔓生"	"河北省农科院"	"枣强县"	"--"	"80.0"	"--"	"14.4"	"HS"	"--"	"地方"	"3"	"39.8"	"绿(光)"	"--"	"--"	"S"	"--"	"95.6"	"10.5"	"--"	"--"	"PA MAN LU DOU"	"9"	"褐"	"0.93"	"--"	"123.0"	"HS"																	
