"id"	"抗病性"	"单位编号"	"叶面刺毛"	"省"	"备注"	"根地上皮色"	"叶型"	"根肉口感"	"风味"	"栽培时期"	"译名"	"繁种单位"	"根地上部长"	"千粒重"	"属名"	"叶形"	"抗虫性"	"肉质根长"	"耐热性"	"根肉主色"	"肉质根粗"	"收获期"	"熟性"	"抗逆性"	"叶片长"	"品种名称"	"耐涝性"	"根形"	"学名"	"叶色"	"贮藏性"	"根肉水分"	"叶簇"	"叶裂刻"	"耐旱性"	"单根重"	"播种期"	"根肉质"	"品种来源"	"小裂片对数"	"耐寒性"	"叶柄色"	"种质库编号"	"统一编号"	"科名"	"用途"	"单产"	"根地下皮色"	"叶片宽"	"根肉次色"	"生长期"
"43"	"--"	"青147"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"甜"	"8上-11中"	"JIN XIANG DA QING PI"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"绿白"	"--"	"--"	"晚"	"强"	"--"	"金乡大青皮"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"1200"	"--"	"松脆"	"山东金乡县"	"--"	"--"	"--"	"Ⅱ1A1127"	"V01A0703"	"Cruciferae(十字花科)"	"熟食"	"4000"	"绿"	"--"	"--"	"100"
"44"	"--"	"青115"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11上"	"DA QING LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"浅绿"	"--"	"--"	"中"	"强"	"--"	"大青萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"多"	"直立"	"--"	"--"	"1000"	"--"	"松脆"	"山东莱芜市"	"--"	"--"	"--"	"Ⅱ1A0969"	"V01A0706"	"Cruciferae(十字花科)"	"熟食"	"4000"	"绿"	"--"	"--"	"90"
"45"	"强"	"青70"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11上"	"LAI XI WANG CHENG LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿白"	"--"	"--"	"中"	"强"	"--"	"莱西望城萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"多"	"半直立"	"--"	"--"	"700"	"--"	"细嫩"	"山东莱西市"	"--"	"--"	"--"	"Ⅱ1A0495"	"V01A0709"	"Cruciferae(十字花科)"	"熟食腌制"	"4500"	"绿"	"--"	"--"	"90"
"46"	"强"	"青2"	"--"	"山东"	"--"	"绿"	"板叶"	"--"	"甜"	"7下-10中"	"JI NAN PEI JIA YING XIAO YE"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"早"	"强"	"--"	"济南裴家营小叶"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"多"	"直立"	"--"	"--"	"875"	"--"	"松脆"	"山东历城"	"--"	"--"	"--"	"Ⅱ1A0439"	"V01A0713"	"Cruciferae(十字花科)"	"生熟食"	"5000"	"白"	"--"	"--"	"78"
"47"	"强"	"青29"	"--"	"山东"	"--"	"白绿"	"花叶"	"--"	"稍辣"	"9上-11上"	"LI JIN QING LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"浅绿"	"--"	"--"	"中"	"强"	"--"	"利津青萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"直立"	"--"	"--"	"1800"	"--"	"松脆"	"山东利津县"	"--"	"--"	"--"	"Ⅱ1A0463"	"V01A0714"	"Cruciferae(十字花科)"	"熟食腌制"	"2000"	"白"	"--"	"--"	"90"
"48"	"--"	"青149"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11上"	"LU TOU QING"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"绿白"	"--"	"--"	"中"	"中"	"--"	"露头青"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"1200"	"--"	"艮硬"	"山东梁山县"	"--"	"--"	"--"	"Ⅱ1A0988"	"V01A0715"	"Cruciferae(十字花科)"	"熟食腌制"	"4750"	"绿"	"--"	"--"	"90"
"49"	"--"	"白19"	"--"	"山东"	"--"	"白"	"花叶"	"--"	"稍辣"	"8上-11上"	"SHUAN NIU JUE BAI LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"强"	"--"	"栓牛橛白萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"直立"	"--"	"--"	"850"	"--"	"艮硬"	"山东临清市"	"--"	"--"	"--"	"Ⅱ1A1033"	"V01A0717"	"Cruciferae(十字花科)"	"熟食腌制"	"3500"	"白"	"--"	"白"	"90"
"50"	"--"	"白20"	"--"	"山东"	"--"	"白"	"花叶"	"--"	"稍辣"	"8上-11上"	"YOU PING ZI BAI LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"强"	"--"	"油瓶子白萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"直立"	"--"	"--"	"900"	"--"	"松脆"	"山东临清市"	"--"	"--"	"--"	"Ⅱ1A1034"	"V01A0718"	"Cruciferae(十字花科)"	"熟食腌制"	"4000"	"白"	"--"	"白"	"90"
"51"	"--"	"青107"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11中"	"QING LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"绿白"	"--"	"--"	"晚"	"强"	"--"	"青萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"900"	"--"	"艮硬"	"山东蒙阴县"	"--"	"--"	"--"	"Ⅱ1A0966"	"V01A0728"	"Cruciferae(十字花科)"	"熟食"	"4500"	"绿"	"--"	"--"	"100"
"52"	"--"	"红36"	"--"	"河北"	"--"	"红"	"花叶"	"--"	"甜"	"8上-11中"	"NING YANG DENG LONG HONG LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"强"	"--"	"宁阳灯笼红萝卜"	"--"	"近圆"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"1000"	"--"	"松脆"	"山东宁阳引自唐山"	"--"	"--"	"--"	"Ⅱ1A1134"	"V01A0733"	"Cruciferae(十字花科)"	"熟食"	"4500"	"红"	"--"	"白"	"100"
"53"	"--"	"春24"	"--"	"山东"	"--"	"红"	"板叶"	"--"	"甜"	"3-5"	"HONG TOU LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"中"	"--"	"红头萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"直立"	"--"	"--"	"60"	"--"	"细嫩"	"山东平邑县"	"--"	"--"	"--"	"Ⅱ1A1039"	"V01A0740"	"Cruciferae(十字花科)"	"生熟食"	"1250"	"红"	"--"	"白"	"50"
"54"	"--"	"春13"	"--"	"山东"	"--"	"红"	"板叶"	"--"	"稍辣"	"3-4"	"YI DU QING LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"中"	"--"	"益都青萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"多"	"半直立"	"--"	"--"	"120"	"--"	"细嫩"	"山东青州市"	"--"	"--"	"--"	"Ⅱ1A0019"	"V01A0744"	"Cruciferae(十字花科)"	"熟食"	"2000"	"红"	"--"	"白"	"45"
"55"	"--"	"春18"	"--"	"山东"	"--"	"红"	"板叶"	"--"	"甜"	"3-5"	"SHUI LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"中"	"--"	"水萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"中"	"直立"	"--"	"--"	"80"	"--"	"细嫩"	"山东日照市"	"--"	"--"	"--"	"Ⅱ1A1037"	"V01A0748"	"Cruciferae(十字花科)"	"生食"	"1500"	"红"	"--"	"白"	"50"
"56"	"--"	"青66"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"甜"	"8上-11上"	"RONG CHENG XIAO TOU QING"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"浅绿"	"--"	"--"	"中"	"强"	"--"	"荣城小头青"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"1100"	"--"	"艮硬"	"山东荣城市"	"--"	"--"	"--"	"Ⅱ1A0492"	"V01A0751"	"Cruciferae(十字花科)"	"生熟食"	"4750"	"白"	"--"	"--"	"90"
"57"	"--"	"青68"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11上"	"RU SHAN XIA BA JIN"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"中"	"强"	"--"	"乳山瞎八斤"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"直立"	"--"	"--"	"1000"	"--"	"艮硬"	"山东乳山县"	"--"	"--"	"--"	"Ⅱ1A0494"	"V01A0753"	"Cruciferae(十字花科)"	"熟食加工"	"5000"	"绿"	"--"	"--"	"90"
"58"	"--"	"青55"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"甜"	"8上-11上"	"SHOU GUANG MIAN LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"中"	"强"	"--"	"寿光面萝卜"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"1200"	"--"	"艮硬"	"山东寿光县"	"--"	"--"	"--"	"Ⅱ1A0483"	"V01A0756"	"Cruciferae(十字花科)"	"熟食腌制"	"4000"	"绿"	"--"	"--"	"90"
"59"	"--"	"红47"	"--"	"山东"	"--"	"红"	"花叶"	"--"	"稍辣"	"8上-11中"	"YI ZHI LA"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"强"	"--"	"一支腊"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"1200"	"--"	"松脆"	"山东微山县"	"--"	"--"	"--"	"Ⅱ1A1011"	"V01A0761"	"Cruciferae(十字花科)"	"熟食"	"4000"	"红"	"--"	"白"	"100"
"60"	"--"	"春3"	"--"	"山东"	"--"	"紫红"	"板叶"	"--"	"甜"	"3-5"	"WEN DENG WU YING"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"中"	"--"	"文登五缨"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"中"	"半直立"	"--"	"--"	"60"	"--"	"松脆"	"山东文登市"	"--"	"--"	"--"	"Ⅱ1A0023"	"V01A0765"	"Cruciferae(十字花科)"	"生熟食"	"2000"	"红"	"--"	"白"	"45"
"61"	"--"	"红32"	"--"	"山东"	"--"	"红"	"花叶"	"--"	"稍辣"	"8上-11中"	"CHE TOU HONG"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"强"	"--"	"车头红"	"--"	"纺锤"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"直立"	"--"	"--"	"1000"	"--"	"松脆"	"山东新泰市"	"--"	"--"	"--"	"Ⅱ1A1003"	"V01A0774"	"Cruciferae(十字花科)"	"熟食"	"4500"	"红"	"--"	"白"	"100"
"62"	"--"	"青91"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11中"	"ER TUO ZI LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"晚"	"强"	"--"	"二驼子萝卜"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"900"	"--"	"松脆"	"山东沂水县"	"--"	"--"	"--"	"Ⅱ1A0672"	"V01A0782"	"Cruciferae(十字花科)"	"熟食腌制"	"4000"	"绿"	"--"	"--"	"100"
"63"	"--"	"青83"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11上"	"YI SHUI DA QING LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"浅绿"	"--"	"--"	"中"	"强"	"--"	"沂水大青萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"1200"	"--"	"松脆"	"山东沂水县"	"--"	"--"	"--"	"Ⅱ1A0507"	"V01A0787"	"Cruciferae(十字花科)"	"熟食腌制"	"4500"	"绿"	"--"	"--"	"90"
"64"	"--"	"青81"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11上"	"YI SHUI QING LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"中"	"强"	"--"	"沂水青萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"850"	"--"	"艮硬"	"山东沂水县"	"--"	"--"	"--"	"Ⅱ1A0506"	"V01A0788"	"Cruciferae(十字花科)"	"熟食腌制"	"4000"	"绿"	"--"	"--"	"90"
"65"	"--"	"青76"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11上"	"YI SHUI QING LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿白"	"--"	"--"	"中"	"强"	"--"	"沂水青萝卜"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"1000"	"--"	"艮硬"	"山东沂水县"	"--"	"--"	"--"	"Ⅱ1A0501"	"V01A0789"	"Cruciferae(十字花科)"	"熟食腌制"	"4000"	"绿"	"--"	"--"	"90"
"66"	"--"	"青77"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11上"	"YI SHUI DA JIAN ZUI LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿白"	"--"	"--"	"中"	"强"	"--"	"沂水大尖嘴萝卜"	"--"	"圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"少"	"直立"	"--"	"--"	"800"	"--"	"艮硬"	"山东沂水县"	"--"	"--"	"--"	"Ⅱ1A0502"	"V01A0793"	"Cruciferae(十字花科)"	"熟食"	"3500"	"白"	"--"	"--"	"90"
"67"	"--"	"青87"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"稍辣"	"8上-11上"	"YI SHUI QING PI DA LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"中"	"强"	"--"	"沂水青皮大萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"1000"	"--"	"艮硬"	"山东沂水县"	"--"	"--"	"--"	"Ⅱ1A0511"	"V01A0796"	"Cruciferae(十字花科)"	"熟食腌制"	"4000"	"绿"	"--"	"--"	"90"
"68"	"--"	"青79"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"甜"	"8上-11上"	"YI SHUI HUA YE DA LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"中"	"--"	"--"	"沂水花叶大萝卜"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"直立"	"--"	"--"	"1200"	"--"	"松脆"	"山东沂水县"	"--"	"--"	"--"	"Ⅱ1A0504"	"V01A0798"	"Cruciferae(十字花科)"	"生熟食"	"4500"	"绿"	"--"	"--"	"90"
"69"	"强"	"青27"	"--"	"山东"	"--"	"白绿"	"花叶"	"--"	"甜"	"8上-11上"	"QING TOU DA LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"强"	"--"	"青头大萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"多"	"直立"	"--"	"--"	"1300"	"--"	"疏松"	"山东禹城县"	"--"	"--"	"--"	"Ⅱ1A0961"	"V01A0799"	"Cruciferae(十字花科)"	"熟食腌制"	"4500"	"--"	"--"	"白"	"90"
"70"	"中"	"美3"	"--"	"山东"	"肉质根中心红线"	"红"	"板/花"	"--"	"稍辣"	"8上-10下"	"ZAO ZHUANG XIAO DING WO XIN"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"强"	"--"	"枣庄小顶窝心"	"--"	"纺锤"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"直立"	"--"	"--"	"500"	"--"	"细嫩"	"山东枣庄郊区"	"--"	"--"	"--"	"Ⅱ1A1136"	"V01A0801"	"Cruciferae(十字花科)"	"生食"	"3250"	"紫红"	"--"	"红"	"80"
"71"	"强"	"红4"	"--"	"山东"	"--"	"红"	"花叶"	"--"	"甜"	"8上-11中"	"ZAO ZHUANG YI ZHI LA"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"强"	"--"	"枣庄一支腊"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"直立"	"--"	"--"	"1100"	"--"	"松脆"	"山东枣庄郊区"	"--"	"--"	"--"	"Ⅱ1A1129"	"V01A0802"	"Cruciferae(十字花科)"	"熟食加工"	"5000"	"红"	"--"	"白"	"100"
"72"	"--"	"红18"	"--"	"山东"	"--"	"红"	"花叶"	"--"	"稍辣"	"8上-11上"	"ZI SU LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿白"	"--"	"--"	"中"	"强"	"--"	"紫苏萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"1000"	"--"	"松脆"	"山东郯城县"	"--"	"--"	"--"	"Ⅱ1A0995"	"V01A0827"	"Cruciferae(十字花科)"	"熟食"	"5000"	"紫红"	"--"	"--"	"90"
"73"	"中"	"春37"	"--"	"山东"	"--"	"红"	"板叶"	"--"	"甜"	"3-5"	"LA ZHU HONG LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"--"	"--"	"--"	"蜡烛红萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"差"	"中"	"直立"	"--"	"--"	"120"	"--"	"松脆"	"山东莒南县"	"--"	"--"	"--"	"Ⅱ1A1095"	"V01A0832"	"Cruciferae(十字花科)"	"生熟食"	"2000"	"红"	"--"	"白"	"50"
"74"	"--"	"青138"	"--"	"山东"	"--"	"绿"	"花叶"	"--"	"甜"	"8上-11上"	"QING DAO XIN"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"绿"	"--"	"--"	"中"	"强"	"--"	"青到心"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"多"	"半直立"	"--"	"--"	"2000"	"--"	"艮硬"	"山东泗水县"	"--"	"--"	"--"	"Ⅱ1A0989"	"V01A0839"	"Cruciferae(十字花科)"	"生熟食"	"--"	"白"	"--"	"--"	"90"
"75"	"中"	"红7"	"--"	"山东"	"--"	"红"	"花叶"	"--"	"稍辣"	"8上-11中"	"TENG XIAN WAN GEN LUO BU"	"山东农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"强"	"--"	"滕县弯根萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"700"	"--"	"艮硬"	"山东滕州市"	"--"	"--"	"--"	"Ⅱ1A1131"	"V01A0841"	"Cruciferae(十字花科)"	"熟食腌制"	"4000"	"红"	"--"	"白"	"100"
"76"	"中"	"Ⅱ1I0075"	"--"	"山西"	"--"	"红"	"板叶"	"--"	"稍辣"	"4上-5下"	"DA NING SHUI LUO BU"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"耐寒"	"--"	"大宁水萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"85"	"--"	"脆嫩"	"山西大宁县"	"--"	"--"	"--"	"Ⅱ1A0655"	"V01A0849"	"Cruciferae(十字花科)"	"生食"	"2150"	"红"	"--"	"白"	"50"
"77"	"中"	"Ⅱ1I0019"	"--"	"山西"	"--"	"红"	"板叶"	"--"	"稍辣"	"4上-5下"	"GUANG LING HONG PI"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"中"	"--"	"广灵红皮"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"65"	"--"	"脆嫩"	"山西广灵县"	"--"	"--"	"--"	"Ⅱ1A0201"	"V01A0853"	"Cruciferae(十字花科)"	"生食"	"1750"	"白"	"--"	"白"	"50"
"78"	"中"	"Ⅱ1I0051"	"--"	"山西"	"--"	"红"	"板叶"	"--"	"稍辣"	"4上-5中"	"HE JIN YE JI HONG"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"中"	"--"	"河津野鸡红"	"--"	"圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"60"	"--"	"脆嫩"	"山西河津县"	"--"	"--"	"--"	"Ⅱ1A1048"	"V01A0856"	"Cruciferae(十字花科)"	"生食"	"1750"	"红"	"--"	"白"	"45"
"79"	"中"	"Ⅱ1A0011"	"--"	"山西"	"--"	"绿"	"花叶"	"--"	"稍辣"	"7下-10下"	"JIE SHAN LIU TOU BAI"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中晚"	"中"	"--"	"秸山柳头白"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"550"	"--"	"艮硬"	"山西秸山县"	"--"	"--"	"--"	"Ⅱ1A0943"	"V01A0868"	"Cruciferae(十字花科)"	"熟食腌制"	"2250"	"白"	"--"	"白"	"90"
"80"	"中"	"Ⅱ1A0055"	"--"	"山西"	"--"	"白绿"	"花叶"	"--"	"稍辣"	"7下-10下"	"JIN CHENG BAI"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中晚"	"中"	"--"	"晋城白"	"--"	"纺锤"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"少"	"半直立"	"--"	"--"	"1250"	"--"	"艮硬"	"山西晋城市"	"--"	"--"	"--"	"Ⅱ1A0620"	"V01A0871"	"Cruciferae(十字花科)"	"熟食腌制"	"5000"	"白"	"--"	"白"	"90"
"81"	"中"	"Ⅱ1Aa0083"	"--"	"山西"	"--"	"浅绿"	"花叶"	"--"	"稍辣"	"7下-10下"	"XIN SHENG"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中晚"	"中"	"--"	"新生"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"1500"	"--"	"脆嫩"	"山西蔬菜所"	"--"	"--"	"--"	"Ⅱ1A0014"	"V01A0891"	"Cruciferae(十字花科)"	"熟食腌制"	"4500"	"白"	"--"	"白"	"90"
"82"	"中"	"Ⅱ1I0005"	"--"	"山西"	"--"	"红"	"板叶"	"--"	"稍辣"	"4上-5下"	"ZEI BU TON"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中早"	"中"	"--"	"贼不偷"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"60"	"--"	"艮硬"	"山西太原市"	"--"	"--"	"--"	"Ⅱ1A0628"	"V01A0894"	"Cruciferae(十字花科)"	"生食"	"1750"	"白"	"--"	"白"	"50"
"83"	"中"	"Ⅱ1A0043"	"--"	"山西"	"--"	"白"	"花叶"	"--"	"稍辣"	"7下-10下"	"TONG SHEN BAI"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中晚"	"中"	"--"	"通身白"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"中"	"半直立"	"--"	"--"	"600"	"--"	"脆嫩"	"山西太原市"	"--"	"--"	"--"	"Ⅱ1A0618"	"V01A0896"	"Cruciferae(十字花科)"	"熟食腌制"	"2500"	"白"	"--"	"白"	"90"
"84"	"中"	"Ⅱ1I0055"	"--"	"山西"	"--"	"红"	"板叶"	"--"	"稍辣"	"4上-5下"	"XIN JIANG YE JI HONG"	"山西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"中"	"--"	"新绛野鸡红"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"50"	"--"	"脆嫩"	"山西新绛县"	"--"	"--"	"--"	"Ⅱ1A0643"	"V01A0907"	"Cruciferae(十字花科)"	"生食"	"1500"	"红"	"--"	"白"	"50"
