"id"	"嫩叶颜色"	"芽着生状态"	"叶脉"	"秋可溶糖"	"春担桑茧量"	"萎缩萎缩病"	"叶面粗滑"	"发芽期"	"秋公斤叶数"	"叶硬化期"	"枝条长短"	"叶缘"	"省"	"秋万茧层量"	"开叶期"	"枝态"	"统一编号"	"花叶萎缩病"	"叶厚薄"	"属名"	"春可溶糖"	"株产叶量"	"成熟期"	"发芽率"	"染色体数"	"春万头茧量"	"保存单位"	"叶尖"	"亩产叶量"	"黑枯细菌病"	"叶着生状态"	"雄穗多少"	"污叶病"	"叶背毛"	"叶面光泽"	"枝条皮色"	"椹颜色"	"花柱有无"	"叶长"	"叶缘芒刺"	"发条力"	"皮孔个"	"耐寒性"	"椹梗叶"	"叶基"	"白粉病"	"青枯病"	"科名"	"种子来源地"	"品种名称"	"副芽多少"	"耐湿性"	"叶面缩"	"节间长"	"叶形状"	"冬芽颜色"	"枝条曲直"	"秋粗蛋白"	"秋万头茧量"	"译名"	"叶面毛"	"秋担桑茧量"	"叶幅"	"椹结实性"	"学名"	"原产地"	"雄穗长度"	"褐斑病"	"冬芽形状"	"秋米条叶"	"花性"	"黄化萎缩病"	"叶色"	"椹多少"	"春万茧层量"	"枝条粗细"	"椹长度"	"叶序"	"生长芽率"	"春米条叶"	"叶柄长"	"耐旱性"	"梢梗叶"	"条梗叶"	"春公斤叶数"	"春粗蛋白"	"花叶开放序"	"实用分类"	"缩叶细菌病"	"叶梗叶"	"柱头毛或突"
"68"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"云南"	"--"	"--"	"--"	"21-00063"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"75.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"21.0"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"会泽15号"	"--"	"--"	"--"	"3.0"	"卵圆形"	"--"	"--"	"--"	"--"	"HUI ZE 15 HAO"	"--"	"--"	"10.8"	"--"	"Morus alba Linn.(白桑)"	"云南省会泽县"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中生中熟"	"--"	"--"	"--"
"69"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"云南"	"--"	"--"	"--"	"21-00064"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"70.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"17.5"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"会泽16号"	"--"	"--"	"--"	"9.0"	"阔心脏形"	"--"	"--"	"--"	"--"	"HUI ZE 16 HAO"	"--"	"--"	"17.0"	"--"	"Morus mongolica var. diabolica(鬼桑)"	"云南省会泽县"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"晚生中熟"	"--"	"--"	"--"
"70"	"黄绿"	"--"	"基脉五出"	"13.58"	"5.608"	"中抗"	"光滑"	"4月3-9日"	"376"	"--"	"短"	"乳头齿"	"贵州"	"4.110"	"--"	"直立"	"22-00001"	"抗"	"较厚"	"Morus(桑属)"	"13.08"	"3.020"	"5月上旬初"	"75.0"	"二倍体"	"18.779"	"中国农科院蚕业所"	"锐头"	"1510.0"	"中抗"	"--"	"少"	"抗"	"无"	"较强"	"灰白"	"--"	"--"	"18.0"	"无"	"强"	"21.0"	"较弱"	"--"	"心形"	"抗"	"--"	"Moraceae(桑科)"	"贵州省桑业科学研究所"	"道真桑"	"--"	"中"	"微缩皱"	"3.0"	"心脏形"	"--"	"直"	"22.010"	"18.340"	"DAO ZHEN SANG"	"无"	"6.210"	"14.0"	"--"	"Morus alba Linn.(白桑)"	"贵州省道真县"	"短"	"中抗"	"--"	"90.0"	"雄株"	"中抗"	"深绿"	"--"	"4.835"	"粗"	"--"	"3/8"	"28.00"	"137.0"	"3.5"	"中"	"12.0"	"38.00"	"968"	"24.58"	"先叶后花"	"--"	"抗"	"50.0"	"--"
"71"	"紫红"	"贴生"	"--"	"--"	"6.489"	"感病"	"光滑"	"3月30-4月2日"	"372"	"9月上旬"	"长"	"钝齿"	"贵州"	"4.145"	"4月7-14日"	"直立"	"22-00030"	"--"	"厚"	"Morus(桑属)"	"--"	"2.510"	"5月中旬末"	"75.0"	"二倍体"	"23.968"	"中国农科院蚕业所"	"尾状"	"1004.0"	"抗"	"--"	"--"	"中抗"	"无"	"较强"	"灰棕"	"紫黑"	"长"	"23.5"	"无"	"强"	"9.0"	"较强"	"0.2"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"贵州省蚕科所"	"黔10号"	"无"	"中"	"微缩皱"	"4.5"	"心脏形"	"棕"	"直"	"--"	"18.439"	"QIAN 10 HAO"	"无"	"7.760"	"18.5"	"强"	"Morus mizuho Hotta.(瑞穗桑)"	"贵州省尊义市"	"0.0"	"--"	"三角形"	"35.0"	"雌花"	"中抗"	"深绿"	"少"	"5.563"	"粗"	"2.5"	"2/5"	"28.00"	"118.0"	"4.0"	"中"	"6.2"	"42.04"	"555"	"--"	"先叶后花"	"--"	"抗"	"51.6"	"突起有毛"
"72"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"22-00053"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"69.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"16.0"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"贵1-5"	"--"	"--"	"--"	"3.0"	"长心脏形"	"--"	"--"	"--"	"--"	"GUI 1-5"	"--"	"--"	"12.3"	"--"	"Morus alba Linn.(白桑)"	"贵州省德江县"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"晚生中熟"	"--"	"--"	"--"
"73"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"22-00054"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"44.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"21.0"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"贵1-6"	"--"	"--"	"--"	"3.5"	"心脏形"	"--"	"--"	"--"	"--"	"GUI 1-6"	"--"	"--"	"17.0"	"--"	"Morus alba Linn.(白桑)"	"贵州省德江县"	"--"	"--"	"--"	"--"	"雌雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"晚生晚熟"	"--"	"--"	"--"
"74"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"22-00055"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"59.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"19.7"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"贵1-8"	"--"	"--"	"--"	"4.1"	"卵圆形"	"--"	"--"	"--"	"--"	"GUI 1-8"	"--"	"--"	"15.2"	"--"	"Morus alba Linn.(白桑)"	"贵州省德江县"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"晚生晚熟"	"--"	"--"	"--"
"75"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"22-00056"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"65.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"18.3"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"贵2-8"	"--"	"--"	"--"	"4.0"	"卵圆形"	"--"	"--"	"--"	"--"	"GUI 2-8"	"--"	"--"	"11.3"	"--"	"Morus alba Linn.(白桑)"	"贵州省德江县"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中生中熟"	"--"	"--"	"--"
"76"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"贵州"	"--"	"--"	"--"	"22-00057"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"59.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"17.0"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"贵4-3"	"--"	"--"	"--"	"3.3"	"卵圆形"	"--"	"--"	"--"	"--"	"GUI 4-3"	"--"	"--"	"12.0"	"--"	"Morus alba Linn.(白桑)"	"贵州省德江县"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"晚生中熟"	"--"	"--"	"--"
"77"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"24-00043"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"69.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"19.5"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"新一之濑四"	"--"	"--"	"--"	"3.6"	"心脏形"	"--"	"--"	"--"	"--"	"XIN YI ZHI LAI SI"	"--"	"--"	"17.5"	"--"	"Morus alba Linn.(白桑)"	"陕西省周至县"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中生中熟"	"--"	"--"	"--"
"78"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"24-00044"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"56.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.5"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"707四"	"--"	"--"	"--"	"2.9"	"心脏形"	"--"	"--"	"--"	"--"	"707 SI"	"--"	"--"	"14.5"	"--"	"Morus multicaulis Perr.(鲁桑)"	"陕西省周至县"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中生中熟"	"--"	"--"	"--"
"79"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"24-00045"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"60.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"17.0"	"--"	"弱"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"陕871四"	"--"	"--"	"--"	"3.0"	"阔心脏形"	"--"	"--"	"--"	"--"	"SHAN 871 SI"	"--"	"--"	"17.0"	"--"	"Morus multicaulis Perr.(鲁桑)"	"陕西省周至县"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中生中熟"	"--"	"--"	"--"
"80"	"绿带紫红"	"--"	"基脉五出"	"--"	"5.130"	"--"	"光滑"	"4月10-13日"	"448"	"--"	"中"	"乳头齿"	"甘肃"	"4.371"	"--"	"直立"	"25-00001"	"--"	"较厚"	"Morus(桑属)"	"10.75"	"3.000"	"5月中旬初"	"64.0"	"二倍体"	"19.820"	"中国农科院蚕业所"	"锐头"	"1500.0"	"中抗"	"--"	"无"	"中抗"	"无"	"较强"	"棕黄"	"紫黑"	"无"	"14.0"	"无"	"强"	"12.0"	"较强"	"1.0"	"截形"	"中抗"	"--"	"Moraceae(桑科)"	"甘肃省舟曲县"	"舟曲桑"	"--"	"中"	"微缩皱"	"3.5"	"心脏形"	"--"	"直"	"--"	"20.440"	"ZHOU QU SANG"	"无"	"7.250"	"12.0"	"强"	"Morus alba Linn.(白桑)"	"甘肃省舟曲县"	"--"	"--"	"--"	"112.0"	"雌花"	"--"	"深绿"	"少"	"4.852"	"中等"	"中等"	"2/5"	"38.00"	"126.0"	"4.7"	"强"	"12.6"	"45.90"	"920"	"27.98"	"先叶后花"	"--"	"--"	"40.5"	"突起"
"81"	"黄绿"	"--"	"基脉五出"	"14.09"	"6.896"	"--"	"光滑"	"4月9-14日"	"480"	"--"	"中"	"钝齿"	"新疆"	"3.648"	"--"	"斜生"	"27-00001"	"--"	"厚"	"Morus(桑属)"	"15.04"	"2.080"	"5月中旬初"	"67.0"	"三倍体"	"--"	"中国农科院蚕业所"	"短尾状"	"850.0"	"中抗"	"--"	"--"	"易感"	"无"	"较弱"	"棕褐"	"白"	"短"	"12.0"	"无"	"中"	"6.0"	"较强"	"17.0"	"深心形"	"易感"	"--"	"Moraceae(桑科)"	"--"	"和田白桑"	"--"	"中"	"无滑"	"4.5"	"心脏形"	"--"	"直"	"26.960"	"--"	"HE TIAN BAI SANG"	"无"	"7.934"	"10.0"	"弱"	"Morus alba Linn.(白桑)"	"新疆洛埔县"	"--"	"--"	"--"	"59.0"	"雌花"	"中抗"	"深绿"	"多"	"4.737"	"中等"	"短"	"2/5"	"21.50"	"149.0"	"4.5"	"强"	"13.0"	"40.00"	"774"	"25.04"	"花叶同开"	"--"	"--"	"30.0"	"突起"
"82"	"--"	"--"	"基脉五出"	"--"	"--"	"--"	"光滑"	"4月9-16日"	"444"	"--"	"中"	"钝齿"	"新疆"	"--"	"--"	"斜生"	"27-00002"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.650"	"5月中旬初"	"70.0"	"--"	"--"	"中国农科院蚕业所"	"锐头"	"1325.0"	"易感"	"--"	"较多"	"易感"	"无"	"较强"	"棕褐"	"--"	"--"	"13.0"	"无"	"--"	"5.0"	"--"	"--"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"新疆和田桑蚕科学研究所"	"雄桑"	"--"	"--"	"无滑"	"4.5"	"心脏形"	"--"	"直"	"--"	"--"	"XIONG SANG"	"无"	"--"	"12.0"	"--"	"Morus alba Linn.(白桑)"	"新疆洛浦县"	"中等"	"中抗"	"--"	"42.0"	"雄株"	"--"	"深绿"	"--"	"--"	"中等"	"--"	"2/5"	"25.00"	"80.0"	"--"	"--"	"8.0"	"57.00"	"1040"	"--"	"先花后叶"	"--"	"--"	"35.0"	"--"
"83"	"黄绿带紫"	"--"	"基脉五出"	"--"	"--"	"--"	"光滑"	"4月13-16日"	"405"	"--"	"中"	"钝齿"	"新疆"	"--"	"--"	"斜生"	"27-00005"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.849"	"5月中旬初"	"75.0"	"--"	"--"	"中国农科院蚕业所"	"锐头"	"1425.0"	"感病"	"--"	"--"	"感病"	"无"	"较弱"	"淡棕褐"	"贻红"	"无"	"13.0"	"无"	"强"	"10.0"	"较强"	"7.0"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"新疆阿克苏"	"白桑1号"	"--"	"中"	"无滑"	"4.5"	"心脏形"	"--"	"微曲"	"--"	"--"	"BAI SANG 1 HAO"	"无"	"--"	"10.0"	"--"	"Morus alba Linn.(白桑)"	"新疆阿克苏"	"--"	"--"	"--"	"45.0"	"雌花"	"--"	"深绿"	"中"	"--"	"中等"	"短"	"2/5"	"20.00"	"105.0"	"6.0"	"强"	"9.0"	"38.00"	"960"	"--"	"先叶后花"	"--"	"--"	"46.0"	"突起"
"84"	"黄绿带紫"	"--"	"基脉五出"	"--"	"--"	"--"	"光滑"	"4月16-18日"	"374"	"--"	"中"	"乳头齿"	"新疆"	"--"	"--"	"斜生"	"27-00006"	"--"	"较厚"	"Morus(桑属)"	"--"	"3.584"	"5月中旬初"	"70.0"	"--"	"--"	"中国农科院蚕业所"	"锐头"	"1792.0"	"中抗"	"--"	"--"	"感病"	"无"	"较弱"	"棕褐"	"白"	"--"	"16.0"	"无"	"强"	"--"	"较强"	"2.0"	"截形"	"中抗"	"--"	"Moraceae(桑科)"	"新疆阿克苏"	"白桑2号"	"--"	"中"	"无滑"	"4.0"	"心脏形"	"--"	"微曲"	"--"	"--"	"BAI SANG 2 HAO"	"无"	"--"	"14.0"	"--"	"Morus alba Linn.(白桑)"	"新疆阿克苏"	"--"	"--"	"--"	"42.0"	"雌花"	"--"	"深绿"	"较少"	"--"	"中等"	"短"	"2/5"	"11.00"	"94.0"	"4.6"	"中"	"10.0"	"40.00"	"610"	"--"	"先叶后花"	"--"	"--"	"48.0"	"突起"
"85"	"黄绿"	"--"	"基脉五出"	"--"	"--"	"--"	"微粗糙"	"4月11-14日"	"354"	"--"	"中"	"钝齿"	"新疆"	"--"	"--"	"斜生"	"27-00007"	"--"	"--"	"Morus(桑属)"	"--"	"2.270"	"5月中旬初"	"75.0"	"--"	"--"	"中国农科院蚕业所"	"锐头"	"1135.0"	"中抗"	"--"	"--"	"易感"	"无"	"较弱"	"棕褐"	"白"	"--"	"17.0"	"无"	"强"	"10.0"	"较强"	"1.0"	"深心形"	"中抗"	"--"	"Moraceae(桑科)"	"新疆阿克苏"	"白桑3号"	"--"	"中"	"--"	"4.0"	"卵圆形"	"--"	"微曲"	"--"	"--"	"BAI SANG 3 HAO"	"无"	"--"	"12.0"	"--"	"Morus alba Linn.(白桑)"	"新疆阿克苏"	"--"	"--"	"--"	"92.0"	"雌花"	"--"	"深绿"	"少"	"--"	"中等"	"短"	"2/5"	"27.00"	"114.0"	"6.5"	"中"	"12.0"	"44.00"	"660"	"--"	"先叶后花"	"--"	"--"	"43.0"	"突起"
"86"	"黄绿带紫"	"--"	"基脉五出"	"13.05"	"5.990"	"--"	"光滑"	"4月16-19日"	"248"	"--"	"中"	"钝齿"	"新疆"	"4.294"	"--"	"斜生"	"27-00008"	"--"	"较厚"	"Morus(桑属)"	"13.50"	"4.200"	"5月中旬初"	"60.0"	"--"	"20.730"	"中国农科院蚕业所"	"锐头"	"2100.0"	"感病"	"--"	"--"	"感病"	"无"	"较强"	"棕褐"	"紫黑"	"无"	"17.0"	"无"	"中"	"5.0"	"强"	"2.0"	"浅心形"	"--"	"--"	"Moraceae(桑科)"	"新疆阿克苏"	"白桑4号"	"--"	"中"	"无滑"	"4.0"	"心脏形"	"--"	"微曲"	"26.080"	"20.537"	"BAI SANG 4 HAO"	"无"	"7.310"	"14.0"	"--"	"Morus alba Linn.(白桑)"	"新疆阿克苏"	"--"	"--"	"--"	"61.0"	"雌花"	"感病"	"墨绿"	"较少"	"5.207"	"中等"	"短"	"2/5"	"10.00"	"138.0"	"5.5"	"中"	"8.0"	"46.00"	"488"	"28.20"	"先叶后花"	"--"	"--"	"44.0"	"突起"
"87"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"宁夏"	"--"	"--"	"--"	"28-00004"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"94.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"16.4"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"宁夏3号"	"--"	"--"	"--"	"3.2"	"心脏形"	"--"	"--"	"--"	"--"	"NING XIA 3 HAO"	"--"	"--"	"12.5"	"--"	"Morus alba Linn.(白桑)"	"宁夏银川市"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"晚生中熟"	"--"	"--"	"--"
"88"	"黄绿"	"贴生"	"基脉五出"	"9.40"	"6.100"	"中抗"	"光滑"	"4月12-14日"	"312"	"9月中旬"	"长"	"钝齿"	"台湾"	"4.025"	"4月16-28日"	"斜生"	"30-00002"	"--"	"较厚"	"Morus(桑属)"	"11.52"	"2.550"	"5月中旬末"	"66.0"	"二倍体"	"21.367"	"中国农科院蚕业所"	"锐头"	"1275.0"	"中抗"	"--"	"--"	"中抗"	"无"	"较强"	"灰褐"	"紫黑"	"无"	"19.5"	"无"	"中"	"14.0"	"中等"	"27.4"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"浙江农大"	"台湾红皮"	"少"	"中"	"微缩皱"	"3.0"	"心脏形"	"棕"	"微曲"	"25.220"	"19.094"	"TAI WAN HONG PI"	"无"	"7.050"	"17.3"	"强"	"Morus alba Linn.(白桑)"	"台湾省"	"--"	"--"	"三角形或卵形"	"119.0"	"雌花"	"感病"	"深绿"	"多"	"5.045"	"粗"	"2-3"	"2/5"	"6.37"	"82.0"	"4.0"	"中"	"4.0"	"36.17"	"860"	"24.46"	"先叶后花"	"--"	"中抗"	"32.5"	"突起"
"89"	"黄绿带紫红"	"贴生"	"基脉五出"	"--"	"--"	"中抗"	"光滑"	"3月26-4月11日"	"640"	"9月中旬"	"长"	"钝齿"	"海南"	"--"	"4月4-12日"	"直立"	"31-00029"	"--"	"较厚"	"Morus(桑属)"	"--"	"3.605"	"5月上旬初"	"67.0"	"--"	"--"	"中国农科院蚕业所"	"尾状"	"1442.0"	"高抗"	"稍下垂"	"--"	"中抗"	"无"	"较强"	"灰褐带青"	"紫红"	"无"	"22.5"	"无"	"中"	"26.0"	"弱"	"2.8"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"海南"	"琼果桑"	"较少"	"强"	"无缩皱"	"3.7"	"心脏形"	"淡褐"	"直"	"--"	"--"	"QIONG GUO SANG"	"无"	"--"	"18.3"	"强"	"Morus atropurpurea Roxb.(广东桑)"	"海南省"	"0.0"	"--"	"三角形"	"37.0"	"雌花"	"高抗"	"翠绿"	"较多"	"--"	"粗"	"3.0"	"2/5,3/8"	"57.00"	"214.0"	"3.5"	"弱"	"10.6"	"43.96"	"760"	"--"	"先叶后花"	"--"	"高抗"	"42.7"	"有毛"
"90"	"黄绿"	"腹离"	"--"	"--"	"--"	"--"	"光滑"	"3月25-30日"	"592"	"9月上旬"	"长"	"钝齿"	"国外"	"--"	"4月7-14日"	"直立"	"52-00002"	"--"	"较薄"	"Morus(桑属)"	"--"	"4.250"	"5月中旬初"	"--"	"二倍体"	"--"	"中国农科院蚕业所"	"短尾状"	"1700.0"	"抗"	"平伸"	"--"	"中抗"	"无"	"较强"	"青灰"	"紫红"	"无"	"16.0"	"无"	"强"	"11.0"	"弱"	"17.5"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"广东省蚕业所"	"越一"	"少"	"强"	"无缩皱"	"3.4"	"心脏形"	"棕"	"直"	"--"	"--"	"YUE YI"	"无"	"--"	"12.6"	"强"	"Morus atropurpurea Roxb.(广东桑)"	"越南"	"0.0"	"--"	"三角形"	"32.0"	"雌花"	"感病"	"淡绿"	"多"	"--"	"中粗"	"3.0"	"3/8"	"--"	"63.0"	"5.6"	"弱"	"6.7"	"44.29"	"756"	"--"	"先叶后花"	"--"	"抗"	"31.5"	"突起"
"91"	"黄绿带紫红"	"尖离"	"基脉五出"	"--"	"6.309"	"--"	"光滑"	"4月4-8日"	"412"	"9月中旬"	"长"	"钝齿"	"国外"	"4.126"	"4月13-18日"	"直立"	"54-00036"	"--"	"较厚"	"Morus(桑属)"	"--"	"3.220"	"5月中旬初"	"81.0"	"二倍体"	"23.302"	"中国农科院蚕业所"	"锐头"	"1288.0"	"中抗"	"平伸"	"--"	"中抗"	"无"	"--"	"青灰"	"紫黑"	"无"	"19.0"	"无"	"中"	"21.0"	"较强"	"12.0"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"日本"	"常丰"	"少"	"中"	"泡皱"	"7.6"	"心脏形"	"黄褐"	"直"	"--"	"18.329"	"常丰"	"无"	"7.720"	"15.3"	"强"	"Morus alba Linn.(白桑)"	"日本康克"	"0.0"	"--"	"正三角形"	"112.0"	"雌花"	"中抗"	"深绿"	"较多"	"5.618"	"中等"	"2.2"	"5/13,2/5,3/8"	"13.00"	"158.0"	"4.5"	"中"	"5.2"	"26.58"	"716"	"--"	"先叶后花"	"--"	"中抗"	"56.3"	"突起"
"92"	"黄绿带紫红"	"贴生"	"基脉五出"	"--"	"6.585"	"中抗"	"光滑"	"4月8-9日"	"264"	"9月上旬"	"长"	"钝齿"	"国外"	"4.624"	"4月11-17日"	"直立"	"54-00039"	"--"	"厚"	"Morus(桑属)"	"--"	"5.310"	"5月上旬初"	"66.0"	"三倍体"	"25.206"	"中国农科院蚕业所"	"短尾状"	"2124.0"	"抗"	"稍下垂"	"--"	"--"	"无"	"强"	"紫棕"	"紫黑"	"有"	"22.0"	"无"	"强"	"8.0"	"强"	"1.9"	"浅心形"	"感病"	"--"	"Moraceae(桑科)"	"日本"	"新剑持"	"少"	"中"	"无缩皱"	"3.7"	"心脏形"	"棕"	"直"	"--"	"21.046"	"新剑持"	"无"	"7.520"	"17.3"	"强"	"Morus bombycis Koidz.(山桑)"	"日本"	"0.0"	"感病"	"三角形"	"77.0"	"雌花"	"感病"	"深绿"	"中"	"5.951"	"中粗"	"2.1"	"2/5"	"27.00"	"97.0"	"5.0"	"中"	"10.8"	"44.78"	"660"	"--"	"先叶后花"	"--"	"抗"	"42.5"	"突起"
"93"	"黄绿"	"尖离"	"基脉五出"	"--"	"6.268"	"--"	"光滑"	"4月3-9日"	"252"	"9月中旬"	"长"	"钝齿"	"国外"	"4.540"	"4月16-22日"	"斜生"	"54-00044"	"--"	"较厚"	"Morus(桑属)"	"--"	"3.083"	"5月中旬末"	"69.0"	"二倍体"	"23.992"	"中国农科院蚕业所"	"锐头"	"1233.0"	"中抗"	"稍下垂"	"中"	"中抗"	"无"	"较强"	"青灰带褐"	"--"	"--"	"21.4"	"无"	"中"	"13.0"	"较强"	"--"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"日本"	"白芽鲁桑"	"少"	"中"	"微缩皱"	"2.5"	"心脏形"	"黄褐"	"微曲"	"--"	"20.600"	"白芽鲁桑"	"无"	"7.360"	"18.0"	"--"	"Morus multicaulis Perr.(鲁桑)"	"日本"	"3.5"	"--"	"三角形"	"91.0"	"雄花"	"易感"	"翠绿"	"--"	"5.724"	"粗"	"0.0"	"3/8"	"17.00"	"136.0"	"5.1"	"中"	"8.7"	"43.86"	"560"	"--"	"先花后叶"	"--"	"中抗"	"47.5"	"--"
