"id"	"嫩叶颜色"	"芽着生状态"	"叶脉"	"秋可溶糖"	"春担桑茧量"	"萎缩萎缩病"	"叶面粗滑"	"发芽期"	"秋公斤叶数"	"叶硬化期"	"枝条长短"	"叶缘"	"省"	"秋万茧层量"	"开叶期"	"枝态"	"统一编号"	"花叶萎缩病"	"叶厚薄"	"属名"	"春可溶糖"	"株产叶量"	"成熟期"	"发芽率"	"染色体数"	"春万头茧量"	"保存单位"	"叶尖"	"亩产叶量"	"黑枯细菌病"	"叶着生状态"	"雄穗多少"	"污叶病"	"叶背毛"	"叶面光泽"	"枝条皮色"	"椹颜色"	"花柱有无"	"叶长"	"叶缘芒刺"	"发条力"	"皮孔个"	"耐寒性"	"椹梗叶"	"叶基"	"白粉病"	"青枯病"	"科名"	"种子来源地"	"品种名称"	"副芽多少"	"耐湿性"	"叶面缩"	"节间长"	"叶形状"	"冬芽颜色"	"枝条曲直"	"秋粗蛋白"	"秋万头茧量"	"译名"	"叶面毛"	"秋担桑茧量"	"叶幅"	"椹结实性"	"学名"	"原产地"	"雄穗长度"	"褐斑病"	"冬芽形状"	"秋米条叶"	"花性"	"黄化萎缩病"	"叶色"	"椹多少"	"春万茧层量"	"枝条粗细"	"椹长度"	"叶序"	"生长芽率"	"春米条叶"	"叶柄长"	"耐旱性"	"梢梗叶"	"条梗叶"	"春公斤叶数"	"春粗蛋白"	"花叶开放序"	"实用分类"	"缩叶细菌病"	"叶梗叶"	"柱头毛或突"
"168"	"绿带紫红"	"--"	"基脉五出"	"--"	"6.770"	"--"	"光滑"	"4月10-13日"	"310"	"--"	"中"	"乳头齿"	"河南"	"3.718"	"--"	"直立"	"19-00003"	"--"	"较厚"	"Morus(桑属)"	"11.75"	"2.200"	"5月中旬初"	"77.0"	"二倍体"	"17.280"	"中国农科院蚕业所"	"锐头"	"1100.0"	"抗"	"--"	"无"	"中抗"	"无"	"较强"	"青棕"	"紫黑"	"无"	"15.0"	"无"	"强"	"5.0"	"较强"	"--"	"浅心形"	"抗"	"--"	"Moraceae(桑科)"	"河南省蚕业试验长场"	"林县鲁桑"	"--"	"中"	"无缩皱"	"4.0"	"心脏形"	"--"	"直"	"--"	"16.610"	"LIN XIAN LU SANG"	"无"	"6.250"	"12.0"	"强"	"Morus multicaulis Perr.(鲁桑)"	"河南省林县"	"--"	"--"	"--"	"79.0"	"雌花"	"抗"	"翠绿"	"中"	"4.154"	"中等"	"中等"	"2/5"	"22.00"	"114.0"	"5.6"	"较强"	"8.0"	"44.00"	"618"	"25.02"	"先叶后花"	"--"	"抗"	"48.0"	"突起"
"169"	"黄绿"	"--"	"基脉五出"	"--"	"4.420"	"--"	"光滑"	"4月11-14日"	"268"	"--"	"中"	"乳头齿"	"河南"	"3.305"	"--"	"直立"	"19-00004"	"--"	"较厚"	"Morus(桑属)"	"11.75"	"2.000"	"5月中旬末"	"72.0"	"二倍体"	"13.060"	"中国农科院蚕业所"	"锐头"	"1000.0"	"中抗"	"--"	"较少"	"感病"	"无"	"较强"	"灰褐"	"--"	"--"	"15.0"	"无"	"强"	"7.0"	"较强"	"--"	"深心形"	"中抗"	"--"	"Moraceae(桑科)"	"河南省蚕桑试验场"	"荥阳1号"	"--"	"中"	"微缩皱"	"4.0"	"心脏形"	"--"	"直"	"--"	"15.440"	"XING YANG 1 HAO"	"无"	"5.720"	"13.0"	"--"	"Morus multicaulis Perr.(鲁桑)"	"河南省荥阳县"	"中等"	"--"	"--"	"94.0"	"雄花"	"感病"	"深绿"	"无"	"3.014"	"中等"	"--"	"2/5-3/8"	"27.00"	"207.0"	"5.6"	"较强"	"12.4"	"32.80"	"504"	"24.48"	"花叶同开"	"--"	"中抗"	"54.8"	"--"
"170"	"黄绿"	"贴生"	"基脉五出"	"9.23"	"7.050"	"--"	"光滑"	"4月11-14日"	"420"	"9月中旬"	"长"	"钝齿"	"河南"	"2.804"	"4月20-25日"	"直立"	"19-00012"	"--"	"较薄"	"Morus(桑属)"	"11.45"	"1.920"	"5月中旬初"	"78.0"	"--"	"21.860"	"中国农科院蚕业所"	"短尾状"	"960.0"	"中抗"	"--"	"少"	"感病"	"无"	"中"	"暗灰"	"紫黑"	"无"	"14.5"	"无"	"强"	"6.0"	"较强"	"0.9"	"截形"	"中抗"	"--"	"Moraceae(桑科)"	"河南省蚕试场"	"予白桑2号"	"少"	"中"	"无缩皱"	"3.3"	"卵圆形"	"黄褐"	"直"	"28.530"	"7.400"	"YU BAI SANG 2 HAO"	"无"	"2.750"	"11.5"	"强"	"Morus alba Linn.(白桑)"	"河南省南召县"	"3-4"	"--"	"三角形"	"85.0"	"雌雄花同株"	"易感"	"深绿"	"中"	"4.949"	"细"	"2"	"3/8,2/5"	"6.00"	"72.0"	"--"	"中"	"12.9"	"38.79"	"2000"	"25.11"	"先叶后花"	"--"	"中抗"	"47.4"	"突起"
"171"	"黄绿带紫红"	"贴生"	"基脉五出"	"--"	"5.944"	"中抗"	"光滑"	"4月16-17日"	"244"	"9月中旬"	"长"	"乳头齿"	"河南"	"--"	"4月20-22日"	"直立"	"19-00014"	"--"	"较厚"	"Morus(桑属)"	"--"	"3.373"	"5月中旬初"	"76.0"	"二倍体"	"24.185"	"中国农科院蚕业所"	"锐头"	"1349.2"	"中抗"	"平伸"	"--"	"中抗"	"无"	"较强"	"青灰带褐"	"紫黑"	"无"	"21.3"	"无"	"中"	"11.0"	"较强"	"0.5"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"河南省蚕试站"	"林县椹子桑"	"少"	"中"	"微缩皱"	"3.1"	"长心脏形"	"褐"	"直"	"--"	"--"	"LIN XIAN SHEN ZI SANG"	"无"	"--"	"15.8"	"强"	"Morus alba Linn.(白桑)"	"河南省林县"	"0.0"	"--"	"正三角形"	"81.0"	"雌花"	"中抗"	"翠绿"	"较少"	"5.606"	"粗"	"2.2"	"2/5,3/8"	"26.00"	"199.0"	"5.8"	"中"	"9.2"	"37.68"	"564"	"--"	"先叶后花"	"--"	"中抗"	"52.6"	"突起"
"172"	"黄绿"	"--"	"基脉五出"	"13.81"	"6.500"	"--"	"光滑"	"4月11-17日"	"160"	"--"	"长"	"钝齿"	"四川"	"4.770"	"--"	"斜生"	"20-00001"	"--"	"--"	"Morus(桑属)"	"18.84"	"4.850"	"5月中旬末"	"70.0"	"三倍体"	"24.540"	"中国农科院蚕业所"	"锐头"	"1697.5"	"中抗"	"--"	"较多"	"--"	"无"	"较强"	"淡棕褐"	"--"	"--"	"21.0"	"无"	"中"	"10.0"	"较弱"	"--"	"浅心形"	"抗"	"--"	"Moraceae(桑科)"	"四川省乐山县"	"乐山花桑"	"--"	"强"	"无滑"	"4.0"	"椭圆形"	"--"	"直"	"30.840"	"21.740"	"LE SHAN HUA SANG"	"无"	"6.870"	"18.0"	"--"	"Morus alba Linn.(白桑)"	"四川省乐山县"	"中等"	"抗"	"--"	"117.0"	"雄株"	"--"	"深绿"	"--"	"5.560"	"粗"	"--"	"2/5"	"14.00"	"153.0"	"5.5"	"中"	"4.0"	"47.00"	"384"	"23.39"	"先花后叶"	"--"	"抗"	"49.0"	"--"
"173"	"黄绿"	"--"	"基脉五出"	"11.23"	"6.030"	"中抗"	"光滑"	"4月11-15日"	"116"	"--"	"中"	"钝齿"	"四川"	"4.556"	"--"	"斜生"	"20-00002"	"抗"	"较厚"	"Morus(桑属)"	"16.88"	"4.312"	"5月中旬初"	"80.0"	"三倍体"	"22.766"	"中国农科院蚕业所"	"锐头"	"2156.0"	"中抗"	"--"	"中"	"抗"	"无"	"较强"	"棕褐"	"紫黑"	"短"	"18.0"	"无"	"中"	"14.0"	"弱"	"1.0"	"截形"	"中抗"	"--"	"Moraceae(桑科)"	"四川省农科院蚕桑所"	"黑油桑"	"--"	"中"	"无滑"	"3.7"	"椭圆形"	"--"	"直"	"30.980"	"20.599"	"HEI YOU SANG"	"无"	"6.510"	"16.0"	"弱"	"Morus alba Linn.(白桑)"	"四川省峨眉县"	"短"	"抗"	"--"	"116.0"	"雌雄花同株"	"中抗"	"深绿"	"少"	"5.295"	"中等"	"短"	"2/5"	"13.00"	"201.0"	"6.0"	"中"	"5.0"	"49.00"	"520"	"22.54"	"花叶同开"	"--"	"抗"	"45.0"	"突起"
"174"	"黄绿"	"--"	"基脉五出"	"12.52"	"5.650"	"中抗"	"光滑"	"4月10-16日"	"256"	"--"	"长"	"钝齿"	"四川"	"4.103"	"--"	"斜生"	"20-00003"	"抗"	"较厚"	"Morus(桑属)"	"16.79"	"2.555"	"5月中旬末"	"80.0"	"二倍体"	"21.039"	"中国农科院蚕业所"	"锐头"	"1277.5"	"抗"	"--"	"较多"	"抗"	"无"	"较强"	"淡褐"	"--"	"--"	"21.0"	"无"	"中"	"17.0"	"弱"	"--"	"截形"	"中抗"	"--"	"Moraceae(桑科)"	"四川省农科院蚕桑所"	"峨眉花桑"	"--"	"中"	"微缩皱"	"4.5"	"卵圆形"	"--"	"直"	"31.860"	"18.341"	"E MEI HUA SANG"	"无"	"5.790"	"18.0"	"--"	"Morus alba Linn.(白桑)"	"四川省峨眉县"	"短"	"中抗"	"--"	"89.0"	"雄株"	"中抗"	"绿"	"--"	"5.019"	"粗"	"--"	"2/5"	"9.00"	"92.0"	"6.0"	"中"	"6.0"	"45.00"	"579"	"23.15"	"先花后叶"	"--"	"抗"	"49.0"	"突起"
"175"	"黄绿"	"贴生"	"基脉五出"	"9.43"	"5.160"	"中抗"	"光滑"	"4月5-9日"	"480"	"9月中旬"	"长"	"钝齿"	"四川"	"3.559"	"4月11-17日"	"直立"	"20-00004"	"--"	"较厚"	"Morus(桑属)"	"14.95"	"2.280"	"5月中旬初"	"80.0"	"二倍体"	"18.917"	"中国农科院蚕业所"	"锐头"	"1140.0"	"中抗"	"平伸"	"较多"	"抗"	"无"	"较强"	"灰褐"	"紫黑"	"无"	"17.0"	"无"	"强"	"--"	"中等"	"--"	"截形,浅心形"	"抗"	"--"	"Moraceae(桑科)"	"四川省农科院蚕桑所"	"转阁楼"	"少"	"中"	"微缩皱"	"3.2"	"卵圆形"	"褐"	"直"	"24.390"	"17.209"	"ZHUAN GE LOU"	"无"	"6.350"	"13.0"	"强"	"Morus alba Linn.(白桑)"	"四川省汉源县"	"2-4"	"--"	"三角形"	"58.0"	"雌雄花同株"	"中抗"	"深绿"	"少"	"4.428"	"细"	"2"	"1/3,2/5"	"3.42"	"82.0"	"5.0"	"中"	"5.7"	"4.76"	"1120"	"20.63"	"先叶后花"	"--"	"中抗"	"64.6"	"突起"
"176"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"云南"	"--"	"--"	"--"	"20-00005"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"80.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"20.5"	"--"	"中"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"普洱3号"	"--"	"--"	"--"	"6.5"	"椭圆形"	"--"	"--"	"--"	"--"	"PU ER 3 HAO"	"--"	"--"	"18.5"	"--"	"Morus laevigata Wall.(长果桑)"	"云南省普洱县"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"晚生中熟"	"--"	"--"	"--"
"177"	"黄绿"	"--"	"基脉五出"	"--"	"--"	"--"	"光滑"	"4月11-16日"	"240"	"--"	"长"	"锐齿"	"四川"	"--"	"--"	"斜生"	"20-00006"	"--"	"较厚"	"Morus(桑属)"	"--"	"4.970"	"5月中旬末"	"75.0"	"三倍体"	"--"	"中国农科院蚕业所"	"锐头"	"1739.5"	"中抗"	"--"	"中"	"--"	"无"	"较强"	"深棕褐"	"紫黑"	"--"	"20.0"	"无"	"中"	"9.0"	"中等"	"3.0"	"浅心形"	"--"	"--"	"Moraceae(桑科)"	"四川省乐山县"	"大红皮"	"--"	"强"	"无滑"	"5.0"	"心脏形"	"--"	"直"	"--"	"--"	"DA HONG PI"	"无"	"--"	"18.0"	"弱"	"Morus alba Linn.(白桑)"	"四川省乐山县"	"短"	"--"	"--"	"81.0"	"雌雄花同株"	"--"	"深绿"	"较少"	"--"	"粗"	"短"	"2/5"	"20.70"	"138.0"	"5.6"	"中"	"6.0"	"45.00"	"612"	"--"	"花叶同开"	"--"	"--"	"46.0"	"--"
