"id"	"青枯病"	"科名"	"施木克值"	"品种名称"	"杂气"	"选育单位"	"茎围"	"叶面"	"叶片厚薄"	"吃味"	"移栽至开花"	"杂交组合"	"根结线虫病"	"单位编号"	"类型"	"黑胫病"	"译名"	"叶缘"	"总糖"	"劲头"	"属名"	"统一编号"	"糖／碱"	"学名"	"灰色"	"叶尖"	"花色"	"蛋白质"	"库编号"	"株型"	"省"	"原产地"	"叶色"	"CMV"	"烟碱"	"叶数"	"烟蚜"	"叶形"	"叶柄"	"烟气烟碱"	"节距"	"香气"	"备注"	"叶长"	"还原糖"	"燃烧性"	"焦油"	"叶宽"	"样品类型"	"叶片结构"	"保存单位"	"刺激性"	"焦油／烟碱"	"总氮"	"种子来源"	"株高"	"图象"
"824"	"中抗"	"Solanaceae(茄科)"	"1.10"	"索马里二号"	"--"	"--"	"7.2"	"皱"	"中"	"--"	"71"	"--"	"中感"	"1300"	"烤烟"	"抗病"	"索马里二号"	"波浪"	"12.85"	"--"	"Nicotiana(烟属)"	"00001129"	"4.50"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"11.66"	"I5A00226"	"筒形"	"国外"	"索马里"	"浅绿"	"中感"	"2.86"	"33.0"	"高感"	"长椭圆"	"--"	"--"	"4.1"	"--"	"--"	"54.4"	"11.12"	"--"	"--"	"25.7"	"国外"	"中"	"中烟所"	"--"	"--"	"2.36"	"农业部外联局"	"154.3"	"--"
"825"	"中抗"	"Solanaceae(茄科)"	"1.84"	"索马里三号"	"--"	"--"	"7.4"	"平"	"薄"	"--"	"50"	"--"	"中感"	"1301"	"烤烟"	"感病"	"索马里三号"	"波浪"	"19.68"	"--"	"Nicotiana(烟属)"	"00001130"	"9.42"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"10.68"	"I5A00227"	"塔形"	"国外"	"索马里"	"绿"	"感病"	"2.09"	"23.0"	"中抗"	"宽椭圆"	"--"	"2.80"	"4.6"	"--"	"--"	"50.5"	"18.32"	"--"	"47.71"	"27.4"	"国外"	"较细"	"中烟所"	"--"	"17.00"	"2.07"	"农业部外联局"	"116.0"	"--"
"826"	"感病"	"Solanaceae(茄科)"	"1.90"	"索马里四号"	"较重"	"--"	"7.8"	"平"	"薄"	"辣"	"64"	"--"	"中抗"	"1302"	"烤烟"	"中感"	"索马里四号"	"波浪"	"20.15"	"较大"	"Nicotiana(烟属)"	"00001131"	"10.14"	"Nicotiana tabacum L.(普通烟草)"	"黑"	"钝尖"	"--"	"10.54"	"I5A00228"	"塔形"	"国外"	"索马里"	"绿"	"中感"	"1.99"	"--"	"中抗"	"椭圆"	"--"	"2.95"	"4.0"	"有"	"--"	"46.1"	"16.72"	"熄火"	"45.82"	"24.1"	"国外"	"中"	"中烟所"	"有"	"16.00"	"2.03"	"农业部外联局"	"--"	"--"
"827"	"感病"	"Solanaceae(茄科)"	"0.70"	"菲律宾烟"	"--"	"--"	"8.8"	"平"	"较薄"	"--"	"63"	"--"	"中抗"	"1293"	"烤烟"	"感病"	"菲律宾烟"	"平滑"	"9.35"	"--"	"Nicotiana(烟属)"	"00001132"	"2.71"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"13.39"	"I5A00229"	"塔形"	"国外"	"菲律宾"	"浅绿"	"中感"	"3.46"	"23.0"	"中抗"	"宽椭圆"	"--"	"--"	"3.6"	"--"	"--"	"43.5"	"8.50"	"--"	"--"	"26.6"	"国外"	"较细"	"中烟所"	"--"	"--"	"2.74"	"河南许昌烟试场"	"146.0"	"--"
"828"	"感病"	"Solanaceae(茄科)"	"1.22"	"黄丝烟草"	"有"	"--"	"6.8"	"皱"	"较厚"	"尚纯净"	"57"	"--"	"中抗"	"1291"	"烤烟"	"感病"	"黄丝烟草"	"平滑"	"11.44"	"中"	"Nicotiana(烟属)"	"00001133"	"4.68"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"9.39"	"I5A00421"	"塔形"	"国外"	"越南高平省"	"深绿"	"感病"	"2.44"	"22.0"	"中抗"	"椭圆"	"--"	"2.22"	"5.9"	"有"	"--"	"49.0"	"11.26"	"中"	"41.50"	"23.4"	"国外"	"较细"	"中烟所"	"微有"	"18.73"	"1.92"	"中国农科院作物所"	"152.6"	"--"
"829"	"感病"	"Solanaceae(茄科)"	"0.78"	"Ambalema"	"--"	"--"	"8.8"	"平"	"中"	"--"	"92"	"--"	"中抗"	"2273"	"晒烟"	"中感"	"安巴利马"	"平滑"	"11.74"	"--"	"Nicotiana(烟属)"	"00001134"	"7.66"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"15.09"	"I5A00230"	"筒形"	"国外"	"美国"	"深绿"	"感病"	"1.53"	"36.0"	"高感"	"卵圆"	"--"	"1.68"	"4.8"	"--"	"--"	"46.2"	"9.63"	"--"	"48.42"	"23.5"	"国外"	"较细"	"中烟所"	"--"	"30.00"	"2.68"	"--"	"216.6"	"--"
"830"	"感病"	"Solanaceae(茄科)"	"0.41"	"D.B.R.34"	"--"	"--"	"7.5"	"平"	"较厚"	"--"	"57"	"--"	"中抗"	"2272"	"晒烟"	"感病"	"D.B.R.34"	"平滑"	"5.25"	"--"	"Nicotiana(烟属)"	"00001135"	"1.25"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"12.75"	"I5A01904"	"塔形"	"国外"	"--"	"绿"	"高感"	"4.19"	"21.0"	"高感"	"宽椭圆"	"--"	"--"	"5.1"	"--"	"--"	"43.4"	"3.38"	"--"	"--"	"24.7"	"国外"	"中"	"中烟所"	"--"	"--"	"2.76"	"河南许昌烟试场"	"120.3"	"--"
"831"	"感病"	"Solanaceae(茄科)"	"0.43"	"D.B.R.2"	"--"	"--"	"9.5"	"平"	"薄"	"--"	"64"	"--"	"感病"	"2271"	"晒烟"	"感病"	"D.B.R.2"	"波浪"	"5.25"	"--"	"Nicotiana(烟属)"	"00001136"	"2.00"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"12.19"	"I5A00231"	"塔形"	"国外"	"--"	"绿"	"高感"	"2.63"	"27.0"	"高感"	"宽椭圆"	"--"	"--"	"8.3"	"--"	"--"	"46.8"	"3.50"	"--"	"--"	"26.1"	"国外"	"细"	"中烟所"	"--"	"--"	"2.41"	"河南许昌烟试场"	"145.3"	"--"
"832"	"中抗"	"Solanaceae(茄科)"	"0.66"	"Dark Kentucky"	"--"	"--"	"8.2"	"平"	"薄"	"--"	"61"	"--"	"中感"	"2276"	"晒烟"	"中感"	"Dark Kentucky"	"平滑"	"7.60"	"--"	"Nicotiana(烟属)"	"00001137"	"4.06"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"11.48"	"I5A00232"	"塔形"	"国外"	"--"	"绿"	"感病"	"1.87"	"25.0"	"高感"	"椭圆"	"--"	"--"	"4.1"	"--"	"--"	"57.0"	"7.53"	"--"	"--"	"27.6"	"国外"	"疏"	"中烟所"	"--"	"--"	"2.16"	"河南许昌烟试场"	"146.3"	"--"
"833"	"中感"	"Solanaceae(茄科)"	"0.78"	"German Low Nicotine"	"--"	"--"	"8.8"	"平"	"较厚"	"--"	"61"	"--"	"中感"	"2280"	"晒烟"	"感病"	"German Low Nicotine"	"波浪"	"11.26"	"--"	"Nicotiana(烟属)"	"00001138"	"5.48"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"12.39"	"I5A00233"	"塔形"	"国外"	"--"	"深绿"	"感病"	"1.83"	"24.0"	"高感"	"宽椭圆"	"--"	"--"	"3.4"	"--"	"--"	"44.2"	"6.37"	"--"	"--"	"23.8"	"国外"	"较细"	"中烟所"	"--"	"--"	"2.30"	"河南许昌烟试场"	"97.6"	"--"
"834"	"--"	"Solanaceae(茄科)"	"--"	"Krusěvacki Prosocan"	"--"	"--"	"--"	"--"	"--"	"--"	"35"	"--"	"--"	"2283"	"晒烟"	"--"	"Krusěvacki Prosocan"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00001139"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"--"	"17.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"28.4"	"--"	"--"	"--"	"20.5"	"国外"	"--"	"中烟所"	"--"	"--"	"--"	"中国农科院作物所"	"70.4"	"--"
"835"	"感病"	"Solanaceae(茄科)"	"0.24"	"Nalie"	"--"	"--"	"--"	"皱"	"厚"	"--"	"58"	"--"	"感病"	"2274"	"晒烟"	"感病"	"Nalie"	"波浪"	"3.25"	"--"	"Nicotiana(烟属)"	"00001140"	"1.85"	"Nicotiana tabacum L.(普通烟草)"	"--"	"尾状"	"--"	"13.47"	"I5A01905"	"塔形"	"国外"	"--"	"绿"	"感病"	"1.76"	"26.0"	"高感"	"披针"	"--"	"--"	"--"	"--"	"--"	"49.6"	"3.00"	"--"	"--"	"15.6"	"国外"	"中"	"中烟所"	"--"	"--"	"2.46"	"广东农科院"	"105.0"	"--"
"836"	"感病"	"Solanaceae(茄科)"	"0.47"	"Prilep"	"--"	"--"	"7.0"	"平"	"较厚"	"--"	"47"	"--"	"感病"	"2265"	"晒烟"	"感病"	"Prilep"	"平滑"	"5.43"	"--"	"Nicotiana(烟属)"	"00001141"	"2.91"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"11.48"	"I5A01906"	"筒形"	"国外"	"--"	"绿"	"高感"	"1.87"	"23.0"	"--"	"椭圆"	"4.4"	"--"	"3.7"	"--"	"--"	"32.8"	"4.54"	"--"	"--"	"16.8"	"国外"	"较细"	"中烟所"	"--"	"--"	"2.16"	"--"	"85.0"	"--"
"837"	"中抗"	"Solanaceae(茄科)"	"0.56"	"Pryor Big"	"--"	"--"	"7.8"	"平"	"薄"	"--"	"63"	"--"	"感病"	"2281"	"晒烟"	"感病"	"Pryor Big"	"波浪"	"7.53"	"--"	"Nicotiana(烟属)"	"00001142"	"4.13"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"13.47"	"I5A00234"	"塔形"	"国外"	"--"	"深绿"	"高感"	"1.82"	"20.0"	"高感"	"宽椭圆"	"--"	"--"	"4.7"	"--"	"--"	"37.1"	"6.76"	"--"	"--"	"23.5"	"国外"	"中"	"中烟所"	"--"	"--"	"2.47"	"河南许昌烟试场"	"82.6"	"--"
"838"	"中抗"	"Solanaceae(茄科)"	"0.66"	"Robertson"	"--"	"--"	"8.4"	"皱"	"较厚"	"--"	"58"	"--"	"中感"	"2277"	"晒烟"	"中感"	"Robertson"	"波浪"	"7.24"	"--"	"Nicotiana(烟属)"	"00001143"	"2.94"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"10.90"	"I5A01592"	"塔形"	"国外"	"--"	"深绿"	"感病"	"2.17"	"20.0"	"中抗"	"宽椭圆"	"--"	"--"	"4.2"	"--"	"--"	"31.8"	"7.09"	"--"	"--"	"19.4"	"国外"	"中"	"中烟所"	"--"	"--"	"2.47"	"河南许昌烟试场"	"82.6"	"--"
"839"	"中感"	"Solanaceae(茄科)"	"1.34"	"Tance"	"--"	"--"	"7.0"	"平"	"较厚"	"--"	"38"	"--"	"感病"	"2282"	"晒烟"	"感病"	"Tance"	"波浪"	"13.07"	"--"	"Nicotiana(烟属)"	"00001144"	"6.26"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"9.75"	"I5A01593"	"筒形"	"国外"	"--"	"深绿"	"高感"	"2.09"	"19.0"	"高感"	"宽椭圆"	"--"	"--"	"4.7"	"--"	"--"	"37.0"	"12.40"	"--"	"--"	"21.1"	"国外"	"中"	"中烟所"	"--"	"--"	"1.93"	"--"	"115.5"	"--"
"840"	"感病"	"Solanaceae(茄科)"	"0.36"	"Taka Kirecier"	"--"	"--"	"--"	"平"	"较厚"	"--"	"53"	"--"	"感病"	"2269"	"晒烟"	"感病"	"Taka Kirecier"	"波浪"	"4.00"	"--"	"Nicotiana(烟属)"	"00001145"	"1.54"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"11.23"	"I5A01594"	"筒形"	"国外"	"--"	"绿"	"感病"	"2.59"	"22.0"	"高感"	"卵圆"	"--"	"--"	"--"	"--"	"--"	"36.4"	"2.81"	"--"	"--"	"21.5"	"国外"	"中"	"中烟所"	"--"	"--"	"2.24"	"波兰"	"136.6"	"--"
"841"	"抗病"	"Solanaceae(茄科)"	"0.26"	"Therkit"	"--"	"--"	"--"	"皱"	"较厚"	"--"	"64"	"--"	"中感"	"2270"	"晒烟"	"感病"	"Therkit"	"平滑"	"2.75"	"--"	"Nicotiana(烟属)"	"00001146"	"1.01"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"--"	"10.76"	"I5A01595"	"筒形"	"国外"	"--"	"绿"	"感病"	"2.71"	"28.0"	"高感"	"宽卵圆"	"--"	"2.06"	"--"	"--"	"--"	"23.3"	"2.06"	"--"	"32.44"	"17.7"	"国外"	"中"	"中烟所"	"--"	"16.00"	"2.19"	"--"	"125.3"	"--"
"842"	"感病"	"Solanaceae(茄科)"	"0.45"	"TI 448A"	"--"	"--"	"--"	"平"	"较薄"	"--"	"67"	"--"	"感病"	"2267"	"晒烟"	"中抗"	"TI 448A"	"平滑"	"5.46"	"--"	"Nicotiana(烟属)"	"00001147"	"2.50"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"12.25"	"I5A01596"	"筒形"	"国外"	"--"	"绿"	"感病"	"2.18"	"29.0"	"高感"	"卵圆"	"--"	"1.68"	"--"	"--"	"--"	"47.7"	"3.77"	"--"	"34.45"	"28.3"	"国外"	"疏"	"中烟所"	"--"	"21.00"	"2.34"	"辽宁丹东农科所"	"181.3"	"--"
"843"	"感病"	"Solanaceae(茄科)"	"0.28"	"Vatta Kakkal"	"--"	"--"	"7.8"	"平"	"中"	"--"	"62"	"--"	"中抗"	"2275"	"晒烟"	"感病"	"Vatta Kakkal"	"平滑"	"3.63"	"--"	"Nicotiana(烟属)"	"00001148"	"1.27"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"12.84"	"I5A00235"	"塔形"	"国外"	"--"	"绿"	"高感"	"2.86"	"21.0"	"高感"	"宽椭圆"	"--"	"--"	"5.2"	"--"	"--"	"42.4"	"2.69"	"--"	"--"	"23.9"	"国外"	"中"	"中烟所"	"--"	"--"	"2.55"	"广东农科院"	"110.9"	"--"
"844"	"中抗"	"Solanaceae(茄科)"	"1.06"	"1121W.F"	"--"	"--"	"8.2"	"平"	"厚"	"--"	"59"	"--"	"感病"	"2279"	"晒烟"	"感病"	"1121W.F"	"平滑"	"12.84"	"--"	"Nicotiana(烟属)"	"00001149"	"4.69"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"12.10"	"I5A00236"	"塔形"	"国外"	"--"	"深绿"	"感病"	"2.74"	"24.0"	"高感"	"椭圆"	"--"	"--"	"3.9"	"--"	"--"	"32.9"	"9.79"	"--"	"--"	"15.0"	"国外"	"较细"	"中烟所"	"--"	"--"	"2.41"	"河南许昌烟试场"	"99.5"	"--"
"845"	"中抗"	"Solanaceae(茄科)"	"0.86"	"""109"""	"--"	"--"	"8.2"	"平"	"中"	"--"	"61"	"--"	"感病"	"2266"	"晒烟"	"感病"	"""109"""	"平滑"	"10.04"	"--"	"Nicotiana(烟属)"	"00001150"	"5.01"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"11.65"	"I5A00237"	"塔形"	"国外"	"--"	"绿"	"感病"	"2.00"	"25.0"	"高感"	"长椭圆"	"--"	"--"	"3.8"	"--"	"--"	"45.0"	"10.02"	"--"	"--"	"14.7"	"国外"	"中"	"中烟所"	"--"	"--"	"2.21"	"广东农科院"	"134.5"	"--"
"846"	"中感"	"Solanaceae(茄科)"	"0.62"	"索马里五号"	"--"	"--"	"9.4"	"平"	"较厚"	"--"	"70"	"--"	"中感"	"2264"	"晒烟"	"感病"	"索马里五号"	"平滑"	"7.98"	"--"	"Nicotiana(烟属)"	"00001151"	"3.20"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"12.93"	"I5A00238"	"筒形"	"国外"	"索马里"	"绿"	"耐病"	"2.50"	"32.0"	"高感"	"宽椭圆"	"--"	"--"	"5.0"	"--"	"--"	"41.0"	"7.64"	"--"	"--"	"26.0"	"国外"	"较细"	"中烟所"	"--"	"--"	"2.50"	"农业部外联局"	"185.6"	"--"
"847"	"感病"	"Solanaceae(茄科)"	"0.43"	"紫烟"	"--"	"--"	"9.0"	"平"	"较薄"	"--"	"61"	"--"	"感病"	"2268"	"晒烟"	"感病"	"紫烟"	"波浪"	"4.75"	"--"	"Nicotiana(烟属)"	"00001152"	"1.19"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"11.19"	"I5A00239"	"塔形"	"国外"	"古巴"	"绿"	"感病"	"3.98"	"26.0"	"高感"	"宽卵圆"	"--"	"--"	"7.1"	"--"	"--"	"43.1"	"3.88"	"--"	"--"	"28.5"	"国外"	"细"	"中烟所"	"--"	"--"	"2.48"	"广东农科院"	"146.6"	"--"
"848"	"中抗"	"Solanaceae(茄科)"	"0.19"	"B-5"	"--"	"--"	"7.0"	"平"	"--"	"--"	"87"	"--"	"感病"	"10006"	"白肋"	"感病"	"B-5"	"--"	"2.88"	"--"	"Nicotiana(烟属)"	"00001153"	"1.52"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"15.36"	"--"	"塔形"	"国外"	"德意志民主共和国"	"黄绿"	"--"	"1.90"	"19.0"	"--"	"宽椭圆"	"--"	"--"	"5.9"	"--"	"--"	"60.5"	"1.69"	"--"	"--"	"32.3"	"国外"	"中"	"湖北所"	"--"	"--"	"2.79"	"轻工烟草所"	"124.8"	"--"
"849"	"--"	"Solanaceae(茄科)"	"--"	"Burley"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10031"	"白肋"	"--"	"Burley"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00001154"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"--"	"22.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"37.5"	"--"	"--"	"--"	"23.4"	"国外"	"--"	"湖北所"	"--"	"--"	"--"	"辽宁丹东农科所"	"104.3"	"--"
"850"	"--"	"Solanaceae(茄科)"	"--"	"Burley"	"--"	"--"	"--"	"--"	"--"	"--"	"87"	"--"	"--"	"10010"	"白肋"	"--"	"Burley"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00001155"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"塔形"	"国外"	"--"	"--"	"--"	"--"	"24.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"56.0"	"--"	"--"	"--"	"36.8"	"国外"	"--"	"湖北所"	"--"	"--"	"--"	"轻工烟草所"	"142.3"	"--"
"851"	"--"	"Solanaceae(茄科)"	"0.12"	"Burley 21"	"有"	"--"	"10.0"	"平"	"中"	"辣"	"64"	"--"	"中感"	"10018"	"白肋"	"感病"	"Burley 21"	"--"	"2.13"	"较大"	"Nicotiana(烟属)"	"00001156"	"0.92"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"红"	"16.86"	"I5A00777"	"筒形"	"国外"	"德意志联邦共和国"	"黄绿"	"--"	"2.33"	"30.0"	"高感"	"椭圆"	"--"	"--"	"5.0"	"有"	"--"	"56.0"	"1.60"	"中"	"--"	"28.3"	"国外"	"中"	"湖北所"	"微有"	"--"	"3.16"	"轻工烟草所"	"153.0"	"--"
"852"	"感病"	"Solanaceae(茄科)"	"0.13"	"Burley 37"	"--"	"--"	"7.9"	"平"	"中"	"--"	"90"	"--"	"感病"	"10023"	"白肋"	"--"	"Burley 37"	"--"	"2.00"	"--"	"Nicotiana(烟属)"	"00001157"	"0.79"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"红"	"15.67"	"I5A00778"	"筒形"	"国外"	"美国"	"黄绿"	"--"	"2.53"	"26.0"	"--"	"椭圆"	"--"	"--"	"5.1"	"--"	"--"	"54.4"	"1.63"	"--"	"--"	"27.7"	"国外"	"中"	"湖北所"	"--"	"--"	"2.94"	"73年秋季广交会"	"145.7"	"--"
"853"	"感病"	"Solanaceae(茄科)"	"0.12"	"Burley 49"	"--"	"--"	"9.6"	"平"	"薄"	"--"	"85"	"--"	"感病"	"10029"	"白肋"	"中感"	"Burley 49"	"平滑"	"1.72"	"--"	"Nicotiana(烟属)"	"00001158"	"0.81"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"16.09"	"I5A00779"	"筒形"	"国外"	"美国"	"黄绿"	"--"	"1.95"	"33.0"	"--"	"椭圆"	"--"	"--"	"4.4"	"--"	"--"	"44.5"	"1.29"	"--"	"--"	"21.0"	"国外"	"疏"	"湖北所"	"--"	"--"	"2.91"	"山东烟草所"	"111.6"	"--"
"854"	"--"	"Solanaceae(茄科)"	"0.25"	"Burley Skroniowski"	"--"	"--"	"8.5"	"平"	"中"	"--"	"--"	"--"	"感病"	"10003"	"白肋"	"感病"	"Burley Skroniowski"	"--"	"3.25"	"--"	"Nicotiana(烟属)"	"00001159"	"1.08"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"13.09"	"--"	"塔形"	"国外"	"波兰"	"黄绿"	"--"	"3.00"	"18.0"	"--"	"宽椭圆"	"--"	"--"	"4.1"	"--"	"--"	"60.5"	"1.94"	"--"	"--"	"36.0"	"国外"	"--"	"湖北所"	"--"	"--"	"2.61"	"轻工烟草所"	"127.8"	"--"
"855"	"中抗"	"Solanaceae(茄科)"	"0.21"	"Burley Wloski"	"--"	"--"	"8.8"	"皱"	"--"	"--"	"82"	"--"	"感病"	"10004"	"白肋"	"感病"	"Burley Wloski"	"--"	"2.75"	"--"	"Nicotiana(烟属)"	"00001160"	"0.84"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"13.00"	"I5A00780"	"塔形"	"国外"	"波兰"	"黄绿"	"--"	"3.27"	"21.0"	"--"	"椭圆"	"--"	"--"	"5.0"	"--"	"--"	"60.5"	"1.75"	"--"	"--"	"34.1"	"国外"	"--"	"湖北所"	"--"	"--"	"2.65"	"轻工烟草所"	"122.6"	"--"
"856"	"感病"	"Solanaceae(茄科)"	"0.14"	"Ergo"	"--"	"--"	"9.1"	"皱"	"厚"	"--"	"86"	"--"	"感病"	"10008"	"白肋"	"感病"	"Ergo"	"--"	"2.75"	"--"	"Nicotiana(烟属)"	"00001161"	"1.75"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"20.11"	"I5A00781"	"筒形"	"国外"	"德意志民主共和国"	"黄绿"	"--"	"1.57"	"23.0"	"--"	"宽椭圆"	"--"	"--"	"6.6"	"--"	"--"	"56.7"	"1.81"	"--"	"--"	"35.9"	"国外"	"--"	"湖北所"	"--"	"--"	"3.49"	"轻工烟草所"	"131.5"	"--"
"857"	"感病"	"Solanaceae(茄科)"	"0.22"	"Gr 17A"	"有"	"--"	"10.2"	"皱"	"中"	"尚纯净"	"95"	"--"	"感病"	"10026"	"白肋"	"中感"	"Gr 17A"	"--"	"3.13"	"中"	"Nicotiana(烟属)"	"00001162"	"1.26"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"钝尖"	"--"	"14.47"	"I5A00782"	"塔形"	"国外"	"--"	"黄绿"	"--"	"2.49"	"30.0"	"--"	"椭圆"	"--"	"--"	"4.0"	"有"	"--"	"54.4"	"2.31"	"中"	"--"	"27.9"	"国外"	"--"	"湖北所"	"微有"	"--"	"2.75"	"山东烟草所"	"126.8"	"--"
"858"	"感病"	"Solanaceae(茄科)"	"0.19"	"J.P.W.Burley"	"有"	"--"	"8.4"	"平"	"薄"	"辣"	"--"	"--"	"感病"	"10027"	"白肋"	"感病"	"J.P.W.Burley"	"--"	"2.88"	"中"	"Nicotiana(烟属)"	"00001163"	"1.21"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"15.41"	"I5A00783"	"塔形"	"国外"	"美国"	"黄绿"	"--"	"2.38"	"20.0"	"--"	"宽椭圆"	"--"	"--"	"5.7"	"有"	"--"	"35.3"	"2.44"	"中"	"--"	"25.0"	"国外"	"--"	"湖北所"	"有"	"--"	"2.88"	"山东烟草所"	"59.6"	"--"
"859"	"感病"	"Solanaceae(茄科)"	"0.18"	"Ky 9"	"有"	"--"	"8.4"	"平"	"薄"	"尚纯净"	"99"	"--"	"--"	"10024"	"白肋"	"感病"	"Ky 9"	"--"	"2.75"	"中"	"Nicotiana(烟属)"	"00001164"	"1.30"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"红"	"15.09"	"I5A02204"	"筒形"	"国外"	"美国"	"黄绿"	"--"	"2.11"	"32.0"	"--"	"椭圆"	"--"	"--"	"5.5"	"有"	"--"	"63.8"	"1.94"	"中"	"--"	"31.0"	"国外"	"中"	"湖北所"	"微有"	"--"	"2.78"	"轻工烟草所"	"150.6"	"--"
"860"	"感病"	"Solanaceae(茄科)"	"0.16"	"Ky 34"	"--"	"--"	"9.0"	"平"	"中"	"--"	"87"	"--"	"感病"	"10012"	"白肋"	"感病"	"Ky 34"	"--"	"2.38"	"--"	"Nicotiana(烟属)"	"00001165"	"1.07"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"15.05"	"I5A00784"	"塔形"	"国外"	"美国"	"黄绿"	"--"	"2.23"	"19.0"	"--"	"宽椭圆"	"--"	"--"	"5.8"	"--"	"--"	"56.4"	"1.88"	"--"	"--"	"33.8"	"国外"	"--"	"湖北所"	"--"	"--"	"2.79"	"轻工烟草所"	"115.0"	"--"
"861"	"中抗"	"Solanaceae(茄科)"	"0.21"	"Ky 41A"	"有"	"--"	"9.4"	"皱"	"中"	"尚纯净"	"86"	"--"	"感病"	"10020"	"白肋"	"感病"	"Ky 41A"	"--"	"3.00"	"中"	"Nicotiana(烟属)"	"00001166"	"0.68"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"14.22"	"I5A00785"	"筒形"	"国外"	"德意志联邦共和国"	"黄绿"	"--"	"4.44"	"22.0"	"--"	"宽椭圆"	"--"	"--"	"4.0"	"有"	"--"	"55.1"	"2.63"	"中"	"--"	"31.2"	"国外"	"--"	"湖北所"	"微有"	"--"	"3.04"	"轻工烟草所"	"128.2"	"--"
"862"	"中抗"	"Solanaceae(茄科)"	"0.38"	"Ky 56"	"有"	"--"	"8.3"	"平"	"中"	"尚纯净"	"86"	"--"	"中感"	"10001"	"白肋"	"感病"	"Ky 56"	"--"	"6.70"	"中"	"Nicotiana(烟属)"	"00001167"	"2.27"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"16.40"	"I5A00786"	"筒形"	"国外"	"美国"	"黄绿"	"--"	"2.79"	"20.0"	"--"	"宽椭圆"	"--"	"--"	"5.5"	"有"	"--"	"53.9"	"4.03"	"--"	"--"	"32.1"	"国外"	"--"	"湖北所"	"微有"	"--"	"3.11"	"轻工烟草所"	"130.5"	"--"
