"库编号"	"统一编号"	"品种名称"	"译名"	"科"	"属"	"拉丁学名"	"选育单位"	"方法及组合"	"单位编号"	"籼粳"	"早中晚"	"水陆"	"粘糯"	"米色"	"芒长"	"粒形状"	"粒长度"	"颖尖色"	"颖壳色"	"株高"	"出穗期"	"糙米率"	"精米率"	"垩白率"	"蛋白质"	"赖氨酸"	"总淀粉"	"直链淀粉"	"支链淀粉"	"糊化温度"	"胶稠度"	"苗瘟"	"白叶枯"	"纹枯病"	"褐稻虱"	"白背飞虱"	"芽期耐寒"	"苗期耐旱"	"耐盐"	"备注"	"省份"	"样品类型"
"I1A60329"	"ZD-04517"	"舟优903"	"ZHOU YOU 903"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"舟山市农科所"	"红突80/电412"	"CN-1877"	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"无"	"秆黄"	"94.0"	"7.18"	"82.00"	"73.20"	"56"	"9.70"	" "	" "	"18.0"	" "	"6.2"	"88"	"6"	"7"	"7"	"9"	"5"	" "	" "	" "	" "	"浙江"	"选育"
"I1A60330"	"ZD-04518"	"舟9413"	"ZHOU 9413"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"舟山市农科所"	"IR38/红突80"	"CN-1868"	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"无"	"秆黄"	"87.0"	"7.17"	"78.00"	"71.20"	"28"	"11.30"	" "	" "	"15.4"	" "	"6.4"	"49"	"7"	"7"	"7"	"9"	"9"	"9"	"3"	"9"	" "	"浙江"	"选育"
"I1A60331"	"ZD-04519"	"金94-46"	"JIN 94-46"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"金华市农科所"	"浙733/G87-72"	"CN-1969"	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"无"	"秆黄"	"97.0"	"7.18"	"81.60"	"74.90"	"100"	"10.40"	" "	" "	"23.0"	" "	"4.1"	"34"	"7"	"7"	"9"	"9"	"7"	"9"	"3"	"9"	" "	"浙江"	"选育"
"I1A60332"	"ZD-04520"	"恢92"	"HUI 92"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"金华市农科所"	"IR209/测64"	"CN-1970"	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"无"	"秆黄"	"89.0"	"7.28"	"80.30"	"74.90"	"2"	"11.20"	" "	" "	"14.8"	" "	"6.8"	"72"	" "	" "	" "	" "	" "	"9"	"3"	"9"	" "	"浙江"	"选育"
"I1A60333"	"ZD-04521"	"DR1"	"DR1"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"丽水市农科所"	"晶星系选"	"CN-1987"	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"长"	"无"	"秆黄"	"96.0"	"7.16"	"79.40"	"72.90"	"98"	"11.50"	" "	" "	"21.8"	" "	"4.8"	"30"	"7"	"7"	"7"	"7"	"7"	"5"	"5"	"9"	" "	"浙江"	"选育"
"I1A60334"	"ZD-04522"	"DR2"	"DR2"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"丽水市农科所"	"粳籼89系选"	"CN-1988"	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"无"	"秆黄"	"118.0"	"8.02"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"	"7"	"7"	"3"	"9"	"3"	"7"	"9"	" "	"浙江"	"选育"
"I1A60335"	"ZD-04523"	"温1299"	"WEN 1299"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"温州市农科所"	"龙特/花密珍//HA79317-7"	"CN-1971"	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"无"	"秆黄"	"86.0"	"7.15"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"5"	"5"	"7"	"5"	"5"	"9"	"1"	"9"	" "	"浙江"	"选育"
"I1A61075"	"ZD-04524"	"49辐"	"49 FU"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"温州市农科所"	"测49辐射选育"	"CN-1976"	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"无"	"褐斑秆黄"	"112.0"	"8.01"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"	"5"	"7"	"3"	"9"	"9"	"3"	"9"	" "	"浙江"	"选育"
"I1A60336"	"ZD-04525"	"温恢1号"	"WEN HUI 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"温州市农科所"	"禾兴谷/金美"	"CN-1972"	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"长"	"无"	"秆黄"	"104.0"	"7.29"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"	"5"	"7"	"9"	"9"	"9"	"3"	"9"	" "	"浙江"	"选育"
"I1A60337"	"ZD-04526"	"温恢2号"	"WEN HUI 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"温州市农科所"	"20992/温恢1号"	"CN-1973"	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"无"	"秆黄"	"82.0"	"7.20"	"81.70"	"70.80"	"100"	"12.30"	" "	" "	"24.2"	" "	"4.2"	"43"	"7"	"9"	"9"	"1"	"7"	"9"	"3"	"9"	" "	"浙江"	"选育"
"I1A60338"	"ZD-04527"	"温恢3号"	"WEN HUI 3 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"温州市农科所"	"IR36辐"	"CN-1974"	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"长"	"无"	"秆黄"	"96.0"	"7.29"	"80.10"	"72.80"	" "	"11.60"	" "	" "	"16.4"	" "	"4.1"	"43"	"7"	"7"	"7"	"1"	"5"	"3"	"1"	"9"	" "	"浙江"	"选育"
"I1A60339"	"ZD-04528"	"温恢4号"	"WEN HUI 4 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"温州市农科所"	"泰国香稻/10-35"	"CN-1975"	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"无"	"秆黄"	"96.0"	"7.23"	"80.10"	"72.30"	"85"	"11.60"	" "	" "	"23.2"	" "	"4.6"	"30"	"6"	"7"	"7"	"1"	"3"	"5"	"1"	"9"	" "	"浙江"	"选育"
"I1A60340"	"ZD-04529"	"温恢439"	"WEN HUI 439"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"温州市农科所"	"明恢63/测64"	"CN-1978"	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"无"	"秆黄"	"100.0"	"8.02"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"5"	"7"	"7"	"1"	"3"	"7"	"3"	"9"	" "	"浙江"	"选育"
"I1A60341"	"ZD-04530"	"温恢603"	"WEN HUI 603"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"温州市农科所"	"10-35/测64"	"CN-1977"	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"无"	"秆黄"	"93.0"	"7.20"	"80.80"	"72.60"	"100"	"11.40"	" "	" "	"8.2"	" "	"4.2"	"30"	"7"	"5"	"9"	"1"	"5"	"5"	"1"	"9"	" "	"浙江"	"选育"
"I1A60342"	"ZD-04531"	"瑞科26"	"RUI KE 26"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"瑞安市农科所"	"竹菲选辐射"	"CN-1986"	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"无"	"秆黄"	"90.0"	"7.18"	"81.50"	"73.70"	"100"	"10.80"	" "	" "	"22.4"	" "	"4.0"	"30"	"5"	"7"	"9"	"7"	"9"	"3"	"1"	"9"	" "	"浙江"	"选育"
"I1A60343"	"ZD-04532"	"玉占"	"YU ZHAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台州市农科所"	"明恢63-063(泰国稻变异株)"	"CN-1870"	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"长"	"紫褐"	"秆黄"	"108.0"	"8.03"	"80.30"	"73.20"	"2"	"10.80"	" "	" "	"13.4"	" "	"6.8"	"62"	"7"	"7"	"5"	"9"	"9"	"5"	"1"	"9"	" "	"浙江"	"选育"
"I1A60344"	"ZD-04533"	"台93-12"	"TAI 93-12"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台州市农科所"	"063/中156"	"CN-1985"	"籼"	"早"	"水"	"粘"	"白"	"短"	"细长"	"特长"	"紫褐"	"秆黄"	"91.0"	"7.19"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"	"5"	"7"	"9"	"9"	"7"	"3"	"9"	" "	"浙江"	"选育"
"I1A60345"	"ZD-04534"	"ET28"	"ET28"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台州市农科所"	"ET2180/T88"	"CN-1979"	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"无"	"秆黄"	"100.0"	"7.22"	"81.10"	"72.90"	"99"	"12.70"	" "	" "	"22.0"	" "	"4.9"	"32"	"7"	"7"	"7"	"7"	"9"	"9"	"1"	"9"	" "	"浙江"	"选育"
"I1A60346"	"ZD-04535"	"ET116"	"ET116"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台州市农科所"	"ET2180/ET620"	"CN-1980"	"籼"	"早"	"水"	"粘"	"白"	"短"	"细长"	"长"	"紫褐"	"秆黄"	"88.0"	"7.18"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"	"9"	"9"	"3"	"9"	"7"	"3"	"9"	" "	"浙江"	"选育"
"I1A60347"	"ZD-04536"	"ET938"	"ET938"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台州市农科所"	"T1088/粳78//TT220"	"CN-1981"	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"紫褐"	"秆黄"	"99.0"	"7.21"	"80.00"	"67.10"	"100"	"12.10"	" "	" "	"8.2"	" "	"3.0"	"66"	"7"	"9"	"9"	"5"	"7"	"9"	"7"	"9"	" "	"浙江"	"选育"
"I1A60348"	"ZD-04537"	"ET3042"	"ET3042"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"台州市农科所"	"T594//广陆矮4号/IR64"	"CN-1982"	"籼"	"早"	"水"	"粘"	"白"	"短"	"细长"	"长"	"无"	"秆黄"	"97.0"	"7.20"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"	"7"	"9"	"5"	"5"	"5"	"5"	"9"	" "	"浙江"	"选育"
"I1A60349"	"ZD-04538"	"台537"	"TAI 537"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"台州市农科所"	"台202/繁7"	"CN-1983"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"阔卵"	"中"	"无"	"褐斑秆黄"	"115.0"	"9.04"	"84.70"	"75.60"	"66"	"8.10"	" "	" "	"21.0"	" "	"7.0"	"75"	"7"	"5"	"7"	"9"	"9"	"7"	"3"	"9"	" "	"浙江"	"选育"
"I1A60350"	"ZD-04539"	"台9136"	"TAI 9136"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"台州市农科所"	"台69糯/祥湖84//台24/秀水27"	"CN-1984"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"阔卵"	"中"	"无"	"褐斑秆黄"	"114.0"	"9.01"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"	"5"	"7"	"9"	"9"	"7"	"3"	"9"	" "	"浙江"	"选育"
"I1A59652"	"ZD-04540"	"盐粳334-6"	"YAN JING 334-6"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"盐城县农科所"	"20229/沈农1027"	"95001"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"8.13"	"86.80"	"76.80"	"70"	"8.60"	" "	" "	"18.5"	" "	"6.8"	"80"	"4"	"7"	"5"	"7"	"5"	"5"	"3"	"5"	" "	"江苏"	"选育"
"I1A59653"	"ZD-04541"	"中粳315"	"ZHONG JING 315"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"丙773/K33//早丰9号"	"95002"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"8.13"	"86.10"	"77.40"	"25"	"10.10"	" "	" "	"17.8"	" "	"6.8"	"52"	"5"	"7"	"3"	"7"	"7"	"5"	"3"	"5"	" "	"江苏"	"选育"
"I1A59654"	"ZD-04542"	"练8904"	"LIAN 8904"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"练湖农场"	" "	"95003"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"8.18"	"85.20"	"75.00"	"96"	"9.00"	" "	" "	"18.1"	" "	"7.0"	"45"	"5"	"7"	"7"	"7"	"7"	"5"	"9"	"5"	" "	"江苏"	"选育"
" "	"ZD-04543"	"苏2-775"	"SU 2-775"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"86校9///中作75//泗早1号/512"	"95004"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"8.16"	"85.50"	"73.80"	"37"	"9.50"	" "	" "	"16.9"	" "	"6.8"	"62"	"4"	"5"	"5"	"7"	"9"	"5"	"7"	"5"	" "	"江苏"	"选育"
" "	"ZD-04544"	"隔9-108"	"GE 9-108"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"隔湖农场"	"丙627/武育粳2号"	"95005"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"8.17"	"86.70"	"77.50"	"48"	"9.00"	" "	" "	"18.6"	" "	"7.0"	"48"	"4"	"5"	"5"	"7"	"9"	"5"	"9"	"5"	" "	"江苏"	"选育"
"I1A59655"	"ZD-04545"	"淮9302"	"HUAI 9302"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"淮阴市农科所"	"882/22"	"95006"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"8.11"	"83.30"	"74.80"	"14"	"10.40"	" "	" "	"15.0"	" "	"3.0"	"83"	"5"	"9"	"7"	"7"	"7"	"5"	"9"	"5"	" "	"江苏"	"选育"
"I1A59656"	"ZD-04546"	"镇香24"	"ZHEN XIANG 24"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"镇江市农科所"	"2507-4/512//8637"	"95007"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"8.16"	"83.70"	"74.30"	"13"	"9.80"	" "	" "	"16.4"	" "	"7.0"	"56"	"6"	"9"	"7"	"7"	"7"	"5"	"5"	"5"	" "	"江苏"	"选育"
"I1A59657"	"ZD-04547"	"扬92-133"	"YANG 92-133"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"里下河地区农科所"	"武育粳3号辐射"	"95008"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"8.16"	"86.90"	"77.80"	"37"	"8.50"	" "	" "	"16.8"	" "	"7.0"	"62"	"6"	"5"	"7"	"7"	"7"	"3"	"3"	"5"	" "	"江苏"	"选育"
"I1A59658"	"ZD-04548"	"香粳111"	"XIANG JING 111"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"里下河地区农科所"	"8169/秀水04//紫金糯/武香粳1号"	"95009"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"8.13"	"86.40"	"77.10"	"92"	"10.20"	" "	" "	"16.8"	" "	"6.8"	"54"	"7"	"5"	"5"	"7"	"9"	"5"	"7"	"5"	" "	"江苏"	"选育"
"I1A59659"	"ZD-04549"	"通109"	"TONG 109"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"南通市种子公司"	"中国91系选"	"95010"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"8.18"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"5"	"5"	"5"	"7"	"5"	"5"	"3"	"5"	" "	"江苏"	"选育"
"I1A59660"	"ZD-04550"	"镇稻5186"	"ZHEN DAO 5186"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"镇江市农科所"	"紫金糯/台农67"	"95011"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"紫褐"	"秆黄"	"0.0"	"0.00"	"85.70"	"76.90"	"78"	"8.10"	" "	" "	"19.6"	" "	"7.0"	"37"	"4"	"5"	"3"	"7"	"9"	"5"	"5"	"5"	" "	"江苏"	"选育"
"I1A61921"	"ZD-04551"	"珍珠粳"	"ZHEN ZHU JING"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"武进县稻麦育种场"	"丙620r矮选//K33/复羽1号"	"95012"	"粳"	"晚"	"水"	"粘"	"紫"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"0.00"	"82.90"	"74.70"	" "	"9.60"	" "	" "	" "	" "	"7.0"	"92"	"5"	"5"	"5"	"7"	"9"	"5"	"9"	"5"	" "	"江苏"	"选育"
"I1A59661"	"ZD-04552"	"隔9-92"	"GE 9-92"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"武进县稻麦育种场"	"丙627/武育粳3号"	"95013"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"0.00"	"87.30"	"78.90"	"12"	"8.50"	" "	" "	"18.0"	" "	"7.0"	"43"	"6"	"7"	"7"	"7"	"9"	"5"	"9"	"5"	" "	"江苏"	"选育"
"I1A59662"	"ZD-04553"	"太湖91-2"	"TAI HU 91-2"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"太湖地区农科所"	"香粳/秀水04//秀水04"	"95014"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"0.00"	"89.00"	"80.90"	"84"	"8.00"	" "	" "	"23.4"	" "	"7.0"	"28"	"5"	"7"	"7"	"7"	"7"	"5"	"5"	"5"	" "	"江苏"	"选育"
" "	"ZD-04554"	"太胡LH160"	"TAI HU LH160"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"太湖地区农科所"	"EH11-1/秀水04//早单8号"	"95015"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"0.00"	"82.80"	"74.90"	"46"	"9.50"	" "	" "	"18.3"	" "	"7.0"	"35"	"7"	"7"	"7"	"7"	"9"	"5"	"9"	"5"	" "	"江苏"	"选育"
"I1A59663"	"ZD-04555"	"常熟65-3"	"CHANG SHU 65-3"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"常熟市农科所"	"盐粳2号/秀水04"	"95016"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"0.00"	"85.60"	"77.80"	"94"	"7.80"	" "	" "	"19.8"	" "	"7.0"	"35"	"7"	"7"	"3"	"7"	"9"	"5"	"9"	"5"	" "	"江苏"	"选育"
"I1A61922"	"ZD-04556"	"太湖M-220"	"TAI HU M-220"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"太湖地区农科所"	"(苏粳2号/南粳33)//秀水04"	"95017"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"0.00"	"85.40"	"72.70"	"89"	"7.90"	" "	" "	"19.4"	" "	"7.0"	"66"	"6"	"7"	"3"	"7"	"5"	"5"	"9"	"5"	" "	"江苏"	"选育"
"I1A61629"	"ZD-04557"	"武进9004"	"WU JIN 9004"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"武进运村试验站"	"Z22///紫金糯/武育粳1//秀水04"	"95018"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"0.00"	"85.20"	"72.10"	"89"	"7.70"	" "	" "	"19.6"	" "	"7.0"	"60"	"6"	"7"	"3"	"7"	"9"	"5"	"7"	"5"	" "	"江苏"	"选育"
"I1A59664"	"ZD-04558"	"粳791"	"JING 791"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"武进县稻麦育种场"	"11118618/丙850"	"95019"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"0.00"	"87.30"	"76.70"	"82"	"8.30"	" "	" "	"19.5"	" "	"7.0"	"45"	"7"	"5"	"3"	"7"	"5"	"5"	"9"	"5"	" "	"江苏"	"选育"
"I1A59665"	"ZD-04559"	"香紫糯"	"XIANG ZI NUO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"武进县稻麦育种场"	"K412/丙850"	"95020"	"粳"	"晚"	"水"	"糯"	"紫"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"0.0"	"0.00"	"82.10"	"62.90"	" "	"9.50"	" "	" "	" "	" "	"7.0"	"98"	"7"	"5"	"3"	"7"	"9"	"5"	"5"	"5"	" "	"江苏"	"选育"
"I1A59666"	"ZD-04560"	"常熟88-39-4"	"CHANG SHU 88-39-4"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"常熟市农科所"	"武育粳2号/太湖糯"	"95021"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"106.4"	"9.02"	"84.50"	"73.50"	"88"	"7.80"	" "	" "	"19.5"	" "	"7.0"	"45"	"5"	"5"	"3"	"1"	"9"	"5"	"3"	"5"	" "	"江苏"	"选育"
"I1A59667"	"ZD-04561"	"SR21"	"SR21"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"苏州市农科所"	"苏粳2号/南粳33//秀水122/早单8"	"95022"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"紫褐"	"秆黄"	"98.6"	"9.04"	"85.10"	"73.10"	"94"	"8.30"	" "	" "	"24.4"	" "	"7.0"	"56"	"5"	"7"	"3"	"1"	"5"	"3"	"5"	"2"	" "	"江苏"	"选育"
"I1A59668"	"ZD-04562"	"武进9522"	"WU JIN 9522"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"武进运村农科良种场"	"嘉48/9121//丙851"	"95023"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"102.2"	"9.02"	"85.30"	"74.40"	"34"	"8.30"	" "	" "	"19.9"	" "	"7.0"	"58"	"5"	"7"	"3"	"7"	"9"	"5"	"3"	"5"	" "	"江苏"	"选育"
"I1A59669"	"ZD-04563"	"武进9325"	"WU JIN 9325"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"武进运村农科良种场"	"武育2/武香1//秀水04///722////8"	"95024"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"93.1"	"9.02"	"87.20"	"76.80"	"65"	"7.80"	" "	" "	"18.7"	" "	"7.0"	"59"	"6"	"7"	"3"	"1"	"9"	"4"	"3"	"2"	" "	"江苏"	"选育"
"I1A61630"	"ZD-04564"	"镇稻532"	"ZHEN DAO 532"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"镇江农科所"	"盐粳2号/秀水04"	"95025"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"99.7"	"9.02"	"86.10"	"74.40"	"46"	"7.70"	" "	" "	"19.6"	" "	"7.0"	"45"	"7"	"7"	"3"	"1"	"5"	"5"	"3"	"2"	" "	"江苏"	"选育"
"I1A59670"	"ZD-04565"	"镇稻707"	"ZHEN DAO 707"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"镇江农科所"	"盐粳2号/86-37"	"95026"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"91.1"	"9.04"	"85.30"	"73.20"	"27"	"7.20"	" "	" "	"20.4"	" "	"7.0"	"46"	"6"	"7"	"3"	"1"	"9"	"4"	"7"	"2"	" "	"江苏"	"选育"
"I1A61631"	"ZD-04566"	"4-1027"	"4-1027"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏农科院"	"武育粳3号/杆黄金晴//84012"	"95027"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"106.7"	"8.27"	"86.10"	"73.20"	"64"	"7.50"	" "	" "	"19.8"	" "	"7.0"	"56"	"7"	"7"	"3"	"1"	"9"	"4"	"3"	"5"	" "	"江苏"	"选育"
