"id"	"熟性"	"炭疽病指"	"保存编号"	"品种名称"	"着果方向"	"食熟果皮色"	"维生素C"	"CMV病指"	"CMV发病率"	"果肉厚"	"统一编号"	"TMV发病率"	"风味"	"老熟种果色"	"外皮薄厚"	"亩产"	"单果重"	"译名"	"备注"	"省"	"首花节位"	"TMV病指"	"果实水分"	"生育期"	"保存单位"	"果形"	"干物质"	"用途"	"辣椒素"	"种子来源"	"株高"	"抗逆性"	"炭疽发病率"	"种质库编号"	"栽培季节"
"253"	"晚"	"-0.7500"	"Ⅱ6Ca0077"	"耙齿椒"	"向下"	"绿"	"156.80"	"0.8900"	"100.00"	"--"	"V06C0856"	"100.00"	"中辣"	"红"	"--"	"1600"	"7.0"	"BA CHI JIAO"	"*"	"山西"	"--"	"1.8800"	"--"	"66"	"山西农科院蔬菜所"	"其它"	"16.4800"	"制干"	"0.081"	"山西稷山县"	"70.6"	"--"	"100.0"	"Ⅱ6C0702"	"5中-7下"
"254"	"早"	"0.9200"	"2a-55"	"安康十姊妹"	"向上"	"--"	"87.30"	"1.3900"	"52.60"	"--"	"V06C0857"	"27.30"	"极辣"	"红"	"厚"	"1500"	"--"	"AN KANG SHI ZI MEI"	"*"	"陕西"	"--"	"4.6600"	"多"	"--"	"陕西农科院蔬菜所"	"圆锥形"	"13.2000"	"生食制干"	"0.190"	"陕西安康县"	"58.5"	"耐寒热"	"36.3"	"Ⅱ6C0283"	"1上中-6上8中"
"255"	"中"	"0.1900"	"2a-117"	"西农20号线辣椒"	"向下"	"绿"	"91.70"	"2.0600"	"58.70"	"--"	"V06C0863"	"0.00"	"极辣"	"红"	"薄"	"225"	"5.5"	"XI NONG 20 HAO XIAN LA JIAO"	"*西北农学院选育品种"	"陕西"	"13"	"--"	"少"	"120"	"陕西农科院蔬菜所"	"圆锥形"	"10.2000"	"广泛"	"0.720"	"陕西杨陵"	"72.0"	"耐旱热"	"63.3"	"Ⅱ6C0086"	"3上-4下-9.10"
"256"	"--"	"1.1000"	"2a-28"	"湖南矮树早"	"向下"	"绿"	"109.00"	"5.0100"	"21.80"	"--"	"V06C0865"	"100.00"	"极辣"	"红"	"--"	"2250"	"15.0"	"HU NAN AI SHU ZAO"	"*引自湖南"	"陕西"	"--"	"0.4300"	"--"	"--"	"陕西农科院蔬菜所"	"圆锥形"	"10.7000"	"生食"	"0.410"	"陕西引自湖南"	"45.0"	"--"	"31.6"	"Ⅱ6C0285"	"--"
"257"	"中"	"1.2300"	"S21-2"	"羊角椒"	"向下"	"绿"	"110.16"	"1.0500"	"100.00"	"0.3"	"V06C0866"	"100.00"	"微辣"	"红"	"薄"	"2000"	"25.0"	"YANG JIAO JIAO"	"*有大小二个品系"	"上海"	"13"	"1.2900"	"--"	"50"	"上海农科院园艺所"	"圆锥形"	"10.5446"	"生食"	"0.020"	"上海上海县"	"47.2"	"--"	"64.5"	"Ⅱ6C0008"	"12下-6中"
"258"	"中"	"1.8458"	"H1-119"	"牛角在海椒"	"向下"	"绿"	"147.56"	"1.5677"	"40.00"	"--"	"V06C0867"	"42.90"	"中辣"	"红"	"--"	"--"	"9.0"	"NIU JIAO ZAI HAI JIAO"	"--"	"四川"	"15"	"2.2204"	"--"	"85"	"成都市第一农科所"	"圆锥形"	"11.2500"	"生食"	"0.020"	"四川巴县"	"60.0"	"--"	"10.0"	"Ⅱ6C0556"	"3-6"
"259"	"中"	"0.1466"	"H1-102"	"矮五叶"	"向下"	"绿"	"140.38"	"1.0227"	"44.40"	"0.1"	"V06C0868"	"28.60"	"中辣"	"红"	"薄"	"100"	"5.0"	"AI WU YE"	"--"	"四川"	"12"	"5.6354"	"--"	"115"	"成都市第一农科所"	"长柱形"	"16.3600"	"制干"	"0.100"	"四川成都市"	"55.0"	"中"	"13.4"	"Ⅱ6C0139"	"3-6"
"260"	"中"	"1.4390"	"H1-002"	"二斧头菜椒"	"向下"	"绿"	"145.19"	"2.4530"	"29.20"	"0.5"	"V06C0869"	"36.00"	"--"	"红"	"--"	"1200"	"20.0"	"ER FU TOU CAI JIAO"	"*"	"四川"	"12"	"2.4448"	"少"	"80"	"成都市第一农科所"	"方灯笼形"	"17.7800"	"生食"	"0.070"	"四川成都市"	"50.0"	"耐热"	"16.1"	"Ⅱ6C0141"	"3-6"
"261"	"中"	"0.4878"	"H1-141"	"蓉椒一号"	"向下"	"绿"	"222.60"	"1.8071"	"35.00"	"0.1"	"V06C0876"	"20.00"	"中辣"	"红"	"薄"	"250"	"7.5"	"RONG JIAO YI HAO"	"--"	"四川"	"11"	"3.4840"	"--"	"112"	"成都市第一农科所"	"长柱形"	"19.3800"	"制干"	"0.170"	"四川成都市"	"65.0"	"中"	"10.5"	"Ⅱ6C0234"	"3-6"
"262"	"中"	"0.5375"	"H1-126"	"辣椒"	"向下"	"绿"	"135.66"	"0.9800"	"52.80"	"--"	"V06C0906"	"97.60"	"中辣"	"红"	"--"	"--"	"--"	"LA JIAO"	"--"	"四川"	"14"	"-1.8454"	"--"	"75"	"成都市第一农科所"	"圆锥形"	"14.7000"	"生食"	"0.100"	"四川雷波县"	"70.0"	"--"	"31.7"	"Ⅱ6C0537"	"3-6"
"263"	"早"	"-0.5194"	"H1-050"	"小金条海椒"	"向下"	"绿"	"155.00"	"2.3418"	"14.30"	"0.1"	"V06C0922"	"50.00"	"极辣"	"红"	"薄"	"1000"	"4.0"	"XIAO JIN TIAO HAI JIAO"	"*"	"四川"	"18"	"4.5132"	"少"	"45"	"成都市第一农科所"	"长柱形"	"20.9800"	"生食"	"0.090"	"四川渠县"	"45.0"	"耐热旱"	"20.0"	"Ⅱ6C0116"	"3-5"
"264"	"早"	"0.6360"	"H1-049"	"大羊角椒"	"向下"	"绿"	"135.66"	"1.4543"	"40.00"	"0.2"	"V06C0923"	"42.50"	"极辣"	"红"	"厚"	"800"	"8.0"	"DA YANG JIAO JIAO"	"*"	"四川"	"--"	"2.2764"	"--"	"60"	"成都市第一农科所"	"圆锥形"	"17.6000"	"--"	"0.050"	"四川渠县"	"55.0"	"--"	"26.7"	"Ⅱ6C0555"	"3-5"
"265"	"早"	"0.3644"	"H1-052"	"小羊角椒"	"向下"	"绿"	"133.28"	"2.8460"	"17.50"	"0.1"	"V06C0924"	"38.60"	"极辣"	"红"	"薄"	"500"	"2.0"	"XIAO YANG JIAO JIAO"	"*"	"四川"	"--"	"2.0239"	"--"	"50"	"成都市第一农科所"	"圆锥形"	"15.8000"	"制干"	"0.030"	"四川渠县"	"45.0"	"耐热旱"	"28.3"	"Ⅱ6C0550"	"3-5"
"266"	"早"	"1.1752"	"H1-051"	"大金条辣椒"	"向下"	"绿"	"140.00"	"1.3281"	"23.80"	"0.1"	"V06C0925"	"20.00"	"极辣"	"红"	"厚"	"800"	"11.0"	"DA JIN TIAO LA JIAO"	"*"	"四川"	"19"	"7.0536"	"--"	"60"	"成都市第一农科所"	"长柱形"	"17.4600"	"--"	"0.090"	"四川渠县"	"58.0"	"--"	"5.3"	"Ⅱ6C0115"	"3-5"
"267"	"中"	"1.5351"	"H1-136"	"柿子大海椒"	"向下"	"绿"	"119.95"	"2.2133"	"28.90"	"--"	"V06C0926"	"37.80"	"甜"	"红"	"--"	"--"	"23.0"	"SHI ZI DA HAI JIAO"	"--"	"四川"	"15"	"2.4568"	"--"	"85"	"成都市第一农科所"	"扁圆形"	"14.2500"	"生食"	"0.070"	"四川荣昌县"	"55.0"	"--"	"13.3"	"Ⅱ6C0547"	"3-7"
"268"	"中"	"-0.0887"	"H1-122"	"大海椒"	"向下"	"绿"	"152.32"	"1.8834"	"31.10"	"--"	"V06C0934"	"2.60"	"微辣"	"红"	"--"	"--"	"18.0"	"DA HAI JIAO"	"--"	"四川"	"15"	"4.4945"	"--"	"75"	"成都市第一农科所"	"圆锥形"	"19.5000"	"生食"	"0.080"	"四川威远县"	"70.0"	"中"	"45.0"	"Ⅱ6C0529"	"3-6"
"269"	"中"	"0.3385"	"H1-120"	"海椒"	"向下"	"绿"	"142.80"	"0.3649"	"65.70"	"--"	"V06C0935"	"45.00"	"中辣"	"红"	"--"	"--"	"3.4"	"HAI JIAO"	"--"	"四川"	"16"	"1.4903"	"--"	"85"	"成都市第一农科所"	"圆锥形"	"15.6000"	"生食"	"0.050"	"四川武隆县"	"52.0"	"--"	"33.3"	"Ⅱ6C0558"	"3-6"
"270"	"早"	"1.6131"	"H1-060"	"小海椒"	"向下"	"绿"	"140.00"	"0.7273"	"65.00"	"0.1"	"V06C0936"	"12.50"	"极辣"	"红"	"薄"	"1000"	"10.0"	"XIAO HAI JIAO"	"*"	"四川"	"8"	"7.5137"	"--"	"65"	"成都市第一农科所"	"长柱形"	"17.1100"	"生食制干"	"0.020"	"四川西昌市"	"50.0"	"中"	"5.0"	"Ⅱ6C0132"	"3-5"
"271"	"--"	"3.7217"	"H1-062"	"野海椒"	"向下"	"绿"	"62.11"	"-1.5305"	"91.10"	"0.1"	"V06C0937"	"97.80"	"--"	"桔黄"	"--"	"--"	"1.5"	"YE HAI JIAO"	"*"	"四川"	"--"	"-2.9232"	"--"	"--"	"成都市第一农科所"	"圆形"	"12.4000"	"--"	"0.060"	"四川西昌县"	"60.0"	"--"	"1.7"	"Ⅱ6C0562"	"--"
"272"	"中"	"2.9588"	"H1-140"	"大海椒"	"向下"	"绿"	"273.70"	"0.9076"	"55.60"	"--"	"V06C0938"	"79.10"	"微辣"	"红"	"--"	"--"	"18.0"	"DA HAI JIAO"	"--"	"四川"	"16"	"1.0517"	"--"	"80"	"成都市第一农科所"	"方灯笼形"	"13.5000"	"生食"	"0.030"	"四川兴文县"	"50.0"	"--"	"5.0"	"Ⅱ6C0561"	"3-6"
"273"	"中"	"--"	"H1-124"	"南京早椒"	"向下"	"绿"	"145.18"	"1.9427"	"38.90"	"--"	"V06C0954"	"7.50"	"中辣"	"红"	"--"	"--"	"9.5"	"NAN JING ZAO JIAO"	"--"	"四川"	"9"	"3.7542"	"--"	"65"	"成都市第一农科所"	"圆锥形"	"13.2000"	"生食"	"0.070"	"四川重庆市"	"30.6"	"中"	"--"	"Ⅱ6C0533"	"3-6"
"274"	"晚"	"0.9469"	"H1-084"	"朝天椒"	"向上"	"绿"	"172.00"	"1.8446"	"50.00"	"--"	"V06C0955"	"80.00"	"极辣"	"红"	"--"	"--"	"2.9"	"CHAO TIAN JIAO"	"--"	"四川"	"17"	"3.9538"	"--"	"90"	"成都市第一农科所"	"圆锥形"	"22.0600"	"制干"	"0.190"	"四川重庆市"	"75.0"	"--"	"5.0"	"Ⅱ6C0126"	"3-7"
"275"	"中"	"0.9469"	"H1-088"	"朝天椒"	"向上"	"绿"	"209.38"	"3.4840"	"20.00"	"--"	"V06C0964"	"20.00"	"极辣"	"红"	"--"	"--"	"3.2"	"CHAO TIAN JIAO"	"--"	"四川"	"17"	"5.3397"	"--"	"85"	"成都市第一农科所"	"圆锥形"	"23.1900"	"制干"	"0.280"	"四川珙县"	"75.0"	"--"	"7.4"	"Ⅱ6C0106"	"3-7"
"276"	"中"	"1.2275"	"H1-109"	"金条椒"	"向下"	"绿"	"150.00"	"1.4873"	"47.10"	"--"	"V06C0965"	"35.00"	"中辣"	"红"	"--"	"--"	"3.2"	"JIN TIAO JIAO"	"--"	"四川"	"13"	"5.1779"	"--"	"110"	"成都市第一农科所"	"圆锥形"	"18.1900"	"制干"	"0.090"	"四川珙县"	"60.0"	"--"	"5.0"	"Ⅱ6C0129"	"3-7"
"277"	"晚"	"1.1908"	"H1-132"	"大海椒"	"向下"	"绿"	"121.38"	"1.9155"	"35.70"	"--"	"V06C0966"	"33.30"	"中辣"	"红"	"--"	"--"	"--"	"DA HAI JIAO"	"--"	"四川"	"17"	"2.1253"	"--"	"--"	"成都市第一农科所"	"圆锥形"	"12.1000"	"生食"	"0.090"	"四川珙县"	"40.0"	"--"	"18.4"	"Ⅱ6C0540"	"3-6"
"278"	"--"	"0.1600"	"6C-020"	"猪肠辣子"	"向下"	"绿"	"58.70"	"1.9400"	"51.10"	"0.3"	"V06C0967"	"37.20"	"极辣"	"红"	"薄"	"3500"	"25.0"	"ZHU CHANG LA ZI"	"*"	"天津"	"8"	"4.4100"	"中"	"56"	"天津农科院蔬菜所"	"圆锥形"	"7.8000"	"广泛"	"0.210"	"天津北郊区"	"45.0"	"耐热"	"63.9"	"Ⅱ6C0179"	"1下-7上"
"279"	"--"	"2.4500"	"6C-019"	"适新一代"	"向下"	"绿"	"119.80"	"4.1300"	"11.10"	"1.0"	"V06C0968"	"100.00"	"极辣"	"红"	"厚"	"2250"	"125.0"	"SHI XIN YI DAI"	"*"	"天津"	"5"	"2.6600"	"中"	"35"	"天津农科院蔬菜所"	"方灯笼形"	"9.5000"	"生食"	"--"	"天津北郊区"	"67.5"	"耐热"	"25.0"	"Ⅱ6C0724"	"2上-6下"
"280"	"晚"	"2.6400"	"RN2"	"锦州油椒"	"向下"	"绿"	"68.20"	"--"	"0.00"	"0.2"	"V06C0977"	"0.00"	"中辣"	"红"	"--"	"957"	"36.0"	"JIN ZHOU YOU JIAO"	"--"	"国外"	"9"	"--"	"高"	"110"	"西北农业大学"	"圆锥形"	"9.9000"	"生食"	"--"	"西农"	"52.0"	"--"	"30.0"	"Ⅱ6C0902"	"2中-10上"
"281"	"晚"	"--"	"88u-02"	"Redchili"	"向上"	"绿"	"--"	"--"	"--"	"0.2"	"V06C0978"	"--"	"极辣"	"红"	"--"	"807"	"1.6"	"Redchili"	"--"	"国外"	"10"	"--"	"中"	"110"	"西北农业大学"	"长柱形"	"--"	"制干"	"--"	"西农引自荷兰"	"43.0"	"--"	"--"	"Ⅱ6C0947"	"2中-10上"
"282"	"晚"	"--"	"88N-7"	"California-wonder"	"向下"	"绿"	"--"	"--"	"--"	"0.3"	"V06C0979"	"--"	"中辣"	"红"	"--"	"832"	"66.0"	"California-wonder"	"--"	"国外"	"12"	"--"	"中"	"190"	"西北农业大学"	"圆锥形"	"--"	"生食"	"--"	"西农引自荷兰"	"35.0"	"--"	"--"	"Ⅱ6C0948"	"2中-10上"
"283"	"晚"	"-0.1900"	"429"	"NE1"	"混生"	"绿"	"83.20"	"--"	"0.00"	"0.3"	"V06C0980"	"0.00"	"中辣"	"红"	"--"	"624"	"12.0"	"NE1"	"--"	"国外"	"13"	"--"	"高"	"190"	"西北农业大学"	"圆锥形"	"8.4000"	"生食"	"0.080"	"西农引自美国"	"47.0"	"--"	"85.0"	"Ⅱ6C0906"	"2中-10上"
"284"	"晚"	"-0.0300"	"111"	"沪041"	"向下"	"绿"	"106.60"	"3.9400"	"12.10"	"0.2"	"V06C0981"	"12.50"	"中辣"	"红"	"--"	"562"	"52.0"	"HU 041"	"--"	"国外"	"10"	"2.8100"	"高"	"110"	"西北农业大学"	"圆锥形"	"13.2000"	"生食"	"--"	"西农引自美国"	"45.0"	"--"	"80.0"	"Ⅱ6C0904"	"2中-10上"
"285"	"晚"	"3.6900"	"234"	"C.Praetermissum"	"向下"	"绿"	"133.40"	"3.8200"	"66.70"	"0.3"	"V06C0982"	"0.00"	"中辣"	"红"	"--"	"874"	"36.0"	"C.Praetermissum"	"--"	"国外"	"10"	"--"	"高"	"110"	"西北农业大学"	"圆锥形"	"9.3000"	"生食"	"0.050"	"西农引自美国"	"49.0"	"--"	"5.8"	"Ⅱ6C0905"	"2中-10上"
"286"	"--"	"2.0000"	"86-0268"	"哈密土辣椒"	"向下"	"绿"	"147.10"	"2.3700"	"50.00"	"--"	"V06C0984"	"75.70"	"极辣"	"红"	"--"	"1200"	"11.5"	"HA MI TU LA JIAO"	"--"	"新疆"	"7"	"1.0000"	"--"	"54"	"新疆农科院园艺所"	"圆锥形"	"9.7000"	"制干"	"0.100"	"新疆哈密地区"	"50.0"	"中"	"38.3"	"Ⅱ6C0605"	"3月下旬-7月中旬"
"287"	"早"	"2.4700"	"86-6"	"金黄甜椒"	"--"	"绿"	"41.20"	"1.7100"	"42.60"	"--"	"V06C0992"	"33.90"	"--"	"--"	"--"	"--"	"--"	"JIN HUANG TIAN JIAO"	"--"	"新疆"	"--"	"1.9600"	"--"	"--"	"新疆农科院园艺所"	"方灯笼形"	"7.4000"	"--"	"0.060"	"新疆石河子市"	"--"	"--"	"18.4"	"Ⅱ6C0065"	"--"
"288"	"--"	"0.1900"	"86-0337"	"鸡心椒"	"向上"	"绿"	"86.10"	"--"	"0.00"	"--"	"V06C1001"	"0.00"	"极辣"	"红"	"--"	"500"	"3.0"	"JI XIN JIAO"	"--"	"新疆"	"10"	"--"	"少"	"51"	"新疆农科院园艺所"	"圆锥形"	"21.6000"	"制干"	"0.750"	"新疆引自四川"	"30.0"	"强"	"71.7"	"Ⅱ6C0610"	"3月下旬-7月中旬"
"289"	"--"	"-0.0800"	"86-71"	"大弯把"	"向上"	"绿"	"68.20"	"4.2100"	"6.70"	"--"	"V06C1002"	"0.00"	"甜"	"红"	"--"	"3300"	"--"	"DA WAN BA"	"--"	"新疆"	"8"	"--"	"多"	"64"	"新疆农科院园艺所"	"方灯笼形"	"7.8000"	"熟食"	"--"	"新疆引自西安"	"34.0"	"中"	"80.0"	"Ⅱ6C0611"	"3月下旬-7月下旬"
"290"	"中"	"-0.1452"	"130#"	"皱皮辣"	"向下"	"绿"	"207.14"	"1.7069"	"33.30"	"0.1"	"V06C1003"	"90.00"	"中辣"	"红"	"薄"	"500"	"8.0"	"ZHOU PI LA"	"--"	"云南"	"15"	"-0.7597"	"较多"	"95"	"云南农科院园艺所"	"方灯笼形"	"11.0000"	"生食"	"0.130"	"云南"	"67.0"	"耐旱"	"28.6"	"Ⅱ6C0450"	"4上-8下"
"291"	"--"	"0.8679"	"117#"	"龙头山辣椒"	"侧生"	"绿"	"112.28"	"2.8324"	"5.90"	"0.1"	"V06C1004"	"55.00"	"中辣"	"红"	"厚"	"100"	"3.4"	"LONG TOU SHAN LA JIAO"	"--"	"云南"	"7"	"1.0480"	"少"	"98"	"云南农科院园艺所"	"圆锥形"	"13.0000"	"制干"	"0.130"	"云南"	"53.6"	"耐湿"	"10.7"	"Ⅱ6C0455"	"4中-9中"
"292"	"中"	"2.2359"	"214#"	"保山大辣子"	"向下"	"绿"	"108.77"	"3.9854"	"6.70"	"0.2"	"V06C1005"	"24.40"	"甜辣"	"红"	"厚"	"1200"	"22.0"	"BAO SHAN DA LA ZI"	"*"	"云南"	"8"	"3.5845"	"多"	"--"	"云南农科院园艺所"	"圆锥形"	"9.0000"	"广泛"	"0.130"	"云南保山市"	"68.0"	"耐涝"	"11.1"	"Ⅱ6C0750"	"--"
"293"	"中"	"1.1123"	"141#"	"皱皮辣"	"向下"	"绿"	"105.26"	"-0.6054"	"73.80"	"0.5"	"V06C1013"	"75.60"	"极辣"	"桔黄"	"薄"	"600"	"10.0"	"ZHOU PI LA"	"--"	"云南"	"8"	"0.7037"	"--"	"85"	"云南农科院园艺所"	"圆锥形"	"10.2000"	"生食"	"0.250"	"云南个旧市"	"54.2"	"耐湿"	"18.9"	"Ⅱ6C0744"	"4上-9中"
"294"	"中"	"2.7325"	"139#"	"牛角长辣"	"向上"	"绿"	"301.75"	"0.5779"	"55.60"	"0.1"	"V06C1014"	"58.30"	"中辣"	"桔黄"	"厚"	"200"	"8.8"	"NIU JIAO CHANG LA"	"--"	"云南"	"10"	"0.5862"	"少"	"98"	"云南农科院园艺所"	"圆锥形"	"11.3000"	"制干"	"0.230"	"云南个旧市"	"69.4"	"耐热"	"2.2"	"Ⅱ6C0969"	"4中-9中"
"295"	"中"	"--"	"136#"	"皱皮辣"	"向下"	"绿"	"--"	"--"	"--"	"0.1"	"V06C1015"	"--"	"极辣"	"红"	"薄"	"400"	"8.0"	"ZHOU PI LA"	"--"	"云南"	"12"	"--"	"--"	"95"	"云南农科院园艺所"	"圆锥形"	"--"	"生食腌制"	"--"	"云南个旧市"	"40.0"	"耐涝"	"--"	"Ⅱ6C0968"	"4中-9中"
"296"	"中"	"1.0324"	"72#"	"牛心椒"	"向下"	"绿"	"119.30"	"3.6911"	"5.90"	"0.3"	"V06C1016"	"50.00"	"甜辣"	"红"	"厚"	"400"	"48.0"	"NIU XIN JIAO"	"--"	"云南"	"10"	"1.0238"	"较多"	"105"	"云南农科院园艺所"	"圆锥形"	"9.8000"	"生食腌制"	"0.060"	"云南合泽县"	"52.0"	"耐涝"	"6.6"	"Ⅱ6C0457"	"4上-9下"
"297"	"--"	"-0.3485"	"85#"	"皱皮椒"	"向下"	"绿"	"--"	"1.3599"	"50.00"	"0.1"	"V06C1017"	"61.10"	"中辣"	"红"	"薄"	"425"	"8.0"	"ZHOU PI JIAO"	"--"	"云南"	"10"	"0.6747"	"多"	"110"	"云南农科院园艺所"	"圆锥形"	"10.7000"	"生食"	"0.150"	"云南会泽县"	"66.6"	"耐湿热"	"36.6"	"Ⅱ6C0151"	"4中-9上"
"298"	"--"	"0.0800"	"13014"	"羊角椒"	"向下"	"绿"	"104.55"	"1.0800"	"100.00"	"--"	"V06C1054"	"85.00"	"--"	"红"	"--"	"1500"	"15.0"	"YANG JIAO JIAO"	"*"	"浙江"	"12"	"1.6100"	"少"	"45"	"浙江农科院园艺所"	"圆锥形"	"15.4200"	"生食"	"0.033"	"浙江萧山市"	"70.0"	"强"	"18.3"	"Ⅱ6C0202"	"10下-4下-5下"
"299"	"晚"	"-0.2900"	"13003"	"萧山大羊角椒"	"向下"	"绿"	"84.47"	"1.4700"	"100.00"	"0.3"	"V06C1055"	"100.00"	"中辣"	"红"	"--"	"1000"	"--"	"XIAO SHAN DA YANG JIAO JIAO"	"--"	"浙江"	"11"	"1.0300"	"--"	"65"	"浙江农科院园艺所"	"圆锥形"	"12.0000"	"生食"	"0.027"	"浙江肖山市"	"75.0"	"强"	"45.1"	"Ⅱ6C0215"	"10下-5下"
"300"	"晚"	"3.3437"	"外6C-12-2"	"望天椒"	"向下"	"--"	"101.21"	"1.0070"	"76.30"	"--"	"V06C1056"	"62.20"	"--"	"--"	"--"	"875"	"30.0"	"WANG TIAN JIAO"	"--"	"安徽"	"11"	"0.4952"	"--"	"132"	"中国农科院蔬菜所"	"圆锥形"	"14.2000"	"生食制干"	"0.280"	"中蔬引自安徽"	"--"	"强"	"2.3"	"Ⅱ6C1071"	"3上播7中"
"301"	"晚"	"2.7325"	"外6C-12-7"	"羊角辣椒"	"向下"	"--"	"214.29"	"0.6996"	"56.00"	"--"	"V06C1057"	"80.00"	"--"	"--"	"--"	"875"	"60.0"	"YANG JIAO LA JIAO"	"--"	"安徽"	"11"	"0.2164"	"--"	"132"	"中国农科院蔬菜所"	"圆锥形"	"13.6000"	"生食"	"0.150"	"中蔬引自安徽"	"--"	"--"	"4.4"	"Ⅱ6C1072"	"3上播7中"
"302"	"晚"	"--"	"外6C-13-4"	"细长牛角椒"	"向下"	"--"	"203.57"	"3.0076"	"12.50"	"--"	"V06C1058"	"23.40"	"--"	"--"	"--"	"675"	"20.0"	"XI CHANG NIU JIAO JIAO"	"--"	"福建"	"11"	"1.7845"	"--"	"132"	"中国农科院蔬菜所"	"圆锥形"	"10.7000"	"生食制干"	"0.110"	"中蔬引自福建"	"--"	"弱"	"--"	"Ⅱ6C1112"	"3上播7中"
"303"	"晚"	"1.0564"	"外6C-10-6"	"早熟甜椒"	"向下"	"--"	"32.14"	"2.5807"	"25.00"	"--"	"V06C1060"	"41.10"	"--"	"--"	"--"	"625"	"30.0"	"ZAO SHU TIAN JIAO"	"--"	"江苏"	"11"	"1.4608"	"--"	"132"	"中国农科院蔬菜所"	"其它"	"10.7000"	"生食"	"0.130"	"中蔬引自江苏"	"--"	"弱"	"22.2"	"Ⅱ6C1070"	"3上播7中"
"304"	"中"	"0.3659"	"外6C-14-7"	"辣椒"	"向下"	"--"	"153.33"	"2.2375"	"17.80"	"--"	"V06C1064"	"16.00"	"--"	"--"	"--"	"450"	"4.0"	"LA JIAO"	"--"	"山东"	"11"	"1.9712"	"--"	"112"	"中国农科院蔬菜所"	"圆锥形"	"13.3000"	"制干"	"0.080"	"中蔬引自山东"	"--"	"中"	"35.0"	"Ⅱ6C1114"	"3上播6末"
