"id"	"成熟期"	"茎秆茸毛量"	"科名"	"油酸"	"保存编号"	"品种名称"	"株型"	"耐渍性"	"棕榈酸"	"千粒重"	"成熟茎秆色"	"含油量"	"省"	"每叶腋花数"	"硬脂酸"	"蒴果长度"	"产地或来源"	"耐旱性"	"译名"	"库编号"	"茎点枯病"	"蒴果棱数"	"播种期"	"学名"	"统一编号"	"蛋白质含量"	"保存单位"	"属名"	"亚油酸"	"生育日数"	"裂蒴性"	"株高"	"种皮色"	"枯萎病"	"花色"
"543"	"08/28"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"S-26"	"黑芝麻"	"单秆"	"不耐"	"--"	"2.20"	"绿"	"48.22"	"贵州"	"单花"	"--"	"中"	"贵州江口"	"--"	"HEI ZHI MA"	"I4C04089"	"感病"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04012"	"23.76"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"92"	"裂"	"134.0"	"黑"	"感病"	"白"
"544"	"08/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"S-32"	"白芝麻"	"单秆"	"极不"	"--"	"2.20"	"绿"	"55.03"	"贵州"	"三花"	"--"	"中"	"贵州惠水"	"--"	"BAI ZHI MA"	"I4C04090"	"高感"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04013"	"21.28"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"94"	"轻裂"	"104.7"	"白"	"抗病"	"白"
"545"	"09/02"	"多"	"Pedaliaceae(胡麻科)"	"--"	"S-34"	"白芝麻"	"单秆"	"不耐"	"--"	"2.50"	"黄"	"56.29"	"贵州"	"三花"	"--"	"中"	"贵州龙里"	"--"	"BAI ZHI MA"	"I4C04091"	"感病"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04014"	"20.54"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"97"	"不裂"	"130.1"	"白"	"高抗"	"淡紫"
"546"	"08/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"S-30"	"白芝麻"	"单秆"	"不耐"	"--"	"2.15"	"黄"	"54.79"	"贵州"	"三花"	"--"	"中"	"贵州思南"	"--"	"BAI ZHI MA"	"I4C04092"	"感病"	"4.6.8"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04015"	"22.18"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"94"	"不裂"	"124.0"	"白"	"抗病"	"淡紫"
"547"	"09/02"	"中"	"Pedaliaceae(胡麻科)"	"--"	"S-29"	"白芝麻"	"单秆"	"不耐"	"--"	"2.30"	"绿"	"57.79"	"贵州"	"三花"	"--"	"中"	"贵州江口"	"--"	"BAI ZHI MA"	"I4C04093"	"感病"	"6.8"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04016"	"20.13"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"97"	"不裂"	"129.6"	"白"	"抗病"	"白"
"548"	"08/30"	"中"	"Pedaliaceae(胡麻科)"	"--"	"S-23"	"白芝麻"	"分枝"	"耐"	"--"	"2.35"	"黄"	"54.40"	"贵州"	"单花"	"--"	"中"	"贵州望谟"	"--"	"BAI ZHI MA"	"I4C04094"	"抗病"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04017"	"20.90"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"94"	"不裂"	"120.1"	"白"	"抗病"	"淡紫"
"549"	"09/02"	"多"	"Pedaliaceae(胡麻科)"	"--"	"S-25"	"黑芝麻"	"分枝"	"中耐"	"--"	"1.45"	"紫"	"42.66"	"贵州"	"单花"	"--"	"短"	"贵州荔波"	"--"	"HEI ZHI MA"	"--"	"感病"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04018"	"22.56"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"117"	"不裂"	"176.0"	"黑"	"感病"	"淡紫"
"550"	"08/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"S-35"	"白芝麻"	"分枝"	"中耐"	"--"	"1.50"	"绿"	"54.69"	"贵州"	"三花"	"--"	"中"	"贵州瓮安"	"--"	"BAI ZHI MA"	"I4C04095"	"感病"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04019"	"22.97"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"94"	"不裂"	"96.3"	"白"	"感病"	"白"
"551"	"08/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"S-31"	"白芝麻"	"分枝"	"中耐"	"--"	"2.90"	"紫"	"55.57"	"贵州"	"单花"	"--"	"短"	"贵州都匀市"	"--"	"BAI ZHI MA"	"I4C04096"	"感病"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04020"	"22.74"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"94"	"轻裂"	"113.1"	"白"	"抗病"	"白"
"552"	"08/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"S-33"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.85"	"绿"	"51.58"	"贵州"	"三花"	"--"	"短"	"贵州惠水"	"--"	"HEI ZHI MA"	"I4C04097"	"感病"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04021"	"19.15"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"94"	"轻裂"	"117.0"	"黑"	"抗病"	"淡紫"
"553"	"08/26"	"中"	"Pedaliaceae(胡麻科)"	"--"	"S-27"	"黄芝麻"	"分枝"	"中耐"	"--"	"2.45"	"绿"	"43.35"	"贵州"	"三花"	"--"	"中"	"贵州江口"	"--"	"HUANG ZHI MA"	"I4C04098"	"感病"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04022"	"23.37"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"90"	"裂"	"128.0"	"黄"	"感病"	"淡紫"
"554"	"08/26"	"中"	"Pedaliaceae(胡麻科)"	"--"	"S-22"	"褐芝麻"	"分枝"	"中耐"	"--"	"2.33"	"黄"	"53.41"	"贵州"	"三花"	"--"	"中"	"贵州望谟"	"--"	"HE ZHI MA"	"I4C04099"	"感病"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04023"	"20.80"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"90"	"裂"	"108.0"	"褐"	"高抗"	"白"
"555"	"08/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"S-24"	"灰芝麻"	"分枝"	"耐"	"--"	"1.75"	"黄"	"55.50"	"贵州"	"三花"	"--"	"短"	"贵州望谟"	"--"	"HUI ZHI MA"	"I4C04100"	"感病"	"4"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04024"	"20.08"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"94"	"不裂"	"122.2"	"灰"	"感病"	"淡紫"
"556"	"08/30"	"中"	"Pedaliaceae(胡麻科)"	"--"	"S-28"	"白芝麻"	"分枝"	"中耐"	"--"	"1.91"	"绿"	"54.78"	"贵州"	"三花"	"--"	"短"	"贵州江口"	"--"	"BAI ZHI MA"	"I4C04101"	"感病"	"4.6.8"	"05/28"	"Sesamum indicum L.(芝麻)"	"ZZM04025"	"21.06"	"贵州省油料所"	"Sesamum(胡麻属)"	"--"	"94"	"轻裂"	"124.0"	"白"	"感病"	"白"
"557"	"08/27"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"001"	"白芝麻"	"单秆"	"--"	"--"	"2.39"	"黄"	"53.07"	"福建"	"单花"	"--"	"短"	"福建漳浦"	"--"	"BAI ZHI MA"	"I4C04156"	"--"	"6.8"	"05/31"	"Sesamum indicum L.(芝麻)"	"ZZM04026"	"26.40"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"88"	"轻裂"	"110.0"	"白"	"--"	"淡紫"
"558"	"09/14"	"中"	"Pedaliaceae(胡麻科)"	"--"	"002"	"白芝麻"	"单秆"	"--"	"--"	"1.82"	"绿"	"50.62"	"福建"	"三花"	"--"	"短"	"福建光泽"	"--"	"BAI ZHI MA"	"I4C04157"	"--"	"4"	"05/31"	"Sesamum indicum L.(芝麻)"	"ZZM04027"	"25.16"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"106"	"裂"	"142.2"	"白"	"--"	"淡紫"
"559"	"08/31"	"多"	"Pedaliaceae(胡麻科)"	"--"	"003"	"白芝麻"	"单秆"	"--"	"--"	"2.95"	"黄"	"54.53"	"福建"	"三花"	"--"	"中"	"福建武平"	"--"	"BAI ZHI MA"	"I4C04158"	"--"	"4"	"05/31"	"Sesamum indicum L.(芝麻)"	"ZZM04028"	"26.32"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"92"	"裂"	"130.6"	"白"	"--"	"淡紫"
"560"	"09/01"	"中"	"Pedaliaceae(胡麻科)"	"--"	"004"	"白芝麻"	"单秆"	"--"	"--"	"3.48"	"黄"	"51.66"	"福建"	"三花"	"--"	"中"	"福建福州市"	"--"	"BAI ZHI MA"	"I4C04159"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04029"	"28.34"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"102"	"裂"	"130.4"	"白"	"--"	"淡紫"
"561"	"09/01"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"005"	"黑芝麻"	"单秆"	"--"	"--"	"2.32"	"黄"	"47.95"	"福建"	"三花"	"--"	"中"	"福建福鼎"	"--"	"HEI ZHI MA"	"I4C04160"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04030"	"29.28"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"102"	"裂"	"98.6"	"黑"	"--"	"淡紫"
"562"	"09/01"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"006"	"黑芝麻"	"单秆"	"--"	"--"	"2.40"	"黄"	"49.50"	"福建"	"三花"	"--"	"中"	"福建平潭"	"--"	"HEI ZHI MA"	"I4C04161"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04031"	"26.52"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"102"	"裂"	"112.2"	"黑"	"--"	"淡紫"
"563"	"09/01"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"007"	"芝麻"	"单秆"	"--"	"--"	"2.46"	"绿"	"49.84"	"福建"	"三花"	"--"	"中"	"福建建瓯"	"--"	"ZHI MA"	"I4C04162"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04032"	"26.49"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"102"	"裂"	"109.8"	"黑"	"--"	"淡紫"
"564"	"08/25"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"008"	"黑芝麻"	"单秆"	"--"	"--"	"2.28"	"绿"	"46.00"	"福建"	"三花"	"--"	"中"	"福建同安"	"--"	"HEI ZHI MA"	"I4C04163"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04033"	"24.32"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"122.0"	"黑"	"--"	"淡紫"
"565"	"09/01"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"009"	"黑芝麻"	"单秆"	"--"	"--"	"2.44"	"绿"	"49.88"	"福建"	"三花"	"--"	"中"	"福建南安"	"--"	"HEI ZHI MA"	"I4C04164"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04034"	"26.14"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"102"	"裂"	"117.8"	"黑"	"--"	"淡紫"
"566"	"08/25"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"010"	"黑芝麻"	"单秆"	"--"	"--"	"2.81"	"黄"	"50.72"	"福建"	"三花"	"--"	"中"	"福建龙海"	"--"	"HEI ZHI MA"	"I4C04165"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04035"	"26.18"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"115.0"	"黑"	"--"	"淡紫"
"567"	"08/25"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"011"	"黑芝麻"	"单秆"	"--"	"--"	"2.29"	"绿"	"49.90"	"福建"	"三花"	"--"	"短"	"福建福州市"	"--"	"HEI ZHI MA"	"I4C04166"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04036"	"27.34"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"115.4"	"黑"	"--"	"淡紫"
"568"	"08/25"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"012"	"黑芝麻"	"单秆"	"--"	"--"	"2.34"	"黄"	"49.30"	"福建"	"三花"	"--"	"中"	"福建三明市"	"--"	"HEI ZHI MA"	"I4C04167"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04037"	"26.47"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"113.8"	"黑"	"--"	"淡紫"
"569"	"09/01"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"013"	"黑芝麻"	"单秆"	"--"	"--"	"2.96"	"绿"	"50.63"	"福建"	"三花"	"--"	"中"	"福建将乐"	"--"	"HEI ZHI MA"	"I4C04168"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04038"	"26.17"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"102"	"裂"	"123.8"	"黑"	"--"	"淡紫"
"570"	"09/01"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"014"	"白芝麻"	"单秆"	"--"	"--"	"2.44"	"绿"	"50.66"	"福建"	"三花"	"--"	"短"	"福建建阳"	"--"	"BAI ZHI MA"	"I4C04169"	"--"	"6.8"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04039"	"26.00"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"102"	"裂"	"112.6"	"白"	"--"	"淡紫"
"571"	"09/08"	"中"	"Pedaliaceae(胡麻科)"	"--"	"015"	"白芝麻"	"单秆"	"--"	"--"	"1.53"	"黄"	"50.53"	"福建"	"三花"	"--"	"短"	"福建漳浦"	"--"	"BAI ZHI MA"	"I4C04170"	"--"	"6.8"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04040"	"25.06"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"109"	"裂"	"128.4"	"白"	"--"	"淡紫"
"572"	"08/25"	"中"	"Pedaliaceae(胡麻科)"	"--"	"016"	"白芝麻"	"分枝"	"--"	"--"	"2.67"	"黄"	"51.48"	"福建"	"单花"	"--"	"中"	"福建太宁"	"--"	"BAI ZHI MA"	"I4C04171"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04041"	"25.42"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"112.2"	"白"	"--"	"淡紫"
"573"	"08/25"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"017"	"白芝麻"	"分枝"	"--"	"--"	"2.44"	"黄"	"50.22"	"福建"	"单花"	"--"	"中"	"福建宁德市"	"--"	"BAI ZHI MA"	"I4C04172"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04042"	"26.26"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"129.8"	"白"	"--"	"淡紫"
"574"	"08/15"	"中"	"Pedaliaceae(胡麻科)"	"--"	"018"	"白芝麻"	"分枝"	"--"	"--"	"2.94"	"绿"	"53.18"	"福建"	"单花"	"--"	"中"	"福建霞浦"	"--"	"BAI ZHI MA"	"I4C04173"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04043"	"24.75"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"85"	"裂"	"106.2"	"白"	"--"	"淡紫"
"575"	"08/25"	"中"	"Pedaliaceae(胡麻科)"	"--"	"019"	"白芝麻"	"分枝"	"--"	"--"	"2.61"	"黄"	"50.98"	"福建"	"单花"	"--"	"中"	"福建南平市"	"--"	"BAI ZHI MA"	"I4C04174"	"--"	"4"	"05/22"	"Sesamum indicum L.(芝麻)"	"ZZM04044"	"25.18"	"福建省院耕作所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"146.0"	"白"	"--"	"淡紫"
"576"	"09/04"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8563"	"长毛芝麻"	"单秆"	"中耐"	"--"	"2.60"	"黄"	"50.38"	"四川"	"三花"	"--"	"短"	"四川奉节"	"中"	"CHANG MAO ZHI MA"	"I4C03404"	"高感"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03675"	"25.70"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"97"	"轻裂"	"147.3"	"褐"	"高感"	"白"
"577"	"08/29"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8517"	"三花芝麻"	"单秆"	"耐"	"--"	"2.70"	"黄"	"51.27"	"四川"	"三花"	"--"	"短"	"四川奉节"	"强"	"SAN HUA ZHI MA"	"I4C03407"	"抗病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03676"	"25.88"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"91"	"轻裂"	"136.4"	"褐"	"感病"	"淡紫"
"578"	"09/08"	"多"	"Pedaliaceae(胡麻科)"	"--"	"85137"	"迟芝麻"	"单秆"	"中耐"	"--"	"2.60"	"紫"	"50.64"	"四川"	"三花"	"--"	"中"	"四川云阳"	"强"	"CHI ZHI MA"	"I4C03410"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03677"	"25.58"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"101"	"轻裂"	"168.3"	"褐"	"感病"	"淡紫"
"579"	"09/02"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8575"	"裂蒴芝麻"	"单秆"	"中耐"	"--"	"2.70"	"绿"	"50.12"	"四川"	"三花"	"--"	"短"	"四川巫山"	"中"	"LIE SHUO ZHI MA"	"I4C03420"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03678"	"25.40"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"150.5"	"褐"	"感病"	"白"
"580"	"08/31"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8590"	"矮秆黑"	"单秆"	"中耐"	"--"	"2.70"	"绿"	"44.68"	"四川"	"三花"	"--"	"短"	"四川巫溪"	"中"	"AI GAN HEI"	"I4C03421"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03679"	"23.89"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"93"	"轻裂"	"97.6"	"黑"	"高感"	"白"
"581"	"09/05"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8589"	"芝麻"	"单秆"	"中耐"	"--"	"2.50"	"绿"	"43.31"	"四川"	"三花"	"--"	"短"	"四川巫山"	"强"	"ZHI MA"	"I4C03464"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03680"	"25.02"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"98"	"裂"	"102.6"	"黑"	"高感"	"白"
"582"	"08/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"85100"	"多棱芝麻"	"单秆"	"耐"	"--"	"2.60"	"绿"	"51.05"	"四川"	"三花"	"--"	"短"	"四川巫山"	"中"	"DUO LENG ZHI MA"	"I4C03418"	"感病"	"6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03681"	"25.10"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"92"	"裂"	"148.3"	"白"	"感病"	"白"
"583"	"09/02"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8567"	"白芝麻"	"分枝"	"中耐"	"--"	"2.60"	"绿"	"50.93"	"四川"	"单花"	"--"	"短"	"四川巫山"	"强"	"BAI ZHI MA"	"I4C03423"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03682"	"24.94"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"138.0"	"白"	"抗病"	"白"
"584"	"09/02"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8568"	"白芝麻"	"分枝"	"耐"	"--"	"2.40"	"紫"	"46.17"	"四川"	"单花"	"--"	"短"	"四川巫山"	"强"	"BAI ZHI MA"	"I4C03424"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03683"	"25.14"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"144.2"	"白"	"感病"	"白"
"585"	"08/31"	"多"	"Pedaliaceae(胡麻科)"	"--"	"85109"	"白芝麻"	"分枝"	"中耐"	"--"	"2.40"	"紫"	"50.22"	"四川"	"单花"	"--"	"短"	"四川万县"	"强"	"BAI ZHI MA"	"I4C03426"	"高感"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03684"	"25.11"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"93"	"裂"	"148.4"	"白"	"抗病"	"淡紫"
"586"	"09/05"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8555"	"黄芝麻"	"分枝"	"中耐"	"--"	"2.70"	"绿"	"50.05"	"四川"	"单花"	"--"	"中"	"四川巫溪"	"强"	"HUANG ZHI MA"	"I4C03425"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03685"	"23.45"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"98"	"轻裂"	"159.4"	"黄"	"感病"	"淡紫"
"587"	"08/29"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8513"	"紫花芝麻"	"分枝"	"中耐"	"--"	"3.00"	"黄"	"52.67"	"四川"	"单花"	"--"	"短"	"四川奉节"	"强"	"ZI HUA ZHI MA"	"I4C03427"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03686"	"25.99"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"91"	"轻裂"	"149.3"	"黄"	"感病"	"紫"
"588"	"09/01"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8576"	"芝麻"	"分枝"	"耐"	"--"	"3.00"	"绿"	"46.39"	"四川"	"单花"	"--"	"中"	"四川云阳"	"中"	"ZHI MA"	"I4C03433"	"抗病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03687"	"26.32"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"轻裂"	"135.4"	"黄"	"感病"	"淡紫"
"589"	"09/05"	"多"	"Pedaliaceae(胡麻科)"	"--"	"85103"	"大叶芝麻"	"分枝"	"耐"	"--"	"2.60"	"黄"	"51.64"	"四川"	"单花"	"--"	"短"	"四川巫山"	"强"	"DA YE ZHI MA"	"I4C03428"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03688"	"25.42"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"98"	"裂"	"145.9"	"褐"	"感病"	"白"
"590"	"08/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8506"	"紫茎麻"	"分枝"	"耐"	"--"	"2.60"	"紫"	"48.52"	"四川"	"单花"	"--"	"短"	"四川梓潼"	"强"	"ZI JING MA"	"I4C03429"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03689"	"22.66"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"92"	"轻裂"	"139.6"	"褐"	"高感"	"淡紫"
"591"	"09/01"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8529"	"褐芝麻"	"分枝"	"耐"	"--"	"2.90"	"黄"	"49.28"	"四川"	"单花"	"--"	"中"	"四川开县"	"中"	"HE ZHI MA"	"I4C03434"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03690"	"25.73"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"裂"	"146.6"	"褐"	"高感"	"淡紫"
"592"	"09/05"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"8559"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.60"	"黄"	"43.75"	"四川"	"单花"	"--"	"短"	"四川奉节"	"强"	"HEI ZHI MA"	"I4C03430"	"高感"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03691"	"25.48"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"98"	"裂"	"147.3"	"黑"	"感病"	"淡紫"
"593"	"09/05"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"8560"	"园叶芝麻"	"分枝"	"中耐"	"--"	"2.70"	"绿"	"43.77"	"四川"	"单花"	"--"	"中"	"四川奉节"	"强"	"YUAN YE ZHI MA"	"I4C03431"	"高感"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03692"	"25.51"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"98"	"轻裂"	"152.8"	"黑"	"感病"	"淡紫"
"594"	"09/01"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8531"	"芝麻"	"分枝"	"中耐"	"--"	"2.70"	"黄"	"43.36"	"四川"	"单花"	"--"	"中"	"四川开县"	"强"	"ZHI MA"	"I4C03432"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03693"	"25.06"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"轻裂"	"145.2"	"黑"	"感病"	"淡紫"
"595"	"09/06"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8501"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.50"	"绿"	"42.72"	"四川"	"单花"	"--"	"中"	"四川梓潼"	"强"	"HEI ZHI MA"	"I4C03435"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03694"	"22.10"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"99"	"轻裂"	"133.8"	"黑"	"高感"	"白"
"596"	"09/01"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8538"	"黄芝麻"	"分枝"	"耐"	"--"	"3.10"	"黄"	"45.71"	"四川"	"单花"	"--"	"短"	"四川云阳"	"强"	"HUANG ZHI MA"	"I4C03448"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03695"	"26.32"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"裂"	"137.5"	"黄"	"感病"	"白"
"597"	"08/29"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8512"	"混生芝麻"	"分枝"	"耐"	"--"	"2.60"	"黄"	"49.20"	"四川"	"单花"	"--"	"短"	"四川奉节"	"强"	"HUN SHENG ZHI MA"	"I4C03457"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03696"	"26.87"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"91"	"轻裂"	"150.6"	"黄"	"感病"	"淡紫"
"598"	"09/24"	"中"	"Pedaliaceae(胡麻科)"	"--"	"川02"	"麻芝麻"	"分枝"	"极不"	"--"	"2.94"	"绿"	"54.93"	"四川"	"单花"	"--"	"中"	"四川巫山"	"中"	"MA ZHI MA"	"I4C03158"	"抗病"	"4.6.8"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03697"	"20.20"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"115"	"轻裂"	"71.6"	"黄"	"感病"	"淡紫"
