"id"	"成熟期"	"茎秆茸毛量"	"科名"	"油酸"	"保存编号"	"品种名称"	"株型"	"耐渍性"	"棕榈酸"	"千粒重"	"成熟茎秆色"	"含油量"	"省"	"每叶腋花数"	"硬脂酸"	"蒴果长度"	"产地或来源"	"耐旱性"	"译名"	"库编号"	"茎点枯病"	"蒴果棱数"	"播种期"	"学名"	"统一编号"	"蛋白质含量"	"保存单位"	"属名"	"亚油酸"	"生育日数"	"裂蒴性"	"株高"	"种皮色"	"枯萎病"	"花色"
"1001"	"9/21"	"中"	"Pedaliaceae(胡麻科)"	"39.02"	"108"	"鸭咀芝麻"	"单秆"	"耐"	"10.28"	"2.20"	"绿"	"55.62"	"安徽"	"三花"	"4.77"	"中"	"安徽霍山"	"--"	"YA JU ZHI MA"	"I4C02484"	"抗病"	"4"	"6/16"	"Sesamum indicum L.(芝麻)"	"ZZM02390"	"18.02"	"安徽省农科院"	"Sesamum(胡麻属)"	"45.93"	"97"	"轻裂"	"146.0"	"白"	"感病"	"紫"
"1002"	"9/16"	"中"	"Pedaliaceae(胡麻科)"	"36.93"	"004"	"叶管三芝麻"	"单秆"	"中耐"	"9.82"	"2.00"	"绿"	"56.52"	"安徽"	"三花"	"4.40"	"中"	"安徽寿县"	"--"	"YE GUAN SAN ZHI MA"	"I4C02485"	"高感"	"4"	"6/16"	"Sesamum indicum L.(芝麻)"	"ZZM02391"	"17.48"	"安徽省农科院"	"Sesamum(胡麻属)"	"48.86"	"92"	"裂"	"142.0"	"白"	"感病"	"淡紫"
"1003"	"9/20"	"中"	"Pedaliaceae(胡麻科)"	"36.66"	"025"	"芝麻"	"单秆"	"耐"	"10.22"	"2.00"	"绿"	"56.55"	"安徽"	"三花"	"4.11"	"中"	"安徽长丰"	"--"	"ZHI MA"	"I4C02486"	"感病"	"4"	"6/16"	"Sesamum indicum L.(芝麻)"	"ZZM02392"	"17.24"	"安徽省农科院"	"Sesamum(胡麻属)"	"49.02"	"96"	"轻裂"	"125.0"	"白"	"感病"	"淡紫"
"1004"	"9/17"	"中"	"Pedaliaceae(胡麻科)"	"36.20"	"018"	"鸦滩黑"	"单秆"	"中耐"	"11.13"	"2.00"	"绿"	"57.79"	"安徽"	"三花"	"4.24"	"中"	"安徽望江"	"--"	"YA TAN HEI"	"I4C02487"	"感病"	"4"	"6/16"	"Sesamum indicum L.(芝麻)"	"ZZM02393"	"19.56"	"安徽省农科院"	"Sesamum(胡麻属)"	"48.30"	"93"	"轻裂"	"138.0"	"黑"	"高感"	"淡紫"
"1005"	"8/27"	"多"	"Pedaliaceae(胡麻科)"	"41.85"	"063"	"临东黑芝麻"	"单秆"	"极不"	"11.36"	"2.30"	"绿"	"48.84"	"四川"	"单花"	"4.85"	"中"	"四川大昌"	"强"	"LIN DONG HEI ZHI MA"	"I4C02643"	"感病"	"4.6.8"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02473"	"25.19"	"万县地区农科所"	"Sesamum(胡麻属)"	"41.94"	"104"	"裂"	"117.1"	"黑"	"感病"	"淡紫"
"1006"	"8/26"	"多"	"Pedaliaceae(胡麻科)"	"42.05"	"014"	"八轮芝麻"	"单秆"	"耐"	"11.84"	"2.40"	"绿"	"49.80"	"四川"	"单花"	"5.40"	"短"	"四川泸州农科所"	"强"	"BA LUN ZHI MA"	"I4C02644"	"感病"	"6.8"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02474"	"25.88"	"万县地区农科所"	"Sesamum(胡麻属)"	"40.70"	"103"	"轻裂"	"117.5"	"白"	"高感"	"淡紫"
"1007"	"8/29"	"多"	"Pedaliaceae(胡麻科)"	"43.05"	"038"	"芝麻"	"单秆"	"耐"	"9.06"	"2.35"	"黄"	"51.22"	"四川"	"单花"	"5.89"	"短"	"四川奉节"	"强"	"ZHI MA"	"I4C02645"	"感病"	"6.8"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02475"	"25.36"	"万县地区农科所"	"Sesamum(胡麻属)"	"42.00"	"106"	"不裂"	"194.0"	"白"	"感病"	"紫"
"1008"	"8/16"	"少"	"Pedaliaceae(胡麻科)"	"39.23"	"078"	"白帝八棱"	"单秆"	"耐"	"10.15"	"2.20"	"黄"	"50.92"	"四川"	"三花"	"5.20"	"短"	"四川奉节"	"弱"	"BAI DI BA LENG"	"I4C02646"	"感病"	"6.8"	"5/26"	"Sesamum indicum L.(芝麻)"	"ZZM02476"	"25.78"	"万县地区农科所"	"Sesamum(胡麻属)"	"45.41"	"82"	"轻裂"	"137.9"	"白"	"抗病"	"淡紫"
"1009"	"8/27"	"多"	"Pedaliaceae(胡麻科)"	"41.74"	"013"	"奉矮黄"	"单秆"	"中耐"	"8.92"	"2.40"	"黄"	"51.61"	"四川"	"单花"	"5.43"	"短"	"四川奉节农技站"	"中"	"FENG AI HUANG"	"I4C02647"	"感病"	"6.8"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02477"	"24.81"	"万县地区农科所"	"Sesamum(胡麻属)"	"43.91"	"104"	"不裂"	"105.2"	"黄"	"高感"	"淡紫"
"1010"	"8/19"	"多"	"Pedaliaceae(胡麻科)"	"43.51"	"039"	"转角黄"	"单秆"	"中耐"	"9.92"	"2.80"	"绿"	"49.21"	"四川"	"单花"	"5.19"	"中"	"四川奉节"	"弱"	"ZHUAN JIAO HUANG"	"I4C02648"	"感病"	"6.8"	"5/26"	"Sesamum indicum L.(芝麻)"	"ZZM02478"	"26.01"	"万县地区农科所"	"Sesamum(胡麻属)"	"41.38"	"85"	"不裂"	"131.0"	"黄"	"感病"	"白"
"1011"	"8/29"	"多"	"Pedaliaceae(胡麻科)"	"46.03"	"001"	"龙柱芝麻"	"单秆"	"中耐"	"8.61"	"2.33"	"绿"	"50.30"	"四川"	"三花"	"5.52"	"短"	"四川巫山"	"强"	"LONG ZHU ZHI MA"	"I4C02650"	"感病"	"4.6.8"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02480"	"26.54"	"万县地区农科所"	"Sesamum(胡麻属)"	"39.84"	"106"	"不裂"	"148.2"	"白"	"感病"	"淡紫"
"1012"	"8/28"	"少"	"Pedaliaceae(胡麻科)"	"45.45"	"020"	"青云芝麻"	"单秆"	"中耐"	"8.04"	"2.25"	"绿"	"49.50"	"四川"	"三花"	"5.78"	"短"	"四川巫山"	"强"	"QING YUN ZHI MA"	"I4C02651"	"抗病"	"4.6.8"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02481"	"26.68"	"万县地区农科所"	"Sesamum(胡麻属)"	"40.73"	"105"	"轻裂"	"130.7"	"白"	"抗病"	"淡紫"
"1013"	"8/27"	"多"	"Pedaliaceae(胡麻科)"	"44.35"	"025"	"白芝麻"	"单秆"	"中耐"	"8.71"	"2.25"	"黄"	"49.84"	"四川"	"三花"	"5.71"	"中"	"四川巫山"	"强"	"BAI ZHI MA"	"I4C02652"	"感病"	"4.6.8"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02482"	"26.85"	"万县地区农科所"	"Sesamum(胡麻属)"	"41.23"	"104"	"裂"	"124.3"	"白"	"高感"	"淡紫"
"1014"	"8/26"	"多"	"Pedaliaceae(胡麻科)"	"45.35"	"054"	"芝麻"	"分枝"	"极不"	"8.75"	"2.15"	"黄"	"49.89"	"四川"	"单花"	"5.97"	"短"	"四川万县"	"中"	"ZHI MA"	"I4C03023"	"感病"	"4"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02483"	"24.72"	"万县地区农科所"	"Sesamum(胡麻属)"	"39.93"	"103"	"不裂"	"100.5"	"白"	"抗病"	"淡紫"
"1015"	"8/20"	"多"	"Pedaliaceae(胡麻科)"	"42.93"	"008"	"高坪芝麻"	"分枝"	"不耐"	"8.28"	"2.60"	"绿"	"53.31"	"四川"	"三花"	"4.73"	"短"	"四川云阳"	"弱"	"GAO PING ZHI MA"	"I4C03121"	"感病"	"4"	"5/26"	"Sesamum indicum L.(芝麻)"	"ZZM02484"	"22.28"	"万县地区农科所"	"Sesamum(胡麻属)"	"44.06"	"86"	"轻裂"	"118.3"	"白"	"抗病"	"白"
"1016"	"8/28"	"多"	"Pedaliaceae(胡麻科)"	"39.82"	"043"	"芝麻"	"分枝"	"耐"	"9.58"	"1.85"	"黄"	"53.53"	"四川"	"单花"	"4.75"	"中"	"四川云阳"	"--"	"ZHI MA"	"I4C03118"	"抗病"	"4"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02485"	"23.28"	"万县地区农科所"	"Sesamum(胡麻属)"	"45.84"	"105"	"不裂"	"89.0"	"黄"	"高感"	"淡紫"
"1017"	"8/19"	"多"	"Pedaliaceae(胡麻科)"	"39.85"	"023"	"褐芝麻"	"分枝"	"耐"	"10.65"	"2.60"	"绿"	"42.28"	"四川"	"三花"	"4.49"	"短"	"四川巫山"	"中"	"HE ZHI MA"	"I4C02653"	"高抗"	"4"	"5/26"	"Sesamum indicum L.(芝麻)"	"ZZM02486"	"22.74"	"万县地区农科所"	"Sesamum(胡麻属)"	"45.00"	"85"	"轻裂"	"116.3"	"褐"	"抗病"	"白"
"1018"	"8/28"	"多"	"Pedaliaceae(胡麻科)"	"41.90"	"032"	"芝麻"	"分枝"	"中耐"	"9.97"	"2.18"	"黄"	"53.44"	"四川"	"单花"	"4.57"	"短"	"四川巫溪"	"强"	"ZHI MA"	"I4C03020"	"感病"	"4"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02487"	"22.62"	"万县地区农科所"	"Sesamum(胡麻属)"	"43.57"	"105"	"不裂"	"102.6"	"黑"	"感病"	"白"
"1019"	"8/27"	"多"	"Pedaliaceae(胡麻科)"	"38.73"	"060"	"黑芝麻"	"分枝"	"耐"	"9.17"	"2.70"	"黄"	"50.88"	"四川"	"单花"	"6.23"	"中"	"四川荣县"	"中"	"HEI ZHI MA"	"I4C02654"	"抗病"	"4"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02488"	"23.62"	"万县地区农科所"	"Sesamum(胡麻属)"	"45.87"	"104"	"不裂"	"128.9"	"黑"	"高感"	"淡紫"
"1020"	"8/18"	"少"	"Pedaliaceae(胡麻科)"	"43.72"	"053"	"白芝麻"	"分枝"	"中耐"	"9.00"	"2.70"	"绿"	"50.60"	"四川"	"单花"	"6.40"	"短"	"四川万县"	"弱"	"BAI ZHI MA"	"I4C02655"	"感病"	"4.6.8"	"5/26"	"Sesamum indicum L.(芝麻)"	"ZZM02489"	"26.20"	"万县地区农科所"	"Sesamum(胡麻属)"	"40.58"	"84"	"裂"	"109.7"	"白"	"高感"	"淡紫"
"1021"	"8/28"	"多"	"Pedaliaceae(胡麻科)"	"40.70"	"050"	"分水白"	"分枝"	"中耐"	"9.67"	"2.25"	"黄"	"52.69"	"四川"	"单花"	"4.10"	"短"	"四川万县"	"弱"	"FEN SHUI BAI"	"I4C03021"	"感病"	"4.6.8"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02490"	"23.74"	"万县地区农科所"	"Sesamum(胡麻属)"	"45.54"	"105"	"不裂"	"131.1"	"黄"	"感病"	"白"
"1022"	"8/18"	"多"	"Pedaliaceae(胡麻科)"	"43.33"	"021"	"芝麻"	"分枝"	"中耐"	"10.30"	"2.30"	"绿"	"50.20"	"四川"	"单花"	"4.77"	"短"	"四川巫山"	"中"	"ZHI MA"	"I4C02656"	"感病"	"4.6.8"	"5/26"	"Sesamum indicum L.(芝麻)"	"ZZM02491"	"26.52"	"万县地区农科所"	"Sesamum(胡麻属)"	"41.61"	"84"	"轻裂"	"131.0"	"黑"	"高感"	"白"
"1023"	"8/27"	"多"	"Pedaliaceae(胡麻科)"	"43.51"	"033"	"厚壳芝麻"	"分枝"	"--"	"9.45"	"2.10"	"黄"	"50.84"	"四川"	"单花"	"5.21"	"中"	"四川巫溪"	"--"	"HOU KE ZHI MA"	"I4C02657"	"感病"	"4.6.8"	"5/16"	"Sesamum indicum L.(芝麻)"	"ZZM02492"	"26.12"	"万县地区农科所"	"Sesamum(胡麻属)"	"41.83"	"104"	"裂"	"119.0"	"黑"	"--"	"白"
"1024"	"9/17"	"多"	"Pedaliaceae(胡麻科)"	"39.71"	"541"	"襄芝二号选"	"单秆"	"中耐"	"8.90"	"3.03"	"绿"	"59.44"	"湖北"	"三花"	"5.27"	"长"	"湖北襄阳"	"--"	"XIANG ZHI ER HAO XUAN"	"I4C01660"	"感病"	"4"	"5/30"	"Sesamum indicum L.(芝麻)"	"ZZM02545"	"17.89"	"中国农科院油料所"	"Sesamum(胡麻属)"	"46.13"	"110"	"不裂"	"127.5"	"白"	"感病"	"淡紫"
"1025"	"9/5"	"多"	"Pedaliaceae(胡麻科)"	"37.49"	"591"	"中芝八号"	"单秆"	"耐"	"9.92"	"--"	"绿"	"56.10"	"湖北"	"三花"	"4.87"	"短"	"中国农科院油料所"	"--"	"ZHONG ZHI BA HAO"	"I4C01720"	"高感"	"4.6.8"	"5/30"	"Sesamum indicum L.(芝麻)"	"ZZM02616"	"19.75"	"中国农科院油料所"	"Sesamum(胡麻属)"	"47.72"	"98"	"轻裂"	"119.8"	"白"	"感病"	"淡紫"
"1026"	"10/4"	"多"	"Pedaliaceae(胡麻科)"	"38.83"	"01"	"芝麻"	"多枝"	"中耐"	"8.49"	"1.63"	"绿"	"54.90"	"西藏"	"单花"	"4.31"	"中"	"西藏墨脱"	"--"	"ZHI MA"	"I4C03032"	"抗病"	"4"	"5/30"	"Sesamum indicum L.(芝麻)"	"ZZM02723"	"20.12"	"中国农科院油料所"	"Sesamum(胡麻属)"	"48.37"	"127"	"不裂"	"106.0"	"白"	"感病"	"淡紫"
"1027"	"9/2"	"--"	"Pedaliaceae(胡麻科)"	"38.94"	"S8867"	"泖港黑"	"单秆"	"不耐"	"13.29"	"2.42"	"紫"	"45.48"	"上海"	"三花"	"3.54"	"--"	"上海市松江县"	"--"	"MAO GANG HEI"	"I4C02691"	"高感"	"4"	"6/7"	"Sesamum indicum L.(芝麻)"	"ZZM02727"	"21.32"	"上海市农科院"	"Sesamum(胡麻属)"	"44.24"	"87"	"裂"	"141.8"	"黑"	"高感"	"淡紫"
"1028"	"8/31"	"--"	"Pedaliaceae(胡麻科)"	"40.33"	"S8872"	"保镇黑"	"单秆"	"极不"	"9.95"	"2.30"	"紫"	"44.19"	"上海"	"三花"	"4.84"	"--"	"上海市崇明县"	"--"	"BAO ZHEN HEI"	"I4C02692"	"高感"	"4"	"6/7"	"Sesamum indicum L.(芝麻)"	"ZZM02728"	"20.54"	"上海市农科院"	"Sesamum(胡麻属)"	"44.88"	"85"	"裂"	"141.8"	"黑"	"高感"	"淡紫"
"1029"	"8/31"	"--"	"Pedaliaceae(胡麻科)"	"36.58"	"S8868"	"新农黑"	"单秆"	"不耐"	"6.87"	"2.35"	"紫"	"47.72"	"上海"	"三花"	"3.66"	"--"	"上海市金山县"	"--"	"XIN NONG HEI"	"I4C02693"	"高感"	"4.6.8"	"6/7"	"Sesamum indicum L.(芝麻)"	"ZZM02729"	"19.97"	"上海市农科院"	"Sesamum(胡麻属)"	"48.92"	"85"	"轻裂"	"143.6"	"黑"	"高感"	"淡紫"
"1030"	"/31"	"--"	"Pedaliaceae(胡麻科)"	"36.41"	"S8807"	"圹湾新火黑"	"单秆"	"不耐"	"10.35"	"1.88"	"紫"	"48.04"	"上海"	"三花"	"4.13"	"--"	"上海市上海县"	"--"	"KUANG WAN XIN HUO HEI"	"I4C02694"	"感病"	"6.8"	"6/7"	"Sesamum indicum L.(芝麻)"	"ZZM02730"	"20.22"	"上海市农科院"	"Sesamum(胡麻属)"	"49.11"	"85"	"轻裂"	"131.0"	"黑"	"抗病"	"白"
"1031"	"8/27"	"--"	"Pedaliaceae(胡麻科)"	"38.20"	"S8835"	"六角黑"	"单秆"	"不耐"	"9.88"	"2.45"	"紫"	"44.49"	"上海"	"三花"	"4.24"	"--"	"上海市川沙县"	"--"	"LIU JIAO HEI"	"I4C02695"	"感病"	"6.8"	"6/7"	"Sesamum indicum L.(芝麻)"	"ZZM02731"	"20.86"	"上海市农科院"	"Sesamum(胡麻属)"	"47.68"	"81"	"轻裂"	"143.4"	"黑"	"抗病"	"淡紫"
"1032"	"8/30"	"--"	"Pedaliaceae(胡麻科)"	"38.16"	"S8849"	"肖圹刘港白"	"单秆"	"极不"	"9.28"	"1.95"	"绿"	"50.92"	"上海"	"三花"	"4.55"	"--"	"上海市奉贤县"	"--"	"XIAO KUANG LIU GANG BAI"	"I4C02696"	"高感"	"6.8"	"6/7"	"Sesamum indicum L.(芝麻)"	"ZZM02732"	"23.33"	"上海市农科院"	"Sesamum(胡麻属)"	"48.02"	"84"	"裂"	"142.2"	"白"	"高感"	"淡紫"
"1033"	"9/4"	"--"	"Pedaliaceae(胡麻科)"	"34.01"	"S8829"	"外岗黑"	"分枝"	"中耐"	"11.41"	"2.23"	"紫"	"43.34"	"上海"	"单花"	"4.16"	"--"	"上海市嘉定县"	"--"	"WAI GANG HEI"	"I4C02697"	"感病"	"4"	"6/7"	"Sesamum indicum L.(芝麻)"	"ZZM02733"	"19.66"	"上海市农科院"	"Sesamum(胡麻属)"	"50.42"	"89"	"轻裂"	"157.4"	"黑"	"抗病"	"淡紫"
"1034"	"8/28"	"极少"	"Pedaliaceae(胡麻科)"	"38.37"	"H010"	"一叶单"	"单秆"	"极不"	"10.91"	"2.11"	"黄"	"47.21"	"浙江"	"单花"	"4.23"	"中"	"浙江定海"	"--"	"YI YE DAN"	"I4C02698"	"高感"	"4.6.8"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02734"	"19.97"	"东阳市农科所"	"Sesamum(胡麻属)"	"46.50"	"88"	"轻裂"	"89.1"	"黑"	"抗病"	"淡紫"
"1035"	"9/8"	"极少"	"Pedaliaceae(胡麻科)"	"37.07"	"H007"	"紫花黑芝"	"单秆"	"极不"	"10.27"	"2.35"	"绿"	"48.32"	"浙江"	"单花"	"4.72"	"中"	"浙江宁海"	"--"	"ZI HUA HEI ZHI"	"I4C02699"	"高感"	"4.6.8"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02735"	"21.97"	"东阳市农科所"	"Sesamum(胡麻属)"	"47.84"	"99"	"轻裂"	"94.1"	"黑"	"抗病"	"紫"
"1036"	"9/6"	"多"	"Pedaliaceae(胡麻科)"	"39.72"	"H002"	"黑芝麻"	"单秆"	"不耐"	"10.79"	"2.72"	"绿"	"48.34"	"浙江"	"单花"	"4.08"	"短"	"浙江嘉兴"	"--"	"HEI ZHI MA"	"I4C02700"	"高感"	"6.8"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02736"	"21.58"	"东阳市农科所"	"Sesamum(胡麻属)"	"45.42"	"97"	"轻裂"	"101.9"	"黑"	"感病"	"淡紫"
"1037"	"9/4"	"多"	"Pedaliaceae(胡麻科)"	"38.75"	"H003"	"紧口黑芝麻"	"单秆"	"不耐"	"9.72"	"2.45"	"绿"	"49.59"	"浙江"	"单花"	"4.54"	"长"	"浙江嘉兴"	"--"	"JIN KOU HEI ZHI MA"	"I4C02701"	"感病"	"6.8"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02737"	"22.00"	"东阳市农科所"	"Sesamum(胡麻属)"	"46.98"	"95"	"不裂"	"100.9"	"黑"	"抗病"	"淡紫"
"1038"	"8/23"	"极少"	"Pedaliaceae(胡麻科)"	"40.16"	"H012"	"多棱黑芝"	"单秆"	"不耐"	"9.89"	"2.22"	"绿"	"45.17"	"浙江"	"单花"	"4.73"	"中"	"浙江定海"	"--"	"DUO LENG HEI ZHI"	"I4C02702"	"高感"	"6.8"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02738"	"24.36"	"东阳市农科所"	"Sesamum(胡麻属)"	"45.22"	"83"	"轻裂"	"78.5"	"黑"	"高感"	"淡紫"
"1039"	"9/9"	"多"	"Pedaliaceae(胡麻科)"	"36.71"	"H022"	"螺溪六棱"	"单秆"	"不耐"	"10.45"	"2.26"	"绿"	"46.55"	"浙江"	"单花"	"4.53"	"中"	"浙江天台"	"--"	"LUO XI LIU LENG"	"I4C02703"	"感病"	"6.8"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02739"	"25.02"	"东阳市农科所"	"Sesamum(胡麻属)"	"48.31"	"100"	"轻裂"	"94.2"	"黑"	"高感"	"淡紫"
"1040"	"9/7"	"中"	"Pedaliaceae(胡麻科)"	"43.47"	"B004"	"芝麻"	"单秆"	"中耐"	"9.06"	"2.47"	"绿"	"49.68"	"浙江"	"三花"	"4.99"	"中"	"浙江宁海"	"--"	"ZHI MA"	"I4C02704"	"高感"	"4"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02740"	"28.12"	"东阳市农科所"	"Sesamum(胡麻属)"	"42.49"	"98"	"裂"	"80.3"	"白"	"高感"	"白"
"1041"	"9/8"	"多"	"Pedaliaceae(胡麻科)"	"41.69"	"B022"	"蜂窝油麻"	"单秆"	"不耐"	"7.84"	"2.46"	"绿"	"54.86"	"浙江"	"三花"	"5.13"	"中"	"浙江东阳"	"--"	"FENG WO YOU MA"	"I4C03033"	"感病"	"4"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02741"	"24.24"	"东阳市农科所"	"Sesamum(胡麻属)"	"45.34"	"99"	"轻裂"	"72.0"	"白"	"感病"	"淡紫"
"1042"	"8/14"	"多"	"Pedaliaceae(胡麻科)"	"43.61"	"B006"	"早熟芝麻"	"单秆"	"不耐"	"8.13"	"1.78"	"黄"	"51.30"	"浙江"	"三花"	"5.84"	"短"	"浙江普陀"	"--"	"ZAO SHU ZHI MA"	"I4C03034"	"高感"	"4"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02742"	"26.24"	"东阳市农科所"	"Sesamum(胡麻属)"	"42.42"	"74"	"裂"	"64.5"	"白"	"感病"	"紫"
"1043"	"9/5"	"多"	"Pedaliaceae(胡麻科)"	"38.72"	"H005"	"浒山黑芝"	"单秆"	"中耐"	"11.04"	"2.42"	"绿"	"46.79"	"浙江"	"三花"	"4.61"	"中"	"浙江慈溪"	"--"	"HU SHAN HEI ZHI"	"I4C02705"	"感病"	"4"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02743"	"22.16"	"东阳市农科所"	"Sesamum(胡麻属)"	"45.64"	"96"	"轻裂"	"100.7"	"黑"	"高感"	"淡紫"
"1044"	"9/6"	"中"	"Pedaliaceae(胡麻科)"	"40.00"	"H019"	"一枝鞭"	"单秆"	"中耐"	"10.02"	"2.58"	"绿"	"47.18"	"浙江"	"三花"	"4.87"	"短"	"浙江上虞"	"--"	"YI ZHI BIAN"	"I4C02706"	"高感"	"4"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02744"	"25.44"	"东阳市农科所"	"Sesamum(胡麻属)"	"44.70"	"97"	"轻裂"	"103.6"	"黑"	"高感"	"淡紫"
"1045"	"9/13"	"少"	"Pedaliaceae(胡麻科)"	"39.29"	"H020"	"黑油麻"	"单秆"	"高耐"	"9.35"	"2.36"	"绿"	"50.45"	"浙江"	"三花"	"4.74"	"中"	"浙江诸暨"	"--"	"HEI YOU MA"	"I4C03035"	"感病"	"4"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02745"	"20.20"	"东阳市农科所"	"Sesamum(胡麻属)"	"46.63"	"104"	"轻裂"	"99.5"	"黑"	"感病"	"淡紫"
"1046"	"9/14"	"多"	"Pedaliaceae(胡麻科)"	"38.60"	"H025"	"黑铁麻"	"单秆"	"极不"	"8.19"	"3.01"	"绿"	"53.15"	"浙江"	"三花"	"4.49"	"中"	"浙江黄岩"	"--"	"HEI TIE MA"	"I4C03036"	"感病"	"4"	"6/1"	"Sesamum indicum L.(芝麻)"	"ZZM02746"	"21.41"	"东阳市农科所"	"Sesamum(胡麻属)"	"48.72"	"105"	"不裂"	"104.7"	"黑"	"抗病"	"淡紫"
"1047"	"9/8"	"少"	"Pedaliaceae(胡麻科)"	"45.88"	"125"	"饶丰红"	"单秆"	"不耐"	"8.14"	"2.50"	"黄"	"53.69"	"江西"	"三花"	"5.31"	"中"	"江西饶丰农科所选育"	"中"	"RAO FENG HONG"	"I4C01844"	"感病"	"4"	"7/7"	"Sesamum indicum L.(芝麻)"	"ZZM02804"	"19.11"	"上饶地区农科所"	"Sesamum(胡麻属)"	"40.67"	"63"	"裂"	"119.0"	"褐"	"感病"	"白"
"1048"	"9/23"	"中"	"Pedaliaceae(胡麻科)"	"45.24"	"149"	"靖芝一号"	"单秆"	"中耐"	"7.87"	"2.90"	"黄"	"52.92"	"江西"	"三花"	"3.23"	"中"	"江西靖安县农科所育成"	"中"	"JING ZHI YI HAO"	"I4C01876"	"感病"	"6.8"	"7/7"	"Sesamum indicum L.(芝麻)"	"ZZM02837"	"20.49"	"上饶地区农科所"	"Sesamum(胡麻属)"	"43.66"	"85"	"裂"	"131.2"	"白"	"感病"	"白"
"1049"	"9/15"	"少"	"Pedaliaceae(胡麻科)"	"45.54"	"107"	"拓港乌芝麻"	"分枝"	"不耐"	"9.25"	"2.20"	"黄"	"47.37"	"江西"	"单花"	"5.95"	"中"	"江西波阳"	"中"	"TUO GANG WU ZHI MA"	"I4C01897"	"感病"	"4"	"7/7"	"Sesamum indicum L.(芝麻)"	"ZZM02858"	"22.75"	"上饶地区农科所"	"Sesamum(胡麻属)"	"39.26"	"70"	"裂"	"120.9"	"黑"	"感病"	"白"
"1050"	"9/12"	"少"	"Pedaliaceae(胡麻科)"	"44.77"	"111"	"黑芝麻"	"分枝"	"不耐"	"9.35"	"3.00"	"黄"	"49.58"	"江西"	"单花"	"5.76"	"短"	"江西上饶市"	"中"	"HEI ZHI MA"	"I4C01898"	"高感"	"4"	"7/7"	"Sesamum indicum L.(芝麻)"	"ZZM02859"	"23.63"	"上饶地区农科所"	"Sesamum(胡麻属)"	"40.11"	"67"	"裂"	"129.8"	"黑"	"感病"	"白"
"1051"	"9/15"	"少"	"Pedaliaceae(胡麻科)"	"44.57"	"112"	"西村黑芝麻"	"分枝"	"中耐"	"9.72"	"2.20"	"黄"	"49.97"	"江西"	"单花"	"5.90"	"中"	"江西宜春"	"中"	"XI CUN HEI ZHI MA"	"I4C01899"	"感病"	"4"	"7/7"	"Sesamum indicum L.(芝麻)"	"ZZM02860"	"23.11"	"上饶地区农科所"	"Sesamum(胡麻属)"	"39.81"	"70"	"裂"	"120.9"	"黑"	"感病"	"白"
"1052"	"9/10"	"中"	"Pedaliaceae(胡麻科)"	"34.56"	"117"	"芝麻"	"分枝"	"不耐"	"10.76"	"2.80"	"黄"	"51.31"	"江西"	"单花"	"4.50"	"短"	"江西临川"	"中"	"ZHI MA"	"I4C02730"	"抗病"	"6.8"	"7/7"	"Sesamum indicum L.(芝麻)"	"ZZM02861"	"21.26"	"上饶地区农科所"	"Sesamum(胡麻属)"	"50.17"	"65"	"裂"	"127.0"	"黄"	"高感"	"白"
"1053"	"9/12"	"少"	"Pedaliaceae(胡麻科)"	"45.64"	"127"	"红芝麻"	"分枝"	"不耐"	"9.38"	"2.70"	"黄"	"50.06"	"江西"	"单花"	"5.38"	"中"	"江西临川"	"中"	"HONG ZHI MA"	"I4C01900"	"感病"	"6.8"	"7/7"	"Sesamum indicum L.(芝麻)"	"ZZM02862"	"23.96"	"上饶地区农科所"	"Sesamum(胡麻属)"	"39.61"	"67"	"裂"	"127.0"	"褐"	"感病"	"白"
